input,_time
865.208933832343,2021-02-28 00:00:00
816.0861242481177,2021-02-28 01:00:00
1084.9621477099038,2021-02-28 02:00:00
1056.2582091945226,2021-02-28 03:00:00
1009.8402229113326,2021-02-28 04:00:00
899.8969080767714,2021-02-28 05:00:00
997.1754292975212,2021-02-28 06:00:00
1034.6486812370522,2021-02-28 07:00:00
1092.2036527154462,2021-02-28 08:00:00
999.2163203706976,2021-02-28 09:00:00
1151.7311987039895,2021-02-28 10:00:00
935.6434606441981,2021-02-28 11:00:00
936.51193892211,2021-02-28 12:00:00
943.4212515909879,2021-02-28 13:00:00
957.2227751636952,2021-02-28 14:00:00
872.601235309293,2021-02-28 15:00:00
1148.3892273799624,2021-02-28 16:00:00
964.7668127506174,2021-02-28 17:00:00
972.2619840453093,2021-02-28 18:00:00
875.6653472137137,2021-02-28 19:00:00
930.7741503848831,2021-02-28 20:00:00
871.1251642143009,2021-02-28 21:00:00
1041.5698213872308,2021-02-28 22:00:00
976.6729835018384,2021-02-28 23:00:00
1073.8336491365683,2021-03-01 00:00:00
1079.3874528231854,2021-03-01 01:00:00
1150.1343695221174,2021-03-01 02:00:00
991.7649728364513,2021-03-01 03:00:00
1160.1743770778355,2021-03-01 04:00:00
1480.0977142932243,2021-03-01 05:00:00
1514.0535798895658,2021-03-01 06:00:00
1536.493600757526,2021-03-01 07:00:00
1718.9120508708245,2021-03-01 08:00:00
1861.969697899932,2021-03-01 09:00:00
2060.8691869362774,2021-03-01 10:00:00
2092.1305049851862,2021-03-01 11:00:00
2030.8249794765657,2021-03-01 12:00:00
2018.6999177858752,2021-03-01 13:00:00
2085.308566248168,2021-03-01 14:00:00
1884.7592124659625,2021-03-01 15:00:00
1759.3936501622875,2021-03-01 16:00:00
1452.0084107219454,2021-03-01 17:00:00
1481.4898417213412,2021-03-01 18:00:00
1241.2061383108996,2021-03-01 19:00:00
1248.6845987421468,2021-03-01 20:00:00
1331.7578645676672,2021-03-01 21:00:00
945.8983053886338,2021-03-01 22:00:00
1012.742483116518,2021-03-01 23:00:00
970.0088621634432,2021-03-02 00:00:00
1093.1481633711314,2021-03-02 01:00:00
932.5538330170147,2021-03-02 02:00:00
1150.8558663833553,2021-03-02 03:00:00
1240.0392134564227,2021-03-02 04:00:00
1516.448630326349,2021-03-02 05:00:00
1630.1917175659164,2021-03-02 06:00:00
1572.4234015861964,2021-03-02 07:00:00
1926.3206132399873,2021-03-02 08:00:00
1797.8004100402316,2021-03-02 09:00:00
1819.4219037839887,2021-03-02 10:00:00
2025.5345541246115,2021-03-02 11:00:00
1981.0065773724552,2021-03-02 12:00:00
2063.859644606921,2021-03-02 13:00:00
1936.8760825875422,2021-03-02 14:00:00
2602.826511093037,2021-03-02 15:00:00
2273.9158470091643,2021-03-02 16:00:00
2728.7449625836016,2021-03-02 17:00:00
2566.331273075516,2021-03-02 18:00:00
2529.825370826767,2021-03-02 19:00:00
2530.07284935284,2021-03-02 20:00:00
2263.053876550921,2021-03-02 21:00:00
2301.347681347584,2021-03-02 22:00:00
2549.711929096199,2021-03-02 23:00:00
2545.0265362462965,2021-03-03 00:00:00
2186.64849697465,2021-03-03 01:00:00
2567.6285086940866,2021-03-03 02:00:00
2472.6230599106298,2021-03-03 03:00:00
2508.3461719408224,2021-03-03 04:00:00
2781.846343401365,2021-03-03 05:00:00
2636.7166424004413,2021-03-03 06:00:00
2414.9001969203778,2021-03-03 07:00:00
2595.327982813322,2021-03-03 08:00:00
2486.135968444732,2021-03-03 09:00:00
2480.584309527169,2021-03-03 10:00:00
2673.1034890128294,2021-03-03 11:00:00
2558.582439986398,2021-03-03 12:00:00
2378.068287759083,2021-03-03 13:00:00
2643.491878902609,2021-03-03 14:00:00
2535.1385008113602,2021-03-03 15:00:00
2623.0246718519033,2021-03-03 16:00:00
2362.8563083842873,2021-03-03 17:00:00
2421.8152416519947,2021-03-03 18:00:00
2459.3085681325365,2021-03-03 19:00:00
2483.13530279847,2021-03-03 20:00:00
2489.16508112482,2021-03-03 21:00:00
2445.2325324317253,2021-03-03 22:00:00
2629.689063646524,2021-03-03 23:00:00
2584.2146018752874,2021-03-04 00:00:00
2614.408588516556,2021-03-04 01:00:00
2452.8126559463976,2021-03-04 02:00:00
2361.9841770756498,2021-03-04 03:00:00
2441.5265380420337,2021-03-04 04:00:00
2570.6641840212956,2021-03-04 05:00:00
2581.370105734297,2021-03-04 06:00:00
2492.5937939237733,2021-03-04 07:00:00
2665.9268466259423,2021-03-04 08:00:00
1912.7504605333727,2021-03-04 09:00:00
1905.7219633051084,2021-03-04 10:00:00
2031.570813946272,2021-03-04 11:00:00
2083.7633374629713,2021-03-04 12:00:00
1988.340561110613,2021-03-04 13:00:00
1800.7587529501275,2021-03-04 14:00:00
1701.740002230852,2021-03-04 15:00:00
1723.10807551399,2021-03-04 16:00:00
1525.8498894246254,2021-03-04 17:00:00
1461.3044524369968,2021-03-04 18:00:00
1298.2127442503474,2021-03-04 19:00:00
1108.5459840872948,2021-03-04 20:00:00
1271.0000690540592,2021-03-04 21:00:00
1047.8906104732969,2021-03-04 22:00:00
1123.7638108999872,2021-03-04 23:00:00
909.7742908356101,2021-03-05 00:00:00
1065.3553224326786,2021-03-05 01:00:00
1178.6564809710164,2021-03-05 02:00:00
1030.3695329405814,2021-03-05 03:00:00
1082.5501369995388,2021-03-05 04:00:00
1423.1323213771034,2021-03-05 05:00:00
1622.8948312673829,2021-03-05 06:00:00
1333.8640172191713,2021-03-05 07:00:00
1789.992838225637,2021-03-05 08:00:00
1849.0443252867033,2021-03-05 09:00:00
1928.7328619379653,2021-03-05 10:00:00
2002.634458189389,2021-03-05 11:00:00
2066.2131326423564,2021-03-05 12:00:00
2085.552989303819,2021-03-05 13:00:00
1820.554201473782,2021-03-05 14:00:00
1830.5923804619458,2021-03-05 15:00:00
1625.3250056598802,2021-03-05 16:00:00
1499.2938809958227,2021-03-05 17:00:00
1466.4777851388574,2021-03-05 18:00:00
1453.0988162927576,2021-03-05 19:00:00
1313.0362125933655,2021-03-05 20:00:00
995.0865233696724,2021-03-05 21:00:00
1265.8754397202988,2021-03-05 22:00:00
957.6406247924941,2021-03-05 23:00:00
1025.7250325709676,2021-03-06 00:00:00
1011.205221149082,2021-03-06 01:00:00
965.5670072713975,2021-03-06 02:00:00
1019.6933996497654,2021-03-06 03:00:00
1043.399717739337,2021-03-06 04:00:00
1125.9567501228385,2021-03-06 05:00:00
830.0670896585017,2021-03-06 06:00:00
927.7676046832398,2021-03-06 07:00:00
926.7642978669694,2021-03-06 08:00:00
965.2152880616662,2021-03-06 09:00:00
895.4163849666361,2021-03-06 10:00:00
1009.0447399576541,2021-03-06 11:00:00
857.3950184841767,2021-03-06 12:00:00
1023.0588399984923,2021-03-06 13:00:00
1134.7060869026168,2021-03-06 14:00:00
1071.9399817474207,2021-03-06 15:00:00
989.4122817317741,2021-03-06 16:00:00
985.1809612934445,2021-03-06 17:00:00
886.1291542185803,2021-03-06 18:00:00
1069.1809396179297,2021-03-06 19:00:00
932.0586585077883,2021-03-06 20:00:00
925.0968261503433,2021-03-06 21:00:00
1049.9042771529787,2021-03-06 22:00:00
1099.5547829545412,2021-03-06 23:00:00
724.2076806442162,2021-03-07 00:00:00
939.2329090275898,2021-03-07 01:00:00
1007.1576416770112,2021-03-07 02:00:00
1172.4998516832732,2021-03-07 03:00:00
982.0227346423544,2021-03-07 04:00:00
961.2778536873911,2021-03-07 05:00:00
1059.1854500383324,2021-03-07 06:00:00
851.4889987258294,2021-03-07 07:00:00
887.6132178828929,2021-03-07 08:00:00
923.7990357388321,2021-03-07 09:00:00
1015.489780371811,2021-03-07 10:00:00
920.4480750624232,2021-03-07 11:00:00
949.8221939783875,2021-03-07 12:00:00
993.0823509251458,2021-03-07 13:00:00
1202.8712713489203,2021-03-07 14:00:00
1085.4385121732837,2021-03-07 15:00:00
846.6636519335044,2021-03-07 16:00:00
955.0628376865159,2021-03-07 17:00:00
958.4531921003559,2021-03-07 18:00:00
980.5025026696969,2021-03-07 19:00:00
967.122563757429,2021-03-07 20:00:00
1276.2955289493589,2021-03-07 21:00:00
890.4535136013209,2021-03-07 22:00:00
838.0672559660862,2021-03-07 23:00:00
