summary,text
"Customer is complaining that they don't whether its windows 10 but it's not allowing to transfer photos from phone to their pc since 2 window updates. Agent updates to DM more about the issue so that they can look more into the issue to resolve it.","Customer: Idk if it’s  or  windows 10 but nothing I do will allow photos to transfer from my phone to my pc since 2 windows updates ago. 😡😡😡 Agent:  We'd love to help! Are you trying to move these photos with iTunes, or iCloud? Customer:  Neither. Directly from the device with windows 10 option to import pictures, which has always worked until a few weeks ago... Agent:  Understood. Let us know if you're able to import your photos using our article and steps here:  Customer:  I got it to work till it came across a picture with the file name IMG_E then it said the device was unreachable, and now can’t find photos again... Agent:  Okay. Have you tried repeating the steps again from the article to see if it works? Customer:  Yes. And then some. Nothing is working Agent:  We want to help! DM us and let us know more about the issues you are having. We can look more into this issue from here. "
"Customer is enquiring about how long it will take to switch to idea network. Agent updated the customer to visit nearest idea store for further assist and also inform that if the number is does not get active please write us back.","Customer: Hi  ,How long will it take to Switch from  Agent:  We would love to have you in Idea family. Please visit nearest Idea store for further assistance. Regards, Mahindra Agent:  Please locate Idea store on this link  Rgds, Mahindra 1/2 Customer:  i already ported but they saying it will take 1 week to switch from  Customer:  even i got Idea sim but ""to activate that number it will take 1 week time "" told by Idea CC Exe Customer:  Shall I share the mobile number? Customer:  that was not idea store some agents of idea sat in the Reliance Store Agent:  As our executive have informed you already, we request you to wait for sometime. Regards, Mahindra 1/1 Agent:  If your number doesn't get active in sometime, please write us back. Regards, Mahindra 1/2 Customer:  Some time = 1 week?"
"The customer says his iPhone 7 plus is on 11.1 and iPhone X is 11.0.1 so it won't restore from his backup and his SIM card not activated which can't be done over cellular. The agent asks to DM and says to contact them over a link provided by them to the customer.","Customer: My iPhone 7 Plus is on 11.1 and iPhone X is 11.0.1 so it won’t restore from my backup.     Customer: iPhone X wouldn’t activate over cellular so hotspotted 7Plus. Activated. Set up as new to download upgrade.    Customer: SIM card not activated so can’t do it over cellular. Tried hotspot 7Plus as before. Now it won’t work. Surface wouldn’t connect either Customer: Now I’m on hold for 20 minutes waiting for SOMEONE at  to activate my phone. Agent:  Hey Jae, thanks so much for reaching out. Send us a DM if there's anything we can assist with :) *ChanneyT Customer:  Like how are you messing this up? This isn’t the first time you’ve done this.   let see how long this goes Customer:  Unless you can activate the SIM over DM, I don’t think I want to waste either of our time. Agent:  Hey! We can do pretty much NEthing except new acct actvtns. Hit me up here  so we can check! *KrystnYogi Customer:   Crossing 30 min hold time. No response to DM.  Agent:   I see you and we just replied. We're popular on social but are working as fast as we can to get to you! :) &lt;3 *KrystnYogi"
"Customer enquires that he purchased LR5 in july 2013, subscribed to cc in nov 2013 and stopped cc last month but now he cannot use develop mode. Agent states that LR5 can be used if machine is compatible and also requests that they will message them to  Adobe ID(Email) for further assistance.","Customer:  I bought LR5 in July 2013, subscribed to CC in Nov 2013. Stopped CC last month, now I can't use develop mode in LR5. Any advice? Agent:  Yes, you can use the LR5 if your machine is compatible to it &amp; the catalogue does not have backward rolling capability. ^Raj Customer:  No I can't. See attached photo.  Agent:  Hi there, we're looping in one of our experts who can help you out here. They will review and reply as soon as they're available. Thanks ^Raj Customer:  As long as it's not the same guy working the online chat on your website tonight, he was useless. Feel free to postpone the answers until tomorrow morning if necessary, anyone but him please. Agent:  Hi Soren, If your subscription status if fine then, there is some permission issue with Adobe folders on your machine. Please refer the discussion related to this issue:  Thanks. ^MG Customer:  Tried fixing it, and it asked for my serial number. Entered number from email and it says invalid. Logged into  account page and it won't show me the serial number in the order. Agent:  Have you already contacted us here?  Our account experts will be able to help you out most efficiently! Let us know if you have any questions. Thanks! ^Raj Customer:  I tried. I waited for an hour and a half before getting someone in chat, and then he was pretty much useless. Agent:  Would you mind private messaging your Adobe ID(Email) so that we can look into it. Thanks ^Raj "
"Customer is complaining about rescheduling of his flights and fears of missing his scheduled naval carrier journey. Agent assures to connect with the rest of the flight by getting customer on a flight to Seattle. Also states that would assist to reroute the luggage.","Customer:  I desperately need to get to Hawaii tonight! I leave tomorrow via U.S. Naval carrier and you keep changing my flights. Please help 💯 Agent:  Oh boy! Can you pleae DM your confirmation number? I'd be happy to take a look into this for you. *TBW  Customer:  HRUWNY Customer:  If possible I'd prefer getting there before 10:51pm 🤔 Agent:  Thank you. To better protect your privacy, please DM to start a private conversation via the link on the previous tweet. *TBW Customer:  I also MUST have my luggage with me as I will be leaving in the am via Naval carrier ( Agent:  I can get you on a flight with AS to Seattle, where you can connect to the rest of your flights. To reroute your luggage, it would be best to speak with an agent at the airport. *TBW Customer:  Ok talk to me 🤗 Customer:  Please give me details Agent:  I DM'd them to you... To keep this from being confusing. Let's keep this in DM from now on. *TBW"
"Customer is enquiring about winners list of oneplus 5T. Agent informed the customer that to visit their page to check the winner details once results are out.","Customer: I participated contest but Idid not found winners tobe announced anywhere. You said that winners will be announced on November 30  Agent:  We will certainly help you with the details, Hemanth. Could you please confirm which contest you are referring to so that we can assist accordingly? ^PR Customer:  I think its oneplus 5T Agent:  For OnePlus 5T we haven't made any announcement yet. Kindly stay tuned to our website for further updates. ^KH Customer:  Is there any winner announcement today for the contests you have put Agent:  We're working to get the winners list out soon. Kindly wait for the results to be declared; appreciate your patience. ^VN Customer:  Thank you. Requesting you to display winner names on twitter Agent:  The winner's list will be shared on our page. Kindly visit our page to check the winner details once results are out. ^RB"
"Customer is complaining about delayed delivery from 3 days. Agent states that it is the busiest time of the year and requests to report it over a provided URL.","Customer:  Hi, my prime delivery has been delayed for three days due to ‘external factors’. What does this actually mean? Agent:  Hi, Chris! I'm really sorry your parcel has been delayed. It's our busiest time of year and unfortunately the carriers are struggling to keep up. This help link explains it better than I do:   Did your tracking information update at all? ^SP Customer:  No - I have been waiting for three days. Can’t get a refund until Friday. Black Friday deal now passed, Amazon no longer have item Customer:  And much more expensive elsewhere. Customer services say I need to wait until Friday before I could get a refund which will be far too late Customer:  Amazon unable to clarify where package is. Left warehouse two miles from delivery address on Monday never to be seen again! ! Customer:  Feel really let down Agent:  Apologies for the disappointment, Chris! Could you please confirm the carrier for this late shipment? You can find that information here:  Please keep us posted! Customer:  Amazon Logistics Agent:  Apologies, please report this to us here:  Customer:  This just gets me back to customer services who say don’t know where parcel is and can’t help until Friday. So glad I pay for Prime! !"
"Customer complaints on product shipped to wrong address. Agent ask the customer to DM for further assistance.","Customer:  UPS Belgium is terrible. Delivery planed for Thursday 19, shipped it to the wrong town twice and u tell me I've to wait Monday 23 ? Agent:  I understand how upsetting that must be. If any assistance is needed on the next attempt message us. ^EA  Customer:  I called twice, Friday and today. They told me it couldn't be delivered today because warehouse is closed (WTF). I needed it 1/2 Customer:  Before tomorrow because I go abroad. It's important, for my business. I will lose clients and the person I had on the phone didn't care 2/2 Agent:  With the warehouse being closed there is nothing that we can do to override this and have the package delivered. ^QJ  Customer:  How is it possible that a warehouse could be closed a Saturday ? You must be kidding. You shipped it to the wrong town twice, c'mon ! Agent:  If the shipper did not request a Saturday delivery and the package is in warehouse it will not move until the next business day. Customer:  Of course it didn't request that because the delivery was scheduled for Thursday and you sent it to the wrong address twice !"
"Customer is complaining about  flight door handle broken his carryon. Agent is replying that take a damaged bag to baggage service as  they will review the damages.","Customer:  You were right, nice flight. I got a problem though! While in the plane with my carryon, the flight attendant slammed the over he'd door on the handle and broke my carryon! Agent:  Oh, no! I am so disappointed to hear that. It is best to take the damaged bag to our Baggage Service Office and have them review the damages. *AJL Customer:  Is there a way to do it any other way? I landed at midnight in Pittsburgh and nothing was open! Thank you for your quick response though! Agent:  Regretfully, the airport Baggage Services has to make a report and document damages to make sure that this gets taken care of. This would be the only place that could do it. *TBW Customer:  I live 2 hrs from Pittsburgh Airport... Agent:  Hi Andy, I am so sorry. You can also file online as well. We do need to know the purchase price, the age of the bag and a description of the damage. You could upload a picture Please use this link to our website.  Thank you. *TJM Customer:  Thank you so much. I have all that information already! Agent:  Perfect, thank you for your patience. Thank you for flying Delta! *TJM Customer:  No, thank you! You guys put American to Shame!! ! Agent:  Wow! We are cool like that! We do appreciate you choosing Delta. *TJM"
"Customer wants to reschedule the flight from Perth to earlier flights than 4:30 pm. Agent states about other flights between 6:50 and 11:35, and requests to check the availability by sharing an URL.","Customer:  please help with booking DLIM7U, is there rescheduled earlier flight fr Perth? Will I get same seats (w/ cot) Agent:  Sorry for the inconvenience, Denny. You may opt for free flight change or Full Credits. Which do you prefer? -Floi Customer:  Reschedule is fine, but is there earlier flight from Perth than 4.30pm? Customer:  Hello airasiasupport, any update on my case? Is there earlier flight? Will I get the same seats, please reply soon, flight time is closing. Agent:  Hi, kindly provide us with the preferred flight as there's 06:50 and 11:35. Do let us know which would you prefer. Thanks - Ed Customer:  11.35 flight from Perth, then will arrive and depart from KL at what time? Agent:  You may check the availability at  and provide the request here. There are few options to choose. -Miza Customer:  After seeing options, decided not to change anything, anything need to be done on my end? Agent:  Nope, Demarton, You may just leave it as it is. Take care and see you soon on board! -Miza"
"Customer is complaining about the service. Agent updated the customer to DM with email address,some details of what's going on and what options they can help out.","Customer: .  in con mode again. A company that deserves to go bust. Awful service. Agent:  We're sorry to hear that. We'd love to see what options we have to help out. Please send us a DM with the email address registered to your PayPal account and some details of how we can help. ^TM Customer:  .Just credit my account with my money you con artist cunts. Agent:  We don't have any details regarding the issue you're facing. If you'd like to send us a DM with the email address registered to your PayPal account and some details of what's going on, we'd be happy to take a look at what options we have to help out. ^TM Customer:  .Of course you don’t. You money grabbing bastards.. Agent:  This is the first we're hearing of it. We're here to help if you'd like to send us a DM. ^TM Customer:  .ill take it up with my bank then shall I? You amateur blaming school leaning coward blaming children wankstains Agent:  Sounds good. If you need us, our offer still stands. Have a nice day :) ^TM Customer:  Massive lols. You unprofessional dickheads."
"Customer is complaining about not being able to use the ticket for return journey. Agent states that it gets cancelled if the onward journey has not made.","Customer:  My partner booked a return flight, did not go on the outward journey and now can't check in on her flight back, plse help Agent:  Hi Paul, sorry to hear this. Unfortunately, when you book a ticket with us you agree that your flights are taken 1/2 Agent:  in sequence order. If not, then the remainder of your itinerary is cancelled out I'm afraid.^Jo 2/2 Customer:  That's rubbish, she has paid for her flights. There was an emergency and she had to fly out earlier with a different carrier due to cost. Customer:  Where in the small print does it say this? Agent:  Hi Paul. We're sorry you remain unhappy. It's in the T &amp; C's on our website. You have to use the coupons in sequence and in the (1/3) Agent:  order they're sold to you. If you fail to do so, then it will be registered as a no show and the return leg is automatically (2/3) Agent:  We appreciate it's upsetting for your wife, but I'm afraid it's the rules on her ticket when she booked. (3/3) ^N Customer:  Your rules not the rules and one doesn't know about your rules until something happens. Pay for something it's yours to use how you see fit Agent:  Once a return ticket is sold, it must be used as a return, not a one way ticket, I'm afraid. We're sorry for your poor experience.^LW"
"The customer is asking for the Uber's Dubai office number and emails to reach to solve some issues. The agent replies that they don't offer phone support for these issues and asks to send them a note via link provided by them.","Customer:  can we please get the contact number for Dubai office please... Agent:  We're here to help, Priya. Send us a note via  so we can assist. Customer:  Can we get your dubai office number plz Agent:  Sorry for the inconvenience! At this moment, we don't offer phone support for these issues. Visit this link  so our team can assist. Customer:  We are looking to talk to someone from marketing so can we have some email ID or so Agent:  Happy to help. At this time your best bet is to reach out to us at  with more details regarding your inquiry, so we can assist you further. Customer:  I can email or I need to tweet on this address? Agent:  Please go here  and we will take a look."
"Customer inquiring about flight cheeked  in and out in the terminal. Agent suggests customer  the booking information .","Customer:  wife on delayed united flight 1270 needs 2 make connection to TLH  on DL 2907. Will be there tight. Can u notify gate agent in ATL? Agent:  Hello Bruce. I can tell you that DL2907 is on time this evening. There is no way for us to notify the gate agent, as we cannot hold a flight. I do apologize. Is your wife checked in for the flight already? *TMS Customer:  Yes. Name is Carolyn Bell. Incoming flight (UA 1720) arriving at Terminal T at 6:55. 2907 leaving from Terminal B at 7:28. Agent:  I do see she is checked in. it is definitely going to be a close connection. *TMS Customer:  I see there is a later flight to TLH. Can she get on that one? Agent:  If she misses her flight, she will need to let us know. Unfortunately, it may only be on standby at this time. The flight is fully booked. *TMS Customer:  Thx Agent:  I have made a note in her reservation. I am not sure it will help, but I hope it does. Have a good evening. *TMS"
"Customer complaining about restricting limits in speed and how it will be helping for lower wage families. Agent updated that he will take his feedback seriously and  he will pass his feedback on to the loyalty department.","Customer:  again restricting limits in spend.. £80! How is this helping the lower wage families?!   Agent:  Hi, sorry you feel this way, the spend amount is based on your average spend from the past (1) Agent:  8 weeks and the 8 weeks before Christmas last year. I will pass your feedback on to the Loyalty department. - Georgina  (2) Customer:  And it'll be ignored as my last complaint was before. Rewards shouldn't be based on assumptions as situations change Customer:  Plus we haven't really shopped here the past 8 weeks recently.. maybe past 2-3 weeks max as we've shopped elsewhere cheaper Agent:  I'm really sorry you feel this way, I have passed your feedback on. - Georgina Customer:  But not really sorry, Let's be honest... it's just the polite thing to say. I know it's not you personally Georgina, But my god, Morrison's is getting worse for this Agent:  We do take your feedback seriously and I do understand your frustration. If I can help you with anything else give me a shout. - G"
"The customer is complaining that why their bootcamp is not working. The agent asked to follow the steps to install windows with boot camp.","Customer:  
why isnot my bootcamp work Agent:  We're here to help! Check out this article regarding how to install Bootcamp and let us know if the issue persists:  Customer:  late 2014 mac mini boot camp failed window 10 installation, error msg  Customer:  and more error  Customer:    Customer:  can Apple help? this has been so frstrating Agent:  Thanks for reaching out. Are these the steps you are following to install Windows with Boot Camp:  Customer:  Useless, has nothing to do with the errors that I encountered Agent:  Thank you for the pictures. Please DM us so we can get you in the right place.  Customer:  Yes"
"Customer is complaining about the computer which stopped working after updating and can't even contact customer support on their laptop or phone. Agent requests to run the Surface  Diagnostic Toolkit to check for possible corrupted files in the given URL.","Customer: hey  my computer just stopped working after updating whats going on buds Customer:  i cant even contact customer support on my laptop or phone! groovy! Agent:  We got your back, Em! To clarify, which version of Windows are you using? Any recent changes made before the issue started? Customer:  windows ten? surface pro 2 i think Customer:  i just updated it and now every time i log into my guest acct it locks me back out a second later ran update trouble shooter... Customer:  gave me error code 0x80300113 Agent:  1/2 Got it, Em. Corrupted or missing files and/or drivers could be the cause of this error. To clarify, you recently updated to Agent:  2/2 Fall Creators Update? If you can still start in Safe Mode, go to Device Manager to update outdated drivers. Customer:  yes it was the fall update ive been on device manager it doesnt say anything needs updating Agent:  If that's the case, please run the Surface Diagnostic Toolkit to check for possible corrupted files here:  Agent:  Hi. We'd like to hear from you if we were able to help you resolve your concern. For further assistance, you can send us a tweet. Agent:  Hi Em. We'd like to know how we can improve our support on Twitter. You can share your experience here: "
"Customer complains about charging for change in booking. Agent informs to customers that he will email a letter with points that he discussed.","Customer:  charging £1235 to change booking needed coz of  when can't even get back to Miami. Holiday ruined. Agent:  Have you spoken to our Change Booking team for your best options, Steve? Sorry your holiday has been ruined by the hurricane. ^Gill Customer:  Change team say instructions mean no free transfer. Might change but paid as I can't go FLA or stay and wanted to get seat. Agent:  Hi Steve, please get in touch at your earliest convenience upon your return and we'll be in touch to discuss your experience. ^L Customer:  Phoned  and starting all over again. Now shunted to Customer Relations which doesn't open until 1300. This is a nightmare. Customer:  Now recorded message saying go on line due to I.T. Outage. Customer:  Still waiting reply from  to 2nd letter on 23 Oct as their first reply did not answer my first approach and ignored points raised re  rerouting. Also made errors on airport of departure so didn’t read my letter properly. Agent:  Hi Steve, please advise us of your Customer Relations reference, telephone number, email and postal address. Kind regards ^Jm Customer:  The ref number is 17012319. Telno 07963 239006. Address and email you will have on my account. I am concerned to put so much personal info on Twitter when I do not know who will get to see it. Regards, Steve Collier Agent:  Hi Steve, thanks for taking the time to chat. As discussed we're unable to reimburse you the cost that you paid to change your flights. Even though a policy came out after you made the changes. I'll email you a letter with the points that we discussed as well. Thanks. ^Raj"
"Customer is complaining about the delayed delivery of a product. Agent is inquiring whether the customer had contacted USPS directly for an update.","Customer:  I have been home all day, why did I get a notice that delivery failed. Agent:  I'm sorry your order wasn't delivered. The carrier should provide a reason. Have you checked for a note or on their site? ^AM Customer:  You sent me an email. The carrier never came to my house. Son just had surgery, haven't left. Customer:  I don't blame you, I love Amazon. I blame carrier. Agent:  Who was the carrier for the delivery? You can find that information here:   ^FJ Customer:  While we are talking. I have a confession. I am a prime addict. Is there a 12 step program? Agent:  I'm glad to hear you're such a loyal customer! We do offer Amazon Allowance for easy budgeting:  😃 ^JR Customer:  USPS936128__credit_card__. Here all day long. Agent:  We're happy to review the order and assist you directly. If you have a moment, please reach us here:  ^JR Customer:  Ahhhhhhhhhhhh, I just got another notice saying usps tried again. I have again been home all day!! ! Customer:  I double checked the address, it's correct. What's up? Agent:  Oh no! I'm so sorry to see this. Were you able to reach us yesterday? If so, what insight/options were provided? ^BL Customer:  You were as baffled as I. The USPS said they tried to deliver when we were home all day. My son is recovering from surgery, so we're home Agent:  Thank you for letting us know. Have you had a chance to contact USPS directly for an update:  Customer:  Yes, have ever tried? They committed to delivering it Monday. Sigh."
"The customer says that he is an existing customer of the bank, he tried calling to the bank several times but he didn't get any service from the bank. The agent asks to complete the required details in the provided link to escalate the issue further and asks to provide the phone number in order to assist further on the issue.","Customer:  Hi, I am an existing customer of your bank tried calling +912249552484 several times but sorry to say the pathetic service rcvd Agent:  I'm sorry to hear about the issue. To escalate further please complete the link  Customer:  Submitted the same, also have mentioned that presently I am not in India so best way to communicate it to my email id also have given mob # Customer:  Any luck ? Agent:  I understand your frustration. The India Team will reach out to you. Please allow 24-48 business hours.^JM Customer:  Any luck ? Nothing in mail ?? Improve your services even   has improved it. Customer:     - Any updates please ? You can ask them to call now on the number mentioned. Please assist. Agent:  Once escalated, you should be contacted within 2 business days. Please do not include account  or PINs when responding.^JT 2/2 Agent:  I'm sorry to hear you have not been contacted. I would be happy to escalate ur request. Please click link to send your ph   Customer:  Hey ! I got call from customer service and queries are answered now. Agent:  Happy to hear this has been resolved. Pls reach back out w/ any future questions. Have a great day! ^JT"
"Customer has complained that he is unable to travel with brand new sealed laptop without unboxing it. Agent is glad that customer has reached him for this issue.","Customer:  am I able to travel with a brand new sealed laptop through TSA without unboxing it? Flight from Oregon to San Francisco.. Agent:  Hi there, I don't see why not? I'd suggest letting TSA know before you screen what's in the box. -Suli Customer:  I can’t even find the info on their website lol, it’s sealed and brand new :( Agent:  You'll be fine bringing it on the aircraft, however, TSA may ask you to take it out of the box. -Sean Customer:  Darn! Lol okay... I’m trying to figure it out but I guess I’ll have to open the box :( Agent:  I'd personally just keep it all sealed up until they say something. I wouldn't be surprised if they allow it to go through unopened. -Sean Customer:  That was my plan! I just don’t wanna open it til I am home 2mrw but I’m trying to pack my carry on bag now lol - thank you!!  Agent:  Glad we could help :) Thanks for reaching out! -Jordan"
"Customer request to turn down the  A/C in the quite carriage G. Agent directs customer to speak to station staff to validate his ticket for the next service.","Customer:  16:43 from Euston to Edinburgh. Seriously guys turn down the a/c in the quiet carriage 'G'.  Agent:  Hi Jasmine, please speak to the onboard team and they should be able to adjust the temperature for you ^HP Customer:  Not worth risking my seat as I was stood up from Bham to Euston this morning and seat reservations aren't showing on here atm. Agent:  The team should be making their way through during the journey ^HP Customer:  Not so far ☹️ I'm off in half an hour. Quiet coach = less hot air 😂 Agent:  Apologies Jasmin, we hope it cools down onboard for you ^HP Customer:  Also late so I've missed my connection 😡😡😡 Agent:  Sorry to hear this, Jasmin. Please speak to station staff who will be able to validate your ticket for the next service for you ^HP"
"Customer is complaining about after the newest update reputation album has completely disappear from my music. Agent asking were u able to locate and download the album again to your device.","Customer:  do you guys hate Taylor Swift? Because after I did the last update my new Taylor Swift album is gone! That combined with all these other nonsense glitches - perfect time for Google to come out with a phone. Agent:  We want to do what we can to help you with your device. Were you able to find your music? What's going on with your device? Customer:  After the newest update the Reputation album has completely disappeared from my music 😟😡 Customer:  Agent:  Were you able to locate and download the album again to your device? Customer:  Yes not sure what happened but I went back into my download history on a different device and was able to get it back 🙄 Agent:  Let's start by redownloading the album following these steps:   Keep us posted with what happens from here. Agent:  We're glad to hear you were able to download it again! Please let us know if we can help with anything else from here."
"Customer is having an issue that Spotify starts up on windows 10 even though it is disabled. Agent asked for the version and informed to send the feedback to the right folks and updated to DM  the username and email address.","Customer:  Spotify starts up on Windows 10 even though it is disabled from settings and task manager. There seems to be no definite fix.  Agent:  Hmm, that doesn't sound right. What Spotify version are you using? We'll see what we can suggest /JE Customer:  1.0.66.478.g1296534d (Windows Store version) Agent:  Thanks. Best thing to try here is a reinstall. Just follow the steps at  Customer:  You guys need to update your windows 10 installing page according to creators update. It's not under system settings, it's under apps.  Agent:  We hear you. We’ll be sure to pass your feedback on to the right folks. Just to check, have you reinstalled the app successfully? Keep us posted /JE Customer:  I have reinstalled but will keep you updated when I reboot my device. Thank you. Agent:  Sounds like a plan! Looking forward to hearing from you. We'll be right here /JE Customer:  I guess this fixed my problem. Agent:  Awesome! Just give us a shout if the problem persists. We're...  /PL Customer:  Hey, there problem is still there. It stars up on boot-up automatically. Agent:  Can you DM us your account's username or email address? We'll see what we can suggest /PC "
"Customer is complaining about delayed refund of a cancelled flight for over a month. Agent requests to reach out customer care by providing their contact number.","Customer: Hey  I hate to be the guy that complains on Twitter but you need to respond to my email about a refund for a cancelled flight Agent:  When did you send the email? ~Angel Customer:  12th October ! Customer:  This is where you slide into my DMs...  Agent:  Thank you. It can take 7-10 business days. You should hear back within the next couple days.~Angel Customer:  Hey, I haven't heard back. It's been almost 3 weeks - can we just get this done? Agent:  I am so sorry for the wait! We are working to process this for you -Jordan Customer:  You don't have any of my details and haven't responded to an email so you're not. Booking ref ADMOJS - could you please look into it? Agent:  We have requested the refund. Please allow 10-14 business days to reflect on your account. -Jordan Customer:  Thanks. Customer:  So it's been over a month and I haven't heard a thing about this - what is going on? Agent:  I am not able to access this information. Can you please contact Customer Care at 1.877.359.8474  after 8 AM PST
-Andre Customer:  This is a joke. Agent:  I am sorry I can not access this information. Last thing I see is that a refund was requested and it can take up to 14 business days to process. During business hours customer Care has access to additional offices."
"Here customer is complaining about some issue occurred in an app where he cant even text. Here agent ask the details and note the issue and says to  the customer that they will send this report to expert and get it resolve and also send a link where he can find a proper solution.","Customer:  Hey, what does this error mean? I get it all the time when I want to place some text 🤔  Agent:  Hi Etienne, which app is it occurring with? Please provide more details. Thanks! ^AJ  Customer:  Well I don't know what they mean, Premiere Pro says this:  Agent:  Thanks! We've passed this info on to our expert- they will review and get back to you ASAP. ^AJ Customer:  Okay thanks! And btw: it doesn't matter where I want to place Text, I can't place it anywhere Agent:  Hello Etienne, see if this potential solution works for you:  Thx, ^KM Customer:  I will try it tommorow, thanks for the answer! I will let you know if it worked Customer:  It worked, thanks! Agent:  Great to hear that. Please let us know if you need further help."
"The customer complains that AmericanAir is unable to link the mobile app with the upgrade list at the gate, the standby list was empty and employees blamed the systems and last minute ticket purchase as the reason. The agent says that the customer should be able to view the standby and upgrade list via provided link and says that they are glad to see that their folks were able to get him upgraded.","Customer: Absolute lack of proper use of technology as  still is unable to link the the mobile app w/ the upgrade list at the gate Agent:  You should be able to view the standby and upgrade list, Carlos. Check out the following for details:  Customer:  The stand by list was empty and employees blamed the systems and last minute ticket purchase as the reason.  Customer:  It gets better. overhead bins are empty &amp; passenger are being forced to check bags. reasons: on time departure. 9 passengers are late. Lol  Agent:  We're sorry for your frustration, but we're glad to see that our folks were able to get you upgraded. Customer:  Another  I am not upgraded. Don't care. I am sharing my views of  poor airport operations &amp;  terrible use of technology Agent:  Our sincere apologies, Carlos, as we were looking at your flight from earlier today. Customer:  This is my 4th flight this week so far. Amazed by the ongoing consisten worst   airport ops must change Customer:  I should have flown  5 times cheaper "
"Customer is enquiring about why the Price variation for the same journey but different dates. Agent informed that Pricing does vary on advance tickets as they are first come first serve,So when the cheaper tickets have sold only standard fares remain.","Customer:  please explain and justify why it's £55 to Exeter on 22 Nov and £135 for same journey on 22 Dec. Many thanks in advance. Agent:  Hi there Luke. What date and trains are you looking at specifically please? - Josh Customer:  Cambridge to Exeter st David's. Around 8am. Agent:  1/2Pricing does vary on advance tickets as they are first come first serve, so when the cheaper tickets have sold only standard fares remain Agent:  2/2 I can see a single on the 08.15 for 22/11/2017 priced at £34.00 and a fare for £43.00 on the same train but for the 22/12/2017 - Josh Customer:  Try it for a return journey coming back on 27th. Agent:  What sort of time are you looking to travel? - Josh Customer:  Ideally around 8am. Agent:  There isn't as much advance fare availability around Christmas as we expect it to be a busy time for travelling. -Andy Customer:  And around midday on return journey on 27th. Customer:  So you nearly triple the price? That's thoughtful. Customer:  And also - after paying £135, I'm told that it's not possible to even reserve a seat on the return journey. Agent:  What time are you travelling? As our trains are running from Marylebone instead of Paddington reservations not possible on all. -Andy"
"Customer is complaining about the customer service. Agent updated the customer to provide confirmation number via DM, So that they will look on this issue.","Customer:  Super poor customer service displayed tonight when flight after flight was delayed with no one available to help at gates  Agent:  I'm very sorry about the delay. Is there something I can help you with now? *TMT Customer:  Maybe....currently trying to get on another flight now. Let's hope all is not lost.....especially my luggage. No one is sure where it is! Agent:  So you are being helped at the airport? *TMT Customer:  Helped isn't the word I would use Agent:  I see. Please let me know if you need my assistance. I regret your frustration. *TMT Customer:  SERIOUSLY? I was told my baggage was on one plane and assured of this only to find it wasn't! What is wrong with this airline? Agent:  Hello! I am here to help. Could you provide your confirmation number via DM so I can take a look for you? Thanks. *TDL... 1/2 Agent:  2/2"
"Customer is inquiring about buying options for apple watches on the same day since he didn't find it in the local store. Agent shares a link to find the nearest stores and also suggests to try ordering online or via telesales department.","Customer: Fuck  Agent:  Where did you try ordering your device? Did you try ordering online? -KY Customer:  Noooo I went to the store to buy it. I wanted it today! ! Agent:  Have you tried another store near by? -KY Customer:  They said there’s no apple watches available in the state. He said shipping times are 2 weeks - Month. Agent:  Hi there. Please send us a Direct Message, so that we can further assist you. --RB Agent:  Hey, we saw your post in regards to getting the Apple watches. You also have the option of contacting stores near you to see (1/2) Agent:  if they have the Watch available. You can find the stores nearest  to you in the link provided:  SR (2/2) Agent:  Hey was u able to get in contact with the store nearest to ur location regarding the apple watch? Plz let us no Resolution Supervisor --KR Customer:  No apple watches available. Agent:  Hey you do have the option to order the apple watch online or via our telesales department. Resolution Supervisor --KR"
"Customer is complaining about the contacted seller twice but their are ignoring the mails. Agent responded to make sure to check it for more information.","Customer:  hi guys, I placed an order &amp; paid &amp; the listing has now completely dissapeared! EBay mailed me to advice me there me be a problem &amp; I contacted the seller twice but they are ignoring my mails. Please help x Agent:  Happy to help on this 👍 If the seller is not responding &amp; the item was already dispatched, you may wait &amp; see if you receive it. If not, then you will need to open a case after est. delivery date passes. Have a look here:  ^I Customer:  I can't contact them as they have completely removed the listing. I have emailed them twice and no response at all. I don't know now what to do? Agent:  Let us check this for you. Drop us a DM with your account details (full name, email address, postcode) &amp; item number and we'll see what is the best option for you now. ^I Customer:  Thankyou! I've just msgd you x Agent:  Thanks! We got it and responded now so make sure to check it for more information. Thanks ^I Customer:  Thankyou so much for all your help x Agent:  You're very welcome Angela ☺️ Have a lovely evening. ^I"
"Customer is asking that why they have charged him for the returned product and wanting to resolve the issue sooner. Agent asked back customer to DM his account number and to do so further asked to follow their page.","Customer:   Is it standard industry practice to call your customer liars? I send products back, there's proof they are returned Customer:   Seems pretty cut and dry, why are you still charging me for products that are easily identified as returned to your warehouse? Customer:   Hello? Earth to Death Star? What's on page 1 of the  customer handbook? 1) Ignore customers. 2) See  Agent:  Hello Pam, you have come to the right place for expert assistance with your bill. Please DM your account number?^RickeyY Customer:  Can you call me on the phone? Customer:  I can’t send you a DM, you have to DM me. It only gives me the option to reply. Agent:  No worries, Pam. To send us a DM, please go to our page and follow us. We look forward to hearing from you soon. ^DomG Customer:  I tried that, it did not work. It still only lets me reply. Customer:  Can you DM again? I need to get this resolved today."
