id,name
1aef,"Conntech Electronic (Suzhou) Corporation	"
1aed,"High Top Precision Electronic Co., Ltd.	"
1ae7,"X-TENSIONS	"
1ae4,"ic-design Reinhard Gottinger GmbH	"
1adb,"Schweitzer Engineering Laboratories, Inc	"
1ad4,"APS	"
1ad1,"Desay Wire Co., Ltd.	"
1acc,"Midiplus Co, Ltd.	"
1acb,"Salcomp Plc	"
1ac2,""
1ab2,"Allied Vision	"
1ab1,"Rigol Technologies	"
1aad,"KeeTouch	"
1aab,"Silvercreations Software AG	"
1aa6,"eFortune Technology Corp.	"
1aa5,"UBeacon Technologies, Inc.	"
1aa4,"Data Drive Thru, Inc.	"
1a98,"Leica Camera AG	"
1a90,""
1a8d,"BandRich, Inc.	"
1a8b,"SGS Taiwan Ltd.	"
1a89,"Dynalith Systems Co., Ltd.	"
1a86,"QinHeng Electronics	"
1a81,"Holtek Semiconductor, Inc.	"
1a7e,"Meltec Systementwicklung	"
1a7c,"Evoluent	"
1a7b,"Lumberg Connect GmbH & Co. KG	"
1a79,"Bayer Health Care LLC	"
1a72,"Physik Instrumente	"
1a6f,"Sagem Orga GmbH	"
1a6e,"Global Unichip Corp.	"
1a6d,"SamYoung Electronics Co., Ltd	"
1a6a,"Spansion Inc.	"
1a64,"Mastervolt	"
1a61,"Abbott Diabetes Care	"
1a5a,"Tandberg Data	"
1a59,""
1a4b,"SafeBoot International B.V.	"
1a4a,"Silicon Image	"
1a44,"VASCO Data Security International	"
1a41,"Action Electronics Co., Ltd.	"
1a40,"Terminus Technology Inc.	"
1a36,"Biwin Technology Ltd.	"
1a34,"ACRUX	"
1a32,"Quanta Microsystems, Inc.	"
1a2c,"China Resource Semico Co., Ltd	"
1a2a,"Seagate Branded Solutions	"
1a25,"Amphenol East Asia Ltd.	"
1a1d,"Veho	"
1a17,""
1a12,"KES Co., Ltd.	"
1a0a,"USB-IF non-workshop	"
1a08,"Bellwood International, Inc.	"
19ff,"Dynex	"
19fd,"MTI Instruments Inc.	"
19fa,"Gampaq Co.Ltd	"
19f7,"RODE Microphones	"
19ef,"Pak Heng Technology (Shenzhen) Co., Ltd.	"
19e8,"Industrial Technology Research Institute	"
19e1,"WeiDuan Electronic Accessory (S.Z.) Co., Ltd.	"
19db,"KFI Printers	"
19d2,"ZTE WCDMA Technologies MSM	"
19d1,"BYD	"
19cf,"Parrot SA	"
19ca,"Mindtribe	"
19c2,"Futuba	"
19b9,"Data Robotics	"
19b6,"Infotech Logistic, LLC	"
19b5,"B & W Group	"
19b4,"Celestron	"
19b2,"Batronix	"
19af,"S Life	"
19ab,"Bodelin	"
19a8,"Biforst Technology Inc.	"
19a5,"HARRIS Corp.	"
199f,"Benica Corporation	"
199e,"The Imaging Source Europe GmbH	"
199b,"MicroStrain, Inc.	"
1997,"Shenzhen Riitek Technology Co., Ltd	"
1996,"PixeLINK	"
1995,"Trillium Technology Pty. Ltd.	"
1990,"Acron Precision Industrial Co., Ltd.	"
198f,"Beceem Communications Inc.	"
1989,"Nuconn Technology Corp.	"
1980,"Storage Appliance Corporation	"
197d,"Leuze electronic	"
1977,"T-Logic	"
1976,"Chipsbrand Microelectronics (HK) Co., Ltd.	"
1975,"Dongguan Guneetal Wire & Cable Co., Ltd.	"
1973,"Spectralink Corporation	"
1970,"Dane-Elec Corp. USA	"
196b,"Wispro Technology Inc.	"
1967,"CASIO HITACHI Mobile Communications Co., Ltd.	"
1965,"Uniden Corporation	"
1963,"IK Multimedia	"
195d,"Itron Technology iONE	"
1954,"Radiient Technologies	"
1953,"Ironkey Inc.	"
1951,"Hyperstone AG	"
194f,"PreSonus Audio Electronics, Inc.	"
1949,"Lab126, Inc.	"
1943,"Sensoray Co., Inc.	"
1941,"Dream Link	"
1938,"Meinberg Funkuhren GmbH & Co. KG	"
1935,"Elektron Music Machines	"
1934,"Feature Integration Technology Inc. (Fintek)	"
1931,"Ningbo Broad Telecommunication Co., Ltd.	"
1930,"Shenzhen Xianhe Technology Co., Ltd.	"
192f,"Avago Technologies, Pte.	"
1928,"Proceq SA	"
1926,"NextWindow	"
1923,"FitLinxx	"
191c,"Innovative Technology LTD	"
1915,"Nordic Semiconductor ASA	"
1914,"Alco Digital Devices Limited	"
1912,""
190d,"Motorola GSG	"
1908,"GEMBIRD	"
1902,""
1901,"GE Healthcare	"
18fd,"FineArch Inc.	"
18fb,"Scriptel Corporation	"
18f8,"[Maxxter]	"
18ef,"ELV Elektronik AG	"
18ec,"Arkmicro Technologies Inc.	"
18ea,"Matrox Graphics, Inc.	"
18e8,"Qcom	"
18e3,"Fitipower Integrated Technology Inc	"
18dd,"Planon System Solutions Inc.	"
18dc,"LKC Technologies, Inc.	"
18d9,"Kaba	"
18d5,"Starline International Group Limited	"
18d1,"Google Inc.	"
18cd,"Ecamm	"
18c5,"AMIT Technology, Inc.	"
18b7,"Zotek Electronic Co., Ltd.	"
18b6,"Mikkon Technology Limited	"
18b4,"e3C Technologies	"
18b1,"Petalynx	"
18a5,"Verbatim, Ltd	"
18a4,"CSSN	"
189f,"3Shape A/S	"
1897,"Evertop Wire Cable Co.	"
1894,"Topseed	"
1892,"Vast Technologies, Inc.	"
187f,"Siano Mobile Silicon	"
187c,"Alienware Corporation	"
1873,"Navilock	"
1871,"Aveo Technology Corp.	"
1870,"Nexio Co., Ltd	"
1862,"Teridian Semiconductor Corp.	"
1861,"Tech Technology Industrial Company	"
185b,"Compro	"
1856,""
1854,"Memory Devices Ltd.	"
1852,"GYROCOM C&C Co., LTD	"
184f,"K2L GmbH	"
1849,"ASRock Incorporation	"
1843,"Vaisala	"
183d,"VIVOphone	"
1832,"Huizhou Shenghua Industrial Co., Ltd.	"
1831,"Gwo Jinn Industries Co., Ltd.	"
1822,"Twinhan	"
1809,"Advantech	"
1802,""
17f6,"Unicomp, Inc.	"
17f5,"K.K. Rocky	"
17f4,"WaveSense	"
17ef,"Lenovo	"
17eb,"Cornice, Inc.	"
17e9,"DisplayLink	"
17d3,"Korea Techtron Co., Ltd.	"
17d0,"Sanford L.P.	"
17cf,"Hip Hing Cable & Plug Mfy. Ltd.	"
17cc,"Native Instruments	"
17c3,"Singim International Corp.	"
17ba,"SAURIS GmbH	"
17b5,"Lunatone	"
17b3,"Grey Innovation	"
17a8,"Kamstrup A/S	"
17a7,"MICOMSOFT CO., LTD.	"
17a5,"Advanced Connection Technology Inc.	"
17a4,"Concept2	"
17a0,"Samson Technologies Corp.	"
179d,"Ricavision International, Inc.	"
1799,"Thales Norway A/S	"
1797,"JALCO CO., LTD.	"
1796,"Printrex, Inc.	"
178e,"ASUSTek Computer, Inc. (wrong ID)	"
1788,"ShenZhen Litkconn Technology Co., Ltd.	"
1787,"ATI AIB	"
1784,"TopSeed Technology Corp.	"
1782,"Spreadtrum Communications Inc.	"
1781,"Multiple Vendors	"
177f,"Sweex	"
1778,""
1777,"Microscan Systems, Inc.	"
1776,"Arowana	"
1772,"System Level Solutions, Inc.	"
1770,"MSI	"
1768,""
1761,"ASUSTek Computer, Inc. (wrong ID)	"
1759,"LucidPort Technology, Inc.	"
1756,"ENENSYS Technologies	"
1753,"GERTEC Telecomunicacoes Ltda.	"
174f,"Syntek	"
174c,"ASMedia Technology Inc.	"
1748,"MQP Electronics	"
1747,""
1743,"General Atomics	"
1740,"Senao	"
173d,"QSENN	"
173a,"Roche	"
1737,"802.11g Adapter [Linksys WUSB54GC v3]	"
1736,"CANON IMAGING SYSTEM TECHNOLOGIES INC.	"
1733,"Cellink Technology Co., Ltd	"
172f,"Waltop International Corp.	"
1726,"Axesstel, Inc.	"
1725,"Vitesse Semiconductor	"
1724,"Meyer Instruments (MIS)	"
1711,"Leica Microsystems	"
170d,"Avnera	"
170b,"Swissonic	"
1707,"ARTIMI	"
1706,"BlueView Technologies, Inc.	"
1702,"FDI-MATELEC	"
16f5,"Futurelogic Inc.	"
16f0,"GN Hearing A/S	"
16df,"King Billion Electronics Co., Ltd.	"
16de,"Telemecanique	"
16dc,"Wiener, Plein & Baus	"
16d8,"CMOTECH Co., Ltd.	"
16d6,"JABLOCOM s.r.o.	"
16d5,"AnyDATA Corporation	"
16d3,"Frontline Test Equipment, Inc.	"
16d1,"Suprema Inc.	"
16d0,"MCS	"
16cc,"silex technology, Inc.	"
16ca,"Wireless Cables, Inc.	"
16c0,"Van Ooijen Technische Informatica	"
16bd,""
16b5,"Persentec, Inc.	"
16b4,"iStation	"
16ac,"Dongguan ChingLung Wire & Cable Co., Ltd.	"
16ab,"Global Sun Technology	"
16a6,"Unigraf	"
16a5,"Shenzhen Zhengerya Cable Co., Ltd.	"
1697,"VTec Test, Inc.	"
1696,"Hitachi Video and Information System, Inc.	"
1690,"Askey Computer Corp. [hex]	"
168c,"Atheros Communications	"
1689,"Razer USA, Ltd	"
1688,"Saab AB	"
1687,"Kingmax Digital Inc.	"
1686,"ZOOM Corporation	"
1685,"Delock	"
1684,"Godspeed Computer Corp.	"
1682,"Maxwise Production Enterprise Ltd.	"
1681,"Prevo Technologies, Inc.	"
1680,"Golden Bridge Electech Inc.	"
167b,"Pure Digital Technologies, Inc.	"
1679,"Total Phase	"
1677,"China Huada Integrated Circuit Design (Group) Co., Ltd. (CIDC Group)	"
166a,"Clipsal	"
1669,"PiKRON Ltd. [hex]	"
1668,"Actiontec Electronics, Inc. [hex]	"
1667,"GIGA-TMS INC.	"
1662,""
1660,"Creatix Polymedia GmbH	"
165c,"Kondo Kagaku	"
165b,"Frontier Design Group	"
1657,"Struck Innovative Systeme GmbH	"
164c,"Matrix Vision GmbH	"
164a,"ChipX	"
1649,"SofTec Microsystems	"
1645,"Entrega [hex]	"
1642,""
1633,"AIM GmbH	"
1631,"Good Way Technology	"
1630,"2Wire, Inc.	"
162f,"WiQuest Communications, Inc.	"
162a,"Airgo Networks Inc.	"
1628,"Stonestreet One, Inc.	"
1621,"Wionics Research	"
161c,"Digitech Systems	"
1619,"L & K Precision Technology Co., Ltd.	"
1617,"Sony Corp.	"
1614,"Amoi Electronics	"
160e,"INRO	"
160a,"VIA Technologies, Inc.	"
1609,""
1608,"Inside Out Networks [hex]	"
1606,"Umax	"
1605,"ACCES I/O Products, Inc.	"
1604,"Tascam	"
15f4,"HanfTek	"
15ec,"Belcarra Technologies Corp.	"
15e9,"Pacific Digital Corp.	"
15e8,"SohoWare	"
15e4,"Numark	"
15e1,"RSA	"
15e0,"Seong Ji Industrial Co., Ltd.	"
15dc,"Hynix Semiconductor Inc.	"
15d9,"Trust International B.V.	"
15d5,"Coulomb Electronics Ltd.	"
15ca,"Textech International Ltd.	"
15c9,"D-Box Technologies	"
15c8,"KTF Technologies	"
15c6,"Laboratoires MXM	"
15c5,"Pressure Profile Systems, Inc.	"
15c2,"SoundGraph Inc.	"
15c0,"XL Imaging	"
15ba,"Olimex Ltd.	"
15ad,"VMware Inc.	"
15aa,"Gearway Electronics (Dong Guan) Co., Ltd.	"
15a9,"Gemtek	"
15a8,"Teams Power Limited	"
15a4,"Afatech Technologies, Inc.	"
15a2,"Freescale Semiconductor, Inc.	"
1598,"Kunshan Guoji Electronics Co., Ltd.	"
158e,"JDS Uniphase Corporation (JDSU)	"
158d,"Oakley Inc.	"
1587,"SMA Technologie AG	"
1582,"Fiberline	"
157e,"TRENDnet	"
157b,"Ketron SRL	"
1570,"ALLTOP TECHNOLOGY CO., LTD.	"
156f,"Quantum Corporation	"
1568,"Sunf Pu Technology Co., Ltd	"
1557,"OQO	"
1554,"Prolink Microsystems Corp.	"
154f,"SNBC CO., Ltd	"
154e,"D&M Holdings, Inc. (Denon/Marantz)	"
154d,"ConnectCounty Holdings Berhad	"
154b,"PNY	"
154a,"Celectronic GmbH	"
1547,"SG Intec Ltd & Co KG	"
1546,"U-Blox AG	"
153b,"TerraTec Electronic GmbH	"
1532,"Razer USA, Ltd	"
152e,"LG (HLDS)	"
152d,"JMicron Technology Corp. / JMicron USA Technology Corp.	"
152b,"MIR Srl	"
152a,"Thesycon Systemsoftware & Consulting GmbH	"
1529,"UBIQUAM Co., Ltd.	"
1527,"Silicon Portals	"
1524,"ENE Technology Inc	"
1520,"Bitwire Corp.	"
151f,"Opal Kelly Incorporated	"
1519,"Comneon	"
1518,"Cheshire Engineering Corp.	"
1516,"CompUSA	"
1514,"Actel	"
1513,"medMobile	"
1509,"First International Computer, Inc.	"
1508,"Fibocom	"
1504,"Bixolon CO LTD	"
1501,"Pine-Tum Enterprise Co., Ltd.	"
1500,"Ellisys	"
14f7,"TechniSat Digital GmbH	"
14ed,"Shure Inc.	"
14ea,"Planex Communications	"
14e5,"SAIN Information & Communications Co., Ltd.	"
14e4,""
14e1,"Dialogue Technology Corp.	"
14e0,"WiNRADiO Communications	"
14dd,"Raritan Computer, Inc.	"
14d8,"JAMER INDUSTRIES CO., LTD.	"
14cd,"Super Top	"
14c8,"Zytronic	"
14c2,"Gemlight Computer, Ltd	"
14c0,"Rockwell Automation, Inc.	"
14b7,""
14b2,"Ralink Technology, Corp.	"
14b0,"StarTech.com Ltd.	"
14af,"ATP Electronics Inc.	"
14ae,"Printronix Inc.	"
14ad,"CTK Corporation	"
14aa,"WideView Technology Inc.	"
149a,"Imagination Technologies	"
1498,"Microtek International Inc.	"
1497,"Panstrong Company Ltd.	"
1493,"Suunto	"
1491,"Futronic Technology Co. Ltd.	"
148f,"Ralink Technology, Corp.	"
148e,"EVATRONIX SA	"
1487,"DSP Group, Ltd.	"
1485,"Silicom	"
1484,"Elsa AG [hex]	"
1482,"Vaillant	"
147f,"Hama GmbH & Co., KG	"
147e,"Upek	"
147a,"Formosa Industrial Computing, Inc.	"
1472,"Huawei-3Com	"
146b,"BigBen Interactive	"
1462,"Micro Star International	"
1461,"Staccato Communications	"
1460,"Tatung Co.	"
145f,"Trust	"
1457,"First International Computer, Inc.	"
1456,"Extending Wire & Cable Co., Ltd.	"
1453,"Radio Shack	"
1452,"Dai Nippon Printing, Inc	"
1451,"Force Dimension	"
1446,"X.J.GROUP	"
1443,"Digilent	"
143c,"Altek Corporation	"
1436,"Denali Software, Inc.	"
1435,"Wistron NeWeb	"
1431,"Pertech Resources, Inc.	"
1430,"RedOctane	"
142b,"Arbiter Systems, Inc.	"
142a,"Thales E-Transactions	"
1429,"Vega Technologies Industrial (Austria) Co.	"
1424,"Posnet Polska S.A.	"
1421,"Sensor Technology	"
1419,"ABILITY ENTERPRISE CO., LTD.	"
1415,"Nam Tai E&E Products Ltd. or OmniVision Technologies, Inc.	"
1410,"Novatel Wireless	"
140e,"Telechips, Inc.	"
1409,"IDS Imaging Development Systems GmbH	"
1404,"Fundamental Software, Inc.	"
1403,"Sitronix	"
1402,"Bowe Bell & Howell	"
1400,"Axxion Group Corp.	"
13fe,"Phison Electronics Corp.	"
13fd,"Initio Corporation	"
13ee,"MosArt	"
13ec,"Zydacron	"
13ea,"Hengstler	"
13e6,"TechnoScope Co., Ltd.	"
13e5,"Rane	"
13e1,"Kaibo Wire & Cable (Shenzhen) Co., Ltd.	"
13dd,"i.Tech Dynamic Limited	"
13dc,"ALEREON, INC.	"
13d7,"Guidance Software, Inc.	"
13d3,"IMC Networks	"
13d2,"Shark Multimedia	"
13d1,"A-Max Technology Macao Commercial Offshore Co. Ltd.	"
13d0,"Techsan Electronics Co., Ltd.	"
13cf,"Wisair Ltd.	"
13ca,"JyeTai Precision Industrial Co., Ltd.	"
13be,"Ricoh Printing Systems, Ltd.	"
13ba,"PCPlay	"
13b3,"Nippon Dics Co., Ltd.	"
13b2,"Alesis	"
13b1,"Linksys	"
13b0,"PerkinElmer Optoelectronics	"
13ad,"Baltech	"
1398,"Q-tec	"
1397,"BEHRINGER International GmbH	"
1395,"DSEA A/S	"
1391,"IdealTEK, Inc.	"
1390,"TOMTOM B.V.	"
138e,"Jungo LTD	"
138a,"Validity Sensors, Inc.	"
1385,"Netgear, Inc	"
137c,"YASKAWA ELECTRIC CORP.	"
137b,"SCAPS GmbH	"
1377,"Sennheiser electronic GmbH & Co. KG	"
1376,"Vimtron Electronics Co., Ltd.	"
1371,"CNet Technology Inc.	"
1370,"Swissbit	"
136e,"Andor Technology Ltd.	"
136b,"STEC	"
1366,"SEGGER	"
135f,"Control Development Inc.	"
135e,"Insta GmbH	"
1357,"P&E Microcomputer Systems	"
1354,""
134e,"Digby's Bitpile, Inc. DBA D Bit	"
134c,"PanJit International Inc.	"
1348,"Katsuragawa Electric Co., Ltd.	"
1347,"Moravian Instruments	"
1345,"Sino Lite Technology Corp.	"
1343,"Citizen Systems	"
1342,"Mobility	"
133e,"Kemper Digital GmbH	"
132b,"Konica Minolta	"
132a,"Envara Inc.	"
1325,"ams AG	"
131d,"Natural Point	"
1313,"ThorLabs	"
1312,"ICS Electronics	"
1310,"Roper	"
1308,"Shuttle, Inc.	"
1307,"Transcend Information, Inc.	"
1306,"FM20 Barcode Scanner	"
12ff,"Fascinating Electronics, Inc.	"
12fd,"AIN Comm. Technology Co., Ltd	"
12f7,"Memorex Products, Inc.	"
12f5,"Dynamic System Electronics Corp.	"
12f2,"ViewPlus Technologies, Inc.	"
12ef,"Tapwave, Inc.	"
12e6,"Waldorf Music GmbH	"
12d8,"Araneus Information Systems Oy	"
12d7,"BETTER WIRE FACTORY CO., LTD.	"
12d6,"EMS Dr. Thomas Wuensche	"
12d3,"LINAK	"
12d2,"LINE TECH INDUSTRIAL CO., LTD.	"
12d1,"Huawei Technologies Co., Ltd.	"
12cf,"DEXIN	"
12c9,""
12c4,"Autocue Group Ltd	"
12bd,"Gembird	"
12ba,"Licensed by Sony Computer Entertainment America	"
12b9,"E28	"
12b8,"Zhejiang Xinya Electronic Technology Co., Ltd.	"
12ab,"Honey Bee Electronic International Ltd.	"
12a7,"Trendchip Technologies Corp.	"
129b,"CyberTAN Technology	"
1297,"DekTec	"
1294,"RISO KAGAKU CORP.	"
1293,"Belkin Components [hex]	"
1292,"Innomedia	"
1291,"Qualcomm Flarion Technologies, Inc. / Leadtek Research, Inc.	"
1286,"Marvell Semiconductor, Inc.	"
1283,"zebris Medical GmbH	"
1278,"Starlight Xpress	"
1275,"Xaxero Marine Software Engineering, Ltd.	"
1274,"Ensoniq	"
126f,"TwinMOS	"
126e,"Strobe Data, Inc.	"
126d,"Bel Stewart	"
126c,"Aristocrat Technologies	"
1267,"Logic3 / SpectraVideo plc	"
1266,"Pirelli Broadband Solutions	"
1264,"Covidien Energy-based Devices	"
1260,"Standard Microsystems Corp.	"
125f,"A-DATA Technology Co., Ltd.	"
125d,"JMicron	"
125c,"Apogee Inc.	"
124c,"MXI - Memory Experts International, Inc.	"
124b,"Nyko (Honey Bee)	"
124a,"AirVast	"
1243,"Holtek Semiconductor, Inc.	"
1241,"Belkin	"
1235,"Focusrite-Novation	"
1234,"Brain Actuated Technologies	"
1233,"Denver Electronics	"
1230,"Chipidea-Microelectronica, S.A.	"
1228,"Datapaq Limited	"
1223,"SKYCABLE ENTERPRISE. CO., LTD.	"
1222,"TiPro	"
1221,"Unknown manufacturer	"
1220,"TC Electronic	"
121f,"Panini S.p.A.	"
121e,"Jungsoft Co., Ltd	"
1210,"DigiTech	"
120f,"Magellan	"
120e,"Hudson Soft Co., Ltd	"
1209,"Generic	"
1203,"TSC Auto ID Technology Co., Ltd	"
11f7,"Alcatel (?)	"
11f6,"Prolific	"
11f5,"Siemens AG	"
11e6,"K.I. Technology Co. Ltd.	"
11db,"Topfield Co., Ltd.	"
11ca,"VeriFone Inc	"
11c9,"Nacon	"
11c5,"Inmax	"
11c0,"Betop	"
11be,"R&D International NV	"
11b0,"ATECH FLASH TECHNOLOGY	"
11ac,"Nike	"
11ab,"Exito Electronics Co., Ltd	"
11aa,"GlobalMedia Group, LLC	"
11a3,"Technovas Co., Ltd	"
11a0,"Chipcon AS	"
119b,"ruwido austria GmbH	"
119a,"ZHAN QI Technology Co., Ltd	"
1199,"Sierra Wireless, Inc.	"
1198,"StarShine Technology Corp.	"
1197,"Technoimagia Co., Ltd	"
1196,"Yankee Robotics, LLC	"
1191,"Loyalty Founder Enterprise Co., Ltd	"
1190,"Tripace	"
118f,"You Yang Technology Co., Ltd	"
1189,"Acer Communications & Multimedia	"
1188,"Bloomberg L.P.	"
1184,"Kyocera Elco Corp.	"
1183,"Compaq Computer Corp. [hex] (Digital Dream ??)	"
1182,"Venture Corp., Ltd	"
1180,""
117e,"JNC, Inc.	"
117d,"Santa Electronic, Inc.	"
1175,"Shengyih Steel Mold Co., Ltd	"
116f,"Silicon 10 Technology Corp.	"
116e,"Gigastorage Corp.	"
1168,"BizConn International Corp.	"
1167,"Salient Systems Corp.	"
1166,"Bantam Interactive Technologies	"
1165,"Telson Electronics Co., Ltd	"
1164,"YUAN High-Tech Development Co., Ltd	"
1163,"DeLorme Publishing, Inc.	"
1162,"Secugen Corp.	"
115b,"Salix Technology Co., Ltd.	"
114f,"Wavecom	"
114d,"Alpha Imaging Technology Corp.	"
114c,"Tinius Olsen Testing Machine Co., Inc.	"
114b,"Sphairon Access Systems GmbH	"
1147,"Ever Great Electric Wire and Cable Co., Ltd	"
1146,"Shimane SANYO Electric Co., Ltd.	"
1145,"Japan Radio Company	"
1142,"CyberScan Technologies, Inc.	"
1141,"V One Multimedia, Pte., Ltd	"
113f,"Integrated Biometrics, LLC	"
113d,"Mapower Electronics Co., Ltd	"
113c,"Arin Tech Co., Ltd	"
1136,"CTS Electronincs	"
1132,"Toshiba Corp., Digital Media Equipment [hex]	"
1131,"Integrated System Solution Corp.	"
1130,"Tenx Technology, Inc.	"
112f,"Cellon International, Inc.	"
112e,"Master Hill Electric Wire and Cable Co., Ltd	"
112a,"RedRat	"
111e,"VSO Electric Co., Ltd	"
1113,"Medion AG	"
1112,"YM ELECTRIC CO., Ltd	"
1111,"Pandora International Ltd.	"
1110,"Analog Devices Canada, Ltd (Allied Telesyn)	"
110a,"Moxa Technologies Co., Ltd.	"
1108,"Brightcom Technologies, Ltd	"
1106,""
1105,""
1101,"EasyPass Industrial Co., Ltd	"
1100,"VirTouch, Ltd	"
10fe,"Thrane & Thrane	"
10fd,"Anubis Electronics, Ltd	"
10fb,"Pictos Technologies, Inc.	"
10f8,"Cesys GmbH	"
10f5,"Turtle Beach	"
10f1,"Importek	"
10f0,"Nexio Co., Ltd	"
10ec,"Vast Technologies, Inc.	"
10e2,"Nada Electronics, Ltd	"
10e1,"CablePlus, Ltd	"
10e0,"Post-Op Video, Inc.	"
10df,"In-Win Development, Inc.	"
10de,"Authenex, Inc.	"
10d6,"Actions Semiconductor Co., Ltd	"
10d5,"Uni Class Technology Co., Ltd	"
10d4,"Man Boon Manufactory, Ltd	"
10d2,"RayComposer - R. Adams	"
10d1,"Hottinger Baldwin Measurement	"
10cf,"Velleman Components, Inc.	"
10ce,"Silicon Labs	"
10cd,"Kycon, Inc.	"
10cc,"GBM Connector Co., Ltd	"
10cb,"Eratech	"
10c6,"Intec, Inc.	"
10c5,"Sanei Electric, Inc.	"
10c4,"Silicon Labs	"
10c3,"Universal Laser Systems, Inc.	"
10bf,"SmartHome	"
10bd,"TMT Technology, Inc.	"
10bc,"Dinging Technology Co., Ltd	"
10bb,"TM Technology, Inc.	"
10b8,"DiBcom	"
10b5,"Comodo (PLX?)	"
10af,"Liebert Corp.	"
10ae,"Princeton Technology Corp.	"
10ac,"Honeywell, Inc.	"
10ab,"USI Co., Ltd	"
10aa,"Cables To Go	"
10a9,"SK Teletech Co., Ltd	"
10a4,""
10a3,"Mitsubishi Materials Corp.	"
10a0,"Hirotech, Inc.	"
109f,"eSOL Co., Ltd	"
109b,"Hisense	"
109a,"DATASOFT Systems GmbH	"
1099,"Surface Optics Corp.	"
1091,"Numerik Jena	"
108e,"Lotes Co., Ltd.	"
108c,"Robert Bosch GmbH	"
108b,"Grand-tek Technology Co., Ltd	"
108a,"Chloride Power Protection	"
1084,"Pantech Co., Ltd	"
1083,"Canon Electronics, Inc.	"
1082,"Shin-Etsukaken Co., Ltd	"
107f,"KidzMouse, Inc.	"
107e,"Midoriya Electric Co., Ltd	"
107d,"Arlec Australia, Ltd	"
107b,"Gateway, Inc.	"
1076,"GCT Semiconductor, Inc.	"
106f,"Money Controls	"
106e,"ConectL	"
106d,"San Chieh Manufacturing, Ltd	"
106c,"Curitel Communications, Inc.	"
106a,"Loyal Legend, Ltd	"
1068,"Micropi Elettronica	"
1065,"CCYU Technology	"
1063,"Motorola Electronics Taiwan, Ltd [hex]	"
1060,"Easthome Industrial Co., Ltd	"
105f,"Chin Shong Enterprise Co., Ltd	"
105e,"Valence Semiconductor Design, Ltd	"
105d,"Delkin Devices, Inc.	"
105c,"Hong Ji Electric Wire & Cable (Dongguan) Co., Ltd	"
105b,"Foxconn International, Inc.	"
1059,"Giesecke & Devrient GmbH	"
1058,"Western Digital Technologies, Inc.	"
1057,"ON Semiconductor	"
1056,"Hsin Chen Ent Co., Ltd	"
1055,"Complex Micro Interconnection Co., Ltd	"
1054,"BMS International Beheer N.V.	"
1053,"Immanuel Electronics Co., Ltd	"
1050,"Yubico.com	"
104f,"WB Electronics	"
104d,"Newport Corporation	"
104c,"AMCO TEC International, Inc.	"
104b,"Mylex / Buslogic	"
1048,"Targus Group International	"
1046,"Winbond Electronics Corp. [hex]	"
1044,"Chu Yuen Enterprise Co., Ltd	"
1043,"iCreate Technologies Corp.	"
103e,""
103d,"Stanton	"
103a,"PSA	"
1039,"devolo AG	"
1038,"SteelSeries ApS	"
1033,"Nucam Corp.	"
1032,"C-One Technology Corp.	"
1031,"Comax Technology, Inc.	"
102d,"Winic Corp.	"
102c,"Etoms Electronics Corp.	"
102b,"Infotronic America, Inc.	"
102a,"Ramos Technology Co., Ltd	"
1029,"Atlantic Coast Telesys	"
1028,"Inovys Corp.	"
1027,"Time Domain	"
1026,"Newly Corp.	"
1025,"Hyper-Paltek	"
1022,"Shinko Shoji Co., Ltd	"
1021,""
1020,"Labtec	"
1019,"Elitegroup Computer Systems (ECS)	"
1017,"Speedy Industrial Supplies, Pte., Ltd	"
1016,"Xiamen Hung's Enterprise Co., Ltd	"
1015,"Softronics Pty., Ltd	"
1014,"Densitron Technologies PLC	"
1013,"TST-Touchless Sensor Technology AG	"
1012,"SDKM Fibres, Wires & Cables Berhad	"
1011,"Mobile Media Tech.	"
1010,"Fukuda Denshi Co., Ltd	"
100d,"Netopia, Inc.	"
100b,"Chou Chin Industrial Co., Ltd	"
100a,"AV Chaseway, Ltd	"
1009,"Emuzed, Inc.	"
1006,"iRiver, Ltd.	"
1005,"Apacer Technology, Inc.	"
1004,"LG Electronics, Inc.	"
1003,"Sigma Corp.	"
1001,"Ritronics Components (S) Pte., Ltd	"
1000,"Speed Tech Corp.	"
0fff,"Aopen, Inc.	"
0ffd,"EarlySense	"
0ffc,"Clavia DMI AB	"
0ff7,"CHI SHING Computer Accessories Co., Ltd	"
0ff6,"Core Valley Co., Ltd	"
0fef,"MJ Research, Inc.	"
0fee,"Xsido Corp.	"
0fed,"Access Co., Ltd	"
0fec,"UMC Electronics Co., Ltd	"
0feb,"CRS Electronic Co., Ltd	"
0fea,"United Computer Accessories	"
0fe9,"DVICO	"
0fe6,"ICS Advent	"
0fe5,"Greenconn (U.S.A.), Inc.	"
0fe4,"IN-Tech Electronics, Ltd	"
0fe2,"Air Techniques	"
0fe0,"Osterhout Design Group	"
0fde,"Oregon Scientific	"
0fdc,"Micro Plus	"
0fda,"Quantec Networks GmbH	"
0fd9,"Elgato Systems GmbH	"
0fd5,"Direct Access Technology, Inc.	"
0fd4,"Tenovis GmbH & Co., KG	"
0fd2,"Seac Banche	"
0fd1,"Giant Electronics Ltd.	"
0fd0,"Tulip Computers B.V.	"
0fcf,"Dynastream Innovations, Inc.	"
0fce,"Sony Ericsson Mobile Communications AB	"
0fca,"Research In Motion, Ltd.	"
