_time, src_ip, event_description
2018-07-24T10:38:01.937412+0200, 172.18.29.84, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.103, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.224, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.30.87, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.30.211, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.207, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.29.107, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.213, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.116, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.139, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.199, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.218, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.29.231, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.29.245, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.111, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.3, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.59, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.155, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.197, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.207, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.30.246, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.29.85, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.100, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.29.27, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.245, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.93, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.30.136, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.27, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.30.157, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.29.147, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.29.233, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.103, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.168, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.17.8.9, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.30.81, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.12, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.30.112, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.175, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.89, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.107, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.30.249, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.29.218, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.29.52, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.29, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.23, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.32, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.213, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.78, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.155, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.169, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.193, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.121, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.204, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.17.8.5, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.30.179, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.30.147, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.30.248, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.81, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.151, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.17.8.2, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.29.241, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.30.21, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.29.183, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.29.19, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.30.249, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.29.203, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.173, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.29.133, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.224, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.193, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.119, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.203, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.29.2, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.212, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.242, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.179, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.29.31, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.28, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.29.11, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.113, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.72, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.179, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.58, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.165, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.96, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.74, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.14, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.29.89, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.5, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.55, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.212, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.79, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.30.67, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.30.185, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.30.188, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.231, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.48, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.127, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.29.1, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.235, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.214, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.11, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.197, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.117, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.30.224, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.29.84, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.30.106, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.54, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.84, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.174, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.163, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.85, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.30.152, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.19, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.100, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.208, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.30.173, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.184, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.157, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.18, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.30.6, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.218, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.30.169, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.129, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.30.133, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.217, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.117, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.29, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.29.168, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.30.233, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.142, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.29.215, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.43, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.30.65, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.32, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.30.139, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.30.137, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.29.219, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.159, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.29.229, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.174, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.202, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.30.175, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.52, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.30.13, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.29.114, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.38, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.30.209, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.106, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.30.140, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.69, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.30.223, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.150, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.244, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.172, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.238, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.29.156, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.123, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.58, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.51, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.17.8.6, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.30.193, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.253, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.64, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.29.28, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.57, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.113, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.84, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.25, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.70, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.162, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.196, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.29.115, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.30.224, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.29.58, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.115, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.30.191, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.178, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.30.184, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.16, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.73, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.179, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.92, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.44, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.58, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.29.7, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.29.96, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.37, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.29.16, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.29.120, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.150, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.29.213, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.30.148, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.13, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.29.211, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.17.8.7, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.90, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.121, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.30.92, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.109, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.17.8.10, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.175, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.237, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.79, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.24, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.30.189, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.23, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.143, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.30.17, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.97, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.30.190, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.30.232, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.29.143, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.36, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.30.91, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.29.152, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.67, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.153, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.222, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.41, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.29.195, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.29.30, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.30.243, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.163, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.51, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.30.121, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.129, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.7, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.196, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.31, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.104, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.30.179, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.236, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.30.24, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.29.124, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.155, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.151, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.153, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.79, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.218, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.166, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.146, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.30.112, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.92, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.115, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.67, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.104, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.230, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.114, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.197, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.29.201, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.185, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.84, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.17, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.127, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.51, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.240, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.30.162, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.30.147, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.29.138, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.119, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.32, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.42, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.17.8.3, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.226, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.151, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.38, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.41, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.29.215, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.253, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.29.162, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.29.189, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.10, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.194, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.232, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.29.198, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.82, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.29.131, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.87, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.17.8.8, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.30.182, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.30.244, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.30.176, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.227, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.34, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.30.145, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.199, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.30.175, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.17.8.6, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.84, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.26, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.236, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.30.92, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.29.9, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.29.174, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.66, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.249, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.11, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.222, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.27, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.239, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.224, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.181, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.131, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.17.8.10, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.29.113, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.30.239, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.182, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.108, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.180, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.29.242, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.27, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.29.137, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.228, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.233, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.44, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.30.144, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.29.111, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.29.156, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.48, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.29.237, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.154, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.30.60, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.29.19, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.29.97, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.245, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.124, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.30.29, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.30, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.30.170, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.21, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.204, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.36, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.27, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.30.127, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.29.182, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.212, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.217, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.170, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.29.34, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.135, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.136, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.29.56, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.59, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.25, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.128, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.239, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.30.40, "Scan was cancelled."
