model,object_name,parentName,owner,dataset,field_name,display_name,type,required,recommended,extracted_type,calculation_type,expression,base_search,constraints,prescribed_values,description
Compute_Inventory,Network,All_Inventory,All_Inventory.Network,All_Inventory.Network,lb_method,lb_method,string,False,False,extracted,,,,tag=network,,"The load balancing method used by the computing resource such as method, round robin, or least weight."
Compute_Inventory,Network,All_Inventory,All_Inventory.Network,All_Inventory.Network,node,node,string,False,False,extracted,,,,tag=network,,Represents a node hit.
Compute_Inventory,Network,All_Inventory,All_Inventory.Network,All_Inventory.Network,inline_nat,inline_nat,string,False,False,extracted,,,,tag=network,,Identifies whether the resource is a network address translation pool.
Compute_Inventory,Network,All_Inventory,All_Inventory.Network,All_Inventory.Network,vip_port,vip_port,number,False,False,extracted,,,,tag=network,,The port number for the virtual IP address (VIP). A VIP allows multiple MACs to use one IP address. VIPs are often used by load balancers.
Compute_Inventory,Network,All_Inventory,All_Inventory.Network,All_Inventory.Network,node_port,node_port,number,False,False,extracted,,,,tag=network,,The number of the destination port on the server that you requested from.
Compute_Inventory,Network,All_Inventory,All_Inventory.Network,All_Inventory.Network,name,name,string,False,True,extracted,,,,tag=network,,A name field provided in some data sources.
Compute_Inventory,Storage,All_Inventory,All_Inventory.Storage,All_Inventory.Storage,array,array,string,False,False,extracted,,,,tag=storage,,"The array that the storage resource is a member of, if applicable."
Compute_Inventory,Storage,All_Inventory,All_Inventory.Storage,All_Inventory.Storage,blocksize,blocksize,number,False,False,extracted,,,,tag=storage,,"The block size used by the storage resource, in kilobytes."
Compute_Inventory,Storage,All_Inventory,All_Inventory.Storage,All_Inventory.Storage,cluster,cluster,string,False,False,extracted,,,,tag=storage,,"The index cluster that the resource is a member of, if applicable."
Compute_Inventory,Storage,All_Inventory,All_Inventory.Storage,All_Inventory.Storage,fd_max,fd_max,number,False,False,extracted,,,,tag=storage,,The maximum number of file descriptors available.
Compute_Inventory,Storage,All_Inventory,All_Inventory.Storage,All_Inventory.Storage,latency,latency,number,False,False,extracted,,,,tag=storage,,"The latency reported by the resource, in milliseconds."
Compute_Inventory,Storage,All_Inventory,All_Inventory.Storage,All_Inventory.Storage,mount,mount,string,False,True,extracted,,,,tag=storage,,The path at which a storage resource is mounted.
Compute_Inventory,Storage,All_Inventory,All_Inventory.Storage,All_Inventory.Storage,parent,parent,string,False,False,extracted,,,,tag=storage,,"A higher level object that this resource is owned by, if applicable."
Compute_Inventory,Storage,All_Inventory,All_Inventory.Storage,All_Inventory.Storage,read_blocks,read_blocks,number,False,False,extracted,,,,tag=storage,,The maximum possible number of blocks read per second during a polling period.
Compute_Inventory,Storage,All_Inventory,All_Inventory.Storage,All_Inventory.Storage,read_latency,read_latency,number,False,False,extracted,,,,tag=storage,,"For a polling period, the average amount of time elapsed until a read request is filled by the host disks (in ms)."
Compute_Inventory,Storage,All_Inventory,All_Inventory.Storage,All_Inventory.Storage,read_ops,read_ops,number,False,False,extracted,,,,tag=storage,,The total number of read operations in the polling period.
Compute_Inventory,Storage,All_Inventory,All_Inventory.Storage,All_Inventory.Storage,storage,storage,number,False,True,extracted,,,,tag=storage,,"The amount of storage capacity allocated to the resource, in megabytes."
Compute_Inventory,Storage,All_Inventory,All_Inventory.Storage,All_Inventory.Storage,write_blocks,write_blocks,number,False,False,extracted,,,,tag=storage,,The maximum possible number of blocks written per second during a polling period.
Compute_Inventory,Storage,All_Inventory,All_Inventory.Storage,All_Inventory.Storage,write_latency,write_latency,number,False,False,extracted,,,,tag=storage,,"For a polling period, the average amount of time elapsed until a write request is filled by the host disks (in ms)."
Compute_Inventory,Storage,All_Inventory,All_Inventory.Storage,All_Inventory.Storage,write_ops,write_ops,number,False,False,extracted,,,,tag=storage,,The total number of write operations in the polling period.
Compute_Inventory,OS,All_Inventory,All_Inventory.OS,All_Inventory.OS,os,os,string,False,True,calculated,Eval,"if(isnotnull(os) AND os!="""",replace(replace(os,""(?:\(R\)|\\\\xA8)"",""""),""^(?:MS)?\s*Windows"",""Microsoft Windows""),""unknown"")",,tag=system tag=version,,"The operating system of the resource, such as Microsoft Windows Server 2008r2. This field is constructed from vendor_product and version fields."
Compute_Inventory,User,All_Inventory,All_Inventory.User,All_Inventory.User,shell,shell,string,False,False,extracted,,,,tag=user,,Indicates the shell program used by a locally defined account.
Compute_Inventory,User,All_Inventory,All_Inventory.User,All_Inventory.User,user_bunit,user_bunit,string,False,False,extracted,,,,tag=user,,The business unit of the locally-defined user account. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.
Compute_Inventory,User,All_Inventory,All_Inventory.User,All_Inventory.User,user_category,user_category,string,False,False,extracted,,,,tag=user,,"The category of the system where the data originated, such as email_server or SOX-compliant. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons."
Compute_Inventory,User,All_Inventory,All_Inventory.User,All_Inventory.User,user_id,user_id,number,False,False,extracted,,,,tag=user,,The user identification for a locally defined account.
Compute_Inventory,User,All_Inventory,All_Inventory.User,All_Inventory.User,user_priority,user_priority,string,False,False,extracted,,,,tag=user,,The priority of a locally-defined account.
Compute_Inventory,User,All_Inventory,All_Inventory.User,All_Inventory.User,interactive,interactive,boolean,False,True,calculated,Eval,"case(isnotnull(interactive) AND interactive!="""",interactive,tag=""interactive"",""true"",1=1,""false"")",,tag=user,,Indicates whether a locally defined account on a resource can be interactively logged in.
Compute_Inventory,User,All_Inventory,All_Inventory.User,All_Inventory.User,password,password,string,False,True,calculated,Eval,"if((password==""*"" OR password==""x"" OR password==""""),null(),password)",,tag=user,,"Displays the stored password(s) for a locally defined account, if it has any. For instance, an add-on may report the password column from /etc/passwd in this field."
Compute_Inventory,User,All_Inventory,All_Inventory.User,All_Inventory.User,user,user,string,False,True,calculated,Eval,"if(isnull(user) OR user="""",""unknown"",user)",,tag=user,,The full name of a locally defined account.
Compute_Inventory,Virtual_OS,All_Inventory,All_Inventory.Virtual_OS,All_Inventory.Virtual_OS,hypervisor,hypervisor,string,False,True,extracted,,,,tag=virtual,,The hypervisor parent of a virtual guest OS.
Compute_Inventory,Snapshot,Virtual_OS,Virtual_OS.Snapshot,Virtual_OS.Snapshot,size,size,number,False,True,extracted,,,,tag=snapshot,,"The snapshot file size, in megabytes."
Compute_Inventory,Snapshot,Virtual_OS,Virtual_OS.Snapshot,Virtual_OS.Snapshot,snapshot,snapshot,string,False,True,extracted,,,,tag=snapshot,,The name of a snapshot file.
Compute_Inventory,Snapshot,Virtual_OS,Virtual_OS.Snapshot,Virtual_OS.Snapshot,time,time,timestamp,False,False,extracted,,,,tag=snapshot,,The time at which the snapshot was taken.
DLP,DLP_Incidents,BaseEvent,BaseEvent.DLP_Incidents,DLP_Incidents,app,app,string,False,False,extracted,,,,(`cim_DLP_indexes`) tag=dlp tag=incident,,The application involved in the event.
DLP,DLP_Incidents,BaseEvent,BaseEvent.DLP_Incidents,DLP_Incidents,dest_bunit,dest_bunit,string,False,False,extracted,,,,(`cim_DLP_indexes`) tag=dlp tag=incident,,The business unit of the DLP target. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.
DLP,DLP_Incidents,BaseEvent,BaseEvent.DLP_Incidents,DLP_Incidents,dest_category,dest_category,string,False,False,extracted,,,,(`cim_DLP_indexes`) tag=dlp tag=incident,,The category of the DLP target. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.
DLP,DLP_Incidents,BaseEvent,BaseEvent.DLP_Incidents,DLP_Incidents,dest_priority,dest_priority,string,False,False,extracted,,,,(`cim_DLP_indexes`) tag=dlp tag=incident,,The priority of the DLP target. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.
DLP,DLP_Incidents,BaseEvent,BaseEvent.DLP_Incidents,DLP_Incidents,dest_zone,dest_zone,string,False,False,extracted,,,,(`cim_DLP_indexes`) tag=dlp tag=incident,,The zone of the DLP target.
DLP,DLP_Incidents,BaseEvent,BaseEvent.DLP_Incidents,DLP_Incidents,dvc_bunit,dvc_bunit,string,False,False,extracted,,,,(`cim_DLP_indexes`) tag=dlp tag=incident,,The business unit of the DLP device. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.
DLP,DLP_Incidents,BaseEvent,BaseEvent.DLP_Incidents,DLP_Incidents,dvc_category,dvc_category,string,False,False,extracted,,,,(`cim_DLP_indexes`) tag=dlp tag=incident,,The category of the DLP device. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.
DLP,DLP_Incidents,BaseEvent,BaseEvent.DLP_Incidents,DLP_Incidents,dvc_priority,dvc_priority,string,False,False,extracted,,,,(`cim_DLP_indexes`) tag=dlp tag=incident,,The priority of the DLP device. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.
DLP,DLP_Incidents,BaseEvent,BaseEvent.DLP_Incidents,DLP_Incidents,dvc_zone,dvc_zone,string,False,False,extracted,,,,(`cim_DLP_indexes`) tag=dlp tag=incident,,The zone of the DLP device.
DLP,DLP_Incidents,BaseEvent,BaseEvent.DLP_Incidents,DLP_Incidents,severity_id,severity_id,string,False,False,extracted,,,,(`cim_DLP_indexes`) tag=dlp tag=incident,,The numeric or vendor specific severity indicator corresponding to the event severity.
DLP,DLP_Incidents,BaseEvent,BaseEvent.DLP_Incidents,DLP_Incidents,signature_id,signature_id,string,False,False,extracted,,,,(`cim_DLP_indexes`) tag=dlp tag=incident,,The unique identifier or event code of the event signature.
DLP,DLP_Incidents,BaseEvent,BaseEvent.DLP_Incidents,DLP_Incidents,src_bunit,src_bunit,string,False,False,extracted,,,,(`cim_DLP_indexes`) tag=dlp tag=incident,,The business unit of the DLP source. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.
DLP,DLP_Incidents,BaseEvent,BaseEvent.DLP_Incidents,DLP_Incidents,src_category,src_category,string,False,False,extracted,,,,(`cim_DLP_indexes`) tag=dlp tag=incident,,The category of the DLP source. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.
DLP,DLP_Incidents,BaseEvent,BaseEvent.DLP_Incidents,DLP_Incidents,src_priority,src_priority,string,False,False,extracted,,,,(`cim_DLP_indexes`) tag=dlp tag=incident,,The priority of the DLP source. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.
DLP,DLP_Incidents,BaseEvent,BaseEvent.DLP_Incidents,DLP_Incidents,src_zone,src_zone,string,False,False,extracted,,,,(`cim_DLP_indexes`) tag=dlp tag=incident,,The zone of the DLP source.
DLP,DLP_Incidents,BaseEvent,BaseEvent.DLP_Incidents,DLP_Incidents,src_user_bunit,src_user_bunit,string,False,False,extracted,,,,(`cim_DLP_indexes`) tag=dlp tag=incident,,The business unit of the DLP source user. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.
DLP,DLP_Incidents,BaseEvent,BaseEvent.DLP_Incidents,DLP_Incidents,src_user_category,src_user_category,string,False,False,extracted,,,,(`cim_DLP_indexes`) tag=dlp tag=incident,,The category of the DLP source user. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.
DLP,DLP_Incidents,BaseEvent,BaseEvent.DLP_Incidents,DLP_Incidents,src_user_priority,src_user_priority,string,False,False,extracted,,,,(`cim_DLP_indexes`) tag=dlp tag=incident,,The priority of the DLP source user. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.
DLP,DLP_Incidents,BaseEvent,BaseEvent.DLP_Incidents,DLP_Incidents,tag,tag,string,False,False,extracted,,,,(`cim_DLP_indexes`) tag=dlp tag=incident,,This automatically generated field is used to access tags from within data models. Add-on builders do not need to populate it.
DLP,DLP_Incidents,BaseEvent,BaseEvent.DLP_Incidents,DLP_Incidents,user_bunit,user_bunit,string,False,False,extracted,,,,(`cim_DLP_indexes`) tag=dlp tag=incident,,The business unit of the DLP user. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.
DLP,DLP_Incidents,BaseEvent,BaseEvent.DLP_Incidents,DLP_Incidents,user_category,user_category,string,False,False,extracted,,,,(`cim_DLP_indexes`) tag=dlp tag=incident,,The category of the DLP user. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.
DLP,DLP_Incidents,BaseEvent,BaseEvent.DLP_Incidents,DLP_Incidents,user_priority,user_priority,string,False,False,extracted,,,,(`cim_DLP_indexes`) tag=dlp tag=incident,,The priority of the DLP user. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.
DLP,DLP_Incidents,BaseEvent,BaseEvent.DLP_Incidents,DLP_Incidents,cim_entity_zone,cim_entity_zone,string,False,False,extracted,,,,(`cim_DLP_indexes`) tag=dlp tag=incident,,This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.
DLP,DLP_Incidents,BaseEvent,BaseEvent.DLP_Incidents,DLP_Incidents,action,action,string,False,True,calculated,Eval,"if(isnull(action) OR action="""",""unknown"",action)",,(`cim_DLP_indexes`) tag=dlp tag=incident,,The action taken by the DLP device.
DLP,DLP_Incidents,BaseEvent,BaseEvent.DLP_Incidents,DLP_Incidents,category,category,string,False,True,calculated,Eval,"if(isnull(object_category) OR object_category="""",""unknown"",object_category)",,(`cim_DLP_indexes`) tag=dlp tag=incident,,The category of the DLP event.
DLP,DLP_Incidents,BaseEvent,BaseEvent.DLP_Incidents,DLP_Incidents,dvc,dvc,string,False,True,calculated,Eval,"if(isnull(dvc) OR dvc="""",""unknown"",dvc)",,(`cim_DLP_indexes`) tag=dlp tag=incident,,The device that reported the DLP event.
DLP,DLP_Incidents,BaseEvent,BaseEvent.DLP_Incidents,DLP_Incidents,dlp_type,dlp_type,string,False,True,calculated,Eval,"if(isnull(dlp_type) OR dlp_type="""",""unknown"",dlp_type)",,(`cim_DLP_indexes`) tag=dlp tag=incident,,The type of DLP system that generated the event.
DLP,DLP_Incidents,BaseEvent,BaseEvent.DLP_Incidents,DLP_Incidents,object,object,string,False,True,calculated,Eval,"if(isnull(object) OR object="""",""unknown"",object)",,(`cim_DLP_indexes`) tag=dlp tag=incident,,The name of the affected object.
DLP,DLP_Incidents,BaseEvent,BaseEvent.DLP_Incidents,DLP_Incidents,object_path,object_path,string,False,True,calculated,Eval,"if(isnull(object_path) OR object_path="""",""unknown"",object_path)",,(`cim_DLP_indexes`) tag=dlp tag=incident,,The path of the affected object.
DLP,DLP_Incidents,BaseEvent,BaseEvent.DLP_Incidents,DLP_Incidents,object_category,object_category,string,False,True,calculated,Eval,"if(isnull(object_category) OR object_category="""",""unknown"",object_category)",,(`cim_DLP_indexes`) tag=dlp tag=incident,,The category of the affected object.
DLP,DLP_Incidents,BaseEvent,BaseEvent.DLP_Incidents,DLP_Incidents,signature,signature,string,False,True,calculated,Eval,"if(isnull(signature) OR signature="""",""unknown"",signature)",,(`cim_DLP_indexes`) tag=dlp tag=incident,,The name of the DLP event.
DLP,DLP_Incidents,BaseEvent,BaseEvent.DLP_Incidents,DLP_Incidents,severity,severity,string,False,True,calculated,Eval,"if(isnull(severity) OR severity="""",""unknown"",severity)",,(`cim_DLP_indexes`) tag=dlp tag=incident,,The severity of the DLP event.
DLP,DLP_Incidents,BaseEvent,BaseEvent.DLP_Incidents,DLP_Incidents,src,src,string,False,True,calculated,Eval,"if(isnull(src) OR src="""",""unknown"",src)",,(`cim_DLP_indexes`) tag=dlp tag=incident,,The source of the DLP event.
DLP,DLP_Incidents,BaseEvent,BaseEvent.DLP_Incidents,DLP_Incidents,src_user,src_user,string,False,True,calculated,Eval,"if(isnull(src_user) OR user="""",""unknown"",src_user)",,(`cim_DLP_indexes`) tag=dlp tag=incident,,The source user of the DLP event.
DLP,DLP_Incidents,BaseEvent,BaseEvent.DLP_Incidents,DLP_Incidents,dest,dest,string,False,True,calculated,Eval,"if(isnull(dest) OR dest="""",""unknown"",dest)",,(`cim_DLP_indexes`) tag=dlp tag=incident,,The target of the DLP event.
DLP,DLP_Incidents,BaseEvent,BaseEvent.DLP_Incidents,DLP_Incidents,user,user,string,False,True,calculated,Eval,"if(isnull(user) OR user="""",""unknown"",user)",,(`cim_DLP_indexes`) tag=dlp tag=incident,,The target user of the DLP event.
DLP,DLP_Incidents,BaseEvent,BaseEvent.DLP_Incidents,DLP_Incidents,vendor_product,vendor_product,string,False,True,calculated,Eval,"case(isnotnull(vendor_product),vendor_product,isnotnull(vendor) AND vendor!=""unknown"" AND isnotnull(product) AND product!=""unknown"",vendor."" "".product,isnotnull(vendor) AND vendor!=""unknown"" AND (isnull(product) OR product=""unknown""),vendor."" unknown"",(isnull(vendor) OR vendor=""unknown"") AND isnotnull(product) AND product!=""unknown"",""unknown "".product,isnotnull(sourcetype),sourcetype,1=1,""unknown"")",,(`cim_DLP_indexes`) tag=dlp tag=incident,,The vendor and product name of the DLP system.
Data_Access,Data_Access,BaseEvent,BaseEvent.Data_Access,Data_Access,application_id,application_id,string,False,False,extracted,,,,(`cim_Data_Access_indexes`) tag=data tag=access,,Application ID of the user
Data_Access,Data_Access,BaseEvent,BaseEvent.Data_Access,Data_Access,dest_bunit,dest_bunit,string,False,False,extracted,,,,(`cim_Data_Access_indexes`) tag=data tag=access,,This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.
Data_Access,Data_Access,BaseEvent,BaseEvent.Data_Access,Data_Access,dest_name,dest_name,string,False,False,extracted,,,,(`cim_Data_Access_indexes`) tag=data tag=access,,Name of the destination as defined by the Vendor.
Data_Access,Data_Access,BaseEvent,BaseEvent.Data_Access,Data_Access,dest_type,dest_type,string,False,False,extracted,,,,(`cim_Data_Access_indexes`) tag=data tag=access,,"The type of the destination object, such as 'instance', 'storage', 'firewall', 'printer'."
Data_Access,Data_Access,BaseEvent,BaseEvent.Data_Access,Data_Access,dest_url,dest_url,string,False,False,extracted,,,,(`cim_Data_Access_indexes`) tag=data tag=access,,"Url of the product, application or object."
Data_Access,Data_Access,BaseEvent,BaseEvent.Data_Access,Data_Access,dvc,dvc,string,False,False,extracted,,,,(`cim_Data_Access_indexes`) tag=data tag=access,,The device that reported the data access event.
Data_Access,Data_Access,BaseEvent,BaseEvent.Data_Access,Data_Access,dvc_bunit,dvc_bunit,string,False,False,extracted,,,,(`cim_Data_Access_indexes`) tag=data tag=access,,This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.
Data_Access,Data_Access,BaseEvent,BaseEvent.Data_Access,Data_Access,email,email,string,False,False,extracted,,,,(`cim_Data_Access_indexes`) tag=data tag=access,,"The email address of the user involved in the event, or who initiated the event."
Data_Access,Data_Access,BaseEvent,BaseEvent.Data_Access,Data_Access,object_path,object_path,string,False,False,extracted,,,,(`cim_Data_Access_indexes`) tag=data tag=access,,"The path of the modified resource object, if applicable, such as a file, directory, or volume."
Data_Access,Data_Access,BaseEvent,BaseEvent.Data_Access,Data_Access,owner,owner,string,False,False,extracted,,,,(`cim_Data_Access_indexes`) tag=data tag=access,,Resource owner.
Data_Access,Data_Access,BaseEvent,BaseEvent.Data_Access,Data_Access,owner_id,owner_id,string,False,False,extracted,,,,(`cim_Data_Access_indexes`) tag=data tag=access,,ID of the owner as defined by the vendor.
Data_Access,Data_Access,BaseEvent,BaseEvent.Data_Access,Data_Access,owner_email,owner_email,string,False,False,extracted,,,,(`cim_Data_Access_indexes`) tag=data tag=access,,Email of the resource owner.
Data_Access,Data_Access,BaseEvent,BaseEvent.Data_Access,Data_Access,parent_object,parent_object,string,False,False,extracted,,,,(`cim_Data_Access_indexes`) tag=data tag=access,,Parent of the object name on which the action was performed by a user.
Data_Access,Data_Access,BaseEvent,BaseEvent.Data_Access,Data_Access,parent_object_category,parent_object_category,string,False,False,extracted,,,,(`cim_Data_Access_indexes`) tag=data tag=access,,Object category of the parent object on which action was performed by a user.
Data_Access,Data_Access,BaseEvent,BaseEvent.Data_Access,Data_Access,parent_object_id,parent_object_id,string,False,False,extracted,,,,(`cim_Data_Access_indexes`) tag=data tag=access,,Object id of the parent object on which the action was performed by a user.
Data_Access,Data_Access,BaseEvent,BaseEvent.Data_Access,Data_Access,signature,signature,string,False,True,extracted,,,,(`cim_Data_Access_indexes`) tag=data tag=access,,A human-readable signature name.
Data_Access,Data_Access,BaseEvent,BaseEvent.Data_Access,Data_Access,signature_id,signature_id,string,False,False,extracted,,,,(`cim_Data_Access_indexes`) tag=data tag=access,,The unique identifier or event code of the event signature.
Data_Access,Data_Access,BaseEvent,BaseEvent.Data_Access,Data_Access,src_bunit,src_bunit,string,False,False,extracted,,,,(`cim_Data_Access_indexes`) tag=data tag=access,,This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.
Data_Access,Data_Access,BaseEvent,BaseEvent.Data_Access,Data_Access,user_agent,user_agent,string,False,False,extracted,,,,(`cim_Data_Access_indexes`) tag=data tag=access,,"The user agent through which the request was made, such as Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) or aws-cli/2.0.0 Python/3.7.4 Darwin/18.7.0 botocore/2.0.0dev4."
Data_Access,Data_Access,BaseEvent,BaseEvent.Data_Access,Data_Access,user_bunit,user_bunit,string,False,False,extracted,,,,(`cim_Data_Access_indexes`) tag=data tag=access,,This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.
Data_Access,Data_Access,BaseEvent,BaseEvent.Data_Access,Data_Access,user_email,user_email,string,False,False,extracted,,,,(`cim_Data_Access_indexes`) tag=data tag=access,,"The email address of the user involved in the event, or who initiated the event."
Data_Access,Data_Access,BaseEvent,BaseEvent.Data_Access,Data_Access,user_group,user_group,string,False,False,extracted,,,,(`cim_Data_Access_indexes`) tag=data tag=access,,"The group of the user involved in the event, or who initiated the event."
Data_Access,Data_Access,BaseEvent,BaseEvent.Data_Access,Data_Access,user_id,user_id,string,False,False,extracted,,,,(`cim_Data_Access_indexes`) tag=data tag=access,,"The unique id of the user involved in the event. For authentication privilege escalation events, this should represent the user targeted by the escalation."
Data_Access,Data_Access,BaseEvent,BaseEvent.Data_Access,Data_Access,user_role,user_role,string,False,False,extracted,,,,(`cim_Data_Access_indexes`) tag=data tag=access,,"The role of the user involved in the event, or who initiated the event."
Data_Access,Data_Access,BaseEvent,BaseEvent.Data_Access,Data_Access,user_type,user_type,string,False,False,extracted,,,,(`cim_Data_Access_indexes`) tag=data tag=access,,"The type of the user involved in the event or who initiated the event, such as IAMUser, Admin, or System. For account management events, this should represent the type of the user changed by the request."
Data_Access,Data_Access,BaseEvent,BaseEvent.Data_Access,Data_Access,vendor_product_id,vendor_product_id,string,False,False,extracted,,,,(`cim_Data_Access_indexes`) tag=data tag=access,,The vendor and product name ID as defined by the vendor.
Data_Access,Data_Access,BaseEvent,BaseEvent.Data_Access,Data_Access,vendor_region,vendor_region,string,False,False,extracted,,,,(`cim_Data_Access_indexes`) tag=data tag=access,,"The data center region where the change occurred, such as us-west-2."
Data_Access,Data_Access,BaseEvent,BaseEvent.Data_Access,Data_Access,cim_entity_zone,cim_entity_zone,string,False,False,extracted,,,,(`cim_Data_Access_indexes`) tag=data tag=access,,This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.
Data_Access,Data_Access,BaseEvent,BaseEvent.Data_Access,Data_Access,action,action,string,False,True,calculated,Eval,"if(isnull(action) OR action="""",""unknown"",action)",,(`cim_Data_Access_indexes`) tag=data tag=access,"accepted, commented, copied, created, deleted, disabled, downloaded, enabled, forwarded, granted, invited, locked, modified, moved, read, restarted, revoked, shared, started, stopped, uncommented, undeleted, unlocked, unshared, uploaded",The data access action taken by the user.
Data_Access,Data_Access,BaseEvent,BaseEvent.Data_Access,Data_Access,app,app,string,False,True,calculated,Eval,"if(isnull(app) OR app="""",sourcetype,app)",,(`cim_Data_Access_indexes`) tag=data tag=access,,"The system, service, or application that generated the data access event. Examples include Onedrive, Sharepoint, drive, AzureActiveDirectory."
Data_Access,Data_Access,BaseEvent,BaseEvent.Data_Access,Data_Access,dest,dest,string,False,True,calculated,Eval,"if(isnull(dest) OR dest="""",""unknown"",dest)",,(`cim_Data_Access_indexes`) tag=data tag=access,,"The destination where the data resides or where it is being accessed, such as the product or application. You can alias this from more specific fields not included in this data model, such as dest_host, dest_ip, dest_url or dest_name."
Data_Access,Data_Access,BaseEvent,BaseEvent.Data_Access,Data_Access,object,object,string,False,True,calculated,Eval,"if(isnull(object) OR object="""",""unknown"",object)",,(`cim_Data_Access_indexes`) tag=data tag=access,,Resource object name on which the action was performed by a user.
Data_Access,Data_Access,BaseEvent,BaseEvent.Data_Access,Data_Access,object_attrs,object_attrs,string,False,True,calculated,Eval,"if(isnull(object_attrs) OR object_attrs="""",""unknown"",object_attrs)",,(`cim_Data_Access_indexes`) tag=data tag=access,,"The attributes that were updated on the updated resource object, if applicable."
Data_Access,Data_Access,BaseEvent,BaseEvent.Data_Access,Data_Access,object_category,object_category,string,False,True,calculated,Eval,"if(isnull(object_category) OR object_category="""",""unknown"",object_category)",,(`cim_Data_Access_indexes`) tag=data tag=access,"collaboration, file, folder, comment, task, note",Generic name for the class of the updated resource object. Expected values may be specific to an app.
Data_Access,Data_Access,BaseEvent,BaseEvent.Data_Access,Data_Access,object_id,object_id,string,False,True,calculated,Eval,"if(isnull(object_id) OR object_id="""",""unknown"",object_id)",,(`cim_Data_Access_indexes`) tag=data tag=access,,"The unique updated resource object ID as presented to the system, if applicable. For example, a source_folder_id, doc_id."
Data_Access,Data_Access,BaseEvent,BaseEvent.Data_Access,Data_Access,object_size,object_size,string,False,True,calculated,Eval,"if(isnull(object_size) OR object_size="""",""unknown"",object_size)",,(`cim_Data_Access_indexes`) tag=data tag=access,,The size of the modified resource object.
Data_Access,Data_Access,BaseEvent,BaseEvent.Data_Access,Data_Access,src,src,string,False,True,calculated,Eval,"if(isnull(src) OR src="""",""unknown"",src)",,(`cim_Data_Access_indexes`) tag=data tag=access,,The endpoint client host.
Data_Access,Data_Access,BaseEvent,BaseEvent.Data_Access,Data_Access,user_name,user_name,string,False,True,calculated,Eval,"if(isnull(user_name) OR user_name="""",""unknown"",user_name)",,(`cim_Data_Access_indexes`) tag=data tag=access,,"The user name of the user or entity performing the change. For account changes, this is the account that was changed (see src_user_name for user or entity performing the change)."
Data_Access,Data_Access,BaseEvent,BaseEvent.Data_Access,Data_Access,vendor_account,vendor_account,string,False,True,calculated,Eval,"if(isnull(vendor_account) OR vendor_account="""",""unknown"",vendor_account)",,(`cim_Data_Access_indexes`) tag=data tag=access,,The account that manages the user that initiated the request.
Data_Access,Data_Access,BaseEvent,BaseEvent.Data_Access,Data_Access,user,user,string,False,True,calculated,Eval,"if(isnull(user) OR user="""",""unknown"",user)",,(`cim_Data_Access_indexes`) tag=data tag=access,,"The user involved in the event, or who initiated the event."
