"_time",avgBytes,avgDuration,"bot_type",botnet,commonProtocol,numFlows,"src_ip",sumBytes,types,uniqueDstIp,uniqueDstPort,uniqueProtocols
1313570100,1076,"60.954891",murlo,1,tcp,1,"147.32.84.165",1076,Botnet,1,1,1
1313570160,1076,"60.949718",murlo,1,tcp,1,"147.32.84.165",1076,Botnet,1,1,1
1313570220,1076,"60.955063",murlo,1,tcp,1,"147.32.84.165",1076,Botnet,1,1,1
1313570280,1076,"60.953835",murlo,1,tcp,1,"147.32.84.165",1076,Botnet,1,1,1
1313570340,1076,"60.951324",murlo,1,tcp,1,"147.32.84.165",1076,Botnet,1,1,1
1313570400,1076,"60.949039",murlo,1,tcp,1,"147.32.84.165",1076,Botnet,1,1,1
1313570460,1076,"60.940037",murlo,1,tcp,1,"147.32.84.165",1076,Botnet,1,1,1
1313570520,1076,"60.938206",murlo,1,tcp,1,"147.32.84.165",1076,Botnet,1,1,1
1313570580,1076,"60.953976",murlo,1,tcp,1,"147.32.84.165",1076,Botnet,1,1,1
1313570640,1076,"60.9398",murlo,1,tcp,1,"147.32.84.165",1076,Botnet,1,1,1
1313570700,1076,"60.939594",murlo,1,tcp,1,"147.32.84.165",1076,Botnet,1,1,1
1313570760,836,"0.799031",murlo,1,tcp,1,"147.32.84.165",836,Botnet,1,1,1
1313746920,"61036.53846153846","4.135872615384615","nsis.ay",1,udp,13,"147.32.84.165",793475,Botnet,9,4,3
1313746980,"106302.23529411765","11.933918132352941","nsis.ay",1,tcp,136,"147.32.84.165",14457104,Botnet,41,4,3
1313747040,"45876.214521452144","268.8943698316832","nsis.ay",1,udp,303,"147.32.84.165",13900493,Botnet,261,204,3
1313747100,"534.7478991596639","755.8638450840335","nsis.ay",1,udp,119,"147.32.84.165",63635,Botnet,119,110,2
1313747160,"434.3076923076923","1333.2082130000001","nsis.ay",1,udp,13,"147.32.84.165",5646,Botnet,13,13,1
1313747160,485,"0.168664","nsis.ay",1,udp,1,"95.65.17.47",485,Botnet,1,1,1
1313747220,"671.6666666666666","1848.9171953333334","nsis.ay",1,udp,3,"147.32.84.165",2015,Botnet,3,3,1
1313747220,"296625.5862068966","11.401959344827587","nsis.ay",1,udp,29,"147.32.84.191",8602142,Botnet,14,4,2
1313747280,269,"0.0012490000000000001","nsis.ay",1,udp,1,"147.32.84.165",269,Botnet,1,1,1
1313747280,"26355.345945945945","142.56980714594596","nsis.ay",1,tcp,185,"147.32.84.191",4875739,Botnet,65,25,3
1313747340,"4064.0442176870747","343.0048075204082","nsis.ay",1,udp,294,"147.32.84.191",1194829,Botnet,293,223,2
1313747340,"88051.22222222222","4.494344111111112","nsis.ay",1,udp,9,"147.32.84.192",792461,Botnet,5,3,2
1313747340,485,"0.06434000000000001","nsis.ay",1,udp,1,"91.188.37.153",485,Botnet,1,1,1
1313747400,"555.8333333333334","1374.698040916667","nsis.ay",1,udp,12,"147.32.84.191",6670,Botnet,12,12,2
1313747400,"14695.65","12.78163505","nsis.ay",1,tcp,20,"147.32.84.192",293913,Botnet,10,3,2
1313747460,687,"2089.0713376","nsis.ay",1,udp,5,"147.32.84.191",3435,Botnet,5,5,1
1313747460,"120682.33653846153","11.50733004807692","nsis.ay",1,tcp,104,"147.32.84.192",12550963,Botnet,33,3,2
1313747520,90,0,"nsis.ay",1,udp,1,"147.32.84.191",90,Botnet,1,1,1
1313747520,"12486.359073359074","317.25923243243244","nsis.ay",1,udp,259,"147.32.84.192",3233967,Botnet,224,151,3
1313747580,270,"9.518946","nsis.ay",1,udp,1,"147.32.84.165",270,Botnet,1,1,1
1313747580,"14823.478260869566","215.17832813043483","nsis.ay",1,tcp,23,"147.32.84.192",340940,Botnet,19,13,2
1313747640,"442.3333333333333","0.503634","nsis.ay",1,icmp,3,"147.32.84.165",1327,Botnet,3,3,3
1313747640,485,"0.166308","nsis.ay",1,udp,1,"69.104.66.134",485,Botnet,1,1,1
1313747760,"1679.7142857142858","1314.1150838571432","nsis.ay",1,udp,7,"147.32.84.165",11758,Botnet,7,7,1
1313747820,624,"1930.578979","nsis.ay",1,udp,1,"147.32.84.165",624,Botnet,1,1,1
1313747820,485,"0.24618","nsis.ay",1,udp,1,"161.200.133.204",485,Botnet,1,1,1
1313747880,"1018.1428571428571","1468.7153842857144","nsis.ay",1,udp,7,"147.32.84.165",7127,Botnet,7,7,2
1313747940,173,0,"nsis.ay",1,icmp,1,"147.32.84.165",173,Botnet,1,1,1
1313747940,"579.5","0.9252725","nsis.ay",1,tcp,2,"147.32.84.191",1159,Botnet,2,2,2
1313748000,"1396.75","1479.7611920000004","nsis.ay",1,udp,16,"147.32.84.191",22348,Botnet,16,16,1
1313748000,970,"3.816495","nsis.ay",1,udp,1,"95.65.17.47",970,Botnet,1,1,1
1313748060,"2070.25","1802.5418679375","nsis.ay",1,udp,16,"147.32.84.191",33124,Botnet,16,13,1
1313748120,"579.5","0.5969605","nsis.ay",1,tcp,2,"147.32.84.192",1159,Botnet,2,2,2
1313748180,269,"0.027088","nsis.ay",1,udp,1,"147.32.84.165",269,Botnet,1,1,1
1313748180,487,"0.20400500000000002","nsis.ay",1,udp,1,"222.160.227.154",487,Botnet,1,1,1
1313748240,"532.1666666666666","470.94841491666665","nsis.ay",1,udp,12,"147.32.84.192",6386,Botnet,12,12,1
1313748240,2227,"62.271591","nsis.ay",1,udp,1,"222.160.227.154",2227,Botnet,1,1,1
1313748300,"783.3333333333334","20.007913666666667","nsis.ay",1,udp,3,"147.32.84.191",2350,Botnet,2,2,2
1313748300,322,"248.97929366666665","nsis.ay",1,udp,3,"147.32.84.192",966,Botnet,3,3,1
1313748300,970,"3.076525","nsis.ay",1,udp,1,"91.188.37.153",970,Botnet,1,1,1
1313748360,264,"10.158145","nsis.ay",1,icmp,1,"147.32.84.165",264,Botnet,1,1,1
1313748360,1461,"2.107704","nsis.ay",1,udp,1,"222.160.227.154",1461,Botnet,1,1,1
1313748420,90,0,"nsis.ay",1,udp,1,"147.32.84.191",90,Botnet,1,1,1
1313748480,120,0,"nsis.ay",1,icmp,3,"147.32.84.165",360,Botnet,3,1,1
1313748480,"419.5","0.2450835","nsis.ay",1,udp,2,"93.103.254.175",839,Botnet,1,1,1
1313748540,208,"0.024402","nsis.ay",1,udp,1,"147.32.84.165",208,Botnet,1,1,1
1313748540,485,"0.284856","nsis.ay",1,udp,1,"69.104.66.134",485,Botnet,1,1,1
1313748720,1246,"627.16742","nsis.ay",1,udp,3,"147.32.84.191",3738,Botnet,3,2,1
1313748780,280,"5.863218","nsis.ay",1,udp,1,"147.32.84.191",280,Botnet,1,1,1
1313748780,970,"1.130734","nsis.ay",1,udp,1,"161.200.133.204",970,Botnet,1,1,1
1313748840,"845.8","1001.5106204","nsis.ay",1,udp,5,"147.32.84.191",4229,Botnet,5,5,1
1313748900,90,0,"nsis.ay",1,udp,1,"147.32.84.191",90,Botnet,1,1,1
1313748900,90,0,"nsis.ay",1,udp,1,"147.32.84.192",90,Botnet,1,1,1
1313748960,90,0,"nsis.ay",1,udp,1,"147.32.84.191",90,Botnet,1,1,1
1313748960,"1024.5","1022.6712197500001","nsis.ay",1,udp,4,"147.32.84.192",4098,Botnet,4,4,1
1313748960,485,"0.186401","nsis.ay",1,udp,1,"95.65.17.47",485,Botnet,1,1,1
1313749020,"448.3333333333333","459.869093","nsis.ay",1,udp,3,"147.32.84.192",1345,Botnet,3,3,1
1313749080,"392.4179104477612","6.6542437761194035","nsis.ay",1,udp,67,"147.32.84.165",26292,Botnet,67,66,1
1313749140,218,"0.162967","nsis.ay",1,udp,1,"147.32.84.165",218,Botnet,1,1,1
1313749200,"746.8","1161.2926356","nsis.ay",1,udp,5,"147.32.84.165",3734,Botnet,5,5,1
1313749200,970,"6.059261","nsis.ay",1,udp,1,"91.188.37.153",970,Botnet,1,1,1
1313749260,911,"1038.601959","nsis.ay",1,udp,2,"147.32.84.165",1822,Botnet,2,2,1
1313749320,"1244.3333333333333","30.020845666666663","nsis.ay",1,udp,3,"147.32.84.165",3733,Botnet,2,2,2
1313749320,180,"10.003178","nsis.ay",1,udp,1,"147.32.84.192",180,Botnet,1,1,1
1313749380,9328,"212.008148","nsis.ay",1,udp,1,"222.160.227.154",9328,Botnet,1,1,1
1313749500,"428.5","89.9954144","nsis.ay",1,udp,20,"147.32.84.191",8570,Botnet,20,20,1
1313749500,"398.7818181818182","7.153743236363636","nsis.ay",1,udp,55,"147.32.84.192",21933,Botnet,53,53,2
1313749560,"288.22222222222223","6.80822788888889","nsis.ay",1,udp,9,"147.32.84.192",2594,Botnet,9,9,1
1313749560,485,"0.130498","nsis.ay",1,udp,1,"69.104.66.134",485,Botnet,1,1,1
1313749620,90,0,"nsis.ay",1,udp,1,"147.32.84.192",90,Botnet,1,1,1
1313749680,"390.5","3.6565729444444446","nsis.ay",1,udp,18,"147.32.84.191",7029,Botnet,18,18,1
1313749680,"464.1666666666667","58.682141166666675","nsis.ay",1,udp,30,"147.32.84.192",13925,Botnet,30,29,1
1313749680,485,"0.159314","nsis.ay",1,udp,1,"161.200.133.204",485,Botnet,1,1,1
1313749740,379,"62.653423037037044","nsis.ay",1,udp,27,"147.32.84.192",10233,Botnet,27,27,1
1313749800,"400.76","3.1925009999999996","nsis.ay",1,udp,25,"147.32.84.165",10019,Botnet,25,25,1
1313749800,"203.5","0.35119100000000003","nsis.ay",1,udp,2,"147.32.84.192",407,Botnet,2,2,1
1313749800,679,"0.099499","nsis.ay",1,udp,1,"93.103.254.175",679,Botnet,1,1,1
1313749860,"350.1875","5.701946979166667","nsis.ay",1,udp,48,"147.32.84.191",16809,Botnet,48,47,1
1313749860,336,"0.17447200000000002","nsis.ay",1,udp,1,"93.103.254.175",336,Botnet,1,1,1
1313749920,298,"10.155582","nsis.ay",1,udp,1,"147.32.84.165",298,Botnet,1,1,1
1313749920,970,"1.6866910000000002","nsis.ay",1,udp,1,"95.65.17.47",970,Botnet,1,1,1
1313749980,"423.52","40.756781919999995","nsis.ay",1,udp,25,"147.32.84.165",10588,Botnet,25,25,1
1313749980,180,"4.153694","nsis.ay",1,udp,1,"147.32.84.192",180,Botnet,1,1,1
1313750040,"301.25","0.6881345","nsis.ay",1,udp,4,"147.32.84.165",1205,Botnet,4,4,1
1313750040,"366.8181818181818","3.2338209090909094","nsis.ay",1,udp,22,"147.32.84.191",8070,Botnet,22,22,1
1313750040,970,"0.3325","nsis.ay",1,udp,1,"91.188.37.153",970,Botnet,1,1,1
1313750100,90,0,"nsis.ay",1,udp,1,"147.32.84.165",90,Botnet,1,1,1
1313750160,693,"350.659973","nsis.ay",1,udp,1,"147.32.84.191",693,Botnet,1,1,1
1313750220,"348.6296296296296","5.8613439629629625","nsis.ay",1,udp,27,"147.32.84.191",9413,Botnet,27,27,1
1313750280,61502,"3.082966","nsis.ay",1,udp,1,"147.32.84.165",61502,Botnet,1,1,1
1313750280,218,"0.133325","nsis.ay",1,udp,1,"147.32.84.191",218,Botnet,1,1,1
1313750340,"394.5769230769231","15.414185115384615","nsis.ay",1,udp,26,"147.32.84.165",10259,Botnet,26,24,1
1313750400,"412.96","11.017728439999999","nsis.ay",1,udp,25,"147.32.84.191",10324,Botnet,25,25,1
1313750400,"325.3333333333333","26.901529","nsis.ay",1,udp,3,"147.32.84.192",976,Botnet,3,3,1
1313750460,"208.25","0.21025150000000004","nsis.ay",1,udp,4,"147.32.84.165",833,Botnet,4,4,1
1313750460,"214.66666666666666","0.16134733333333337","nsis.ay",1,udp,3,"147.32.84.191",644,Botnet,3,3,1
1313750460,485,"0.16545100000000001","nsis.ay",1,udp,1,"161.200.133.204",485,Botnet,1,1,1
1313750520,"381.57894736842104","6.041817894736842","nsis.ay",1,udp,19,"147.32.84.165",7250,Botnet,19,19,1
1313750520,485,"0.09969700000000001","nsis.ay",1,udp,1,"69.104.66.134",485,Botnet,1,1,1
1313750580,"215.5","2.4271752500000003","nsis.ay",1,udp,4,"147.32.84.165",862,Botnet,4,4,1
1313750580,"438.875","7.121910416666668","nsis.ay",1,udp,24,"147.32.84.191",10533,Botnet,24,24,1
1313750580,546,"38.708023","nsis.ay",1,udp,1,"147.32.84.192",546,Botnet,1,1,1
1313750580,7530,"140.25","nsis.ay",1,udp,1,"222.160.227.154",7530,Botnet,1,1,1
1313750640,313,"13.296201199999999","nsis.ay",1,udp,5,"147.32.84.165",1565,Botnet,5,5,1
1313750640,208,"5.2905905","nsis.ay",1,udp,2,"147.32.84.191",416,Botnet,2,2,1
1313485320,"3001.5","250.0855225",menti,1,tcp,2,"147.32.84.165",6003,Botnet,2,2,2
1313485740,627815,"1.02203",menti,1,tcp,2,"147.32.84.165",1255630,Botnet,2,2,2
1313485800,"377.1842105263158","3.1836282105263156",menti,1,tcp,38,"147.32.84.165",14333,Botnet,32,3,2
1313485860,"352.74418604651163","3.475012604651163",menti,1,tcp,43,"147.32.84.165",15168,Botnet,34,2,1
1313485920,"279.71875","3.765043343750001",menti,1,tcp,32,"147.32.84.165",8951,Botnet,31,2,1
1313485980,"408.96875","1.8615204375",menti,1,tcp,32,"147.32.84.165",13087,Botnet,31,2,1
1313486040,326,"1.4147254523809525",menti,1,tcp,42,"147.32.84.165",13692,Botnet,40,2,1
1313486100,"314.17391304347825","1.9589881956521742",menti,1,tcp,46,"147.32.84.165",14452,Botnet,31,3,2
1313486160,"248.55","3.8711010999999997",menti,1,tcp,40,"147.32.84.165",9942,Botnet,17,2,1
1313486220,"117.11111111111111","2.625843111111111",menti,1,tcp,18,"147.32.84.165",2108,Botnet,2,1,1
1313486280,124,"2.959423722222222",menti,1,tcp,18,"147.32.84.165",2232,Botnet,2,1,1
1313486340,"619.0645161290323","119.5494155483871",menti,1,tcp,31,"147.32.84.165",19191,Botnet,25,2,1
1313486400,"264.1714285714286","3.690918485714285",menti,1,tcp,35,"147.32.84.165",9246,Botnet,31,3,2
1313486460,"336.23809523809524","1.9170457857142857",menti,1,tcp,42,"147.32.84.165",14122,Botnet,35,2,1
1313486520,"219.8108108108108","1.5251578378378379",menti,1,tcp,37,"147.32.84.165",8133,Botnet,33,2,1
1313486580,"440.4848484848485","4.557311636363636",menti,1,tcp,33,"147.32.84.165",14536,Botnet,28,2,1
1313486640,"261.3809523809524","5.222549357142857",menti,1,tcp,42,"147.32.84.165",10978,Botnet,28,2,1
1313486700,"409.9019607843137","56.700351294117645",menti,1,tcp,51,"147.32.84.165",20905,Botnet,41,3,2
1313486760,"311.69354838709677","4.606402177419356",menti,1,tcp,62,"147.32.84.165",19325,Botnet,29,4,2
1313486820,"113.21739130434783","3.380972869565217",menti,1,tcp,23,"147.32.84.165",2604,Botnet,10,1,1
1313486880,"286.32","1.31463016",menti,1,tcp,25,"147.32.84.165",7158,Botnet,22,2,1
1313486940,"324.95238095238096","1.3678528333333335",menti,1,tcp,42,"147.32.84.165",13648,Botnet,41,2,1
1313487000,"386.45714285714286","1.8691585714285717",menti,1,tcp,35,"147.32.84.165",13526,Botnet,29,3,2
1313487060,"169.0909090909091","7.783669136363636",menti,1,tcp,22,"147.32.84.165",3720,Botnet,14,1,1
1313487120,"390.39473684210526","3.8714315526315786",menti,1,tcp,38,"147.32.84.165",14835,Botnet,25,2,1
1313487180,"345.4102564102564","1.5326091282051282",menti,1,tcp,39,"147.32.84.165",13471,Botnet,32,2,1
1313487240,"321.0952380952381","1.213628119047619",menti,1,tcp,42,"147.32.84.165",13486,Botnet,37,2,1
1313487300,"440.54545454545456","4.518598121212122",menti,1,tcp,33,"147.32.84.165",14538,Botnet,25,2,1
1313487360,"301.94","2.44999706",menti,1,tcp,50,"147.32.84.165",15097,Botnet,37,3,2
1313487420,"255.75675675675674","4.061041135135135",menti,1,tcp,37,"147.32.84.165",9463,Botnet,29,2,1
1313487480,"441.06060606060606","4.542687787878788",menti,1,tcp,33,"147.32.84.165",14555,Botnet,24,2,1
1313487540,"475.75","2.7588457500000003",menti,1,tcp,28,"147.32.84.165",13321,Botnet,20,2,1
1313487600,"220.1904761904762","2.9396415714285715",menti,1,tcp,42,"147.32.84.165",9248,Botnet,30,2,1
1313487660,"376.94444444444446","1.8274181388888888",menti,1,tcp,36,"147.32.84.165",13570,Botnet,31,3,2
1313487720,"318.6136363636364","1.6873687954545458",menti,1,tcp,44,"147.32.84.165",14019,Botnet,38,2,1
1313487780,"329.9782608695652","3.2599501304347833",menti,1,tcp,46,"147.32.84.165",15179,Botnet,25,2,1
1313487840,"324.3333333333333","1.3543641190476192",menti,1,tcp,42,"147.32.84.165",13622,Botnet,36,2,1
1313487900,"266.9142857142857","77.55968497142857",menti,1,tcp,35,"147.32.84.165",9342,Botnet,30,2,1
1313487960,"310.88461538461536","2.973506769230769",menti,1,tcp,26,"147.32.84.165",8083,Botnet,11,3,2
1313488020,"323.5","4.623711692307692",menti,1,tcp,26,"147.32.84.165",8411,Botnet,24,2,1
1313488080,"237.26190476190476","3.7833026428571435",menti,1,tcp,42,"147.32.84.165",9965,Botnet,24,2,1
1313488140,"349.4878048780488","2.3271914878048774",menti,1,tcp,41,"147.32.84.165",14329,Botnet,33,2,1
1313488200,"324.5952380952381","1.4334820476190475",menti,1,tcp,42,"147.32.84.165",13633,Botnet,41,3,1
1313488260,"277.1081081081081","5.275672054054055",menti,1,tcp,37,"147.32.84.165",10253,Botnet,24,2,1
1313488320,"239.55555555555554","2.1544685",menti,1,tcp,36,"147.32.84.165",8624,Botnet,24,3,2
1313488380,"304.5","4.230406357142857",menti,1,tcp,56,"147.32.84.165",17052,Botnet,23,2,1
1313488440,"252.56756756756758","99.13215308108109",menti,1,tcp,37,"147.32.84.165",9345,Botnet,35,2,1
1313488500,"347.2093023255814","2.9800726976744185",menti,1,tcp,43,"147.32.84.165",14930,Botnet,29,2,1
1313488560,"200.59615384615384","2.658427173076923",menti,1,tcp,52,"147.32.84.165",10431,Botnet,22,2,1
1313488620,"372.8918918918919","1.9191938378378381",menti,1,tcp,37,"147.32.84.165",13797,Botnet,34,3,2
1313488680,"296.03636363636366","3.4941779999999993",menti,1,tcp,55,"147.32.84.165",16282,Botnet,38,2,1
1313488740,"259.94594594594594","3.958723378378379",menti,1,tcp,37,"147.32.84.165",9618,Botnet,30,2,1
1313488800,"413.3142857142857","98.57162485714287",menti,1,tcp,35,"147.32.84.165",14466,Botnet,18,2,1
1313488860,"309.0980392156863","35.20529719607843",menti,1,tcp,51,"147.32.84.165",15764,Botnet,33,2,1
1313488920,"351.7317073170732","2.9369169756097566",menti,1,tcp,41,"147.32.84.165",14421,Botnet,27,3,2
1313488980,"226.75757575757575","0.7225766666666668",menti,1,tcp,33,"147.32.84.165",7483,Botnet,33,2,1
1313489040,"224.1509433962264","4.648822679245283",menti,1,tcp,53,"147.32.84.165",11880,Botnet,22,2,1
1313489100,"342.1219512195122","2.209366292682927",menti,1,tcp,41,"147.32.84.165",14027,Botnet,33,2,1
1313489160,"319.8","2.3392218000000002",menti,1,tcp,45,"147.32.84.165",14391,Botnet,38,2,1
1313489220,"211.2173913043478","2.7328404565217395",menti,1,tcp,46,"147.32.84.165",9716,Botnet,34,2,1
1313489280,"389.52941176470586","1.5817984117647061",menti,1,tcp,34,"147.32.84.165",13244,Botnet,32,3,2
1313489340,"352.6744186046512","3.4898049069767447",menti,1,tcp,43,"147.32.84.165",15165,Botnet,31,2,1
1313489400,"237.375","1.12170390625",menti,1,tcp,32,"147.32.84.165",7596,Botnet,31,2,1
1313489460,"239.9047619047619","3.7010410714285715",menti,1,tcp,42,"147.32.84.165",10076,Botnet,35,2,1
1313489520,"434.97058823529414","4.418622029411765",menti,1,tcp,34,"147.32.84.165",14789,Botnet,26,2,1
1313489580,"270.7878787878788","3.452791818181818",menti,1,tcp,33,"147.32.84.165",8936,Botnet,22,3,2
1313489640,"223.06521739130434","3.3265310434782607",menti,1,tcp,46,"147.32.84.165",10261,Botnet,25,2,1
1313489700,"414.1875","1.98067690625",menti,1,tcp,32,"147.32.84.165",13254,Botnet,31,2,1
1313489760,"287.4727272727273","18.035342927272726",menti,1,tcp,55,"147.32.84.165",15811,Botnet,30,2,1
1313489820,"314.54347826086956","2.159123934782609",menti,1,tcp,46,"147.32.84.165",14469,Botnet,37,2,1
1313489880,"215.46938775510205","3.678110510204082",menti,1,tcp,49,"147.32.84.165",10558,Botnet,31,2,1
1313489940,"99.66666666666667","2.064956666666667",menti,1,tcp,39,"147.32.84.165",3887,Botnet,28,2,2
1313490000,"349.75","3.999273113636363",menti,1,tcp,44,"147.32.84.165",15389,Botnet,28,2,1
1313490060,"219.72222222222223","1.000780861111111",menti,1,tcp,36,"147.32.84.165",7910,Botnet,32,2,1
1313490120,"369.1842105263158","3.0080142368421057",menti,1,tcp,38,"147.32.84.165",14029,Botnet,32,2,1
1313490180,"263.94444444444446","3.93254611111111",menti,1,tcp,36,"147.32.84.165",9502,Botnet,32,2,1
1313490240,"260.52777777777777","3.995686444444444",menti,1,tcp,36,"147.32.84.165",9379,Botnet,17,2,1
1313490300,"363.57894736842104","1.990190973684211",menti,1,tcp,38,"147.32.84.165",13816,Botnet,30,3,2
1313490360,"339.8837209302326","2.851634139534884",menti,1,tcp,43,"147.32.84.165",14615,Botnet,30,2,1
1313490420,"317.67857142857144","5.2545237857142855",menti,1,tcp,28,"147.32.84.165",8895,Botnet,23,2,1
1313490480,"317.5531914893617","2.478003191489362",menti,1,tcp,47,"147.32.84.165",14925,Botnet,33,2,1
1313490540,"308.2142857142857","4.624542785714286",menti,1,tcp,28,"147.32.84.165",8630,Botnet,21,2,1
1313490600,"289.67857142857144","2.9893372857142855",menti,1,tcp,56,"147.32.84.165",16222,Botnet,27,3,2
1313490660,"234.9268292682927","3.4465024146341463",menti,1,tcp,41,"147.32.84.165",9632,Botnet,21,2,1
1313490720,"229.8","1.6269413714285714",menti,1,tcp,35,"147.32.84.165",8043,Botnet,31,2,1
1313490780,"291.75471698113205","2.5836907358490566",menti,1,tcp,53,"147.32.84.165",15463,Botnet,30,2,1
1313490840,"322.9318181818182","2.259903068181818",menti,1,tcp,44,"147.32.84.165",14209,Botnet,33,2,1
1313490900,"227.97222222222223","1.6552561666666668",menti,1,tcp,36,"147.32.84.165",8207,Botnet,31,2,1
1313490960,"348.9268292682927","2.412011048780488",menti,1,tcp,41,"147.32.84.165",14306,Botnet,33,3,2
1313491020,"408.5","1.87144084375",menti,1,tcp,32,"147.32.84.165",13072,Botnet,30,2,1
1313491080,"226.4318181818182","3.132786045454545",menti,1,tcp,44,"147.32.84.165",9963,Botnet,31,2,1
1313491140,"349.825","2.4077728",menti,1,tcp,40,"147.32.84.165",13993,Botnet,31,2,1
1313491200,"360.77142857142854","0.8741621428571429",menti,1,tcp,35,"147.32.84.165",12627,Botnet,30,2,1
1313491260,"212.25581395348837","1.5913278372093025",menti,1,tcp,43,"147.32.84.165",9127,Botnet,41,3,2
1313491320,"388.1666666666667","2.6314093888888888",menti,1,tcp,18,"147.32.84.165",6987,Botnet,12,2,1
1313491380,"226.22857142857143","1.1944812857142857",menti,1,tcp,35,"147.32.84.165",7918,Botnet,30,2,1
1313491440,"360.71794871794873","2.538923256410256",menti,1,tcp,39,"147.32.84.165",14068,Botnet,32,2,1
1313491500,"300.85185185185185","41.317263370370384",menti,1,tcp,27,"147.32.84.165",8123,Botnet,15,2,1
1313491560,124,"2.948541611111111",menti,1,tcp,18,"147.32.84.165",2232,Botnet,2,1,1
1313491620,124,"2.952115",menti,1,tcp,16,"147.32.84.165",1984,Botnet,2,1,1
1313491680,"328.1666666666667","38.04386416666666",menti,1,tcp,24,"147.32.84.165",7876,Botnet,14,3,2
1313491740,"383.47058823529414","1.5784253529411767",menti,1,tcp,34,"147.32.84.165",13038,Botnet,32,2,1
1313491800,"310.8510638297872","2.2395527446808505",menti,1,tcp,47,"147.32.84.165",14610,Botnet,30,2,1
1313491860,"216.22916666666666","3.311440208333334",menti,1,tcp,48,"147.32.84.165",10379,Botnet,28,2,1
1313491920,"414.53125","2.03390978125",menti,1,tcp,32,"147.32.84.165",13265,Botnet,30,2,1
1313491980,"231.3421052631579","1.5767584736842102",menti,1,tcp,38,"147.32.84.165",8791,Botnet,32,4,2
1313492040,"232.2608695652174","3.8493773913043485",menti,1,tcp,46,"147.32.84.165",10684,Botnet,24,3,2
1313492100,"361.15384615384613","2.6051683846153844",menti,1,tcp,39,"147.32.84.165",14085,Botnet,30,2,1
1313492160,"292.6","1.9833842400000001",menti,1,tcp,50,"147.32.84.165",14630,Botnet,43,2,1
1313492220,"240.61290322580646","0.9722309354838709",menti,1,tcp,31,"147.32.84.165",7459,Botnet,31,2,1
1313492280,"326.04761904761904","1.4155230238095238",menti,1,tcp,42,"147.32.84.165",13694,Botnet,41,2,1
1313492340,"348.5238095238095","2.9419287142857136",menti,1,tcp,42,"147.32.84.165",14638,Botnet,26,3,2
1313492400,"110.22222222222223","2.4616490555555557",menti,1,tcp,18,"147.32.84.165",1984,Botnet,10,1,1
1313492460,"389.70588235294116","1.9534867941176468",menti,1,tcp,34,"147.32.84.165",13250,Botnet,29,2,1
1313492520,"212.4418604651163","2.227161325581396",menti,1,tcp,43,"147.32.84.165",9135,Botnet,32,2,1
1313492580,"392.93939393939394","1.5294870303030303",menti,1,tcp,33,"147.32.84.165",12967,Botnet,32,2,1
1313492640,"322.15909090909093","1.3604369545454544",menti,1,tcp,44,"147.32.84.165",14175,Botnet,41,3,2
1313492700,"325.95238095238096","1.4156068095238095",menti,1,tcp,42,"147.32.84.165",13690,Botnet,40,2,1
1313492760,"265.1714285714286","4.028166485714286",menti,1,tcp,35,"147.32.84.165",9281,Botnet,26,2,1
1313492820,253,"0.7608824107142856",menti,1,tcp,56,"147.32.84.165",14168,Botnet,32,2,1
1313492880,"227.94285714285715","1.3538947714285716",menti,1,tcp,35,"147.32.84.165",7978,Botnet,34,2,1
1313492940,"321.51162790697674","1.52794",menti,1,tcp,43,"147.32.84.165",13825,Botnet,33,2,1
1313493000,"533.1666666666666","2.241787083333333",menti,1,tcp,12,"147.32.84.165",6398,Botnet,12,3,2
1313499180,"466.8","0.6121848000000001",sogou,1,udp,5,"147.32.84.165",2334,Botnet,3,3,2
1313499360,"374497.5714285714","38.473360408163266",sogou,1,tcp,49,"147.32.84.165",18350381,Botnet,14,2,2
1313499480,3254,"250.50106150000002",sogou,1,tcp,2,"147.32.84.165",6508,Botnet,2,2,2
1313499540,"3118.5","63.99033349999999",sogou,1,tcp,6,"147.32.84.165",18711,Botnet,1,1,1
1313499600,1009,"1.2005810000000001",sogou,1,tcp,1,"147.32.84.165",1009,Botnet,1,1,1
1313423520,"558.3333333333334","0.012658666666666667",virut,1,udp,3,"147.32.84.165",1675,Botnet,2,2,2
1313423580,"22081.625","142.745426875",virut,1,tcp,8,"147.32.84.165",176653,Botnet,4,2,2
1313423640,"6913.818181818182","3.646413757575757",virut,1,tcp,33,"147.32.84.165",228156,Botnet,15,4,2
1313423700,"4269.692307692308","7.192603269230769",virut,1,tcp,26,"147.32.84.165",111012,Botnet,24,3,2
1313423760,"1579.7333333333333","9.253229733333335",virut,1,tcp,15,"147.32.84.165",23696,Botnet,13,5,2
1313423820,"5715.2307692307695","45.978409923076924",virut,1,tcp,13,"147.32.84.165",74298,Botnet,11,4,2
1313423880,"39403.307692307695","4.323895800000002",virut,1,tcp,65,"147.32.84.165",2561215,Botnet,20,5,2
1313423940,"52352.40740740741","9.248774814814816",virut,1,tcp,27,"147.32.84.165",1413515,Botnet,10,4,1
1313424000,15148,"4.988125225",virut,1,tcp,40,"147.32.84.165",605920,Botnet,16,7,2
1313424060,"33661.41860465116","8.927028813953491",virut,1,tcp,43,"147.32.84.165",1447441,Botnet,17,7,2
1313424120,"16927.48717948718","14.370655666666666",virut,1,tcp,39,"147.32.84.165",660172,Botnet,16,7,2
