Country,Place,Start date,End date,Level,url,update,Confirmed
Sierra Leone,,2020-04-04,2020-05-06,National,https://www.garda.com/crisis24/news-alerts/338251/sierra-leone-three-day-lockdown-to-be-introduced-from-may-3-update-8,2020-05-27,True
Georgia,,2020-03-31,2020-06-01,National,https://civil.ge/archives/342486,2020-05-27,True
Libya,,2020-03-22,,National,https://www.libyaobserver.ly/news/pc-extends-curfew-reduces-restricted-hours,2020-05-27,False
Colombia,,2020-03-24,2020-05-25,National,https://www.elespectador.com/noticias/bogota/decretan-alerta-naranja-en-kennedy-localidad-mas-afectada-por-covid-19-en-bogota-articulo-918514,2020-05-27,True
Liberia,,2020-03-23,2020-04-11,Regional,https://www.liberianobserver.com/news/montserrado-margibi-lockdown-amid-covid-19-fears/,2020-05-27,True
Japan,,2020-04-07,2020-05-26,National,https://thediplomat.com/2020/05/japan-ends-coronavirus-state-of-emergency-aims-to-gradually-reopen-the-economy/,2020-05-27,True
Argentina,,2020-03-19,2020-06-07,National,https://www.france24.com/en/20200524-covid-19-argentina-extends-mandatory-lockdown-until-june-7,2020-05-27,True
Romania,,2020-03-25,2020-05-12,National,https://www.garda.com/crisis24/news-alerts/329636/romania-government-to-extend-covid-19-state-of-emergency-by-30-days-from-week-of-april-13-update-5,2020-05-27,True
Puerto Rico,,2020-03-15,2020-05-25,National,http://www.mondaq.com/operational-impacts-and-strategy/939836/governor-of-puerto-rico-extends-curfew-and-relaxes-lockdown,2020-05-27,True
Peru,,2020-03-16,2020-06-30,National,https://www.as-coa.org/articles/where-coronavirus-latin-america,2020-05-27,False
Philippines,,2020-03-15,2020-05-31,National,https://www.gmanetwork.com/news/news/nation/738392/metro-manila-laguna-cebu-city-shift-to-modified-ecq/story/,2020-05-27,True
United Kingdom,,2020-03-24,2020-06-15,National,https://www.bbc.co.uk/news/uk-52801727,2020-05-27,True
Nigeria,Ogun,2020-03-30,2020-05-11,City,https://www.pmnewsnigeria.com/2020/05/08/lockdown-abia-announces-gradual-relaxation/,2020-05-27,True
Nigeria,Lagos,2020-03-30,2020-05-11,City,https://www.pmnewsnigeria.com/2020/05/08/lockdown-abia-announces-gradual-relaxation/,2020-05-27,True
Nigeria,Abuja,2020-03-30,2020-05-11,City,https://www.pmnewsnigeria.com/2020/05/08/lockdown-abia-announces-gradual-relaxation/,2020-05-27,True
Netherlands,,2020-03-16,2020-06-01,National,https://www.bbc.co.uk/news/explainers-52575313,2020-05-27,True
Chile,,2020-03-19,2020-06-17,National,https://www.emol.com/noticias/Nacional/2020/03/18/980218/Presidente-decreta-estado-de-catastrofe.html,2020-06-11,True
Venezuela,,2020-03-17,,National,https://efectococuyo.com/coronavirus/venezuela-anuncia-plan-de-flexibilizacion-77-y-reporta-58-nuevos-casos-de-coronavirus-5jun/,2020-06-11,False
Singapore,,2020-04-07,2020-06-02,National,https://www.aa.com.tr/en/asia-pacific/singapore-to-lift-coronavirus-lockdown-in-3-phases/1847154,2020-06-11,True
United States,New York,2020-03-22,2020-06-10,State,https://nymag.com/intelligencer/2020/06/when-will-new-york-reopen-phases-and-full-plan-explained.html,2020-06-11,True
Armenia,,2020-03-24,2020-05-04,National,https://eurasianet.org/armenia-ends-lockdown-even-as-covid-cases-spiking,2020-06-11,True
Oman,2 Places,2020-04-10,2020-05-29,Regional,https://www.thearabianstories.com/2020/05/27/covid-19-checkpoints-in-wilayat-muttrah-to-continue-says-rop/,2020-06-11,True
United States,Hawaii,2020-03-25,2020-05-15,State,https://www.bizjournals.com/pacific/news/2020/05/05/ige-to-begin-first-phase-of-reopening-hawaii.html,2020-06-11,True
United States,Illinois,2020-03-21,2020-05-29,State,https://www.nbcchicago.com/news/local/when-could-phase-four-of-illinois-reopening-plan-begin/2286392/,2020-06-11,True
Nepal,,2020-03-24,2020-06-14,National,https://www.hindustantimes.com/world-news/nepal-government-to-ease-coronavirus-lockdown-in-some-areas/story-dnz5M6wKFSEMQ1b1oRsibK.html,2020-06-11,False
Algeria,,2020-03-22,2020-06-07,National,https://allafrica.com/stories/202006060117.html,2020-06-11,True
Mexico,Mexcio,2020-03-21,2020-06-01,National,https://www.as-coa.org/articles/mexico-kick-starts-its-reopening-plan,2020-06-11,True
Malaysia,,2020-03-18,2020-06-10,National,https://www.garda.com/crisis24/news-alerts/348781/malaysia-authorities-announce-easing-of-covid-19-measures-from-june-10-update-22,2020-06-11,True
Lithuania,,2020-03-16,2020-05-27,National,https://koronastop.lrv.lt/en/news/relaxing-lockdown-rules,2020-06-11,True
Morocco,,2020-03-19,2020-06-09,National,https://uk.reuters.com/article/us-health-coronavirus-morocco/morocco-to-ease-coronavirus-lockdown-measures-idUKKBN23G2ZH,2020-06-11,True
India,,2020-03-25,2020-06-08,National,https://www.theguardian.com/world/2020/jun/08/india-eases-coronavirus-lockdown-experts-warn-rising-infections,2020-06-11,True
Honduras,,2020-03-15,2020-06-14,National,https://www.asendiausa.com/asendia-insights/service-updates/honduras-continuation-lockdown-2/,2020-06-11,False
El Salvador,,2020-03-12,2020-06-18,National,https://www.elsalvador.com/noticias/nacional/covid-19-coronavirus/715083/2020/,2020-06-11,False
Ecuador,,2020-03-24,2020-06-03,National,https://www.eluniverso.com/noticias/2020/06/04/nota/7860942/quito-amarillo-reactivacion-industrias-buses-50-ocupacion,2020-06-11,True
Bangladesh,,2020-03-26,,National,https://www.aa.com.tr/en/asia-pacific/bangladesh-records-highest-daily-covid-19-deaths-cases/1870617,2020-06-11,False
United States,Michigan,2020-03-24,2020-05-27,State,https://www.mlive.com/public-interest/2020/05/michigan-malls-reopening-as-coronavirus-restrictions-loosen.html,2020-06-11,True
