source,"source_desc",field,"field_desc",notes
"ssef_data_indexes","indexes.conf",waitPeriodInSecsForManifestWrite,Waitperiodinsecsformanifestwrite,
"ssef_data_indexes","indexes.conf",warmToColdScript,Warmtocoldscript,
"ssef_data_inputs","inputs.conf","Splunk_Instance","Specifies the individual Splunk instance (e.g., a member of a cluster or standalone instance). In standalone mode, matches label.",
"ssef_data_inputs","inputs.conf",acceleration,Acceleration,
"ssef_data_inputs","inputs.conf","acl_removable","Indicates whether the knowledge object can be removed or deleted.",
"ssef_data_inputs","inputs.conf",app,"Splunk app context associated with data, showing which app generated or is associated with the data.",
"ssef_data_inputs","inputs.conf",author,"Owner of the Splunk knowledge object, e.g., owner of a scheduled job.",
"ssef_data_inputs","inputs.conf",blacklist,Blacklist,
"ssef_data_inputs","inputs.conf","connection_host","Connection Host",
"ssef_data_inputs","inputs.conf",crcSalt,Crcsalt,
"ssef_data_inputs","inputs.conf",description,"Human-readable description or documentation of the object",
"ssef_data_inputs","inputs.conf",disabled,"Flag indicating whether the object is disabled or enabled",
"ssef_data_inputs","inputs.conf",duration,Duration,
"ssef_data_inputs","inputs.conf",endtime,"Time or timestamp related to endtime",
"ssef_data_inputs","inputs.conf",exclude,Exclude,
"ssef_data_inputs","inputs.conf",group,Group,
"ssef_data_inputs","inputs.conf",host,"Host name or host identifier",
"ssef_data_inputs","inputs.conf","host_resolved","Host Resolved",
"ssef_data_inputs","inputs.conf","id_field","Id Field",
"ssef_data_inputs","inputs.conf","index_name","Name of the Splunk index",
"ssef_data_inputs","inputs.conf",interval,Interval,
"ssef_data_inputs","inputs.conf",label,"Represents the Splunk instance group or cluster, identifying the logical grouping or cluster such as a search head cluster, indexer cluster, or standalone instance.",
"ssef_data_inputs","inputs.conf",location,Location,
"ssef_data_inputs","inputs.conf",name,"Redacted identifier (host_role_id) for the Splunk instance or label, such as es-01, itsi-01, shc-01.",
"ssef_data_inputs","inputs.conf",path,"File system or logical path",
"ssef_data_inputs","inputs.conf",port,Port,
"ssef_data_inputs","inputs.conf",queue,Queue,
"ssef_data_inputs","inputs.conf",role,"Role of the Splunk instance (e.g., cluster_manager, cluster_peer, indexer, search_head, deployment_server, etc.).",
"ssef_data_inputs","inputs.conf",sharing,"Permission level (system, global, app, user) of the knowledge object. Indicates scope of the object.",
"ssef_data_inputs","inputs.conf","source_name","Source Name",
"ssef_data_inputs","inputs.conf","sourcetype_name","Sourcetype Name",
"ssef_data_inputs","inputs.conf",table,Table,
"ssef_data_inputs","inputs.conf",target,Target,
"ssef_data_inputs","inputs.conf",title,"A user-friendly display name or title for the knowledge object",
"ssef_data_inputs","inputs.conf",type,"Classification or category type of the object or configuration",
"ssef_data_inputs","inputs.conf",updated,"The timestamp when the knowledge object was last updated or modified",
"ssef_data_inputs","inputs.conf",whitelist,Whitelist,
"ssef_data_inputs_http","inputs.conf","Splunk_Instance","Specifies the individual Splunk instance (e.g., a member of a cluster or standalone instance). In standalone mode, matches label.",
"ssef_data_inputs_http","inputs.conf",app,"Splunk app context associated with data, showing which app generated or is associated with the data.",
"ssef_data_inputs_http","inputs.conf",dedicatedIoThreads,Dedicatediothreads,
"ssef_data_inputs_http","inputs.conf",disabled,"Flag indicating whether the object is disabled or enabled",
"ssef_data_inputs_http","inputs.conf",enableSSL,Enablessl,
"ssef_data_inputs_http","inputs.conf","index_name","Name of the Splunk index",
"ssef_data_inputs_http","inputs.conf",indexes,Indexes,
"ssef_data_inputs_http","inputs.conf",label,"Represents the Splunk instance group or cluster, identifying the logical grouping or cluster such as a search head cluster, indexer cluster, or standalone instance.",
"ssef_data_inputs_http","inputs.conf",maxSockets,Maxsockets,
"ssef_data_inputs_http","inputs.conf",maxThreads,Maxthreads,
"ssef_data_inputs_http","inputs.conf",name,"Redacted identifier (host_role_id) for the Splunk instance or label, such as es-01, itsi-01, shc-01.",
"ssef_data_inputs_http","inputs.conf",port,Port,
"ssef_data_inputs_http","inputs.conf",rcvbuf,Rcvbuf,
"ssef_data_inputs_http","inputs.conf",role,"Role of the Splunk instance (e.g., cluster_manager, cluster_peer, indexer, search_head, deployment_server, etc.).",
"ssef_data_inputs_http","inputs.conf","source_name","Source Name",
"ssef_data_inputs_http","inputs.conf","sourcetype_name","Sourcetype Name",
"ssef_data_inputs_http","inputs.conf",title,"A user-friendly display name or title for the knowledge object",
"ssef_data_inputs_http","inputs.conf",token,Token,
"ssef_data_inputs_http","inputs.conf","token_name","Token Name",
"ssef_data_inputs_http","inputs.conf",useACK,Useack,
"ssef_data_inputs_http","inputs.conf",useDeploymentServer,Usedeploymentserver,
"ssef_data_macros","macros.conf","Splunk_Instance","Specifies the individual Splunk instance (e.g., a member of a cluster or standalone instance). In standalone mode, matches label.",
"ssef_data_macros","macros.conf","acl_perms_read","Read permissions for the knowledge object, indicating who can view or access the object.",
"ssef_data_macros","macros.conf","acl_perms_write","Write permissions for the knowledge object, indicating who can modify the object.",
"ssef_data_macros","macros.conf","acl_removable","Indicates whether the knowledge object can be removed or deleted.",
"ssef_data_macros","macros.conf",app,"Splunk app context associated with data, showing which app generated or is associated with the data.",
"ssef_data_macros","macros.conf",args,Args,
"ssef_data_macros","macros.conf",author,"Owner of the Splunk knowledge object, e.g., owner of a scheduled job.",
"ssef_data_macros","macros.conf",definition,Definition,
"ssef_data_macros","macros.conf",description,"Human-readable description or documentation of the object",
"ssef_data_macros","macros.conf",disabled,"Flag indicating whether the object is disabled or enabled",
"ssef_data_macros","macros.conf",errormsg,Errormsg,
"ssef_data_macros","macros.conf",iseval,Iseval,
"ssef_data_macros","macros.conf",label,"Represents the Splunk instance group or cluster, identifying the logical grouping or cluster such as a search head cluster, indexer cluster, or standalone instance.",
"ssef_data_macros","macros.conf",name,"Redacted identifier (host_role_id) for the Splunk instance or label, such as es-01, itsi-01, shc-01.",
"ssef_data_macros","macros.conf",role,"Role of the Splunk instance (e.g., cluster_manager, cluster_peer, indexer, search_head, deployment_server, etc.).",
"ssef_data_macros","macros.conf",sharing,"Permission level (system, global, app, user) of the knowledge object. Indicates scope of the object.",
"ssef_data_macros","macros.conf",title,"A user-friendly display name or title for the knowledge object",
"ssef_data_macros","macros.conf",updated,"The timestamp when the knowledge object was last updated or modified",
"ssef_data_macros","macros.conf",validation,Validation,
"ssef_data_models","datamodels.conf","Splunk_Instance","Specifies the individual Splunk instance (e.g., a member of a cluster or standalone instance). In standalone mode, matches label.",
"ssef_data_models","datamodels.conf",acceleration,Acceleration,
"ssef_data_models","datamodels.conf","acl_perms_read","Read permissions for the knowledge object, indicating who can view or access the object.",
"ssef_data_models","datamodels.conf","acl_perms_write","Write permissions for the knowledge object, indicating who can modify the object.",
"ssef_data_models","datamodels.conf","acl_removable","Indicates whether the knowledge object can be removed or deleted.",
"ssef_data_models","datamodels.conf","allow_old_summaries","Allow Old Summaries",
"ssef_data_models","datamodels.conf","allow_skew","Allow Skew",
"ssef_data_models","datamodels.conf",app,"Splunk app context associated with data, showing which app generated or is associated with the data.",
"ssef_data_models","datamodels.conf",author,"Owner of the Splunk knowledge object, e.g., owner of a scheduled job.",
"ssef_data_models","datamodels.conf",baseSearch,Basesearch,
"ssef_data_models","datamodels.conf","cron_schedule","Cron-formatted schedule expression",
"ssef_data_models","datamodels.conf","dataset_type","Dataset Type",
"ssef_data_models","datamodels.conf",description,"Human-readable description or documentation of the object",
"ssef_data_models","datamodels.conf",disabled,"Flag indicating whether the object is disabled or enabled",
"ssef_data_models","datamodels.conf","earliest_time","Time or timestamp related to earliest",
"ssef_data_models","datamodels.conf",fast,Fast,
"ssef_data_models","datamodels.conf",label,"Represents the Splunk instance group or cluster, identifying the logical grouping or cluster such as a search head cluster, indexer cluster, or standalone instance.",
"ssef_data_models","datamodels.conf","manual_rebuilds","Manual Rebuilds",
"ssef_data_models","datamodels.conf","max_concurrent","Maximum limit for concurrent",
"ssef_data_models","datamodels.conf","max_time","Maximum limit for time",
"ssef_data_models","datamodels.conf",name,"Redacted identifier (host_role_id) for the Splunk instance or label, such as es-01, itsi-01, shc-01.",
"ssef_data_models","datamodels.conf","poll_buckets_until_maxtime","Time or timestamp related to poll buckets until maxtime",
"ssef_data_models","datamodels.conf",role,"Role of the Splunk instance (e.g., cluster_manager, cluster_peer, indexer, search_head, deployment_server, etc.).",
"ssef_data_models","datamodels.conf",sharing,"Permission level (system, global, app, user) of the knowledge object. Indicates scope of the object.",
"ssef_data_models","datamodels.conf",title,"A user-friendly display name or title for the knowledge object",
"ssef_data_models","datamodels.conf",updated,"The timestamp when the knowledge object was last updated or modified",
"ssef_data_models","datamodels.conf","workload_pool","Resource allocation pool or workload pool name",
"ssef_data_props_calcfields","props.conf","Splunk_Instance","Specifies the individual Splunk instance (e.g., a member of a cluster or standalone instance). In standalone mode, matches label.",
"ssef_data_props_calcfields","props.conf","acl_perms_read","Read permissions for the knowledge object, indicating who can view or access the object.",
"ssef_data_props_calcfields","props.conf","acl_perms_write","Write permissions for the knowledge object, indicating who can modify the object.",
"ssef_data_props_calcfields","props.conf","acl_removable","Indicates whether the knowledge object can be removed or deleted.",
"ssef_data_props_calcfields","props.conf",app,"Splunk app context associated with data, showing which app generated or is associated with the data.",
"ssef_data_props_calcfields","props.conf",author,"Owner of the Splunk knowledge object, e.g., owner of a scheduled job.",
"ssef_data_props_calcfields","props.conf",label,"Represents the Splunk instance group or cluster, identifying the logical grouping or cluster such as a search head cluster, indexer cluster, or standalone instance.",
"ssef_data_props_calcfields","props.conf",name,"Redacted identifier (host_role_id) for the Splunk instance or label, such as es-01, itsi-01, shc-01.",
"ssef_data_props_calcfields","props.conf",role,"Role of the Splunk instance (e.g., cluster_manager, cluster_peer, indexer, search_head, deployment_server, etc.).",
"ssef_data_props_calcfields","props.conf",sharing,"Permission level (system, global, app, user) of the knowledge object. Indicates scope of the object.",
"ssef_data_props_calcfields","props.conf",stanza,"Configuration stanza or section name from conf files",
"ssef_data_props_calcfields","props.conf",title,"A user-friendly display name or title for the knowledge object",
"ssef_data_props_calcfields","props.conf",updated,"The timestamp when the knowledge object was last updated or modified",
"ssef_data_props_calcfields","props.conf",value,"Field value or configuration value",
"ssef_data_props_extractions","props.conf","Splunk_Instance","Specifies the individual Splunk instance (e.g., a member of a cluster or standalone instance). In standalone mode, matches label.",
"ssef_data_props_extractions","props.conf","acl_perms_read","Read permissions for the knowledge object, indicating who can view or access the object.",
"ssef_data_props_extractions","props.conf","acl_perms_write","Write permissions for the knowledge object, indicating who can modify the object.",
"ssef_data_props_extractions","props.conf","acl_removable","Indicates whether the knowledge object can be removed or deleted.",
"ssef_data_props_extractions","props.conf",app,"Splunk app context associated with data, showing which app generated or is associated with the data.",
"ssef_data_props_extractions","props.conf",attribute,Attribute,
"ssef_data_props_extractions","props.conf",author,"Owner of the Splunk knowledge object, e.g., owner of a scheduled job.",
"ssef_data_props_extractions","props.conf",label,"Represents the Splunk instance group or cluster, identifying the logical grouping or cluster such as a search head cluster, indexer cluster, or standalone instance.",
"ssef_data_props_extractions","props.conf",name,"Redacted identifier (host_role_id) for the Splunk instance or label, such as es-01, itsi-01, shc-01.",
"ssef_data_props_extractions","props.conf",role,"Role of the Splunk instance (e.g., cluster_manager, cluster_peer, indexer, search_head, deployment_server, etc.).",
"ssef_data_props_extractions","props.conf",sharing,"Permission level (system, global, app, user) of the knowledge object. Indicates scope of the object.",
"ssef_data_props_extractions","props.conf",stanza,"Configuration stanza or section name from conf files",
"ssef_data_props_extractions","props.conf",type,"Classification or category type of the object or configuration",
"ssef_data_props_extractions","props.conf",updated,"The timestamp when the knowledge object was last updated or modified",
"ssef_data_props_extractions","props.conf",value,"Field value or configuration value",
"ssef_data_props_fieldaliases","props.conf","Splunk_Instance","Specifies the individual Splunk instance (e.g., a member of a cluster or standalone instance). In standalone mode, matches label.",
"ssef_data_props_fieldaliases","props.conf","acl_perms_read","Read permissions for the knowledge object, indicating who can view or access the object.",
"ssef_data_props_fieldaliases","props.conf","acl_perms_write","Write permissions for the knowledge object, indicating who can modify the object.",
"ssef_data_props_fieldaliases","props.conf","acl_removable","Indicates whether the knowledge object can be removed or deleted.",
"ssef_data_props_fieldaliases","props.conf",app,"Splunk app context associated with data, showing which app generated or is associated with the data.",
"ssef_data_props_fieldaliases","props.conf",attribute,Attribute,
"ssef_data_props_fieldaliases","props.conf",author,"Owner of the Splunk knowledge object, e.g., owner of a scheduled job.",
"ssef_data_props_fieldaliases","props.conf",label,"Represents the Splunk instance group or cluster, identifying the logical grouping or cluster such as a search head cluster, indexer cluster, or standalone instance.",
"ssef_data_props_fieldaliases","props.conf",name,"Redacted identifier (host_role_id) for the Splunk instance or label, such as es-01, itsi-01, shc-01.",
"ssef_data_props_fieldaliases","props.conf",role,"Role of the Splunk instance (e.g., cluster_manager, cluster_peer, indexer, search_head, deployment_server, etc.).",
"ssef_data_props_fieldaliases","props.conf",sharing,"Permission level (system, global, app, user) of the knowledge object. Indicates scope of the object.",
"ssef_data_props_fieldaliases","props.conf",stanza,"Configuration stanza or section name from conf files",
"ssef_data_props_fieldaliases","props.conf",updated,"The timestamp when the knowledge object was last updated or modified",
"ssef_data_props_fieldaliases","props.conf",value,"Field value or configuration value",
"ssef_data_props_lookups","props.conf","Splunk_Instance","Specifies the individual Splunk instance (e.g., a member of a cluster or standalone instance). In standalone mode, matches label.",
"ssef_data_props_lookups","props.conf","acl_perms_read","Read permissions for the knowledge object, indicating who can view or access the object.",
"ssef_data_props_lookups","props.conf","acl_perms_write","Write permissions for the knowledge object, indicating who can modify the object.",
"ssef_data_props_lookups","props.conf","acl_removable","Indicates whether the knowledge object can be removed or deleted.",
"ssef_data_props_lookups","props.conf",app,"Splunk app context associated with data, showing which app generated or is associated with the data.",
"ssef_data_props_lookups","props.conf",attribute,Attribute,
"ssef_data_props_lookups","props.conf",author,"Owner of the Splunk knowledge object, e.g., owner of a scheduled job.",
"ssef_data_props_lookups","props.conf",label,"Represents the Splunk instance group or cluster, identifying the logical grouping or cluster such as a search head cluster, indexer cluster, or standalone instance.",
"ssef_data_props_lookups","props.conf",name,"Redacted identifier (host_role_id) for the Splunk instance or label, such as es-01, itsi-01, shc-01.",
"ssef_data_props_lookups","props.conf",overwrite,Overwrite,
"ssef_data_props_lookups","props.conf",role,"Role of the Splunk instance (e.g., cluster_manager, cluster_peer, indexer, search_head, deployment_server, etc.).",
"ssef_data_props_lookups","props.conf",sharing,"Permission level (system, global, app, user) of the knowledge object. Indicates scope of the object.",
"ssef_data_props_lookups","props.conf",stanza,"Configuration stanza or section name from conf files",
"ssef_data_props_lookups","props.conf",transform,Transform,
"ssef_data_props_lookups","props.conf",updated,"The timestamp when the knowledge object was last updated or modified",
"ssef_data_props_lookups","props.conf",value,"Field value or configuration value",
"ssef_data_props_sourcetype_rename","props.conf","Splunk_Instance","Specifies the individual Splunk instance (e.g., a member of a cluster or standalone instance). In standalone mode, matches label.",
"ssef_data_props_sourcetype_rename","props.conf","acl_perms_read","Read permissions for the knowledge object, indicating who can view or access the object.",
"ssef_data_props_sourcetype_rename","props.conf","acl_perms_write","Write permissions for the knowledge object, indicating who can modify the object.",
"ssef_data_props_sourcetype_rename","props.conf","acl_removable","Indicates whether the knowledge object can be removed or deleted.",
"ssef_data_props_sourcetype_rename","props.conf",app,"Splunk app context associated with data, showing which app generated or is associated with the data.",
"ssef_data_props_sourcetype_rename","props.conf",author,"Owner of the Splunk knowledge object, e.g., owner of a scheduled job.",
"ssef_data_props_sourcetype_rename","props.conf",label,"Represents the Splunk instance group or cluster, identifying the logical grouping or cluster such as a search head cluster, indexer cluster, or standalone instance.",
"ssef_data_props_sourcetype_rename","props.conf",name,"Redacted identifier (host_role_id) for the Splunk instance or label, such as es-01, itsi-01, shc-01.",
"ssef_data_props_sourcetype_rename","props.conf",role,"Role of the Splunk instance (e.g., cluster_manager, cluster_peer, indexer, search_head, deployment_server, etc.).",
"ssef_data_props_sourcetype_rename","props.conf",sharing,"Permission level (system, global, app, user) of the knowledge object. Indicates scope of the object.",
"ssef_data_props_sourcetype_rename","props.conf",stanza,"Configuration stanza or section name from conf files",
"ssef_data_props_sourcetype_rename","props.conf",title,"A user-friendly display name or title for the knowledge object",
"ssef_data_props_sourcetype_rename","props.conf",updated,"The timestamp when the knowledge object was last updated or modified",
"ssef_data_props_sourcetype_rename","props.conf",value,"Field value or configuration value",
"ssef_data_transforms_extractions","transforms.conf","CLEAN_KEYS","Clean Keys",
"ssef_data_transforms_extractions","transforms.conf",DELIMS,"Delimiter characters used for field separation",
"ssef_data_transforms_extractions","transforms.conf","DEST_KEY","Destination key or target field name",
"ssef_data_transforms_extractions","transforms.conf",FIELDS,Fields,
"ssef_data_transforms_extractions","transforms.conf",FORMAT,Format,
"ssef_data_transforms_extractions","transforms.conf","MV_ADD","Mv Add",
"ssef_data_transforms_extractions","transforms.conf",REGEX,Regex,
"ssef_data_transforms_extractions","transforms.conf","REPEAT_MATCH","Repeat Match",
"ssef_data_transforms_extractions","transforms.conf","SOURCE_KEY","Source Key",
"ssef_data_transforms_extractions","transforms.conf","Splunk_Instance","Specifies the individual Splunk instance (e.g., a member of a cluster or standalone instance). In standalone mode, matches label.",
"ssef_data_transforms_extractions","transforms.conf",Type,"Classification or category type of the object or configuration",
"ssef_data_transforms_extractions","transforms.conf","WRITE_META","Write Meta",
"ssef_data_transforms_extractions","transforms.conf","acl_perms_read","Read permissions for the knowledge object, indicating who can view or access the object.",
"ssef_data_transforms_extractions","transforms.conf","acl_perms_write","Write permissions for the knowledge object, indicating who can modify the object.",
"ssef_data_transforms_extractions","transforms.conf","acl_removable","Indicates whether the knowledge object can be removed or deleted.",
"ssef_data_transforms_extractions","transforms.conf",app,"Splunk app context associated with data, showing which app generated or is associated with the data.",
"ssef_data_transforms_extractions","transforms.conf",author,"Owner of the Splunk knowledge object, e.g., owner of a scheduled job.",
"ssef_data_transforms_extractions","transforms.conf",disabled,"Flag indicating whether the object is disabled or enabled",
"ssef_data_transforms_extractions","transforms.conf",label,"Represents the Splunk instance group or cluster, identifying the logical grouping or cluster such as a search head cluster, indexer cluster, or standalone instance.",
"ssef_data_transforms_extractions","transforms.conf",name,"Redacted identifier (host_role_id) for the Splunk instance or label, such as es-01, itsi-01, shc-01.",
"ssef_data_transforms_extractions","transforms.conf",role,"Role of the Splunk instance (e.g., cluster_manager, cluster_peer, indexer, search_head, deployment_server, etc.).",
"ssef_data_transforms_extractions","transforms.conf",sharing,"Permission level (system, global, app, user) of the knowledge object. Indicates scope of the object.",
"ssef_data_transforms_extractions","transforms.conf",title,"A user-friendly display name or title for the knowledge object",
"ssef_data_transforms_extractions","transforms.conf",updated,"The timestamp when the knowledge object was last updated or modified",
"ssef_data_ui_views",,BaseSearch,Basesearch,
"ssef_data_ui_views",,"Splunk_Instance","Specifies the individual Splunk instance (e.g., a member of a cluster or standalone instance). In standalone mode, matches label.",
"ssef_data_ui_views",,"acl_perms","Acl Perms",
"ssef_data_ui_views",,"acl_perms_read","Read permissions for the knowledge object, indicating who can view or access the object.",
"ssef_data_ui_views",,"acl_perms_write","Write permissions for the knowledge object, indicating who can modify the object.",
"ssef_data_ui_views",,"acl_removable","Indicates whether the knowledge object can be removed or deleted.",
"ssef_data_ui_views",,app,"Splunk app context associated with data, showing which app generated or is associated with the data.",
"ssef_data_ui_views",,author,"Owner of the Splunk knowledge object, e.g., owner of a scheduled job.",
"ssef_data_ui_views",,autoRun,Autorun,
"ssef_data_ui_views",,"auto_refresh_delay","Auto Refresh Delay",
"ssef_data_ui_views",,"classic_search_block","Classic Search Block",
"ssef_data_ui_views",,"dashboard_reference","Dashboard Reference",
"ssef_data_ui_views",,"dashboard_size","Dashboard Size",
"ssef_data_ui_views",,"datamodel_reference","Datamodel Reference",
"ssef_data_ui_views",,description,"Human-readable description or documentation of the object",
"ssef_data_ui_views",,"embed_enabled","Status or flag for embed d",
"ssef_data_ui_views",,"embed_expiry","Embed Expiry",
"ssef_data_ui_views",,"eventtype_reference","Eventtype Reference",
"ssef_data_ui_views",,"index_reference","Index Reference",
"ssef_data_ui_views",,"is_time_selector","Status or flag for time selector",
"ssef_data_ui_views",,label,"Represents the Splunk instance group or cluster, identifying the logical grouping or cluster such as a search head cluster, indexer cluster, or standalone instance.",
"ssef_data_ui_views",,location,Location,
"ssef_data_ui_views",,"lookup_reference","Lookup Reference",
"ssef_data_ui_views",,"macro_reference","Macro Reference",
"ssef_data_ui_views",,name,"Redacted identifier (host_role_id) for the Splunk instance or label, such as es-01, itsi-01, shc-01.",
"ssef_data_ui_views",,"newly_added","Newly Added",
"ssef_data_ui_views",,"num_panels","Count or total of panels",
"ssef_data_ui_views",,"panel_title","Panel Title",
"ssef_data_ui_views",,"report_reference","Report Reference",
"ssef_data_ui_views",,"rest_reference","Rest Reference",
"ssef_data_ui_views",,role,"Role of the Splunk instance (e.g., cluster_manager, cluster_peer, indexer, search_head, deployment_server, etc.).",
"ssef_data_ui_views",,rootNode,Rootnode,
"ssef_data_ui_views",,search,"SPL search query or search expression",
"ssef_data_ui_views",,sharing,"Permission level (system, global, app, user) of the knowledge object. Indicates scope of the object.",
"ssef_data_ui_views",,"source_reference","Source Reference",
"ssef_data_ui_views",,"sourcetype_reference","Sourcetype Reference",
"ssef_data_ui_views",,submitButton,Submitbutton,
"ssef_data_ui_views",,tags,"List of tags or labels",
"ssef_data_ui_views",,"time_range","Time or timestamp related to time range",
"ssef_data_ui_views",,"time_selector","Time or timestamp related to time selector",
"ssef_data_ui_views",,type,"Classification or category type of the object or configuration",
"ssef_data_ui_views",,updated,"The timestamp when the knowledge object was last updated or modified",
"ssef_data_ui_views",,version,"Version number or identifier of the object",
"ssef_data_ui_views",,"view_label","View Label",
"ssef_data_ui_views",,"view_name","View Name",
"ssef_data_ui_views_backup","views.conf","Splunk_Instance","Specifies the individual Splunk instance (e.g., a member of a cluster or standalone instance). In standalone mode, matches label.",
"ssef_data_ui_views_backup","views.conf",app,"Splunk app context associated with data, showing which app generated or is associated with the data.",
"ssef_data_ui_views_backup","views.conf",author,"Owner of the Splunk knowledge object, e.g., owner of a scheduled job.",
"ssef_data_ui_views_backup","views.conf",data,Data,
"ssef_data_ui_views_backup","views.conf",description,"Human-readable description or documentation of the object",
"ssef_data_ui_views_backup","views.conf",label,"Represents the Splunk instance group or cluster, identifying the logical grouping or cluster such as a search head cluster, indexer cluster, or standalone instance.",
"ssef_data_ui_views_backup","views.conf",role,"Role of the Splunk instance (e.g., cluster_manager, cluster_peer, indexer, search_head, deployment_server, etc.).",
"ssef_data_ui_views_backup","views.conf",sharing,"Permission level (system, global, app, user) of the knowledge object. Indicates scope of the object.",
"ssef_data_ui_views_backup","views.conf",updated,"The timestamp when the knowledge object was last updated or modified",
"ssef_data_ui_views_backup","views.conf","view_label","View Label",
"ssef_data_ui_views_backup","views.conf","view_name","View Name",
"ssef_deployment_server_applications",,"Splunk_Instance","Specifies the individual Splunk instance (e.g., a member of a cluster or standalone instance). In standalone mode, matches label.",
"ssef_deployment_server_applications",,app,"Splunk app context associated with data, showing which app generated or is associated with the data.",
"ssef_deployment_server_applications",,checksum,Checksum,
"ssef_deployment_server_applications",,excludeFromUpdate,"Time or timestamp related to excludefromupdate",
"ssef_deployment_server_applications",,issueReload,Issuereload,
"ssef_deployment_server_applications",,label,"Represents the Splunk instance group or cluster, identifying the logical grouping or cluster such as a search head cluster, indexer cluster, or standalone instance.",
"ssef_deployment_server_applications",,loadtime,"Time or timestamp related to loadtime",
"ssef_deployment_server_applications",,name,"Redacted identifier (host_role_id) for the Splunk instance or label, such as es-01, itsi-01, shc-01.",
"ssef_deployment_server_applications",,restartIfNeeded,Restartifneeded,
"ssef_deployment_server_applications",,restartSplunkWeb,Restartsplunkweb,
"ssef_deployment_server_applications",,restartSplunkd,Restartsplunkd,
"ssef_deployment_server_applications",,role,"Role of the Splunk instance (e.g., cluster_manager, cluster_peer, indexer, search_head, deployment_server, etc.).",
"ssef_deployment_server_applications",,serverclasses,Serverclasses,
"ssef_deployment_server_applications",,size,Size,
"ssef_deployment_server_applications",,stateOnClient,Stateonclient,
"ssef_distsearch_replication","distsearch.conf","Splunk_Instance","Specifies the individual Splunk instance (e.g., a member of a cluster or standalone instance). In standalone mode, matches label.",
"ssef_distsearch_replication","distsearch.conf",label,"Represents the Splunk instance group or cluster, identifying the logical grouping or cluster such as a search head cluster, indexer cluster, or standalone instance.",
"ssef_distsearch_replication","distsearch.conf",name,"Redacted identifier (host_role_id) for the Splunk instance or label, such as es-01, itsi-01, shc-01.",
"ssef_distsearch_replication","distsearch.conf","property_name","Property Name",
"ssef_distsearch_replication","distsearch.conf","property_value","Property Value",
"ssef_distsearch_replication","distsearch.conf",role,"Role of the Splunk instance (e.g., cluster_manager, cluster_peer, indexer, search_head, deployment_server, etc.).",
"ssef_distsearch_replication","distsearch.conf",stanza,"Configuration stanza or section name from conf files",
"ssef_entitlements_csv_lookup","IS4S Specific",entitlement,Entitlement,
"ssef_entitlements_csv_lookup","IS4S Specific",type,"Classification or category type of the object or configuration",
"ssef_entitlements_csv_lookup","IS4S Specific","yearly_cost","Yearly Cost",
"ssef_environment_secure_protocol_deprecation","IS4S Specific","conf_file","Conf File",
"ssef_environment_secure_protocol_deprecation","IS4S Specific","conf_stanza","Conf Stanza",
"ssef_environment_secure_protocol_deprecation","IS4S Specific","dc_instance","Data collection instance or data connector instance identifier",
"ssef_environment_secure_protocol_deprecation","IS4S Specific",label,"Represents the Splunk instance group or cluster, identifying the logical grouping or cluster such as a search head cluster, indexer cluster, or standalone instance.",
"ssef_environment_secure_protocol_deprecation","IS4S Specific",name,"Redacted identifier (host_role_id) for the Splunk instance or label, such as es-01, itsi-01, shc-01.",
"ssef_environment_secure_protocol_deprecation","IS4S Specific",sslVersions,Sslversions,
"ssef_environment_secure_protocol_deprecation","IS4S Specific",sslVersionsForClient,Sslversionsforclient,
"ssef_es_notable_events_summary_statistics","See ES Documentation","disposition_label","Disposition Label",
"ssef_es_notable_events_summary_statistics","See ES Documentation",label,"Represents the Splunk instance group or cluster, identifying the logical grouping or cluster such as a search head cluster, indexer cluster, or standalone instance.",
"ssef_es_notable_events_summary_statistics","See ES Documentation","num_dest","Count or total of dest",
"ssef_es_notable_events_summary_statistics","See ES Documentation","num_dvc","Count or total of dvc",
"ssef_es_notable_events_summary_statistics","See ES Documentation","num_event_id","Count or total of event id",
"ssef_es_notable_events_summary_statistics","See ES Documentation","num_normalized_risk_object","Count or total of normalized risk object",
"ssef_es_notable_events_summary_statistics","See ES Documentation","num_owner","Count or total of owner",
"ssef_es_notable_events_summary_statistics","See ES Documentation","num_src","Count or total of src",
"ssef_es_notable_events_summary_statistics","See ES Documentation","num_src_user","Count or total of src user",
"ssef_es_notable_events_summary_statistics","See ES Documentation","num_user","Count or total of user",
"ssef_es_notable_events_summary_statistics","See ES Documentation","security_domain","Security Domain",
"ssef_es_notable_events_summary_statistics","See ES Documentation","source_name","Source Name",
"ssef_es_notable_events_summary_statistics","See ES Documentation","status_label","Status Label",
"ssef_es_notable_events_summary_statistics","See ES Documentation","sum_is_suppressed","Status or flag for sum suppressed",
"ssef_es_notable_events_summary_statistics","See ES Documentation",urgency,Urgency,
"ssef_ia4s_apps_app_activities","IS4S Specific","app_name","Name of the Splunk application",
"ssef_ia4s_apps_app_activities","IS4S Specific",label,"Represents the Splunk instance group or cluster, identifying the logical grouping or cluster such as a search head cluster, indexer cluster, or standalone instance.",
"ssef_ia4s_apps_app_activities","IS4S Specific",name,"Redacted identifier (host_role_id) for the Splunk instance or label, such as es-01, itsi-01, shc-01.",
"ssef_ia4s_apps_app_activities","IS4S Specific","num_apps_created","Count or total of apps created",
"ssef_ia4s_apps_app_activities","IS4S Specific","num_apps_modified","Count or total of apps modified",
