state,city,lat,lon
CA,West Sacramento,38.554368,-121.548663
CA,Westside,36.404202,-120.134326
CA,West Whittier-Los Nietos,33.976001,-118.068925
CA,Westwood,40.305210,-121.004754
CA,Wheatland,39.031163,-121.389996
CA,Whitehawk,39.720609,-120.553583
CA,Whitewater,33.935590,-116.687212
CA,Whitley Gardens,35.656322,-120.508112
CA,Whittier,33.966827,-118.020122
CA,Wildomar,33.617278,-117.258248
CA,Wilkerson,37.277339,-118.391588
CA,Williams,39.148678,-122.137250
CA,Willits,39.405006,-123.348889
CA,Willowbrook,33.918932,-118.236045
CA,Willow Creek,40.939131,-123.636666
CA,Willows,39.514752,-122.199178
CA,Wilsonia,36.734598,-118.955847
CA,Wilton,38.412977,-121.212718
CA,Winchester,33.714723,-117.077214
CA,Windsor,38.542099,-122.808613
CA,Winter Gardens,32.837527,-116.926565
CA,Winterhaven,32.737183,-114.637798
CA,Winters,38.533271,-121.975473
CA,Winton,37.385427,-120.617364
CA,Wofford Heights,35.714970,-118.472683
CA,Woodacre,38.005174,-122.638310
CA,Woodbridge,38.173556,-121.312247
CA,Woodcrest,33.878930,-117.368605
CA,Woodlake,36.412825,-119.099530
CA,Woodland,38.671169,-121.750029
CA,Woodlands,35.028873,-120.552393
CA,Woodside,37.422155,-122.259084
CA,Woodville,36.089855,-119.204997
CA,Wrightwood,34.346014,-117.627453
CA,Yankee Hill,39.696339,-121.516542
CA,Yettem,36.486533,-119.254885
CA,Yolo,38.740509,-121.809313
CA,Yorba Linda,33.886971,-117.772590
CA,Yosemite Lakes,37.185358,-119.772122
CA,Yosemite Valley,37.742523,-119.577626
CA,Yountville,38.395528,-122.366916
CA,Yreka,41.724033,-122.631570
CA,Yuba City,39.138588,-121.639661
CA,Yucaipa,34.033523,-117.042610
CA,Yucca Valley,34.123089,-116.421481
CA,Zayante,37.088870,-122.041360
CO,Acres Green,39.555780,-104.895715
CO,Aetna Estates,39.738127,-104.673234
CO,Aguilar,37.403626,-104.655036
CO,Air Force Academy,38.994185,-104.863922
CO,Akron,40.164382,-103.220685
CO,Alamosa,37.474528,-105.876956
CO,Alamosa East,37.476689,-105.839676
CO,Allenspark,40.231281,-105.517986
CO,Alma,39.286135,-106.066293
CO,Alpine,37.687809,-106.586105
CO,Altona,40.121928,-105.296165
CO,Amherst,40.683158,-102.172609
CO,Antonito,37.076605,-106.010222
CO,Applewood,39.747422,-105.172968
CO,Arboles,37.020861,-107.421744
CO,Aristocrat Ranchettes,40.109600,-104.754950
CO,Arriba,39.284058,-103.273902
CO,Arvada,39.833728,-105.150306
CO,Aspen,39.194951,-106.837002
CO,Aspen Park,39.542654,-105.296307
CO,Atwood,40.550477,-103.274598
CO,Ault,40.587418,-104.738342
CO,Aurora,39.688002,-104.689740
CO,Avon,39.641797,-106.515877
CO,Avondale,38.231836,-104.340881
CO,Bark Ranch,40.117803,-105.440718
CO,Basalt,39.358174,-107.018557
CO,Battlement Mesa,39.452767,-108.003940
CO,Bayfield,37.235248,-107.594814
CO,Bennett,39.745990,-104.442841
CO,Berkley,39.807493,-105.029129
CO,Berthoud,40.284675,-104.965515
CO,Bethune,39.303822,-102.423414
CO,Beulah Valley,38.052867,-104.979195
CO,Black Forest,39.063647,-104.679610
CO,Black Hawk,39.804282,-105.494536
CO,Blanca,37.439281,-105.513526
CO,Blende,38.252726,-104.566267
CO,Blue River,39.448494,-106.036774
CO,Blue Sky,40.300094,-103.805528
CO,Bonanza,38.296607,-106.141873
CO,Bonanza Mountain Estates,39.976890,-105.479577
CO,Boone,38.250445,-104.260792
CO,Boulder,40.026968,-105.251926
CO,Bow Mar,39.626594,-105.050914
CO,Brandon,38.446400,-102.441155
CO,Branson,37.015493,-103.883777
CO,Breckenridge,39.499623,-106.043288
CO,Brick Center,39.591236,-104.460798
CO,Brighton,39.964790,-104.796581
CO,Brookside,38.413543,-105.191060
CO,Broomfield,39.953302,-105.052038
CO,Brush,40.258136,-103.632160
CO,Buena Vista,38.829331,-106.139513
CO,Burlington,39.304491,-102.271463
CO,Byers,39.709435,-104.212848
CO,Calhan,39.034438,-104.299139
CO,Campo,37.104711,-102.578798
CO,Cañon City,38.441889,-105.220891
CO,Canon City,38.441889,-105.220891
CO,Capulin,37.281886,-106.104946
CO,Carbondale,39.394616,-107.214475
CO,Cascade-Chipita Park,38.948086,-104.997846
CO,Castle Pines,39.462513,-104.870621
CO,Castle Pines Village,39.442052,-104.897150
CO,Castle Rock,39.376087,-104.853611
CO,Cathedral,38.083629,-107.030681
CO,Catherine,39.403756,-107.144961
CO,Cattle Creek,39.466634,-107.259917
CO,Cedaredge,38.894137,-107.925498
CO,Centennial,39.590568,-104.869118
CO,Center,37.751351,-106.110195
CO,Central City,39.795790,-105.514835
CO,Chacra,39.578397,-107.454907
CO,Cheraw,38.108104,-103.510926
CO,Cherry Creek,39.609464,-104.864480
CO,Cherry Hills Village,39.637418,-104.947470
CO,Cheyenne Wells,38.819202,-102.352030
CO,Cimarron Hills,38.859119,-104.699571
CO,City of Creede,37.848785,-106.925288
CO,Clifton,39.076582,-108.460316
CO,Coal Creek,39.904693,-105.372136
CO,Coal Creek,38.362038,-105.141782
CO,Coaldale,38.356290,-105.815473
CO,Cokedale,37.144223,-104.621590
CO,Collbran,39.240016,-107.963956
CO,Colona,38.327510,-107.779306
CO,Colorado City,37.936651,-104.845601
CO,Colorado Springs,38.867255,-104.760749
CO,Columbine,39.588586,-105.069180
CO,Columbine Valley,39.599580,-105.030771
CO,Comanche Creek,39.606144,-104.335836
CO,Commerce City,39.882968,-104.795452
CO,Conejos,37.087257,-106.015993
CO,Copper Mountain,39.476895,-106.201113
CO,Cortez,37.349783,-108.576687
CO,Cotopaxi,38.372806,-105.685520
CO,Craig,40.517034,-107.555674
CO,Crawford,38.705183,-107.610061
CO,Crested Butte,38.867736,-106.977266
CO,Crestone,37.994497,-105.696273
CO,Cripple Creek,38.746149,-105.184042
CO,Crisman,40.043411,-105.372378
CO,Crook,40.858752,-102.801392
CO,Crowley,38.193506,-103.859744
CO,Dacono,40.063521,-104.946804
CO,Dakota Ridge,39.619427,-105.135692
CO,De Beque,39.275733,-108.193405
CO,Deer Trail,39.615812,-104.043065
CO,Del Norte,37.678447,-106.353931
CO,Delta,38.757372,-108.087959
CO,Denver,39.761850,-104.881105
CO,Derby,39.840791,-104.916254
CO,Dillon,39.625881,-106.043728
CO,Dinosaur,40.240551,-109.008590
CO,Divide,38.945006,-105.161949
CO,Dolores,37.473990,-108.499824
CO,Dotsero,39.647544,-107.049298
CO,Dove Creek,37.766665,-108.906297
CO,Dove Valley,39.574080,-104.828869
CO,Downieville-Lawson-Dumont,39.766613,-105.606726
CO,Durango,37.276725,-107.868915
CO,Eads,38.481346,-102.779776
CO,Eagle,39.634496,-106.816402
CO,East Pleasant View,39.727812,-105.157163
CO,Eaton,40.527178,-104.712521
CO,Eckley,40.112467,-102.488545
CO,Edgewater,39.750820,-105.062615
CO,Edwards,39.611824,-106.619702
CO,Elbert,39.218856,-104.540443
CO,Eldora,39.958253,-105.584980
CO,Eldorado Springs,39.939266,-105.249081
CO,Elizabeth,39.361015,-104.606172
CO,El Jebel,39.406934,-107.094145
CO,Ellicott,38.825585,-104.382873
CO,El Moro,37.246633,-104.453111
CO,Empire,39.759710,-105.682813
CO,Englewood,39.646505,-104.994001
CO,Erie,40.040351,-105.039365
CO,Estes Park,40.377117,-105.525514
CO,Evans,40.350168,-104.748388
CO,Evergreen,39.635607,-105.338089
CO,Fairmount,39.792569,-105.171157
CO,Fairplay,39.223780,-105.994005
CO,Federal Heights,39.864590,-105.016341
CO,Firestone,40.156146,-104.948766
CO,Flagler,39.295491,-103.076707
CO,Fleming,40.681771,-102.839443
CO,Florence,38.379826,-105.098107
CO,Florissant,38.944557,-105.289870
CO,Floyd Hill,39.724826,-105.434151
CO,Fort Carson,38.740330,-104.783648
CO,Fort Collins,40.548216,-105.064833
CO,Fort Garland,37.427916,-105.435008
CO,Fort Lupton,40.081344,-104.802947
CO,Fort Morgan,40.254932,-103.790968
CO,Fountain,38.699580,-104.699758
CO,Fowler,38.129631,-104.025673
CO,Foxfield,39.588140,-104.785741
CO,Franktown,39.390015,-104.742390
CO,Fraser,39.923324,-105.805286
CO,Frederick,40.109362,-104.965251
CO,Frisco,39.578482,-106.090973
CO,Fruita,39.153960,-108.728196
CO,Fruitvale,39.093279,-108.478911
CO,Fulford,39.518492,-106.658740
CO,Garden City,40.394591,-104.689494
CO,Garfield,38.549268,-106.289276
CO,Genesee,39.687901,-105.271205
CO,Genoa,39.278330,-103.498786
CO,Georgetown,39.721298,-105.694029
CO,Gerrard,37.678351,-106.575243
CO,Gilcrest,40.284156,-104.782024
CO,Glendale,39.703052,-104.936157
CO,Glendale,40.086911,-105.371546
CO,Gleneagle,39.039942,-104.825176
CO,Glenwood Springs,39.550626,-107.324308
CO,Golden,39.742483,-105.210561
CO,Goldfield,38.717645,-105.125328
CO,Gold Hill,40.059733,-105.418920
CO,Granada,38.062975,-102.311707
CO,Granby,40.036989,-105.900174
CO,Grand Junction,39.089062,-108.567452
CO,Grand Lake,40.246652,-105.825629
CO,Grand View Estates,39.543939,-104.818885
CO,Greeley,40.415278,-104.769743
CO,Green Mountain Falls,38.934954,-105.019713
CO,Greenwood Village,39.615934,-104.911688
CO,Grover,40.869111,-104.225932
CO,Guffey,38.760651,-105.509821
CO,Gunbarrel,40.063185,-105.171697
CO,Gunnison,38.545479,-106.922551
CO,Gypsum,39.639971,-106.911471
CO,Hartman,38.121118,-102.221652
CO,Hasty,38.106555,-102.956167
CO,Haswell,38.452451,-103.164896
CO,Haxtun,40.641520,-102.629539
CO,Hayden,40.485244,-107.242311
CO,Heeney,39.873988,-106.304155
CO,Hidden Lake,40.105160,-105.477571
CO,Highlands Ranch,39.540739,-104.970961
CO,Hillrose,40.324654,-103.522175
CO,Hoehne,37.281448,-104.389092
CO,Holly,38.055639,-102.124589
CO,Holly Hills,39.667776,-104.921728
CO,Holyoke,40.582094,-102.298414
CO,Hooper,37.745976,-105.877735
CO,Hotchkiss,38.799065,-107.713633
CO,Hot Sulphur Springs,40.074834,-106.102486
CO,Howard,38.409751,-105.842407
CO,Hudson,40.095056,-104.592748
CO,Hugo,39.135962,-103.473373
CO,Idaho Springs,39.749383,-105.503734
CO,Idalia,39.702917,-102.293827
CO,Idledale,39.668928,-105.243191
CO,Ignacio,37.117729,-107.637460
CO,Iliff,40.758333,-103.066128
CO,Indian Hills,39.630111,-105.248097
CO,Inverness,39.579221,-104.862269
CO,Jackson Lake,40.370055,-104.059173
CO,Jamestown,40.117078,-105.389048
CO,Jansen,37.158158,-104.550108
CO,Joes,39.663233,-102.678499
CO,Johnson Village,38.811894,-106.107112
CO,Johnstown,40.384683,-104.967903
CO,Julesburg,40.984988,-102.262580
CO,Keenesburg,40.102096,-104.523113
CO,Ken Caryl,39.576743,-105.113695
CO,Kersey,40.387733,-104.564713
CO,Keystone,39.573695,-105.934609
CO,Kim,37.247062,-103.353411
CO,Kiowa,39.343530,-104.457176
CO,Kirk,39.612689,-102.591995
CO,Kit Carson,38.762823,-102.795366
CO,Kittredge,39.658891,-105.304506
CO,Kremmling,40.056543,-106.378160
CO,Lafayette,39.995268,-105.099620
CO,Laird,40.081801,-102.101898
CO,La Jara,37.273562,-105.959821
CO,La Junta,37.979414,-103.547336
CO,La Junta Gardens,38.001349,-103.554850
CO,Lake City,38.030504,-107.310176
CO,Lakeside,39.779075,-105.057825
CO,Lakewood,39.698942,-105.117551
CO,Lamar,38.074729,-102.616682
CO,Laporte,40.637701,-105.143605
CO,Larkspur,39.229573,-104.885758
CO,La Salle,40.348470,-104.706138
CO,Las Animas,38.069668,-103.223229
CO,La Veta,37.508562,-105.008487
CO,Lazy Acres,40.085551,-105.334372
CO,Leadville,39.246693,-106.293508
CO,Leadville North,39.260000,-106.311280
CO,Lewis,37.501715,-108.660059
CO,Leyner,40.051102,-105.107438
CO,Limon,39.264844,-103.683757
CO,Lincoln Park,38.425182,-105.213083
CO,Littleton,39.590375,-105.020084
CO,Lochbuie,40.010496,-104.724484
CO,Loghill Village,38.196183,-107.778945
CO,Log Lane Village,40.270230,-103.829382
CO,Loma,39.207512,-108.805025
CO,Lone Tree,39.530763,-104.871035
CO,Longmont,40.169842,-105.099006
CO,Louisville,39.969532,-105.143215
CO,Louviers,39.479866,-105.003340
CO,Loveland,40.417080,-105.061855
CO,Lynn,37.421909,-104.643061
CO,Lyons,40.223050,-105.268665
CO,McCoy,39.914382,-106.725723
CO,Manassa,37.173841,-105.937275
CO,Mancos,37.346597,-108.293856
CO,Manitou Springs,38.857546,-104.912468
CO,Manzanola,38.108825,-103.866778
CO,Marble,39.071817,-107.190467
CO,Maybell,40.518979,-108.088817
CO,Maysville,38.525998,-106.219426
CO,Mead,40.227002,-104.988320
CO,Meeker,40.049800,-107.895355
CO,Meridian,39.538797,-104.847473
CO,Merino,40.484825,-103.353616
CO,Midland,38.846344,-105.152120
CO,Milliken,40.310502,-104.858384
CO,Minturn,39.535508,-106.381727
CO,Moffat,38.001997,-105.905455
CO,Monte Vista,37.578541,-106.150630
CO,Montezuma,39.581706,-105.868071
CO,Montrose,38.468867,-107.859123
CO,Monument,39.074698,-104.843906
CO,Morgan Heights,40.287492,-103.827446
CO,Morrison,39.625613,-105.207919
CO,Mountain Meadows,40.027039,-105.383136
CO,Mountain View,39.774776,-105.056711
CO,Mountain Village,37.932377,-107.857854
CO,Mount Crested Butte,38.908453,-106.958673
CO,Mulford,39.406355,-107.165987
CO,Naturita,38.218554,-108.568286
CO,Nederland,39.963815,-105.505864
CO,New Castle,39.578289,-107.526243
CO,Niwot,40.097552,-105.158280
CO,No Name,39.559730,-107.292787
CO,Norrie,39.328131,-106.656275
CO,Northglenn,39.911166,-104.978840
CO,North La Junta,37.999608,-103.523187
CO,North Washington,39.807749,-104.980040
CO,Norwood,38.128846,-108.291711
CO,Nucla,38.266534,-108.548716
CO,Nunn,40.713224,-104.788037
CO,Oak Creek,40.273811,-106.957374
CO,Olathe,38.608319,-107.982841
CO,Olney Springs,38.166274,-103.944491
CO,Ophir,37.856840,-107.829023
CO,Orchard,40.332001,-104.117799
CO,Orchard City,38.814059,-107.967542
CO,Orchard Mesa,39.037191,-108.521467
CO,Ordway,38.220898,-103.756679
CO,Otis,40.150129,-102.962138
CO,Ouray,38.027543,-107.673348
CO,Ovid,40.960564,-102.388352
CO,Padroni,40.781814,-103.173297
CO,Pagosa Springs,37.263604,-107.003530
CO,Palisade,39.107404,-108.359087
CO,Palmer Lake,39.113465,-104.899806
CO,Paoli,40.612871,-102.472061
CO,Paonia,38.869824,-107.591433
CO,Parachute,39.450047,-108.055481
CO,Paragon Estates,39.980767,-105.185253
CO,Parker,39.504167,-104.773173
CO,Parshall,40.055562,-106.175995
CO,Peetz,40.962046,-103.114231
CO,Penrose,38.421298,-105.000395
CO,Peoria,39.653334,-104.136977
CO,Perry Park,39.261924,-104.967921
CO,Peyton,39.032979,-104.490402
CO,Phippsburg,40.230139,-106.950796
CO,Piedra,37.441795,-107.168427
CO,Pierce,40.633499,-104.755178
CO,Pine Brook Hill,40.038356,-105.307358
CO,Pitkin,38.608612,-106.516466
CO,Platteville,40.216683,-104.824077
CO,Poncha Springs,38.518844,-106.072576
CO,Ponderosa Park,39.398730,-104.635535
CO,Portland,38.089222,-107.695234
CO,Pritchett,37.370009,-102.858749
CO,Pueblo,38.269934,-104.612294
CO,Pueblo West,38.358714,-104.753410
CO,Ramah,39.122238,-104.167334
CO,Rangely,40.095177,-108.756740
CO,Raymer (New Raymer),40.607952,-103.843374
CO,Raymer,40.607952,-103.843374
CO,New Raymer,40.607952,-103.843374
CO,Red Cliff,39.509144,-106.370030
CO,Red Feather Lakes,40.809474,-105.578991
CO,Redlands,39.084890,-108.655022
CO,Redstone,39.180281,-107.238289
CO,Redvale,38.176064,-108.412508
CO,Rico,37.688569,-108.031434
CO,Ridgway,38.157178,-107.754597
CO,Rifle,39.537565,-107.770345
CO,Rock Creek Park,38.701068,-104.834702
CO,Rockvale,38.364713,-105.164779
CO,Rocky Ford,38.050212,-103.722672
CO,Rollinsville,39.923187,-105.513550
CO,Romeo,37.171819,-105.985414
CO,Roxborough Park,39.450614,-105.074057
CO,Rye,37.921281,-104.932135
CO,Saddle Ridge,40.313071,-103.802297
CO,Saguache,38.086247,-106.140876
CO,St. Ann Highlands,39.987297,-105.455806
CO,St. Mary's,39.816531,-105.647138
CO,St. Marys,39.816531,-105.647138
CO,St. Mary s,39.816531,-105.647138
CO,Salida,38.530283,-105.998780
CO,Salt Creek,38.238939,-104.588188
CO,San Acacio,37.208634,-105.566638
CO,Sanford,37.257425,-105.900741
CO,San Luis,37.202341,-105.422469
CO,Sawpit,37.994621,-108.001189
CO,Security-Widefield,38.751130,-104.716023
CO,Sedalia,39.439705,-104.969909
CO,Sedgwick,40.935068,-102.525674
CO,Segundo,37.122520,-104.739739
CO,Seibert,39.297967,-102.869524
CO,Seven Hills,40.033702,-105.330748
CO,Severance,40.539442,-104.870121
CO,Shaw Heights,39.857530,-105.039085
CO,Sheridan,39.647757,-105.017457
CO,Sheridan Lake,38.466677,-102.294142
CO,Sherrelwood,39.838251,-105.002316
CO,Silt,39.547648,-107.654073
CO,Silver Cliff,38.129203,-105.399189
CO,Silver Plume,39.695445,-105.726666
CO,Silverthorne,39.654012,-106.092443
CO,Silverton,37.811092,-107.664643
CO,Simla,39.141051,-104.081754
CO,Smeltertown,38.552322,-106.008417
CO,Snowmass Village,39.216872,-106.943974
CO,Snyder,40.330825,-103.591971
CO,Southern Ute,37.074888,-107.593308
CO,South Fork,37.669186,-106.642851
CO,Springfield,37.404914,-102.618898
CO,Starkville,37.116820,-104.523298
CO,Steamboat Springs,40.475585,-106.822936
CO,Sterling,40.620702,-103.191891
CO,Stonegate,39.535482,-104.803698
CO,Stonewall Gap,37.160473,-105.034201
CO,Strasburg,39.720709,-104.318187
CO,Stratmoor,38.771957,-104.777773
CO,Stratton,39.302883,-102.603473
CO,Sugar City,38.232773,-103.663312
CO,Sugarloaf,40.018875,-105.407669
CO,Sunshine,40.063653,-105.369587
CO,Superior,39.931190,-105.159085
CO,Swink,38.014148,-103.628162
CO,Tabernash,39.978844,-105.844368
CO,Tall Timber,40.015150,-105.349822
CO,Telluride,37.939664,-107.817888
CO,The Pinery,39.448389,-104.749486
CO,Thornton,39.919420,-104.942808
CO,Timnath,40.526034,-104.959373
CO,Todd Creek,39.978713,-104.868319
CO,Towaoc,37.212599,-108.726461
CO,Towner,38.470400,-102.080455
CO,Trail Side,40.249040,-103.843203
CO,Trinidad,37.173157,-104.490326
CO,Twin Lakes,39.822719,-105.003969
CO,Twin Lakes,39.103709,-106.318985
CO,Two Buttes,37.560664,-102.396556
CO,Upper Bear Creek,39.626880,-105.409691
CO,Vail,39.637527,-106.364526
CO,Valdez,37.125794,-104.672861
CO,Valmont,40.036836,-105.208690
CO,Vernon,39.939552,-102.306922
CO,Victor,38.709004,-105.141855
CO,Vilas,37.373664,-102.447416
CO,Vineland,38.244738,-104.459866
CO,Vona,39.302119,-102.743352
CO,Walden,40.731584,-106.281336
CO,Walsenburg,37.630598,-104.781719
CO,Walsh,37.386107,-102.279933
CO,Ward,40.073201,-105.515621
CO,Watkins,39.703120,-104.576584
CO,Welby,39.840215,-104.965345
CO,Weldona,40.348408,-103.969365
CO,Wellington,40.700703,-105.005699
CO,Westcliffe,38.134203,-105.465306
CO,Westcreek,39.148934,-105.162303
CO,Westminster,39.882190,-105.064426
CO,Weston,37.145923,-104.868283
CO,West Pleasant View,39.732375,-105.178944
CO,Wheat Ridge,39.772675,-105.104801
CO,Wiggins,40.226588,-104.073498
CO,Wiley,38.155356,-102.719248
CO,Williamsburg,38.383984,-105.171179
CO,Windsor,40.467597,-104.923106
CO,Winter Park,39.877821,-105.782813
CO,Wolcott,39.703640,-106.679287
CO,Woodland Park,38.998706,-105.059533
CO,Woodmoor,39.104823,-104.843604
CO,Woody Creek,39.270873,-106.888331
CO,Wray,40.079953,-102.228622
CO,Yampa,40.152996,-106.908496
CO,Yuma,40.124400,-102.717612
CT,Ansonia,41.344249,-73.069825
CT,Baltic,41.609703,-72.081896
CT,Bantam,41.724745,-73.242263
CT,Bethel,41.372729,-73.411580
CT,Bethlehem Village,41.643961,-73.202792
CT,Blue Hills,41.813369,-72.695443
CT,Branford Center,41.277654,-72.816095
CT,Bridgeport,41.187393,-73.195757
CT,Bristol,41.681578,-72.940749
CT,Broad Brook,41.911153,-72.541127
CT,Brooklyn,41.789893,-71.954188
CT,Byram,41.001096,-73.654120
CT,Canaan,42.040110,-73.332883
CT,Cannondale,41.216034,-73.424873
CT,Canton Valley,41.831556,-72.897734
CT,Cheshire Village,41.502601,-72.899254
CT,Chester Center,41.401742,-72.452272
CT,Clinton,41.276405,-72.529000
CT,Colchester,41.577782,-72.332885
CT,Collinsville,41.822245,-72.924487
CT,Conning Towers Nautilus Park,41.389239,-72.063784
CT,Cos Cob,41.048595,-73.591901
CT,Coventry Lake,41.775502,-72.323965
CT,Crystal Lake,41.933133,-72.374438
CT,Danbury,41.398741,-73.478103
CT,Danielson,41.806591,-71.884698
CT,Darien,41.052150,-73.479714
CT,Deep River Center,41.381680,-72.439062
CT,Derby,41.326124,-73.082574
CT,Durham,41.476083,-72.681664
CT,East Brooklyn,41.792052,-71.906423
CT,East Hampton,41.572605,-72.494904
CT,East Hartford,41.760695,-72.607646
CT,East Haven,41.293453,-72.858994
CT,Essex Village,41.354290,-72.391501
CT,Falls Village,41.957627,-73.356208
CT,Fenwick,41.271070,-72.354585
CT,Gales Ferry,41.421722,-72.084501
CT,Georgetown,41.241985,-73.435673
CT,Glastonbury Center,41.703147,-72.600521
CT,Glenville,41.035221,-73.664156
CT,Greenwich,41.025852,-73.630505
CT,Groton,41.325054,-72.066862
CT,Groton Long Point,41.314186,-72.010155
CT,Guilford Center,41.280512,-72.676216
CT,Hartford,41.765933,-72.681579
CT,Hazardville,41.989846,-72.525659
CT,Heritage Village,41.485914,-73.233301
CT,Higganum,41.481264,-72.548147
CT,Jewett City,41.607202,-71.979791
CT,Kensington,41.627394,-72.776194
CT,Lake Pocotopaug,41.595691,-72.512939
CT,Lakeville,41.961717,-73.443186
CT,Litchfield,41.745704,-73.189238
CT,Long Hill,41.349614,-72.050529
CT,Madison Center,41.280223,-72.602272
CT,Manchester,41.781503,-72.518324
CT,Mansfield Center,41.767096,-72.186811
CT,Mashantucket,41.464469,-71.974754
CT,Meriden,41.536777,-72.794543
CT,Middletown,41.548611,-72.656784
CT,Milford,41.223644,-73.064556
CT,Moodus,41.503216,-72.451520
CT,Moosup,41.716992,-71.875223
CT,Mystic,41.355976,-71.955882
CT,Naugatuck,41.488478,-73.051920
CT,New Britain,41.676555,-72.786161
CT,New Hartford Center,41.880890,-72.972828
CT,New Haven,41.310809,-72.924953
CT,Newington,41.686993,-72.730839
CT,New London,41.332957,-72.096176
CT,New Milford,41.583691,-73.405971
CT,New Preston,41.691307,-73.334403
CT,Newtown,41.411897,-73.311950
CT,Niantic,41.316749,-72.199878
CT,Noank,41.337505,-71.997560
CT,Norfolk,41.992948,-73.195432
CT,North Granby,42.015989,-72.843177
CT,North Grosvenor Dale,41.986235,-71.903336
CT,North Haven,41.381459,-72.856369
CT,Northwest Harwinton,41.776446,-73.079487
CT,Norwalk,41.092739,-73.419796
CT,Norwich,41.547860,-72.089488
CT,Oakville,41.592337,-73.085216
CT,Old Greenwich,41.020119,-73.567675
CT,Old Mystic,41.383632,-71.986246
CT,Old Saybrook Center,41.286632,-72.358179
CT,Orange,41.284951,-73.024637
CT,Oxoboxo River,41.444859,-72.126864
CT,Pawcatuck,41.373890,-71.856422
CT,Pemberwick,41.018237,-73.656229
CT,Plainfield Village,41.674386,-71.923666
CT,Plantsville,41.583230,-72.891375
CT,Poquonock Bridge,41.336426,-72.012268
CT,Portland,41.577463,-72.619788
CT,Putnam,41.918532,-71.908072
CT,Quinebaug,42.011476,-71.926066
CT,Ridgefield,41.269727,-73.492668
CT,Riverside,41.030093,-73.583719
CT,Rockville,41.866701,-72.452505
CT,Salmon Brook,41.956758,-72.793167
CT,Saybrook Manor,41.283429,-72.406605
CT,Sharon,41.879026,-73.461630
CT,Shelton,41.304577,-73.139215
CT,Sherwood Manor,42.014731,-72.566040
CT,Simsbury Center,41.880359,-72.806607
CT,Somers,41.991077,-72.442930
CT,South Coventry,41.762782,-72.296032
CT,Southport,41.134940,-73.287125
CT,South Windham,41.683278,-72.184037
CT,Southwood Acres,41.960978,-72.571879
CT,South Woodstock,41.930579,-71.969220
CT,Stafford Springs,41.967856,-72.306381
CT,Stamford,41.079857,-73.546028
CT,Stonington,41.334765,-71.899459
CT,Storrs,41.805402,-72.256910
CT,Stratford,41.205688,-73.127986
CT,Suffield Depot,41.985212,-72.639250
CT,Tariffville,41.907559,-72.768180
CT,Terramuggus,41.633558,-72.471843
CT,Terryville,41.677838,-73.007933
CT,Thomaston,41.676849,-73.083014
CT,Thompsonville,41.992140,-72.596522
CT,Torrington,41.834052,-73.131413
CT,Trumbull,41.272891,-73.211899
CT,Wallingford Center,41.449917,-72.818334
CT,Waterbury,41.558500,-73.036685
CT,Waterford,41.346273,-72.129342
CT,Watertown,41.601303,-73.119832
CT,Wauregan,41.755400,-71.907991
CT,Weatogue,41.847237,-72.829753
CT,Westbrook Center,41.281404,-72.442347
CT,West Hartford,41.766568,-72.754944
CT,West Haven,41.272122,-72.967498
CT,Westport,41.120831,-73.343464
CT,West Simsbury,41.874765,-72.844906
CT,Wethersfield,41.702484,-72.669301
CT,Willimantic,41.715381,-72.217759
CT,Wilton Center,41.188143,-73.429923
CT,Windsor Locks,41.927790,-72.651616
CT,Winsted,41.926987,-73.066502
CT,Woodbury Center,41.544482,-73.204765
CT,Woodmont,41.224295,-72.994476
DE,Arden,39.811251,-75.488609
DE,Ardencroft,39.805299,-75.485863
DE,Ardentown,39.807987,-75.480534
DE,Bear,39.618776,-75.680297
DE,Bellefonte,39.766892,-75.498163
DE,Bethany Beach,38.537592,-75.064283
DE,Bethel,38.570559,-75.619378
DE,Blades,38.635315,-75.602414
DE,Bowers,39.062055,-75.402712
DE,Bridgeville,38.724822,-75.602701
DE,Brookside,39.666635,-75.715261
DE,Camden,39.099032,-75.556960
DE,Cheswold,39.222301,-75.591165
DE,Claymont,39.803170,-75.460483
DE,Clayton,39.274462,-75.630991
DE,Dagsboro,38.546582,-75.246623
DE,Delaware City,39.579708,-75.595160
DE,Delmar,38.472454,-75.545091
DE,Dewey Beach,38.695716,-75.075198
DE,Dover,39.160602,-75.521659
DE,Dover Base Housing,39.117070,-75.484056
DE,Edgemoor,39.756277,-75.507448
DE,Ellendale,38.810245,-75.424895
DE,Elsmere,39.738477,-75.594586
DE,Farmington,38.869955,-75.579292
DE,Felton,39.012428,-75.576205
DE,Fenwick Island,38.459766,-75.053286
DE,Frankford,38.521464,-75.234199
DE,Frederica,39.008063,-75.465919
DE,Georgetown,38.689897,-75.387233
DE,Glasgow,39.601548,-75.747349
DE,Greenville,39.774834,-75.603995
DE,Greenwood,38.806845,-75.590667
DE,Harrington,38.924462,-75.569546
DE,Hartly,39.168376,-75.712346
DE,Henlopen Acres,38.725559,-75.084979
DE,Highland Acres,39.116265,-75.518288
DE,Hockessin,39.783900,-75.680711
DE,Houston,38.917715,-75.504106
DE,Kent Acres,39.132184,-75.516121
DE,Kenton,39.227274,-75.664585
DE,Laurel,38.570909,-75.571675
DE,Leipsic,39.240519,-75.515469
DE,Lewes,38.778527,-75.143769
DE,Little Creek,39.166194,-75.448010
DE,Long Neck,38.626928,-75.151147
DE,Magnolia,39.071796,-75.475747
