asset_id,date,record,operator
76,2018-01-02,Engine PM Maintenance Warning,JC01
76,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
76,2018-01-06,Maintenance Started,JC02
76,2018-01-07,Maintenance Completed,JC02
76,2018-01-07,"Maintenance QA failed, retest",MA01
76,2018-01-08,"Maintenance QA HPC value replaced",MA01
76,2018-01-09,"Maintenance QA completed, OK",MA01
#
77,2018-01-02,Engine PM Maintenance Warning,JC01
77,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
77,2018-01-06,Maintenance Started,JC02
77,2018-01-07,Maintenance Completed,JC02
77,2018-01-07,"Maintenance QA failed, retest",MA01
77,2018-01-08,"Maintenance QA HPC value replaced",MA01
77,2018-01-09,"Maintenance QA completed, OK",MA01
#
78,2018-01-02,Engine PM Maintenance Warning,JC01
78,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
78,2018-01-06,Maintenance Started,JC02
78,2018-01-07,Maintenance Completed,JC02
78,2018-01-07,"Maintenance QA failed, retest",MA01
78,2018-01-08,"Maintenance QA HPC value replaced",MA01
78,2018-01-09,"Maintenance QA completed, OK",MA01
#
79,2018-01-02,Engine PM Maintenance Warning,JC01
79,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
79,2018-01-06,Maintenance Started,JC02
79,2018-01-07,Maintenance Completed,JC02
79,2018-01-07,"Maintenance QA failed, retest",MA01
79,2018-01-08,"Maintenance QA HPC value replaced",MA01
79,2018-01-09,"Maintenance QA completed, OK",MA01
#
80,2018-01-02,Engine PM Maintenance Warning,JC01
80,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
80,2018-01-06,Maintenance Started,JC02
80,2018-01-07,Maintenance Completed,JC02
80,2018-01-07,"Maintenance QA failed, retest",MA01
80,2018-01-08,"Maintenance QA HPC value replaced",MA01
80,2018-01-09,"Maintenance QA completed, OK",MA01
#
81,2018-01-02,Engine PM Maintenance Warning,JC01
81,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
81,2018-01-06,Maintenance Started,JC02
81,2018-01-07,Maintenance Completed,JC02
81,2018-01-07,"Maintenance QA failed, retest",MA01
81,2018-01-08,"Maintenance QA HPC value replaced",MA01
81,2018-01-09,"Maintenance QA completed, OK",MA01
#
82,2018-01-02,Engine PM Maintenance Warning,JC01
82,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
82,2018-01-06,Maintenance Started,JC02
82,2018-01-07,Maintenance Completed,JC02
82,2018-01-07,"Maintenance QA failed, retest",MA01
82,2018-01-08,"Maintenance QA HPC value replaced",MA01
82,2018-01-09,"Maintenance QA completed, OK",MA01
#
83,2018-01-02,Engine PM Maintenance Warning,JC01
83,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
83,2018-01-06,Maintenance Started,JC02
83,2018-01-07,Maintenance Completed,JC02
83,2018-01-07,"Maintenance QA failed, retest",MA01
83,2018-01-08,"Maintenance QA HPC value replaced",MA01
83,2018-01-09,"Maintenance QA completed, OK",MA01
#
84,2018-01-02,Engine PM Maintenance Warning,JC01
84,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
84,2018-01-06,Maintenance Started,JC02
84,2018-01-07,Maintenance Completed,JC02
84,2018-01-07,"Maintenance QA failed, retest",MA01
84,2018-01-08,"Maintenance QA HPC value replaced",MA01
84,2018-01-09,"Maintenance QA completed, OK",MA01
#
85,2018-01-02,Engine PM Maintenance Warning,JC01
85,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
85,2018-01-06,Maintenance Started,JC02
85,2018-01-07,Maintenance Completed,JC02
85,2018-01-07,"Maintenance QA failed, retest",MA01
85,2018-01-08,"Maintenance QA HPC value replaced",MA01
85,2018-01-09,"Maintenance QA completed, OK",MA01
#
86,2018-01-02,Engine PM Maintenance Warning,JC01
86,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
86,2018-01-06,Maintenance Started,JC02
86,2018-01-07,Maintenance Completed,JC02
86,2018-01-07,"Maintenance QA failed, retest",MA01
86,2018-01-08,"Maintenance QA HPC value replaced",MA01
86,2018-01-09,"Maintenance QA completed, OK",MA01
#
87,2018-01-02,Engine PM Maintenance Warning,JC01
87,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
87,2018-01-06,Maintenance Started,JC02
87,2018-01-07,Maintenance Completed,JC02
87,2018-01-07,"Maintenance QA failed, retest",MA01
87,2018-01-08,"Maintenance QA HPC value replaced",MA01
87,2018-01-09,"Maintenance QA completed, OK",MA01
#
88,2018-01-02,Engine PM Maintenance Warning,JC01
88,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
88,2018-01-06,Maintenance Started,JC02
88,2018-01-07,Maintenance Completed,JC02
88,2018-01-07,"Maintenance QA failed, retest",MA01
88,2018-01-08,"Maintenance QA HPC value replaced",MA01
88,2018-01-09,"Maintenance QA completed, OK",MA01
#
89,2018-01-02,Engine PM Maintenance Warning,JC01
89,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
89,2018-01-06,Maintenance Started,JC02
89,2018-01-07,Maintenance Completed,JC02
89,2018-01-07,"Maintenance QA failed, retest",MA01
89,2018-01-08,"Maintenance QA HPC value replaced",MA01
89,2018-01-09,"Maintenance QA completed, OK",MA01
#
90,2018-01-02,Engine PM Maintenance Warning,JC01
90,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
90,2018-01-06,Maintenance Started,JC02
90,2018-01-07,Maintenance Completed,JC02
90,2018-01-07,"Maintenance QA failed, retest",MA01
90,2018-01-08,"Maintenance QA HPC value replaced",MA01
90,2018-01-09,"Maintenance QA completed, OK",MA01
#
91,2018-01-02,Engine PM Maintenance Warning,JC01
91,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
91,2018-01-06,Maintenance Started,JC02
91,2018-01-07,Maintenance Completed,JC02
91,2018-01-07,"Maintenance QA failed, retest",MA01
91,2018-01-08,"Maintenance QA HPC value replaced",MA01
91,2018-01-09,"Maintenance QA completed, OK",MA01
#
92,2018-01-02,Engine PM Maintenance Warning,JC01
92,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
92,2018-01-06,Maintenance Started,JC02
92,2018-01-07,Maintenance Completed,JC02
92,2018-01-07,"Maintenance QA failed, retest",MA01
92,2018-01-08,"Maintenance QA HPC value replaced",MA01
92,2018-01-09,"Maintenance QA completed, OK",MA01
#
93,2018-01-02,Engine PM Maintenance Warning,JC01
93,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
93,2018-01-06,Maintenance Started,JC02
93,2018-01-07,Maintenance Completed,JC02
93,2018-01-07,"Maintenance QA failed, retest",MA01
93,2018-01-08,"Maintenance QA HPC value replaced",MA01
93,2018-01-09,"Maintenance QA completed, OK",MA01
#
94,2018-01-02,Engine PM Maintenance Warning,JC01
94,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
94,2018-01-06,Maintenance Started,JC02
94,2018-01-07,Maintenance Completed,JC02
94,2018-01-07,"Maintenance QA failed, retest",MA01
94,2018-01-08,"Maintenance QA HPC value replaced",MA01
94,2018-01-09,"Maintenance QA completed, OK",MA01
#
95,2018-01-02,Engine PM Maintenance Warning,JC01
95,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
95,2018-01-06,Maintenance Started,JC02
95,2018-01-07,Maintenance Completed,JC02
95,2018-01-07,"Maintenance QA failed, retest",MA01
95,2018-01-08,"Maintenance QA HPC value replaced",MA01
95,2018-01-09,"Maintenance QA completed, OK",MA01
#
96,2018-01-02,Engine PM Maintenance Warning,JC01
96,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
96,2018-01-06,Maintenance Started,JC02
96,2018-01-07,Maintenance Completed,JC02
96,2018-01-07,"Maintenance QA failed, retest",MA01
96,2018-01-08,"Maintenance QA HPC value replaced",MA01
96,2018-01-09,"Maintenance QA completed, OK",MA01
#
97,2018-01-02,Engine PM Maintenance Warning,JC01
97,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
97,2018-01-06,Maintenance Started,JC02
97,2018-01-07,Maintenance Completed,JC02
97,2018-01-07,"Maintenance QA failed, retest",MA01
97,2018-01-08,"Maintenance QA HPC value replaced",MA01
97,2018-01-09,"Maintenance QA completed, OK",MA01
#
98,2018-01-02,Engine PM Maintenance Warning,JC01
98,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
98,2018-01-06,Maintenance Started,JC02
98,2018-01-07,Maintenance Completed,JC02
98,2018-01-07,"Maintenance QA failed, retest",MA01
98,2018-01-08,"Maintenance QA HPC value replaced",MA01
98,2018-01-09,"Maintenance QA completed, OK",MA01
#
99,2018-01-02,Engine PM Maintenance Warning,JC01
99,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
99,2018-01-06,Maintenance Started,JC02
99,2018-01-07,Maintenance Completed,JC02
99,2018-01-07,"Maintenance QA failed, retest",MA01
99,2018-01-08,"Maintenance QA HPC value replaced",MA01
99,2018-01-09,"Maintenance QA completed, OK",MA01
#
100,2018-01-02,Engine PM Maintenance Warning,JC01
100,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
100,2018-01-06,Maintenance Started,JC02
100,2018-01-07,Maintenance Completed,JC02
100,2018-01-07,"Maintenance QA failed, retest",MA01
100,2018-01-08,"Maintenance QA HPC value replaced",MA01
100,2018-01-09,"Maintenance QA completed, OK",MA01
#
101,2018-01-02,Engine PM Maintenance Warning,JC01
101,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
101,2018-01-06,Maintenance Started,JC02
101,2018-01-07,Maintenance Completed,JC02
101,2018-01-07,"Maintenance QA failed, retest",MA01
101,2018-01-08,"Maintenance QA HPC value replaced",MA01
101,2018-01-09,"Maintenance QA completed, OK",MA01
#
102,2018-01-02,Engine PM Maintenance Warning,JC01
102,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
102,2018-01-06,Maintenance Started,JC02
102,2018-01-07,Maintenance Completed,JC02
102,2018-01-07,"Maintenance QA failed, retest",MA01
102,2018-01-08,"Maintenance QA HPC value replaced",MA01
102,2018-01-09,"Maintenance QA completed, OK",MA01
#
103,2018-01-02,Engine PM Maintenance Warning,JC01
103,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
103,2018-01-06,Maintenance Started,JC02
103,2018-01-07,Maintenance Completed,JC02
103,2018-01-07,"Maintenance QA failed, retest",MA01
103,2018-01-08,"Maintenance QA HPC value replaced",MA01
103,2018-01-09,"Maintenance QA completed, OK",MA01
#
104,2018-01-02,Engine PM Maintenance Warning,JC01
104,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
104,2018-01-06,Maintenance Started,JC02
104,2018-01-07,Maintenance Completed,JC02
104,2018-01-07,"Maintenance QA failed, retest",MA01
104,2018-01-08,"Maintenance QA HPC value replaced",MA01
104,2018-01-09,"Maintenance QA completed, OK",MA01
#
105,2018-01-02,Engine PM Maintenance Warning,JC01
105,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
105,2018-01-06,Maintenance Started,JC02
105,2018-01-07,Maintenance Completed,JC02
105,2018-01-07,"Maintenance QA failed, retest",MA01
105,2018-01-08,"Maintenance QA HPC value replaced",MA01
105,2018-01-09,"Maintenance QA completed, OK",MA01
#
106,2018-01-02,Engine PM Maintenance Warning,JC01
106,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
106,2018-01-06,Maintenance Started,JC02
106,2018-01-07,Maintenance Completed,JC02
106,2018-01-07,"Maintenance QA failed, retest",MA01
106,2018-01-08,"Maintenance QA HPC value replaced",MA01
106,2018-01-09,"Maintenance QA completed, OK",MA01
#
107,2018-01-02,Engine PM Maintenance Warning,JC01
107,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
107,2018-01-06,Maintenance Started,JC02
107,2018-01-07,Maintenance Completed,JC02
107,2018-01-07,"Maintenance QA failed, retest",MA01
107,2018-01-08,"Maintenance QA HPC value replaced",MA01
107,2018-01-09,"Maintenance QA completed, OK",MA01
#
108,2018-01-02,Engine PM Maintenance Warning,JC01
108,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
108,2018-01-06,Maintenance Started,JC02
108,2018-01-07,Maintenance Completed,JC02
108,2018-01-07,"Maintenance QA failed, retest",MA01
108,2018-01-08,"Maintenance QA HPC value replaced",MA01
108,2018-01-09,"Maintenance QA completed, OK",MA01
#
109,2018-01-02,Engine PM Maintenance Warning,JC01
109,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
109,2018-01-06,Maintenance Started,JC02
109,2018-01-07,Maintenance Completed,JC02
109,2018-01-07,"Maintenance QA failed, retest",MA01
109,2018-01-08,"Maintenance QA HPC value replaced",MA01
109,2018-01-09,"Maintenance QA completed, OK",MA01
#
110,2018-01-02,Engine PM Maintenance Warning,JC01
110,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
110,2018-01-06,Maintenance Started,JC02
110,2018-01-07,Maintenance Completed,JC02
110,2018-01-07,"Maintenance QA failed, retest",MA01
110,2018-01-08,"Maintenance QA HPC value replaced",MA01
110,2018-01-09,"Maintenance QA completed, OK",MA01
#
111,2018-01-02,Engine PM Maintenance Warning,JC01
111,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
111,2018-01-06,Maintenance Started,JC02
111,2018-01-07,Maintenance Completed,JC02
111,2018-01-07,"Maintenance QA failed, retest",MA01
111,2018-01-08,"Maintenance QA HPC value replaced",MA01
111,2018-01-09,"Maintenance QA completed, OK",MA01
#
112,2018-01-02,Engine PM Maintenance Warning,JC01
112,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
112,2018-01-06,Maintenance Started,JC02
112,2018-01-07,Maintenance Completed,JC02
112,2018-01-07,"Maintenance QA failed, retest",MA01
112,2018-01-08,"Maintenance QA HPC value replaced",MA01
112,2018-01-09,"Maintenance QA completed, OK",MA01
#
113,2018-01-02,Engine PM Maintenance Warning,JC01
113,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
113,2018-01-06,Maintenance Started,JC02
113,2018-01-07,Maintenance Completed,JC02
113,2018-01-07,"Maintenance QA failed, retest",MA01
113,2018-01-08,"Maintenance QA HPC value replaced",MA01
113,2018-01-09,"Maintenance QA completed, OK",MA01
#
114,2018-01-02,Engine PM Maintenance Warning,JC01
114,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
114,2018-01-06,Maintenance Started,JC02
114,2018-01-07,Maintenance Completed,JC02
114,2018-01-07,"Maintenance QA failed, retest",MA01
114,2018-01-08,"Maintenance QA HPC value replaced",MA01
114,2018-01-09,"Maintenance QA completed, OK",MA01
#
115,2018-01-02,Engine PM Maintenance Warning,JC01
115,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
115,2018-01-06,Maintenance Started,JC02
115,2018-01-07,Maintenance Completed,JC02
115,2018-01-07,"Maintenance QA failed, retest",MA01
115,2018-01-08,"Maintenance QA HPC value replaced",MA01
115,2018-01-09,"Maintenance QA completed, OK",MA01
#
116,2018-01-02,Engine PM Maintenance Warning,JC01
116,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
116,2018-01-06,Maintenance Started,JC02
116,2018-01-07,Maintenance Completed,JC02
116,2018-01-07,"Maintenance QA failed, retest",MA01
116,2018-01-08,"Maintenance QA HPC value replaced",MA01
116,2018-01-09,"Maintenance QA completed, OK",MA01
#
117,2018-01-02,Engine PM Maintenance Warning,JC01
117,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
117,2018-01-06,Maintenance Started,JC02
117,2018-01-07,Maintenance Completed,JC02
117,2018-01-07,"Maintenance QA failed, retest",MA01
117,2018-01-08,"Maintenance QA HPC value replaced",MA01
117,2018-01-09,"Maintenance QA completed, OK",MA01
#
118,2018-01-02,Engine PM Maintenance Warning,JC01
118,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
118,2018-01-06,Maintenance Started,JC02
118,2018-01-07,Maintenance Completed,JC02
118,2018-01-07,"Maintenance QA failed, retest",MA01
118,2018-01-08,"Maintenance QA HPC value replaced",MA01
118,2018-01-09,"Maintenance QA completed, OK",MA01
#
119,2018-01-02,Engine PM Maintenance Warning,JC01
119,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
119,2018-01-06,Maintenance Started,JC02
119,2018-01-07,Maintenance Completed,JC02
119,2018-01-07,"Maintenance QA failed, retest",MA01
119,2018-01-08,"Maintenance QA HPC value replaced",MA01
119,2018-01-09,"Maintenance QA completed, OK",MA01
#
120,2018-01-02,Engine PM Maintenance Warning,JC01
120,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
120,2018-01-06,Maintenance Started,JC02
120,2018-01-07,Maintenance Completed,JC02
120,2018-01-07,"Maintenance QA failed, retest",MA01
120,2018-01-08,"Maintenance QA HPC value replaced",MA01
120,2018-01-09,"Maintenance QA completed, OK",MA01
#
121,2018-01-02,Engine PM Maintenance Warning,JC01
121,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
121,2018-01-06,Maintenance Started,JC02
121,2018-01-07,Maintenance Completed,JC02
121,2018-01-07,"Maintenance QA failed, retest",MA01
121,2018-01-08,"Maintenance QA HPC value replaced",MA01
121,2018-01-09,"Maintenance QA completed, OK",MA01
#
122,2018-01-02,Engine PM Maintenance Warning,JC01
122,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
122,2018-01-06,Maintenance Started,JC02
122,2018-01-07,Maintenance Completed,JC02
122,2018-01-07,"Maintenance QA failed, retest",MA01
122,2018-01-08,"Maintenance QA HPC value replaced",MA01
122,2018-01-09,"Maintenance QA completed, OK",MA01
#
123,2018-01-02,Engine PM Maintenance Warning,JC01
123,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
123,2018-01-06,Maintenance Started,JC02
123,2018-01-07,Maintenance Completed,JC02
123,2018-01-07,"Maintenance QA failed, retest",MA01
123,2018-01-08,"Maintenance QA HPC value replaced",MA01
123,2018-01-09,"Maintenance QA completed, OK",MA01
#
124,2018-01-02,Engine PM Maintenance Warning,JC01
124,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
124,2018-01-06,Maintenance Started,JC02
124,2018-01-07,Maintenance Completed,JC02
124,2018-01-07,"Maintenance QA failed, retest",MA01
124,2018-01-08,"Maintenance QA HPC value replaced",MA01
124,2018-01-09,"Maintenance QA completed, OK",MA01
#
125,2018-01-02,Engine PM Maintenance Warning,JC01
125,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
125,2018-01-06,Maintenance Started,JC02
125,2018-01-07,Maintenance Completed,JC02
125,2018-01-07,"Maintenance QA failed, retest",MA01
125,2018-01-08,"Maintenance QA HPC value replaced",MA01
125,2018-01-09,"Maintenance QA completed, OK",MA01
#
126,2018-01-02,Engine PM Maintenance Warning,JC01
126,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
126,2018-01-06,Maintenance Started,JC02
126,2018-01-07,Maintenance Completed,JC02
126,2018-01-07,"Maintenance QA failed, retest",MA01
126,2018-01-08,"Maintenance QA HPC value replaced",MA01
126,2018-01-09,"Maintenance QA completed, OK",MA01
#
127,2018-01-02,Engine PM Maintenance Warning,JC01
127,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
127,2018-01-06,Maintenance Started,JC02
127,2018-01-07,Maintenance Completed,JC02
127,2018-01-07,"Maintenance QA failed, retest",MA01
127,2018-01-08,"Maintenance QA HPC value replaced",MA01
127,2018-01-09,"Maintenance QA completed, OK",MA01
#
128,2018-01-02,Engine PM Maintenance Warning,JC01
128,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
128,2018-01-06,Maintenance Started,JC02
128,2018-01-07,Maintenance Completed,JC02
128,2018-01-07,"Maintenance QA failed, retest",MA01
128,2018-01-08,"Maintenance QA HPC value replaced",MA01
128,2018-01-09,"Maintenance QA completed, OK",MA01
#
129,2018-01-02,Engine PM Maintenance Warning,JC01
129,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
129,2018-01-06,Maintenance Started,JC02
129,2018-01-07,Maintenance Completed,JC02
129,2018-01-07,"Maintenance QA failed, retest",MA01
129,2018-01-08,"Maintenance QA HPC value replaced",MA01
129,2018-01-09,"Maintenance QA completed, OK",MA01
#
130,2018-01-02,Engine PM Maintenance Warning,JC01
130,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
130,2018-01-06,Maintenance Started,JC02
130,2018-01-07,Maintenance Completed,JC02
130,2018-01-07,"Maintenance QA failed, retest",MA01
130,2018-01-08,"Maintenance QA HPC value replaced",MA01
130,2018-01-09,"Maintenance QA completed, OK",MA01
#
131,2018-01-02,Engine PM Maintenance Warning,JC01
131,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
131,2018-01-06,Maintenance Started,JC02
131,2018-01-07,Maintenance Completed,JC02
131,2018-01-07,"Maintenance QA failed, retest",MA01
131,2018-01-08,"Maintenance QA HPC value replaced",MA01
131,2018-01-09,"Maintenance QA completed, OK",MA01
#
132,2018-01-02,Engine PM Maintenance Warning,JC01
132,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
132,2018-01-06,Maintenance Started,JC02
132,2018-01-07,Maintenance Completed,JC02
132,2018-01-07,"Maintenance QA failed, retest",MA01
132,2018-01-08,"Maintenance QA HPC value replaced",MA01
132,2018-01-09,"Maintenance QA completed, OK",MA01
#
133,2018-01-02,Engine PM Maintenance Warning,JC01
133,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
133,2018-01-06,Maintenance Started,JC02
133,2018-01-07,Maintenance Completed,JC02
133,2018-01-07,"Maintenance QA failed, retest",MA01
133,2018-01-08,"Maintenance QA HPC value replaced",MA01
133,2018-01-09,"Maintenance QA completed, OK",MA01
#
134,2018-01-02,Engine PM Maintenance Warning,JC01
134,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
134,2018-01-06,Maintenance Started,JC02
134,2018-01-07,Maintenance Completed,JC02
134,2018-01-07,"Maintenance QA failed, retest",MA01
134,2018-01-08,"Maintenance QA HPC value replaced",MA01
134,2018-01-09,"Maintenance QA completed, OK",MA01
#
135,2018-01-02,Engine PM Maintenance Warning,JC01
135,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
135,2018-01-06,Maintenance Started,JC02
135,2018-01-07,Maintenance Completed,JC02
135,2018-01-07,"Maintenance QA failed, retest",MA01
135,2018-01-08,"Maintenance QA HPC value replaced",MA01
135,2018-01-09,"Maintenance QA completed, OK",MA01
#
136,2018-01-02,Engine PM Maintenance Warning,JC01
136,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
136,2018-01-06,Maintenance Started,JC02
136,2018-01-07,Maintenance Completed,JC02
136,2018-01-07,"Maintenance QA failed, retest",MA01
136,2018-01-08,"Maintenance QA HPC value replaced",MA01
136,2018-01-09,"Maintenance QA completed, OK",MA01
#
137,2018-01-02,Engine PM Maintenance Warning,JC01
137,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
137,2018-01-06,Maintenance Started,JC02
137,2018-01-07,Maintenance Completed,JC02
137,2018-01-07,"Maintenance QA failed, retest",MA01
137,2018-01-08,"Maintenance QA HPC value replaced",MA01
137,2018-01-09,"Maintenance QA completed, OK",MA01
#
138,2018-01-02,Engine PM Maintenance Warning,JC01
138,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
138,2018-01-06,Maintenance Started,JC02
138,2018-01-07,Maintenance Completed,JC02
138,2018-01-07,"Maintenance QA failed, retest",MA01
138,2018-01-08,"Maintenance QA HPC value replaced",MA01
138,2018-01-09,"Maintenance QA completed, OK",MA01
#
139,2018-01-02,Engine PM Maintenance Warning,JC01
139,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
139,2018-01-06,Maintenance Started,JC02
139,2018-01-07,Maintenance Completed,JC02
139,2018-01-07,"Maintenance QA failed, retest",MA01
139,2018-01-08,"Maintenance QA HPC value replaced",MA01
139,2018-01-09,"Maintenance QA completed, OK",MA01
#
140,2018-01-02,Engine PM Maintenance Warning,JC01
140,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
140,2018-01-06,Maintenance Started,JC02
140,2018-01-07,Maintenance Completed,JC02
140,2018-01-07,"Maintenance QA failed, retest",MA01
140,2018-01-08,"Maintenance QA HPC value replaced",MA01
140,2018-01-09,"Maintenance QA completed, OK",MA01
#
141,2018-01-02,Engine PM Maintenance Warning,JC01
141,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
141,2018-01-06,Maintenance Started,JC02
141,2018-01-07,Maintenance Completed,JC02
141,2018-01-07,"Maintenance QA failed, retest",MA01
141,2018-01-08,"Maintenance QA HPC value replaced",MA01
141,2018-01-09,"Maintenance QA completed, OK",MA01
#
142,2018-01-02,Engine PM Maintenance Warning,JC01
142,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
142,2018-01-06,Maintenance Started,JC02
142,2018-01-07,Maintenance Completed,JC02
142,2018-01-07,"Maintenance QA failed, retest",MA01
142,2018-01-08,"Maintenance QA HPC value replaced",MA01
142,2018-01-09,"Maintenance QA completed, OK",MA01
#
143,2018-01-02,Engine PM Maintenance Warning,JC01
143,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
143,2018-01-06,Maintenance Started,JC02
143,2018-01-07,Maintenance Completed,JC02
143,2018-01-07,"Maintenance QA failed, retest",MA01
143,2018-01-08,"Maintenance QA HPC value replaced",MA01
143,2018-01-09,"Maintenance QA completed, OK",MA01
#
144,2018-01-02,Engine PM Maintenance Warning,JC01
144,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
144,2018-01-06,Maintenance Started,JC02
144,2018-01-07,Maintenance Completed,JC02
144,2018-01-07,"Maintenance QA failed, retest",MA01
144,2018-01-08,"Maintenance QA HPC value replaced",MA01
144,2018-01-09,"Maintenance QA completed, OK",MA01
#
145,2018-01-02,Engine PM Maintenance Warning,JC01
145,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
145,2018-01-06,Maintenance Started,JC02
145,2018-01-07,Maintenance Completed,JC02
145,2018-01-07,"Maintenance QA failed, retest",MA01
145,2018-01-08,"Maintenance QA HPC value replaced",MA01
145,2018-01-09,"Maintenance QA completed, OK",MA01
#
146,2018-01-02,Engine PM Maintenance Warning,JC01
146,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
146,2018-01-06,Maintenance Started,JC02
146,2018-01-07,Maintenance Completed,JC02
146,2018-01-07,"Maintenance QA failed, retest",MA01
146,2018-01-08,"Maintenance QA HPC value replaced",MA01
146,2018-01-09,"Maintenance QA completed, OK",MA01
#
147,2018-01-02,Engine PM Maintenance Warning,JC01
147,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
147,2018-01-06,Maintenance Started,JC02
147,2018-01-07,Maintenance Completed,JC02
147,2018-01-07,"Maintenance QA failed, retest",MA01
147,2018-01-08,"Maintenance QA HPC value replaced",MA01
147,2018-01-09,"Maintenance QA completed, OK",MA01
#
148,2018-01-02,Engine PM Maintenance Warning,JC01
148,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
148,2018-01-06,Maintenance Started,JC02
148,2018-01-07,Maintenance Completed,JC02
148,2018-01-07,"Maintenance QA failed, retest",MA01
148,2018-01-08,"Maintenance QA HPC value replaced",MA01
148,2018-01-09,"Maintenance QA completed, OK",MA01
#
149,2018-01-02,Engine PM Maintenance Warning,JC01
149,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
149,2018-01-06,Maintenance Started,JC02
149,2018-01-07,Maintenance Completed,JC02
149,2018-01-07,"Maintenance QA failed, retest",MA01
149,2018-01-08,"Maintenance QA HPC value replaced",MA01
149,2018-01-09,"Maintenance QA completed, OK",MA01
#
150,2018-01-02,Engine PM Maintenance Warning,JC01
150,2018-01-04,Engine Matenance Schedule Order Submitted,JC02
150,2018-01-06,Maintenance Started,JC02
150,2018-01-07,Maintenance Completed,JC02
150,2018-01-07,"Maintenance QA failed, retest",MA01
150,2018-01-08,"Maintenance QA HPC value replaced",MA01
150,2018-01-09,"Maintenance QA completed, OK",MA01
#
151,2018-01-02,Engine PM Maintenance Warning,JC01
