app,"Processes.user",count,"cui_system_splunk_id",dest,"dest_pci_domain","is_prohibited","is_required","is_secure","is_user_process",note
"duser.dll","process-guid:00000001-0000-05c4-01d0-9d351710e781",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"dwmapi.dll","process-guid:00000001-0000-00a4-01d0-9d37ce017472",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"dxtmsft.dll","process-guid:00000001-0000-0670-01d0-9d37b012e219",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"dxtrans.dll","process-guid:00000001-0000-0670-01d0-9d37b012e219",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"escript.api","process-guid:00000001-0000-0160-01d0-9d37b202e708",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"explorer.exe","process-guid:00000001-0000-06d4-01d0-9d38e3243c06",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"explorerframe.dll","process-guid:00000001-0000-05c4-01d0-9d351710e781",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"fltmgr.sys","process-guid:00000001-0000-02ec-01d0-8cacd1608733",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"fwpuclnt.dll","process-guid:00000001-0000-05c4-01d0-9d351710e781",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"gameux.dll","process-guid:00000001-0000-0e60-01d0-9d37cc6fef62",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"gdi32.dll","process-guid:00000001-0000-00a4-01d0-9d37ce017472",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"gdiplus.dll","process-guid:00000001-0000-00a4-01d0-9d37ce017472",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"googleupdate.exe","process-guid:00000001-0000-0af4-01d0-9d37f1e89220",49,"default_system","*","*",true,true,false,true,"This is a test entry"
"goopdate.dll","process-guid:00000001-0000-0af4-01d0-9d37f1e89220",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"goopdateres_en.dll","process-guid:00000001-0000-0af4-01d0-9d37f1e89220",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"gpapi.dll","process-guid:00000001-0000-06d4-01d0-9d38e3243c06",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"gpsvc.dll","process-guid:00000001-0000-02ec-01d0-8cacd1608733",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"idstore.dll","process-guid:00000001-0000-06d0-01d0-9d3510005ea4",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"ieframe.dll","process-guid:00000001-0000-0160-01d0-9d37b202e708",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"iepeers.dll","process-guid:00000001-0000-0670-01d0-9d37b012e219",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"ieproxy.dll","process-guid:00000001-0000-05c4-01d0-9d351710e781",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"iertutil.dll","process-guid:00000001-0000-0160-01d0-9d37b202e708",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"ieshims.dll","process-guid:00000001-0000-0670-01d0-9d37b012e219",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"ieui.dll","process-guid:00000001-0000-05c4-01d0-9d351710e781",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"iexplore.exe","process-guid:00000001-0000-05c4-01d0-9d351710e781",49,"default_system","*","*",true,true,false,true,"This is a test entry"
"imagehlp.dll","process-guid:00000001-0000-06d4-01d0-9d38e3243c06",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"imageres.dll","process-guid:00000001-0000-06d4-01d0-9d38e3243c06",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"imgutil.dll","process-guid:00000001-0000-0670-01d0-9d37b012e219",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"imm32.dll","process-guid:00000001-0000-00a4-01d0-9d37ce017472",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"installoptions.dll","process-guid:00000001-0000-0fc0-01d0-9d35107e8784",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"iphlpapi.dll","process-guid:00000001-0000-05c4-01d0-9d351710e781",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"jscript.dll","process-guid:00000001-0000-0670-01d0-9d37b012e219",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"kernel32.dll","process-guid:00000001-0000-00a4-01d0-9d37ce017472",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"kernelbase.dll","process-guid:00000001-0000-00a4-01d0-9d37ce017472",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"ksuser.dll","process-guid:00000001-0000-03cc-01d0-9d38e02f0d55",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"ktmw32.dll","process-guid:00000001-0000-06e4-01d0-9d37f1ce75fe",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"linkinfo.dll","process-guid:00000001-0000-05c4-01d0-9d351710e781",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"lpk.dll","process-guid:00000001-0000-00a4-01d0-9d37ce017472",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"lsass.exe",abc,2,"default_system","*","*",true,true,false,true,"This is a test entry"
"lsm.exe",abc,3,"default_system","*","*",true,true,false,true,"This is a test entry"
"mapi32.dll","process-guid:00000001-0000-0a14-01d0-9d35a088f889",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"mfc42u.dll","process-guid:00000001-0000-08f4-01d0-9d37cb1466a2",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"mfplat.dll","process-guid:00000001-0000-03cc-01d0-9d38e02f0d55",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"midimap.dll","process-guid:00000001-0000-06d8-01d0-9d350f3054d4",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"mlang.dll","process-guid:00000001-0000-05c4-01d0-9d351710e781",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"mmcss.dll","process-guid:00000001-0000-038c-01d0-8cacd17f7916",50,"default_system","*","*",true,true,false,true,"This is a test entry"
"mmdevapi.dll","process-guid:00000001-0000-03cc-01d0-9d38e02f0d55",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"msacm32.dll","process-guid:00000001-0000-06d8-01d0-9d350f3054d4",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"msacm32.drv","process-guid:00000001-0000-06d8-01d0-9d350f3054d4",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"msasn1.dll","process-guid:00000001-0000-03cc-01d0-9d38e02f0d55",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"mscms.dll","process-guid:00000001-0000-0160-01d0-9d37b202e708",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"mscoree.dll","process-guid:00000001-0000-0fec-01d0-9d35a0acad38",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"msctf.dll","process-guid:00000001-0000-00a4-01d0-9d37ce017472",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"msctfmonitor.dll","process-guid:00000001-0000-06d4-01d0-9d38e3243c06",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"msdmo.dll","process-guid:00000001-0000-0e60-01d0-9d37cc6fef62",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"msfeeds.dll","process-guid:00000001-0000-05c4-01d0-9d351710e781",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"msftedit.dll","process-guid:00000001-0000-08f4-01d0-9d37cb1466a2",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"mshtml.dll","process-guid:00000001-0000-0670-01d0-9d37b012e219",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"msi.dll","process-guid:00000001-0000-0adc-01d0-9d37b91b2323",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"msidle.dll","process-guid:00000001-0000-0a14-01d0-9d35a088f889",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"msimg32.dll","process-guid:00000001-0000-05c4-01d0-9d351710e781",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"msimtf.dll","process-guid:00000001-0000-0670-01d0-9d37b012e219",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"msls31.dll","process-guid:00000001-0000-0670-01d0-9d37b012e219",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"mspaint.exe","process-guid:00000001-0000-08f4-01d0-9d37cb1466a2",50,"default_system","*","*",true,true,false,true,"This is a test entry"
"msshooks.dll","process-guid:00000001-0000-0a14-01d0-9d35a088f889",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"mssph.dll","process-guid:00000001-0000-0a14-01d0-9d35a088f889",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"mssprxy.dll","process-guid:00000001-0000-0a14-01d0-9d35a088f889",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"msutb.dll","process-guid:00000001-0000-06d4-01d0-9d38e3243c06",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"msv1_0.dll","process-guid:00000001-0000-063c-01d0-9d37cb4b2642",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"msvcp80.dll","process-guid:00000001-0000-0160-01d0-9d37b202e708",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"msvcr80.dll","process-guid:00000001-0000-0160-01d0-9d37b202e708",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"msvcrt.dll","process-guid:00000001-0000-00a4-01d0-9d37ce017472",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"mswsock.dll","process-guid:00000001-0000-05c4-01d0-9d351710e781",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"msxml3.dll","process-guid:00000001-0000-0bb0-01d0-9d351710e781",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"msxml6.dll","process-guid:00000001-0000-08f4-01d0-9d37cb1466a2",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"napinsp.dll","process-guid:00000001-0000-05c4-01d0-9d351710e781",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"ncrypt.dll","process-guid:00000001-0000-06d4-01d0-9d38e3243c06",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"ndfapi.dll","process-guid:00000001-0000-0784-01d0-8cadcda06c3d",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"netapi32.dll","process-guid:00000001-0000-0af4-01d0-9d37f1e89220",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"netprofm.dll","process-guid:00000001-0000-05c4-01d0-9d351710e781",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"netutils.dll","process-guid:00000001-0000-0adc-01d0-9d37b91b2323",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"nlaapi.dll","process-guid:00000001-0000-05c4-01d0-9d351710e781",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"normaliz.dll","process-guid:00000001-0000-05c4-01d0-9d351710e781",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"notepad.exe Sensor.Log",abc,6,"default_system","*","*",true,true,false,true,"This is a test entry"
"notepad.exe readme.txt",abc,12,"default_system","*","*",true,true,false,true,"This is a test entry"
"npmproxy.dll","process-guid:00000001-0000-05c4-01d0-9d351710e781",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"nsi.dll","process-guid:00000001-0000-03cc-01d0-9d38e02f0d55",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"nsislog.dll","process-guid:00000001-0000-0fc0-01d0-9d35107e8784",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"nsscm.dll","process-guid:00000001-0000-0fc0-01d0-9d35107e8784",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"ntdll.dll","process-guid:00000001-0000-00a4-01d0-9d37ce017472",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"ntmarta.dll","process-guid:00000001-0000-0160-01d0-9d37b202e708",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"ntoskrnl.exe",abc,14,"default_system","*","*",true,true,false,true,"This is a test entry"
"ntshrui.dll","process-guid:00000001-0000-0adc-01d0-9d37b91b2323",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"odbc32.dll","process-guid:00000001-0000-08f4-01d0-9d37cb1466a2",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"odbcint.dll","process-guid:00000001-0000-08f4-01d0-9d37cb1466a2",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"ole32.dll","process-guid:00000001-0000-00a4-01d0-9d37ce017472",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"oleacc.dll","process-guid:00000001-0000-00a4-01d0-9d37ce017472",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"oleaut32.dll","process-guid:00000001-0000-00a4-01d0-9d37ce017472",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"p2pcollab.dll","process-guid:00000001-0000-0f10-01d0-9d3517862f52",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"pcadm.dll","process-guid:00000001-0000-0348-01d0-8cacd16549f3",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"peerdist.dll","process-guid:00000001-0000-0190-01d0-8cacd19022b8",48,"default_system","*","*",true,true,false,true,"This is a test entry"
"pngfilt.dll","process-guid:00000001-0000-0670-01d0-9d37b012e219",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"pnrpnsp.dll","process-guid:00000001-0000-05c4-01d0-9d351710e781",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"powrprof.dll","process-guid:00000001-0000-0e60-01d0-9d37cc6fef62",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"profapi.dll","process-guid:00000001-0000-0160-01d0-9d37b202e708",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"propsys.dll","process-guid:00000001-0000-0160-01d0-9d37b202e708",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"psapi.dll","process-guid:00000001-0000-0160-01d0-9d37b202e708",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"rasadhlp.dll","process-guid:00000001-0000-05c4-01d0-9d351710e781",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"rasapi32.dll","process-guid:00000001-0000-05c4-01d0-9d351710e781",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"rasman.dll","process-guid:00000001-0000-05c4-01d0-9d351710e781",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"rgb9rast.dll","process-guid:00000001-0000-0e60-01d0-9d37cc6fef62",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"riched20.dll","process-guid:00000001-0000-0adc-01d0-9d37b91b2323",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"riched32.dll","process-guid:00000001-0000-0adc-01d0-9d37b91b2323",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"rpcrt4.dll","process-guid:00000001-0000-00a4-01d0-9d37ce017472",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"rpcrtremote.dll","process-guid:00000001-0000-0160-01d0-9d37b202e708",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"rsaenh.dll","process-guid:00000001-0000-0160-01d0-9d37b202e708",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"rtutils.dll","process-guid:00000001-0000-05c4-01d0-9d351710e781",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"samcli.dll","process-guid:00000001-0000-0e60-01d0-9d37cc6fef62",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"samlib.dll","process-guid:00000001-0000-0e60-01d0-9d37cc6fef62",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"sc  start carbonblack",abc,2,"default_system","*","*",true,true,false,true,"This is a test entry"
"sc  stop carbonblack",abc,4,"default_system","*","*",true,true,false,true,"This is a test entry"
"sc.exe","process-guid:00000001-0000-0da0-01d0-9d38dda9fcf1",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"schannel.dll","process-guid:00000001-0000-0f10-01d0-9d3517862f52",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"searchfilterhost.exe","process-guid:00000001-0000-095c-01d0-9d34e6796755",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"searchprotocolhost.exe","process-guid:00000001-0000-0378-01d0-9d34e6510766",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"sechost.dll","process-guid:00000001-0000-00a4-01d0-9d37ce017472",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"secur32.dll","process-guid:00000001-0000-063c-01d0-9d37cb4b2642",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"sensapi.dll","process-guid:00000001-0000-05c4-01d0-9d351710e781",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"services.exe",abc,2,"default_system","*","*",true,true,false,true,"This is a test entry"
"setupapi.dll","process-guid:00000001-0000-0160-01d0-9d37b202e708",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"shacct.dll","process-guid:00000001-0000-06d0-01d0-9d3510005ea4",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"shdocvw.dll","process-guid:00000001-0000-0f10-01d0-9d3517862f52",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"shell32.dll","process-guid:00000001-0000-00a4-01d0-9d37ce017472",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"shfolder.dll","process-guid:00000001-0000-0fc0-01d0-9d35107e8784",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"shlwapi.dll","process-guid:00000001-0000-00a4-01d0-9d37ce017472",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"slc.dll","process-guid:00000001-0000-0adc-01d0-9d37b91b2323",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"solitaire.exe","process-guid:00000001-0000-0784-01d0-8cadcda06c3d",50,"default_system","*","*",true,true,false,true,"This is a test entry"
"sqlite.dll","process-guid:00000001-0000-0160-01d0-9d37b202e708",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"sqmapi.dll","process-guid:00000001-0000-05c4-01d0-9d351710e781",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"srvcli.dll","process-guid:00000001-0000-0adc-01d0-9d37b91b2323",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"sspicli.dll","process-guid:00000001-0000-0160-01d0-9d37b202e708",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"sti.dll","process-guid:00000001-0000-063c-01d0-9d37cb4b2642",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"svchost.exe",abc,32,"default_system","*","*",true,true,false,true,"This is a test entry"
"sxs.dll","process-guid:00000001-0000-05c4-01d0-9d351710e781",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"system.dll","process-guid:00000001-0000-0fc0-01d0-9d35107e8784",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"t2embed.dll","process-guid:00000001-0000-0670-01d0-9d37b012e219",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"taskeng.exe","process-guid:00000001-0000-06e4-01d0-9d37f1ce75fe",49,"default_system","*","*",true,true,false,true,"This is a test entry"
"taskeng.exe {81D22ECE-1680-4261-9EE8-37D088E7033E} S-1-5-18:NT AUTHORITY\System:Service:",abc,3,"default_system","*","*",true,true,false,true,"This is a test entry"
"thumbcache.dll","process-guid:00000001-0000-09ac-01d0-9d38e2664495",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"tquery.dll","process-guid:00000001-0000-0a14-01d0-9d35a088f889",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"tschannel.dll","process-guid:00000001-0000-06e4-01d0-9d37f1ce75fe",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"uiribbon.dll","process-guid:00000001-0000-08f4-01d0-9d37cb1466a2",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"uiribbonres.dll","process-guid:00000001-0000-08f4-01d0-9d37cb1466a2",25,"default_system","*","*",true,true,false,true,"This is a test entry"
unknown,"-",8936,"default_system","*","*",true,true,false,true,"This is a test entry"
"updater.api","process-guid:00000001-0000-0160-01d0-9d37b202e708",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"url.dll","process-guid:00000001-0000-05c4-01d0-9d351710e781",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"urlmon.dll","process-guid:00000001-0000-05c4-01d0-9d351710e781",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"user32.dll","process-guid:00000001-0000-00a4-01d0-9d37ce017472",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"userenv.dll","process-guid:00000001-0000-0160-01d0-9d37b202e708",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"usp10.dll","process-guid:00000001-0000-00a4-01d0-9d37ce017472",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"uxtheme.dll","process-guid:00000001-0000-00a4-01d0-9d37ce017472",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"version.dll","process-guid:00000001-0000-00a4-01d0-9d37ce017472",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"vm3dum.dll","process-guid:00000001-0000-0670-01d0-9d37b012e219",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"vm3dum64.dll","process-guid:00000001-0000-0e60-01d0-9d37cc6fef62",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"wdi.dll","process-guid:00000001-0000-0348-01d0-8cacd16549f3",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"wdmaud.drv","process-guid:00000001-0000-06d8-01d0-9d350f3054d4",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"webio.dll","process-guid:00000001-0000-0190-01d0-8cacd19022b8",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"wer.dll","process-guid:00000001-0000-0e60-01d0-9d37cc6fef62",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"wevtapi.dll","process-guid:00000001-0000-06e4-01d0-9d37f1ce75fe",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"wiaservc.dll","process-guid:00000001-0000-063c-01d0-9d37cb4b2642",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"wiatrace.dll","process-guid:00000001-0000-063c-01d0-9d37cb4b2642",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"windowscodecs.dll","process-guid:00000001-0000-00a4-01d0-9d37ce017472",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"winhttp.dll","process-guid:00000001-0000-0190-01d0-8cacd19022b8",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"wininet.dll","process-guid:00000001-0000-05c4-01d0-9d351710e781",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"wininit.exe",abc,7,"default_system","*","*",true,true,false,true,"This is a test entry"
"winlogon.exe",abc,3,"default_system","*","*",true,true,false,true,"This is a test entry"
"winmm.dll","process-guid:00000001-0000-00a4-01d0-9d37ce017472",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"winnsi.dll","process-guid:00000001-0000-05c4-01d0-9d351710e781",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"winrnr.dll","process-guid:00000001-0000-05c4-01d0-9d351710e781",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"winspool.drv","process-guid:00000001-0000-0670-01d0-9d37b012e219",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"winsta.dll","process-guid:00000001-0000-06d4-01d0-9d38e3243c06",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"wintrust.dll","process-guid:00000001-0000-03cc-01d0-9d38e02f0d55",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"wkscli.dll","process-guid:00000001-0000-0af4-01d0-9d37f1e89220",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"wldap32.dll","process-guid:00000001-0000-0160-01d0-9d37b202e708",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"wmadmod.dll","process-guid:00000001-0000-0e60-01d0-9d37cc6fef62",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"wmalfxgfxdsp.dll","process-guid:00000001-0000-03cc-01d0-9d38e02f0d55",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"wmasf.dll","process-guid:00000001-0000-0e60-01d0-9d37cc6fef62",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"wmsgapi.dll","process-guid:00000001-0000-06d4-01d0-9d38e3243c06",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"wmvcore.dll","process-guid:00000001-0000-0e60-01d0-9d37cc6fef62",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"wow64.dll","process-guid:00000001-0000-0160-01d0-9d37b202e708",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"wow64cpu.dll","process-guid:00000001-0000-0160-01d0-9d37b202e708",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"wow64win.dll","process-guid:00000001-0000-0160-01d0-9d37b202e708",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"wpc.dll","process-guid:00000001-0000-0e60-01d0-9d37cc6fef62",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"ws2_32.dll","process-guid:00000001-0000-03cc-01d0-9d38e02f0d55",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"wshbth.dll","process-guid:00000001-0000-05c4-01d0-9d351710e781",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"wship6.dll","process-guid:00000001-0000-05c4-01d0-9d351710e781",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"wshtcpip.dll","process-guid:00000001-0000-05c4-01d0-9d351710e781",24,"default_system","*","*",true,true,false,true,"This is a test entry"
"wtsapi32.dll","process-guid:00000001-0000-06d4-01d0-9d38e3243c06",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"wuaueng.dll","process-guid:00000001-0000-02ec-01d0-8cacd1608733",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"xinput9_1_0.dll","process-guid:00000001-0000-0e60-01d0-9d37cc6fef62",25,"default_system","*","*",true,true,false,true,"This is a test entry"
"xmllite.dll","process-guid:00000001-0000-05c4-01d0-9d351710e781",24,"default_system","*","*",true,true,false,true,"This is a test entry"
telnetd,,,"default_system","*","*",true,false,false,false,"The telnet application is prohibited due to insecure authentication."
"""C:\Program Files (x86)\Adobe\Reader 9.0\Reader\AcroRd32.exe"" ",abc,4,"default_system","*","*",true,true,false,true,"This is a test entry"
"""C:\Program Files (x86)\Common Files\Adobe\Updater6\Adobe_Updater.exe"" -doActionAppID=reader9rdr-en_US",abc,8,"default_system","*","*",true,true,false,true,"This is a test entry"
"""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" ",abc,27,"default_system","*","*",true,true,false,true,"This is a test entry"
"""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=gpu-process --channel=""3356.0.17406420\2025309700"" --supports-dual-gpus=false --gpu-driver-bug-workarounds=2,20,43 --gpu-vendor-id=0x15ad --gpu-device-id=0x0405 --gpu-driver-vendor=""VMware, Inc."" --gpu-driver-version=8.14.1.51 --ignored="" --type=renderer "" /prefetch:822062411",abc,7,"default_system","*","*",true,true,false,true,"This is a test entry"
"""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=gpu-process --channel=""4028.0.917691993\220463769"" --supports-dual-gpus=false --gpu-driver-bug-workarounds=2,20,43 --gpu-vendor-id=0x15ad --gpu-device-id=0x0405 --gpu-driver-vendor=""VMware, Inc."" --gpu-driver-version=8.14.1.51 --ignored="" --type=renderer "" /prefetch:822062411",abc,6,"default_system","*","*",true,true,false,true,"This is a test entry"
