id,ident,type,latitude,longitude,elevation_ft,continent,iso_country,iso_region,municipality,iata_code
2469,EGPU,medium_airport,56.49919891,-6.869170189,38,EU,GB,GB-SCT,Balemartine,TRE
2470,EGQK,medium_airport,57.6493988,-3.560640097,22,EU,GB,GB-SCT,Kinloss,FSS
2471,EGQL,medium_airport,56.3728981,-2.868439913,38,EU,GB,GB-SCT,St. Andrews,ADX
2472,EGQS,medium_airport,57.7052002,-3.339169979,42,EU,GB,GB-SCT,Lossiemouth,LMO
2473,EGSC,medium_airport,52.20500183,0.174999997,47,EU,GB,GB-ENG,Cambridge,CBG
2475,EGSH,medium_airport,52.67580032,1.282780051,117,EU,GB,GB-ENG,Norwich,NWI
2476,EGSS,large_airport,51.88499832,0.234999999,348,EU,GB,GB-ENG,London,STN
2477,EGSU,medium_airport,52.09080124,0.131944001,125,EU,GB,GB-ENG,Duxford,QFO
2481,EGTE,large_airport,50.7344017,-3.413889885,102,EU,GB,GB-ENG,Exeter,EXT
2482,EGTG,medium_airport,51.51940155,-2.590830088,226,EU,GB,GB-ENG,Bristol,FZO
2483,EGTK,medium_airport,51.8368988,-1.320000052,270,EU,GB,GB-ENG,Kidlington,OXF
30508,EGUA,closed,51.9375,-1.248890042,436,EU,GB,GB-ENG,Upper Heyford,UHF
2486,EGUB,medium_airport,51.61640167,-1.095829964,226,EU,GB,GB-ENG,Benson,BEX
2487,EGUL,large_airport,52.40930176,0.56099999,32,EU,GB,GB-ENG,Lakenheath,LKZ
2488,EGUN,large_airport,52.36190033,0.486405998,33,EU,GB,GB-ENG,Mildenhall,MHZ
2491,EGUY,medium_airport,52.35720062,-0.107832998,135,EU,GB,GB-ENG,St. Ives,QUY
2492,EGVA,large_airport,51.68220139,-1.790030003,286,EU,GB,GB-ENG,Fairford,FFD
29697,EGVJ,closed,52.12749863,1.434720039,85,EU,GB,GB-ENG,Woodbridge,BWY
2493,EGVN,large_airport,51.75,-1.583619952,288,EU,GB,GB-ENG,Brize Norton,BZZ
2494,EGVO,medium_airport,51.23410034,-0.942825019,405,EU,GB,GB-ENG,Odiham,ODH
2496,EGWU,medium_airport,51.5530014,-0.418166995,124,EU,GB,GB-ENG,London,NHT
29652,EGWZ,closed,52.37440109,-0.219722003,157,EU,GB,GB-ENG,Huntingdon,AYH
30597,EGXB,closed,53.44670105,-0.209999993,,EU,GB,GB-ENG,Grimsby,GSY
2497,EGXC,medium_airport,53.0929985,-0.166014001,25,EU,GB,GB-ENG,Coningsby,QCY
2501,EGXH,medium_airport,52.34260178,0.772939026,174,EU,GB,GB-ENG,Thetford,BEQ
2502,EGXJ,medium_airport,52.7356987,-0.648769021,461,EU,GB,GB-ENG,Cottesmore,OKH
2503,EGXP,medium_airport,53.30780029,-0.550832987,202,EU,GB,GB-ENG,Scampton,SQZ
2505,EGXU,medium_airport,54.0489006,-1.252750039,53,EU,GB,GB-ENG,Linton-On-Ouse,HRT
2506,EGXW,medium_airport,53.16619873,-0.523810983,231,EU,GB,GB-ENG,Waddington,WTN
2511,EGYM,medium_airport,52.64839935,0.550692022,75,EU,GB,GB-ENG,Marham,MRH
2512,EGYP,medium_airport,-51.82279968,-58.44720078,244,SA,FK,FK-U-A,Mount Pleasant,MPN
2513,EHAM,large_airport,52.30860138,4.76388979,-11,EU,NL,NL-NH,Amsterdam,AMS
2515,EHBK,large_airport,50.9117012,5.770140171,375,EU,NL,NL-LI,Maastricht,MST
2516,EHDL,medium_airport,52.06060028,5.873060226,158,EU,NL,NL-GE,Arnhem,QAR
2518,EHEH,large_airport,51.45009995,5.374529839,74,EU,NL,NL-NB,Eindhoven,EIN
2519,EHGG,medium_airport,53.11970139,6.579440117,17,EU,NL,NL-DR,Groningen,GRQ
2520,EHGR,medium_airport,51.56740189,4.931829929,49,EU,NL,NL-NB,Breda,GLZ
2521,EHKD,medium_airport,52.92340088,4.780620098,3,EU,NL,NL-NH,Den Helder,DHR
2522,EHLE,medium_airport,52.46030045,5.527219772,-13,EU,NL,NL-FL,Lelystad,LEY
2523,EHLW,medium_airport,53.22859955,5.760560036,3,EU,NL,NL-FR,Leeuwarden,LWR
2524,EHRD,medium_airport,51.95690155,4.437220097,-15,EU,NL,NL-ZH,Rotterdam,RTM
2525,EHSB,closed,52.12730026,5.276189804,66,EU,NL,NL-UT,Soesterberg,UTC
2526,EHTW,medium_airport,52.27000046,6.874169827,114,EU,NL,NL-OV,Enschede,ENS
2527,EHVB,closed,52.16609955,4.41794014,1,EU,NL,NL-ZH,Leiden,LID
2528,EHVK,medium_airport,51.65639877,5.708610058,72,EU,NL,NL-NB,Uden,UDE
2529,EHWO,medium_airport,51.44910049,4.342030048,63,EU,NL,NL-NB,Bergen Op Zoom,WOE
2530,EICK,large_airport,51.84130096,-8.491109848,502,EU,IE,IE-C,Cork,ORK
2531,EICM,medium_airport,53.30020142,-8.941590309,81,EU,IE,IE-G,Galway,GWY
2532,EIDL,medium_airport,55.0442009,-8.340999603,30,EU,IE,IE-DL,Donegal,CFN
2533,EIDW,large_airport,53.42129898,-6.270070076,242,EU,IE,IE-D,Dublin,DUB
2534,EIKN,medium_airport,53.91030121,-8.818490028,665,EU,IE,IE-MO,Charleston,NOC
2535,EIKY,medium_airport,52.18090057,-9.523779869,112,EU,IE,IE-KY,Killarney,KIR
2537,EINN,large_airport,52.70199966,-8.924819946,46,EU,IE,IE-CE,Shannon,SNN
2538,EISG,medium_airport,54.28020096,-8.599209785,11,EU,IE,IE-SO,Sligo,SXL
2539,EIWF,medium_airport,52.18719864,-7.086959839,119,EU,IE,IE-WD,Waterford,WAT
2540,EKAH,medium_airport,56.29999924,10.61900043,82,EU,DK,DK-82,Aarhus,AAR
2541,EKBI,large_airport,55.74029922,9.151780128,247,EU,DK,DK-83,Billund,BLL
2542,EKCH,large_airport,55.61790085,12.65600014,17,EU,DK,DK-84,Copenhagen,CPH
2543,EKEB,medium_airport,55.52590179,8.55340004,97,EU,DK,DK-83,Esbjerg,EBJ
2546,EKKA,medium_airport,56.29750061,9.124629974,170,EU,DK,DK-82,Karup,KRP
2548,EKMB,medium_airport,54.69929886,11.44009972,16,EU,DK,DK-85,Lolland Falster / Maribo,MRW
2549,EKOD,medium_airport,55.47669983,10.33090019,56,EU,DK,DK-83,Odense,ODE
2551,EKRK,medium_airport,55.58560181,12.13140011,146,EU,DK,DK-85,Copenhagen,RKE
2552,EKRN,medium_airport,55.06330109,14.75959969,52,EU,DK,DK-84,RÌünne,RNN
2553,EKSB,medium_airport,54.96440125,9.791729927,24,EU,DK,DK-83,SÌünderborg,SGD
2554,EKSN,medium_airport,57.50350189,10.22939968,92,EU,DK,DK-81,Sindal,CNL
2555,EKSP,medium_airport,55.2256012,9.263930321,141,EU,DK,DK-83,Vojens,SKS
2556,EKSV,medium_airport,56.55020142,9.172980309,74,EU,DK,DK-82,Skive,SQW
2557,EKTS,medium_airport,57.06880188,8.705220222,23,EU,DK,DK-81,Thisted,TED
2559,EKVG,medium_airport,62.06359863,-7.277219772,280,EU,FO,FO-U-A,Vagar,FAE
2561,EKVJ,medium_airport,55.99010086,8.353910446,17,EU,DK,DK-82,Skjern / RingkÌübing,STA
2562,EKYT,large_airport,57.09275891,9.849243164,10,EU,DK,DK-81,Aalborg,AAL
2563,ELLX,large_airport,49.62659836,6.211520195,1234,EU,LU,LU-L,Luxembourg,LUX
2564,ENAL,medium_airport,62.5625,6.119699955,69,EU,NO,NO-15,ÌÉlesund,AES
2565,ENAN,medium_airport,69.29250336,16.14419937,43,EU,NO,NO-18,Andenes,ANX
2566,ENAT,medium_airport,69.97609711,23.37170029,9,EU,NO,NO-20,Alta,ALF
2568,ENBN,medium_airport,65.46109772,12.21749973,25,EU,NO,NO-18,BrÌünnÌüy,BNN
2569,ENBO,large_airport,67.26920319,14.36530018,42,EU,NO,NO-18,BodÌü,BOO
2570,ENBR,large_airport,60.29339981,5.218140125,170,EU,NO,NO-12,Bergen,BGO
2571,ENBS,medium_airport,70.60050201,29.69140053,490,EU,NO,NO-20,BÌ´tsfjord,BJF
29255,ENBV,medium_airport,70.87139893,29.03420067,42,EU,NO,NO-20,BerlevÌ´g,BVG
2572,ENCN,medium_airport,58.20420074,8.085370064,57,EU,NO,NO-10,Kjevik,KRS
2574,ENDU,medium_airport,69.05580139,18.54039955,252,EU,NO,NO-19,MÌ´lselv,BDU
2575,ENEV,medium_airport,68.49130249,16.67810059,84,EU,NO,NO-18,Evenes,EVE
28117,ENFB,closed,59.89580154,10.6171999,,EU,NO,NO-03,Oslo,FBU
2576,ENFG,medium_airport,61.0155983,9.288060188,2697,EU,NO,NO-05,,VDB
2577,ENFL,medium_airport,61.58359909,5.024720192,37,EU,NO,NO-14,FlorÌü,FRO
2578,ENGM,large_airport,60.19390106,11.10039997,681,EU,NO,NO-02,Oslo,OSL
2579,ENHD,medium_airport,59.34529877,5.208360195,86,EU,NO,NO-11,KarmÌüy,HAU
28115,ENHF,medium_airport,70.67970276,23.66860008,266,EU,NO,NO-20,Hammerfest,HFT
29261,ENHV,medium_airport,71.00969696,25.98360062,44,EU,NO,NO-20,HonningsvÌ´g,HVG
2581,ENKB,medium_airport,63.11180115,7.824520111,204,EU,NO,NO-15,Kvernberget,KSU
2583,ENKR,medium_airport,69.72579956,29.8913002,283,EU,NO,NO-20,Kirkenes,KKN
29264,ENLK,medium_airport,68.15249634,13.6093998,78,EU,NO,NO-18,Leknes,LKN
29265,ENMH,medium_airport,71.02970123,27.82670021,39,EU,NO,NO-20,Mehamn,MEH
2585,ENML,medium_airport,62.74470139,7.262499809,10,EU,NO,NO-15,ÌÉrÌü,MOL
2586,ENMS,medium_airport,65.78399658,13.21490002,237,EU,NO,NO-18,,MJF
2587,ENNA,medium_airport,70.06880188,24.9734993,25,EU,NO,NO-20,Lakselv,LKL
29266,ENNK,medium_airport,68.43689728,17.38669968,95,EU,NO,NO-18,Narvik,NVK
2588,ENNO,medium_airport,59.56570053,9.212220192,63,EU,NO,NO-08,,NTB
2589,ENOL,medium_airport,63.69889832,9.604000092,28,EU,NO,NO-16,Ì÷rland,OLA
28114,ENOV,medium_airport,62.18000031,6.074100018,243,EU,NO,NO-15,Ì÷rsta,HOV
29277,ENRA,medium_airport,66.36389923,14.30140018,229,EU,NO,NO-18,Mo i Rana,MQN
29278,ENRM,medium_airport,64.83830261,11.14610004,14,EU,NO,NO-17,RÌürvik,RVK
2591,ENRO,medium_airport,62.57839966,11.34230042,2054,EU,NO,NO-16,RÌüros,RRS
2592,ENRY,medium_airport,59.37889862,10.78559971,174,EU,NO,NO-01,Rygge,RYG
2593,ENSB,medium_airport,78.24610138,15.46560001,88,EU,NO,NO-21,Longyearbyen,LYR
29281,ENSH,medium_airport,68.24330139,14.66919994,27,EU,NO,NO-18,SvolvÌ_r,SVJ
29282,ENSK,medium_airport,68.5788269,15.03341675,11,EU,NO,NO-18,Hadsel,SKN
2594,ENSN,medium_airport,59.18500137,9.566940308,463,EU,NO,NO-08,Geiteryggen,SKE
2595,ENSO,medium_airport,59.79190063,5.340849876,160,EU,NO,NO-12,Leirvik,SRP
2596,ENSR,medium_airport,69.78679657,20.95940018,16,EU,NO,NO-19,SÌürkjosen,SOJ
2597,ENSS,medium_airport,70.35540009,31.04490089,42,EU,NO,NO-20,VardÌü,VAW
2598,ENST,medium_airport,65.95680237,12.46889973,56,EU,NO,NO-18,Alstahaug,SSJ
2599,ENTC,large_airport,69.6832962,18.91889954,31,EU,NO,NO-19,TromsÌü,TOS
2600,ENTO,medium_airport,59.18669891,10.25860024,286,EU,NO,NO-07,Torp,TRF
2601,ENVA,large_airport,63.45780182,10.92399979,56,EU,NO,NO-17,Trondheim,TRD
29284,ENVD,medium_airport,70.06529999,29.84469986,127,EU,NO,NO-20,VadsÌü,VDS
2602,ENZV,large_airport,58.87670135,5.63778019,29,EU,NO,NO-11,Stavanger,SVG
31012,EPBP,medium_airport,52.00579834,23.14360046,495,EU,PL,PL-LU,BiaÅâa Podlaska,BXP
2604,EPBY,medium_airport,53.09680176,17.97769928,235,EU,PL,PL-KP,Bydgoszcz,BZG
2608,EPGD,large_airport,54.37760162,18.46619987,489,EU,PL,PL-PM,GdaÅãsk,GDN
2609,EPKK,large_airport,50.07770157,19.78479958,791,EU,PL,PL-MA,KrakÌ_w,KRK
2613,EPKT,large_airport,50.47430038,19.07999992,995,EU,PL,PL-SL,Katowice,KTW
2616,EPLL,medium_airport,51.72190094,19.3980999,604,EU,PL,PL-LD,ÅÅÌ_dÅ_,LCJ
2623,EPOK,medium_airport,54.57970047,18.51720047,144,EU,PL,PL-PM,Gdynia,QYD
2625,EPPO,large_airport,52.42100143,16.82629967,308,EU,PL,PL-WP,PoznaÅã,POZ
2629,EPRZ,medium_airport,50.11000061,22.0189991,675,EU,PL,PL-PK,RzeszÌ_w,RZE
2630,EPSC,medium_airport,53.58470154,14.90219975,154,EU,PL,PL-ZP,Goleniow,SZZ
2632,EPSK,closed,54.47890091,17.10750008,217,EU,PL,PL-PM,,OSP
2635,EPSY,closed,53.48189926,20.93770027,463,EU,PL,PL-WN,,SZY
2637,EPWA,large_airport,52.16569901,20.96710014,362,EU,PL,PL-MZ,Warsaw,WAW
2638,EPWR,large_airport,51.10269928,16.88579941,404,EU,PL,PL-DS,WrocÅâaw,WRO
2639,EPZG,medium_airport,52.13850021,15.7986002,194,EU,PL,PL-LB,Babimost,IEG
2646,ESDF,medium_airport,56.26670074,15.26500034,191,EU,SE,SE-K,,RNB
2648,ESGG,large_airport,57.66279984,12.27980042,506,EU,SE,SE-Q,Gothenburg,GOT
2649,ESGJ,medium_airport,57.75759888,14.06869984,741,EU,SE,SE-F,JÌ_nkÌ_ping,JKG
2651,ESGL,medium_airport,58.46549988,13.17440033,200,EU,SE,SE-Q,LidkÌ_ping,LDK
2652,ESGP,medium_airport,57.77470016,11.87040043,59,EU,SE,SE-Q,Gothenburg,GSE
2653,ESGR,medium_airport,58.45640182,13.97270012,324,EU,SE,SE-Q,SkÌ_vde,KVB
2654,ESGT,medium_airport,58.31809998,12.34500027,137,EU,SE,SE-Q,TrollhÌ_ttan,THN
2658,ESKK,medium_airport,59.34590149,14.49590015,400,EU,SE,SE-T,,KSK
2659,ESKM,medium_airport,60.957901,14.51140022,634,EU,SE,SE-W,,MXX
2660,ESKN,medium_airport,58.78860092,16.91220093,140,EU,SE,SE-D,Stockholm / NykÌ_ping,NYO
2664,ESMK,medium_airport,55.92169952,14.08549976,76,EU,SE,SE-M,Kristianstad,KID
2666,ESMO,medium_airport,57.3504982,16.49799919,96,EU,SE,SE-H,,OSK
2668,ESMQ,medium_airport,56.6855011,16.28759956,17,EU,SE,SE-H,,KLR
2669,ESMS,large_airport,55.53630536,13.37619781,236,EU,SE,SE-M,MalmÌ_,MMX
2670,ESMT,medium_airport,56.69110107,12.82019997,101,EU,SE,SE-N,Halmstad,HAD
2672,ESMX,medium_airport,56.92910004,14.72799969,610,EU,SE,SE-G,VÌ_xjÌ_,VXO
2675,ESND,medium_airport,62.04779816,14.4229002,1178,EU,SE,SE-Z,,EVG
2676,ESNG,medium_airport,67.13240051,20.81459999,1027,EU,SE,SE-BD,GÌ_llivare,GEV
2677,ESNH,closed,61.76810074,17.08069992,95,EU,SE,SE-X,Hudiksvall,HUV
2679,ESNK,medium_airport,63.04859924,17.76889992,34,EU,SE,SE-Y,Kramfors / SollefteÌ´,KRF
2680,ESNL,medium_airport,64.5483017,18.71619987,705,EU,SE,SE-AC,,LYC
2682,ESNN,medium_airport,62.52809906,17.44389915,16,EU,SE,SE-Y,Sundsvall/ HÌ_rnÌ_sand,SDL
2683,ESNO,medium_airport,63.40829849,18.98999977,354,EU,SE,SE-Y,Ì_rnskÌ_ldsvik,OER
2685,ESNQ,medium_airport,67.8219986,20.33679962,1508,EU,SE,SE-BD,,KRN
2687,ESNS,medium_airport,64.62480164,21.07690048,157,EU,SE,SE-AC,SkellefteÌ´,SFT
2689,ESNU,medium_airport,63.79180145,20.28280067,24,EU,SE,SE-AC,UmeÌ´,UME
2690,ESNV,medium_airport,64.57910156,16.83359909,1140,EU,SE,SE-AC,,VHM
2691,ESNX,medium_airport,65.59030151,19.28190041,1245,EU,SE,SE-BD,Arvidsjaur,AJR
2692,ESNY,medium_airport,61.26150131,17.09910011,88,EU,SE,SE-X,SÌ_derhamn,SOO
29358,ESNZ,medium_airport,63.19440079,14.50030041,1233,EU,SE,SE-Z,Ì_stersund,OSD
2693,ESOE,medium_airport,59.22370148,15.03800011,188,EU,SE,SE-T,Ì_rebro,ORB
2694,ESOH,medium_airport,60.02009964,13.57890034,474,EU,SE,SE-S,,HFS
2695,ESOK,medium_airport,59.44469833,13.33740044,352,EU,SE,SE-S,Karlstad,KSD
2696,ESOW,medium_airport,59.58940125,16.63360023,21,EU,SE,SE-U,Stockholm / VÌ_sterÌ´s,VST
2697,ESPA,large_airport,65.54380035,22.12199974,65,EU,SE,SE-BD,LuleÌ´,LLA
2701,ESSA,large_airport,59.65190125,17.91860008,137,EU,SE,SE-AB,Stockholm,ARN
2702,ESSB,medium_airport,59.35440063,17.94169998,47,EU,SE,SE-AB,Stockholm,BMA
2703,ESSD,medium_airport,60.42200089,15.51519966,503,EU,SE,SE-W,,BLE
2704,ESSF,medium_airport,57.5257988,15.82330036,366,EU,SE,SE-H,,HLF
2705,ESSK,medium_airport,60.59329987,16.95140076,224,EU,SE,SE-X,GÌ_vle / Sandviken,GVX
2706,ESSL,medium_airport,58.40620041,15.68050003,172,EU,SE,SE-E,LinkÌ_ping,LPI
2707,ESSP,medium_airport,58.5862999,16.25060081,32,EU,SE,SE-E,NorrkÌ_ping,NRK
2708,ESST,medium_airport,60.1576004,12.99129963,393,EU,SE,SE-S,,TYF
2709,ESSU,medium_airport,59.35110092,16.70840073,139,EU,SE,SE-D,Eskilstuna,EKT
2710,ESSV,medium_airport,57.66279984,18.34620094,164,EU,SE,SE-I,Visby,VBY
2711,ESTA,medium_airport,56.29610062,12.84710026,68,EU,SE,SE-M,Ìãngelholm,AGH
2713,ESUD,medium_airport,64.96089935,17.69659996,915,EU,SE,SE-AC,,SQO
2715,ESUP,medium_airport,67.24559784,23.06889915,542,EU,SE,SE-BD,,PJA
2716,ESUT,medium_airport,65.80609894,15.08279991,1503,EU,SE,SE-AC,,HMV
2717,ETAD,medium_airport,49.97269821,6.692500114,1197,EU,DE,DE-RP,Trier,SPM
2718,ETAR,large_airport,49.43690109,7.600279808,776,EU,DE,DE-RP,Ramstein,RMS
2722,ETHC,medium_airport,52.59120178,10.02210045,129,EU,DE,DE-NI,,ZCN
2723,ETHE,medium_airport,52.29119873,7.387000084,129,EU,DE,DE-NW,,ZPQ
2724,ETHF,medium_airport,51.1146,9.286,1345,EU,DE,DE-HE,Fritzlar,FRZ
2734,ETMN,medium_airport,53.7677002,8.658499718,74,EU,DE,DE-NI,,NDZ
2736,ETNG,medium_airport,50.96080017,6.04241991,296,EU,DE,DE-NW,,GKE
2739,ETNL,medium_airport,53.91820145,12.27830029,138,EU,DE,DE-MV,Rostock,RLG
2740,ETNN,medium_airport,50.83119965,6.658170223,386,EU,DE,DE-NW,,QOE
2741,ETNS,medium_airport,54.45930099,9.516329765,70,EU,DE,DE-SH,,WBG
2743,ETNU,medium_airport,53.60219955,13.30599976,228,EU,DE,DE-MV,,FNB
2747,ETOU,medium_airport,50.04980087,8.325400352,461,EU,DE,DE-HE,Wiesbaden,WIE
2751,ETSF,medium_airport,48.20555496,11.26694393,1703,EU,DE,DE-BY,FÌ_rstenfeldbruck,FEL
2753,ETSI,medium_airport,48.71569824,11.5340004,1202,EU,DE,DE-BY,Manching,IGS
2756,ETUO,medium_airport,51.92279816,8.306329727,236,EU,DE,DE-NW,GÌ_tersloh,GUT
44006,EVDA,medium_airport,55.94472122,26.66500092,398,EU,LV,LV-DA,Daugavpils,DGP
2757,EVLA,medium_airport,56.51750183,21.09690094,16,EU,LV,LV-LE,Liep€Åja,LPX
2758,EVRA,large_airport,56.92359924,23.97109985,36,EU,LV,LV-RIX,Riga,RIX
2759,EVVA,medium_airport,57.35779953,21.5442009,19,EU,LV,LV-VEN,Ventspils,VNT
2760,EYKA,medium_airport,54.96390152,24.08480072,256,EU,LT,LT-KU,Kaunas,KUN
2762,EYPA,medium_airport,55.97320175,21.09390068,33,EU,LT,LT-KL,Palanga,PLQ
2763,EYPP,medium_airport,55.72940063,24.46080017,197,EU,LT,LT-PN,Panev€ÑÅ_ys,PNV
2764,EYSA,medium_airport,55.89390182,23.39500046,443,EU,LT,LT-SA,ÅÊiauliai,SQQ
2765,EYSB,medium_airport,56.0705986,23.55809975,270,EU,LT,LT-SA,Barysiai,HLJ
2766,EYVI,large_airport,54.63410187,25.28580093,646,EU,LT,LT-VL,Vilnius,VNO
2767,FAAB,medium_airport,-28.57500076,16.5333004,98,AF,ZA,ZA-NC,Alexander Bay,ALJ
2768,FAAG,medium_airport,-29.28179932,18.81389999,2648,AF,ZA,ZA-NC,Aggeneys,AGZ
2771,FABE,medium_airport,-32.89709854,27.27910042,1950,AF,ZA,ZA-EC,Bisho,BIY
2772,FABL,medium_airport,-29.09269905,26.30240059,4458,AF,ZA,ZA-FS,Bloemfontain,BFN
2775,FACT,large_airport,-33.96480179,18.60169983,151,AF,ZA,ZA-WC,Cape Town,CPT
2779,FAEL,medium_airport,-33.03559875,27.82589912,435,AF,ZA,ZA-EC,East London,ELS
2781,FAFB,medium_airport,-28.82309914,27.90889931,5315,AF,ZA,ZA-FS,Ficksburg,FCB
2782,FAGC,medium_airport,-25.98629951,28.14010048,5325,AF,ZA,ZA-GT,Midrand,GCJ
2783,FAGG,large_airport,-34.00559998,22.37890053,648,AF,ZA,ZA-WC,George,GRJ
2784,FAGM,medium_airport,-26.24250031,28.15119934,5483,AF,ZA,ZA-GT,Johannesburg,QRA
2789,FAHR,medium_airport,-28.23509979,29.10619926,5585,AF,ZA,ZA-FS,Harrismith,HRS
2792,FAJS,large_airport,-26.13920021,28.24600029,5558,AF,ZA,ZA-GT,Johannesburg,JNB
2793,FAKD,medium_airport,-26.87109947,26.71800041,4444,AF,ZA,ZA-NW,Klerksdorp,KXE
2794,FAKM,medium_airport,-28.80279922,24.76519966,3950,AF,ZA,ZA-NC,Kimberley,KIM
2795,FAKN,medium_airport,-25.38319969,31.10560036,2829,AF,ZA,ZA-MP,Mpumalanga,MQP
2798,FAKU,medium_airport,-27.45669937,23.41139984,4382,AF,ZA,ZA-NC,Kuruman,KMH
2799,FAKZ,medium_airport,-29.68840027,17.09399986,270,AF,ZA,ZA-NC,Kleinsee,KLZ
2800,FALA,medium_airport,-25.93849945,27.92609978,4517,AF,ZA,ZA-GT,Johannesburg,HLA
2801,FALC,medium_airport,-28.36009979,23.43910027,4900,AF,ZA,ZA-NC,Lime Acres,LMR
300795,FALE,large_airport,-29.61444444,31.11972222,295,AF,ZA,ZA-NL,Durban,DUR
2805,FALW,medium_airport,-32.96889877,18.1602993,108,AF,ZA,ZA-WC,Langebaanweg,SDB
2806,FALY,medium_airport,-28.58169937,29.74970055,3548,AF,ZA,ZA-NL,Ladysmith,LAY
2808,FAMD,medium_airport,-24.81809998,31.54459953,1124,AF,ZA,ZA-NP,Malamala,AAM
2809,FAMG,medium_airport,-30.85740089,30.34300041,495,AF,ZA,ZA-NL,Margate,MGH
2812,FAMM,medium_airport,-25.79840088,25.54800034,4181,AF,ZA,ZA-NW,Mafeking,MBD
2813,FAMN,medium_airport,-25.43000031,31.57670021,1024,AF,ZA,ZA-MP,Malelane,LLE
2815,FAMU,medium_airport,-27.62610054,32.04430008,400,AF,ZA,ZA-NL,Mkuze,MZQ
2816,FANC,medium_airport,-27.77059937,29.9769001,4074,AF,ZA,ZA-NL,Newcastle,NCS
2819,FAOH,medium_airport,-33.60699844,22.18899918,1063,AF,ZA,ZA-WC,Oudtshoorn,OUH
2820,FAPE,medium_airport,-33.98490143,25.61730003,226,AF,ZA,ZA-EC,Port Elizabeth,PLZ
2821,FAPG,medium_airport,-34.09030151,23.32780075,465,AF,ZA,ZA-WC,Plettenberg Bay,PBZ
2822,FAPH,medium_airport,-23.93720055,31.15539932,1432,AF,ZA,ZA-NP,Phalaborwa,PHW
2824,FAPJ,medium_airport,-31.60589981,29.51980019,1227,AF,ZA,ZA-EC,Port St Johns,JOH
2825,FAPM,medium_airport,-29.64900017,30.39870071,2423,AF,ZA,ZA-NL,Pietermaritzburg,PZB
2827,FAPP,medium_airport,-23.84530067,29.45859909,4076,AF,ZA,ZA-NP,Potgietersrus,PTG
2828,FAPS,medium_airport,-26.67099953,27.08189964,4520,AF,ZA,ZA-NW,Potchefstroom,PCF
2830,FAQT,medium_airport,-31.92020035,26.88220024,3637,AF,ZA,ZA-EC,Queenstown,UTW
2831,FARB,medium_airport,-28.74099922,32.09209824,109,AF,ZA,ZA-NL,Richards Bay,RCB
2833,FARS,medium_airport,-33.81219864,19.90279961,640,AF,ZA,ZA-WC,Robertson,ROD
2834,FASB,medium_airport,-29.68930054,17.93959999,2690,AF,ZA,ZA-NC,Springbok,SBU
2835,FASC,medium_airport,-26.52409935,29.17009926,5250,AF,ZA,ZA-MP,Secunda,ZEC
2839,FASS,medium_airport,-27.64859962,22.9993,3848,AF,ZA,ZA-NC,Sishen,SIS
2841,FASZ,medium_airport,-24.96089935,31.58869934,1020,AF,ZA,ZA-MP,Skukuza,SZK
2845,FATZ,medium_airport,-23.82439995,30.32929993,1914,AF,ZA,ZA-NP,Tzaneen,LTA
2846,FAUL,medium_airport,-28.32060051,31.41650009,1720,AF,ZA,ZA-NL,Ulundi,ULD
2847,FAUP,medium_airport,-28.39909935,21.2602005,2782,AF,ZA,ZA-NC,Upington,UTN
2848,FAUT,medium_airport,-31.54789925,28.67429924,2400,AF,ZA,ZA-EC,Mthatha,UTT
2849,FAVB,medium_airport,-26.98240089,24.72879982,3920,AF,ZA,ZA-NW,Vyrburg,VRU
2850,FAVG,medium_airport,-29.77059937,31.0583992,20,AF,ZA,ZA-NL,Durban,VIR
2852,FAVR,medium_airport,-31.64100075,18.5447998,330,AF,ZA,ZA-WC,Vredendal,VRE
2854,FAWB,medium_airport,-25.65390015,28.2241993,4095,AF,ZA,ZA-GT,Pretoria,PRY
2856,FAWK,medium_airport,-25.82999992,28.22249985,4940,AF,ZA,ZA-GT,Pretoria,WKF
2857,FAWM,medium_airport,-27.99799919,26.66959953,4399,AF,ZA,ZA-FS,Welkom,WEL
2860,FBFT,medium_airport,-21.1595993,27.47450066,3283,AF,BW,BW-NE,Francistown,FRW
2861,FBJW,medium_airport,-24.60230064,24.69099998,3900,AF,BW,BW-SO,,JWA
2862,FBKE,medium_airport,-17.83289909,25.16239929,3289,AF,BW,BW-NW,Kasane,BBK
2863,FBMN,medium_airport,-19.97260094,23.43110085,3093,AF,BW,BW-NW,Maun,MUB
2864,FBSK,medium_airport,-24.55520058,25.91819954,3299,AF,BW,BW-SE,Gaborone,GBE
2865,FBSN,medium_airport,-20.55340004,26.11580086,2985,AF,BW,BW-CE,,SXN
2866,FBSP,medium_airport,-22.05830002,27.8288002,2925,AF,BW,BW-CE,,PKW
2868,FCBB,medium_airport,-4.251699924,15.25300026,1048,AF,CG,CG-12,Brazzaville,BZV
2869,FCOO,medium_airport,-0.531350017,15.95009995,1214,AF,CG,CG-8,Owando,FTX
2870,FCOU,medium_airport,1.615990043,16.03790092,1158,AF,CG,CG-13,,OUE
30920,FCPL,medium_airport,-4.20635,12.6599,1079,AF,CG,CG-9,Dolisie,DIS
2871,FCPP,medium_airport,-4.816030025,11.88659954,55,AF,CG,CG-5,Pointe Noire,PNR
2872,FDMS,medium_airport,-26.52899933,31.30750084,2075,AF,SZ,SZ-MA,Manzini,MTS
