WnfId,WnfIdDisplayName,DescriptionOrDll,AltDescriptionOrDll
389022AA3BC0875,WNF_GLOB_USERPROFILE_LANGLIST_CHANGED,"This state is notified when the User Preferred Language List has changed. Subscribers should query GetUserLanguages to get the updated language list.",
396003DA3BC0875,WNF_PNPB_AWAITING_RESPONSE,"modernexecserver.dll","This corresponds to kernel PNP waiting synchronously for user-mode clients"
4180013AA3BC0875,WNF_WOF_OVERLAY_CONFIGURATION_CHANGE,"Overlay configuration change",
41800329A3BC0875,WNF_DMF_MIGRATION_STARTED,"Signals that Migration started. DWORD[1] = {started flag}. SDDL comes from ID_CAP_DU_MIGRATION_WNF_EVENTS and DuMigrationManager in %SDXROOT%\src\devmgmt\du\packages\Migration\Migration.pkg.xml and WINCAP_SHELL_EXPERIENCE_COMPOSER in %SDXROOT%\shellcommon\Composable\Core\dll\microsoft-windows-coreshell.wm.xml",
41800329A3BC1075,WNF_DMF_MIGRATION_COMPLETE,"Signals that Migration completed.  DWORD[2] = {completed flag, status}. SDDL comes from ID_CAP_DU_MIGRATION_WNF_EVENTS and DuMigrationManager in %SDXROOT%\src\devmgmt\du\packages\Migration\Migration.pkg.xml and WINCAP_SHELL_EXPERIENCE_COMPOSER in %SDXROOT%\shellcommon\Composable\Core\dll\microsoft-windows-coreshell.wm.xml",
41800329A3BC1875,WNF_DMF_MIGRATION_PROGRESS,"Current Migration state.  DWORD[4] = {Phase, Total Phases, Step, Total Steps}. SDDL comes from ID_CAP_DU_MIGRATION_WNF_EVENTS and DuMigrationManager in %SDXROOT%\src\devmgmt\du\packages\Migration\Migration.pkg.xml and WINCAP_SHELL_EXPERIENCE_COMPOSER in %SDXROOT%\shellcommon\Composable\Core\dll\microsoft-windows-coreshell.wm.xml",
41800329A3BC2075,WNF_DMF_UX_COMPLETE,"Signals when data migration is complete after reboot and update results need to be displayed. DWORD[1] = {completed flag}. SDDL comes from ID_CAP_DU_MIGRATION_WNF_EVENTS in %SDXROOT%\src\devmgmt\du\packages\Migration\Migration.pkg.xml and DuPostUpdateUX in %SDXROOT%\src\devmgmt\du\packages\UX\UX.pkg.xml and WINCAP_SHELL_EXPERIENCE_COMPOSER in %SDXROOT%\shellcommon\Composable\Core\dll\microsoft-windows-coreshell.wm.xml",
41801938A3BC0875,WNF_UWF_OVERLAY_WARNING,"The UWF overlay consumption is at warning level.",
41801938A3BC1075,WNF_UWF_OVERLAY_CRITICAL,"The UWF overlay consumption is at critical level.",
41801938A3BC1875,WNF_UWF_OVERLAY_NORMAL,"The UWF overlay consumption is at normal level.",
4181083DA3BC0875,WNF_PFG_PEN_FIRST_TAP,"First Pen Tap Gesture",
4181083DA3BC1075,WNF_PFG_PEN_FIRST_DRAG,"First Pen Drag Gesture",
4182012BA3BC0875,WNF_FOD_STATE_CHANGE,"Installation status of Features on demand","SettingsHandlers_nt.dll"
4182082CA3BC0875,WNF_AFD_IGNORE_ORDERLY_RELEASE_CHANGE,"A system entity has requested a change in AFD's orderly release behavior.",
41820B21A3BC0875,WNF_LED_SETTINGSCHANGED,"LedAlert settings has changed",
41820F2CA3BC0875,WNF_AAD_DEVICE_REGISTRATION_STATUS_CHANGE,"This event is signalled when device changes status of registration in Azure Active Directory.",
41830324A3BC0875,WNF_IME_INPUT_MODE_LABEL,"Input Mode Indicator label IME want to show on systray. CAPABILITY_SID_LpacAppExperience - S-1-15-3-1024-1502825166-1963708345-2616377461-2562897074-4192028372-3968301570-1997628692-1435953622",
41830324A3BC1035,WNF_IME_EXPLICIT_PRIVATE_MODE,"Explicit IME private mode status. CAPABILITY_SID_LpacAppExperience - S-1-15-3-1024-1502825166-1963708345-2616377461-2562897074-4192028372-3968301570-1997628692-1435953622",
41830324A3BC1835,WNF_IME_AUTOMATIC_PRIVATE_MODE,"Automatic IME private mode status.",
41830324A3BC2035,WNF_IME_INPUT_SWITCH_NOTIFY,"short cut(ctrl + shift or alt + shift) pressed.",
4183182BA3BC0875,WNF_FVE_DE_SUPPORT,"shell32.dll","This event triggers when Device Encryption support status is evaluated, and receives the result of that evaluation."
4183182BA3BC1075,WNF_FVE_DE_MANAGED_VOLUMES_COUNT,"shell32.dll","This event triggers when the BitLocker service detects a change in the count of DE-managed volumes, and includes the count of such volumes."
4183182BA3BC1875,WNF_FVE_WIM_HASH_GENERATION_TRIGGER,"This event triggers or signals to stop WIM hash generation task.","WofTasks.dll"
4183182BA3BC2075,WNF_FVE_WIM_HASH_GENERATION_COMPLETION,"This event signals completion of WIM hash generation.","WofTasks.dll"
4183182BA3BC2875,WNF_FVE_WIM_HASH_DELETION_TRIGGER,"This event triggers WIM hash deletion.",
4183182BA3BC3075,WNF_FVE_BDESVC_TRIGGER_START,"This event trigger-starts BdeSvc service.",
4183182BA3BC3875,WNF_FVE_STATE_CHANGE,"This event triggers on every BitLocker state change.",
4183182BA3BC4075,WNF_FVE_MDM_POLICY_REFRESH,"This event triggers where RequireDeviceEncryption policy arrives under the BitLocker area.",
4183182BA3BC4875,WNF_FVE_REQUIRE_SDCARD_ENCRYPTION,"This event triggers SD card encrytion policy arrival notification.",
4183182BA3BC5075,WNF_FVE_SDCARD_ENCRYPTION_REQUEST,"This event triggers SecTask to enable/disable SD Card encryption.",
4183182BA3BC5875,WNF_FVE_SDCARD_ENCRYPTION_STATUS,"This event indicates completion of SD Card encryption/decryption request.",
4183182BA3BC6075,WNF_FVE_DETASK_TRIGGER_START,"This event trigger-starts device encryption task.",
4183182BA3BC6875,WNF_FVE_BITLOCKER_ENCRYPT_ALL_DRIVES,"This event triggers BitLocker task to enable BitLocker on all volumes.",
4183182BA3BC7075,WNF_FVE_DETASK_SYNC_PROVISIONING_COMPLETE,"State of the synchronous provisioning phase of WCOS DE.",
41840B3EA3BC0875,WNF_SEB_INTERNET_PRESENT,"diagtrack.dll","Internet available or not"
41840B3EA3BC1075,WNF_SEB_FREE_NETWORK_PRESENT,"diagtrack.dll","Free network available or not"
41840B3EA3BC1875,WNF_SEB_SMS_RECEIVED,"SMS has been received",
41840B3EA3BC2075,WNF_SEB_NETWORK_STATE_CHANGES,"APHostService.dll","Network state has changed"
41840B3EA3BC2875,WNF_SEB_MBAE_NOTIFICATION_RECEIVED,"Radio Operator Message received","tetheringservice.dll"
41840B3EA3BC3075,WNF_SEB_NETWORK_CONTROL_CHANNEL_TRIGGER_RESET,"Network control channel triggers have been reset",
41840B3EA3BC3875,WNF_SEB_TIME_ZONE_CHANGE,"Time zone change",
41840B3EA3BC4075,WNF_SEB_ONLINE_ID_CONNECTED_STATE_CHANGE,"Online ID connected state changed. SDDL comes from ID_CAP_EVERYONE in %SDXROOT%\src\baseos\prod\packages\WLId\WLId.pkg.xml","wlidsvc.dll"
41840B3EA3BC4875,WNF_SEB_SYSTEM_IDLE,"system is idle or not",
41840B3EA3BC5075,WNF_SEB_BATTERY_LEVEL,"System is idle or not",
41840B3EA3BC5875,WNF_SEB_DOMAIN_JOINED,"System is domain joined or not",
41840B3EA3BC6075,WNF_SEB_BOOT,"System has booted",
41840B3EA3BC6875,WNF_SEB_USER_PRESENT,"RDXTaskFactory.dll","System has at least 1 user present"
41840B3EA3BC7075,WNF_SEB_SYSTEM_AC,"diagtrack.dll","System is AC or DC"
41840B3EA3BC7875,WNF_SEB_MONITOR_ON,"Monitor is ON or OFF","SyncController.dll"
41840B3EA3BC8075,WNF_SEB_IP_ADDRESS_AVAILABLE,"IP address is available or not",
41840B3EA3BC8875,WNF_SEB_BACKGROUND_WORK_COST_CHANGE,"Indicate a change in the background work cost",
41840B3EA3BC9075,WNF_SEB_BACKGROUND_WORK_COST_HIGH,"Background work cost is high or not","psmsrv.dll"
41840B3EA3BC9875,WNF_SEB_SYSTEM_LPE,"System is in Low Power Epoch or not","wuaueng.dll"
41840B3EA3BCA075,WNF_SEB_SMART_CARD_TRANSACTION_NOTIFICATION,"Smart card transaction notification. SDDL comes from ID_CAP_NFC_ADMIN in %SDXROOT%\src\net\NFC\packages\product\NFC\NFC.pkg.xml",
41840B3EA3BCA875,WNF_SEB_SYSTEM_MAINTENANCE,"System is in good state for maintenance","ubpm.dll"
41840B3EA3BCB075,WNF_SEB_GEOLOCATION,"Geolocation service should be started","SystemEventsBrokerServer.dll"
41840B3EA3BCB875,WNF_SEB_DEV_MNF_CUSTOM_NOTIFICATION_RECEIVED,"OEM custom notification received",
41840B3EA3BCC075,WNF_SEB_MOB_OPERATOR_CUSTOM_NOTIFICATION_RECEIVED,"MO custom notification received",
41840B3EA3BCC875,WNF_SEB_CACHED_FILE_UPDATED,"Cached file has updated",
41840B3EA3BCD075,WNF_SEB_SMART_CARD_FIELD_INFO_NOTIFICATION,"Smart card field entry/exit notification. SDDL comes from ID_CAP_NFC_ADMIN in %SDXROOT%\src\net\NFC\packages\product\NFC\NFC.pkg.xml",
41840B3EA3BCD875,WNF_SEB_SMART_CARD_HCE_APPLICATION_ACTIVATION_NOTIFICATION,"Smart card HCE application activation notification. SDDL comes from ID_CAP_NFC_ADMIN in %SDXROOT%\src\net\NFC\packages\product\NFC\NFC.pkg.xml",
41840B3EA3BCE075,WNF_SEB_DEPRECATED7,"Unused notification",
41840B3EA3BCE075,WNF_SEB_OFFLOADED_AUDIO,"audiosrv.dll",
41840B3EA3BCE875,WNF_SEB_DEPRECATED8,"Unused notification",
41840B3EA3BCE875,WNF_SEB_NON_OFFLOADED_AUDIO,"audiosrv.dll",
41840B3EA3BCF075,WNF_SEB_LOW_LATENCY_POWER_REQUEST,"Low-latency power request notification",
41840B3EA3BCF875,WNF_SEB_RESILIENCY_NOTIFICATION_PHASE,"Resiliency phase notification",
41840B3EA3BD0075,WNF_SEB_FULL_SCREEN_VIDEO_PLAYBACK,"Fullscreen video playback notification",
41840B3EA3BD0875,WNF_SEB_NFC_PERF_BOOST,"Indicates high-performance boost mode for critical NFC background activity",
41840B3EA3BD1075,WNF_SEB_APP_LAUNCH_PREFETCH,"Indicates app launch pre-fetch phase",
41840B3EA3BD1875,WNF_SEB_DEPRECATED1,"Unused notification",
41840B3EA3BD2075,WNF_SEB_APP_RESUME,"Indicates app resume phase",
41840B3EA3BD2875,WNF_SEB_DEPRECATED2,"Unused notification",
41840B3EA3BD3075,WNF_SEB_DEPRECATED3,"Unused notification",
41840B3EA3BD3875,WNF_SEB_DEPRECATED4,"Unused notification",
41840B3EA3BD4075,WNF_SEB_DEPRECATED5,"Unused notification",
41840B3EA3BD4875,WNF_SEB_DEPRECATED6,"Unused notification",
41840B3EA3BD5075,WNF_SEB_CALL_STATE_CHANGED,"Call state change notification",
41840B3EA3BD5875,WNF_SEB_VOICEMAIL_CHANGED,"Voicemail change notification",
41840B3EA3BD6075,WNF_SEB_CALL_HISTORY_CHANGED,"Call history change notification",
41840B3EA3BD6875,WNF_SEB_LINE_CHANGED,"Phone line change notification",
41840B3EA3BD7075,WNF_SEB_AIRPLANE_MODE_DISABLED_FOR_EMERGENCY_CALL,"Airplane mode disabled for emergency call notification",
41840B3EA3BD7875,WNF_SEB_MOBILE_BROADBAND_REGISTRATION_STATE_CHANGE,"Registration state has changed","wwansvc.dll"
41840B3EA3BD8075,WNF_SEB_MOBILE_BROADBAND_RADIO_STATE_CHANGE,"Radio state has changed","wwansvc.dll"
41840B3EA3BD8875,WNF_SEB_MOBILE_BROADBAND_PIN_LOCK_STATE_CHANGE,"Pin lock state has changed","wwansvc.dll"
41840B3EA3BD9075,WNF_SEB_MOBILE_BROADBAND_DEVICE_SERVICE_NOTIFICATION,"Device service command has been received","wwansvc.dll"
41840B3EA3BD9875,WNF_SEB_DEFAULT_SIGN_IN_ACCOUNT_CHANGE,"Default Sign In account has changed",
41840B3EA3BDA075,WNF_SEB_NETWORK_CONNECTIVITY_IN_STANDBY,"Network connectivity in Standby",
41840B3EA3BDA875,WNF_SEB_USER_PRESENCE_CHANGED,"User presence changed",
41840B3EA3BDB075,WNF_SEB_AUDIO_ACTIVITY,"Audio activity in progress",
41840B3EA3BDB875,WNF_SEB_FULL_SCREEN_HDR_VIDEO_PLAYBACK,"Fullscreen HDR video playback notification",
41840B3EA3BDC075,WNF_SEB_UWP_APP_LAUNCH,"Indicates UWP app launch phase",
41840B3EA3BDC875,WNF_SEB_MOBILE_BROADBAND_PCO_VALUE_CHANGE,"Pco data has been received",
41840B3EA3BDD075,WNF_SEB_MIXED_REALITY,"Mixed reality notification",
41840B3EA3BDD875,WNF_SEB_GAME_MODE,"Game mode scenario",
41840B3EA3BDE075,WNF_SEB_INCOMING_CALL_DISMISSED,"Incoming call dismissed notification",
41840D23A3BC0875,WNF_NCB_APP_AVAILABLE,"NCB indication of CCT or Socket Broker Based App availability.","ncbservice.dll"
41841D38A3BC0875,WNF_USB_TYPE_C_PARTNER_STATE,"This event indicates the state of a USB Type-C connector's partner device.","UcmCx.dll"
41841D38A3BC1075,WNF_USB_BILLBOARD_CHANGE,"This event indicates that the number of Billboard devices in the system has changed.",
41841D38A3BC1875,WNF_USB_PEER_DEVICE_STATE,"This is the state of a peer device.","UcmCx.dll"
41841D38A3BC2075,WNF_USB_CHARGING_STATE,"This event indicates the USB charging state for this Windows device.","UcmCx.dll"
41841D38A3BC2875,WNF_USB_FUNCTION_CONTROLLER_STATE,"This event indicates the state of a USB function controller, such as detached, or attached, and successfully enumerated with host PC.",
41841D38A3BC3075,WNF_USB_ERROR_NOTIFICATION,"This event indicates that a USB error notification needs to be published.",
41841D38A3BC3875,WNF_USB_POLICY_MANAGER_HUB_COLLECTION_STATE,"This indicates that the hub collection in USB Policy Manager has changed.",
41841D38A3BC4075,WNF_USB_XHCI_AUDIO_OFFLOAD_STATE,"This event indicates the state of a USB XHCI controller's audio offload state.",
41850121A3BC0875,WNF_LOC_DEVICE_BROKER_ACCESS_CHANGED,"LocationPermissions.dll","This event triggers when the user changes Geolocation access for an application or the user."
41850121A3BC1075,WNF_LOC_RESERVED_WNF_EVENT,"Do not use this WNF event, it is deprecated. Was WIN32_API_ACCESS_CHANGED.",
41850121A3BC1875,WNF_LOC_SHOW_SYSTRAY,"This event triggers when there is an event that accesses location data -- this trigger starts LocationNotifications.exe which is a systray app.",
41850721A3BC0875,WNF_LIC_NO_APPLICABLE_LICENSES_FOUND,"Failed to launch the modern app because no valid licenses and leases were found",
41850721A3BC1075,WNF_LIC_HARDWAREID_IN_DEVICE_LICENSE_OUT_OF_TOLERANCE,"The device license hardware ID is out of tolerance with the device's hardware ID","wlidsvc.dll"
41850721A3BC1875,WNF_LIC_HARDWAREID_IN_DEVICE_LICENSE_IN_TOLERANCE,"The hardware ID has changed but is still with in tolerance with the device's hardware ID","wlidsvc.dll"
41850721A3BC2075,WNF_LIC_DEVICE_LICENSE_UPDATED,"A new device license with a different device ID was installed","LicenseManagerSvc.dll"
41850721A3BC2875,WNF_LIC_DEVICE_LICENSE_REMOVED,"The device license was uninstalled",
41850721A3BC3075,WNF_LIC_DEVICE_LICENSE_MISSING,"The required device license was nout found","wlidsvc.dll"
41850721A3BC3875,WNF_LIC_INT_DEVICE_LICENSE_EXPIRED,"The integration device license has expired and can no longer be used to verify or decrypt modern app licenses.",
41850721A3BC4075,WNF_LIC_LOCAL_MIGRATED_LICENSES_FOUND,"Found a local migrated license which needs to be refereshed with a store signed license.",
41850721A3BC4875,WNF_LIC_MANAGE_DEVICE_REGISTRATION_AND_REACTIVATION,"The MDM Licensing Device Registration Policy has been refreshed.",
41850823A3BC0875,WNF_NFC_SE_CARD_EMULATION_STATE_CHANGED,"This state is used to notify that the NFC CE policy changed.",
41850923A3BC0875,WNF_NGC_PREGEN_TRIGGER,"This event signals when an caller wants to trigger KeyPregenTask.",
41850923A3BC1075,WNF_NGC_AIKCERT_TRIGGER,"This event signals when an caller wants to trigger AikCertEnrollTask.",
41850923A3BC1875,WNF_NGC_PRO_CSP_POLICY_CHANGED,"NgcCtnrSvc.dll","This event is fired when a policy change occurs in the NGC Pro CSP."
41850923A3BC2075,WNF_NGC_PREGEN_DELAY_TRIGGER,"This event signals when an caller wants to trigger KeyPregenTask with some delay.",
41850923A3BC2875,WNF_NGC_GESTURE_AUTHENTICATED,"This event signals when NGC container service (ngcctnrsvc) authenticates a gesture.",
41850923A3BC3075,WNF_NGC_CRYPTO_MDM_POLICY_CHANGED,"This event is fired when an MDM cryptographic policy change occurs.",
41850923A3BC3875,WNF_NGC_CREDENTIAL_REFRESH_REQUIRED,"This event is fired when an activity occurs that requires the NGC PIN cred prov to refresh its credential state.",
41850923A3BC4035,WNF_NGC_PIN_RESET_SCENARIO_STATE_CHANGE,"This event is fired when the state has changed during the PIN reset scenario.",
41850923A3BC4875,WNF_NGC_LAUNCH_PIN_RESET_SCENARIO,"This event is fired from the NGC PIN cred prov to signal that the PIN reset scenario should be launched.",
41850923A3BC5075,WNF_NGC_CREDENTIAL_RESET_EXPERIENCE_ACTIVE,"Boolean state representing whether or not the Credential Reset User Experience is active.",
41850923A3BC5875,WNF_NGC_CONTAINER_CREATED_OR_DELETED,"This event is fired from NGC container service (ngcctnrsvc) when containers are created or deleted.",
41850923A3BC6075,WNF_NGC_LAUNCH_NTH_USER_SCENARIO,"This event is fired from the NGC PIN cred prov to signal that an Nth user scenario should be launched.",
41850923A3BC6875,WNF_NGC_PREGEN_NGCISOCTNR_TRIGGER,"This event triggers the NgcIsoCtnr key pre-gen pool to start generating a key.",
41850D2CA3BC0835,WNF_ACC_EC_ENABLED,"This event is bool signaled to indicate the EC accessibility feature enabled state",
41851C3EA3BC0875,WNF_SRC_SYSTEM_RADIO_CHANGED,"authui.dll","This event signals when system radio is changed"
41851D2EA3BC0875,WNF_CSC_SERVICE_START,"CSC Service start trigger","cscsvc.dll"
41851D3AA3BC0875,WNF_WSC_SECURITY_CENTER_USER_NOTIFICATION,"A notification dialog should be shown to the user.","wscapi.dll"
41870128A3BC08F5,WNF_EOA_NARRATOR_FOCUS_CHANGE,"Narrator has moved its focused region",
41870128A3BC1075,WNF_EOA_NARRATOR_RUNNING,"Represents whether Narrator is currently running. A 32-bit unsigned integer with a zero value meaning Narrator is off.",
41870128A3BC1875,WNF_EOA_UISETTINGS_CHANGED,"UISettings have changed. The payload carries an identifier for the particular setting that has changed, such as TextScaleFactor.",
41870128A3BC2035,WNF_EOA_ATMANAGER_ATS_STARTED,"Indicates whether ATManager has already attempted to start user configured ATs for the current session.",
41870128A3BC2875,WNF_EOA_NARRATOR_KEYBOARD_REMAP,"Narrator keyboard remap state. 0 is the default value, 1 means keyboard remap page need to be opened.",
41870223A3BC0875,WNF_NLA_CAPABILITY_CHANGE,"ncsi.dll","This event is notified when NCSI detects a capability change"
41870223A3BC1075,WNF_NLA_ENTER_SUSPECT_STATE,"ncsi.dll","This event notifies NCSI that it should enter the suspect state"
41870223A3BC1875,WNF_NLA_TASK_TRIGGER,"State name triggering WiFiTask from NlaSvc",
4187083EA3BC0875,WNF_SFA_AUTHENTICATION_STAGE_CHANGED,"This event signals when authentication stage change.",
41870A38A3BC0835,WNF_UDA_STORE_CHANGED,"PimIndexMaintenance.dll",
41870A38A3BC1035,WNF_UDA_CALENDAR_FOLDER_ISHIDDEN_CHANGED,"PimIndexMaintenance.dll",
41870A38A3BC1835,WNF_UDA_APPOINTMENT_CHANGED,"PimIndexMaintenance.dll",
41870A38A3BC2035,WNF_UDA_TASK_CHANGED,"PimIndexMaintenance.dll",
41870A38A3BC2835,WNF_UDA_CONTACT_SORT_CHANGED,"PimIndexMaintenance.dll","State name for aggregate sort and display order changes. SDDL comes from ID_CAP_COMMS_APPLICATIONS and ID_CAP_COMMS_SERVICES in %SDXROOT%\comms\Packages\CommsPlat\Comms.pkg.xml"
41870C29A3BC0875,WNF_DBA_DEVICE_ACCESS_CHANGED,"SensorService.dll","This event triggers when the user changes device access for an applocation or the user"
4187182CA3BC0875,WNF_AVA_SOUNDDETECTOR_PATTERN_MATCH,"NUIVoiceWBSAdapters.dll","This notification is used to signal that a match has been detected for Voice Activation"
41871B3AA3BC08F5,WNF_WUA_NUM_PER_USER_UPDATES,"State stores the number of per-user updates for the current user","WSShared.dll"
41871B3AA3BC1075,WNF_WUA_AU_SCAN_COMPLETE,"Triggered each time an AU scan is completed",
41871B3AA3BC1875,WNF_WUA_CALL_HANG,"State stores information regarding WU call hangs",
41871B3AA3BC2075,WNF_WUA_SERVICE_HANG,"State stores information regarding WU service hangs",
41871B3AA3BC2875,WNF_WUA_STAGEUPDATE_DETAILS,"Triggered when a StageUpdate call has completed for a phone update installation.",
41871B3AA3BC3075,WNF_WUA_UPDATE_EXPIRING,"Indicates an update will expire on the next WU service scavenge task. The data type is a GUID which represents the update ID.",
41871D20A3BC0835,WNF_MSA_ACCOUNTSTATECHANGE,"Notification for alerting client apps that the connected account ticketing state has changed","wlidsvc.dll"
41871D20A3BC1475,WNF_MSA_TPM_AVAILABLE,"Notification for alerting client apps that the server has reported TPM claims are available in new tickets. Payload is DWORD (enum TpmKeyStateServer) and permanent since it represents device capability needed across reboot.",
41871D20A3BC1875,WNF_MSA_TPM_SERVER_CLIENT_KEY_STATE_UPDATED,"Notification for alerting client apps about the current client and server TPM state for logging and retry logic. Payload is a struct of two DWORDs (enum TpmKeyStateServer, enum TpmKeyStateClient).",
41877C2CA3BC0875,WNF_A2A_APPURIHANDLER_INSTALLED,"An app implementing windows.AppUriHandler contract has been installed",
41880120A3BC0875,WNF_MON_THERMAL_CAP_CHANGED,"Triggered by a monitor device when the thermal limit on brightness is changed. Payload is a MONITOR_THERMAL_BRIGHTNESS_LIMIT_LIST.",
4188063DA3BC2875,WNF_PHN_CALL_STATUS,"Bitmask containing the current relevant call states. Any 3rd party app is allowed to listen to this. See PhoneWnf.h for valid values. SID referenced below is that of the Phone service.",
4188063DA3BC3075,WNF_PHN_CALLFORWARDING_STATUS_LINE0,"Bitmask containing the call forwarding state for phone line 0.  See PhoneWnf.h for valid values. SDDL comes from ID_CAP_PHONE_2ND_PARTY, ID_CAP_PHONE_INTERNAL and PhoneSvc in %SDXROOT%\src\comms\Packages\CommsPlat\Comms.pkg.xml","Bitmask containing the call forwarding state for phone line 0.  See PhoneWnf.h for valid values. SDDL comes from PhoneSvc in %SDXROOT%\onecoreuap\net\Phone\PhoneService\Service\lib\Microsoft-Windows-Telephony-Phoneservice.wm.xml"
41880F3BA3BC0875,WNF_VAN_VANUI_STATUS,"authui.dll","The VAN UI open close status"
41881E3AA3BC08F5,WNF_WPN_USER_PLATFORM_READY,"This WNF state indicates to users of WPN endpoints (except AppEndpoint) that platform is ready to use. This state can also be used to know if WPN platform restarted.",
41881E3AA3BC10F5,WNF_WPN_PLATFORM_INITIALIZED,"This WNF state can be used by first party Apps / Services to determine when WPN platform is ready to handle app related requests like posting toast / tile and getting channel uri.",
41881E3AA3BC1875,WNF_WPN_SYSTEM_PLATFORM_READY,"State indicating that system notification platform has been registered and ready to user.",
41881E3AA3BC2035,WNF_WPN_USER_IN_SESSION_PLATFORM_READY,"This WNF state indicates that USER_PLATFORM_READY was fired for a user in the current session. This is intended to provide a workaround for the inability to use RtlSubscribeWnfStateChangeNotification for a user other than the current process token. A process can register for this WNF and then poll the per-user WNF states under impersonation.",
41881E3BA3BC0875,WNF_VPN_CLIENT_CONNECTIVITY_STATUS,"The VPN Client connectivity status. SDDL gives RasMan read/write permissions, rescap:networkingVpnProvider read permissions, and Authenticated User read permissions.",
4189073EA3BC0875,WNF_SIO_PIN_ENROLLED,"Used to notify the PIN list that a PIN has been enrolled and that it should refresh.",
4189073EA3BC1075,WNF_SIO_BIO_ENROLLED,"Used to notify the Delay Lock settings that Biometric enrollment has been modified.",
41890A3EA3BC0875,WNF_SDO_ORIENTATION_CHANGE,"This event triggers when there is a simple device orientation change.  It's data value is one of the SimpleDeviceOrientation enum values.  Rights: SensorService can publish, Everyone can subscribe.",
41891D38A3BC0875,WNF_USO_STATE_CHANGE,"MusUpdateHandlers.dll","Signals that a state transition occurred for an update session."
41891D38A3BC1075,WNF_USO_STATE_ATTENTION_REQUIRED,"MusUpdateHandlers.dll","Signals that a state encounter a condition that requires attention."
41891D38A3BC1875,WNF_USO_UPDATE_PROGRESS,"MusUpdateHandlers.dll","Signals the a change in progess of an update session."
41891D38A3BC2075,WNF_USO_REBOOT_REQUIRED,"Signals that a reboot is required to complete the update session.",
41891D38A3BC2875,WNF_USO_ACTIVE_SESSION,"musdialoghandlers.dll","Signals that the current active session is changed."
41891D38A3BC3075,WNF_USO_UPDATE_SUCCEEDED,"Signals that updates have installed successfully on lite servicing stack.",
41891D38A3BC3875,WNF_USO_UPTODATE_STATUS_CHANGED,"Signals that the machine's up to date status has changed.",
41891D38A3BC4075,WNF_USO_REBOOT_BLOCK_REQUESTED,"Signals that USO should not reboot the system.",
41891D38A3BC4875,WNF_USO_DOWNLOAD_STARTED,"Signals that update download has started on lite servicing stack.",
41891D38A3BC5075,WNF_USO_INSTALL_STARTED,"Signals that update install has started on lite servicing stack.",
41891D38A3BC5875,WNF_USO_INSTALL_STATE,"Signals various install states on lite servicing stack.",
41891D38A3BC6075,WNF_USO_SERVICE_STOPPING,"Signals that USO is stopping.",
41891D38A3BC6875,WNF_USO_SETTINGS_REFRESHED,"Signals that USO settings have been refreshed.",
41891D38A3BC7075,WNF_USO_ACTIVEHOURS_STARTED,"Signals that USO active hours have started.",
418A063EA3BC0875,WNF_SHL_DEVICE_LOCK_STATE,"modernexecserver.dll",
418A063EA3BC3875,WNF_SHL_START_READY,"LocationPermissions.dll",
418A063EA3BD4875,WNF_SHL_OOBE_PROCESS_COMPLETE,"wifinetworkmanager.dll",
418A063EA3BDC875,WNF_SHL_DICTATION_RUNNING,"DictationManager.dll",
418A073AA3BC0C75,WNF_WIL_FEATURE_STORE,"Event indicating the Normal feature store has been modified. SDDL comes from featureStagingInfo in %SDXROOT%\onecore\base\wil\mbs\Microsoft-Windows-Internal-Libraries-Capabilities\wil.wm.xml",
418A073AA3BC1475,WNF_WIL_BOOT_FEATURE_STORE,"Event indicating the Boot feature store has been modified. SDDL comes from featureStagingInfo in %SDXROOT%\onecore\base\wil\mbs\Microsoft-Windows-Internal-Libraries-Capabilities\wil.wm.xml",
418A073AA3BC1C75,WNF_WIL_FEATURE_DEVICE_USAGE_TRACKING_1,"Event to indicate the first use of a feature on this device (1). CAPABILITY_SID_LpacAppExperience - S-1-15-3-1024-1502825166-1963708345-2616377461-2562897074-4192028372-3968301570-1997628692-1435953622. DPS service SID: S-1-5-80-2970612574-78537857-698502321-558674196-1451644582.",
418A073AA3BC2475,WNF_WIL_FEATURE_DEVICE_USAGE_TRACKING_2,"Event to indicate the first use of a feature on this device (2). CAPABILITY_SID_LpacAppExperience - S-1-15-3-1024-1502825166-1963708345-2616377461-2562897074-4192028372-3968301570-1997628692-1435953622. DPS service SID: S-1-5-80-2970612574-78537857-698502321-558674196-1451644582.",
418A073AA3BC2C75,WNF_WIL_FEATURE_DEVICE_USAGE_TRACKING_3,"Event to indicate the first use of a feature on this device (3). CAPABILITY_SID_LpacAppExperience - S-1-15-3-1024-1502825166-1963708345-2616377461-2562897074-4192028372-3968301570-1997628692-1435953622. DPS service SID: S-1-5-80-2970612574-78537857-698502321-558674196-1451644582.",
418A073AA3BC3475,WNF_WIL_FEATURE_USAGE_TRACKING_1,"Event to indicate unique use of a feature on this device (1). CAPABILITY_SID_LpacAppExperience - S-1-15-3-1024-1502825166-1963708345-2616377461-2562897074-4192028372-3968301570-1997628692-1435953622. DPS service SID: S-1-5-80-2970612574-78537857-698502321-558674196-1451644582.",
