_time,idx,st,bytes
1775473200,linux,linux_secure,357966105
1775473200,application,log4j,184905898
1775473200,application,json,21534582
1775473200,application,access_combined,187387789
1775476800,main,syslog,220034977
1775476800,main,access_combined,320274439
1775476800,main,json,321884633
1775476800,security,WinEventLog:Security,166288135
1775476800,security,syslog,197001500
1775476800,security,pan:traffic,172248951
1775476800,network,cisco:ios,267466350
1775476800,network,juniper:junos,155412267
1775476800,network,netflow,243201698
1775476800,windows,WinEventLog:System,63744546
1775476800,windows,WinEventLog:Application,176754037
1775476800,windows,perfmon,355957621
1775476800,linux,syslog,129801065
1775476800,linux,linux:audit,256801476
1775476800,linux,linux_secure,241428474
1775476800,application,log4j,313842707
1775476800,application,json,314049284
1775476800,application,access_combined,316559879
1775480400,main,syslog,143798575
1775480400,main,access_combined,121217117
1775480400,main,json,264536268
1775480400,security,WinEventLog:Security,279038844
1775480400,security,syslog,319312736
1775480400,security,pan:traffic,21135159
1775480400,network,cisco:ios,32728001
1775480400,network,juniper:junos,233325438
1775480400,network,netflow,336617734
1775480400,windows,WinEventLog:System,363886205
1775480400,windows,WinEventLog:Application,274534746
1775480400,windows,perfmon,163034187
1775480400,linux,syslog,43429940
1775480400,linux,linux:audit,234247547
1775480400,linux,linux_secure,319382680
1775480400,application,log4j,166494425
1775480400,application,json,255725776
1775480400,application,access_combined,330377794
1775484000,main,syslog,24288093
1775484000,main,access_combined,286886013
1775484000,main,json,110884666
1775484000,security,WinEventLog:Security,139405164
1775484000,security,syslog,59146596
1775484000,security,pan:traffic,194128277
1775484000,network,cisco:ios,206296951
1775484000,network,juniper:junos,285617401
1775484000,network,netflow,67692894
1775484000,windows,WinEventLog:System,35832135
1775484000,windows,WinEventLog:Application,313034096
1775484000,windows,perfmon,225123952
1775484000,linux,syslog,92493251
1775484000,linux,linux:audit,327732885
1775484000,linux,linux_secure,58288224
1775484000,application,log4j,169618377
1775484000,application,json,97095674
1775484000,application,access_combined,97568033
1775487600,main,syslog,11132097
1775487600,main,access_combined,281118209
1775487600,main,json,313906317
1775487600,security,WinEventLog:Security,237993598
1775487600,security,syslog,61575067
1775487600,security,pan:traffic,157910893
1775487600,network,cisco:ios,125262725
1775487600,network,juniper:junos,207424888
1775487600,network,netflow,224864216
1775487600,windows,WinEventLog:System,151996437
1775487600,windows,WinEventLog:Application,92851109
1775487600,windows,perfmon,294926146
1775487600,linux,syslog,75576702
1775487600,linux,linux:audit,138546731
1775487600,linux,linux_secure,171992957
1775487600,application,log4j,88474039
1775487600,application,json,202111977
1775487600,application,access_combined,203092886
1775491200,main,syslog,330208425
1775491200,main,access_combined,103546430
1775491200,main,json,325415742
1775491200,security,WinEventLog:Security,221514399
1775491200,security,syslog,96802943
1775491200,security,pan:traffic,191518349
1775491200,network,cisco:ios,230474033
1775491200,network,juniper:junos,249605480
1775491200,network,netflow,23540378
1775491200,windows,WinEventLog:System,204672779
1775491200,windows,WinEventLog:Application,169029069
1775491200,windows,perfmon,301435621
1775491200,linux,syslog,100609701
1775491200,linux,linux:audit,267216642
1775491200,linux,linux_secure,204886781
1775491200,application,log4j,122099688
1775491200,application,json,214490919
1775491200,application,access_combined,209380028
1775494800,main,syslog,215071740
1775494800,main,access_combined,228311783
1775494800,main,json,209371641
1775494800,security,WinEventLog:Security,264325584
1775494800,security,syslog,199883160
1775494800,security,pan:traffic,284284022
1775494800,network,cisco:ios,205432831
1775494800,network,juniper:junos,101936834
1775494800,network,netflow,142392691
1775494800,windows,WinEventLog:System,184952870
1775494800,windows,WinEventLog:Application,231818233
1775494800,windows,perfmon,34822565
1775494800,linux,syslog,97696960
1775494800,linux,linux:audit,236456458
1775494800,linux,linux_secure,61050774
1775494800,application,log4j,47713693
1775494800,application,json,172632391
1775494800,application,access_combined,305168593
1775498400,main,syslog,158008517
1775498400,main,access_combined,267093155
1775498400,main,json,243426736
1775498400,security,WinEventLog:Security,79927889
1775498400,security,syslog,241778125
1775498400,security,pan:traffic,144037896
1775498400,network,cisco:ios,236589143
1775498400,network,juniper:junos,219504047
1775498400,network,netflow,103232478
1775498400,windows,WinEventLog:System,39502264
1775498400,windows,WinEventLog:Application,281178317
1775498400,windows,perfmon,46796905
1775498400,linux,syslog,282206606
1775498400,linux,linux:audit,251884728
1775498400,linux,linux_secure,213134422
1775498400,application,log4j,286038772
1775498400,application,json,282425992
1775498400,application,access_combined,236047233
1775502000,main,syslog,101339334
1775502000,main,access_combined,211985405
1775502000,main,json,9715673
1775502000,security,WinEventLog:Security,145815064
1775502000,security,syslog,124517857
1775502000,security,pan:traffic,181296245
1775502000,network,cisco:ios,181169278
1775502000,network,juniper:junos,158311118
1775502000,network,netflow,220249308
1775502000,windows,WinEventLog:System,250943938
1775502000,windows,WinEventLog:Application,34304648
1775502000,windows,perfmon,66978638
1775502000,linux,syslog,12607682
1775502000,linux,linux:audit,236346642
1775502000,linux,linux_secure,152282136
1775502000,application,log4j,244424549
1775502000,application,json,63735425
1775502000,application,access_combined,22553008
1775505600,main,syslog,197491996
1775505600,main,access_combined,217429439
1775505600,main,json,75892654
1775505600,security,WinEventLog:Security,100625724
1775505600,security,syslog,38034399
1775505600,security,pan:traffic,226024686
1775505600,network,cisco:ios,76399506
1775505600,network,juniper:junos,120282627
1775505600,network,netflow,28107898
1775505600,windows,WinEventLog:System,212271360
1775505600,windows,WinEventLog:Application,37075673
1775505600,windows,perfmon,111196249
1775505600,linux,syslog,161741890
1775505600,linux,linux:audit,178677401
1775505600,linux,linux_secure,225957683
1775505600,application,log4j,103150389
1775505600,application,json,178474348
1775505600,application,access_combined,41471643
1775509200,main,syslog,89254351
1775509200,main,access_combined,24929323
1775509200,main,json,104418535
1775509200,security,WinEventLog:Security,87875927
1775509200,security,syslog,198539710
1775509200,security,pan:traffic,11426334
1775509200,network,cisco:ios,80221606
1775509200,network,juniper:junos,95058042
1775509200,network,netflow,198342913
1775509200,windows,WinEventLog:System,178974920
1775509200,windows,WinEventLog:Application,24997136
1775509200,windows,perfmon,144401516
1775509200,linux,syslog,115643405
1775509200,linux,linux:audit,203899945
1775509200,linux,linux_secure,77807125
1775509200,application,log4j,85844279
1775509200,application,json,43417952
1775509200,application,access_combined,29641361
1775512800,main,syslog,150368748
1775512800,main,access_combined,82500133
1775512800,main,json,118400439
1775512800,security,WinEventLog:Security,114765694
1775512800,security,syslog,107076900
1775512800,security,pan:traffic,7721710
1775512800,network,cisco:ios,139801721
1775512800,network,juniper:junos,46065407
1775512800,network,netflow,25765171
1775512800,windows,WinEventLog:System,101457131
1775512800,windows,WinEventLog:Application,15875399
1775512800,windows,perfmon,136068111
1775512800,linux,syslog,39782416
1775512800,linux,linux:audit,41299861
1775512800,linux,linux_secure,154106675
1775512800,application,log4j,60730970
1775512800,application,json,29497587
1775512800,application,access_combined,159427514
1775516400,main,syslog,3681004
1775516400,main,access_combined,123760137
1775516400,main,json,23589960
1775516400,security,WinEventLog:Security,21527401
1775516400,security,syslog,38462294
1775516400,security,pan:traffic,27773666
1775516400,network,cisco:ios,96062323
1775516400,network,juniper:junos,6901273
1775516400,network,netflow,5368679
1775516400,windows,WinEventLog:System,114157201
1775516400,windows,WinEventLog:Application,36676681
1775516400,windows,perfmon,48724285
1775516400,linux,syslog,27738449
1775516400,linux,linux:audit,10637225
1775516400,linux,linux_secure,107382993
1775516400,application,log4j,77119017
1775516400,application,json,107936984
1775516400,application,access_combined,70124046
1775520000,main,syslog,86218687
1775520000,main,access_combined,57732722
1775520000,main,json,14249037
1775520000,security,WinEventLog:Security,56721512
1775520000,security,syslog,104228082
1775520000,security,pan:traffic,7181962
1775520000,network,cisco:ios,86779195
1775520000,network,juniper:junos,95789767
1775520000,network,netflow,58616336
1775520000,windows,WinEventLog:System,51794582
1775520000,windows,WinEventLog:Application,106230276
1775520000,windows,perfmon,9060416
1775520000,linux,syslog,54047323
1775520000,linux,linux:audit,45724131
1775520000,linux,linux_secure,76329625
1775520000,application,log4j,55261616
1775520000,application,json,100385743
1775520000,application,access_combined,10423000
1775523600,main,syslog,14621960
1775523600,main,access_combined,88657438
1775523600,main,json,12501521
1775523600,security,WinEventLog:Security,41881467
1775523600,security,syslog,92135207
1775523600,security,pan:traffic,80244734
1775523600,network,cisco:ios,48922737
1775523600,network,juniper:junos,142878811
1775523600,network,netflow,77746565
1775523600,windows,WinEventLog:System,66961889
1775523600,windows,WinEventLog:Application,88254546
1775523600,windows,perfmon,17202709
1775523600,linux,syslog,101777615
1775523600,linux,linux:audit,122972299
1775523600,linux,linux_secure,94639039
1775523600,application,log4j,111206777
1775523600,application,json,104452751
1775523600,application,access_combined,33461473
1775527200,main,syslog,81954436
1775527200,main,access_combined,43464085
1775527200,main,json,62520722
1775527200,security,WinEventLog:Security,82289881
1775527200,security,syslog,75817471
1775527200,security,pan:traffic,20443912
1775527200,network,cisco:ios,77676641
1775527200,network,juniper:junos,118804067
1775527200,network,netflow,68623890
1775527200,windows,WinEventLog:System,30374985
1775527200,windows,WinEventLog:Application,163302064
1775527200,windows,perfmon,15620562
1775527200,linux,syslog,147562779
1775527200,linux,linux:audit,20123695
1775527200,linux,linux_secure,20699050
1775527200,application,log4j,131519323
1775527200,application,json,144111230
1775527200,application,access_combined,100040931
1775530800,main,syslog,124196486
1775530800,main,access_combined,119129981
1775530800,main,json,71895643
1775530800,security,WinEventLog:Security,29655936
1775530800,security,syslog,76773453
1775530800,security,pan:traffic,140259356
1775530800,network,cisco:ios,157558026
1775530800,network,juniper:junos,181549436
1775530800,network,netflow,151606687
1775530800,windows,WinEventLog:System,201976707
1775530800,windows,WinEventLog:Application,127036367
1775530800,windows,perfmon,76375953
1775530800,linux,syslog,122455990
1775530800,linux,linux:audit,48087663
1775530800,linux,linux_secure,138507120
1775530800,application,log4j,50430856
1775530800,application,json,26802228
1775530800,application,access_combined,176922799
1775534400,main,syslog,91130504
1775534400,main,access_combined,183214782
1775534400,main,json,139274413
1775534400,security,WinEventLog:Security,193614641
1775534400,security,syslog,202456948
1775534400,security,pan:traffic,232617892
1775534400,network,cisco:ios,196226623
1775534400,network,juniper:junos,148475572
1775534400,network,netflow,155264770
1775534400,windows,WinEventLog:System,11572322
1775534400,windows,WinEventLog:Application,222020698
1775534400,windows,perfmon,198798615
1775534400,linux,syslog,67794243
1775534400,linux,linux:audit,47507300
1775534400,linux,linux_secure,169250586
1775534400,application,log4j,77476445
1775534400,application,json,84665194
1775534400,application,access_combined,6875845
1775538000,main,syslog,232604126
1775538000,main,access_combined,153561670
1775538000,main,json,110455779
1775538000,security,WinEventLog:Security,43035508
1775538000,security,syslog,170969698
1775538000,security,pan:traffic,14074375
1775538000,network,cisco:ios,200379290
1775538000,network,juniper:junos,62112003
1775538000,network,netflow,115415932
1775538000,windows,WinEventLog:System,94860806
1775538000,windows,WinEventLog:Application,102453339
1775538000,windows,perfmon,193995360
1775538000,linux,syslog,208379805
1775538000,linux,linux:audit,153893020
1775538000,linux,linux_secure,28214120
1775538000,application,log4j,19790621
1775538000,application,json,47080896
1775538000,application,access_combined,166976757
1775541600,main,syslog,198809306
1775541600,main,access_combined,84242061
1775541600,main,json,195379689
1775541600,security,WinEventLog:Security,145125188
1775541600,security,syslog,132690345
1775541600,security,pan:traffic,84545395
1775541600,network,cisco:ios,221894168
1775541600,network,juniper:junos,39116768
1775541600,network,netflow,129232066
1775541600,windows,WinEventLog:System,87418978
1775541600,windows,WinEventLog:Application,200097205
1775541600,windows,perfmon,145402022
1775541600,linux,syslog,196860400
1775541600,linux,linux:audit,19616688
1775541600,linux,linux_secure,119353690
1775541600,application,log4j,177529248
1775541600,application,json,8860229
1775541600,application,access_combined,92599856
1775545200,main,syslog,71968802
1775545200,main,access_combined,49270394
1775545200,main,json,85552885
1775545200,security,WinEventLog:Security,107822987
1775545200,security,syslog,9546234
1775545200,security,pan:traffic,236313290
1775545200,network,cisco:ios,61067563
1775545200,network,juniper:junos,123799499
1775545200,network,netflow,223018359
1775545200,windows,WinEventLog:System,160624979
1775545200,windows,WinEventLog:Application,262797131
1775545200,windows,perfmon,254467945
1775545200,linux,syslog,29283515
1775545200,linux,linux:audit,271511626
1775545200,linux,linux_secure,20150912
1775545200,application,log4j,12923927
1775545200,application,json,289731311
1775545200,application,access_combined,271617650
1775548800,main,syslog,194712964
1775548800,main,access_combined,193946177
1775548800,main,json,238175921
1775548800,security,WinEventLog:Security,143344703
1775548800,security,syslog,45031117
1775548800,security,pan:traffic,14379900
1775548800,network,cisco:ios,113145546
1775548800,network,juniper:junos,268016757
1775548800,network,netflow,208481162
1775548800,windows,WinEventLog:System,277994910
1775548800,windows,WinEventLog:Application,306510032
1775548800,windows,perfmon,36242484
1775548800,linux,syslog,282043674
1775548800,linux,linux:audit,86675251
1775548800,linux,linux_secure,198974162
1775548800,application,log4j,177880023
1775548800,application,json,136218748
1775548800,application,access_combined,108435389
1775552400,main,syslog,123207926
1775552400,main,access_combined,121019936
1775552400,main,json,65023444
1775552400,security,WinEventLog:Security,181253019
1775552400,security,syslog,46654188
1775552400,security,pan:traffic,181072666
1775552400,network,cisco:ios,315506506
1775552400,network,juniper:junos,126556115
1775552400,network,netflow,254890135
1775552400,windows,WinEventLog:System,285978394
1775552400,windows,WinEventLog:Application,284650390
1775552400,windows,perfmon,88155973
1775552400,linux,syslog,57660103
1775552400,linux,linux:audit,74916299
1775552400,linux,linux_secure,212458817
1775552400,application,log4j,266038170
1775552400,application,json,230489911
1775552400,application,access_combined,68083541
1775556000,main,syslog,278731248
1775556000,main,access_combined,181158824
1775556000,main,json,272289363
1775556000,security,WinEventLog:Security,274190649
1775556000,security,syslog,165332020
1775556000,security,pan:traffic,331697393
1775556000,network,cisco:ios,205794169
1775556000,network,juniper:junos,230580661
1775556000,network,netflow,226808232
1775556000,windows,WinEventLog:System,310726251
1775556000,windows,WinEventLog:Application,227751862
1775556000,windows,perfmon,61032578
1775556000,linux,syslog,32092769
1775556000,linux,linux:audit,162987605
1775556000,linux,linux_secure,114193658
1775556000,application,log4j,104340618
1775556000,application,json,27852101
1775556000,application,access_combined,185786560
1775559600,main,syslog,118988031
1775559600,main,access_combined,169430029
1775559600,main,json,28617706
1775559600,security,WinEventLog:Security,304809447
1775559600,security,syslog,35690319
1775559600,security,pan:traffic,316413608
1775559600,network,cisco:ios,313220868
1775559600,network,juniper:junos,227567585
1775559600,network,netflow,189090506
1775559600,windows,WinEventLog:System,173279070
1775559600,windows,WinEventLog:Application,205932980
1775559600,windows,perfmon,290594022
1775559600,linux,syslog,327687444
1775559600,linux,linux:audit,168652878
1775559600,linux,linux_secure,297009729
1775559600,application,log4j,240695873
1775559600,application,json,122951539
1775559600,application,access_combined,177883665
1775563200,main,syslog,62489350
1775563200,main,access_combined,30577320
1775563200,main,json,45505725
1775563200,security,WinEventLog:Security,330827172
1775563200,security,syslog,131549856
1775563200,security,pan:traffic,264551444
1775563200,network,cisco:ios,189326435
1775563200,network,juniper:junos,70270475
1775563200,network,netflow,97232725
1775563200,windows,WinEventLog:System,165374412
1775563200,windows,WinEventLog:Application,165970971
1775563200,windows,perfmon,195852844
1775563200,linux,syslog,65317060
1775563200,linux,linux:audit,142098172
1775563200,linux,linux_secure,109837920
1775563200,application,log4j,154978624
1775563200,application,json,129731462
1775563200,application,access_combined,222798245
1775566800,main,syslog,289670468
1775566800,main,access_combined,239080337
1775566800,main,json,31833667
1775566800,security,WinEventLog:Security,42026472
1775566800,security,syslog,250157138
1775566800,security,pan:traffic,109626937
1775566800,network,cisco:ios,266324381
1775566800,network,juniper:junos,242380753
1775566800,network,netflow,331418187
1775566800,windows,WinEventLog:System,319632358
1775566800,windows,WinEventLog:Application,127170404
1775566800,windows,perfmon,216064848
1775566800,linux,syslog,58752696
1775566800,linux,linux:audit,133037380
1775566800,linux,linux_secure,353288697
1775566800,application,log4j,257322313
1775566800,application,json,148057832
1775566800,application,access_combined,220449983
1775570400,main,syslog,336544994
1775570400,main,access_combined,116560568
1775570400,main,json,140048649
1775570400,security,WinEventLog:Security,285317220
1775570400,security,syslog,292851487
1775570400,security,pan:traffic,242769057
1775570400,network,cisco:ios,298373390
1775570400,network,juniper:junos,266803529
1775570400,network,netflow,248124279
1775570400,windows,WinEventLog:System,192457451
1775570400,windows,WinEventLog:Application,234335573
1775570400,windows,perfmon,156405894
1775570400,linux,syslog,134849843
1775570400,linux,linux:audit,135119239
1775570400,linux,linux_secure,71291251
1775570400,application,log4j,83168674
1775570400,application,json,339928692
1775570400,application,access_combined,178412222
1775574000,main,syslog,84854019
1775574000,main,access_combined,54645688
1775574000,main,json,34139523
1775574000,security,WinEventLog:Security,294628898
1775574000,security,syslog,42279375
1775574000,security,pan:traffic,269657093
1775574000,network,cisco:ios,291468599
1775574000,network,juniper:junos,307955733
1775574000,network,netflow,20757071
1775574000,windows,WinEventLog:System,122274659
1775574000,windows,WinEventLog:Application,268106537
1775574000,windows,perfmon,52433371
1775574000,linux,syslog,135839733
1775574000,linux,linux:audit,63025291
1775574000,linux,linux_secure,290187047
1775574000,application,log4j,269732835
1775574000,application,json,282615642
1775574000,application,access_combined,64142924
1775577600,main,syslog,149837652
1775577600,main,access_combined,141123341
1775577600,main,json,227407322
1775577600,security,WinEventLog:Security,84794819
1775577600,security,syslog,151958255
1775577600,security,pan:traffic,100198204
1775577600,network,cisco:ios,250862404
1775577600,network,juniper:junos,153495175
1775577600,network,netflow,181145634
1775577600,windows,WinEventLog:System,108173237
1775577600,windows,WinEventLog:Application,270389680
1775577600,windows,perfmon,160023286
1775577600,linux,syslog,278998284
1775577600,linux,linux:audit,127143401
1775577600,linux,linux_secure,315401661
1775577600,application,log4j,327526597
1775577600,application,json,157639344
1775577600,application,access_combined,99172497
1775581200,main,syslog,124310215
1775581200,main,access_combined,168967486
1775581200,main,json,303566979
1775581200,security,WinEventLog:Security,257747304
1775581200,security,syslog,252952360
1775581200,security,pan:traffic,49627355
1775581200,network,cisco:ios,83860825
1775581200,network,juniper:junos,203849577
1775581200,network,netflow,275300641
1775581200,windows,WinEventLog:System,177274263
1775581200,windows,WinEventLog:Application,38643411
1775581200,windows,perfmon,266643043
1775581200,linux,syslog,268260713
1775581200,linux,linux:audit,94615022
1775581200,linux,linux_secure,241252613
1775581200,application,log4j,90850813
1775581200,application,json,284867594
1775581200,application,access_combined,52372704
1775584800,main,syslog,131387027
1775584800,main,access_combined,276480053
1775584800,main,json,69969163
1775584800,security,WinEventLog:Security,135280030
1775584800,security,syslog,106331337
1775584800,security,pan:traffic,14272090
1775584800,network,cisco:ios,21851645
1775584800,network,juniper:junos,149785072
1775584800,network,netflow,73886295
1775584800,windows,WinEventLog:System,290196245
1775584800,windows,WinEventLog:Application,113551937
1775584800,windows,perfmon,14704670
1775584800,linux,syslog,272036280
1775584800,linux,linux:audit,245908049
1775584800,linux,linux_secure,191964900
1775584800,application,log4j,232282070
1775584800,application,json,45896760
1775584800,application,access_combined,88454683
1775588400,main,syslog,222161765
1775588400,main,access_combined,187348897
1775588400,main,json,42232963
1775588400,security,WinEventLog:Security,189813378
1775588400,security,syslog,122907395
1775588400,security,pan:traffic,7458660
1775588400,network,cisco:ios,26721693
1775588400,network,juniper:junos,72734022
1775588400,network,netflow,223516243
1775588400,windows,WinEventLog:System,149000270
1775588400,windows,WinEventLog:Application,195463712
1775588400,windows,perfmon,143523329
1775588400,linux,syslog,35044384
1775588400,linux,linux:audit,81113105
1775588400,linux,linux_secure,84511235
1775588400,application,log4j,18525235
1775588400,application,json,115414122
1775588400,application,access_combined,212823150
1775592000,main,syslog,112005068
1775592000,main,access_combined,31293398
1775592000,main,json,216440926
1775592000,security,WinEventLog:Security,144551538
1775592000,security,syslog,9283650
1775592000,security,pan:traffic,125585876
1775592000,network,cisco:ios,61847998
1775592000,network,juniper:junos,38920133
1775592000,network,netflow,105507513
1775592000,windows,WinEventLog:System,148763752
1775592000,windows,WinEventLog:Application,61527745
1775592000,windows,perfmon,102553853
1775592000,linux,syslog,160316512
1775592000,linux,linux:audit,25409074
1775592000,linux,linux_secure,232643041
1775592000,application,log4j,21228540
1775592000,application,json,128076233
1775592000,application,access_combined,123709892
1775595600,main,syslog,206036006
1775595600,main,access_combined,117615963
1775595600,main,json,84279054
1775595600,security,WinEventLog:Security,100506047
1775595600,security,syslog,134217158
1775595600,security,pan:traffic,204550987
1775595600,network,cisco:ios,56419223
1775595600,network,juniper:junos,8071416
1775595600,network,netflow,165344685
1775595600,windows,WinEventLog:System,74982245
1775595600,windows,WinEventLog:Application,154026102
1775595600,windows,perfmon,132707343
1775595600,linux,syslog,161878863
1775595600,linux,linux:audit,154483489
1775595600,linux,linux_secure,72480649
1775595600,application,log4j,13792608
1775595600,application,json,115958629
1775595600,application,access_combined,170433628
1775599200,main,syslog,34248880
1775599200,main,access_combined,138481330
1775599200,main,json,84209382
1775599200,security,WinEventLog:Security,124029272
1775599200,security,syslog,113045558
1775599200,security,pan:traffic,144064363
1775599200,network,cisco:ios,14924688
1775599200,network,juniper:junos,137971915
1775599200,network,netflow,83011277
1775599200,windows,WinEventLog:System,54671359
1775599200,windows,WinEventLog:Application,11595366
1775599200,windows,perfmon,38455893
1775599200,linux,syslog,11267454
1775599200,linux,linux:audit,165094211
1775599200,linux,linux_secure,92968393
1775599200,application,log4j,174714450
1775599200,application,json,97739040
1775599200,application,access_combined,47746933
1775602800,main,syslog,109007242
1775602800,main,access_combined,30104357
1775602800,main,json,53384278
1775602800,security,WinEventLog:Security,112873969
1775602800,security,syslog,124797624
1775602800,security,pan:traffic,49868588
1775602800,network,cisco:ios,20753074
1775602800,network,juniper:junos,54934441
1775602800,network,netflow,128122263
1775602800,windows,WinEventLog:System,107606100
1775602800,windows,WinEventLog:Application,128845201
1775602800,windows,perfmon,57548539
1775602800,linux,syslog,139944916
1775602800,linux,linux:audit,72925043
1775602800,linux,linux_secure,73110328
1775602800,application,log4j,133009796
1775602800,application,json,76163281
1775602800,application,access_combined,115723984
1775606400,main,syslog,80738825
1775606400,main,access_combined,11007857
1775606400,main,json,67330856
1775606400,security,WinEventLog:Security,90987262
1775606400,security,syslog,61200844
1775606400,security,pan:traffic,37073759
1775606400,network,cisco:ios,11130707
1775606400,network,juniper:junos,73620848
1775606400,network,netflow,35490601
1775606400,windows,WinEventLog:System,67348965
1775606400,windows,WinEventLog:Application,48359810
1775606400,windows,perfmon,76724168
1775606400,linux,syslog,40337377
1775606400,linux,linux:audit,7073315
1775606400,linux,linux_secure,96118572
1775606400,application,log4j,40446287
1775606400,application,json,109901514
1775606400,application,access_combined,32054318
1775610000,main,syslog,140829638
1775610000,main,access_combined,136321196
1775610000,main,json,13815045
1775610000,security,WinEventLog:Security,92757773
1775610000,security,syslog,54273668
1775610000,security,pan:traffic,115716671
1775610000,network,cisco:ios,98638157
1775610000,network,juniper:junos,137006807
1775610000,network,netflow,23322101
1775610000,windows,WinEventLog:System,88555752
1775610000,windows,WinEventLog:Application,112939990
1775610000,windows,perfmon,8167062
1775610000,linux,syslog,12719222
1775610000,linux,linux:audit,112547488
1775610000,linux,linux_secure,54697152
1775610000,application,log4j,57016562
1775610000,application,json,82895690
1775610000,application,access_combined,88207955
1775613600,main,syslog,121211933
1775613600,main,access_combined,167760626
1775613600,main,json,68229145
1775613600,security,WinEventLog:Security,135710421
1775613600,security,syslog,103069451
1775613600,security,pan:traffic,95397328
1775613600,network,cisco:ios,72719142
1775613600,network,juniper:junos,116121332
1775613600,network,netflow,47108115
1775613600,windows,WinEventLog:System,23612500
1775613600,windows,WinEventLog:Application,130980755
1775613600,windows,perfmon,90148909
1775613600,linux,syslog,70812984
1775613600,linux,linux:audit,100955813
1775613600,linux,linux_secure,49207251
1775613600,application,log4j,48950678
1775613600,application,json,81043034
1775613600,application,access_combined,175964164
1775617200,main,syslog,62921032
1775617200,main,access_combined,191403331
1775617200,main,json,104795928
1775617200,security,WinEventLog:Security,29738645
1775617200,security,syslog,178440566
1775617200,security,pan:traffic,96821557
1775617200,network,cisco:ios,187778411
1775617200,network,juniper:junos,95409968
1775617200,network,netflow,22642168
1775617200,windows,WinEventLog:System,143637630
1775617200,windows,WinEventLog:Application,176952899
1775617200,windows,perfmon,69847303
1775617200,linux,syslog,75516374
1775617200,linux,linux:audit,17988459
1775617200,linux,linux_secure,115176133
1775617200,application,log4j,186282134
1775617200,application,json,178142376
1775617200,application,access_combined,149722617
1775620800,main,syslog,221610483
1775620800,main,access_combined,154099478
1775620800,main,json,190461987
1775620800,security,WinEventLog:Security,124042768
1775620800,security,syslog,33741994
1775620800,security,pan:traffic,52300807
1775620800,network,cisco:ios,37824578
1775620800,network,juniper:junos,189687326
1775620800,network,netflow,11579360
1775620800,windows,WinEventLog:System,134594130
1775620800,windows,WinEventLog:Application,91445214
1775620800,windows,perfmon,192784893
1775620800,linux,syslog,134040637
1775620800,linux,linux:audit,148096806
1775620800,linux,linux_secure,25549289
1775620800,application,log4j,77547780
1775620800,application,json,238456645
1775620800,application,access_combined,173019994
1775624400,main,syslog,142982776
1775624400,main,access_combined,206382253
1775624400,main,json,220489423
1775624400,security,WinEventLog:Security,25295984
1775624400,security,syslog,259299634
1775624400,security,pan:traffic,173356681
1775624400,network,cisco:ios,123264931
1775624400,network,juniper:junos,183192121
1775624400,network,netflow,95803144
1775624400,windows,WinEventLog:System,234712707
1775624400,windows,WinEventLog:Application,209272279
1775624400,windows,perfmon,172694049
1775624400,linux,syslog,53474578
1775624400,linux,linux:audit,257707253
1775624400,linux,linux_secure,118745361
1775624400,application,log4j,243241383
1775624400,application,json,20520791
1775624400,application,access_combined,38422891
1775628000,main,syslog,50291646
1775628000,main,access_combined,53610533
1775628000,main,json,98655527
1775628000,security,WinEventLog:Security,208891003
1775628000,security,syslog,105315854
1775628000,security,pan:traffic,274909443
1775628000,network,cisco:ios,261801615
1775628000,network,juniper:junos,247834510
1775628000,network,netflow,78113366
1775628000,windows,WinEventLog:System,187716060
1775628000,windows,WinEventLog:Application,163707159
1775628000,windows,perfmon,42353314
1775628000,linux,syslog,93000475
1775628000,linux,linux:audit,158757061
1775628000,linux,linux_secure,149946441
1775628000,application,log4j,54744849
1775628000,application,json,275109841
1775628000,application,access_combined,50627708
1775631600,main,syslog,209234017
1775631600,main,access_combined,228221109
1775631600,main,json,192794676
1775631600,security,WinEventLog:Security,265611704
1775631600,security,syslog,180058618
1775631600,security,pan:traffic,260307047
1775631600,network,cisco:ios,15878419
1775631600,network,juniper:junos,21120066
1775631600,network,netflow,203933837
1775631600,windows,WinEventLog:System,184093212
1775631600,windows,WinEventLog:Application,206901915
1775631600,windows,perfmon,242431155
1775631600,linux,syslog,134958448
1775631600,linux,linux:audit,203178480
1775631600,linux,linux_secure,159942704
1775631600,application,log4j,199550626
1775631600,application,json,96028671
1775631600,application,access_combined,300616772
1775635200,main,syslog,164550022
1775635200,main,access_combined,269110645
1775635200,main,json,230211236
1775635200,security,WinEventLog:Security,104262402
1775635200,security,syslog,31316786
1775635200,security,pan:traffic,27072531
1775635200,network,cisco:ios,150465547
1775635200,network,juniper:junos,164974550
1775635200,network,netflow,73905604
1775635200,windows,WinEventLog:System,204755250
1775635200,windows,WinEventLog:Application,109185425
1775635200,windows,perfmon,241056532
1775635200,linux,syslog,246203221
1775635200,linux,linux:audit,287338599
1775635200,linux,linux_secure,324580424
1775635200,application,log4j,50098481
1775635200,application,json,128020604
1775635200,application,access_combined,190128143
1775638800,main,syslog,116282918
1775638800,main,access_combined,166311180
1775638800,main,json,98749474
1775638800,security,WinEventLog:Security,92111212
1775638800,security,syslog,40809622
1775638800,security,pan:traffic,106469919
1775638800,network,cisco:ios,138362239
1775638800,network,juniper:junos,216865062
1775638800,network,netflow,92230513
1775638800,windows,WinEventLog:System,301717451
1775638800,windows,WinEventLog:Application,62160386
