"_time",bytes,"dest_ip","dest_port",query,"src_ip","src_port","time_taken",user
"2018-11-09T17:49:48.024+0000",1921,"10.2.2.2",3306,"SELECT * FROM customers WHERE customer_uid=e778d373-c22a-4ea1-b0b7-0d10761f7e44","153.30.159.243",56360,224,ssimsap
"2018-11-09T17:49:33.105+0000",2668,"10.2.2.3",3306,"SELECT * FROM customers WHERE customer_uid=9e234a88-f763-4f28-bd6c-eb16b24ed5fe","122.27.151.34",56684,949,fsimsb4
"2018-11-09T17:49:33.082+0000",3477,"10.2.2.3",3306,"SELECT * FROM customers WHERE customer_uid=84e8d742-2aa9-49b1-8ee9-a31d69da6864","83.50.141.131",56488,636,eporterpv
"2018-11-09T17:49:33.061+0000",610,"10.2.2.2",3306,"SELECT * FROM customers WHERE customer_uid=8444703c-baf9-4bb7-bf6d-21ce97b703cd","35.211.195.42",56300,689,sfieldskd
"2018-11-09T17:49:28.311+0000",10096,"10.2.2.3",3306,"SELECT password FROM SYS.USER$ WHERE name='SYS'","10.2.1.34",56576,52412,"Fred_Samuels"
"2018-11-09T17:49:28.189+0000",11741,"10.2.2.2",3306,"SELECT password FROM SYS.USER$ WHERE name='SYS'","10.2.1.35",56735,48673,"Fred_Samuels"
"2018-11-09T17:49:18.194+0000",1676,"10.2.2.2",3306,"SELECT * FROM customers WHERE customer_uid=8c9e0762-c8ec-433b-935b-b1de5607b5c6","172.69.74.183",56712,522,eharveyor
"2018-11-09T17:49:18.137+0000",2637,"10.2.2.2",3306,"SELECT * FROM customers WHERE customer_uid=2b85ee17-fb49-4828-a8dd-5f1d24ce9758","108.207.38.75",56061,117,criveraa2
"2018-11-09T17:49:18.026+0000",1793,"10.2.2.2",3306,"SELECT * FROM customers WHERE customer_uid=8c353ac9-186e-40bb-8eb0-d2a03dd9dc12","175.78.226.233",56730,827,whudsonpc
"2018-11-09T17:49:08.080+0000",11153,"10.2.2.3",3306,"SELECT * FROM hr_employee_info","10.2.1.34",56892,44202,"Fred_Samuels"
"2018-11-09T17:49:08.044+0000",9939,"10.2.2.2",3306,"SELECT * FROM hr_employee_info","10.2.1.34",56527,41552,"Fred_Samuels"
"2018-11-09T17:49:03.220+0000",3604,"10.2.2.4",3306,"SELECT * FROM customers WHERE customer_uid=f8d9f8eb-5ea6-4caa-90c4-a5da3e95ae92","178.161.207.35",56507,356,mramirez55
"2018-11-09T17:49:03.067+0000",1501,"10.2.2.4",3306,"SELECT * FROM customers WHERE customer_uid=c6a7687f-0897-43eb-8212-90dfb1b06946","61.207.240.45",56487,119,vdixon6u
"2018-11-09T17:49:03.064+0000",431,"10.2.2.4",3306,"SELECT * FROM customers WHERE customer_uid=ea4b5655-ccad-40cd-abb4-bc39d91c62a5","67.44.87.181",56508,987,rjacobsft
"2018-11-09T17:48:48.206+0000",8069,"10.2.2.2",3306,"SELECT password FROM SYS.USER$ WHERE name='SYS'","10.2.1.33",56225,35432,"Fred_Samuels"
"2018-11-09T17:48:48.146+0000",9920,"10.2.2.2",3306,"SELECT * FROM hr_employee_info","10.2.1.33",56827,49899,"Fred_Samuels"
"2018-11-09T17:48:48.071+0000",2037,"10.2.2.3",3306,"SELECT * FROM customers WHERE customer_uid=73c737b6-7359-430e-814c-61387b73883a","96.133.22.17",56471,386,asims7o
"2018-11-09T17:48:48.045+0000",1220,"10.2.2.4",3306,"SELECT * FROM customers WHERE customer_uid=67873f33-3549-4b5b-bf6f-3fb4fe691f09","112.8.77.222",56120,886,cmorrisfx
"2018-11-09T17:48:48.014+0000",416,"10.2.2.2",3306,"SELECT * FROM customers WHERE customer_uid=6d532261-db62-42be-b82f-0f70664ae0a2","29.219.240.174",56453,511,smorrish3
"2018-11-09T17:48:33.083+0000",2802,"10.2.2.2",3306,"SELECT * FROM customers WHERE customer_uid=e4a4dff5-62f3-4838-a747-29eac97823bd","213.152.70.2",56869,985,hrossdd
"2018-11-09T17:48:33.049+0000",693,"10.2.2.2",3306,"SELECT * FROM customers WHERE customer_uid=d1ce00fb-819e-4fa2-af2f-235620d005fe","190.133.143.108",56640,924,amurrayoj
"2018-11-09T17:48:33.009+0000",1672,"10.2.2.2",3306,"SELECT * FROM customers WHERE customer_uid=6f750f93-1352-42a6-9825-1e465698f29f","194.156.217.168",56489,837,mrobinsonlo
"2018-11-09T17:48:28.134+0000",9544,"10.2.2.4",3306,"SELECT * FROM hr_employee_info","10.2.1.33",56186,49147,"Fred_Samuels"
"2018-11-09T17:48:28.090+0000",9537,"10.2.2.3",3306,"SELECT * FROM hr_employee_info","10.2.1.33",56040,48610,"Fred_Samuels"
"2018-11-09T17:48:18.168+0000",718,"10.2.2.3",3306,"SELECT * FROM customers WHERE customer_uid=d5f68918-46b5-4f38-a721-63ac1c060058","101.31.248.184",56036,329,fhowellk7
"2018-11-09T17:48:18.160+0000",2343,"10.2.2.2",3306,"SELECT * FROM customers WHERE customer_uid=a64ad78d-b6d5-4c76-b528-cb8782f513d3","64.119.129.30",56073,824,kwebbe9
"2018-11-09T17:48:18.111+0000",3240,"10.2.2.4",3306,"SELECT * FROM customers WHERE customer_uid=ee157714-2950-4518-a63f-52c959c23423","3.123.238.251",56141,769,bbowman6q
"2018-11-09T17:48:08.035+0000",11252,"10.2.2.4",3306,"SELECT * FROM hr_employee_info","10.2.1.34",56478,58912,"Fred_Samuels"
"2018-11-09T17:48:08.001+0000",8828,"10.2.2.3",3306,"SELECT password FROM SYS.USER$ WHERE name='SYS'","10.2.1.34",56524,41458,"Fred_Samuels"
"2018-11-09T17:48:03.150+0000",2829,"10.2.2.4",3306,"SELECT * FROM customers WHERE customer_uid=0d8357d7-8e6c-4330-acdc-9a545e75bdd8","48.234.238.36",56715,310,shanson3u
"2018-11-09T17:48:03.149+0000",1603,"10.2.2.4",3306,"SELECT * FROM customers WHERE customer_uid=5e60f8e4-5445-4a1f-aa1e-02ce075d76a0","220.9.13.74",56298,113,nburtonol
"2018-11-09T17:48:03.082+0000",3203,"10.2.2.2",3306,"SELECT * FROM customers WHERE customer_uid=e4a4dff5-62f3-4838-a747-29eac97823bd","213.152.70.2",56725,386,hrossdd
"2018-11-09T17:47:48.142+0000",11477,"10.2.2.2",3306,"SELECT * FROM hr_employee_info","10.2.1.34",56408,36596,"Fred_Samuels"
"2018-11-09T17:47:48.104+0000",11689,"10.2.2.3",3306,"SELECT * FROM hr_employee_info","10.2.1.35",56135,44828,"Fred_Samuels"
"2018-11-09T17:47:48.075+0000",3855,"10.2.2.3",3306,"SELECT * FROM customers WHERE customer_uid=f2455a62-a99b-44f0-9a76-7f768a137e86","39.152.144.22",56873,987,pbanksio
"2018-11-09T17:47:48.066+0000",1978,"10.2.2.2",3306,"SELECT * FROM customers WHERE customer_uid=8c6b8a52-5e02-45fd-a88d-b794d60593bc","16.174.92.204",56166,931,cross6t
"2018-11-09T17:47:48.004+0000",520,"10.2.2.2",3306,"SELECT * FROM customers WHERE customer_uid=b20bfad3-eeb0-427f-9ec6-ffd90c016366","55.142.85.54",56182,484,ebarnes41
"2018-11-09T17:47:33.078+0000",1105,"10.2.2.2",3306,"SELECT * FROM customers WHERE customer_uid=d5cd5d8e-0a63-4b6e-9500-c7556ac52c53","93.15.252.2",56357,450,aportergg
"2018-11-09T17:47:33.026+0000",2998,"10.2.2.3",3306,"SELECT * FROM customers WHERE customer_uid=8b805f7d-8f13-45d4-a8c2-2286a309cd13","215.87.183.167",56479,829,rduncangt
"2018-11-09T17:47:33.013+0000",1383,"10.2.2.4",3306,"SELECT * FROM customers WHERE customer_uid=6e7fcf28-72eb-48a2-8d02-de9d68d923f4","17.127.117.94",56706,916,slanebv
"2018-11-09T17:47:28.141+0000",10516,"10.2.2.2",3306,"SELECT password FROM SYS.USER$ WHERE name='SYS'","10.2.1.34",56278,56618,"Fred_Samuels"
"2018-11-09T17:47:28.128+0000",11365,"10.2.2.4",3306,"SELECT * FROM hr_employee_info","10.2.1.34",56115,57905,"Fred_Samuels"
"2018-11-09T17:47:18.062+0000",1161,"10.2.2.2",3306,"SELECT * FROM customers WHERE customer_uid=a941b4bc-5519-4b60-95e6-a5f7e710d200","93.129.21.135",56365,467,sandrews68
"2018-11-09T17:47:18.046+0000",337,"10.2.2.2",3306,"SELECT * FROM customers WHERE customer_uid=f49be7fc-2397-4ade-88a4-ae3379db81af","166.233.192.166",56455,436,eknightpi
"2018-11-09T17:47:18.042+0000",3176,"10.2.2.2",3306,"SELECT * FROM customers WHERE customer_uid=e44c8565-cb6c-4a78-87f8-77ef87756b25","79.158.132.88",56471,758,mspencergd
"2018-11-09T17:47:08.170+0000",8179,"10.2.2.4",3306,"SELECT password FROM SYS.USER$ WHERE name='SYS'","10.2.1.33",56692,35021,"Fred_Samuels"
"2018-11-09T17:47:08.020+0000",9279,"10.2.2.4",3306,"SELECT * FROM hr_employee_info","10.2.1.33",56647,55139,"Fred_Samuels"
"2018-11-09T17:47:03.073+0000",2506,"10.2.2.4",3306,"SELECT * FROM customers WHERE customer_uid=2b9a40d3-7b30-4402-87b4-8f821295d24e","50.240.233.157",56616,108,ljordanq8
"2018-11-09T17:47:03.025+0000",754,"10.2.2.4",3306,"SELECT * FROM customers WHERE customer_uid=43686c92-874c-4cb4-b862-61b1e5d99efc","250.243.237.2",56685,895,jkingkm
"2018-11-09T17:47:03.007+0000",3513,"10.2.2.4",3306,"SELECT * FROM customers WHERE customer_uid=d66f2ae7-c2d8-4467-993e-3523cef98036","226.179.220.12",56292,116,wfostermk
"2018-11-09T17:46:48.144+0000",9159,"10.2.2.3",3306,"SELECT password FROM SYS.USER$ WHERE name='SYS'","10.2.1.35",56552,55831,"Fred_Samuels"
"2018-11-09T17:46:48.064+0000",1010,"10.2.2.2",3306,"SELECT * FROM customers WHERE customer_uid=d427fb85-7df1-43d0-bdaa-2fd7c589b04a","91.16.88.190",56617,278,ppiercea8
"2018-11-09T17:46:48.063+0000",1891,"10.2.2.4",3306,"SELECT * FROM customers WHERE customer_uid=8242ee48-11fd-41ca-a3d7-256bf6be40d9","146.19.0.251",56459,588,dfernandez8o
"2018-11-09T17:46:48.055+0000",11998,"10.2.2.4",3306,"SELECT password FROM SYS.USER$ WHERE name='SYS'","10.2.1.33",56519,37560,"Fred_Samuels"
"2018-11-09T17:46:48.027+0000",2597,"10.2.2.3",3306,"SELECT * FROM customers WHERE customer_uid=02522e34-a7b4-4a09-9b24-8392daea669f","174.12.118.252",56448,493,swelchb7
"2018-11-09T17:46:33.064+0000",1323,"10.2.2.2",3306,"SELECT * FROM customers WHERE customer_uid=c6a7687f-0897-43eb-8212-90dfb1b06946","61.207.240.45",56608,265,vdixon6u
"2018-11-09T17:46:33.024+0000",2387,"10.2.2.4",3306,"SELECT * FROM customers WHERE customer_uid=9b48c78d-e0bd-4523-aa2f-48cfe1f09f00","199.196.160.50",56066,522,lhillp7
"2018-11-09T17:46:33.011+0000",2204,"10.2.2.3",3306,"SELECT * FROM customers WHERE customer_uid=bf7e13cd-486d-40fe-ba83-ae84ec67b352","189.9.228.66",56404,420,prileyek
"2018-11-09T17:46:28.096+0000",10534,"10.2.2.4",3306,"SELECT password FROM SYS.USER$ WHERE name='SYS'","10.2.1.35",56566,39358,"Fred_Samuels"
"2018-11-09T17:46:28.081+0000",9140,"10.2.2.4",3306,"SELECT password FROM SYS.USER$ WHERE name='SYS'","10.2.1.33",56039,42448,"Fred_Samuels"
"2018-11-09T17:46:18.028+0000",2871,"10.2.2.2",3306,"SELECT * FROM customers WHERE customer_uid=906a1b65-2f22-4d4d-9ea3-5eeda0f3f0e5","132.111.229.26",56439,832,lgreenf6
"2018-11-09T17:46:18.016+0000",310,"10.2.2.3",3306,"SELECT * FROM customers WHERE customer_uid=9bc21049-c7d7-4118-91af-1a763413b5f8","178.179.86.152",56288,496,khernandezkj
"2018-11-09T17:46:18.008+0000",795,"10.2.2.2",3306,"SELECT * FROM customers WHERE customer_uid=cabb2074-5aa1-4426-b2e5-af3973e6c2ec","75.83.128.39",56146,491,sgarcia2n
"2018-11-09T17:46:08.063+0000",9453,"10.2.2.4",3306,"SELECT * FROM hr_employee_info","10.2.1.34",56748,58623,"Fred_Samuels"
"2018-11-09T17:46:08.052+0000",11876,"10.2.2.4",3306,"SELECT * FROM hr_employee_info","10.2.1.35",56695,42407,"Fred_Samuels"
"2018-11-09T17:46:03.025+0000",3622,"10.2.2.4",3306,"SELECT * FROM customers WHERE customer_uid=426edd84-ff5b-4ff4-b044-6f4e585a1f5c","61.77.81.75",56448,345,wsmithp2
"2018-11-09T17:46:03.010+0000",1441,"10.2.2.3",3306,"SELECT * FROM customers WHERE customer_uid=44ade74c-024d-460f-aaaf-dc8a7a59cf87","224.133.185.72",56325,281,ituckero3
"2018-11-09T17:46:03.005+0000",2839,"10.2.2.2",3306,"SELECT * FROM customers WHERE customer_uid=8242ee48-11fd-41ca-a3d7-256bf6be40d9","146.19.0.251",56285,286,dfernandez8o
"2018-11-09T17:45:48.098+0000",11443,"10.2.2.2",3306,"SELECT * FROM hr_employee_info","10.2.1.33",56072,52482,"Fred_Samuels"
"2018-11-09T17:45:48.019+0000",3494,"10.2.2.4",3306,"SELECT * FROM customers WHERE customer_uid=18d0bf30-3d48-4f5d-9e8c-37e428c0a6ac","53.186.10.152",56181,819,eolson8a
"2018-11-09T17:45:48.015+0000",3224,"10.2.2.3",3306,"SELECT * FROM customers WHERE customer_uid=dba24cc5-6c24-4174-85bb-efb415fa9a26","160.49.27.25",56299,244,cmorales39
"2018-11-09T17:45:48.008+0000",8244,"10.2.2.2",3306,"SELECT * FROM hr_employee_info","10.2.1.34",56252,30139,"Fred_Samuels"
"2018-11-09T17:45:48.004+0000",2300,"10.2.2.2",3306,"SELECT * FROM customers WHERE customer_uid=38a5e8cc-44a4-4225-aaa2-e710f24f8d06","14.11.95.83",56808,544,sburnspt
"2018-11-09T17:45:33.004+0000",326,"10.2.2.4",3306,"SELECT * FROM customers WHERE customer_uid=6a6d4f6b-abdc-4479-8bd5-1d47bd88f653","163.75.193.64",56490,377,vmartinez90
"2018-11-09T17:45:33.003+0000",2267,"10.2.2.2",3306,"SELECT * FROM customers WHERE customer_uid=6c6776da-409d-414e-a8df-ea38ccc762c7","149.226.72.90",56463,394,mturner7q
"2018-11-09T17:45:33.002+0000",2084,"10.2.2.4",3306,"SELECT * FROM customers WHERE customer_uid=4bcae30d-9257-4555-a847-c0ddbf1d230c","67.32.115.197",56754,224,jwrighth7
"2018-11-09T17:45:28.087+0000",9836,"10.2.2.2",3306,"SELECT * FROM hr_employee_info","10.2.1.33",56771,37314,"Fred_Samuels"
"2018-11-09T17:45:28.027+0000",10320,"10.2.2.4",3306,"SELECT * FROM hr_employee_info","10.2.1.33",56501,30091,"Fred_Samuels"
"2018-11-09T17:45:17.736+0000",2136,"10.2.2.4",3306,"SELECT * FROM customers WHERE customer_uid=c516235e-5da7-400d-8533-04565b14bfd1","215.244.167.173",56416,712,hlewis1y
"2018-11-09T17:45:17.678+0000",1332,"10.2.2.2",3306,"SELECT * FROM customers WHERE customer_uid=e5b9c543-6dc6-4fff-b08c-0d5a0dd7d84a","226.200.22.12",56679,888,bsimsi3
"2018-11-09T17:45:17.636+0000",2625,"10.2.2.2",3306,"SELECT * FROM customers WHERE customer_uid=2d749394-4eb1-4d56-ba58-128cb710260e","221.223.126.51",56783,989,agarzan9
"2018-11-09T17:45:08.066+0000",11685,"10.2.2.3",3306,"SELECT * FROM hr_employee_info","10.2.1.34",56110,56806,"Fred_Samuels"
"2018-11-09T17:45:08.001+0000",11648,"10.2.2.4",3306,"SELECT * FROM hr_employee_info","10.2.1.35",56797,40096,"Fred_Samuels"
"2018-11-09T17:45:02.596+0000",811,"10.2.2.4",3306,"SELECT * FROM customers WHERE customer_uid=0766c214-9fb5-4a9a-87a2-9c618cb658d1","180.9.11.90",56454,298,jknight97
"2018-11-09T17:45:02.285+0000",208,"10.2.2.3",3306,"SELECT * FROM customers WHERE customer_uid=22b7b05e-793d-422b-b1b8-fdf3c9f06e62","96.151.118.146",56843,748,pmccoyr6
"2018-11-09T17:45:02.239+0000",251,"10.2.2.4",3306,"SELECT * FROM customers WHERE customer_uid=2ee3ae81-003c-4ebf-91ac-6fd05b3fdf60","65.188.88.102",56103,660,swatsonmp
"2018-11-09T17:44:48.011+0000",10559,"10.2.2.4",3306,"SELECT * FROM hr_employee_info","10.2.1.33",56706,49170,"Fred_Samuels"
"2018-11-09T17:44:48.007+0000",9566,"10.2.2.4",3306,"SELECT * FROM hr_employee_info","10.2.1.35",56485,32274,"Fred_Samuels"
"2018-11-09T17:44:47.918+0000",3204,"10.2.2.4",3306,"SELECT * FROM customers WHERE customer_uid=2cf84d42-0e9b-4be6-ad08-1d0c3a368eb1","255.2.186.202",56454,864,abrownd2
"2018-11-09T17:44:47.439+0000",211,"10.2.2.2",3306,"SELECT * FROM customers WHERE customer_uid=f5d21dda-644f-4be4-a419-fd455164ec31","44.254.214.239",56351,967,jsandersfg
"2018-11-09T17:44:47.242+0000",2653,"10.2.2.3",3306,"SELECT * FROM customers WHERE customer_uid=65d53262-309d-4c80-9ae2-ae4c60c0c243","49.226.203.165",56179,270,wfowlerbw
"2018-11-09T17:44:32.740+0000",2731,"10.2.2.2",3306,"SELECT * FROM customers WHERE customer_uid=b389d2f4-7368-4a82-9eea-00e6289dd7d3","232.114.67.65",56304,399,cward36
"2018-11-09T17:44:32.180+0000",3809,"10.2.2.3",3306,"SELECT * FROM customers WHERE customer_uid=5f995bbf-25b6-45f4-950e-8c80f094577d","213.93.208.187",56789,243,imorrisongk
"2018-11-09T17:44:32.098+0000",1770,"10.2.2.4",3306,"SELECT * FROM customers WHERE customer_uid=25687f29-1572-44bb-96a0-3f5a2e7b4374","119.49.2.181",56242,797,cpattersonfj
"2018-11-09T17:44:28.014+0000",10662,"10.2.2.3",3306,"SELECT password FROM SYS.USER$ WHERE name='SYS'","10.2.1.35",56254,58208,"Fred_Samuels"
"2018-11-09T17:44:28.008+0000",11910,"10.2.2.3",3306,"SELECT * FROM hr_employee_info","10.2.1.34",56027,48230,"Fred_Samuels"
"2018-11-09T17:44:17.811+0000",1346,"10.2.2.4",3306,"SELECT * FROM customers WHERE customer_uid=d860fc49-3151-4ae8-be06-c237a020f5b5","182.93.16.232",56094,606,vwarrenik
"2018-11-09T17:44:17.344+0000",3243,"10.2.2.4",3306,"SELECT * FROM customers WHERE customer_uid=18c85b15-3135-45b0-8aa6-1f4ed2ed0435","168.92.24.37",56037,107,kjacksonkw
"2018-11-09T17:44:17.122+0000",3298,"10.2.2.4",3306,"SELECT * FROM customers WHERE customer_uid=933a8b55-10b3-4179-94ef-cec544c162fe","99.148.192.43",56792,458,lbaileybh
"2018-11-09T17:44:08.007+0000",11898,"10.2.2.4",3306,"SELECT password FROM SYS.USER$ WHERE name='SYS'","10.2.1.33",56694,44863,"Fred_Samuels"
"2018-11-09T17:44:08.006+0000",8108,"10.2.2.4",3306,"SELECT * FROM hr_employee_info","10.2.1.35",56020,43206,"Fred_Samuels"
"2018-11-09T17:44:02.614+0000",2505,"10.2.2.3",3306,"SELECT * FROM customers WHERE customer_uid=772bd77b-73a0-44a7-9077-727c6c88eb65","176.184.28.181",56375,276,nhill45
"2018-11-09T17:44:02.091+0000",2368,"10.2.2.2",3306,"SELECT * FROM customers WHERE customer_uid=e8a449da-14af-46ae-a3db-8b0af93c3f92","64.66.166.132",56499,617,amccoyhv
"2018-11-09T17:44:02.085+0000",3379,"10.2.2.3",3306,"SELECT * FROM customers WHERE customer_uid=e6f4ee83-c64b-463d-91dc-31b28e107b7c","188.76.221.237",56297,470,wcoleql
"2018-11-09T17:43:47.843+0000",8113,"10.2.2.4",3306,"SELECT * FROM hr_employee_info","10.2.1.34",56447,36462,"Fred_Samuels"
"2018-11-09T17:43:47.812+0000",3064,"10.2.2.4",3306,"SELECT * FROM customers WHERE customer_uid=b624642f-1e4a-4ace-b24c-b07a97d24aa0","33.88.8.143",56595,283,rwagnern4
"2018-11-09T17:43:47.783+0000",10253,"10.2.2.4",3306,"SELECT * FROM hr_employee_info","10.2.1.34",56884,56338,"Fred_Samuels"
"2018-11-09T17:43:47.408+0000",2348,"10.2.2.4",3306,"SELECT * FROM customers WHERE customer_uid=4fe12e8a-8e34-427d-967b-67e5ed788be2","88.96.157.203",56097,849,crusselleh
"2018-11-09T17:43:47.053+0000",866,"10.2.2.2",3306,"SELECT * FROM customers WHERE customer_uid=b95a273c-7221-4439-a6e1-b7ae9ca1219e","96.98.237.108",56536,707,chenryqj
"2018-11-09T17:43:32.866+0000",3367,"10.2.2.4",3306,"SELECT * FROM customers WHERE customer_uid=d91d87b4-b3ca-426e-8696-72aeff3bc4a2","95.74.48.200",56718,196,rhansonk8
"2018-11-09T17:43:32.446+0000",1538,"10.2.2.2",3306,"SELECT * FROM customers WHERE customer_uid=5817cd8e-0227-4206-b065-e3896253a8db","192.111.64.114",56436,722,daustin1d
"2018-11-09T17:43:32.300+0000",3334,"10.2.2.3",3306,"SELECT * FROM customers WHERE customer_uid=6f709071-ae0d-48e0-8d71-a7c66bae0655","99.88.169.102",56163,460,cowensq7
"2018-11-09T17:43:27.901+0000",8241,"10.2.2.2",3306,"SELECT password FROM SYS.USER$ WHERE name='SYS'","10.2.1.34",56550,47252,"Fred_Samuels"
"2018-11-09T17:43:27.365+0000",8178,"10.2.2.2",3306,"SELECT password FROM SYS.USER$ WHERE name='SYS'","10.2.1.33",56797,56704,"Fred_Samuels"
"2018-11-09T17:43:17.803+0000",2641,"10.2.2.3",3306,"SELECT * FROM customers WHERE customer_uid=82973909-6010-4b8b-9800-0b63c5036ab4","161.138.2.176",56894,256,aramirezi6
"2018-11-09T17:43:17.543+0000",708,"10.2.2.4",3306,"SELECT * FROM customers WHERE customer_uid=64ed38df-1253-4930-9121-00152202dae8","247.121.180.97",56439,193,jgreenem0
"2018-11-09T17:43:17.298+0000",810,"10.2.2.2",3306,"SELECT * FROM customers WHERE customer_uid=ffd08ad6-991b-41ab-908b-3a49dfe1b1b2","138.109.173.86",56285,879,kelliottcd
"2018-11-09T17:43:07.289+0000",8173,"10.2.2.3",3306,"SELECT password FROM SYS.USER$ WHERE name='SYS'","10.2.1.34",56901,52060,"Fred_Samuels"
"2018-11-09T17:43:07.134+0000",8353,"10.2.2.2",3306,"SELECT * FROM hr_employee_info","10.2.1.33",56911,59131,"Fred_Samuels"
"2018-11-09T17:43:02.441+0000",320,"10.2.2.4",3306,"SELECT * FROM customers WHERE customer_uid=70f5a6c1-9bc3-4d1a-bd8f-dbea8c574f69","199.70.224.157",56459,225,rhendersonh4
"2018-11-09T17:43:02.362+0000",3853,"10.2.2.4",3306,"SELECT * FROM customers WHERE customer_uid=bdf30676-3a10-4911-b1bf-b3a5d6e15681","74.73.110.213",56770,916,aoliveres
"2018-11-09T17:43:02.082+0000",1319,"10.2.2.2",3306,"SELECT * FROM customers WHERE customer_uid=b9f4d740-caac-457a-8eed-9af7c26bb691","240.1.18.177",56310,879,sshawht
"2018-11-09T17:42:47.677+0000",8106,"10.2.2.3",3306,"SELECT * FROM hr_employee_info","10.2.1.34",56786,59574,"Fred_Samuels"
"2018-11-09T17:42:47.620+0000",642,"10.2.2.4",3306,"SELECT * FROM customers WHERE customer_uid=710681f8-6e79-459e-baf8-51f6f164dcb2","170.203.131.152",56092,150,jcox1z
"2018-11-09T17:42:47.497+0000",10987,"10.2.2.2",3306,"SELECT password FROM SYS.USER$ WHERE name='SYS'","10.2.1.34",56104,49105,"Fred_Samuels"
"2018-11-09T17:42:47.307+0000",213,"10.2.2.3",3306,"SELECT * FROM customers WHERE customer_uid=c21e6f89-0354-43cd-82ab-6078db9a8b30","130.149.253.5",56600,566,nsullivanjg
"2018-11-09T17:42:47.293+0000",2319,"10.2.2.3",3306,"SELECT * FROM customers WHERE customer_uid=d1ac2989-cb7f-4d73-bc44-a076f09a0183","165.2.179.157",56510,648,padams4s
"2018-11-09T17:42:32.789+0000",1251,"10.2.2.3",3306,"SELECT * FROM customers WHERE customer_uid=d2579a27-c014-467b-a5a0-051715c98026","29.98.198.59",56127,320,jmorgan30
"2018-11-09T17:42:32.614+0000",425,"10.2.2.4",3306,"SELECT * FROM customers WHERE customer_uid=402717dd-7d6d-4f1d-b8bc-7f1134dd053b","114.183.149.172",56474,898,mbanks3l
"2018-11-09T17:42:32.277+0000",2869,"10.2.2.3",3306,"SELECT * FROM customers WHERE customer_uid=22304811-dcec-4458-ba9a-c0849b4241a2","167.186.24.47",56499,640,gdavisb1
"2018-11-09T17:42:27.731+0000",9457,"10.2.2.3",3306,"SELECT password FROM SYS.USER$ WHERE name='SYS'","10.2.1.35",56792,46231,"Fred_Samuels"
"2018-11-09T17:42:27.430+0000",9411,"10.2.2.2",3306,"SELECT * FROM hr_employee_info","10.2.1.35",56094,47528,"Fred_Samuels"
"2018-11-09T17:42:17.670+0000",1291,"10.2.2.4",3306,"SELECT * FROM customers WHERE customer_uid=b6d13ccc-43ea-4692-a736-f7af1a20f995","126.156.133.202",56511,114,alane53
"2018-11-09T17:42:17.648+0000",644,"10.2.2.2",3306,"SELECT * FROM customers WHERE customer_uid=3cb51aac-ede2-4e75-a754-e3c108f351fe","95.74.208.82",56723,989,afreeman31
"2018-11-09T17:42:17.016+0000",598,"10.2.2.2",3306,"SELECT * FROM customers WHERE customer_uid=02f1c5db-a258-4696-9ac1-e25315eb12a1","47.41.66.111",56385,448,rfox21
"2018-11-09T17:42:07.819+0000",9475,"10.2.2.2",3306,"SELECT * FROM hr_employee_info","10.2.1.34",56362,38644,"Fred_Samuels"
"2018-11-09T17:42:07.425+0000",11076,"10.2.2.2",3306,"SELECT * FROM hr_employee_info","10.2.1.35",56549,45647,"Fred_Samuels"
"2018-11-09T17:42:02.647+0000",2639,"10.2.2.2",3306,"SELECT * FROM customers WHERE customer_uid=4f38993d-abe6-424c-9ce7-8d8b6826b636","0.195.68.111",56892,939,framos9x
"2018-11-09T17:42:02.385+0000",3287,"10.2.2.3",3306,"SELECT * FROM customers WHERE customer_uid=b40d70ba-9493-4ca7-973f-c4e0f2fd6679","73.150.165.173",56867,536,crobertsonni
"2018-11-09T17:42:02.358+0000",2453,"10.2.2.4",3306,"SELECT * FROM customers WHERE customer_uid=1871b669-c52d-447f-90d4-04a4426ac871","216.93.43.69",56041,647,bryannp
"2018-11-09T17:41:47.490+0000",2328,"10.2.2.4",3306,"SELECT * FROM customers WHERE customer_uid=78c059d4-f53b-4ae4-befa-099b2d0d8d75","196.45.156.101",56676,715,gmillerei
"2018-11-09T17:41:47.318+0000",8278,"10.2.2.4",3306,"SELECT password FROM SYS.USER$ WHERE name='SYS'","10.2.1.34",56404,44239,"Fred_Samuels"
"2018-11-09T17:41:47.263+0000",1358,"10.2.2.4",3306,"SELECT * FROM customers WHERE customer_uid=5021da20-55f4-471c-9b85-860ea0dd07f8","126.231.13.175",56206,499,jramirezos
"2018-11-09T17:41:47.226+0000",11025,"10.2.2.2",3306,"SELECT * FROM hr_employee_info","10.2.1.34",56047,50658,"Fred_Samuels"
"2018-11-09T17:41:47.130+0000",3418,"10.2.2.4",3306,"SELECT * FROM customers WHERE customer_uid=eb2c4738-c1a0-40b9-a2d1-7e65deb621c7","255.20.216.148",56482,119,kblacku
"2018-11-09T17:41:32.592+0000",1715,"10.2.2.3",3306,"SELECT * FROM customers WHERE customer_uid=21e4e8bc-6f90-40ba-beab-4fb65531723f","151.47.176.60",56492,253,gspencermr
"2018-11-09T17:41:32.188+0000",2638,"10.2.2.4",3306,"SELECT * FROM customers WHERE customer_uid=efd303e3-a5fd-4b39-90df-70f8fa3b2314","208.206.185.47",56188,995,aburke3v
