Event_ID,SonicOS_Category_Name,SonicOS_Group_Name,Syslog_Legacy_Category,Priority_Level,SNMP_Trap_Type,Event_Name,Log_Event_Message,Network_Traffic,mv_tag,action,result,change_type,object_category
347,Network,Network Access,TCP | UDP | ICMP,WARNING,---,Drop Clear Packet,Port configured to receive IPsec protocol ONLY; drop packet received in the clear,,,,,,
348,VPN,VPN IPsec,Maintenance,WARNING,---,VPN SA Import Invalid,Imported VPN SA is invalid - disabled,,,,,,
350,VPN,VPN IKE,User Activity,INFO,---,IKE SA Life Expired,IKE SA lifetime expired.,,,,,,
351,VPN,VPN IKE,User Activity,INFO,---,IKE Main Mode Started,IKE Initiator: Start Main Mode negotiation (Phase 1),,,,,,
352,VPN,VPN IKE,User Activity,INFO,---,IKE Quick Mode Request Received,IKE Responder: Received Quick Mode Request (Phase 2),,,,,,
353,VPN,VPN IKE,User Activity,INFO,---,Initial Main Mode Completed,IKE Initiator: Main Mode complete (Phase 1),,,,,,
354,VPN,VPN IKE,User Activity,INFO,---,Initial Aggressive Mode Completed,IKE Initiator: Aggressive Mode complete (Phase 1).,,,,,,
355,VPN,VPN IKE,User Activity,INFO,---,Responder Main Mode Request Received,IKE Responder: Received Main Mode Request (Phase 1),,,,,,
356,VPN,VPN IKE,User Activity,INFO,---,Responder Aggressive Mode Request Received,IKE Responder: Received Aggressive Mode Request (Phase 1),,,,,,
357,VPN,VPN IKE,User Activity,INFO,---,Responder Main Mode Completed,IKE Responder: Main Mode complete (Phase 1),,,,,,
358,VPN,VPN IKE,User Activity,INFO,---,Aggressive Mode Started,IKE Initiator: Start Aggressive Mode negotiation (Phase 1),,,,,,
360,Security Services,Crypto Test,Maintenance,ERROR,---,DES Test Failed,Crypto DES test failed,,,,,,
361,Security Services,Crypto Test,Maintenance,ERROR,---,DH Test Failed,Crypto DH test failed,,,,,,
362,Security Services,Crypto Test,Maintenance,ERROR,---,HMAC-MD5 Test Failed,Crypto Hmac-MD5 test failed,,,,,,
363,Security Services,Crypto Test,Maintenance,ERROR,---,HMAC-SHA1 Test Failed,Crypto Hmac-Sha1 test failed,,,,,,
364,Security Services,Crypto Test,Maintenance,ERROR,---,RSA Test Failed,Crypto RSA test failed,,,,,,
365,Security Services,Crypto Test,Maintenance,ERROR,---,SHA1 Test Failed,Crypto Sha1 test failed,,,,,,
366,Security Services,Crypto Test,Maintenance,ERROR,---,Hardware DES Test Failed,Crypto hardware DES test failed,,,,,,
367,Security Services,Crypto Test,Maintenance,ERROR,---,Hardware 3DES Test Failed,Crypto hardware 3DES test failed,,,,,,
368,Security Services,Crypto Test,Maintenance,ERROR,---,Hardware DES-SHA Test Failed,Crypto hardware DES with SHA test failed,,,,,,
369,Security Services,Crypto Test,Maintenance,ERROR,---,Hardware 3DES-SHA Test Failed,Crypto Hardware 3DES with SHA test failed,,,,,,
371,VPN,VPN Client,User Activity,INFO,---,Client Policy Provisioned,VPN Client Policy Provisioning,,,,,,
372,VPN,VPN IKE,User Activity,INFO,---,IKE Initiator: Accept Proposal,IKE Initiator: Accepting IPsec proposal (Phase 2),,,,,,
373,VPN,VPN IKE,User Activity,INFO,---,IKE Responder: Aggressive Mode Complete,IKE Responder: Aggressive Mode complete (Phase 1),,,,,,
375,Network,PPTP,Maintenance,INFO,---,Start Control Connection Negotiation,PPTP Control Connection Negotiation Started,,,,,,
376,Network,PPTP,Maintenance,INFO,---,Start Session Negotiation,PPTP Session Negotiation Started,,,,,,
378,Network,PPTP,Maintenance,INFO,---,PPTP Control Establish,PPTP Control Connection Established,,,,,,
379,Network,PPTP,Maintenance,INFO,---,PPTP Remote Disconnect Tunnel,PPTP Tunnel Disconnect from Remote,,,,,,
380,Network,PPTP,Maintenance,INFO,---,PPTP Session Success,PPTP Session Established,,,,,,
381,Network,PPTP,Maintenance,INFO,---,PPTP Remote Disconnect Session,PPTP Session Disconnect from Remote,,,,,,
382,Network,PPTP,Maintenance,INFO,---,PPP Start,PPTP PPP Negotiation Started,,,,,,
384,Network,PPTP,Maintenance,INFO,---,PPP Up,PPTP PPP Session Up,,,,,,
385,Network,PPTP,Maintenance,INFO,---,PPP Down,PPTP PPP Down,,,,,,
388,Network,PPTP,Maintenance,INFO,---,PPTP User Diconnect,PPTP Disconnect Initiated by the User,,,,,,
389,Network,PPTP,Maintenance,INFO,---,PPTP Traffic Timeout,Disconnecting PPTP Tunnel due to traffic Timeout,,,,,,
390,Network,PPTP,Maintenance,INFO,---,PPTP User Connect,PPTP Connect Initiated by the User,,,,,,
392,Network,PPTP,Maintenance,INFO,---,PPTP CHAP Authentication,PPTP starting CHAP Authentication,,,,,,
393,Network,PPTP,Maintenance,INFO,---,PPTP PAP Authentication,PPTP starting PAP Authentication,,,,,,
396,Network,PPTP,Maintenance,INFO,---,PPTP Authentication ACK,PPTP PAP Authentication success.,,,,,,
398,Network,PPTP,Maintenance,INFO,---,PPTP PPP Link Up,PPTP PPP Link Up,,,,,,
399,Network,PPTP,Maintenance,INFO,---,PPTP PPP Link Down,PPTP PPP Link down,,,,,,
400,Network,PPTP,Maintenance,INFO,---,PPTP PPP Link Finish,PPTP PPP Link Finished,,,,,,
401,VPN,VPN IKE,User Activity,WARNING,---,No Proposal Chosen,Received notify. NO_PROPOSAL_CHO SEN,,,,,,
402,VPN,VPN IKE,User Activity,WARNING,---,Proposal Rejected,IKE Responder: IKE proposal does not match (Phase 1),,,,,,
403,VPN,VPN IKE,User Activity,INFO,---,Negotiation Aborted,IKE negotiation aborted due to Timeout,,,,,,
404,VPN,VPN IKE,User Activity,WARNING,---,Decryption Failed: Key Mismatch,Failed payload verification after decryption; possible preshared key mismatch,,,,,,
405,VPN,VPN IKE,User Activity,WARNING,---,Payload Validation Failed,Failed payload validation,,,,,,
406,VPN,VPN IKE,User Activity,WARNING,---,Duplicate Packet Dropped,Received packet retransmission. Drop duplicate packet,,,,,,
408,Security Services,Anti-Virus,Maintenance,INFO,---,AV License Exceeded,Anti-Virus Licenses Exceeded,,,,,,
409,VPN,VPN IKE,User Activity,WARNING,---,Authentication Failed,Received notify: ISAKMP_AUTH_FAILE D,,,,,,
410,VPN,VPN IKE,User Activity,WARNING,---,Hash Failed,Computed hash does not match hash received from peer; preshared key mismatch,,,,,,
411,VPN,VPN IKE,User Activity,WARNING,---,Notification on Malformed Payload,Received notify: PAYLOAD_MALFORM ED,,,,,,
412,VPN,VPN IKE,User Activity,INFO,---,Receive IPsec Delete Request,Received IPsec SA delete request,,,,,,
413,VPN,VPN IKE,User Activity,INFO,---,Receive IKE Delete Request,Received IKE SA delete request,,,,,,
414,VPN,VPN IKE,User Activity,INFO,---,Invalid Cookies,Received notify: INVALID_COOKIES,,,,,,
415,VPN,VPN IKE,User Activity,INFO,---,Notification on Responder Lifetime,Received notify: RESPONDER_LIFETIM E,,,,,,
416,VPN,VPN IKE,User Activity,INFO,---,Notification on Invalid SPI,Received notify: INVALID_SPI,,,,,,
419,Network,RIP,Maintenance,INFO,8401,LAN RIP Disable,RIP disabled on interface %s,,,,,,
420,Network,RIP,Maintenance,INFO,8402,LAN RIPv1 Enable,RIPv1 enabled on interface %s,,,,,,
421,Network,RIP,Maintenance,INFO,8403,LAN RIPv2 Enable,RIPv2 enabled on interface %s,,,,,,
422,Network,RIP,Maintenance,INFO,8404,LAN RIPv2c Enable,RIPv2 compatibility (broadcast) mode enabled on interface %s,,,,,,
427,VPN,VPN IPsec,VPN Tunnel Status,INFO,801,IPsec Tunnel Status Changed,IPsec Tunnel status changed,,,,,,
428,Firewall Settings,Advanced,Debug,WARNING,---,Drop Source Route Packet,Source routed IP packet dropped,,,blocked,,,
429,Network,PPTP,Maintenance,INFO,---,PPTP Disconnect Echo Request,"No response from server to Echo Requests, disconnecting PPTP Tunnel",,,,,,
430,Network,PPTP,Maintenance,INFO,---,PPTP Disconnect Control Connection Request,No response from PPTP server to control connection requests,,,,,,
431,Network,PPTP,Maintenance,INFO,---,PPTP Disconnect Session Request,No response from PPTP server to call requests,,,,,,
432,Network,PPTP,Maintenance,INFO,---,PPTP Disconnect Control Connection Reject,PPTP server rejected control connection,,,,,,
433,Network,PPTP,Maintenance,INFO,---,PPTP Disconnect Session Reject,PPTP server rejected the call request,,,,,,
434,Network,Failover and Load Balancing,User Activity,INFO,---,Manual Alternate Profile,PPP Dial-Up: Trying to failover but Alternate Profile is manual,,,,,,
435,Network,Failover and Load Balancing,System Error,ALERT,652,WLB Failback,WLB Failback initiated by %s,,,,,,
436,Network,Failover and Load Balancing,System Error,ALERT,638,WLB Probe Success,Probing succeeded on %s,,,,,,
437,Security Services,E-mail Filtering,Attack,ERROR,550,E-mail Fragment Dropped,E-Mail fragment dropped,,,blocked,,,
438,Users,Authentication Access,User Activity,INFO,---,User Login Lockout Expired,Locked-out user logins allowed - lockout period expired,,,success,,,
439,Users,Authentication Access,User Activity,INFO,---,User Login Lockout Clear,Locked-out user logins allowed by %s,,,success,,,
440,Firewall,Access Rules,User Activity,INFO,---,Rule Added,Access rule added,,change,created,,,Firewall
441,Firewall,Access Rules,User Activity,INFO,---,Rule Modified,Access rule viewed or modified,,change,updated,,,Firewall
442,Firewall,Access Rules,User Activity,INFO,---,Rule Deleted,Access rule deleted,,change,deleted,,,Firewall
444,Network,PPTP,Maintenance,INFO,---,PPTP Server Down,"PPTP Server is not responding, check if the server is UP and running.",,,,,,
445,VPN,VPN IKE,User Activity,INFO,---,IKE Initiator: Peer Lifetime Accept,IKE Initiator: Accepting peer lifetime. (Phase 1),,,,,,
446,Firewall Settings,FTP,Attack,ERROR,551,FTP Passive Attack,FTP: PASV response spoof attack dropped,,,blocked,,,
448,VPN,VPN PKI,Maintenance,ERROR,---,PKI Output Buffer Failure,PKI Failure: Output buffer too small,,,,,,
449,VPN,VPN PKI,Maintenance,ERROR,---,PKI Allocate Memory Failure,PKI Failure: Cannot alloc memory,,,,,,
450,VPN,VPN PKI,Maintenance,ERROR,---,PKI Certificate Failure,"PKI Failure: Reached the limit for local certs, cant load any more",,,,,,
451,VPN,VPN PKI,Maintenance,ERROR,---,PKI Import Failure,PKI Failure: Import failed,,,,,,
452,VPN,VPN PKI,Maintenance,ERROR,---,PKI Bad Password,PKI Failure: Incorrect admin password,,,,,,
453,VPN,VPN PKI,Maintenance,ERROR,---,PKI CA Certificate Failure,PKI Failure: CA certificates store exceeded. Cannot verify this Local Certificate,,,,,,
454,VPN,VPN PKI,Maintenance,ERROR,---,PKI Import File Format Failure,PKI Failure: Improper file format. Please select PKCS#12 (*.p12) file,,,,,,
455,VPN,VPN PKI,Maintenance,ERROR,---,PKI Certificate ID Failure,PKI Failure: Certificate's ID does not match this Network Security Appliance,,,,,,
456,VPN,VPN PKI,Maintenance,ERROR,---,PKI Key Mismatch,PKI Failure: public-private key mismatch,,,,,,
457,VPN,VPN PKI,Maintenance,ERROR,---,PKI Local Certificate Name Duplicate,PKI Failure: Duplicate local certificate name,,,,,,
458,VPN,VPN PKI,Maintenance,ERROR,---,PKI Local Certificate Duplicate,PKI Failure: Duplicate local certificate,,,,,,
459,VPN,VPN PKI,Maintenance,ERROR,---,PKI No Certificate,PKI Failure: No CA certificates yet loaded,,,,,,
460,VPN,VPN PKI,Maintenance,ERROR,---,PKI Internal Error,PKI Failure: Internal error,,,,,,
461,VPN,VPN PKI,Maintenance,ERROR,---,PKI No Resource,"PKI Failure: Temporary memory shortage, try again",,,,,,
462,VPN,VPN PKI,Maintenance,ERROR,---,PKI Certificate Chain Circular,PKI Failure: The certificate chain is circular,,,,,,
463,VPN,VPN PKI,Maintenance,ERROR,---,PKI Certificate Chain Incomplete,PKI Failure: The certificate chain is incomplete,,,,,,
464,VPN,VPN PKI,Maintenance,ERROR,---,PKI Certificate Chain No Root,PKI Failure: The certificate chain has no root,,,,,,
465,VPN,VPN PKI,Maintenance,ERROR,---,PKI Certificate Expire,PKI Failure: Certificate expiration,,,,,,
466,VPN,VPN PKI,Maintenance,ERROR,---,PKI Certificate Invalid,PKI Failure: The certificate or a certificate in the chain has a validity period in the future,,,,,,
467,VPN,VPN PKI,Maintenance,ERROR,---,PKI Certificate Corrupt,PKI Failure: The certificate or a certificate in the chain is corrupt,,,,,,
468,VPN,VPN PKI,Maintenance,ERROR,---,PKI Certificate Bad Signature,PKI Failure: The certificate or a certificate in the chain has a bad signature,,,,,,
469,VPN,VPN PKI,Maintenance,ERROR,---,PKI Certificate Not Verified,PKI Failure: Loaded but could not verify certificate,,,,,,
470,VPN,VPN PKI,Maintenance,ERROR,---,PKI Certificate Chain Not Verified,PKI Warning: Loaded the certificate but could not verify its chain,,,,,,
473,VPN,DHCP Relay,Debug,INFO,---,Remote: DHCP Request,DHCP REQUEST received from remote device,,,,,,
474,VPN,DHCP Relay,Debug,INFO,---,Remote: DHCP Discover,DHCP DISCOVER received from remote device,,,,,,
476,VPN,DHCP Relay,Debug,INFO,---,Server: DHCP Offer,DHCP OFFER received from server,,,,,,
477,VPN,DHCP Relay,Debug,INFO,---,Server: DHCP Nack,DHCP NACK received from server,,,,,,
481,"3G/4G, Modem, and Module",PPP Dial-Up,Maintenance,INFO,---,PPP No Peer IP,"PPP Dial-Up: No peer IP address from Dial-Up ISP, local and remote IPs will be the same",,,,,,
482,Security Services,Anti-Virus,Maintenance,WARNING,552,AV Expiration Warning,Received AV Alert: Your Network Anti-Virus subscription will expire in 7 days. %s,,,,,,
483,VPN,VPN IPsec,User Activity,WARNING,---,Invalid ID,Received notify: INVALID_ID_INFO,,,,,,
484,VPN,DHCP Relay,Maintenance,WARNING,---,DHCP Release Drop,DHCP lease dropped. Lease from Central Gateway conflicts with Remote Management IP,,,blocked,,,
486,Users,Authentication Access,User Activity,INFO,---,WLAN User Login Deny,User login denied - User has no privileges for guest service,,,failure,,,
488,Wireless,Network Access,TCP | UDP | ICMP,WARNING,---,Guest Check,Packet dropped by guest check,,,blocked,,,
491,Security Services,E-mail Filtering,Maintenance,WARNING,564,E-mail Filtering Expiration Warning,Received E-Mail Filter Alert: Your E-Mail Filtering subscription will expire in 7 days.,,,,,,
492,Security Services,E-mail Filtering,Maintenance,WARNING,565,E-mail Filtering Expiration Message,Received E-Mail Filter Alert: Your E-Mail Filtering subscription has expired.,,,,,,
493,Network,Interfaces,Maintenance,INFO,---,ISDN Update,ISDN Driver Firmware successfully updated,,change,updated,,,Network
494,VPN,VPN Client,System Error,INFO,658,GVC License Exceed,Global VPN Client License Exceeded: Connection denied.,,,,,,
496,Security Services,General,Maintenance,WARNING,---,DEA Registration,"Registration Update Needed, Please restore your existing security service subscriptions.",,,,,,
502,Network,Interfaces,Maintenance,INFO,---,WAN Not Ready,WAN not ready,,,,,,
505,VPN,VPN Client,System Error,ERROR,660,Blocked Quick Mode With Default Key ID,Blocked Quick Mode for Client using Default KeyId,,,,,,
506,Users,Authentication Access,Maintenance,INFO,---,VPN Disabled,VPN disabled by administrator,,change,updated,,,Users
507,Users,Authentication Access,Maintenance,INFO,---,VPN Enabled,VPN enabled by administrator,,change,updated,,,Users
508,Users,Authentication Access,Maintenance,INFO,---,WLAN Disabled,WLAN disabled by administrator,,change,updated,,,Users
509,Users,Authentication Access,Maintenance,INFO,---,WLAN Enabled,WLAN enabled by administrator,,change,updated,,,Users
518,Wireless,WLAN,802.11b Management,INFO,---,WLAN 802.11 Management,802.11 Management,,,,,,
520,Users,Authentication Access,User Activity,INFO,---,Admin Logout From CLI,CLI administrator logged out,,,,,,
521,System,Status,Maintenance,INFO,---,Initializing,Network Security Appliance initializing,,,,,,
522,Network,IP,Debug,INFO,554,Malformed IP Packet,Malformed or unhandled IP packet dropped,TRUE,,blocked,,,
523,Network,ICMP,ICMP,NOTICE,---,No Match ICMP Drop,ICMP packet dropped no match,,,blocked,,,
524,Network,Network Access,TCP,NOTICE,---,Web Request Drop,Web access Request dropped,TRUE,,blocked,,,
526,Network,Network Access,User Activity,NOTICE,---,Web Request Receiver,Web management request allowed,TRUE,,allowed,,,
527,Firewall Settings,FTP,Attack,ALERT,555,FTP Port Bounce Attack,FTP: PORT bounce attack dropped.,,,blocked,,,
528,Firewall Settings,FTP,Attack,ALERT,556,FTP Passive Bounce Attack,FTP: PASV response bounce attack dropped.,,,blocked,,,
529,VPN,VPN Client,System Error,INFO,643,GVC Not Authorized,Global VPN Client connection is not allowed. Appliance is not registered.,,,failure,,,
533,VPN,VPN IPsec,TCP | UDP | ICMP,NOTICE,---,ESP Drop,IPsec (ESP) packet dropped,,,blocked,,,
534,VPN,VPN IPsec,TCP | UDP | ICMP,NOTICE,---,AH Drop,IPsec (AH) packet dropped,,,blocked,,,
535,VPN,VPN IPsec,Debug,DEBUG,---,ESP Connection Drop,IPsec (ESP) packet dropped; waiting for pending IPsec connection,,,blocked,,,
537,Network,Network Access,Connection Traffic,INFO,---,Connection Closed,Connection Closed,TRUE,,,,,
538,Firewall Settings,FTP,Attack,ALERT,557,FTP Data Port,FTP: Data connection from non default port dropped,,,blocked,,,
542,"3G/4G, Modem, and Module",PPP Dial-Up,User Activity,INFO,---,Duration,PPP Dial-Up: Previous session was connected for %s,,,,,,
543,VPN,VPN IKE,User Activity,INFO,---,Negotiation on Second GW,IKE Initiator: Using secondary gateway to negotiate,,,,,,
544,VPN,VPN IKE,User Activity,INFO,---,Initiator: Bound Scope Mismatch,IKE Initiator drop: VPN tunnel end point does not match configured VPN Policy Bound to scope,,,,,,
545,VPN,VPN IKE,User Activity,INFO,---,Responder: Bound Scope Mismatch,IKE Responder drop: VPN tunnel end point does not match configured VPN Policy Bound to scope,,,,,,
546,Wireless,WLAN IDS,WLAN IDS,ALERT,901,Rogue AP or MitM AP Found,Found Rogue or MitM Access Point,,,,,,
548,Wireless,WLAN IDS,WLAN IDS,ALERT,903,WLAN Association Flood,Association Flood from WLAN station,,,,,,
549,Users,Authentication Access,User Activity,INFO,---,WLAN Guest Limit,User login failed - Guest service limit reached,,,failure,,,
550,Users,Authentication Access,User Activity,INFO,---,WLAN Session Timeout,User Session Quota Expired,,,failure,,,
551,Users,Authentication Access,User Activity,INFO,---,WLAN Account Timeout,Guest Account Timeout,,,,,,
557,Users,Authentication Access,User Activity,INFO,---,WLAN Guest Already Login,Guest login denied. Guest '%s' is already logged in. Please try again later.,,,failure,,,
558,Users,Authentication Access,User Activity,INFO,---,WLAN Guest Create,Guest account '%s' created,,,created,,,
559,Users,Authentication Access,User Activity,INFO,---,WLAN Guest Delete,Guest account '%s' deleted,,change,deleted,,,Users
560,Users,Authentication Access,User Activity,INFO,---,WLAN Guest Disable,Guest account '%s' disabled,,,updated,,,
561,Users,Authentication Access,User Activity,INFO,---,WLAN Guest Re-enable,Guest account '%s' re-enabled,,,updated,,,
562,Users,Authentication Access,User Activity,INFO,---,WLAN Guest Prune,Guest account '%s' pruned,,,deleted,,,
564,Users,Authentication Access,User Activity,INFO,---,WLAN Idle Timeout,Guest Idle Timeout,,,,,,
565,Network,Interfaces,System Error,ALERT,646,Multi-Interface Link Up,Interface %s Link Is Up,,,,,,
566,Network,Interfaces,System Error,ALERT,647,Multi-Interface Link Down,Interface %s Link Is Down,,,,,,
567,Network,Interfaces,Maintenance,INFO,---,Multi-Interface Shutdown,Interface IP Assignment changed: Shutting down %s,,,,,,
568,Network,Interfaces,Maintenance,INFO,---,Multi-Interface Bind Initiate,Interface IP Assignment : Binding and initializing %s,,,,,,
569,Network,Interfaces,Maintenance,INFO,---,Network Overlap,Network for interface %s overlaps with another interface.,,,,,,
570,Network,Interfaces,Maintenance,INFO,---,Invalid Network,Please connect interface %s to another network to function properly,,,,,,
573,System,Settings,System Error,WARNING,649,Preferences Too Big,The preferences file is too large to be saved in available flash memory,,,,,,
574,System,Settings,System Error,WARNING,650,Preferences Defaulted,All preference values have been set to factory default values,,,,,,
575,System,Hardware,System Environment,ERROR,101,Voltages Out of Tolerance,Voltages Out of Tolerance,,,,,,
576,System,Hardware,System Environment,ALERT,102,Fan Failure,Fan Failure,,,,,,
577,System,Hardware,System Environment,ALERT,103,Thermal Yellow,Thermal Yellow,,,,,,
578,System,Hardware,System Environment,ALERT,104,Thermal Red,Thermal Red,,,,,,
579,System,Hardware,System Environment,ALERT,105,Thermal Red Timer Exceeded,Thermal Red Timer Exceeded,,,,,,
580,Network,TCP,Attack,ALERT,558,TCP SYN/FIN Packet Drop,TCP SYN/FIN packet dropped,TRUE,,blocked,,,
581,Network,Failover and Load Balancing,Maintenance,WARNING,---,WLB Spill-Over Start,"WLB Spill-over started, configured threshold exceeded",,,,,,
582,Network,Failover and Load Balancing,Maintenance,WARNING,---,WLB Spill-Over Stop,WLB Spill-over stopped,,,,,,
583,Users,Authentication Access,Attack,ERROR,559,User Login Disable,User login disabled from %s,,,failure,,,
584,Network,Failover and Load Balancing,System Error,ALERT,651,WLB Failover,WLB Failover in progress,,,,,,
585,Network,Failover and Load Balancing,System Error,ALERT,653,WLB Resource Available,WLB Resource is now available,,,,,,
586,Network,Failover and Load Balancing,System Error,ALERT,654,WLB Resource Failed,WLB Resource failed,,,,,,
587,VPN,VPN IKE,User Activity,WARNING,---,Header Verification Failed,Header verification failed,,,,,,
588,Network,DHCP Client,Maintenance,INFO,---,Offer Error,Received DHCP offer packet has errors,,,,,,
589,Network,DHCP Client,Maintenance,INFO,---,Request Response Error,Received response packet for DHCP request has errors,,,,,,
590,Network,Network Access,LAN UDP | LAN TCP,NOTICE,---,LAN IP Deny,IP type %s packet dropped,,,blocked,,,
591,"3G/4G, Modem, and Module",PPP Dial-Up,Attack,ERROR,566,Max Failed Dials,Maximum sequential failed dial attempts (10) to a single dial-up number: %s,,,,,,
592,"3G/4G, Modem, and Module",PPP Dial-Up,Attack,ERROR,567,30 Mins Dial Delay,Regulatory requirements prohibit %s from being re-dialed for 30 minutes,,,,,,
593,Network,PPPoE,Maintenance,INFO,---,Receive PAD Offer,Received PPPoE Active Discovery Offer,,,,,,
594,Network,PPPoE,Maintenance,INFO,---,Receive PAD Conffirm,Received PPPoE Active Discovery Session_confirmation,,,,,,
595,Network,PPPoE,Maintenance,INFO,---,Sending PADR,Sending PPPoE Active Discovery Request,,,,,,
596,Network,PPTP,Debug,DEBUG,---,Decode Failure,PPTP decode failure,,,,,,
597,Network,ICMP,Debug,INFO,---,ICMP Allow,ICMP packet allowed,TRUE,,,,,
598,Network,ICMP,Debug,INFO,---,LAN ICMP Allow,ICMP packet from LAN allowed,TRUE,,,,,
599,System,Restart,System Error,ERROR,655,Stack Margin Reboot,Diagnostic Code G,,,,,,
600,System,Restart,System Error,ERROR,656,Delete Reboot,Diagnostic Code H,,,,,,
601,System,Restart,System Error,ERROR,657,Delete Stack Reboot,Diagnostic Code I,,,,,,
602,Network,DNS,Debug,INFO,---,DNS Allow,DNS packet allowed,TRUE,,,,,
603,VPN,L2TP Server,System Error,ERROR,661,Problem Adding L2TP IP Pool,Adding L2TP IP pool Address object Failed.,,,,,,
605,VPN,VPN IKE,User Activity,WARNING,---,Received Unencrypted Packet,Received unencrypted packet in crypto active state,,,,,,
606,Security Services,Attacks,Attack,ALERT,568,Spank Attack,Spank attack multicast packet dropped,,,blocked,,,
607,VPN,VPN IKE,Debug | UDP,INFO,---,ISAKMP Packet on Wrong Port,Received ISAKMP packet destined to port %s,,,,,,
608,Security Services,IPS,Attack,ALERT,569,IPS Detection Alert,IPS Detection Alert: %s,,,,,,
609,Security Services,IPS,Attack,ALERT,570,IPS Prevention Alert,IPS Prevention Alert: %s,,,,,,
610,Security Services,Crypto Test,Maintenance,ERROR,---,Hardware AES Test Failed,Crypto Hardware AES test failed,,,,,,
614,Security Services,General,Maintenance,WARNING,571,IDP Expiration Message,Received IPS Alert: Your Intrusion Prevention (IDP) subscription has expired.,,,,,,
615,Wireless,WLAN IDS,WLAN IDS,WARNING,904,WLAN Probe Check,WLAN client null probing,,,,,,
616,VPN,VPN IKE,Debug,ERROR,---,Detail Error Log,Payload processing failed,,,,,,
617,Wireless,WLAN,Maintenance,INFO,---,WLAN Mode Not With DHCP,"WLAN not in AP mode, DHCP server will not provide lease to clients on WLAN",,,,,,
618,Network,BOOTP,Debug,DEBUG,---,Response to Remote Device,BOOTP server response relayed to remote device,,,,,,
619,Network,BOOTP,Maintenance,INFO,---,Reply IP Conflict,"BOOTP Client IP address on LAN conflicts with remote device IP, deleting IP address from remote table",,,,,,
620,Network,BOOTP,Maintenance,INFO,---,Response to Local Device,BOOTP reply relayed to local device,,,,,,
622,VoIP,Call,VoIP,INFO,---,Call Connect,VoIP Call Connected,,,,,,
623,VoIP,Call,VoIP,INFO,---,Call Disconnect,VoIP Call Disconnected,,,,,,
624,VoIP,H.323,VoIP,DEBUG,---,H.323/RAS Admission Reject,H.323/RAS Admission Reject,,,,,,
625,VoIP,H.323,VoIP,DEBUG,---,H.323/RAS Admission Confirm,H.323/RAS Admission Confirm,,,,,,
626,VoIP,H.323,VoIP,DEBUG,---,H.323/RAS Admission Request,H.323/RAS Admission Request,,,,,,
627,VoIP,H.323,VoIP,DEBUG,---,H.323/RAS Bandwidth Reject,H.323/RAS Bandwidth Reject,,,,,,
628,VoIP,H.323,VoIP,DEBUG,---,H.323/RAS Disengage Confirm,H.323/RAS Disengage Confirm,,,,,,
629,VoIP,H.323,VoIP,DEBUG,---,H.323/RAS Gatekeeper Reject,H.323/RAS Gatekeeper Reject,,,,,,
630,VoIP,H.323,VoIP,DEBUG,---,H.323/RAS Location Confirm,H.323/RAS Location Confirm,,,,,,
631,VoIP,H.323,VoIP,DEBUG,---,H.323/RAS Location Reject,H.323/RAS Location Reject,,,,,,
632,VoIP,H.323,VoIP,DEBUG,---,H.323/RAS Registration Reject,H.323/RAS Registration Reject,,,,,,
633,VoIP,H.323,VoIP,DEBUG,---,H.323/H.225 Setup,H.323/H.225 Setup,,,,,,
634,VoIP,H.323,VoIP,DEBUG,---,H.323/H.225 Connect,H.323/H.225 Connect,,,,,,
635,VoIP,H.323,VoIP,DEBUG,---,H.323/H.245 Address,H.323/H.245 Address,,,,,,
636,VoIP,H.323,VoIP,DEBUG,---,H.323/H.245 End Session,H.323/H.245 End Session,,,,,,
637,VoIP,SIP,VoIP,DEBUG,---,Endpoint Added,VoIP %s Endpoint added,,change,created,,,VoIP
638,VoIP,SIP,VoIP,DEBUG,---,Endpoint Removed,VoIP %s Endpoint removed,,change,deleted,,,VoIP
639,VoIP,SIP,VoIP,WARNING,---,Endpoint Deny,VoIP %s Endpoint not added - configured 'public' endpoint limit reached,,,,,,
640,VoIP,H.323,VoIP,DEBUG,---,H.323/RAS Unknown Message Response,H.323/RAS Unknown Message Response,,,,,,
641,VoIP,H.323,VoIP,DEBUG,---,H.323/RAS Disengage Reject,H.323/RAS Disengage Reject,,,,,,
642,VoIP,H.323,VoIP,DEBUG,---,H.323/RAS Unregistration Reject,H.323/RAS Unregistration Reject,,,,,,
643,VoIP,SIP,VoIP,DEBUG,---,SIP Request,SIP Request,,,,,,
644,VoIP,SIP,VoIP,DEBUG,---,SIP Response,SIP Response,,,,,,
645,VoIP,SIP,VoIP,WARNING,---,SIP Register Expire,SIP Register expiration exceeds configured Signaling inactivity time out,,,,,,
646,Firewall,Access Rules,System Error,ALERT,5238,Source IP Connection Limit,Packet dropped; connection limit for this source IP address has been reached,,,blocked,,,
647,Firewall,Access Rules,System Error,ALERT,5239,Destination IP Connection Limit,Packet dropped; connection limit for this destination IP address has been reached,,,blocked,,,
648,VPN,VPN IPsec,Attack,ERROR,572,Illegal Destination,Packet destination not in VPN Access list,,,,,,
651,Network,IPcomp,Debug,DEBUG,---,IPcomp Interrupt Error,IPcomp connection interrupt,,,,,,
652,Network,IPcomp,TCP | UDP | ICMP,NOTICE,---,IPcomp Packet Drop,IPcomp packet dropped,,,blocked,,,
