"_time","Down_time _mins","H_W problem","INCIDENT_DATE_KEY","INCIDENT_FC_KEY","Incident_Day","Incident_Day Type","Incident_Month","Incident_Quarter","Incident_Region","Incident_Town","Incident_Week","Incident_Weekday","Incident_Year","Incident_YearQuarter",LAT,LON,Latitude,Longitude,"New Duplicate Incident","New Ticket",No,PostCode,"PostCode_2","Reviewed_main_category","Reviewed_sub_category","SW_Reviewed_main_category","SW_Reviewed_sub_category",StreetName,"TERMINAL_ID","Ticket Down time","Ticket Start time","Ticket Stop time","Ticket_R2","Total Down","bay_BKK_UPC","bay_device_priority","bay_region","bay_type_of_device","bay_vault_code","closed_dtimestamp","component_profile","device_id","fault_id","fault_text","first_line_service_profile","incident_id",latitude,longitude,"model_number","opened_dtimestamp",postcode,"second_line_service_profile","ticket_id","type_location"
"2019-12-23T05:45:51.000+0000","12.166660804069",Others,41631,1297R,23,"Working Day",Dec,Q4,"Greater London",Camberwell,52,Mon,2019,"2019-Q4","51.4721609","-0.0694885","51.4721609","-0.0694885","New ticket",101649287,1062,"SE15 5ET",5ET,Others,"Device_info",Others,"Device_info","47 Rye Lane, Peckham",S1A1297R,"12.166660804069","12/23/2019 5:45:51 AM","12/23/2019 5:58:01 AM",101649287,"0.0084490700028255",BKK,"High Priority",M301,"R-ATM",700,"41631.24862268",Omron,S1A1297R,110,"The ATM changed mode to Supervisor.","G4S_BKK_FLM",13581970,"51.4721609","-0.0694885","ADM1.5","41631.24017361",SE15,"IBM_BKK_SLM",101649287,Branch
"2019-12-23T05:36:36.000+0000","2.8833264007699",Others,41631,1225R,23,"Working Day",Dec,Q4,"Greater London",Lambeth,52,Mon,2019,"2019-Q4","51.4387177","-0.1263901","51.4387177","-0.1263901","New ticket",101649271,548,"SW2 4UE",4UE,Others,"Device_info",Others,"Device_info","103 Streatham Hill, Streatham",S1A1225R,"2.8833264007699","12/23/2019 5:36:36 AM","12/23/2019 5:39:29 AM",101649271,"0.0020023100005346",BKK,"High Priority",M205,"R-ATM",700,"41631.23575231",Diebold,S1A1225R,110,"The ATM changed mode to Supervisor.","Brinks_BKK_FLM",13581949,"51.4387177","-0.1263901","OPTEVA 378","41631.23375",SW2,"Diebold_BKK_SLM",101649271,Branch
"2019-12-23T05:29:34.000+0000","6.2833248067182",Others,41631,1096R,23,"Working Day",Dec,Q4,"Greater London",Poplar,52,Mon,2019,"2019-Q4","51.4921822","-0.0241566","51.4921822","-0.0241566","New ticket",101649258,400,"E14 5AH",5AH,Others,"Device_info",Others,"Device_info","Unit 8, Canary Wharf",S1A1096R,"6.2833248067182","12/23/2019 5:29:34 AM","12/23/2019 5:35:50 AM",101649258,"0.0043634200046654",BKK,"High Priority",M103,"R-ATM",700,"41631.23322916",Diebold,S1A1096R,110,"The ATM changed mode to Supervisor.","G4S_BKK_FLM",13581934,"51.4921822","-0.0241566","OPTEVA 378","41631.22886574",E14,"Diebold_BKK_SLM",101649258,Branch
"2019-12-23T05:09:39.000+0000","5.3166671970394",Others,41631,1296R,23,"Working Day",Dec,Q4,Westminster,,52,Mon,2019,"2019-Q4","51.5117678","-0.1315131","51.5117678","-0.1315131","New ticket",101649225,1055,"W1D 6HB",6HB,Others,"Device_info",Others,"Device_info","17 Gerrard Street",S1A1296R,"5.3166671970394","12/23/2019 5:09:39 AM","12/23/2019 5:14:58 AM",101649225,"0.003692129997944",BKK,"High Priority",M206,"R-ATM",700,"41631.21873842",Omron,S1A1296R,110,"The ATM changed mode to Supervisor.","Brinks_BKK_FLM",13581893,"51.5117678","-0.1315131","ADM1.5","41631.21504629",W1D,"IBM_BKK_SLM",101649225,Branch
"2019-12-23T04:35:24.000+0000","4.2999983963091",Others,41631,1291R,23,"Working Day",Dec,Q4,"Greater London",Camberwell,52,Mon,2019,"2019-Q4","51.5046463","-0.0905008","51.5046463","-0.0905008","New ticket",101649163,1043,"SE1 1YB",1YB,Others,"Device_info",Others,"Device_info","28 Borough High Street, Southwark",S1A1291R,"4.2999983963091","12/23/2019 4:35:24 AM","12/23/2019 4:39:42 AM",101649163,"0.0029861099974369",BKK,"High Priority",M307,"R-ATM",700,"41631.19423611",Diebold,S1A1291R,110,"The ATM changed mode to Supervisor.","Brinks_BKK_FLM",13581821,"51.5046463","-0.0905008","OPTEVA 378","41631.19125",SE1,"Diebold_BKK_SLM",101649163,Branch
"2019-12-23T03:44:22.000+0000","3.8333376031369",Others,41631,1224R,23,"Working Day",Dec,Q4,"Greater London",Lambeth,52,Mon,2019,"2019-Q4","51.4387177","-0.1263901","51.4387177","-0.1263901","New ticket",101649069,545,"SW2 4UE",4UE,Others,"Device_info",Others,"Device_info","103 Streatham Hill, Streatham",S1A1224R,"3.8333376031369","12/23/2019 3:44:22 AM","12/23/2019 3:48:12 AM",101649069,"0.0026620400021784",BKK,"High Priority",M104,"R-ATM",700,"41631.15848379",Diebold,S1A1224R,110,"The ATM changed mode to Supervisor.","G4S_BKK_FLM",13581717,"51.4387177","-0.1263901","OPTEVA 378","41631.15582175",SW2,"Diebold_BKK_SLM",101649069,Branch
"2019-12-23T03:40:58.000+0000","6.516676802421",Others,41631,1269R,23,"Working Day",Dec,Q4,"Greater London",Kensington,52,Mon,2019,"2019-Q4","51.4942215","-0.1821634","51.4942215","-0.1821634","New ticket",101649060,874,"SW7 4SX",4SX,Others,"Device_info",Others,"Device_info","95 Gloucester Road, South Kensington",S1A1269R,"6.516676802421","12/23/2019 3:40:58 AM","12/23/2019 3:47:30 AM",101649060,"0.0045254700016812",BKK,"High Priority",M305,"R-ATM",700,"41631.15798611",Diebold,S1A1269R,110,"The ATM changed mode to Supervisor.","Brinks_BKK_FLM",13581706,"51.4942215","-0.1821634","OPTEVA 378","41631.15346064",SW7,"Diebold_BKK_SLM",101649060,Branch
"2019-12-23T03:39:59.000+0000","4.8333311942406",Others,41631,1089R,23,"Working Day",Dec,Q4,Westminster,,52,Mon,2019,"2019-Q4","51.5110401","-0.1391194","51.5110401","-0.1391194","New ticket",101649056,353,"W1B 4HX",4HX,Others,"Device_info",Others,"Device_info","133 Regent Street",S1A1089R,"4.8333311942406","12/23/2019 3:39:59 AM","12/23/2019 3:44:49 AM",101649056,"0.0033564799960004",BKK,"High Priority",M106,"R-ATM",700,"41631.15612268",Diebold,S1A1089R,110,"The ATM changed mode to Supervisor.","G4S_BKK_FLM",13581702,"51.5110401","-0.1391194","OPTEVA 378","41631.1527662",W1B,"Diebold_BKK_SLM",101649056,Branch
"2019-12-23T02:48:09.000+0000","5.350003199419",Others,41631,1212R,23,"Working Day",Dec,Q4,"Greater London",Camberwell,52,Mon,2019,"2019-Q4","51.5046463","-0.0905008","51.5046463","-0.0905008","New ticket",101648958,439,"SE1 1YB",1YB,Others,"Device_info",Others,"Device_info","28 Borough High Street, Southwark",S1A1212R,"5.350003199419","12/23/2019 2:48:09 AM","12/23/2019 2:53:30 AM",101648958,"0.0037152799995965",BKK,"High Priority",M302,"R-ATM",700,"41631.12048611",Diebold,S1A1212R,110,"The ATM changed mode to Supervisor.","Brinks_BKK_FLM",13581584,"51.5046463","-0.0905008","OPTEVA 378","41631.11677083",SE1,"Diebold_BKK_SLM",101648958,Branch
"2019-12-23T02:37:41.000+0000","2.8833407966886",Others,41631,1092R,23,"Working Day",Dec,Q4,"Greater London",Camberwell,52,Mon,2019,"2019-Q4","51.4945239","-0.0462548","51.4945239","-0.0462548","New ticket",101648943,369,"SE16 7NA",7NA,Others,"Device_info",Others,"Device_info","Surrey Quays Shopping Centre, Redriff Road",S1A1092R,"2.8833407966886","12/23/2019 2:37:41 AM","12/23/2019 2:40:35 AM",101648943,"0.0020023199977004",BKK,"High Priority",M201,"R-ATM",700,"41631.1115162",Diebold,S1A1092R,110,"The ATM changed mode to Supervisor.","Brinks_BKK_FLM",13581567,"51.4945239","-0.0462548","OPTEVA 378","41631.10951388",SE16,"Diebold_BKK_SLM",101648943,Branch
"2019-12-23T02:24:50.000+0000","14.299991995795",Others,41631,1429R,23,"Working Day",Dec,Q4,"Greater London","Camden Town",52,Mon,2019,"2019-Q4","51.5224176","-0.1576377","51.5224176","-0.1576377","New ticket",101648923,1155,"NW1 5RU",5RU,Others,"Device_info",Others,"Device_info","186 Baker Street",S1A1429R,"14.299991995795","12/23/2019 2:24:50 AM","12/23/2019 2:39:07 AM",101648923,"0.0099305499970797",BKK,Standard,M103,"R-ATM",700,"41631.11050925",Omron,S1A1429R,110,"The ATM changed mode to Supervisor.","G4S_BKK_FLM",13581543,"51.5224176","-0.1576377","ADM1.5","41631.1005787",NW1,"IBM_BKK_SLM",101648923,Branch
"2019-12-23T01:51:56.000+0000","59.09999039839",Network,41631,1273R,23,"Working Day",Dec,Q4,"Greater London",Poplar,52,Mon,2019,"2019-Q4","51.5172127","-0.0671917","51.5172127","-0.0671917","1st_level",,,"E1 1DU",1DU,Network,"1st_level",Network,"1st_level","75 Whitechapel Road, Whitechapel",S1A1273R,"59.09999039839","12/23/2019 1:51:56 AM","12/23/2019 2:51:01 AM",,"0.041041659998882",BKK,"High Priority",M202,"R-ATM",700,"41631.11877314",Omron,S1A1273R,109,"The ATM changed mode to Off-Line.","G4S_BKK_FLM",13581485,"51.5172127","-0.0671917","ADM1.5","41631.07773148",E1,"IBM_BKK_SLM",101648878,"Office Building/ Company"
"2019-12-23T01:49:15.000+0000","6.5499983984046",Others,41631,1257R,23,"Working Day",Dec,Q4,"Greater London",Lewisham,52,Mon,2019,"2019-Q4","51.4456509","-0.0191393","51.4456509","-0.0191393","New ticket",101648873,770,"SE6 4BQ",4BQ,Others,"Device_info",Others,"Device_info","149 Rushey Green, Catford",S1A1257R,"6.5499983984046","12/23/2019 1:49:15 AM","12/23/2019 1:55:47 AM",101648873,"0.0045486099988921",BKK,"High Priority",M103,"R-ATM",700,"41631.08041666",Diebold,S1A1257R,110,"The ATM changed mode to Supervisor.","G4S_BKK_FLM",13581480,"51.4456509","-0.0191393","OPTEVA 378","41631.07586805",SE6,"Diebold_BKK_SLM",101648873,Branch
"2019-12-23T01:23:13.000+0000","3.3833375922404",Others,41631,1243R,23,"Working Day",Dec,Q4,"Greater London",Walthamstow,52,Mon,2019,"2019-Q4","51.585707","-0.020073","51.585707","-0.020073","New ticket",101648831,705,"E17 4QN",4QN,Others,"Device_info",Others,"Device_info","192 Hoe Street, Walthamstow",S1A1243R,"3.3833375922404","12/23/2019 1:23:13 AM","12/23/2019 1:26:37 AM",101648831,"0.0023495399946114",BKK,"High Priority",M305,"R-ATM",700,"41631.06015046",Diebold,S1A1243R,110,"The ATM changed mode to Supervisor.","Brinks_BKK_FLM",13581425,"51.585707","-0.020073","OPTEVA 378","41631.05780092",E17,"Diebold_BKK_SLM",101648831,Branch
"2019-12-23T01:22:15.000+0000","2.6666640001349",Network,41631,1236R,23,"Working Day",Dec,Q4,"Greater London","Camden Town",52,Mon,2019,"2019-Q4","51.5394101","-0.1426694","51.5394101","-0.1426694","1st_level",,,"NW1 8QL",8QL,Network,"1st_level",Network,"1st_level","176 Camden High Street, Camden",S1A1236R,"2.6666640001349","12/23/2019 1:22:15 AM","12/23/2019 1:24:54 AM",,"0.0018518500000937",BKK,"High Priority",M305,"R-ATM",700,"41631.0589699",Diebold,S1A1236R,109,"The ATM changed mode to Off-Line.","Brinks_BKK_FLM",13581421,"51.5394101","-0.1426694","OPTEVA 378","41631.05711805",NW1,"Diebold_BKK_SLM",101648827,Branch
"2019-12-23T00:45:38.000+0000","4.6000080008525",Others,41631,1255R,23,"Working Day",Dec,Q4,"Greater London","Camden Town",52,Mon,2019,"2019-Q4","51.5234632","-0.1367048","51.5234632","-0.1367048","New ticket",101648786,759,"W1T 7AY",7AY,Others,"Device_info",Others,"Device_info","156-157 Tottenham Court Road",S1A1255R,"4.6000080008525","12/23/2019 12:45:38 AM","12/23/2019 12:50:15 AM",101648786,"0.003194450000592",BKK,"High Priority",M305,"R-ATM",700,"41631.03489583",Diebold,S1A1255R,110,"The ATM changed mode to Supervisor.","Brinks_BKK_FLM",13581371,"51.5234632","-0.1367048","OPTEVA 378","41631.03170138",W1T,"Diebold_BKK_SLM",101648786,Branch
"2019-12-22T23:26:06.000+0000","2.4333407962695",Network,41630,1255R,22,Weekend,Dec,Q4,"Greater London","Camden Town",51,Sun,2019,"2019-Q4","51.5234632","-0.1367048","51.5234632","-0.1367048","1st_level",,,"W1T 7AY",7AY,Power,"Power_Fail",Network,"Power_Fail","156-157 Tottenham Court Road",S1A1255R,"2.4333407962695","12/22/2019 11:26:06 PM","12/22/2019 11:28:33 PM",,"0.0016898199974094",BKK,"High Priority",M305,"R-ATM",700,"41630.97815972",Diebold,S1A1255R,18,"Power failure reported , Entering Service initiated","Brinks_BKK_FLM",13581256,"51.5234632","-0.1367048","OPTEVA 378","41630.9764699",W1T,"Diebold_BKK_SLM",101646740,Branch
"2019-12-22T19:50:06.000+0000","5.3166671970394",Network,41630,1225R,22,Weekend,Dec,Q4,"Greater London",Lambeth,51,Sun,2019,"2019-Q4","51.4387177","-0.1263901","51.4387177","-0.1263901","1st_level",,,"SW2 4UE",4UE,Network,"1st_level",Network,"1st_level","103 Streatham Hill, Streatham",S1A1225R,"5.3166671970394","12/22/2019 7:50:06 PM","12/22/2019 7:55:25 PM",,"0.003692129997944",BKK,"High Priority",M205,"R-ATM",700,"41630.83016203",Diebold,S1A1225R,109,"The ATM changed mode to Off-Line.","Brinks_BKK_FLM",13580428,"51.4387177","-0.1263901","OPTEVA 378","41630.8264699",SW2,"Diebold_BKK_SLM",101647978,Branch
"2019-12-22T19:42:05.000+0000","9.4666608015541",Others,41630,1061R,22,Weekend,Dec,Q4,"Greater London",Poplar,51,Sun,2019,"2019-Q4","51.4921822","-0.0241566","51.4921822","-0.0241566","New ticket",101646818,164,"E14 5AH",5AH,Others,"Device_info",Others,"Device_info","Unit 8, Canary Wharf",S1A1061R,"9.4666608015541","12/22/2019 7:42:05 PM","12/22/2019 7:51:32 PM",101646818,"0.0065740700010792",BKK,"High Priority",M206,"R-ATM",700,"41630.82746527",Omron,S1A1061R,110,"The ATM changed mode to Supervisor.","Brinks_BKK_FLM",13580416,"51.4921822","-0.0241566",ADM2,"41630.8208912",E14,"IBM_BKK_SLM",101646818,Branch
"2019-12-22T19:10:01.000+0000","127.90000800043",Others,41630,1227R,22,Weekend,Dec,Q4,"Greater London",Lewisham,51,Sun,2019,"2019-Q4","51.4622522","-0.0096244","51.4622522","-0.0096244","New ticket",101647902,567,"SE13 6BE",6BE,Others,"Note_Retract",Others,"Note_Retract","85 Lewisham High Street, Lewisham",S1A1227R,"127.90000800043","12/22/2019 7:10:01 PM","12/22/2019 9:17:55 PM",101647902,"0.088819450000301",BKK,"High Priority",M303,"R-ATM",700,"41630.88744213",Diebold,S1A1227R,86,"Money retract","G4S_BKK_FLM",13580328,"51.4622522","-0.0096244","OPTEVA 378","41630.79862268",SE13,"Diebold_BKK_SLM",101647902,Branch
"2019-12-22T19:05:38.000+0000","0.34999199328013",Network,41630,1225R,22,Weekend,Dec,Q4,"Greater London",Lambeth,51,Sun,2019,"2019-Q4","51.4387177","-0.1263901","51.4387177","-0.1263901","1st_level",,,"SW2 4UE",4UE,Network,"1st_level",Network,"1st_level","103 Streatham Hill, Streatham",S1A1225R,"0.34999199328013","12/22/2019 7:05:38 PM","12/22/2019 7:05:58 PM",,"0.00024304999533342",BKK,"High Priority",M205,"R-ATM",700,"41630.79582175",Diebold,S1A1225R,109,"The ATM changed mode to Off-Line.","Brinks_BKK_FLM",13580296,"51.4387177","-0.1263901","OPTEVA 378","41630.7955787",SW2,"Diebold_BKK_SLM",101647887,Branch
"2019-12-22T18:43:39.000+0000","1226.2833216065",Hardware,41631,1077R,23,"Working Day",Dec,Q4,Westminster,,52,Mon,2019,"2019-Q4","51.5156529","-0.1400404","51.5156529","-0.1400404","New ticket",101647845,298,"W1D 1NT",1NT,Hardware,"Reject_Fault",Hardware,"Reject_Fault","196 Oxford Street",S1A1077R,"1226.2999968056","12/22/2019 6:43:39 PM","12/23/2019 3:09:57 PM",101647845,"0.8515972200039",BKK,"High Priority",M202,"R-ATM",700,"41631.63189814",Omron,S1A1077R,178,"Terminal closed Casset,CardR,Depos,Trap,or Present not available","G4S_BKK_FLM",13580244,"51.5156529","-0.1400404",ADM2,"41630.7803125",W1D,"IBM_BKK_SLM",101647845,Branch
"2019-12-22T18:08:56.000+0000","1.8999935919419",Network,41630,1225R,22,Weekend,Dec,Q4,"Greater London",Lambeth,51,Sun,2019,"2019-Q4","51.4387177","-0.1263901","51.4387177","-0.1263901","1st_level",,,"SW2 4UE",4UE,Network,"1st_level",Network,"1st_level","103 Streatham Hill, Streatham",S1A1225R,"1.8999935919419","12/22/2019 6:08:56 PM","12/22/2019 6:10:49 PM",,"0.0013194399944041",BKK,"High Priority",M205,"R-ATM",700,"41630.75752314",Diebold,S1A1225R,109,"The ATM changed mode to Off-Line.","Brinks_BKK_FLM",13580127,"51.4387177","-0.1263901","OPTEVA 378","41630.7562037",SW2,"Diebold_BKK_SLM",101647764,Branch
"2019-12-22T17:59:21.000+0000","6.633331195917",Network,41630,1440R,22,Weekend,Dec,Q4,"Greater London",Hounslow,51,Sun,2019,"2019-Q4","51.4925054","-0.2670554","51.4925054","-0.2670554","1st_level",,,"W4 4HJ",4HJ,Network,"1st_level",Network,"1st_level","281 Chiswick High Road, Chiswick",S1A1440R,"6.633331195917","12/22/2019 5:59:21 PM","12/22/2019 6:05:59 PM",,"0.0046064799971646",BKK,Standard,M106,"R-ATM",700,"41630.75415509",Omron,S1A1440R,109,"The ATM changed mode to Off-Line.","G4S_BKK_FLM",13580096,"51.4925054","-0.2670554","ADM1.5","41630.74954861",W4,"IBM_BKK_SLM",101647740,Branch
"2019-12-22T17:49:52.000+0000","1036.7500031961",Hardware,41631,1234R,23,"Working Day",Dec,Q4,"Greater London",Wandsworth,52,Mon,2019,"2019-Q4","51.427917","-0.1686517","51.427917","-0.1686517","New ticket",101647714,603,"SW17 0RN",0RN,Hardware,"Device_Fault",Hardware,"Device_Fault","56 Tooting High Street, Tooting",S1A1234R,"1037.0166624023","12/22/2019 5:49:52 PM","12/23/2019 11:06:52 AM",101647714,"0.7201504600016",BKK,"High Priority",M102,"R-ATM",700,"41631.46292824",Diebold,S1A1234R,178,"Terminal closed Casset,CardR,Depos,Trap,or Present not available","G4S_BKK_FLM",13580065,"51.427917","-0.1686517","OPTEVA 378","41630.74296296",SW17,"Diebold_BKK_SLM",101647714,Branch
"2019-12-22T17:48:51.000+0000","513.26667359797",Cash,41631,1414R,23,"Working Day",Dec,Q4,"City of London",,52,Mon,2019,"2019-Q4","51.5129483","-0.0921981","51.5129483","-0.0921981","New ticket",101647397,1077,"EC4N 4TR",4TR,Cash,Replenishment,Cash,Replenishment,"60 Queen Victoria Street",S1A1414R,"513.30000960035","12/22/2019 5:48:51 PM","12/23/2019 2:22:10 AM",101647397,"0.35645834000024",BKK,Standard,M305,"R-ATM",700,"41631.0987037",Omron,S1A1414R,178,"Terminal closed Casset,CardR,Depos,Trap,or Present not available","Brinks_BKK_FLM",13580061,"51.5129483","-0.0921981","ADM1.5","41630.74226851",EC4N,"IBM_BKK_SLM",101647397,Branch
"2019-12-22T17:38:52.000+0000","1.9333440007176",Network,41630,1225R,22,Weekend,Dec,Q4,"Greater London",Lambeth,51,Sun,2019,"2019-Q4","51.4387177","-0.1263901","51.4387177","-0.1263901","1st_level",,,"SW2 4UE",4UE,Network,"1st_level",Network,"1st_level","103 Streatham Hill, Streatham",S1A1225R,"1.9333440007176","12/22/2019 5:38:52 PM","12/22/2019 5:40:49 PM",,"0.0013426000004984",BKK,"High Priority",M205,"R-ATM",700,"41630.73667824",Diebold,S1A1225R,109,"The ATM changed mode to Off-Line.","Brinks_BKK_FLM",13580033,"51.4387177","-0.1263901","OPTEVA 378","41630.73533564",SW2,"Diebold_BKK_SLM",101647688,Branch
"2019-12-22T17:30:07.000+0000","6.3166607986204",Network,41630,1253R,22,Weekend,Dec,Q4,"Greater London",Camberwell,51,Sun,2019,"2019-Q4","51.5074468","-0.0970845","51.5074468","-0.0970845","1st_level",,,"SE1 9DZ",9DZ,Power,"Power_Fail",Network,"Power_Fail","62-67 Park Street, Southwark",S1A1253R,"6.3166607986204","12/22/2019 5:30:07 PM","12/22/2019 5:36:25 PM",,"0.004386569999042",BKK,"High Priority",M304,"R-ATM",700,"41630.73363425",Diebold,S1A1253R,18,"Power failure reported , Entering Service initiated","G4S_BKK_FLM",13579997,"51.5074468","-0.0970845","OPTEVA 378","41630.72924768",SE1,"Diebold_BKK_SLM",101647652,Branch
"2019-12-22T17:22:37.000+0000","13.799995200243",Network,41630,1253R,22,Weekend,Dec,Q4,"Greater London",Camberwell,51,Sun,2019,"2019-Q4","51.5074468","-0.0970845","51.5074468","-0.0970845","1st_level",,,"SE1 9DZ",9DZ,Network,"1st_level",Network,"1st_level","62-67 Park Street, Southwark",S1A1253R,"13.799995200243","12/22/2019 5:22:37 PM","12/22/2019 5:36:25 PM",,"0.0095833300001686",BKK,"High Priority",M304,"R-ATM",700,"41630.73363425",Diebold,S1A1253R,109,"The ATM changed mode to Off-Line.","G4S_BKK_FLM",13579981,"51.5074468","-0.0970845","OPTEVA 378","41630.72405092",SE1,"Diebold_BKK_SLM",101647652,Branch
"2019-12-22T15:31:14.000+0000","137.35000799876",Hardware,41630,1063R,22,Weekend,Dec,Q4,"Greater London",Paddington,51,Sun,2019,"2019-Q4","51.5209721","-0.1569726","51.5209721","-0.1569726","New ticket",101647421,208,"W1U 6AX",6AX,Hardware,"Device_Fault",Hardware,"Device_Fault","90 Baker Street",S1A1063R,"137.56667039939","12/22/2019 3:31:14 PM","12/22/2019 5:48:48 PM",101647421,"0.095532409999578",BKK,"High Priority",M303,"R-ATM",700,"41630.74208333",Omron,S1A1063R,178,"Terminal closed Casset,CardR,Depos,Trap,or Present not available","Brinks_BKK_FLM",13579640,"51.5209721","-0.1569726",ADM2,"41630.64670138",W1U,"IBM_BKK_SLM",101647421,Branch
"2019-12-22T15:29:31.000+0000","2.4166800035164",Network,41630,1236R,22,Weekend,Dec,Q4,"Greater London","Camden Town",51,Sun,2019,"2019-Q4","51.5394101","-0.1426694","51.5394101","-0.1426694","1st_level",,,"NW1 8QL",8QL,Network,"1st_level",Network,"1st_level","176 Camden High Street, Camden",S1A1236R,"2.4166800035164","12/22/2019 3:29:31 PM","12/22/2019 3:31:57 PM",,"0.0016782500024419",BKK,"High Priority",M305,"R-ATM",700,"41630.6471875",Diebold,S1A1236R,109,"The ATM changed mode to Off-Line.","Brinks_BKK_FLM",13579631,"51.5394101","-0.1426694","OPTEVA 378","41630.64550925",NW1,"Diebold_BKK_SLM",101647416,Branch
"2019-12-22T15:18:48.000+0000","14.850000003353",Others,41632,1057R,24,"Working Day",Dec,Q4,"Greater London","Camden Town",52,Tue,2019,"2019-Q4","51.5176469","-0.1091153","51.5176469","-0.1091153","New ticket",101647384,122,"EC1N 2HR",2HR,Others,"Security_Alarm",Others,"Security_Alarm","31 Holborn",S1A1057R,"3056.0333328042","12/22/2019 3:18:48 PM","12/24/2019 6:14:49 PM",101647384,"2.1222453700029",BKK,"High Priority",M104,"R-ATM",700,"41630.64836805",Omron,S1A1057R,1041,"The Anti-Ambush alarm has been triggered.","G4S_BKK_FLM",13579584,"51.5176469","-0.1091153",ADM2,"41630.63805555",EC1N,"IBM_BKK_SLM",101647384,Branch
"2019-12-22T15:16:08.000+0000","149.10000479431",Others,41630,1257R,22,Weekend,Dec,Q4,"Greater London",Lewisham,51,Sun,2019,"2019-Q4","51.4456509","-0.0191393","51.4456509","-0.0191393","New ticket",101647377,768,"SE6 4BQ",4BQ,Others,"Note_Retract",Others,"Note_Retract","149 Rushey Green, Catford",S1A1257R,"149.10000479431","12/22/2019 3:16:08 PM","12/22/2019 5:45:15 PM",101647377,"0.10354166999605",BKK,"High Priority",M103,"R-ATM",700,"41630.73975694",Diebold,S1A1257R,86,"Money retract","G4S_BKK_FLM",13579576,"51.4456509","-0.0191393","OPTEVA 378","41630.63621527",SE6,"Diebold_BKK_SLM",101647377,Branch
"2019-12-22T13:57:33.000+0000","1151.1000000034",Hardware,41631,1443R,23,"Working Day",Dec,Q4,"Greater London",Walthamstow,52,Mon,2019,"2019-Q4","51.585707","-0.020073","51.585707","-0.020073","New m/c and New ticket",101647196,1250,"E17 4QN",4QN,Hardware,"Cash_Jam",Hardware,"Cash_Jam","192 Hoe Street, Walthamstow",S1A1443R,"1151.1333360057","12/22/2019 1:57:33 PM","12/23/2019 9:08:41 AM",101647196,"0.79939815000398",BKK,Standard,M304,"R-ATM",700,"41631.38100694",Omron,S1A1443R,178,"Terminal closed Casset,CardR,Depos,Trap,or Present not available","Brinks_BKK_FLM",13579304,"51.585707","-0.020073","ADM1.5","41630.58163194",E17,"IBM_BKK_SLM",101647196,Branch
"2019-12-22T13:50:33.000+0000","4.0500000037719",Network,41630,1061R,22,Weekend,Dec,Q4,"Greater London",Poplar,51,Sun,2019,"2019-Q4","51.4921822","-0.0241566","51.4921822","-0.0241566","1st_level",,,"E14 5AH",5AH,Power,"Power_Fail",Network,"Power_Fail","Unit 8, Canary Wharf",S1A1061R,"4.0500000037719","12/22/2019 1:50:33 PM","12/22/2019 1:54:36 PM",,"0.0028125000026193",BKK,"High Priority",M206,"R-ATM",700,"41630.5795949",Omron,S1A1061R,18,"Power failure reported , Entering Service initiated","Brinks_BKK_FLM",13579281,"51.4921822","-0.0241566",ADM2,"41630.5767824",E14,"IBM_BKK_SLM",101646818,Branch
"2019-12-22T13:50:21.000+0000","4.2500016011763",Network,41630,1061R,22,Weekend,Dec,Q4,"Greater London",Poplar,51,Sun,2019,"2019-Q4","51.4921822","-0.0241566","51.4921822","-0.0241566","1st_level",,,"E14 5AH",5AH,Network,"1st_level",Network,"1st_level","Unit 8, Canary Wharf",S1A1061R,"4.2500016011763","12/22/2019 1:50:21 PM","12/22/2019 1:54:36 PM",,"0.0029513900008169",BKK,"High Priority",M206,"R-ATM",700,"41630.5795949",Omron,S1A1061R,109,"The ATM changed mode to Off-Line.","Brinks_BKK_FLM",13579280,"51.4921822","-0.0241566",ADM2,"41630.57664351",E14,"IBM_BKK_SLM",101646818,Branch
"2019-12-22T13:36:34.000+0000","158.44999679597",Hardware,41630,1089R,22,Weekend,Dec,Q4,Westminster,,51,Sun,2019,"2019-Q4","51.5110401","-0.1391194","51.5110401","-0.1391194","New ticket",101647160,350,"W1B 4HX",4HX,Hardware,"Depositor_Fault",Hardware,"Depositor_Fault","133 Regent Street",S1A1089R,"174.64999680058","12/22/2019 1:36:34 PM","12/22/2019 4:31:12 PM",101647160,"0.1212847200004",BKK,"High Priority",M106,"R-ATM",700,"41630.6770949",Diebold,S1A1089R,178,"Terminal closed Casset,CardR,Depos,Trap,or Present not available","G4S_BKK_FLM",13579235,"51.5110401","-0.1391194","OPTEVA 378","41630.56706018",W1B,"Diebold_BKK_SLM",101647160,Branch
"2019-12-22T12:10:19.000+0000","1.1333232047036",Network,41630,1273R,22,Weekend,Dec,Q4,"Greater London",Poplar,51,Sun,2019,"2019-Q4","51.5172127","-0.0671917","51.5172127","-0.0671917","1st_level",,,"E1 1DU",1DU,Network,"1st_level",Network,"1st_level","75 Whitechapel Road, Whitechapel",S1A1273R,"1.1333232047036","12/22/2019 12:10:19 PM","12/22/2019 12:11:26 PM",,"0.00078703000326641",BKK,"High Priority",M202,"R-ATM",700,"41630.50795138",Omron,S1A1273R,109,"The ATM changed mode to Off-Line.","G4S_BKK_FLM",13578905,"51.5172127","-0.0671917","ADM1.5","41630.50716435",E1,"IBM_BKK_SLM",101646989,"Office Building/ Company"
