Column1,Column2,alert_category,alert_id,alert_importance,asset_criticality,asset_fix_status,asset_id,business_unit,comment,country,creation_time,description,event_id,host_name,last_modified_time,responder,response_status,severity,severity_value,site_name,src_ip,ticket_id,ticket_status,triggering_event,triggering_event3,zone,zone4
DUB-SE3007_2-LINE3:10.128.30.75:b1985e-93977d-ab30ad42-41b9:High:Controller LAN:New,New,ICS Device,[AL-9007],Medium,High,DUB-SE3007_2-LINE3:10.128.30.75:b1985e-93977d-ab30ad42-41b9:High:Controller LAN:New,b1985e-93977d-ab30ad42-41b9,Production,,Ireland,today-13:14500,"Firmware on PLC (DUB-SE3007_2-LINE3, 10.128.30.75) was upgraded to a newer version: 0 -> 1",,DUB-SE3007_2-LINE3,today-10:7500,Morgan Depp,Complete,Low,4000000,Dublin,10.128.30.75,f9d7a9-eafb20-61c8ab08-ebfb,Closed,-,,Controller LAN,Controller LAN
DUB-SE3007_3-LINE1:10.128.30.70:9bd7e4-0f8bbb-fe8e411e-f0f2:High:Controller LAN:Fixed,New,ICS Device,[AL-9040],Info,High,DUB-SE3007_3-LINE1:10.128.30.70:9bd7e4-0f8bbb-fe8e411e-f0f2:High:Controller LAN:Fixed,9bd7e4-0f8bbb-fe8e411e-f0f2,Unit 4,,Ireland,today-24:85720,"Battery is low on power for PLC (DUB-SE3007_3-LINE1, 10.128.30.70) at the Dublin site",,DUB-SE3007_3-LINE1,today-20:85720,Harrison Cruise,Complete,Info,800,Dublin,10.128.30.70,0066be-5947f3-e08086d7-d850,Closed,-,,Controller LAN,DMZ
DUB-SE3007_3-LINE1:10.128.30.70:9bd7e4-0f8bbb-fe8e411e-f0f2:High:Controller LAN:Risk Accepted,New,CMDB,[AL-9048],Info,High,DUB-SE3007_3-LINE1:10.128.30.70:9bd7e4-0f8bbb-fe8e411e-f0f2:High:Controller LAN:Risk Accepted,9bd7e4-0f8bbb-fe8e411e-f0f2,,,Ireland,today-7:63384,"A new static IP address (10.128.30.70) has been assigned for a PLC (DUB-SE3007_3-LINE1, 10.128.30.82) at the Philadelphia site.",,DUB-SE3007_3-LINE1,today-7:63384,Harrison Cruise,Complete,Info,800,Dublin,10.128.30.70,3f1b44-2cf3be-ac746465-8c48,Closed,-,,Controller LAN,Controller LAN
DUB-SE3007_3-LINE2:10.128.30.73:a79177-1f8267-d6eea8fb-7372:High:Controller LAN:New,New,ICS Device,[AL-9044],Critical,High,DUB-SE3007_3-LINE2:10.128.30.73:a79177-1f8267-d6eea8fb-7372:High:Controller LAN:Risk Accepted,a79177-1f8267-d6eea8fb-7372,,,Ireland,today-3:84573,"Protected data has been overwritten on PLC (DUB-SE3007_3-LINE2, 10.128.30.73) at the Dublin site.",,DUB-SE3007_3-LINE2,today-3:69872,Harrison Cruise,Complete,High,800000000,Dublin,10.128.30.73,63721b-e684d5-7acd4a7d-f972,Closed,-,,Controller LAN,Manufacturing LAN
DUB-SONICWALL-FW01:10.128.30.1:e612d5-ccd04f-cda53d90-4cd2:Critical:DMZ,New,Vulnerability,[AL-9019-MEDIUM],Medium,Critical,DUB-SONICWALL-FW01:10.128.30.1:e612d5-ccd04f-cda53d90-4cd2:Critical:DMZ:New,e612d5-ccd04f-cda53d90-4cd2,Production,,Ireland,today-18:2864,"A ""MEDIUM"" vulnerability has been added to the National Vulnerability Database (NVD) that potentially affects 1 asset(s) at the Dublin site.",,DUB-SONICWALL-FW01,today-15:2864,Morgan Depp,Complete,Medium,48000000,Dublin,10.128.30.1,5b210c-12d911-a0ec3248-7219,Closed,"CVE-2018-9867 : In SonicWall SonicOS, administrators without full permissions can download imported certificates. Occurs when administrators who are not in the SonicWall Administrators user group attempt to download imported certificates. This vulnerability affected SonicOS Gen 5 version 5.9.1.10 and earlier.",,DMZ,
DUB-SONICWALL-FW02:10.128.30.34:fa50b1-517b83-cb985986-fddf:Critical:Manufacturing LAN:New,New,Firewall,[AL-9021],Info,Critical,DUB-SONICWALL-FW02:10.128.30.34:fa50b1-517b83-cb985986-fddf:Critical:Manufacturing LAN:New,fa50b1-517b83-cb985986-fddf,Production,,Ireland,today-29:39490,"The firewall (DUB-SONICWALL-FW02, 10.128.30.34) at the Dublin site has been modified by a user (CAPRAP).",,DUB-SONICWALL-FW02,today-25:73642,Morgan Depp,Complete,Info,1000,Dublin,10.128.30.34,f5a530-5be693-e41bbe69-648f,Closed,-,,Manufacturing LAN,Controller LAN
DUB-SWITCH-LINE1:10.128.30.35:093a14-b33656-25d4bc50-924b:High:Manufacturing LAN|DUB-SWITCH-LINE2:10.128.30.66:a6406e-ceefd7-69b5d70f-5b57:High:Controller LAN|DUB-SWITCH-ENTERPRISE:10.128.30.18:7d4ca2-f73c33-ba38e646-7721:High:Enterprise LAN,New,Vulnerability,[AL-9019-HIGH],High,High,DUB-SWITCH-LINE1:10.128.30.35:093a14-b33656-25d4bc50-924b:High:Manufacturing LAN:New|DUB-SWITCH-LINE2:10.128.30.66:a6406e-ceefd7-69b5d70f-5b57:High:Controller LAN:New|DUB-SWITCH-ENTERPRISE:10.128.30.18:7d4ca2-f73c33-ba38e646-7721:High:Enterprise LAN:New,"093a14-b33656-25d4bc50-924b,a6406e-ceefd7-69b5d70f-5b57,7d4ca2-f73c33-ba38e646-7721",Unit 4,,Ireland,today-19:2855,"A ""HIGH"" vulnerability has been added to the National Vulnerability Database (NVD) that potentially affects 3 asset(s) at the Dublin site.",,"DUB-SWITCH-LINE1,DUB-SWITCH-LINE2,DUB-SWITCH-ENTERPRISE",today-15:2855,Harrison Cruise,Complete,High,800000000,Dublin,"10.128.30.35,10.128.30.66,10.128.30.18",532e1d-2b0dd1-b0106205-1e4b,Closed,"CVE-2018-12590 : Ubiquiti Networks EdgeSwitch version 1.7.3 and prior suffer from an externally controlled format-string vulnerability due to lack of protection on the admin CLI, leading to code execution and privilege escalation greater than administrators themselves are allowed. An attacker with access to an admin account could escape the restricted CLI and execute arbitrary code.",,"Manufacturing LAN,Controller LAN,Enterprise LAN",
PHL-AB1400-CONVEYER02:10.128.90.71:43f6ef-7912e6-a03aa559-0d52:High:Controller LAN:New,New,ICS Device,[AL-9004-Installed],Low,High,PHL-AB1400-CONVEYER02:10.128.90.71:43f6ef-7912e6-a03aa559-0d52:High:Controller LAN:New,43f6ef-7912e6-a03aa559-0d52,,,United States,today-6:38475,"A force was installed on a PLC: PHL-AB1400-CONVEYER02, 10.128.90.71.",,PHL-AB1400-CONVEYER02,today-6:38475,System,New,Info,120000,Philadelphia,10.128.90.71,0a6de6-218b4c-5106fd00-59ab,Open,-,,Controller LAN,Manufacturing LAN
PHL-AB1400-LABELER01:10.128.90.72:4a4dac-4f74fb-e3b36cdc-09d5:Medium:Controller LAN:New,New,ICS Device,[AL-9007],Medium,Medium,PHL-AB1400-LABELER01:10.128.90.72:4a4dac-4f74fb-e3b36cdc-09d5:Medium:Controller LAN:New,4a4dac-4f74fb-e3b36cdc-09d5,,,United States,today-1:74559,"Firmware on a PLC (PHL-AB1400-LABELER01, 10.128.90.72) was upgraded to a newer version: 0 -> 1.",,PHL-AB1400-LABELER01,today-1:74559,Benedict McKellen,In Progress,Low,1800000,Philadelphia,10.128.90.72,07b4f0-699f08-3db24d46-44f8,Open,-,,Controller LAN,Manufacturing LAN
PHL-AB1400-LABELER01:10.128.90.72:4a4dac-4f74fb-e3b36cdc-09d5:Medium:Controller LAN:Fixed,New,ICS Device,[AL-9044],Critical,Medium,PHL-AB1400-LABELER01:10.128.90.72:4a4dac-4f74fb-e3b36cdc-09d5:Medium:Controller LAN:Fixed,4a4dac-4f74fb-e3b36cdc-09d5,Threat Intel,,United States,today-2:59657,"Protected data has been overwritten on a PLC (PHL-AB1400-LABELER01, 10.128.90.72) at the Philadelphia site.",,PHL-AB1400-LABELER01,today-29:59657,Benedict McKellen,Complete,High,360000000,Philadelphia,10.128.90.72,30a27e-470449-cd76147f-46ca,Closed,-,,Controller LAN,Controller LAN
PHL-AB1400-LABELER01:10.128.90.72:4a4dac-4f74fb-e3b36cdc-09d5:Medium:Controller LAN:New,New,ICS Device,[AL-9003],Low,Medium,PHL-AB1400-LABELER01:10.128.90.72:4a4dac-4f74fb-e3b36cdc-09d5:Medium:Controller LAN:New,4a4dac-4f74fb-e3b36cdc-09d5,,,United States,today-4:19283,The status mode of PLC PHL-AB1400-LABELER01 (10.128.90.72) has changed to Remote.,,PHL-AB1400-LABELER01,today-4:19283,Harrison Cruise,In Progress,Info,90000,Philadelphia,10.128.90.72,5f2a00-430458-09c942b1-7fae,Open,-,,Controller LAN,Controller LAN
PHL-AB1400-PALLETIZER01:10.128.90.68:2b595e-af0c27-02261498-0636:Critical:Controller LAN:Risk Accepted,New,OT Network,[AL-9010],Medium,Critical,PHL-AB1400-PALLETIZER01:10.128.90.68:2b595e-af0c27-02261498-0636:Critical:Controller LAN:Risk Accepted,2b595e-af0c27-02261498-0636,Threat Intel,,United States,today-27:40679,"Zone communication violation from: Controller LAN (PHL-AB1400-PALLETIZER01, 10.128.90.68) to Enterprise LAN (PHL-APPSVR-ASSETCENTER01, 10.128.90.19).",,PHL-AB1400-PALLETIZER01,today-27:40679,Benedict McKellen,Complete,Low,3000000,Philadelphia,10.128.90.68,349e05-6c32c8-12fa2244-8586,Closed,-,,Controller LAN,DMZ
PHL-AB1400-PALLETIZER01:10.128.90.68:2b595e-af0c27-02261498-0636:Critical:Controller LAN:New,New,ICS Device,[AL-9040],Info,Critical,PHL-AB1400-PALLETIZER01:10.128.90.68:2b595e-af0c27-02261498-0636:Critical:Controller LAN:New,2b595e-af0c27-02261498-0636,,,United States,today-6:9122,"Battery is low on power for PLC (PHL-AB1400-PALLETIZER01, 10.128.90.68) at the Philadelphia site.",,PHL-AB1400-PALLETIZER01,today-6:9122,Harrison Cruise,In Progress,Info,600,Philadelphia,10.128.90.68,c1066c-d10c06-a8062dfc-b493,Open,-,,Controller LAN,DMZ
PHL-AB1400-PALLETIZER01:10.128.90.68 2b595e-af0c27-02261498-0636:Critical:Controller LAN:Risk Accepted|PHL-AB1400-CAMERA01:10.128.90.69:32fe7c-a99e6a-f1787b53-3d34:Critical:Controller LAN:Risk Accepted|PHL-AB1400-CONVEYER01:10.128.90.70:4313ab-852cbc-e35681a7-756f:Critical:Controller LAN:Risk Accepted|PHL-AB1400-CONVEYER02:10.128.90.71:43f6ef-7912e6-a03aa559-0d52:High:Controller LAN:Risk Accepted|PHL-AB1400-LABELER01:10.128.90.72:4a4dac-4f74fb-e3b36cdc-09d5:Medium:Controller LAN:Risk Accepted,New,Vulnerability,[AL-9019-HIGH],High,"Critical,Critical,Critical,High,Medium",PHL-AB1400-PALLETIZER01:10.128.90.68:2b595e-af0c27-02261498-0636:Critical:Controller LAN:Risk Accepted|PHL-AB1400-CAMERA01:10.128.90.69:32fe7c-a99e6a-f1787b53-3d34:Critical:Controller LAN:Risk Accepted|PHL-AB1400-CONVEYER01:10.128.90.70:4313ab-852cbc-e35681a7-756f:Critical:Controller LAN:Risk Accepted|PHL-AB1400-CONVEYER02:10.128.90.71:43f6ef-7912e6-a03aa559-0d52:High:Controller LAN:Risk Accepted|PHL-AB1400-LABELER01:10.128.90.72:4a4dac-4f74fb-e3b36cdc-09d5:Medium:Controller LAN:Risk Accepted,"2b595e-af0c27-02261498-0636,32fe7c-a99e6a-f1787b53-3d34,4313ab-852cbc-e35681a7-756f,43f6ef-7912e6-a03aa559-0d52,4a4dac-4f74fb-e3b36cdc-09d5",Threat Intel,,United States,today-17:73212,"A ""HIGH"" vulnerability has been added to the National Vulnerability Database (NVD) that potentially affects 5 asset(s) at the Philadelphia site.",,"PHL-AB1400-PALLETIZER01,PHL-AB1400-CAMERA01,PHL-AB1400-CONVEYER01,PHL-AB1400-CONVEYER02,PHL-AB1400-LABELER01",today-13:73212,Benedict McKellen,Complete,High,75000000,Philadelphia,"10.128.90.68,10.128.90.69,10.128.90.70,10.128.90.71,10.128.90.72",4f2705-a6aa2f-972ecfc3-0a9b,Closed,"CVE-2012-4690 : Rockwell Automation Allen-Bradley MicroLogix controller 1100, 1200, 1400, and 1500; SLC 500 controller platform; and PLC-5 controller platform, when Static status is not enabled, allow remote attackers to cause a denial of service via messages that trigger modification of status bits.",,Controller LAN,
PHL-APPSVR-ASSETCENTER01:10.128.90.19:52bc30-7a05b2-3df8cf6a-1267:Medium:Enterprise LAN:New,New,Network Connections,[AL-9020-Denied-IP],Low,Medium,PHL-APPSVR-ASSETCENTER01:10.128.90.19:52bc30-7a05b2-3df8cf6a-1267:Medium:Enterprise LAN:New,52bc30-7a05b2-3df8cf6a-1267,,,United States,today-28:29938,"External device (6.6.6.6) attempted to establish an inbound TCP connection through the firewall to server (PHL-APPSVR-ASSETCENTER01, 10.128.90.19) over 2221 (commonly used for EtherNet/IP over TLS).",,PHL-APPSVR-ASSETCENTER01,today-6:29938,Harrison Cruise,In Progress,Info,90000,Philadelphia,10.128.90.19,5f25e1-f3c2d2-05b04313-baed,Open,-,,Enterprise LAN,Manufacturing LAN
PHL-APPSVR-CAMERA01:10.128.90.11:5a7144-fd3b5f-9ddec795-92ad:High:DMZ:New,New,CMDB,[AL-9046],Info,High,PHL-APPSVR-CAMERA01:10.128.90.11:5a7144-fd3b5f-9ddec795-92ad:High:DMZ:New,5a7144-fd3b5f-9ddec795-92ad,,,United States,today-1:14178,"The server (PHL-APPSVR-CAMERA01, 10.128.90.11) has been seen communicating at the Philadelphia site, but no CMDB entry exists.",,PHL-APPSVR-CAMERA01,today-1:14178,Harrison Cruise,In Progress,Info,480,Philadelphia,10.128.90.11,070f47-87c713-6f1d603f-db3f,Open,-,,DMZ,Enterprise LAN
PHL-APPSVR-KEPWARE01:10.128.90.20:5a2643-599779-d23d0e51-2f1f:High:Enterprise LAN:Fixed,New,Network Data,[AL-9030-Internal>External],High,High,PHL-APPSVR-KEPWARE01:10.128.90.20:5a2643-599779-d23d0e51-2f1f:High:Enterprise LAN:Fixed,5a2643-599779-d23d0e51-2f1f,Threat Intel,,United States,today-21:8331,"A significant increase of denied internal network connections has been detected coming from Internal server (PHL-APPSVR-KEPWARE01, 10.128.90.20) while attempting to communicate from the Philadelphia site to an External device (6.6.6.6).",,PHL-APPSVR-KEPWARE01,today-20:3631,Benedict McKellen,Complete,Medium,36000000,Philadelphia,10.128.90.20,c6c8b0-00f091-4b9f9cf0-1545,Closed,-,,Enterprise LAN,Controller LAN
PHL-ASA-FW02:10.128.90.2:c61a2e-2a2d4e-582235b4-c08e:High:DMZ:New,New,Firewall,[AL-9021],Info,High,PHL-ASA-FW02:10.128.90.2:c61a2e-2a2d4e-582235b4-c08e:High:DMZ:New,c61a2e-2a2d4e-582235b4-c08e,Threat Intel,,United States,today-29:4356,"The firewall (PHL-ASA-FW02, 10.128.90.2) at the Philadelphia site has been modified by a user (MILLEK).",,PHL-ASA-FW02,today-7:4356,Benedict McKellen,In Progress,Info,480,Philadelphia,10.128.90.2,2eb548-fe109a-651a04be-aa7d,Open,-,,DMZ,DMZ
PHL-CISCO-SW01:10.128.90.66:8978bf-44a6a7-f28df6c9-8a46:Critical:Controller LAN:Risk Accepted,New,Vulnerability,[AL-9019-MEDIUM],Medium,Critical,PHL-CISCO-SW01:10.128.90.66:8978bf-44a6a7-f28df6c9-8a46:Critical:Controller LAN:Risk Accepted,8978bf-44a6a7-f28df6c9-8a46,Threat Intel,,United States,today-20:32845,"A ""MEDIUM"" vulnerability has been added to the National Vulnerability Database (NVD) that potentially affects 1 asset(s) at the Philadelphia site.",,PHL-CISCO-SW01,today-17:32845,Benedict McKellen,Complete,Medium,18000000,Philadelphia,10.128.90.66,6c477a-73d08a-3e0f1745-b6b6,Closed,"CVE-2018-0161 : A vulnerability in the Simple Network Management Protocol (SNMP) subsystem of Cisco IOS Software running on certain models of Cisco Catalyst Switches could allow an authenticated, remote attacker to cause a denial of service (DoS) condition, aka a GET MIB Object ID Denial of Service Vulnerability. The vulnerability is due to a condition that could occur when the affected software processes an SNMP read request that contains a request for the ciscoFlashMIB object ID (OID). An attacker could trigger this vulnerability by issuing an SNMP GET request for the ciscoFlashMIB OID on an affected device. A successful exploit could cause the affected device to restart due to a SYS-3-CPUHOG. This vulnerability affects the following Cisco devices if they are running a vulnerable release of Cisco IOS Software and are configured to use SNMP Version 2 (SNMPv2) or SNMP Version 3 (SNMPv3): Cisco Catalyst 2960-L Series Switches, Cisco Catalyst Digital Building Series Switches 8P, Cisco Catalyst Digital Building Series Switches 8U. Cisco Bug IDs: CSCvd89541.",,Controller LAN,
PHL-EWS01-MAIN:10.128.90.38:8450fa-bf907e-d7549b3a-f8dd:Medium:Manufacturing LAN:New,New,OT Network,[AL-9010],Medium,Medium,PHL-EWS01-MAIN:10.128.90.38:8450fa-bf907e-d7549b3a-f8dd:Medium:Manufacturing LAN:New,8450fa-bf907e-d7549b3a-f8dd,,,United States,today-8:29483,"Zone communication violation from Manufacturing LAN (PHL-EWS01-MAIN, 10.128.90.38) to Enterprise LAN (PHL-APPSVR-ASSETCENTER01, 10.128.90.19).",,PHL-EWS01-MAIN,today-4:29483,Harrison Cruise,In Progress,Low,1800000,Philadelphia,10.128.90.38,aa5de7-826028-f4147321-49c6,Open,-,,Manufacturing LAN,Manufacturing LAN
PHL-HMI01-PKG:10.128.90.35:4a9f03-89c3ff-e6b3f4ef-99d2:Medium:Manufacturing LAN:New,New,ICS Device,[AL-9041],Info,Medium,PHL-HMI01-PKG:10.128.90.35:4a9f03-89c3ff-e6b3f4ef-99d2:Medium:Manufacturing LAN:New,4a9f03-89c3ff-e6b3f4ef-99d2,,,United States,today-4:72743,"The PLC (PHL-HMI01-PKG, 10.128.90.35) has a major error of X400: Configuration Error - General configuration error; no additional information.",,PHL-HMI01-PKG,today-4:72743,System,New,Info,360,Philadelphia,10.128.90.35,711275-7639b8-bd57af44-c71f,Open,-,,Manufacturing LAN,Controller LAN
PHL-HMI01-SHP:10.128.90.36:4ecc33-acf6f4-36a5ad74-66ce:Medium:Manufacturing LAN:Risk Accepted,New,CMDB,[AL-9048],Info,Medium,PHL-HMI01-SHP:10.128.90.36:4ecc33-acf6f4-36a5ad74-66ce:Medium:Manufacturing LAN:Risk Accepted,4ecc33-acf6f4-36a5ad74-66ce,Threat Intel,,United States,today-16:30604,"A new static IP address (10.128.90.36) has been assigned for a HMI (PHL-HMI01-SHP, 10.128.90.51) at the Philadelphia site.",,PHL-HMI01-SHP,today-14:76604,Benedict McKellen,Complete,Info,360,Philadelphia,10.128.90.36,ee2ae0-a2f8ea-6d8bf6ce-f384,Closed,-,,Manufacturing LAN,Manufacturing LAN
PHL-OWS01-MAIN:10.128.90.37:600352-afc55f-b15f3303-cf80:High:Manufacturing LAN:New,New,Network Data,[AL-9002],Medium,High,PHL-OWS01-MAIN:10.128.90.37:600352-afc55f-b15f3303-cf80:High:Manufacturing LAN:New,600352-afc55f-b15f3303-cf80,,,United States,today-5:29483,The workstation PHL-OWS01-MAIN (10.128.90.37) has not communicated in over 30 days.,,PHL-OWS01-MAIN,today-5:29483,Harrison Cruise,In Progress,Low,2400000,Philadelphia,10.128.90.37,c397e6-a066e5-c1d2d4d4-bc33,Open,-,,Manufacturing LAN,Enterprise LAN
SJN-CISCO-SW01:10.128.80.35:1f6266-3f9d27-a9aeb0a1-e6e6:Critical:Manufacturing LAN:Risk Accepted|SJN-CISCO-SW02:10.128.80.66:8feabd-876fdf-6eb3051d-e8c6:Critical:Controller LAN:Risk Accepted,New,Vulnerability,[AL-9019-MEDIUM],Medium,Critical,SJN-CISCO-SW01:10.128.80.35:1f6266-3f9d27-a9aeb0a1-e6e6:Critical:Manufacturing LAN:Risk Accepted|SJN-CISCO-SW02:10.128.80.66:8feabd-876fdf-6eb3051d-e8c6:Critical:Controller LAN:Risk Accepted,"1f6266-3f9d27-a9aeb0a1-e6e6,8feabd-876fdf-6eb3051d-e8c6",Threat Intel,,Puerto Rico,today-25:54325,"A ""MEDIUM"" vulnerability has been added to the National Vulnerability Database (NVD) that potentially affects 2 asset(s) at the San Juan site.",,"SJN-CISCO-SW01,SJN-CISCO-SW02",today-19:54324,Idris Hopkins,Complete,Medium,36000000,San Juan,"10.128.80.35,10.128.80.66",b09dc1-d45fd6-f6ce8c0c-4f54,Closed,"CVE-2018-0161 : A vulnerability in the Simple Network Management Protocol (SNMP) subsystem of Cisco IOS Software running on certain models of Cisco Catalyst Switches could allow an authenticated, remote attacker to cause a denial of service (DoS) condition, aka a GET MIB Object ID Denial of Service Vulnerability. The vulnerability is due to a condition that could occur when the affected software processes an SNMP read request that contains a request for the ciscoFlashMIB object ID (OID). An attacker could trigger this vulnerability by issuing an SNMP GET request for the ciscoFlashMIB OID on an affected device. A successful exploit could cause the affected device to restart due to a SYS-3-CPUHOG. This vulnerability affects the following Cisco devices if they are running a vulnerable release of Cisco IOS Software and are configured to use SNMP Version 2 (SNMPv2) or SNMP Version 3 (SNMPv3): Cisco Catalyst 2960-L Series Switches, Cisco Catalyst Digital Building Series Switches 8P, Cisco Catalyst Digital Building Series Switches 8U. Cisco Bug IDs: CSCvd89541.",,"Manufacturing LAN,Controller LAN",
SJN-DELTAV-APP01:10.128.80.12:062d9c-6e9e85-c49faab2-20e0:High:DMZ:Risk Accepted,New,Network Connections,[AL-9022-IP&Port],Medium,High,SJN-DELTAV-APP01:10.128.80.12:062d9c-6e9e85-c49faab2-20e0:High:DMZ:Risk Accepted,062d9c-6e9e85-c49faab2-20e0,Threat Intel,,Puerto Rico,today-29:60634,"External device (6.6.6.6) was denied while attempting to establish an inbound UDP connection through the firewall to a server (SJN-DELTAV-APP01, 10.128.80.12) over 88 (commonly used for HTTP).",,SJN-DELTAV-APP01,today-28:70634,Idris Hopkins,Complete,Low,3200000,San Juan,10.128.80.12,607ecf-0d9311-3ad89935-c32a,Closed,-,,DMZ,Manufacturing LAN
SJN-DELTAV-APP01:10.128.80.12:062d9c-6e9e85-c49faab2-20e0:High:DMZ:New,New,Network Connections,[AL-9014],High,High,SJN-DELTAV-APP01:10.128.80.12:062d9c-6e9e85-c49faab2-20e0:High:DMZ:New,062d9c-6e9e85-c49faab2-20e0,Threat Intel,,Puerto Rico,today-7:1385,"The server (SJN-DELTAV-APP01, 10.128.80.12) has an unusual increase in connections.",,SJN-DELTAV-APP01,today-5:42394,Idris Hopkins,In Progress,Medium,48000000,San Juan,10.128.80.12,6244a4-161ca6-829b7608-08ee,Open,-,,DMZ,Enterprise LAN
SJN-ENG-EWS02:10.128.80.42:a6c603-20b480-d410d409-8dfd:Medium:Manufacturing LAN:New,New,Network Connections,[AL-9024-ICSProtocol&Device],Medium,Medium,SJN-ENG-EWS02:10.128.80.42:a6c603-20b480-d410d409-8dfd:Medium:Manufacturing LAN:New,a6c603-20b480-d410d409-8dfd,,,Puerto Rico,today-30:19283,"External device (6.6.6.6) was denied while attempting to establish an inbound connection through the firewall to workstation (SJN-ENG-EWS02, 10.128.80.42) over 194 (commonly used for IRC).",,SJN-ENG-EWS02,today-5:19283,Harrison Cruise,In Progress,Low,2400000,San Juan,10.128.80.42,9caf70-787c36-90a06f0d-436d,Open,-,,Manufacturing LAN,Enterprise LAN
SJN-HMI01-FILL1:10.128.80.43:b2cc80-49fa14-91c85d6f-3ca6:Low:Manufacturing LAN:Risk Accepted,New,CMDB,[AL-9048],Info,Low,SJN-HMI01-FILL1:10.128.80.43:b2cc80-49fa14-91c85d6f-3ca6:Low:Manufacturing LAN:Risk Accepted,b2cc80-49fa14-91c85d6f-3ca6,Threat Intel,,Puerto Rico,today-1:21979,"A new static IP address (10.128.80.43) has been assigned for a HMI (SJN-HMI01-FILL1, 10.128.80.43) at the San Juan site.",,SJN-HMI01-FILL1,today-1:72979,Harrison Cruise,Complete,Info,320,San Juan,10.128.80.43,c82496-12e989-e7cd06b5-4d1c,Closed,-,,Manufacturing LAN,DMZ
SJN-HMI02-FILL1:10.128.80.44:bd5d9d-331def-ac44cef2-075a:Low:Manufacturing LAN:Risk Accepted,New,Network Connections,[AL-9012],Low,Low,SJN-HMI02-FILL1:10.128.80.44:bd5d9d-331def-ac44cef2-075a:Low:Manufacturing LAN:Risk Accepted,bd5d9d-331def-ac44cef2-075a,Threat Intel,,Puerto Rico,today-10:50847,The HMI SJN-HMI02-FILL1 (10.128.80.44) has communicated to a new device: SJN-WONDERW-MES01 (10.128.80.11),,SJN-HMI02-FILL1,today-3:50847,Idris Hopkins,Complete,Info,80000,San Juan,10.128.80.44,0dae86-adcb6b-adde351f-245e,Closed,-,,Manufacturing LAN,Manufacturing LAN
SJN-HMI02-FILL1:10.128.80.44:bd5d9d-331def-ac44cef2-075a:Low:Manufacturing LAN:New,New,Network Data,[AL-9002],Medium,Low,SJN-HMI02-FILL1:10.128.80.44:bd5d9d-331def-ac44cef2-075a:Low:Manufacturing LAN:New,bd5d9d-331def-ac44cef2-075a,,,Puerto Rico,today-3:73234,The HMI SJN-HMI02-FILL1 (10.128.80.44) has not communicated in over 30 days.,,SJN-HMI02-FILL1,today-3:73234,Morgan Depp,In Progress,Low,1600000,San Juan,10.128.80.44,6d4475-f5d4fa-47fb0382-8cb0,Open,-,,Manufacturing LAN,Enterprise LAN
SJN-HR-DSK01:10.128.80.19:0c1021-da7c75-6ee5943e-9b66:Low:Enterprise LAN:New,New,CMDB,[AL-9046],Info,Low,SJN-HR-DSK01:10.128.80.19:0c1021-da7c75-6ee5943e-9b66:Low:Enterprise LAN:New,0c1021-da7c75-6ee5943e-9b66,Threat Intel,,Puerto Rico,today-16:62290,"A workstation (SJN-HR-DSK01, 10.128.80.19) has been seen communicating at the San Juan site, but no CMDB entry exists.",,SJN-HR-DSK01,today-16:62290,Idris Hopkins,Complete,Info,320,San Juan,10.128.80.19,f6cb91-305fa4-9511699f-0f08,Closed,-,,Enterprise LAN,Controller LAN
SJN-OWS01-LINE3:10.128.80.40:9f2175-979e4d-cf70f39f-9373:Low:Manufacturing LAN:New,New,CMDB,[AL-9049-MultiHomed],Low,Low,SJN-OWS01-LINE3:10.128.80.40:9f2175-979e4d-cf70f39f-9373:Low:Manufacturing LAN:New,9f2175-979e4d-cf70f39f-9373,,,Puerto Rico,today-6:1933,Multiple active IP addresses are assigned to a workstation (SJN-OWS01-LINE3) at the San Juan site.,,SJN-OWS01-LINE3,today-6:1933,Idris Hopkins,In Progress,Info,80000,San Juan,10.128.80.40,76f5a7-bf7d07-e61d1aea-9e86,Open,-,,Manufacturing LAN,Manufacturing LAN
SJN-SE3007_1-FINISH1:10.128.80.71:1a91ab-21043c-0fb973d9-b44c:Critical:Controller LAN:New,New,CMDB,[AL-9048],Info,Critical,SJN-SE3007_1-FINISH1:10.128.80.71:1a91ab-21043c-0fb973d9-b44c:Critical:Controller LAN:New,1a91ab-21043c-0fb973d9-b44c,,,Puerto Rico,today-5:39558,"A new static IP address (10.128.80.71) has been assigned for a PLC (SJN-SE3007_1-FINISH1, 10.128.80.21) at the San Juan site.",,SJN-SE3007_1-FINISH1,today-5:39558,System,New,Info,800,San Juan,10.128.80.71,2f413e-f8153c-507b1b62-fb9d,Open,-,,Controller LAN,Manufacturing LAN
SJN-SE3007_2-FILL1:10.128.80.69:09c5d6-e2b664-20c1f9af-9a05:High:Controller LAN:New,New,ICS Device,[AL-9042-failed(5+)],High,High,SJN-SE3007_2-FILL1:10.128.80.69:09c5d6-e2b664-20c1f9af-9a05:High:Controller LAN:New,09c5d6-e2b664-20c1f9af-9a05,,,Puerto Rico,today-4:81032,"A failed login attempt has occurred on PLC (SJN-SE3007_2-FILL1, 10.128.80.69) at the San Juan site.",,SJN-SE3007_2-FILL1,today-4:81032,System,New,Medium,48000000,San Juan,10.128.80.69,676763-d4c707-cca2e4ae-6b17,Open,-,,Controller LAN,Controller LAN
