event_id,ticket_id,last_modified_time,current_value,previous_value,change_type,changed_by,src_ip,host_name,severity,description,ticket_status,response_status,comment
ab251d-bc8897-54c998a7-7b6d,d7afac-20712b-3c22e2ae-2a41,today-4:50123,DUB-SE3007_2-LINE3:10.128.30.75:b1985e-93977d-ab30ad42-41b9:High:Controller LAN:Risk Accepted,DUB-SE3007_2-LINE3:10.128.30.75:b1985e-93977d-ab30ad42-41b9:High:Controller LAN:New,Asset Status,Administrator,10.128.30.75,DUB-SE3007_2-LINE3,Low,The status mode of PLC DUB-SE3007_2-LINE3 (10.128.30.75) has changed to Remote.,Closed,Complete,
2a47f7-20f7a6-f10c3120-6d0d,f9d7a9-eafb20-61c8ab08-ebfb,today-13:14500,-,-,Creation,System,10.128.30.75,DUB-SE3007_2-LINE3,Low,"Firmware on PLC (DUB-SE3007_2-LINE3, 10.128.30.75) was upgraded to a newer version: 0 -> 1",Open,New,
cdb6b8-ce5478-a6b4a311-be83,f9d7a9-eafb20-61c8ab08-ebfb,today-10:7500,Closed,New,Closing Ticket,Morgan Depp,10.128.30.75,DUB-SE3007_2-LINE3,Low,"Firmware on PLC (DUB-SE3007_2-LINE3, 10.128.30.75) was upgraded to a newer version: 0 -> 1",Closed,Complete,Update was approved
6e537c-f35222-f97cd1a6-a86d,0066be-5947f3-e08086d7-d850,today-24:85720,-,-,Creation,System,10.128.30.70,DUB-SE3007_3-LINE1,Info,"Battery is low on power for PLC (DUB-SE3007_3-LINE1, 10.128.30.70) at the Dublin site",Open,New,
12cf5c-9f6d87-45e9afb9-3c3a,0066be-5947f3-e08086d7-d850,today-20:85720,Closed,New,Closing Ticket,Harrison Cruise,10.128.30.70,DUB-SE3007_3-LINE1,Info,"Battery is low on power for PLC (DUB-SE3007_3-LINE1, 10.128.30.70) at the Dublin site",Closed,Complete,
2c4cea-0163b8-71a07f43-31ce,3f1b44-2cf3be-ac746465-8c48,today-7:63384,-,-,Creation,System,10.128.30.70,DUB-SE3007_3-LINE1,Info,"A new static IP address (10.128.30.70) has been assigned for a PLC (DUB-SE3007_3-LINE1, 10.128.30.82) at the Philadelphia site.",Open,New,
af7dc2-09e4a0-605a942d-b921,63721b-e684d5-7acd4a7d-f972,today-3:84573,-,-,Creation,System,10.128.30.73,DUB-SE3007_3-LINE2,Low,"Protected data has been overwritten on PLC (DUB-SE3007_3-LINE2, 10.128.30.73) at the Dublin site.",Open,New,
06a80d-9035eb-33781768-6b61,63721b-e684d5-7acd4a7d-f972,today-2:75912,Closed,Open,Closing Ticket,Administrator,10.128.30.73,DUB-SE3007_3-LINE2,Low,"Protected data has been overwritten on PLC (DUB-SE3007_3-LINE2, 10.128.30.73) at the Dublin site.",Closed,Complete,
beb8a2-ef64f7-a36fc0b9-5087,63721b-e684d5-7acd4a7d-f972,today-2:75912,Complete,New,Response Status,Administrator,10.128.30.73,DUB-SE3007_3-LINE2,Low,"Protected data has been overwritten on PLC (DUB-SE3007_3-LINE2, 10.128.30.73) at the Dublin site.",Closed,Complete,
392a3e-cde1ab-4c5f9730-3c38,63721b-e684d5-7acd4a7d-f972,today-2:48253,DUB-SE3007_3-LINE2:10.128.30.73:a79177-1f8267-d6eea8fb-7372:High:Controller LAN:Risk Accepted,DUB-SE3007_3-LINE2:10.128.30.73:a79177-1f8267-d6eea8fb-7372:High:Controller LAN:New,Asset Status,Administrator,10.128.30.73,DUB-SE3007_3-LINE2,Low,"Protected data has been overwritten on PLC (DUB-SE3007_3-LINE2, 10.128.30.73) at the Dublin site.",Closed,Complete,
517be8-53cf9f-8e80fe95-dded,5b210c-12d911-a0ec3248-7219,today-15:2864,Complete,New,Closing ticket,Morgan Depp,10.128.30.1,DUB-SONICWALL-FW01,Medium,"A ""MEDIUM"" vulnerability has been added to the National Vulnerability Database (NVD) that potentially affects 1 asset(s) at the Dublin site.",Closed,Complete,
c6964b-0b4577-8178dc92-ca26,5b210c-12d911-a0ec3248-7219,today-18:2864,-,-,Creation,System,10.128.30.1,DUB-SONICWALL-FW01,Medium,"A ""MEDIUM"" vulnerability has been added to the National Vulnerability Database (NVD) that potentially affects 1 asset(s) at the Philadelphia site.",Open,New,
2234c3-e3ddd8-59cde222-2718,f5a530-5be693-e41bbe69-648f,today-29:39490,-,-,Creation,System,10.128.30.34,DUB-SONICWALL-FW02,Info,"The firewall (DUB-SONICWALL-FW02, 10.128.30.34) at the Dublin site has been modified by a user (CAPRAP).",Open,New,
91c3ae-1f9310-82490723-5fee,f5a530-5be693-e41bbe69-648f,today-25:73642,Closed,New,Closing Ticket,Morgan Depp,10.128.30.34,DUB-SONICWALL-FW02,Info,"The firewall (DUB-SONICWALL-FW02, 10.128.30.34) at the Dublin site has been modified by a user (CAPRAP).",Closed,Complete,Approved change
c1935a-42867a-c0586404-84ad,532e1d-2b0dd1-b0106205-1e4b,today-19:2855,-,-,Creation,System,10.128.30.35,DUB-SWITCH-LINE1,High,"A ""HIGH"" vulnerability has been added to the National Vulnerability Database (NVD) that potentially affects 3 asset(s) at the Dublin site.",Open,New,
b77f37-4fa2e3-89821dec-ebe7,532e1d-2b0dd1-b0106205-1e4b,today-15:2855,Complete,New,Closing ticket,Harrison Cruise,"10.128.30.35, 10.128.30.66, 10.128.30.18","DUB-SWITCH-LINE1, DUB-SWITCH-LINE2, DUB-SWITCH-ENTERPRISE",High,"A ""HIGH"" vulnerability has been added to the National Vulnerability Database (NVD) that potentially affects 3 asset(s) at the Dublin site.",Closed,Complete,
ff1898-e290a1-3c684f0e-33f3,0a6de6-218b4c-5106fd00-59ab,today-6:38475,-,-,Creation,System,10.128.90.71,PHL-AB1400-CONVEYER02,Medium,"A force was installed on a PLC: PHL-AB1400-CONVEYER02, 10.128.90.71.",Open,New,
f9d8fb-a1efcb-aff96819-9842,07b4f0-699f08-3db24d46-44f8,today-1:74559,-,-,Creation,System,10.128.90.72,PHL-AB1400-LABELER01,Low,"Firmware on a PLC (PHL-AB1400-LABELER01, 10.128.90.72) was upgraded to a newer version: 0 -> 1.",Open,New,
a43182-26ff8e-d5186d3f-57aa,30a27e-470449-cd76147f-46ca,today-29:59657,-,-,Creation,System,10.128.90.72,PHL-AB1400-LABELER01,Low,"Protected data has been overwritten on a PLC (PHL-AB1400-LABELER01, 10.128.90.72) at the Philadelphia site.",Open,New,
fc0ca0-67175a-a2ade166-63cd,30a27e-470449-cd76147f-46ca,today-29:70657,Closed,New,Closing Ticket,Benedict McKellen,10.128.90.72,PHL-AB1400-LABELER01,Low,"Protected data has been overwritten on a PLC (PHL-AB1400-LABELER01, 10.128.90.72) at the Philadelphia site.",Closed,Complete,
46ee06-5746f5-877d28e6-79c6,5f2a00-430458-09c942b1-7fae,today-4:19283,-,-,Creation,System,10.128.90.72,PHL-AB1400-LABELER01,Low,The status mode of PLC PHL-AB1400-LABELER01 (10.128.90.72) has changed to Remote.,Open,New,
85c328-deaf7f-769daaac-ad0b,349e05-6c32c8-12fa2244-8586,today-27:40679,-,-,Creation,System,10.128.90.68,PHL-AB1400-PALLETIZER01,Medium,"Zone communication violation from: Controller LAN (PHL-AB1400-PALLETIZER01, 10.128.90.68) to Enterprise LAN (PHL-APPSVR-ASSETCENTER01, 10.128.90.19).",Open,New,
70caf0-050e74-d1cf6e82-a130,349e05-6c32c8-12fa2244-8586,today-27:50679,Closed,New,Closing Ticket,Benedict McKellen,10.128.90.68,PHL-AB1400-PALLETIZER01,Medium,"Zone communication violation from: Controller LAN (PHL-AB1400-PALLETIZER01, 10.128.90.68) to Enterprise LAN (PHL-APPSVR-ASSETCENTER01, 10.128.90.19).",Closed,Complete,"Permitted violation, need to update the site's local network communication policy."
8efa4d-86871f-6f2076a0-a9a3,4f2705-a6aa2f-972ecfc3-0a9b,today-17:73212,-,-,Creation,System,10.128.90.68,PHL-AB1400-PALLETIZER01,High,"A ""HIGH"" vulnerability has been added to the National Vulnerability Database (NVD) that potentially affects 5 asset(s) at the Philadelphia site.",Open,New,
2baa67-bfd22b-ce5091a3-5875,c1066c-d10c06-a8062dfc-b493,today-6:9122,-,-,Creation,System,10.128.90.68,PHL-AB1400-PALLETIZER01,Info,"Battery is low on power for PLC (PHL-AB1400-PALLETIZER01, 10.128.90.68) at the Philadelphia site.",Open,New,
7d2913-b7fdb6-f58c22c3-f7cd,4f2705-a6aa2f-972ecfc3-0a9b,today-13:73212,Complete,New,Closing ticket,Benedict McKellen,"10.128.90.68, 10.128.90.69, 10.128.90.70, 10.128.90.71, 10.128.90.72","PHL-AB1400-PALLETIZER01, PHL-AB1400-CAMERA01, PHL-AB1400-CONVEYER01, PHL-AB1400-CONVEYER02, PHL-AB1400-LABELER01",High,"A ""HIGH"" vulnerability has been added to the National Vulnerability Database (NVD) that potentially affects 5 asset(s) at the Philadelphia site.",Closed,Complete,
041704-aa0b42-9795b99b-c2e8,5f25e1-f3c2d2-05b04313-baed,today-6:29938,-,-,Creation,System,10.128.90.19,PHL-APPSVR-ASSETCENTER01,Low,"External device (6.6.6.6) attempted to establish an inbound TCP connection through the firewall to server (PHL-APPSVR-ASSETCENTER01, 10.128.90.19) over 2221 (commonly used for EtherNet/IP over TLS).",Open,New,
37a38f-3af5d3-a6404925-960e,070f47-87c713-6f1d603f-db3f,today-1:14178,-,-,Creation,System,10.128.90.11,PHL-APPSVR-CAMERA01,Info,"The server (PHL-APPSVR-CAMERA01, 10.128.90.11) has been seen communicating at the Philadelphia site, but no CMDB entry exists.",Open,New,
a757ac-541ee9-d93e8a75-25ec,c6c8b0-00f091-4b9f9cf0-1545,today-21:8331,-,-,Creation,System,10.128.90.20,PHL-APPSVR-KEPWARE01,High,"A significant increase of denied internal network connections has been detected coming from Internal server (PHL-APPSVR-KEPWARE01, 10.128.90.20) while attempting to communicate from the Philadelphia site to an External device (6.6.6.6).",Open,New,
22e88d-2b79f9-4558abe2-91f9,c6c8b0-00f091-4b9f9cf0-1545,today-20:3631,Closed,New,Closing Ticket,Benedict McKellen,10.128.90.20,PHL-APPSVR-KEPWARE01,High,"A significant increase of denied internal network connections has been detected coming from Internal server (PHL-APPSVR-KEPWARE01, 10.128.90.20) while attempting to communicate from the Philadelphia site to an External device (6.6.6.6).",Closed,Complete,
28f5fa-752754-1ed25abe-f707,2eb548-fe109a-651a04be-aa7d,today-10:2344,-,-,Creation,System,10.128.90.2,PHL-ASA-FW02,Info,"The firewall (PHL-ASA-FW02, 10.128.90.2) at the Philadelphia site has been modified by a user (MILLEK).",Open,New,
028409-a129e4-b783aae8-dacb,2eb548-fe109a-651a04be-aa7d,today-7:4416,Closed,Open,Closing Ticket,Benedict McKellen,10.128.90.2,PHL-ASA-FW02,Info,"The firewall (PHL-ASA-FW02, 10.128.90.2) at the Philadelphia site has been modified by a user (MILLEK).",Closed,Complete,
b6262b-1669e4-c1f13524-8482,2eb548-fe109a-651a04be-aa7d,today-9:34544,In Progress,New,Response Status,Benedict McKellen,10.128.90.2,PHL-ASA-FW02,Info,"The firewall (PHL-ASA-FW02, 10.128.90.2) at the Philadelphia site has been modified by a user (MILLEK).",Open,In Progress,
07494e-6340cc-32dbbcc0-04eb,2eb548-fe109a-651a04be-aa7d,today-7:4356,Open,Closed,Ticket Status,Benedict McKellen,10.128.90.2,PHL-ASA-FW02,Info,"The firewall (PHL-ASA-FW02, 10.128.90.2) at the Philadelphia site has been modified by a user (MILLEK).",Open,New,
7e4d0d-0cdfac-e2f23b31-e21c,6c477a-73d08a-3e0f1745-b6b6,today-17:32845,Complete,New,Closing ticket,Benedict McKellen,10.128.90.66,PHL-CISCO-SW01,Medium,"A ""MEDIUM"" vulnerability has been added to the National Vulnerability Database (NVD) that potentially affects 1 asset(s) at the Philadelphia site.",Closed,Complete,
112739-a58d48-e3d0d3b0-7572,6c477a-73d08a-3e0f1745-b6b6,today-20:32845,-,-,Creation,System,10.128.90.66,PHL-CISCO-SW01,Medium,"A ""MEDIUM"" vulnerability has been added to the National Vulnerability Database (NVD) that potentially affects 1 asset(s) at the Philadelphia site.",Open,New,
1728ad-2f57ae-6bda92fb-898f,aa5de7-826028-f4147321-49c6,today-4:29483,-,-,Creation,System,10.128.90.38,PHL-EWS01-MAIN,Medium,"Zone communication violation from Manufacturing LAN (PHL-EWS01-MAIN, 10.128.90.38) to Enterprise LAN (PHL-APPSVR-ASSETCENTER01, 10.128.90.19).",Open,New,
2e997c-e729a5-a4168993-d2e3,711275-7639b8-bd57af44-c71f,today-4:72743,-,-,Creation,System,10.128.90.35,PHL-HMI01-PKG,Info,"The PLC (PHL-HMI01-PKG, 10.128.90.35) has a major error of X400: Configuration Error - General configuration error; no additional information.",Open,New,
da82b1-5f5f94-36015398-b957,ee2ae0-a2f8ea-6d8bf6ce-f384,today-16:30604,-,-,Creation,System,10.128.90.36,PHL-HMI01-SHP,Info,"A new static IP address (10.128.90.36) has been assigned for a HMI (PHL-HMI01-SHP, 10.128.90.51) at the Philadelphia site.",Open,New,
0ce082-b6e39d-82a5bb41-d59f,ee2ae0-a2f8ea-6d8bf6ce-f384,today-14:76604,Closed,New,Closing Ticket,Benedict McKellen,10.128.90.36,PHL-HMI01-SHP,Info,"A new static IP address (10.128.90.36) has been assigned for a HMI (PHL-HMI01-SHP, 10.128.90.51) at the Philadelphia site.",Closed,Complete,Updated as part of the shift to more consistent IP practices.
01a498-1e6611-4d34ff33-d2e2,c397e6-a066e5-c1d2d4d4-bc33,today-5:29483,-,-,Creation,System,10.128.90.37,PHL-OWS01-MAIN,Low,The workstation PHL-OWS01-MAIN (10.128.90.37) has not communicated in over 30 days.,Open,New,
37de2f-c5df44-053a5b2c-5064,b09dc1-d45fd6-f6ce8c0c-4f54,today-19:54324,Complete,New,Closing ticket,Idris Hopkins,"10.128.80.35, 10.128.80.66","SJN-CISCO-SW01, SJN-CISCO-SW02",Medium,"A ""MEDIUM"" vulnerability has been added to the National Vulnerability Database (NVD) that potentially affects 2 asset(s) at the San Juan site.",Closed,Complete,
76cc57-379112-7e0ecaa0-109d,b09dc1-d45fd6-f6ce8c0c-4f54,today-25:54325,-,-,Creation,System,10.128.80.66,SJN-CISCO-SW02,Medium,"A ""MEDIUM"" vulnerability has been added to the National Vulnerability Database (NVD) that potentially affects 2 asset(s) at the San Juan site.",Open,New,
da0a4b-78d354-fa0e92d8-dda5,607ecf-0d9311-3ad89935-c32a,today-29:60634,-,-,Creation,System,10.128.80.12,SJN-DELTAV-APP01,Medium,"External device (6.6.6.6) was denied while attempting to establish an inbound UDP connection through the firewall to a server (SJN-DELTAV-APP01, 10.128.80.12) over 88 (commonly used for HTTP).",Open,New,
47a8ea-470925-fe7614b7-6ee9,607ecf-0d9311-3ad89935-c32a,today-28:70634,Closed,New,Closing Ticket,Idris Hopkins,10.128.80.12,SJN-DELTAV-APP01,Medium,"External device (6.6.6.6) was denied while attempting to establish an inbound UDP connection through the firewall to a server (SJN-DELTAV-APP01, 10.128.80.12) over 88 (commonly used for HTTP).",Closed,Complete,
bd2724-15b777-3d3c0852-dd3f,6244a4-161ca6-829b7608-08ee,today-7:1385,-,-,Creation,System,10.128.80.12,SJN-DELTAV-APP01,High,"The server (SJN-DELTAV-APP01, 10.128.80.12) has an unusual increase in connections.",Open,New,
d4f607-484366-1b95b744-6678,6244a4-161ca6-829b7608-08ee,today-5:42394,In Progress,New,Response Status,Idris Hopkins,10.128.80.12,SJN-DELTAV-APP01,High,"The server (SJN-DELTAV-APP01, 10.128.80.12) has an unusual increase in connections.",Open,In Progress,
b54463-cb94f5-79697df9-b8ce,9caf70-787c36-90a06f0d-436d,today-5:19283,-,-,Creation,System,10.128.80.42,SJN-ENG-EWS02,Medium,"External device (6.6.6.6) was denied while attempting to establish an inbound connection through the firewall to workstation (SJN-ENG-EWS02, 10.128.80.42) over 194 (commonly used for IRC).",Open,New,
401876-e220d8-5fd96380-99f8,c82496-12e989-e7cd06b5-4d1c,today-1:21979,-,-,Creation,System,10.128.80.43,SJN-HMI01-FILL1,Info,"A new static IP address (10.128.80.43) has been assigned for a HMI (SJN-HMI01-FILL1, 10.128.80.43) at the San Juan site.",Open,New,
a29618-f45d84-3c73b7b6-e80e,c82496-12e989-e7cd06b5-4d1c,today-1:72979,Closed,New,Closing Ticket,Idris Hopkins,10.128.80.43,SJN-HMI01-FILL1,Info,"A new static IP address (10.128.80.43) has been assigned for a HMI (SJN-HMI01-FILL1, 10.128.80.43) at the San Juan site.",Closed,Complete,
0bd173-404d70-46da1d65-aff0,0dae86-adcb6b-adde351f-245e,today-10:50847,-,-,Creation,System,10.128.80.44,SJN-HMI02-FILL1,Low,The HMI SJN-HMI02-FILL1 (10.128.80.44) has communicated to a new device: SJN-WONDERW-MES01 (10.128.80.11),Open,New,
779412-760dfb-4fc8285d-9b8b,0dae86-adcb6b-adde351f-245e,today-3:50847,Closed,In Progress,Closing Ticket,Idris Hopkins,10.128.80.44,SJN-HMI02-FILL1,Low,The HMI SJN-HMI02-FILL1 (10.128.80.44) has communicated to a new device: SJN-WONDERW-MES01 (10.128.80.11),Closed,Complete,Approved change.
61ef0d-1dbc70-bcf3177b-d2ed,0dae86-adcb6b-adde351f-245e,today-8:50847,In Progress,New,Closing Ticket,Idris Hopkins,10.128.80.44,SJN-HMI02-FILL1,Low,The HMI SJN-HMI02-FILL1 (10.128.80.44) has communicated to a new device: SJN-WONDERW-MES01 (10.128.80.11),Closed,Complete,
0d1de3-2d7486-5a97f3c5-839c,6d4475-f5d4fa-47fb0382-8cb0,today-3:73234,-,-,Creation,System,10.128.80.44,SJN-HMI02-FILL1,Medium,The HMI SJN-HMI02-FILL1 (10.128.80.44) has not communicated in over 30 days.,Open,New,
077773-78f970-7a2f6362-cbd7,f6cb91-305fa4-9511699f-0f08,today-16:62290,-,-,Creation,System,10.128.80.19,SJN-HR-DSK01,Info,"A workstation (SJN-HR-DSK01, 10.128.80.19) has been seen communicating at the San Juan site, but no CMDB entry exists.",Open,New,
554f13-bc26ca-f55145e1-ede1,f6cb91-305fa4-9511699f-0f08,today-16:62290,Closed,In Progress,Closing Ticket,Idris Hopkins,10.128.80.19,SJN-HR-DSK01,Info,"A workstation (SJN-HR-DSK01, 10.128.80.19) has been seen communicating at the San Juan site, but no CMDB entry exists.",Closed,Complete,Workstation was added to the CMDB.
7fbe58-60e277-c4b518c1-d711,f6cb91-305fa4-9511699f-0f08,today-16:62290,In Progress,New,Response Status,Idris Hopkins,10.128.80.19,SJN-HR-DSK01,Info,"A workstation (SJN-HR-DSK01, 10.128.80.19) has been seen communicating at the San Juan site, but no CMDB entry exists.",Open,In Progress,
ef2e78-132da6-4b7e299b-8da9,76f5a7-bf7d07-e61d1aea-9e86,today-6:1933,-,-,Creation,System,10.128.80.40,SJN-OWS01-LINE3,Low,Multiple active IP addresses are assigned to a workstation (SJN-OWS01-LINE3) at the San Juan site.,Open,New,
c6dfae-6d08a2-737672a8-481b,2f413e-f8153c-507b1b62-fb9d,today-5:39558,-,-,Creation,System,10.128.80.71,SJN-SE3007_1-FINISH1,Info,"A new static IP address (10.128.80.71) has been assigned for a PLC (SJN-SE3007_1-FINISH1, 10.128.80.21) at the San Juan site.",Open,New,
1ef341-41ce62-0c7af39e-5815,676763-d4c707-cca2e4ae-6b17,today-4:81032,-,-,Creation,System,10.128.80.69,SJN-SE3007_2-FILL1,Medium,"A failed login attempt has occurred on PLC (SJN-SE3007_2-FILL1, 10.128.80.69) at the San Juan site.",Open,New,
e5390b-7615ca-f804ff74-8efa,9a50cc-3c8bb1-60c42f4a-2595,today-6:63344,-,-,Creation,System,10.128.80.70,SJN-SE3007_3-FILL1,Low,The status mode of PLC SJN-SE3007_3-FILL1 (10.128.80.70) has changed to Remote.,Open,New,
e71eef-621639-eb3d948c-ca4f,9a50cc-3c8bb1-60c42f4a-2595,today-5:63344,Closed,New,Closing Ticket,Idris Hopkins,10.128.80.70,SJN-SE3007_3-FILL1,Low,The status mode of PLC SJN-SE3007_3-FILL1 (10.128.80.70) has changed to Remote.,Closed,Complete,Local engineer performed local updates over the network.
3c453f-bd4003-bf19a26d-9bf8,0a4a25-e7a20c-0055c862-3184,today-2:48694,-,-,Creation,System,10.128.80.11,SJN-WONDERW-MES01,Low,The server SJN-WONDERW-MES01 (10.128.80.11) has communicated to a new device: SJN-SE3007_3-FILL1 (10.128.80.70).,Open,New,
610952-0a5c62-40438227-5013,4bc3f6-4cf368-53dbca4d-2cd0,today-17:32846,Complete,New,Closing ticket,Idris Hopkins,10.128.80.11,SJN-WONDERW-MES01,Medium,"A ""HIGH"" vulnerability has been added to the National Vulnerability Database (NVD) that potentially affects 5 asset(s) at the Philadelphia site.",Closed,Complete,
64142e-eb92b1-4a741fad-74f9,4bc3f6-4cf368-53dbca4d-2cd0,today-21:32846,-,-,Creation,System,10.128.80.11,SJN-WONDERW-MES01,Medium,"A ""MEDIUM"" vulnerability has been added to the National Vulnerability Database (NVD) that potentially affects 1 asset(s) at the San Juan site.",Open,New,
6b7b00-d7dfa6-482d06d3-a3c9,0abcdf-861084-61b04764-be20,today-4:38495,-,-,Creation,System,10.128.70.20,TUS-CENTUMVP-APP02,Info,"The server (TUS-CENTUMVP-APP02, 10.128.70.20) has been seen communicating at the Tuas site, but no CMDB entry exists.",Open,New,
185b3b-3489e5-34cc6818-e8be,17243f-a56e5e-343c94bc-36ed,today-16:61091,-,-,Creation,System,10.128.70.76,TUS-ENG-EWS01,High,Detected network scanning from External host 6.6.6.6 to Internal IP 10.128.70.76.,Open,New,
3aeade-6e931b-ea8b8efe-e2c5,17243f-a56e5e-343c94bc-36ed,today-15:61091,Closed,New,Closing Ticket,Matt Pitt,10.128.70.76,TUS-ENG-EWS01,High,Detected network scanning from External host 6.6.6.6 to Internal IP 10.128.70.76.,Closed,Complete,
a357c3-062657-7a03d505-17c5,facdb2-cf6b78-e759eb3c-2216,today-27:4243,-,-,Creation,System,10.128.70.21,TUS-EXAQUANTUM-APP01,Low,Multiple active IP addresses are assigned to a server (TUS-EXAQUANTUM-APP01) at the Tuas site.,Open,New,
ea5d10-679179-c14e9f70-70a0,facdb2-cf6b78-e759eb3c-2216,today-27:4243,Closed,In Progress,Closing Ticket,Ralph Connery,10.128.70.21,TUS-EXAQUANTUM-APP01,Low,Multiple active IP addresses are assigned to a server (TUS-EXAQUANTUM-APP01) at the Tuas site.,Closed,Complete,Site approved the use of multiple IP addresses for this specific asset.
27a095-59e2b2-6330ecb7-7e7a,facdb2-cf6b78-e759eb3c-2216,today-27:4243,In Progress,New,Response Status,Ralph Connery,10.128.70.21,TUS-EXAQUANTUM-APP01,Low,Multiple active IP addresses are assigned to a server (TUS-EXAQUANTUM-APP01) at the Tuas site.,Open,In Progress,
c52020-d8598c-7abfe2b3-5419,e128eb-492a03-45ba084d-ef3d,today-3:10193,-,-,Creation,System,10.128.70.22,TUS-EXAQUANTUM-APP02,Low,The server TUS-EXAQUANTUM-APP02 (10.128.70.22) has communicated to a new device: TUS-FA-M3V_2-LINE1 (10.128.70.101).,Open,New,
16ffc7-e85e14-56f4b4fd-26bd,90dc8b-55f7f8-d0cc5b00-5509,today-24:54326,-,-,Creation,System,10.128.70.100,TUS-FA-M3V_1-LINE1,High,"A ""HIGH"" vulnerability has been added to the National Vulnerability Database (NVD) that potentially affects 8 asset(s) at the Tuas site.",Open,New,
68c6b1-0ac365-7f3df7d4-df8b,90dc8b-55f7f8-d0cc5b00-5509,today-19:54326,Complete,New,Closing ticket,Matt Pitt,"10.128.70.100, 10.128.70.101, 10.128.70.102, 10.128.70.103, 10.128.70.104, 10.128.70.105, 10.128.70.106, 10.128.70.107","TUS-FA-M3V_1-LINE1, TUS-FA-M3V_2-LINE1, TUS-FA-M3V_1-LINE2, TUS-FA-M3V_2-LINE2, TUS-FA-M3V_1-LINE3, TUS-FA-M3V_2-LINE3, TUS-FA-M3V_1-LINE4, TUS-FA-M3V_2-LINE4",High,"A ""HIGH"" vulnerability has been added to the National Vulnerability Database (NVD) that potentially affects 8 asset(s) at the Tuas site.",Closed,Complete,
d2c4ec-9e550e-5c2c0073-4ce5,8b6437-a142ee-7bcbdad3-6c18,today-29:40745,In Progress,New,Response Status,Matt Pitt,10.128.70.102,TUS-FA-M3V_1-LINE2,Medium,"A PLC (TUS-FA-M3V_1-LINE2, 10.128.70.102) at the Tuas site that is assigned to the 10.128.70.96/27 subnet block has been seen communicating from outside of its designated block to 10.128.70.16/28.",Open,In Progress,Site in process of re-subnetting.
750672-6c8530-c2968fc9-06eb,b4016b-56060a-cdac3d6c-b06b,today-7:29222,-,-,Creation,System,10.128.70.106,TUS-FA-M3V_1-LINE4,Info,Logic updates were applied to TUS-FA-M3V_1-LINE4 (10.128.70.106).,Open,New,
f62ef1-eea68a-c76ad1b2-ff99,671362-a88771-33de08aa-a04d,today-8:78254,-,-,Creation,System,10.128.70.101,TUS-FA-M3V_2-LINE1,Low,The status mode of PLC TUS-FA-M3V_2-LINE1 (10.128.70.101) has changed to Remote.,Open,New,
8804c1-7595ee-37704971-c40d,671362-a88771-33de08aa-a04d,today-6:3857,In Progress,New,Response Status,Matt Pitt,10.128.70.101,TUS-FA-M3V_2-LINE1,Low,The status mode of PLC TUS-FA-M3V_2-LINE1 (10.128.70.101) has changed to Remote.,Open,In Progress,
e42a54-651bfe-35099dbd-5d2c,671362-a88771-33de08aa-a04d,today-4:23943,Ralph Connery,Matt Pitt,Responder,Ralph Connery,10.128.70.101,TUS-FA-M3V_2-LINE1,Low,The status mode of PLC TUS-FA-M3V_2-LINE1 (10.128.70.101) has changed to Remote.,Open,In Progress,
6e02a4-762a62-7b839711-960a,653fb6-4c80cb-f3e0c2e0-55d0,today-6:39484,-,-,Creation,System,10.128.70.103,TUS-FA-M3V_2-LINE2,Low,"A failed login attempt has occurred on PLC (TUS-FA-M3V_2-LINE2, 10.128.70.103) at the Tuas site.",Open,New,
48edb1-a53d7d-7a79839b-a3f7,44072a-e0db36-a2a61c96-4eab,today-7:73954,-,-,Creation,System,10.128.70.107,TUS-FA-M3V_2-LINE4,Info,"A new static IP address (10.128.70.200) has been assigned for a PLC (TUS-FA-M3V_2-LINE4, 10.128.70.107) at the Tuas site.",Open,New,
dc11fe-128625-f35370c9-101f,15cc19-40f5fa-13481bba-141e,today-23:60833,-,-,Creation,System,10.128.70.70,TUS-HMI01-LINE2,High,"An HMI (TUS-HMI01-LINE2, 10.128.70.70) at the Tuas site successfully made an outbound communication with an external device at 6.6.6.6.",Open,New,
009ed0-2a9f16-191700fc-f083,15cc19-40f5fa-13481bba-141e,today-20:60833,Closed,New,Closing Ticket,Meryl Bullock,10.128.70.70,TUS-HMI01-LINE2,High,"An HMI (TUS-HMI01-LINE2, 10.128.70.70) at the Tuas site successfully made an outbound communication with an external device at 6.6.6.6.",Closed,Complete,Site has removed ability for outbound communication from any zone below the DMZ.
547e40-2c3212-51ae7ee6-f584,5d23ec-95fb43-0fb67b0b-233f,today-6:48559,-,-,Creation,System,10.128.70.70,TUS-HMI01-LINE2,Low,Multiple active IP addresses are assigned to an HMI (TUS-HMI01-LINE2) at the Tuas site.,Open,New,
24f341-f5c9dd-a9be2c8f-2519,368ffd-ef3244-094a77b7-dcde,today-20:49284,-,-,Creation,System,10.128.70.67,TUS-JUNIPER-SW03,High,"A ""HIGH"" vulnerability has been added to the National Vulnerability Database (NVD) that potentially affects 2 asset(s) at the Tuas site.",Open,New,
6023ff-a45184-fbb98687-4310,368ffd-ef3244-094a77b7-dcde,today-15:49284,Complete,New,Closing ticket,Matt Pitt,"10.128.70.67, 10.128.70.98","TUS-JUNIPER-SW03, TUS-JUNIPER-SW01",High,"A ""HIGH"" vulnerability has been added to the National Vulnerability Database (NVD) that potentially affects 1 asset(s) at the Tuas site.",Closed,Complete,
