Policy ID, Policy, Description, Recommendation, CQL, URL
AWS_000094, AWS accounts that are not configured to monitor and notify route table changes.,Real-time monitoring of API calls can be achieved by directing CloudTrail Logs to CloudWatch Logs and establishing corresponding metric filters and alarms. It is recommended that a metric filter and alarm be established for route table changes,"Log in to Amazon Console https://console.aws.amazon.com/, choose ""cloudtrail"". Click on ""Trails"" on left navigation pane and create new, or select already existing trail which is enabled across all regions (""Region"" column with value ""All"" and with Read/Write events ""All"") and integrated with cloudwatch. Copy the log group name under ""CloudWatch Logs Log group"" column. Go to ""cloudwatch"" service, click on ""Logs"", select the log group copied and click on ""Create Metric Filter"". Apply the Filter Pattern ""{ ($.eventName = CreateRoute) || ($.eventName = CreateRouteTable) || ($.eventName = ReplaceRoute) || ($.eventName = ReplaceRouteTableAssociation) || ($.eventName = DeleteRouteTable) || ($.eventName = DeleteRoute) || ($.eventName = DisassociateRouteTable) }"" and create metric filter with proper filter name, metric namespace and metric name. Go to ""Alarm"", create an alarm for the metric created in step 5 with an appropriate alarm condition and SNS topic. Make sure at least one user is subscribed to SNS topic selected in step 6", Account should have logMetricAlarmWithSNSOnCloudTrail with [filterPattern='{ ($.eventName = CreateRoute) || ($.eventName = CreateRouteTable) || ($.eventName = ReplaceRoute) || ($.eventName = ReplaceRouteTableAssociation) || ($.eventName = DeleteRouteTable) || ($.eventName = DeleteRoute) || ($.eventName = DisassociateRouteTable) }'], https://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudwatch-alarms-for-cloudtrail.html
AWS_000095, AWS accounts that are not configured to monitor and notify VPC changes.,Real-time monitoring of API calls can be achieved by directing CloudTrail Logs to CloudWatch Logs and establishing corresponding metric filters and alarms. It is recommended that a metric filter and alarm be established for VPC changes,"Log in to Amazon Console https://console.aws.amazon.com/, choose ""cloudtrail"". Click on ""Trails"" on left navigation pane and create new, or select already existing trail which is enabled across all regions (""Region"" column with value ""All"" and with Read/Write events ""All"") and integrated with cloudwatch. Copy the log group name under ""CloudWatch Logs Log group"" column. Go to ""cloudwatch"" service, click on ""Logs"", select the log group copied and click on ""Create Metric Filter"". Apply the Filter Pattern ""{ ($.eventName = CreateVpc) || ($.eventName = DeleteVpc) || ($.eventName = ModifyVpcAttribute) || ($.eventName = AcceptVpcPeeringConnection) || ($.eventName = CreateVpcPeeringConnection) || ($.eventName = DeleteVpcPeeringConnection) || ($.eventName = RejectVpcPeeringConnection) || ($.eventName = AttachClassicLinkVpc) || ($.eventName = DetachClassicLinkVpc) || ($.eventName = DisableVpcClassicLink) || ($.eventName = EnableVpcClassicLink) }"" and create metric filter with proper filter name, metric namespace and metric name. Go to ""Alarm"", create an alarm for the metric created in step 5 with an appropriate alarm condition and SNS topic. Make sure at least one user is subscribed to SNS topic selected in step 6", Account should have logMetricAlarmWithSNSOnCloudTrail with [filterPattern='{ ($.eventName = CreateVpc) || ($.eventName = DeleteVpc) || ($.eventName = ModifyVpcAttribute) || ($.eventName = AcceptVpcPeeringConnection) || ($.eventName = CreateVpcPeeringConnection) || ($.eventName = DeleteVpcPeeringConnection) || ($.eventName = RejectVpcPeeringConnection) || ($.eventName = AttachClassicLinkVpc) || ($.eventName = DetachClassicLinkVpc) || ($.eventName = DisableVpcClassicLink) || ($.eventName = EnableVpcClassicLink) }'], https://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudwatch-alarms-for-cloudtrail.html
AWS_000096, Cloud Trails with logs that are not encrypted at rest using KMS CMKs.,Cloud Trail log files delivered to S3 buckets are encrypted by Amazon server-side encryption with Amazon S3-managed encrypted keys (SSE-S3) by default. Another layer of security can be provided by using server-side encryption with AWS KMS–managed keys (SSE-KMS) for CloudTrail log files.," Log in to Amazon Console https://console.aws.amazon.com/, choose ""cloudtrail"". Click on ""Trails"" on left navigation pane. Click on each trail reported as non-compliant and set ""Encrypt log files with SSE-KMS"" to ""Yes"" in Storage location section. Create a new SSE-KMS key to be used for encryption or provide an existing one", CloudTrail should have kmsEncryptionKey isNotEmpty(), https://docs.aws.amazon.com/awscloudtrail/latest/userguide/encrypting-cloudtrail-log-files-with-aws-kms.html
AWS_000097, ELBs that do not have access logging enabled.,It is a best practice to enable access logging on ELBs to analyze traffic patterns and troubleshoot issues,"Log in to Amazon Console https://console.aws.amazon.com/, Choose EC2. In the Navigation pane, choose ""Load Balancers"". Select the load balancer reported as non-compliant and select ""Edit attributes"" under ""Actions"" drop-down. Check the Enable option next to ""Access logs"" and set the appropriate S3 bucket, and Save the configuration",ELB should have attributes with [key='access_logs.s3.enabled' and value='true'], https://docs.aws.amazon.com/elasticloadbalancing/latest/application/load-balancer-access-logs.html#enable-access-logging
AWS_000098, ELBS(application) with listeners configured to accept non-HTTPs connections.,It is a security best practice to create application load balancers with HTTPS to make the connection secure.,"Log in to Amazon Console https://console.aws.amazon.com/, Choose EC2. In the Navigation pane, choose ""Load Balancers"". Select the load balancer reported as violation, and select tab ""Listeners"". Add new HTTPS listener with appropriate certificates, and delete all HTTP listeners", , https://docs.aws.amazon.com/elasticloadbalancing/latest/application/create-https-listener.html
AWS_000099,ELBS(application) with HTTPs listeners that is associated with security policies that includes support for TLS1.0.,It is a security best practice to create application load balancers with HTTPS and apply security policies that deny TLS 1.0 protocol.,"Log in to Amazon Console https://console.aws.amazon.com/, Choose EC2. In the Navigation pane, choose ""Load Balancers"". Select the load balancer reported as violation, and select tab ""Listeners"". Add new HTTPS listener and delete all HTTP listeners","ELB where type='application' should not have listeners with [protocol='HTTPS' and sslPolicy in ('ELBSecurityPolicy-2016-08', 'ELBSecurityPolicy-FS-2018-06', 'ELBSecurityPolicy-2015-05', 'ELBSecurityPolicy-TLS-1-0-2015-04')]", https://docs.aws.amazon.com/elasticloadbalancing/latest/application/create-https-listener.html#describe-ssl-policies
AWS_000100, IAM groups not associated with any users.,"An IAM group is a collection of IAM users. Groups let you specify permissions for multiple users, which can make it easier to manage the permissions for those users. An IAM group without any user(s) is a potential risk, it can lead to an accidental association of unauthorized users to AWS resources. It is recommended to either have one or more users under an IAM group or delete the group."," Log in to Amazon Console https://console.aws.amazon.com/, Choose IAM Service. In the Navigation pane, choose ""Groups"". Select the group reported as violation and add users under that group or delete the group", IAMGroup should not have associatedUsers isEmpty(), 
AWS_000101, IAM groups not associated with any policies.,"An IAM group is a collection of IAM users. Groups let you specify permissions for multiple users, which can make it easier to manage the permissions for those users. An IAM group without any permission is a security risk, it is recommended to either add required permissions or delete them to adhere to compliance standards."," Log in to Amazon Console https://console.aws.amazon.com/, Choose IAM Service. In the Navigation pane, choose ""Groups"". Select the group reported as violation and associate policies to the group or delete the group", IAMGroup should not have attachedPolicies isEmpty() and inlinePolicies isEmpty(), 
AWS_000102, IAM users with administrative access.,It is a security best practice to grant required Administrative access to only selected users. And as a cloud admin one should be aware of IAM users with Administrative privileges.,This is more of an information policy to let C3M admins know the IAM Administrators in an account. If every IAM Administrator user is created with proper justification you can ignore this policy, IAMUser should not have administrativeAccess=true, https://docs.aws.amazon.com/IAM/latest/UserGuide/best-practices.html#grant-least-privilege
AWS_000103,Cloud Trails logging to S3 bucket with access logging not configured.,S3 bucket access logs provide detailed records of the requests that are made to the corresponding bucket. They are useful in security and access audits. It is a security best practice to enable access logging on S3 bucket that stores the cloudtrail logs. Note: This policy checks for S3 buckets in the same account.,"Log in to Amazon Console https://console.aws.amazon.com/, choose ""cloudtrail"". Click on ""Trails"" on left navigation pane. Click on each trail reported as non-compliant and copy the S3 bucket name under ""Storage Location"" section. Go to S3 and select the S3 bucket with the name copied. Click on ""Properties"" tab, select ""Server access logging"", select ""Enable logging"" and configure the required parameters",CloudTrail where s3Bucket isNotEmpty() should have bucketLogging=true,https://docs.aws.amazon.com/AmazonS3/latest/user-guide/server-access-logging.html
AWS_000104,Cloud Trails logging to S3 buckets that are publicly accessible.,"CloudTrail records all API calls on AWS account and delivers the log files to S3 bucket. The recorded information includes the identity of the API caller, the time of the API call, the source IP address of the API caller, the request parameters, and the response elements returned by the AWS service. It is a best practice to restrict access to S3 bucket that stores the cloudtrail logs. Note: This policy checks for S3 buckets in the same account.","Log in to Amazon Console https://console.aws.amazon.com/, choose ""cloudtrail"". Click on ""Trails"" on left navigation pane. Click on each trail reported as non-compliant and copy the S3 bucket name under ""Storage Location"" section. Go to S3, and select the S3 bucket with the name copied. Click on ""permissions"" tab and select ""Block public access"" and select ""Block all public access"" and save the configuration",CloudTrail where s3Bucket isNotEmpty() should not have bucketAccessPublic=true,https://docs.aws.amazon.com/AmazonS3/latest/user-guide/block-public-access-bucket.html
AWS_000105,S3 buckets that do not have a versioning enabled.,S3 bucket versioning helps to keep multiple variants of an object in the same bucket. Using versioning one can archive or retrieve any version of the object in the bucket. It is a security best practice to enable versioning on S3 buckets to recover from accidental deletion or overwrites on objects.,"Log in to Amazon Console https://console.aws.amazon.com/, Choose S3. Select the S3 bucket reported under violation. Click on ""Properties"" tab, select ""Versioning"". Click on ""Enable versioning"" checkbox to enable versioning",S3Bucket should not have (versioning isEmpty() or versioningStatus='Suspended'),https://docs.aws.amazon.com/AmazonS3/latest/dev/Versioning.html
AWS_000106,S3 buckets that do not have lifecycle policies configured.,Lifecycle policies comprises a set of rules with predefined actions that Amazon S3 applies to a group of objects. They help in cost-effectively managing objects stored in S3 buckets by transitioning them to different storage classes. It is a best practice to configure lifecycle policies on S3 buckets.,"Log in to Amazon Console https://console.aws.amazon.com/, Choose S3. Select the S3 bucket reported under violation. Click on ""Management"" tab, select ""Lifecycle"". Click on ""Add lifecycle rule"" button to add lifecycle policy",S3Bucket should have lifecyclePolicyRules isNotEmpty(),https://docs.aws.amazon.com/AmazonS3/latest/user-guide/create-lifecycle.html
AWS_000107, VPCs that do not have flowlogs enabled.,VPC Flow Logs capture the information about the IP traffic entering in & out of the network interfaces. It can be used for troubleshooting purposes to know why the traffic is not reaching a particular instance or for security monitoring of the incoming traffic to EC2 instances. It is a security best practice to enable VPC flow logs.," Log in to Amazon Console https://console.aws.amazon.com/, Choose VPC Service. In the Navigation pane, choose ""Your VPCs"". Select the VPC reported under violation. Click on the ""Flow Logs"" tab and click ""Create flow log"" button to create flow log", VPC should have flowLogsEnabled=true, https://docs.aws.amazon.com/vpc/latest/userguide/flow-logs.html
AWS_000108, Internet Gateways that are not associated with any VPCs.,"Internet Gateways allow communication between instances in VPC and the internet. They provide a target in VPC route tables for internet-routable traffic and also perform network address translation (NAT) for instances that have been assigned public IPv4 addresses. By default, AWS VPC has a limit of 5 internet gateways per region, so it is a best practice to make sure they are always associated with a VPC and remove any unused internet gateways."," Log in to Amazon Console https://console.aws.amazon.com/, choose ""VPC"". Click on ""Internet Gateways"" on left navigation pane. Click on each internet gateway reported as non-compliant and delete it or attach to a VPC", InternetGateway should not have attachedVPCs isEmpty(), https://docs.aws.amazon.com/vpc/latest/userguide/VPC_Internet_Gateway.html
AWS_000109, VPN Gateways that are not associated with any VPCs.,"Virtual Private Gateways allow communication between cloud infrastructure and the remote customer network. They help in establishing VPN connection between VPC and the customer gateway. By default, AWS VPC has a limit of 5 virtual private gateways per region, so it is a best practice to make sure virtual private gateways are always associated with a VPC and remove any unused virtual private gateways."," Log in to Amazon Console https://console.aws.amazon.com/, choose ""VPC"". Click on ""Virtual Private Gateways"" on left navigation pane. Click on each virtual private gateway reported as non-compliant and delete it or attach to a VPC", VpnGateway should not have attachedVPCs isEmpty(),https://docs.aws.amazon.com/vpn/latest/s2svpn/VPC_VPN.html
AWS_000110,Network ACLs that allow access on ALL ports from ALL external sources(0.0.0.0/0).,"Network ACL acts as a firewall for controlling traffic in and out of one or more subnets in a VPC. Allowing Inbound traffic from all external IPv4 addresses - 0.0.0.0/0 to ALL ports is always a risky configuration. It can lead to attacks like DoS, Brute Force, Smurf, and reconnaissance. It is a security best practice to restrict inbound traffic to only required port(s), and that too from known IP ranges."," Log in to Amazon Console https://console.aws.amazon.com/, choose ""VPC"". In the Navigation pane, choose ""Network ACLs"". Select each network ACL reported as non-compliant, click on the ""Inbound Rules"" tab and click ""Edit Inbound Rules"". Replace the ALLOW rules to grant access to only specific port(s) and IP range(s) combinations as required",NetworkACL should not have entries with [egress=false and ruleAction='Allow' and cidr='0.0.0.0/0' and ((fromPort isEmpty() and toPort isEmpty()) or (fromPort=0 and toPort=65535))], https://docs.aws.amazon.com/vpc/latest/userguide/vpc-network-acls.html
AWS_000111,Network ACLs that allow access on ALL ports to ALL external sources(0.0.0.0/0).,"Network ACL acts as a firewall for controlling traffic in and out of one or more subnets in a VPC.  Allowing outbound traffic to all external IPv4 addresses - 0.0.0.0/0 on ALL ports is always a risky configuration. It leads to internal systems accessing unwanted or untrusted resources on the external network. It is a security best practice to restrict outbound traffic to only required port(s), and that too to known IP ranges."," Log in to Amazon Console https://console.aws.amazon.com/, choose ""VPC"". In the Navigation pane, choose ""Network ACLs"". Select each network ACL reported as non-compliant, click on the ""Outbound Rules"" tab and click ""Edit Outbound Rules"". Replace the ALLOW rules to grant access to only specific port(s) and IP range(s) combinations as required",NetworkACL should not have entries with [egress=true and ruleAction='Allow' and cidr='0.0.0.0/0' and ((fromPort isEmpty() and toPort isEmpty()) or (fromPort=0 and toPort=65535))], https://docs.aws.amazon.com/vpc/latest/userguide/vpc-network-acls.html
AWS_000112, IAM Roles that allow cross account access without external id or MFA.,IAM roles can be used to grant access to an organization's AWS resources to AWS account owned by thirdparty by assuming the permission granted through the role. It is a security best practice to have IAM Roles designated for cross-account access to be configured with an external ID or MFA for additional security.," Log in to Amazon Console https://console.aws.amazon.com/, Choose ""IAM"". In the Navigation pane, choose ""Roles"". Click on name of each role reported as violation. Select ""Trust Relationships"" tab and click on ""Edit trust relationship"". Update the policy statement granting cross account access with either (a) a condition checking external ID as ""Condition"": { ""StringEquals"": { ""sts:ExternalId"": ""external-ID""} } or (b) a condition checking use of MFA ""Condition"": { ""StringEquals"": { ""Bool"": { ""aws:MultiFactorAuthPresent"": ""true"" } }", , https://docs.aws.amazon.com/IAM/latest/UserGuide/id_roles_common-scenarios_third-party.html
AWS_000113, Customer Master Keys not enabled with auto-rotation of keying material.,"CMKs are used internally to decrypt up to 4 kilobytes of data directly or to encrypt generated data keys, which are then used to encrypt or decrypt larger amounts of data outside of the service. It is a security best practice to periodically rotate or change keys."," Log in to Amazon Console https://console.aws.amazon.com/, Choose ""Key Management Service"". In the Navigation pane, choose ""Customer Managed Keys"". Click on ""Key ID"" of each key reported as violation. Click on ""Key rotation"" tab and enable ""Automatically rotate this CMK every year""", CMK should have keyRotationEnabled=true, https://docs.aws.amazon.com/kms/latest/developerguide/rotate-keys.html
AWS_000114,ACM certificates about to expire in 30 days.,"ACM is used for creating and managing SSL/TLS certificates for AWS based websites and applications. ACM automatically renews Amazon-issued certificates if they are associated with a supported AWS service, but It doesn’t renew any customer imported certificates, customer needs to manually re-import the new certificate before they expire. ACM attempts automatic renewal of Amazon-issued certificates 60 days prior to expiration. If there are any problems in renewal process, ACM sends email notification with further instructions on how to manually fix the renewal problem. This policy lists all the certificates that are due for renewal in 30 days, so you need to follow the instructions to renew the certificate."," Log in to Amazon Console https://console.aws.amazon.com/, Choose ""Certificate Manager"". Select the certificate reported under violation, and check “Type” of the certificate. If the certificate type is “Imported”, click on “Reimport certificate” button and provide the details for new certificate and click “Review and Import”. If the certificate type is “Amazon Issued”, follow the instructions received in email", , https://docs.aws.amazon.com/acm/latest/userguide/check-certificate-renewal-status.html
AWS_000115, Expired ACM certificates.,ACM is used for creating and managing SSL/TLS certificates for AWS based websites and applications. It is a security best practice to remove expired certificate from repository. It avoids any  accidental association of the expired certificates to AWS services.," Log in to Amazon Console https://console.aws.amazon.com/, Choose ""Certificate Manager"". Select the certificate reported as violation and check field ""Status"". If Status is EXPIRED, click on ""Actions"" and select ”Delete"" to delete certificate permanently", ACMCertificate should not have status='EXPIRED', https://docs.aws.amazon.com/acm/latest/userguide/gs-acm-delete.html
AWS_000116, Expired IAM server certificates.,IAM is used as a certificate manager for SSL/TLS certificates from external provider. It is a security best practice to remove expired certificate from repository. It avoids any  accidental association of the expired certificates to AWS services.," This can be fixed only through CLI or AWS SDK APIs. To delete a certificate using IAM API, send a ""DeleteServerCertificate"" request. Use AWS CLI to remove expired certificate ""aws iam delete-server-certificate --server-certificate-name ExpiredCertificateName""", , https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_server-certs.html#delete-server-certificate
AWS_000117,IAM server certificates about to expire in 30 days.,"IAM is used as a certificate manager for SSL/TLS certificates from external provider. It is a security best practice to renew certificates before they expire. Customer needs to manually delete the old certificate and import the new certificate. This policy lists all the certificates that are due for renewal in 30 days, so you need to follow the instructions to renew the certificate."," This can be fixed only through CLI or AWS SDK APIs. To renew IAM server certificate, delete the old certificate with ""DeleteServerCertificate"" and then send an ""UploadServerCertificate"" request for the new one. Use AWS CLI to delete old certificate ""aws iam delete-server-certificate --server-certificate-name OldCertificateName"". Then, upload new certificate ""aws iam upload-server-certificate --server-certificate-name NewCertificate --certificate-body file://Certificate.pem --certificate-chain file://CertificateChain.pem --private-key file://PrivateKey.pem""", , https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_server-certs.html
AWS_000118, EBS snapshots that do not have encryption enabled.,Snapshots are the backups taken on the Amazon EBS Volumes. They store sensitive and confidential information about your applications stored on the EBS volumes. It is a security best practice to encrypt snapshots so that data at rest is always protected.,"Log in to Amazon Console https://console.aws.amazon.com/, Choose ""EC2"". In the Navigation pane, choose ""Snapshots"". Select the snapshot reported as a violation, go to ""Actions"" and select ""Copy"". In the ""Copy Snapshot"" pop-up check the ""Encrypt this snapshot"" option and click ""Copy"". Once the new encrypted snapshot is created, delete the old unencrypted snapshot", EBSSnapshot should have encrypted=true,https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/ebs-copy-snapshot.html#ebs-snapshot-copy
AWS_000119, EBS volumes that do not have encryption enabled.,"EBS Volume is a durable, block-level storage device that can be attached to a single EC2 instance. It can be used as primary storage for data that requires frequent updates, such as the system drive for an instance or storage for a database application. EBS volumes persist independently from the running life of an EC2 instance. It is a security best practice to encrypt EBS volumes so that data at rest is always protected.","Log in to Amazon Console https://console.aws.amazon.com/, Choose ""EC2"". In the Navigation pane, choose ""Volumes"". Select the unencrypted EBS volume, and create a snapshot of the volume. Go to Snapshots, select the newly created snapshot, and create a copy of the same by checking the Encryption option. Select the newly created encrypted snapshot and create an EBS volume from the snapshot. Delete the old unencrypted volume", EBSVolume should have encrypted=true,https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/EBSEncryption.html#EBSEncryption_considerations
AWS_000120,S3 buckets allowing un-authenticated public WRITE access through ACL.,"Bucket ACLs (Access Control List) are resource based policies that grant access to other aws accounts, users and log group. This policy checks whether S3 bucket is configured to grant WRITE access to aws predefined group http://acs.amazonaws.com/groups/global/AllUsers. This empowers any user on the internet with the write access on s3 bucket objects. It is a best practice to grant limited access to specific authenticated users.","Log in to Amazon Console https://console.aws.amazon.com/, Choose S3. Select the S3 bucket reported under violation. Click on ""Permissions"" tab, select ""Access Control List"". Under Public Access click ""Everyone"", uncheck ""Write Objects"" and save the configurations. Or use AWS CLI to remove ""WRITE"" access to predefined group ""http://acs.amazonaws.com/groups/global/AllUser""",S3Bucket should not have grants with [uri='http://acs.amazonaws.com/groups/global/AllUsers' and permission='WRITE'],https://docs.aws.amazon.com/AmazonS3/latest/dev/acl-overview.html#specifying-grantee
AWS_000121,S3 buckets allowing un-authenticated public READ_ACP access through ACL.,"Bucket ACLs (Access Control List) are resource based policies that grant access to other aws accounts, users and log group. This policy checks whether S3 bucket is configured to grant READ_ACP access to aws predefined group http://acs.amazonaws.com/groups/global/AllUsers. This empowers any user on the internet with the read access on s3 bucket permissions. It is a best practice to grant limited access to specific authenticated users.","Log in to Amazon Console https://console.aws.amazon.com/, Choose S3. Select the S3 bucket reported under violation. Click on ""Permissions"" tab, select ""Access Control List"". Under Public Access click ""Everyone"", uncheck ""Read bucket permissions"" and save the configurations. Or use AWS CLI to remove ""READ_ACP"" access to predefined group ""http://acs.amazonaws.com/groups/global/AllUser""",S3Bucket should not have grants with [uri='http://acs.amazonaws.com/groups/global/AllUsers' and permission='READ_ACP'],https://docs.aws.amazon.com/AmazonS3/latest/dev/acl-overview.html#specifying-grantee
AWS_000122,S3 buckets allowing un-authenticated public WRITE_ACP access through ACL.,"Bucket ACLs (Access Control List) are resource based policies that grant access to other aws accounts, users and log group. This policy checks whether S3 bucket is configured to grant WRITE_ACP access to aws predefined group http://acs.amazonaws.com/groups/global/AllUsers. This empowers any user on the internet with the write access on s3 bucket permissions. It is a best practice to grant limited access to specific authenticated users.","Log in to Amazon Console https://console.aws.amazon.com/, Choose S3. Select the S3 bucket reported under violation. Click on ""Permissions"" tab, select ""Access Control List"". Under Public Access click ""Everyone"", uncheck ""Write bucket permissions"" and save the configurations. Or use AWS CLI to remove ""WRITE_ACP"" access to predefined group ""http://acs.amazonaws.com/groups/global/AllUser""",S3Bucket should not have grants with [uri='http://acs.amazonaws.com/groups/global/AllUsers' and permission='WRITE_ACP'],https://docs.aws.amazon.com/AmazonS3/latest/dev/acl-overview.html#specifying-grantee
AWS_000123,S3 buckets allowing authenticated public WRITE access through ACL.,"Bucket ACLs (Access Control List) are resource based policies that grant access to other aws accounts, users and log group. This policy checks whether S3 bucket is configured to grant WRITE access to aws predefined group http://acs.amazonaws.com/groups/global/AuthenticatedUsers. This empowers any aws authenticated user with the write access on s3 bucket objects. It is a best practice to grant limited access to specific authenticated users."," This can be fixed only through CLI or AWS SDK APIs. Use AWS CLI to remove ""WRITE"" access to predefined group ""http://acs.amazonaws.com/groups/global/AuthenticatedUsers""",S3Bucket should not have grants with [uri='http://acs.amazonaws.com/groups/global/AuthenticatedUsers' and permission='WRITE'],https://docs.aws.amazon.com/AmazonS3/latest/dev/acl-overview.html#specifying-grantee
AWS_000124,S3 buckets allowing authenticated public READ_ACP access through ACL.,"Bucket ACLs (Access Control List) are resource based policies that grant access to other aws accounts, users and log group. This policy checks whether S3 bucket is configured to grant READ_ACP access to aws predefined group http://acs.amazonaws.com/groups/global/AuthenticatedUsers. This empowers any aws authenticated user with the read access on s3 bucket permissions. It is a best practice to grant limited access to specific authenticated users."," This can be fixed only through CLI or AWS SDK APIs. Use AWS CLI to remove ""READ_ACP"" access to predefined group ""http://acs.amazonaws.com/groups/global/AuthenticatedUsers""",S3Bucket should not have grants with [uri='http://acs.amazonaws.com/groups/global/AuthenticatedUsers' and permission='READ_ACP'],https://docs.aws.amazon.com/AmazonS3/latest/dev/acl-overview.html#specifying-grantee
AWS_000125,S3 buckets allowing authenticated public WRITE_ACP access through ACL.,"Bucket ACLs (Access Control List) are resource based policies that grant access to other aws accounts, users and log group. This policy checks whether S3 bucket is configured to grant WRITE_ACP access to aws predefined group http://acs.amazonaws.com/groups/global/AuthenticatedUsers. This empowers any aws authenticated user with the write access on s3 bucket permissions. It is a best practice to grant limited access to specific authenticated users."," This can be fixed only through CLI or AWS SDK APIs. Use AWS CLI to remove ""WRITE_ACP"" access to predefined group ""http://acs.amazonaws.com/groups/global/AuthenticatedUsers""",S3Bucket should not have grants with [uri='http://acs.amazonaws.com/groups/global/AuthenticatedUsers' and permission='WRITE_ACP'],https://docs.aws.amazon.com/AmazonS3/latest/dev/acl-overview.html#specifying-grantee
AWS_000126,ELBs that allow access to port 20 from external sources.,"FTP (File Transfer Protocol) port - 20 is used to setup FTP connection between the client and the server. Allowing access from all IP addresses on the Internet to FTP port makes it vulnerable to “FTP brute force attacks”, “Packet Sniffing” using  Man-In-The-Middle (MITM) attacks. It is a best practice to restrict access from specific IP addresses to port 20.","Log in to Amazon Console https://console.aws.amazon.com/, Choose EC2 or VPC Service. In the Navigation pane, choose ""Security Groups"". Select the security group associated to ELB. Click on the ""Inbound"" tab and click Edit. Replace the rule with Source as 0.0.0.0/0 with specific IP address or delete the rule","ELB where isPublic=true should not have publicInboundRules with [port=20 and protocol in ('tcp', 'udp')]", https://docs.aws.amazon.com/vpc/latest/userguide/VPC_SecurityGroups.html
AWS_000127,ELBs that allow access to port 21 from external sources.,"FTP (File Transfer Protocol) port - 21 is used to transfer data between the client and the server. Allowing access from all IP addresses on the Internet to FTP port makes it vulnerable to “FTP brute force attacks”, “Packet Sniffing” using  Man-In-The-Middle (MITM) attacks. It is a best practice to restrict access from specific IP addresses to port 21.","Log in to Amazon Console https://console.aws.amazon.com/, Choose EC2 or VPC Service. In the Navigation pane, choose ""Security Groups"". Select the security group associated to ELB. Click on the ""Inbound"" tab and click Edit. Replace the rule with Source as 0.0.0.0/0 with specific IP address or delete the rule","ELB where isPublic=true should not have publicInboundRules with [port=21 and protocol in ('tcp', 'udp')]", https://docs.aws.amazon.com/vpc/latest/userguide/VPC_SecurityGroups.html
AWS_000128,ELBs that allow access to port 23 from external sources.,"TELNET port - 23 is used to gain CLI access to the machines. Allowing Inbound traffic from all external IP addresses to TELNET port is vulnerable to “communication sniffing”, “brute force attack” and “DoS attacks”. It is a best practice to restrict access from specific IP addresses to port 23.","Log in to Amazon Console https://console.aws.amazon.com/, Choose EC2 or VPC Service. In the Navigation pane, choose ""Security Groups"". Select the security group associated to ELB. Click on the ""Inbound"" tab and click Edit. Replace the rule with Source as 0.0.0.0/0 with specific IP address or delete the rule","ELB where isPublic=true should not have publicInboundRules with [port=23 and protocol in ('tcp', 'udp')]", https://docs.aws.amazon.com/vpc/latest/userguide/VPC_SecurityGroups.html
AWS_000129,ELBs that allow access to port 25 from external sources.,SMTP port - 25 is used to send/receive emails. Allowing Inbound traffic from all external IP addresses to TCP Port 25 can be vulnerable to DoS and reconnaissance attacks. It is a best practice to restrict access from specific IP addresses to port 25.,"Log in to Amazon Console https://console.aws.amazon.com/, Choose EC2 or VPC Service. In the Navigation pane, choose ""Security Groups"". Select the security group associated to ELB. Click on the ""Inbound"" tab and click Edit. Replace the rule with Source as 0.0.0.0/0 with specific IP address or delete the rule","ELB where isPublic=true should not have publicInboundRules with [port=25 and protocol in ('tcp', 'udp')]", https://docs.aws.amazon.com/vpc/latest/userguide/VPC_SecurityGroups.html
AWS_000130,ELBs that allow access to port 53 from external sources.,"DNS port - 53 is used to query Domain Names to IP address. Allowing Inbound traffic from all external IP addresses to DNS port can be vulnerable to DNS Hijacking, Cache Poisoning, DNS Tunnelling attack. It is a best practice to restrict access from known public DNS server to destination port 53.","Log in to Amazon Console https://console.aws.amazon.com/, Choose EC2 or VPC Service. In the Navigation pane, choose ""Security Groups"". Select the security group associated to ELB. Click on the ""Inbound"" tab and click Edit. Replace the rule with Source as 0.0.0.0/0 with specific IP address or delete the rule","ELB where isPublic=true should not have publicInboundRules with [port=53 and protocol in ('tcp', 'udp')]", https://docs.aws.amazon.com/vpc/latest/userguide/VPC_SecurityGroups.html
AWS_000131,ELBs that allow access to port 135 from external sources.,"Remote Procedure Call (RPC) protocol provides an inter-process communication mechanism that allows a program running on one computer to seamlessly execute code on another remote system. Using RPC protocol an attacker can take any action on your system, like installing programs, viewing, changing or deleting data, or creating new accounts with full privileges. It is a best practice to block RPC port 135 from the public internet.","Log in to Amazon Console https://console.aws.amazon.com/, Choose EC2 or VPC Service. In the Navigation pane, choose ""Security Groups"". Select the security group associated to ELB. Click on the ""Inbound"" tab and click Edit. Replace the rule with Source as 0.0.0.0/0 with specific IP address or delete the rule","ELB where isPublic=true should not have publicInboundRules with [port=135 and protocol in ('tcp', 'udp')]", https://docs.aws.amazon.com/vpc/latest/userguide/VPC_SecurityGroups.html
