asset_category,tags,description,asset,related_info,contributor,asset_type
special,compare,Viewing data together.,"index=""*"" error earliest=-30d latest=@d
| timechart span=1d count as dailyCount
| stats avg(dailyCount) as AveragePerDay
| appendcols [search error earliest=@d latest=now
| stats count as TodaysCount]",,grdhg24,1
special,compare,Avg Value for 24 hours over 30 days compared with todays value- optimized searches,"index=* sourcetype=* error earliest=-30d latest=@h
| timechart span=1h count
| eval StartTime=relative_time(now(),""-24h@h"")
| eval Series=if(_time>=StartTime,""TodaysCount"",""AverageCount"")
| eval Hour = strftime(_time,""%H"")
| chart avg(count) by Hour Series",,grdhg24,1
special,compare,"Comparing equal time ranges in one report. 1 day is 86,400 seconds",... | eval _time = _time + 86400,,grdhg24,1
special,compare,Seven Days Over One Day,"index=* error earliest=-7d@d latest=@d
| eval Series=""Yesterday""
| eval _time = _time + 86400
| append [ search error earliest=@d latest=now
| eval Series = ""Today"" ]
| timechart fixedrange=f span=30m count by Series",,grdhg24,1
special,compare,Day over Day,"index=""*"" error earliest=-1d@d latest=@d
| eval Series=""Yesterday""
| eval _time = _time + 86400
| append [ search tag=failure earliest=@d latest=now
| eval Series = ""Today"" ]
| timechart fixedrange=f span=30m count by Series",http://blogs.splunk.com/2012/02/19/compare-two-time-ranges-in-one-report/,grdhg24,1
special,predict x11,Links to search information. The links contain information on the native splunk predict and x11 commands.,"http://docs.splunk.com/Documentation/Splunk/latest/Search/Aboutpredictiveanalytics
http://blogs.splunk.com/tag/machine-learning/
http://apps.splunk.com/app/1307/
https://splunkbase.splunk.com/app/2890/",,grdhg24,2
misc,email,Send search results to the specified email,"... | sendemail to=""youremail@youraddress.com""",,grdhg24,1
misc,accum,"Save the running total of ""count"" in a field called ""total_count""",... | accum count AS total_count,,grdhg24,1
misc,countdiff delta,"For each event where 'count' exists, compute the difference between count and its previous value and store the result in 'countdiff'.",... | delta count AS countdiff,,grdhg24,1
misc,strcat,"Add the field: ""comboIP"". Values of ""comboIP"" = ""sourceIP"" + ""/"" + ""destIP""","... | strcat sourceIP ""/"" destIP comboIP",,grdhg24,1
misc,relevance,Calculate the relevancy of the search and sort the results in descending order.,... disk error | relevancy | sort -relevancy,,grdhg24,1
misc,fields,"Remove the ""host"" and ""ip"" fields ","... | fields - host, ip",,grdhg24,1
misc,null Null,Build a time series chart of web events by host and fill all empty fields with NULL,... | timechart count by host | fillnull value=NULL,,grdhg24,1
misc,web replace,"Change any host value that ends with ""localhost"" to ""localhost""",... | replace *localhost with localhost in host,,grdhg24,1
misc,highlight,"Highlight the terms ""login"" and ""logout""","... | highlight login,logout",,grdhg24,1
misc,saved search,"Run the ""SEARCH"" saved search",... | savedsearch SEARCH,,grdhg24,1
misc,scrub,Anonymize the current search results,... | scrub,,grdhg24,1
misc,output,"Output the ""_raw"" field of your current search into ""_xml""",... | outputtext,,grdhg24,1
misc,dedup,Remove duplicates of results with the same host value,... | dedup host,,grdhg24,1
misc,distinct dc,"Remove duplicates of results with the same ""host"" value and return the total count of the remaining results",... | stats dc(host),,grdhg24,1
misc,uniq,"For the current search, keep only unique result",... | uniq,,grdhg24,1
misc,output,"Output LookupWrite to ""users.csv"" lookup file (under $SPLUNK_HOME/etc/system/lookups or $SPLUNK_HOME/etc/apps/*/lookups)",... | outputlookup users.csv,,grdhg24,1
misc,sort,"Sort results by ""ip"" value in ascending order and then by ""url"" value in descending order","... | sort ip, -url",,grdhg24,1
misc,head top,Return the first 20 results,... | head 20,,grdhg24,1
misc,reverse,Reverse the order of a result set,... | reverse,,grdhg24,1
misc,inputlookup,"View contents of a look up file. In this case, users.csv",... | inputlookup users.csv,,grdhg24,1
misc,error,Error Search Broken Down by Sourcetype,... error OR failed OR severe OR ( sourcetype=* ( 404 OR 500 OR 503 ) )| timechart count by host,,grdhg24,1
misc,rex erex extract,"Extracts out values like ""7/01"", putting them into the ""monthday"" attribute","... | erex monthday examples=""7/01""",,grdhg24,1
misc,extract delim,"Extract field/value pairs that are delimited by ""|;"", and values of fields that are delimited by ""=:""","... | extract pairdelim=""|;"", kvdelim=""=:"", auto=f",,grdhg24,1
misc,xml extract,"Extract field/value pairs from XML formatted data. ""xmlkv"" automatically extracts values between XML tags",... | xmlkv,,grdhg24,1
misc,rex,"REX in the Search Bar - <<The field comes out as aaa in the interesting fields section>>. Your regex (between the """") needs to be correct for your sample to extract a value.","... | rex field=_raw ""\,\d\d\d\s(?<aaa>[^\s]+)""",,grdhg24,1
misc,addtotals,"Calculate the sums of the numeric fields of each result, and put the sums in the field ""sum""",... | addtotals fieldname=sum,,grdhg24,1
misc,mean,"Return the average (mean) ""size"" for each distinct ""host""",... | chart avg(size) by host,,grdhg24,1
misc,"bins,bucket","Return the the maximum ""delay"" by ""size"", where ""size"" is broken down into a maximum of 10 equal sized buckets",... | chart max(delay) by size bins=10,,grdhg24,1
misc,eval delay avg os,"Return the ratio of the average (mean) ""size"" to the maximum ""delay"" for each distinct ""host"" and ""user"" pair ",... | chart eval(avg(size)/max(delay)) by host user,,grdhg24,1
misc,avg os,"Graph the average ""thruput"" of hosts over time",... | timechart span=5m avg(thruput) by host,,grdhg24,1
misc,outlier os,"Create a timechart of average ""cpu_seconds"" by ""host"", and remove data (outlying values) that may distort the timechart's axis",... | timechart avg(cpu_seconds) by host | outlier action=tf,,grdhg24,1
misc,stats avg os,"Return the average for each hour, of any unique field that ends with the string ""lay"" (for example, delay, xdelay, relay, etc)",... |  stats avg(*lay) BY date_hour,,grdhg24,1
misc,timechart span os,"Calculate the average value of ""CPU"" each minute for each ""host""",... | timechart span=1m avg(CPU) by host,,grdhg24,1
misc,timechart cpu mem os,"Compute the product of the average ""CPU"" and average ""MEM"" each minute for each ""host""","index=INDEX sourcetype=SOURCETYPE
| timechart span=1m
| eval(avg(CPU) * avg(MEM)) by host",,grdhg24,1
misc,convert,Deriving Total Bytes,"index=INDEX sourcetype=SOURCETYPE
| stats sum(total_bytes) as TotalBytes
| eval MB=(TotalBytes)/1048576",,grdhg24,1
web,duration,Request Duration Deviation Critical (processing_time),"index=INDEX sourcetype=SOURCETYPE
| eval processingTime = tonumber(trim(processing_time, ""ms""))
| eval formattedTime = strftime(_time, ""%Y%m%d"")
| eval processingTimeBase = if (formattedTime = ""20121012"", processingTime, null)
| eval processingTimeNow = if (formattedTime = ""20121013"", processingTime, null)
| stats avg(processingTimeBase) as avgProcessingTimeBase, avg(processingTimeNow) as avgProcessingTimeNow by request_type
| eval diff = avgProcessingTimeNow - avgProcessingTimeBase
| eval pctChange = round(diff / avgProcessingTimeBase, 3) * 100
| where pctChange > 10000",,grdhg24,1
misc,duration,Average Processing Time (field = processing_time - could be whatever field you want),"index=""INDEX"" sourcetype=""SOURCETYPE""
| eval processingTime = tonumber(trim(processing_time, ""ms""))
| eval formattedTime = strftime(_time, ""%Y%m%d"")
| eval processingTimeBase = if (formattedTime = ""20121012"", processingTime, null)
| stats avg(processingTimeBase) as ""Average Processing Time""
| rangemap field=""Average Processing Time"" low=0-240 elevated=241-320 severe=321-400 default=severe",,grdhg24,1
misc,summary indexing optimization,Base for Summary Indexing: Dashboard Optimization,"index=_internal source=*splunkd_access.log
| bucket _time span=1h
| sistats avg(some) by _time, method, status
| addinfo
| collect index=",,grdhg24,1
special,output known errors,"What you Don't Know.
(Outputting of known events to a .csv file)
Search #1  Scheduled to populate ""known errors"" table.","index=INDEX sourcetype=SOURCETYPE FIELD=*
| fields + FIELD
| dedup FIELD
| outputlookup known_errors.csv",,Jeff Klumpp,1
special,output known errors,"What you Don't Know.
(Outputting of known events to a .csv file)
Search #2  Scheduled to compare recent errors with table of known errors: I tagged all errors that I found as known and then the search became:
err* OR fail* OR crit* OR down NOT tag=known","index=INDEX sourcetype=SOURCETYPE FIELD=*
| dedup FIELD
| search NOT [inputlookup known_errors.csv
| fields +
| dedup FIELD]",,Jeff Klumpp,1
os,dns security pwn,List of Host Names without Fully Qualified Domain Names,"| metadata type=hosts | rex field=host ""(?<shortHost>[^.]+)$"" | rex field=host ""(?<shortHost>[^.]+)\.""
| dedup shortHost
| table shortHost",,Jeff Klumpp,1
special,predict,Find Future Time Descrepencies by Host,"| metadata type=hosts index=*
| where lastTime > now()
| eval secondsInFuture=lastTime-now()
| eval hrInFuture=round(secondsInFuture/3600,1)
| sort -secondsInFuture
| table host secondsInFuture hrInFuture",,Dmitri McKay,1
special,rare punct,Rare Punctuation by Host,"index=INDEX sourcetype=SOURCETYPE
| err* OR fail* OR crit* OR fatal* OR except* | rex field=punct ""(?<smallpunct>.{5})""
| eval smallpunct= ""*"" + smallpunct
| stats first(_raw) as example count by smallpunct
| sort -count | fields smallpunct,count,example",,Dmitri McKay,1
splunk_internal,rest transforms,List of extractions in transforms.conf,"| rest /services/data/transforms/extractions
| table title eai:appName REGEX FORMAT updated",,grdhg24,1
splunk_internal,rest props pwn,List of Props.conf Extractions ,"| rest /services/data/props/extractions
| table title type value attribute",,grdhg24,1
splunk_internal,rest splunk resource usage,REST Call for Memory & CPU usage on Splunk Servers,"| rest  /services/server/status/resource-usage/hostwide
| eval cpu_count = if(isnull(cpu_count), ""N/A"", cpu_count)
| eval cpu_usage = cpu_system_pct + cpu_user_pct | eval mem_used_pct = round(mem_used / mem * 100 , 2)
| eval mem_used = round(mem_used, 0) | eval mem = round(mem, 0) |eval mem=tostring(mem, ""commas"")
| eval mem_used=tostring(mem_used, ""commas"")
| fields splunk_server, cpu_count, cpu_usage, mem, mem_used, mem_used_pct
| sort - cpu_usage, -mem_used
| rename splunk_server AS Instance, cpu_count AS ""CPU Cores"", cpu_usage AS ""CPU Usage (%)"", mem AS ""Physical Memory Capacity (MB)"", mem_used AS ""Physical Memory Usage (MB)"", mem_used_pct AS ""Physical Memory Usage (%)""",,grdhg24,1
splunk_internal,rest users pwn,Show all currently logged in users,"| rest /services/authentication/current-context
| search NOT username=”splunk-system-user”
| table username roles updated",,grdhg24,1
splunk_internal,rest lookup lookups,REST Call for a list of Lookup Files,"| rest /services/data/transforms/lookups
| table eai:acl.app eai:appName filename title fields_list updated id",,grdhg24,1
splunk_internal,server role status pwn,REST Call for Splunk Server Role Status ,| rest /services/server/introspection | table title splunk_server status updated,,grdhg24,1
splunk_internal,user congestion activity pwn,"Average Splunk Web requests by hour.
This query is pretty awesome! It helped enlighten us to exactly when our splunk infrastructure is being hit with users.","index=_internal sourcetype=splunk_web_access
 [ rest / splunk_server=local
 | fields splunk_server
 | rename splunk_server as host ]
 | bin _time span=1d
 | stats count by date_hour _time
 | appendpipe [ fields _time
 | dedup _time
 | eval date_hour=mvrange(0,24,1)
 | eval count=0
 | mvexpand date_hour ]
 | stats sum(count) as count by date_hour _time
 | stats avg(count) as avg by date_hour
 | sort date_hour",,grdhg24,1
splunk_internal,objects permissions pwn,Splunk Objects With Permissions Granted to Non-existent Roles ,"| rest /servicesNS/-/-/admin/directory count=0 splunk_server=local
 | fields eai:acl.app, eai:acl.owner, eai:acl.perms.*, eai:acl.sharing, eai:location, title
 | eval perms=mvappend('eai:acl.perms.read','eai:acl.perms.write')
 | fields - eai:acl.perms.*
 | mvexpand perms
 | where perms!=""*"" AND NOT
 [
 | rest /servicesNS/-/-/authorization/roles count=0 splunk_server=local
 | fields title
 | rename title as perms
 ]",,grdhg24,1
splunk_internal,memory,Memory Usage and Information on Splunk Server ,"| rest splunk_server=* /services/server/status/resource-usage/hostwide
| stats first(normalized_load_avg_1min) as load_average first(cpu_system_pct) as system, first(cpu_user_pct) as user first(mem) AS mem first(mem_used) AS mem_used by splunk_server | fields splunk_server mem mem_used
| eval pctmemused=round((mem_used/mem)*100).""%""
| table splunk_server pctmemused
| rename splunk_server as ""Splunk Server"" pctmemused as ""Percent of Memory Used""",,grdhg24,1
splunk_internal,rest errors,Detailed list of Errors Per Host,"index=_internal sourcetype=""splunkd"" log_level=""ERROR""
| stats sparkline count dc(host) as uniqhosts last(message) as message last(_time) as last first(_time) as first by punct
| convert ctime(last) ctime(first)
| table message count uniqhosts sparkline first last
| sort -count
| rename message as ""Error Output"" count as Count uniqhosts as ""Number of Hosts"" first as ""First Occurance"" last as ""Most Recent Occurance""",,grdhg24,1
splunk_internal,rest pwn,Index Sizes,"| REST /services/data/indexes
| eval currentDBSizeMB=tostring(currentDBSizeMB, ""commas"")
| eval totalEventCount=tostring(totalEventCount, ""commas"")
| eval frozenTimePeriodInHours=(frozenTimePeriodInSecs/60/60)
| table title splunk_server currentDBSizeMB frozenTimePeriodInHours maxTime minTime totalEventCount",,grdhg24,1
splunk_internal,disk indexes pwn,"Search to show Raw Data Size, Size of Data on the Disk, and Compression Ratio overall","| eventcount summarize=false index=* | dedup index | fields index
| map maxsearches=100 search=""|dbinspect index=\""$index$\""| fields rawSize, sizeOnDiskMB, eventCount | table rawSize, sizeOnDiskMB, eventCount""
| stats sum(rawSize) AS rawTotal, sum(sizeOnDiskMB) AS diskTotalinMB, sum(eventCount) AS Total_Events
| eval rawTotalinMB=(rawTotal / 1024 / 1024)
| eval compression=(diskTotalinMB / rawTotalinMB * 100)
| eval Compression_Ratio=tostring(round((100 - compression),2)) + ""%""
| eval Raw_Total_MB=tostring(round(rawTotalinMB,2),""commas"")
| eval OnDisk_Total_MB=tostring(round(diskTotalinMB,4),""commas"")
| eval Total_Events=tostring(Total_Events,""commas"")
| table Total_Events, Raw_Total_MB, OnDisk_Total_MB, Compression_Ratio",,grdhg24,1
misc,count percentage,Find the count of a number of times something happened for ACTORX VS ALLACTORS and show the ACTORCOUNT and its percentage to the whole.,"index=INDEX sourcetype=SOURCETYPE
| eventstats count as ""total_count""
| eventstats count as ""variable_count"" by YOURVARIABLE
| eval percent=(variable_count/total_count)*100
| stats values(variable_count), values(percent) as percent by YOURVARIABLE",,grdhg24,1
security,windows win,Use threat intelligence data to detect known attacker domains and IP’s.,"https://splunkbase.splunk.com/app/635/
https://splunkbase.splunk.com/app/844/
https://splunkbase.splunk.com/app/1617/","Data Sources:
Proxy: BlueCoat Proxy Logs 
Bro_dns 
Tanium
Browser History compared with Threat Intel.",grdhg24,2
security,windows win,Alert on malware or attack tools being retrieved. ,https://splunkbase.splunk.com/app/1617/,"Data Sources:
IBM ISS Proventia 
CheckPoint Smart Center 
Bro_Files 
Antivirus (such as Trend or Symantec)",grdhg24,2
splunk_internal,alerts pwn,List of fired alerts in Splunk,"| rest /services/alerts/fired_alerts splunk_server=local
| table eai:acl.owner eai:acl.app id title triggered_alert_count",,grdhg24,1
security,windows win,Alert on events that indicate an active exploit occurring.,https://splunkbase.splunk.com/app/1617/,"Data Sources:
IPS/IDS/STIX/Threat Intel",grdhg24,2
security,windows win,Detect known and unknownn spear phishing email or malware delivered via email.,"https://splunkbase.splunk.com/app/995/   
https://splunkbase.splunk.com/app/1809/","Data Sources:
Email Message Tracking Logs or Splunk Stream and Threat Intel such as the Phishing Lookup on Splunkbase.",grdhg24,2
security,windows win,Detect encryption protocols outbound that are not SSL or TLS.,"https://splunkbase.splunk.com/app/1617/ 
https://splunkbase.splunk.com/app/1809/",IDS events or Splunk Stream.,grdhg24,2
security,windows win,Detect attacks such as SQL Injection and remote file includes etc.,https://splunkbase.splunk.com/app/1809/,"Data Sources:
F5 APM or Splunk Stream",grdhg24,2
security,windows win,"The accounts used should always be user privileges (not admin) and also LAN credentials starting with an 'A' or a 'Z' (as opposed to service accounts). 
Detect concurrent sessions, unexpected IP geolocation, or correlate to known compromised accounts.",https://splunkbase.splunk.com/app/1680/,"Data Sources:
Auth logs via AD, RADIUS or Kerberos",grdhg24,2
security,windows win,Failed login attempts with domain admin accounts.,https://splunkbase.splunk.com/app/647/,"Data Sources:
Windows Event Logs",grdhg24,2
security,windows win,Service Account logon interactivly ,https://splunkbase.splunk.com/app/647/  ,"Data Sources:
Windows Event Logs",grdhg24,2
security,windows win,Identify password hashes crossing the network.  Common dump format key words. ,"https://splunkbase.splunk.com/app/1809/
https://splunkbase.splunk.com/app/1617/","Data Sources:
IDS such as Bro and/or Splunk Stream.",grdhg24,2
security,windows win,"Anomalous use of Sharepoint or Wiki.  E.g. bulk downloads in Sharepoint or TGT wiki.  Look at user agent strings, host, account name, and transfer sizes.",https://splunkbase.splunk.com/app/1908/,"Data Sources:
Web logs from wiki / sharepoint servers, Proxy, Splunk Stream and Authentication events.",grdhg24,2
security,windows win,Alert on Src IPs from VPN pool accessing specific critical high value business assets (such as database servers or sources of PII).,https://splunkbase.splunk.com/app/525/,"Data Sources:
Firewall logs for the VPN IP subnets",grdhg24,2
security,windows win,Identify web shells by unusually large data transfer sizes per connection to web servers.,https://splunkbase.splunk.com/app/1617/,"Data Sources:
Bro_Conn",grdhg24,2
security,windows win,"Unusual source, destinations, and sizes of transfers to / from stores","https://splunkbase.splunk.com/app/525/
https://splunkbase.splunk.com/app/1617/","Data Sources:
Firewall Logs 
Bro_conn",grdhg24,2
security,windows win,Large volumes of traffic and destination countries / ISPs ,https://splunkbase.splunk.com/app/525/,"Data Sources:
Firewall Logs: Cisco",grdhg24,2
security,windows win,Alert when data is transferred out of the organization in commonly used formats. (bro_files also useful here). ,https://splunkbase.splunk.com/app/1617/,"Data Sources:
IDS: 
Bro_files",grdhg24,2
security,windows win,Look for duration of connection and amount of data transferred (ex.NetFlow) or based on # of connections in a period of time. ,https://splunkbase.splunk.com/app/1809/,"Data Sources:
Session Data (e.g. NetFlow) 
Bro_conn or Splunk Stream",grdhg24,2
security,email,Detect when email is used as a method of outbound data transfer. ,https://splunkbase.splunk.com/app/1809/,"Data Sources:
Email Message Tracking Logs or Splunk Stream",grdhg24,2
security,windows win,Detect FTP exfiltration occuring directly from stores.,https://splunkbase.splunk.com/app/1617/,"Data Sources:
Bro_Conn; Bro_Files, Splunk Stream",grdhg24,2
security,windows win,Detect VNC and remote desktop connections from Target IPs to or from Internet-addressible IP addresses.,"https://splunkbase.splunk.com/app/1617/
https://splunkbase.splunk.com/app/1809/","Data Sources:
IPS/Splunk Stream or Bro_IDS w/ PCAP",grdhg24,2
security,windows win,Detect obfuscation,https://splunkbase.splunk.com/app/1617/,"Data Sources:
bro_files",grdhg24,2
security,windows win,Detect successful outbound TOR traffic.,https://splunkbase.splunk.com/app/1809/,"Data Sources:
Splunk stream and/or threat intel",grdhg24,2
security,windows win,"Detect meterpreter sessions using x.509 characteristics. 
Indicators that can be used to detect Metasploit's reverse_https meterpreter sessions simply by passively looking at network traffic:","https://splunkbase.splunk.com/app/1617/
https://splunkbase.splunk.com/app/1809/","Data Sources:
bro_ssl and/or Splunk Stream to watch certificates and local traffic",grdhg24,2
security,windows win,List of legitimate account names in Windows to identify the deviations from norm: ,"index=* source=""WinEventLog:security"" (Logon_Type=2 OR Logon_Type=7 OR Logon_Type=10) (EventCode=528 OR EventCode=540 OR EventCode=4624)
| rex ""New\sLogon:\s+.*\s+Account\sName:\s+(?<UserName>\S+)"" | eval Account=coalesce(User_Name,UserName)
| stats count by Account | sort - count",,grdhg24,1
security,windows win,Clearing of Windows Audit Logs: ,"index=* source=WinEventLog:security (EventCode=1102 OR EventCode=517) | eval Date=strftime(_time, ""%Y/%m/%d"")
| stats count by Client_User_Name, host, index, Date
| sort - Date
| rename Client_User_Name as ""Account Name""",,grdhg24,1
security,windows win,Successful Windows Logins with Average Overlay to see deviations and anomalies.,"index=* sourcetype=""WinEventLog:Security"" (Logon_Type=2 OR Logon_Type=7 OR Logon_Type=10) (EventCode=528 OR EventCode=540 OR EventCode=4624)
| timechart count(EventCode) as count
| eventstats avg(count) as Average
| eval average=round(average,0)
| rename count as ""Successful Logons""",,grdhg24,1
security,windows win,Windows failed logons with Average Overlay to identify deviations and anomalies.,"index=* sourcetype=""WinEventLog:Security"" (Logon_Type=2 OR Logon_Type=7 OR Logon_Type=10) (EventCode=4625 OR EventCode=529 OR EventCode=530 OR EventCode=531 OR EventCode=532 OR EventCode=533 OR EventCode=534 OR EventCode=535 OR EventCode=536 OR EventCode=537 OR EventCode=539)
| timechart count(EventCode) as count
| eventstats avg(count) as Average
| eval average=round(average,0)
| rename count as ""Failed Logons""",,grdhg24,1
security,windows win,Removal of USB storage device. This will detect if any storage device was removed from a Windows machine.,"index=*  sourcetype=WinRegistry key_path=""HKLM\\system\\controlset*\\enum\\usbstor\\*"" process_image=""c:\\Windows\\System32\\svchost.exe"" registry_type=DeleteKey
| eval Date=strftime(_time, ""%Y/%m/%d %H:%M:%S"")
| rex ""key_path.*usbstor\S(?<DeviceType>.*)&ven\S(?<Vendor>.*)&prod\S(?<Product>\S*)&rev\S""
| stats count by Date, host, Vendor, Product, DeviceType  
| fields  - count 
| sort  - Date",,grdhg24,1
security,windows win,Failed Attempt to initiate Remote Desktop session: Must have Splunk app for windows installed. Works with Server 2003 and older. ,"index=*  source=WinEventLog:Security sourcetype=WinEventLog:security Logon_Type=10 (EventCode=529 OR EventCode=530 OR EventCode=531 OR EventCode=532 OR EventCode=533 OR EventCode=534 OR EventCode=535 OR EventCode=536 OR EventCode=537 OR EventCode=539)
| eval Date=strftime(_time, ""%Y/%m/%d"")
| stats count by Date, User_Name, Reason, host",,grdhg24,1
security,windows win,"Failed Windows Remote Desktop Connection Attempt: Must have Windows app installed, works with Server 2008 or newer:","index=* source=WinEventLog:Security sourcetype=WinEventLog:security Logon_Type=10 EventCode=4625
| eval Date=strftime(_time, ""%Y/%m/%d"")
| rex ""Failed:\s+.*\s+Account\sName:\s+(?<TargetAccount>\S+)\s""
| stats count by Date, TargetAccount, Failure_Reason, host
| sort - Date",,grdhg24,1
security,windows win,Account Enabled in Windows from a previously disabled state. Must have the Splunk app for Windows installed: Windows Server 2008 and newer.,"index=* sourcetype=WinEventLog:Security (EventCode=4722) #(WinEventLog:Security) This/these sourcetype/s must  exist or edit to make search valid.
| eval Date=strftime(_time, ""%Y/%m/%d"") |rex ""ID:\s+\w+\\\(?<sourceaccount>\S+)\s+""
| rex ""Account:\s+Security\sID:\s+\w+\\\(?<targetaccount>\S+)\s+""
| stats count by Date, sourceaccount, targetaccount, Keywords, host
| rename sourceaccount as ""Source Account""
| rename targetaccount as ""Target Account""
| sort - Date",,grdhg24,1
security,windows wineventlog,Account Enabled in Windows from a previously disabled state. Must have the Splunk app for Windows installed: Windows Server 2003 and older.,"index=* sourcetype=WinEventLog:Security (EventCode=626) #(WinEventLog:Security) This/these sourcetype/s must  exist or edit to make search valid.
| eval Date=strftime(_time, ""%Y/%m/%d"")
| stats count by Date, Caller_User_Name, Target_Account_Name, Type, host #(Date, Caller_User_Name, Target_Account_Name, Type, host) This/these field/s must exist or edit to make search valid.
| sort - Date",,grdhg24,1
security,windows wineventlog,"Password Non Compliance in Windows: Return results for failed attempts to change password, requires App for Windows: 2003 and older. ","index=*  sourcetype=""WinEventLog:Security"" EventCode=627 Type=""Failure Audit""
| eval Date=strftime(_time, ""%Y/%m/%d"") | stats count by Date, Target_Account_Name, host
| sort - Date",,grdhg24,1
security,windows wineventlog,"Password Non Compliance in Windows: Return results for failed attempts to change password, requires App for Windows: 2008 and newer. ","index=""*"" sourcetype=""WinEventLog:Security"" EventCode=4723  Keywords=""Audit Failure"" #(WinEventLog:Security) This/these sourcetype/s must  exist or edit to make search valid.
| eval Date=strftime(_time, ""%Y/%m/%d"")
| rex ""Target\sAccount:\s+Security\sID:.*\\\(?<account>\S+)""
| stats count by Date, account, host | sort - Date",,grdhg24,1
security,windows wineventlog,Modification to File Permissions in Windows 2008 and newer. Retuns results for modifications of an individual file level permissions. Requires Splunk app for Windows.,"index=* source=""WinEventLog:Security"" sourcetype=""WinEventLog:Security"" EventCode=4670 (Security_ID!=""NT AUTHORITY*"") (Security_ID!=""S-*"")
| eval Date=strftime(_time, ""%Y/%m/%d"")
| stats count by Date, Account_Name, Process_Name, Keywords, host
| sort - Date",,grdhg24,1
security,windows wineventlog,"File deletion attempts in Windows, which returns results based on any suer account who attempts to delete a file. This will return both successful and unsuccessful attempts. Requires Splunk App for Windows: 2003 and older. ","index=*  sourcetype=""WinEventLog:Security"" EventCode=564 #(WinEventLog:Security) This/these sourcetype/s must  exist or edit to make search valid.
| eval Date=strftime(_time, ""%Y/%m/%d"")
| stats count by Date, Image_File_Name, Type, host
| sort - Date",,grdhg24,1
security,windows wineventlog,"File deletion attempts in Windows, which returns results based on any suer account who attempts to delete a file. This will return both successful and unsuccessful attempts. Requires Splunk App for Windows: 2008 and newer.","index=*  sourcetype=""WinEventLog:Security"" EventCode=4660 (Security_ID!=""NT AUTHORITY*"") (Security_ID!=""S-*"")
| eval Date=strftime(_time, ""%Y/%m/%d"")
| stats count by Date, Account_Name, Process_Name, Keywords, host",,grdhg24,1
security,windows wineventlog,Time between rights granted and rights revoked: 2003 and older.,"index=* sourcetype=WinEventLog:Security (EventCode=608 OR EventCode=609)
| rex ""Message=User\sRight\sAssigned:\s+User\sRight:\s+(?\w+)""
| rex ""Message=User\sRight\sRemoved:\s+User\sRight:\s+(?\w+)""
| eval Rights=coalesce(RightGranted,RightRemoved)
| eval status=case(EventCode=608, ""New Rights Granted by:"", EventCode=609, ""Rights Removed by:"")
| transaction Rights user startswith=""Assigned"" endswith=""Removed""
| where duration > 0
| eval duration = duration/60 |eval n=round(duration,2)
| eval Date=strftime(_time, ""%Y/%m/%d"")
| table Date, host, status, User, user, Rights, n
| rename User as ""Source Account""
| rename user as ""Target Account""
| rename n as ""Minutes between Rights Granted Then Removed""
| sort - date",,grdhg24,1
security,windows wineventlog,"Console Lock Duration, 2008 and newer. ","index=*  sourcetype=WinEventLog:Security (EventCode=4800 OR EventCode=4801) #(WinEventLog:Security) This/these sourcetype/s must  exist or edit to make search valid.
| eval Date=strftime(_time, ""%Y/%m/%d"")
| transaction host Account_Name startswith=EventCode=4800 endswith=EventCode=4801
| eval duration = duration/60
| eval duration=round(duration,2)
| table host, Account_Name, duration, Date
| rename duration as ""Console Lock Duration in Minutes""
| sort - date",,grdhg24,1
security,windows wineventlog,Security Access Granted to an account. 2007/2008 or better.,"index=* sourcetype=""WinEventLog:Security"" EventCode=4717 #(WinEventLog:Security) This/these sourcetype/s must  exist or edit to make search valid.
| eval Date=strftime(_time, ""%Y/%m/%d"")
| stats count by src_user, user, Access_Right, Date, Keywords #(src_user, user, Access_Right, Date, Keywords) This/these field/s must exist or edit to make search valid.
| rename src_user as ""Source Account""
| rename user as ""Target Account""
| rename Access_Right as ""New Rights Granted""",,grdhg24,1
security,windows wineventlog,Security Access Granted to an account. 2003 or older.,"index=* sourcetype=""WinEventLog:Security"" EventCode=621 Account_Modified!=""%{*""
| eval Date=strftime(_time, ""%Y/%m/%d"")
| stats count by User_Name, Account_Modified, Access_Granted, Date, action |rename User_Name as ""Source Account""
| rename Account_Modified as ""Target Account""
| rename Access_Granted as ""New Rights Granted""",,grdhg24,1
security,windows wineventlog,Password Changes in Windows environment by user account.,"index=* sourcetype=""WinEventLog:Security"" (EventCode=628 OR EventCode=627 OR EventCode=4723 OR EventCode=4724)
| chart count by user #(user) This/these field/s must exist or edit to make search valid.",,grdhg24,1
security,"windows, wineventlog",Escalation of Privs in Windows by User: ,"index=* sourcetype=""WinEventLog:Security"" (EventCode=576 OR EventCode=4672 OR EventCode=577 OR EventCode=4673 OR EventCode=578 OR EventCode=4674)
| stats count by user #(user) This/these field/s must exist or edit to make search valid.",,grdhg24,1
