Scope,Category Level 1,Category Level 2,Category Level 3,Category Level 4,Column Text,UOM (simple),UOM,GHG,Lookup,GHG Conversion Factor
Scope 1,Delivery vehicles,HGV (all diesel),Rigid (>17 tonnes),,100% Laden,km,km,kg CO2e,Rigid (>17 tonnes) km HGV (all diesel),1.10921
Scope 1,Delivery vehicles,HGV (all diesel),Rigid (>17 tonnes),,100% Laden,km,km,kg CH4,Rigid (>17 tonnes) km HGV (all diesel),0.00019
Scope 1,Delivery vehicles,HGV (all diesel),Rigid (>17 tonnes),,100% Laden,km,km,kg CO2,Rigid (>17 tonnes) km HGV (all diesel),1.09749
Scope 1,Delivery vehicles,HGV (all diesel),Rigid (>17 tonnes),,100% Laden,km,km,kg N2O,Rigid (>17 tonnes) km HGV (all diesel),0.01153
Scope 1,Delivery vehicles,HGV (all diesel),Rigid (>17 tonnes),,100% Laden,miles,miles,kg CO2e,Rigid (>17 tonnes) miles HGV (all diesel),1.78511
Scope 1,Delivery vehicles,HGV (all diesel),Rigid (>17 tonnes),,100% Laden,miles,miles,kg CH4,Rigid (>17 tonnes) miles HGV (all diesel),0.00031
Scope 1,Delivery vehicles,HGV (all diesel),Rigid (>17 tonnes),,100% Laden,miles,miles,kg CO2,Rigid (>17 tonnes) miles HGV (all diesel),1.76623
Scope 1,Delivery vehicles,HGV (all diesel),Rigid (>17 tonnes),,100% Laden,miles,miles,kg N2O,Rigid (>17 tonnes) miles HGV (all diesel),0.01856
Scope 1,Delivery vehicles,HGV (all diesel),Rigid (>17 tonnes),,Average laden,km,km,kg CO2e,Rigid (>17 tonnes) km HGV (all diesel),0.96432
Scope 1,Delivery vehicles,HGV (all diesel),Rigid (>17 tonnes),,Average laden,km,km,kg CH4,Rigid (>17 tonnes) km HGV (all diesel),0.00019
Scope 1,Delivery vehicles,HGV (all diesel),Rigid (>17 tonnes),,Average laden,km,km,kg CO2,Rigid (>17 tonnes) km HGV (all diesel),0.95259
Scope 1,Delivery vehicles,HGV (all diesel),Rigid (>17 tonnes),,Average laden,km,km,kg N2O,Rigid (>17 tonnes) km HGV (all diesel),0.01153
Scope 1,Delivery vehicles,HGV (all diesel),Rigid (>17 tonnes),,Average laden,miles,miles,kg CO2e,Rigid (>17 tonnes) miles HGV (all diesel),1.55192
Scope 1,Delivery vehicles,HGV (all diesel),Rigid (>17 tonnes),,Average laden,miles,miles,kg CH4,Rigid (>17 tonnes) miles HGV (all diesel),0.00031
Scope 1,Delivery vehicles,HGV (all diesel),Rigid (>17 tonnes),,Average laden,miles,miles,kg CO2,Rigid (>17 tonnes) miles HGV (all diesel),1.53304
Scope 1,Delivery vehicles,HGV (all diesel),Rigid (>17 tonnes),,Average laden,miles,miles,kg N2O,Rigid (>17 tonnes) miles HGV (all diesel),0.01856
Scope 1,Delivery vehicles,HGV (all diesel),All rigids,,0% Laden,km,km,kg CO2e,All rigids km HGV (all diesel),0.66604
Scope 1,Delivery vehicles,HGV (all diesel),All rigids,,0% Laden,km,km,kg CH4,All rigids km HGV (all diesel),0.00016
Scope 1,Delivery vehicles,HGV (all diesel),All rigids,,0% Laden,km,km,kg CO2,All rigids km HGV (all diesel),0.65630
Scope 1,Delivery vehicles,HGV (all diesel),All rigids,,0% Laden,km,km,kg N2O,All rigids km HGV (all diesel),0.00958
Scope 1,Delivery vehicles,HGV (all diesel),All rigids,,0% Laden,miles,miles,kg CO2e,All rigids miles HGV (all diesel),1.07190
Scope 1,Delivery vehicles,HGV (all diesel),All rigids,,0% Laden,miles,miles,kg CH4,All rigids miles HGV (all diesel),0.00026
Scope 1,Delivery vehicles,HGV (all diesel),All rigids,,0% Laden,miles,miles,kg CO2,All rigids miles HGV (all diesel),1.05622
Scope 1,Delivery vehicles,HGV (all diesel),All rigids,,0% Laden,miles,miles,kg N2O,All rigids miles HGV (all diesel),0.01542
Scope 1,Delivery vehicles,HGV (all diesel),All rigids,,50% Laden,km,km,kg CO2e,All rigids km HGV (all diesel),0.79077
Scope 1,Delivery vehicles,HGV (all diesel),All rigids,,50% Laden,km,km,kg CH4,All rigids km HGV (all diesel),0.00016
Scope 1,Delivery vehicles,HGV (all diesel),All rigids,,50% Laden,km,km,kg CO2,All rigids km HGV (all diesel),0.78103
Scope 1,Delivery vehicles,HGV (all diesel),All rigids,,50% Laden,km,km,kg N2O,All rigids km HGV (all diesel),0.00958
Scope 1,Delivery vehicles,HGV (all diesel),All rigids,,50% Laden,miles,miles,kg CO2e,All rigids miles HGV (all diesel),1.27262
Scope 1,Delivery vehicles,HGV (all diesel),All rigids,,50% Laden,miles,miles,kg CH4,All rigids miles HGV (all diesel),0.00026
Scope 1,Delivery vehicles,HGV (all diesel),All rigids,,50% Laden,miles,miles,kg CO2,All rigids miles HGV (all diesel),1.25694
Scope 1,Delivery vehicles,HGV (all diesel),All rigids,,50% Laden,miles,miles,kg N2O,All rigids miles HGV (all diesel),0.01542
Scope 1,Delivery vehicles,HGV (all diesel),All rigids,,100% Laden,km,km,kg CO2e,All rigids km HGV (all diesel),0.91549
Scope 1,Delivery vehicles,HGV (all diesel),All rigids,,100% Laden,km,km,kg CH4,All rigids km HGV (all diesel),0.00016
Scope 1,Delivery vehicles,HGV (all diesel),All rigids,,100% Laden,km,km,kg CO2,All rigids km HGV (all diesel),0.90575
Scope 1,Delivery vehicles,HGV (all diesel),All rigids,,100% Laden,km,km,kg N2O,All rigids km HGV (all diesel),0.00958
Scope 1,Delivery vehicles,HGV (all diesel),All rigids,,100% Laden,miles,miles,kg CO2e,All rigids miles HGV (all diesel),1.47334
Scope 1,Delivery vehicles,HGV (all diesel),All rigids,,100% Laden,miles,miles,kg CH4,All rigids miles HGV (all diesel),0.00026
Scope 1,Delivery vehicles,HGV (all diesel),All rigids,,100% Laden,miles,miles,kg CO2,All rigids miles HGV (all diesel),1.45766
Scope 1,Delivery vehicles,HGV (all diesel),All rigids,,100% Laden,miles,miles,kg N2O,All rigids miles HGV (all diesel),0.01542
Scope 1,Delivery vehicles,HGV (all diesel),All rigids,,Average laden,km,km,kg CO2e,All rigids km HGV (all diesel),0.80112
Scope 1,Delivery vehicles,HGV (all diesel),All rigids,,Average laden,km,km,kg CH4,All rigids km HGV (all diesel),0.00016
Scope 1,Delivery vehicles,HGV (all diesel),All rigids,,Average laden,km,km,kg CO2,All rigids km HGV (all diesel),0.79138
Scope 1,Delivery vehicles,HGV (all diesel),All rigids,,Average laden,km,km,kg N2O,All rigids km HGV (all diesel),0.00958
Scope 1,Delivery vehicles,HGV (all diesel),All rigids,,Average laden,miles,miles,kg CO2e,All rigids miles HGV (all diesel),1.28928
Scope 1,Delivery vehicles,HGV (all diesel),All rigids,,Average laden,miles,miles,kg CH4,All rigids miles HGV (all diesel),0.00026
Scope 1,Delivery vehicles,HGV (all diesel),All rigids,,Average laden,miles,miles,kg CO2,All rigids miles HGV (all diesel),1.27360
Scope 1,Delivery vehicles,HGV (all diesel),All rigids,,Average laden,miles,miles,kg N2O,All rigids miles HGV (all diesel),0.01542
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,0% Laden,km,km,kg CO2e,Articulated (>3.5 - 33t) km HGV (all diesel),0.64607
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,0% Laden,km,km,kg CH4,Articulated (>3.5 - 33t) km HGV (all diesel),0.00010
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,0% Laden,km,km,kg CO2,Articulated (>3.5 - 33t) km HGV (all diesel),0.63256
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,0% Laden,km,km,kg N2O,Articulated (>3.5 - 33t) km HGV (all diesel),0.01341
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,0% Laden,miles,miles,kg CO2e,Articulated (>3.5 - 33t) miles HGV (all diesel),1.03975
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,0% Laden,miles,miles,kg CH4,Articulated (>3.5 - 33t) miles HGV (all diesel),0.00016
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,0% Laden,miles,miles,kg CO2,Articulated (>3.5 - 33t) miles HGV (all diesel),1.01800
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,0% Laden,miles,miles,kg N2O,Articulated (>3.5 - 33t) miles HGV (all diesel),0.02159
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,50% Laden,km,km,kg CO2e,Articulated (>3.5 - 33t) km HGV (all diesel),0.80421
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,50% Laden,km,km,kg CH4,Articulated (>3.5 - 33t) km HGV (all diesel),0.00010
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,50% Laden,km,km,kg CO2,Articulated (>3.5 - 33t) km HGV (all diesel),0.79070
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,50% Laden,km,km,kg N2O,Articulated (>3.5 - 33t) km HGV (all diesel),0.01341
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,50% Laden,miles,miles,kg CO2e,Articulated (>3.5 - 33t) miles HGV (all diesel),1.29425
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,50% Laden,miles,miles,kg CH4,Articulated (>3.5 - 33t) miles HGV (all diesel),0.00016
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,50% Laden,miles,miles,kg CO2,Articulated (>3.5 - 33t) miles HGV (all diesel),1.27250
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,50% Laden,miles,miles,kg N2O,Articulated (>3.5 - 33t) miles HGV (all diesel),0.02159
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,100% Laden,km,km,kg CO2e,Articulated (>3.5 - 33t) km HGV (all diesel),0.96235
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,100% Laden,km,km,kg CH4,Articulated (>3.5 - 33t) km HGV (all diesel),0.00010
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,100% Laden,km,km,kg CO2,Articulated (>3.5 - 33t) km HGV (all diesel),0.94883
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,100% Laden,km,km,kg N2O,Articulated (>3.5 - 33t) km HGV (all diesel),0.01341
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,100% Laden,miles,miles,kg CO2e,Articulated (>3.5 - 33t) miles HGV (all diesel),1.54875
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,100% Laden,miles,miles,kg CH4,Articulated (>3.5 - 33t) miles HGV (all diesel),0.00016
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,100% Laden,miles,miles,kg CO2,Articulated (>3.5 - 33t) miles HGV (all diesel),1.52700
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,100% Laden,miles,miles,kg N2O,Articulated (>3.5 - 33t) miles HGV (all diesel),0.02159
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,Average laden,km,km,kg CO2e,Articulated (>3.5 - 33t) km HGV (all diesel),0.77574
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,Average laden,km,km,kg CH4,Articulated (>3.5 - 33t) km HGV (all diesel),0.00010
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,Average laden,km,km,kg CO2,Articulated (>3.5 - 33t) km HGV (all diesel),0.76223
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,Average laden,km,km,kg N2O,Articulated (>3.5 - 33t) km HGV (all diesel),0.01341
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,Average laden,miles,miles,kg CO2e,Articulated (>3.5 - 33t) miles HGV (all diesel),1.24844
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,Average laden,miles,miles,kg CH4,Articulated (>3.5 - 33t) miles HGV (all diesel),0.00016
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,Average laden,miles,miles,kg CO2,Articulated (>3.5 - 33t) miles HGV (all diesel),1.22669
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,Average laden,miles,miles,kg N2O,Articulated (>3.5 - 33t) miles HGV (all diesel),0.02159
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,0% Laden,km,km,kg CO2e,Articulated (>33t) km HGV (all diesel),0.65224
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,0% Laden,km,km,kg CH4,Articulated (>33t) km HGV (all diesel),0.00012
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,0% Laden,km,km,kg CO2,Articulated (>33t) km HGV (all diesel),0.63616
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,0% Laden,km,km,kg N2O,Articulated (>33t) km HGV (all diesel),0.01596
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,0% Laden,miles,miles,kg CO2e,Articulated (>33t) miles HGV (all diesel),1.04968
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,0% Laden,miles,miles,kg CH4,Articulated (>33t) miles HGV (all diesel),0.00019
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,0% Laden,miles,miles,kg CO2,Articulated (>33t) miles HGV (all diesel),1.02381
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,0% Laden,miles,miles,kg N2O,Articulated (>33t) miles HGV (all diesel),0.02569
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,50% Laden,km,km,kg CO2e,Articulated (>33t) km HGV (all diesel),0.86429
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,50% Laden,km,km,kg CH4,Articulated (>33t) km HGV (all diesel),0.00012
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,50% Laden,km,km,kg CO2,Articulated (>33t) km HGV (all diesel),0.84822
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,50% Laden,km,km,kg N2O,Articulated (>33t) km HGV (all diesel),0.01596
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,50% Laden,miles,miles,kg CO2e,Articulated (>33t) miles HGV (all diesel),1.39095
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,50% Laden,miles,miles,kg CH4,Articulated (>33t) miles HGV (all diesel),0.00019
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,50% Laden,miles,miles,kg CO2,Articulated (>33t) miles HGV (all diesel),1.36507
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,50% Laden,miles,miles,kg N2O,Articulated (>33t) miles HGV (all diesel),0.02569
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,100% Laden,km,km,kg CO2e,Articulated (>33t) km HGV (all diesel),1.07635
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,100% Laden,km,km,kg CH4,Articulated (>33t) km HGV (all diesel),0.00012
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,100% Laden,km,km,kg CO2,Articulated (>33t) km HGV (all diesel),1.06027
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,100% Laden,km,km,kg N2O,Articulated (>33t) km HGV (all diesel),0.01596
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,100% Laden,miles,miles,kg CO2e,Articulated (>33t) miles HGV (all diesel),1.73222
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,100% Laden,miles,miles,kg CH4,Articulated (>33t) miles HGV (all diesel),0.00019
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,100% Laden,miles,miles,kg CO2,Articulated (>33t) miles HGV (all diesel),1.70634
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,100% Laden,miles,miles,kg N2O,Articulated (>33t) miles HGV (all diesel),0.02569
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,Average laden,km,km,kg CO2e,Articulated (>33t) km HGV (all diesel),0.92367
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,Average laden,km,km,kg CH4,Articulated (>33t) km HGV (all diesel),0.00012
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,Average laden,km,km,kg CO2,Articulated (>33t) km HGV (all diesel),0.90759
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,Average laden,km,km,kg N2O,Articulated (>33t) km HGV (all diesel),0.01596
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,Average laden,miles,miles,kg CO2e,Articulated (>33t) miles HGV (all diesel),1.48650
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,Average laden,miles,miles,kg CH4,Articulated (>33t) miles HGV (all diesel),0.00019
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,Average laden,miles,miles,kg CO2,Articulated (>33t) miles HGV (all diesel),1.46063
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,Average laden,miles,miles,kg N2O,Articulated (>33t) miles HGV (all diesel),0.02569
Scope 1,Delivery vehicles,HGV (all diesel),All artics,,0% Laden,km,km,kg CO2e,All artics km HGV (all diesel),0.65191
Scope 1,Delivery vehicles,HGV (all diesel),All artics,,0% Laden,km,km,kg CH4,All artics km HGV (all diesel),0.00011
Scope 1,Delivery vehicles,HGV (all diesel),All artics,,0% Laden,km,km,kg CO2,All artics km HGV (all diesel),0.63597
Scope 1,Delivery vehicles,HGV (all diesel),All artics,,0% Laden,km,km,kg N2O,All artics km HGV (all diesel),0.01583
Scope 1,Delivery vehicles,HGV (all diesel),All artics,,0% Laden,miles,miles,kg CO2e,All artics miles HGV (all diesel),1.04915
Scope 1,Delivery vehicles,HGV (all diesel),All artics,,0% Laden,miles,miles,kg CH4,All artics miles HGV (all diesel),0.00018
Scope 1,Delivery vehicles,HGV (all diesel),All artics,,0% Laden,miles,miles,kg CO2,All artics miles HGV (all diesel),1.02349
Scope 1,Delivery vehicles,HGV (all diesel),All artics,,0% Laden,miles,miles,kg N2O,All artics miles HGV (all diesel),0.02547
Scope 1,Delivery vehicles,HGV (all diesel),All artics,,50% Laden,km,km,kg CO2e,All artics km HGV (all diesel),0.86105
Scope 1,Delivery vehicles,HGV (all diesel),All artics,,50% Laden,km,km,kg CH4,All artics km HGV (all diesel),0.00011
Scope 1,Delivery vehicles,HGV (all diesel),All artics,,50% Laden,km,km,kg CO2,All artics km HGV (all diesel),0.84511
Scope 1,Delivery vehicles,HGV (all diesel),All artics,,50% Laden,km,km,kg N2O,All artics km HGV (all diesel),0.01583
Scope 1,Delivery vehicles,HGV (all diesel),All artics,,50% Laden,miles,miles,kg CO2e,All artics miles HGV (all diesel),1.38573
Scope 1,Delivery vehicles,HGV (all diesel),All artics,,50% Laden,miles,miles,kg CH4,All artics miles HGV (all diesel),0.00018
Scope 1,Delivery vehicles,HGV (all diesel),All artics,,50% Laden,miles,miles,kg CO2,All artics miles HGV (all diesel),1.36008
Scope 1,Delivery vehicles,HGV (all diesel),All artics,,50% Laden,miles,miles,kg N2O,All artics miles HGV (all diesel),0.02547
Scope 1,Delivery vehicles,HGV (all diesel),All artics,,100% Laden,km,km,kg CO2e,All artics km HGV (all diesel),1.07020
Scope 1,Delivery vehicles,HGV (all diesel),All artics,,100% Laden,km,km,kg CH4,All artics km HGV (all diesel),0.00011
Scope 1,Delivery vehicles,HGV (all diesel),All artics,,100% Laden,km,km,kg CO2,All artics km HGV (all diesel),1.05426
Scope 1,Delivery vehicles,HGV (all diesel),All artics,,100% Laden,km,km,kg N2O,All artics km HGV (all diesel),0.01583
Scope 1,Delivery vehicles,HGV (all diesel),All artics,,100% Laden,miles,miles,kg CO2e,All artics miles HGV (all diesel),1.72232
Scope 1,Delivery vehicles,HGV (all diesel),All artics,,100% Laden,miles,miles,kg CH4,All artics miles HGV (all diesel),0.00018
Scope 1,Delivery vehicles,HGV (all diesel),All artics,,100% Laden,miles,miles,kg CO2,All artics miles HGV (all diesel),1.69666
Scope 1,Delivery vehicles,HGV (all diesel),All artics,,100% Laden,miles,miles,kg N2O,All artics miles HGV (all diesel),0.02547
Scope 1,Delivery vehicles,HGV (all diesel),All artics,,Average laden,km,km,kg CO2e,All artics km HGV (all diesel),0.91569
Scope 1,Delivery vehicles,HGV (all diesel),All artics,,Average laden,km,km,kg CH4,All artics km HGV (all diesel),0.00011
Scope 1,Delivery vehicles,HGV (all diesel),All artics,,Average laden,km,km,kg CO2,All artics km HGV (all diesel),0.89975
Scope 1,Delivery vehicles,HGV (all diesel),All artics,,Average laden,km,km,kg N2O,All artics km HGV (all diesel),0.01583
Scope 1,Delivery vehicles,HGV (all diesel),All artics,,Average laden,miles,miles,kg CO2e,All artics miles HGV (all diesel),1.47366
Scope 1,Delivery vehicles,HGV (all diesel),All artics,,Average laden,miles,miles,kg CH4,All artics miles HGV (all diesel),0.00018
Scope 1,Delivery vehicles,HGV (all diesel),All artics,,Average laden,miles,miles,kg CO2,All artics miles HGV (all diesel),1.44800
Scope 1,Delivery vehicles,HGV (all diesel),All artics,,Average laden,miles,miles,kg N2O,All artics miles HGV (all diesel),0.02547
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,0% Laden,km,km,kg CO2e,All HGVs km HGV (all diesel),0.65811
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,0% Laden,km,km,kg CH4,All HGVs km HGV (all diesel),0.00013
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,0% Laden,km,km,kg CO2,All HGVs km HGV (all diesel),0.64489
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,0% Laden,km,km,kg N2O,All HGVs km HGV (all diesel),0.01308
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,0% Laden,miles,miles,kg CO2e,All HGVs miles HGV (all diesel),1.05913
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,0% Laden,miles,miles,kg CH4,All HGVs miles HGV (all diesel),0.00022
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,0% Laden,miles,miles,kg CO2,All HGVs miles HGV (all diesel),1.03786
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,0% Laden,miles,miles,kg N2O,All HGVs miles HGV (all diesel),0.02106
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,50% Laden,km,km,kg CO2e,All HGVs km HGV (all diesel),0.83020
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,50% Laden,km,km,kg CH4,All HGVs km HGV (all diesel),0.00013
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,50% Laden,km,km,kg CO2,All HGVs km HGV (all diesel),0.81698
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,50% Laden,km,km,kg N2O,All HGVs km HGV (all diesel),0.01308
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,50% Laden,miles,miles,kg CO2e,All HGVs miles HGV (all diesel),1.33608
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,50% Laden,miles,miles,kg CH4,All HGVs miles HGV (all diesel),0.00022
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,50% Laden,miles,miles,kg CO2,All HGVs miles HGV (all diesel),1.31481
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,50% Laden,miles,miles,kg N2O,All HGVs miles HGV (all diesel),0.02106
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,100% Laden,km,km,kg CO2e,All HGVs km HGV (all diesel),1.00229
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,100% Laden,km,km,kg CH4,All HGVs km HGV (all diesel),0.00013
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,100% Laden,km,km,kg CO2,All HGVs km HGV (all diesel),0.98907
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,100% Laden,km,km,kg N2O,All HGVs km HGV (all diesel),0.01308
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,100% Laden,miles,miles,kg CO2e,All HGVs miles HGV (all diesel),1.61303
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,100% Laden,miles,miles,kg CH4,All HGVs miles HGV (all diesel),0.00022
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,100% Laden,miles,miles,kg CO2,All HGVs miles HGV (all diesel),1.59176
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,100% Laden,miles,miles,kg N2O,All HGVs miles HGV (all diesel),0.02106
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,Average laden,km,km,kg CO2e,All HGVs km HGV (all diesel),0.86540
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,Average laden,km,km,kg CH4,All HGVs km HGV (all diesel),0.00013
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,Average laden,km,km,kg CO2,All HGVs km HGV (all diesel),0.85218
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,Average laden,km,km,kg N2O,All HGVs km HGV (all diesel),0.01308
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,Average laden,miles,miles,kg CO2e,All HGVs miles HGV (all diesel),1.39273
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,Average laden,miles,miles,kg CH4,All HGVs miles HGV (all diesel),0.00022
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,Average laden,miles,miles,kg CO2,All HGVs miles HGV (all diesel),1.37145
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,Average laden,miles,miles,kg N2O,All HGVs miles HGV (all diesel),0.02106
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,0% Laden,km,km,kg CO2e,Rigid (>3.5 - 7.5 tonnes) km HGVs refrigerated (all diesel),0.53399
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,0% Laden,km,km,kg CH4,Rigid (>3.5 - 7.5 tonnes) km HGVs refrigerated (all diesel),0.00010
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,0% Laden,km,km,kg CO2,Rigid (>3.5 - 7.5 tonnes) km HGVs refrigerated (all diesel),0.52812
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,0% Laden,km,km,kg N2O,Rigid (>3.5 - 7.5 tonnes) km HGVs refrigerated (all diesel),0.00577
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,0% Laden,miles,miles,kg CO2e,Rigid (>3.5 - 7.5 tonnes) miles HGVs refrigerated (all diesel),0.85938
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,0% Laden,miles,miles,kg CH4,Rigid (>3.5 - 7.5 tonnes) miles HGVs refrigerated (all diesel),0.00016
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,0% Laden,miles,miles,kg CO2,Rigid (>3.5 - 7.5 tonnes) miles HGVs refrigerated (all diesel),0.84993
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,0% Laden,miles,miles,kg N2O,Rigid (>3.5 - 7.5 tonnes) miles HGVs refrigerated (all diesel),0.00929
