Period,"Location Code","Location Name","electricity.forecast.CO2e per kWh","Time Forecast Made"
15,"carbon_intensity_api_regional_postcodes/W2","GB/London/W2",116,1689164113
15,"carbon_intensity_api_regional_postcodes/AB10","GB/North Scotland/AB10",0,1689164113
15,"carbon_intensity_api_regional_postcodes/EH1","GB/South Scotland/EH1",17,1689164113
15,"carbon_intensity_api_regional_postcodes/M1","GB/North West England/M1",32,1689164113
15,"carbon_intensity_api_regional_postcodes/LS1","GB/Yorkshire/LS1",135,1689164113
15,"carbon_intensity_api_regional_postcodes/E14","GB/South Wales/E14",338,1689164113
15,"carbon_intensity_api_regional_postcodes/B1","GB/West Midlands/B1",104,1689164113
15,"carbon_intensity_api_regional_postcodes/RG1","GB/South England/RG1",167,1689164113
15,"carbon_intensity_api_regional_postcodes/W2","GB/London/W2",116,1689164113
16,"electricity_maps_carbon_intensity_latest/CH","Zone/CH",67,"1689159021.232000"
16,"electricity_maps_carbon_intensity_latest/DE","Zone/DE",460,"1689159031.971000"
16,"electricity_maps_carbon_intensity_latest/NO-NO1","Zone/NO-NO1",25,"1689159077.764000"
16,"electricity_maps_carbon_intensity_latest/CH","Zone/CH",67,"1689159021.232000"
16,"electricity_maps_carbon_intensity_latest/DE","Zone/DE",460,"1689159031.971000"
16,"electricity_maps_carbon_intensity_latest/NO-NO1","Zone/NO-NO1",25,"1689159077.764000"
16,"carbon_intensity_api_regional_postcodes/AB10","GB/North Scotland/AB10",0,1689164113
16,"carbon_intensity_api_regional_postcodes/EH1","GB/South Scotland/EH1",17,1689164113
16,"carbon_intensity_api_regional_postcodes/M1","GB/North West England/M1",26,1689164113
16,"carbon_intensity_api_regional_postcodes/LS1","GB/Yorkshire/LS1",142,1689164113
16,"carbon_intensity_api_regional_postcodes/E14","GB/South Wales/E14",330,1689164113
16,"carbon_intensity_api_regional_postcodes/B1","GB/West Midlands/B1",86,1689164113
16,"carbon_intensity_api_regional_postcodes/RG1","GB/South England/RG1",160,1689164113
16,"carbon_intensity_api_regional_postcodes/W2","GB/London/W2",114,1689164113
16,"carbon_intensity_api_regional_postcodes/AB10","GB/North Scotland/AB10",0,1689164113
16,"carbon_intensity_api_regional_postcodes/EH1","GB/South Scotland/EH1",17,1689164113
16,"carbon_intensity_api_regional_postcodes/M1","GB/North West England/M1",26,1689164113
16,"carbon_intensity_api_regional_postcodes/LS1","GB/Yorkshire/LS1",142,1689164113
16,"carbon_intensity_api_regional_postcodes/E14","GB/South Wales/E14",330,1689164113
16,"carbon_intensity_api_regional_postcodes/B1","GB/West Midlands/B1",86,1689164113
16,"carbon_intensity_api_regional_postcodes/RG1","GB/South England/RG1",160,1689164113
16,"carbon_intensity_api_regional_postcodes/W2","GB/London/W2",114,1689164113
17,"electricity_maps_carbon_intensity_latest/CH","Zone/CH",67,"1689159021.232000"
17,"electricity_maps_carbon_intensity_latest/DE","Zone/DE",460,"1689159031.971000"
17,"electricity_maps_carbon_intensity_latest/NO-NO1","Zone/NO-NO1",25,"1689159077.764000"
17,"carbon_intensity_api_regional_postcodes/AB10","GB/North Scotland/AB10",0,1689164113
17,"carbon_intensity_api_regional_postcodes/EH1","GB/South Scotland/EH1",18,1689164113
17,"carbon_intensity_api_regional_postcodes/M1","GB/North West England/M1",20,1689164113
17,"carbon_intensity_api_regional_postcodes/LS1","GB/Yorkshire/LS1",133,1689164113
17,"carbon_intensity_api_regional_postcodes/E14","GB/South Wales/E14",312,1689164113
17,"carbon_intensity_api_regional_postcodes/B1","GB/West Midlands/B1",60,1689164113
17,"carbon_intensity_api_regional_postcodes/RG1","GB/South England/RG1",146,1689164113
17,"carbon_intensity_api_regional_postcodes/W2","GB/London/W2",115,1689164113
17,"carbon_intensity_api_regional_postcodes/AB10","GB/North Scotland/AB10",0,1689164113
17,"carbon_intensity_api_regional_postcodes/EH1","GB/South Scotland/EH1",18,1689164113
17,"carbon_intensity_api_regional_postcodes/M1","GB/North West England/M1",20,1689164113
17,"carbon_intensity_api_regional_postcodes/LS1","GB/Yorkshire/LS1",133,1689164113
17,"carbon_intensity_api_regional_postcodes/E14","GB/South Wales/E14",312,1689164113
17,"carbon_intensity_api_regional_postcodes/B1","GB/West Midlands/B1",60,1689164113
17,"carbon_intensity_api_regional_postcodes/RG1","GB/South England/RG1",146,1689164113
17,"carbon_intensity_api_regional_postcodes/W2","GB/London/W2",115,1689164113
18,"electricity_maps_carbon_intensity_latest/CH","Zone/CH",76,"1689159021.232000"
18,"electricity_maps_carbon_intensity_latest/DE","Zone/DE",514,"1689159031.971000"
18,"electricity_maps_carbon_intensity_latest/NO-NO1","Zone/NO-NO1",25,"1689159077.764000"
18,"electricity_maps_carbon_intensity_latest/CH","Zone/CH",76,"1689159021.232000"
18,"electricity_maps_carbon_intensity_latest/DE","Zone/DE",514,"1689159031.971000"
18,"electricity_maps_carbon_intensity_latest/NO-NO1","Zone/NO-NO1",25,"1689159077.764000"
18,"carbon_intensity_api_regional_postcodes/AB10","GB/North Scotland/AB10",0,1689164113
18,"carbon_intensity_api_regional_postcodes/EH1","GB/South Scotland/EH1",18,1689164113
18,"carbon_intensity_api_regional_postcodes/M1","GB/North West England/M1",17,1689164113
18,"carbon_intensity_api_regional_postcodes/LS1","GB/Yorkshire/LS1",136,1689164113
18,"carbon_intensity_api_regional_postcodes/E14","GB/South Wales/E14",308,1689164113
18,"carbon_intensity_api_regional_postcodes/B1","GB/West Midlands/B1",53,1689164113
18,"carbon_intensity_api_regional_postcodes/RG1","GB/South England/RG1",139,1689164113
18,"carbon_intensity_api_regional_postcodes/W2","GB/London/W2",111,1689164113
18,"carbon_intensity_api_regional_postcodes/AB10","GB/North Scotland/AB10",0,1689164113
18,"carbon_intensity_api_regional_postcodes/EH1","GB/South Scotland/EH1",18,1689164113
18,"carbon_intensity_api_regional_postcodes/M1","GB/North West England/M1",17,1689164113
18,"carbon_intensity_api_regional_postcodes/LS1","GB/Yorkshire/LS1",136,1689164113
18,"carbon_intensity_api_regional_postcodes/E14","GB/South Wales/E14",308,1689164113
18,"carbon_intensity_api_regional_postcodes/B1","GB/West Midlands/B1",53,1689164113
18,"carbon_intensity_api_regional_postcodes/RG1","GB/South England/RG1",139,1689164113
18,"carbon_intensity_api_regional_postcodes/W2","GB/London/W2",111,1689164113
19,"electricity_maps_carbon_intensity_latest/CH","Zone/CH",76,"1689159021.232000"
19,"electricity_maps_carbon_intensity_latest/DE","Zone/DE",514,"1689159031.971000"
19,"electricity_maps_carbon_intensity_latest/NO-NO1","Zone/NO-NO1",25,"1689159077.764000"
19,"carbon_intensity_api_regional_postcodes/AB10","GB/North Scotland/AB10",0,1689164113
19,"carbon_intensity_api_regional_postcodes/EH1","GB/South Scotland/EH1",19,1689164113
19,"carbon_intensity_api_regional_postcodes/M1","GB/North West England/M1",18,1689164113
19,"carbon_intensity_api_regional_postcodes/LS1","GB/Yorkshire/LS1",139,1689164113
19,"carbon_intensity_api_regional_postcodes/E14","GB/South Wales/E14",312,1689164113
19,"carbon_intensity_api_regional_postcodes/B1","GB/West Midlands/B1",57,1689164113
19,"carbon_intensity_api_regional_postcodes/RG1","GB/South England/RG1",137,1689164113
19,"carbon_intensity_api_regional_postcodes/W2","GB/London/W2",102,1689164113
19,"carbon_intensity_api_regional_postcodes/AB10","GB/North Scotland/AB10",0,1689164113
19,"carbon_intensity_api_regional_postcodes/EH1","GB/South Scotland/EH1",19,1689164113
19,"carbon_intensity_api_regional_postcodes/M1","GB/North West England/M1",18,1689164113
19,"carbon_intensity_api_regional_postcodes/LS1","GB/Yorkshire/LS1",139,1689164113
19,"carbon_intensity_api_regional_postcodes/E14","GB/South Wales/E14",312,1689164113
19,"carbon_intensity_api_regional_postcodes/B1","GB/West Midlands/B1",57,1689164113
19,"carbon_intensity_api_regional_postcodes/RG1","GB/South England/RG1",137,1689164113
19,"carbon_intensity_api_regional_postcodes/W2","GB/London/W2",102,1689164113
20,"electricity_maps_carbon_intensity_latest/CH","Zone/CH",81,"1689159021.232000"
20,"electricity_maps_carbon_intensity_latest/DE","Zone/DE",484,"1689159031.971000"
20,"electricity_maps_carbon_intensity_latest/NO-NO1","Zone/NO-NO1",25,"1689159077.764000"
20,"electricity_maps_carbon_intensity_latest/CH","Zone/CH",81,"1689159021.232000"
20,"electricity_maps_carbon_intensity_latest/DE","Zone/DE",484,"1689159031.971000"
20,"electricity_maps_carbon_intensity_latest/NO-NO1","Zone/NO-NO1",25,"1689159077.764000"
20,"carbon_intensity_api_regional_postcodes/AB10","GB/North Scotland/AB10",0,1689164113
20,"carbon_intensity_api_regional_postcodes/EH1","GB/South Scotland/EH1",19,1689164113
20,"carbon_intensity_api_regional_postcodes/M1","GB/North West England/M1",19,1689164113
20,"carbon_intensity_api_regional_postcodes/LS1","GB/Yorkshire/LS1",136,1689164113
20,"carbon_intensity_api_regional_postcodes/E14","GB/South Wales/E14",306,1689164113
20,"carbon_intensity_api_regional_postcodes/B1","GB/West Midlands/B1",51,1689164113
20,"carbon_intensity_api_regional_postcodes/RG1","GB/South England/RG1",133,1689164113
20,"carbon_intensity_api_regional_postcodes/W2","GB/London/W2",96,1689164113
20,"carbon_intensity_api_regional_postcodes/AB10","GB/North Scotland/AB10",0,1689164113
20,"carbon_intensity_api_regional_postcodes/EH1","GB/South Scotland/EH1",19,1689164113
20,"carbon_intensity_api_regional_postcodes/M1","GB/North West England/M1",19,1689164113
20,"carbon_intensity_api_regional_postcodes/LS1","GB/Yorkshire/LS1",136,1689164113
20,"carbon_intensity_api_regional_postcodes/E14","GB/South Wales/E14",306,1689164113
20,"carbon_intensity_api_regional_postcodes/B1","GB/West Midlands/B1",51,1689164113
20,"carbon_intensity_api_regional_postcodes/RG1","GB/South England/RG1",133,1689164113
20,"carbon_intensity_api_regional_postcodes/W2","GB/London/W2",96,1689164113
21,"electricity_maps_carbon_intensity_latest/CH","Zone/CH",81,"1689159021.232000"
21,"electricity_maps_carbon_intensity_latest/DE","Zone/DE",484,"1689159031.971000"
21,"electricity_maps_carbon_intensity_latest/NO-NO1","Zone/NO-NO1",25,"1689159077.764000"
21,"carbon_intensity_api_regional_postcodes/AB10","GB/North Scotland/AB10",0,1689164113
21,"carbon_intensity_api_regional_postcodes/EH1","GB/South Scotland/EH1",19,1689164113
21,"carbon_intensity_api_regional_postcodes/M1","GB/North West England/M1",22,1689164113
21,"carbon_intensity_api_regional_postcodes/LS1","GB/Yorkshire/LS1",137,1689164113
21,"carbon_intensity_api_regional_postcodes/E14","GB/South Wales/E14",297,1689164113
21,"carbon_intensity_api_regional_postcodes/B1","GB/West Midlands/B1",52,1689164113
21,"carbon_intensity_api_regional_postcodes/RG1","GB/South England/RG1",138,1689164113
21,"carbon_intensity_api_regional_postcodes/W2","GB/London/W2",92,1689164113
21,"carbon_intensity_api_regional_postcodes/AB10","GB/North Scotland/AB10",0,1689164113
21,"carbon_intensity_api_regional_postcodes/EH1","GB/South Scotland/EH1",19,1689164113
21,"carbon_intensity_api_regional_postcodes/M1","GB/North West England/M1",22,1689164113
21,"carbon_intensity_api_regional_postcodes/LS1","GB/Yorkshire/LS1",137,1689164113
21,"carbon_intensity_api_regional_postcodes/E14","GB/South Wales/E14",297,1689164113
21,"carbon_intensity_api_regional_postcodes/B1","GB/West Midlands/B1",52,1689164113
21,"carbon_intensity_api_regional_postcodes/RG1","GB/South England/RG1",138,1689164113
21,"carbon_intensity_api_regional_postcodes/W2","GB/London/W2",92,1689164113
22,"electricity_maps_carbon_intensity_latest/CH","Zone/CH",72,"1689159021.232000"
22,"electricity_maps_carbon_intensity_latest/DE","Zone/DE",417,"1689159031.971000"
22,"electricity_maps_carbon_intensity_latest/NO-NO1","Zone/NO-NO1",25,"1689159077.764000"
22,"electricity_maps_carbon_intensity_latest/CH","Zone/CH",72,"1689159021.232000"
22,"electricity_maps_carbon_intensity_latest/DE","Zone/DE",417,"1689159031.971000"
22,"electricity_maps_carbon_intensity_latest/NO-NO1","Zone/NO-NO1",25,"1689159077.764000"
22,"carbon_intensity_api_regional_postcodes/AB10","GB/North Scotland/AB10",0,1689164113
22,"carbon_intensity_api_regional_postcodes/EH1","GB/South Scotland/EH1",19,1689164113
22,"carbon_intensity_api_regional_postcodes/M1","GB/North West England/M1",20,1689164113
22,"carbon_intensity_api_regional_postcodes/LS1","GB/Yorkshire/LS1",139,1689164113
22,"carbon_intensity_api_regional_postcodes/E14","GB/South Wales/E14",308,1689164113
22,"carbon_intensity_api_regional_postcodes/B1","GB/West Midlands/B1",52,1689164113
22,"carbon_intensity_api_regional_postcodes/RG1","GB/South England/RG1",138,1689164113
22,"carbon_intensity_api_regional_postcodes/W2","GB/London/W2",87,1689164113
22,"carbon_intensity_api_regional_postcodes/AB10","GB/North Scotland/AB10",0,1689164113
22,"carbon_intensity_api_regional_postcodes/EH1","GB/South Scotland/EH1",19,1689164113
22,"carbon_intensity_api_regional_postcodes/M1","GB/North West England/M1",20,1689164113
22,"carbon_intensity_api_regional_postcodes/LS1","GB/Yorkshire/LS1",139,1689164113
22,"carbon_intensity_api_regional_postcodes/E14","GB/South Wales/E14",308,1689164113
22,"carbon_intensity_api_regional_postcodes/B1","GB/West Midlands/B1",52,1689164113
22,"carbon_intensity_api_regional_postcodes/RG1","GB/South England/RG1",138,1689164113
22,"carbon_intensity_api_regional_postcodes/W2","GB/London/W2",87,1689164113
23,"electricity_maps_carbon_intensity_latest/CH","Zone/CH",72,"1689159021.232000"
23,"electricity_maps_carbon_intensity_latest/DE","Zone/DE",417,"1689159031.971000"
23,"electricity_maps_carbon_intensity_latest/NO-NO1","Zone/NO-NO1",25,"1689159077.764000"
23,"carbon_intensity_api_regional_postcodes/AB10","GB/North Scotland/AB10",0,1689164113
23,"carbon_intensity_api_regional_postcodes/EH1","GB/South Scotland/EH1",19,1689164113
23,"carbon_intensity_api_regional_postcodes/M1","GB/North West England/M1",19,1689164113
23,"carbon_intensity_api_regional_postcodes/LS1","GB/Yorkshire/LS1",139,1689164113
23,"carbon_intensity_api_regional_postcodes/E14","GB/South Wales/E14",316,1689164113
23,"carbon_intensity_api_regional_postcodes/B1","GB/West Midlands/B1",53,1689164113
23,"carbon_intensity_api_regional_postcodes/RG1","GB/South England/RG1",138,1689164113
23,"carbon_intensity_api_regional_postcodes/W2","GB/London/W2",87,1689164113
23,"carbon_intensity_api_regional_postcodes/AB10","GB/North Scotland/AB10",0,1689164113
23,"carbon_intensity_api_regional_postcodes/EH1","GB/South Scotland/EH1",19,1689164113
23,"carbon_intensity_api_regional_postcodes/M1","GB/North West England/M1",19,1689164113
23,"carbon_intensity_api_regional_postcodes/LS1","GB/Yorkshire/LS1",139,1689164113
23,"carbon_intensity_api_regional_postcodes/E14","GB/South Wales/E14",316,1689164113
23,"carbon_intensity_api_regional_postcodes/B1","GB/West Midlands/B1",53,1689164113
23,"carbon_intensity_api_regional_postcodes/RG1","GB/South England/RG1",138,1689164113
23,"carbon_intensity_api_regional_postcodes/W2","GB/London/W2",87,1689164113
24,"electricity_maps_carbon_intensity_latest/CH","Zone/CH",75,"1689159021.232000"
24,"electricity_maps_carbon_intensity_latest/DE","Zone/DE",421,"1689159031.971000"
24,"electricity_maps_carbon_intensity_latest/NO-NO1","Zone/NO-NO1",25,"1689159077.764000"
24,"electricity_maps_carbon_intensity_latest/CH","Zone/CH",75,"1689159021.232000"
24,"electricity_maps_carbon_intensity_latest/DE","Zone/DE",421,"1689159031.971000"
24,"electricity_maps_carbon_intensity_latest/NO-NO1","Zone/NO-NO1",25,"1689159077.764000"
24,"carbon_intensity_api_regional_postcodes/AB10","GB/North Scotland/AB10",0,1689164113
24,"carbon_intensity_api_regional_postcodes/EH1","GB/South Scotland/EH1",19,1689164113
24,"carbon_intensity_api_regional_postcodes/M1","GB/North West England/M1",18,1689164113
24,"carbon_intensity_api_regional_postcodes/LS1","GB/Yorkshire/LS1",134,1689164113
24,"carbon_intensity_api_regional_postcodes/E14","GB/South Wales/E14",322,1689164113
24,"carbon_intensity_api_regional_postcodes/B1","GB/West Midlands/B1",48,1689164113
24,"carbon_intensity_api_regional_postcodes/RG1","GB/South England/RG1",135,1689164113
24,"carbon_intensity_api_regional_postcodes/W2","GB/London/W2",92,1689164113
24,"carbon_intensity_api_regional_postcodes/AB10","GB/North Scotland/AB10",0,1689164113
24,"carbon_intensity_api_regional_postcodes/EH1","GB/South Scotland/EH1",19,1689164113
24,"carbon_intensity_api_regional_postcodes/M1","GB/North West England/M1",18,1689164113
24,"carbon_intensity_api_regional_postcodes/LS1","GB/Yorkshire/LS1",134,1689164113
24,"carbon_intensity_api_regional_postcodes/E14","GB/South Wales/E14",322,1689164113
24,"carbon_intensity_api_regional_postcodes/B1","GB/West Midlands/B1",48,1689164113
24,"carbon_intensity_api_regional_postcodes/RG1","GB/South England/RG1",135,1689164113
24,"carbon_intensity_api_regional_postcodes/W2","GB/London/W2",92,1689164113
25,"electricity_maps_carbon_intensity_latest/CH","Zone/CH",75,"1689159021.232000"
25,"electricity_maps_carbon_intensity_latest/DE","Zone/DE",421,"1689159031.971000"
25,"electricity_maps_carbon_intensity_latest/NO-NO1","Zone/NO-NO1",25,"1689159077.764000"
25,"carbon_intensity_api_regional_postcodes/AB10","GB/North Scotland/AB10",0,1689164113
25,"carbon_intensity_api_regional_postcodes/EH1","GB/South Scotland/EH1",19,1689164113
25,"carbon_intensity_api_regional_postcodes/M1","GB/North West England/M1",19,1689164113
25,"carbon_intensity_api_regional_postcodes/LS1","GB/Yorkshire/LS1",132,1689164113
25,"carbon_intensity_api_regional_postcodes/E14","GB/South Wales/E14",334,1689164113
25,"carbon_intensity_api_regional_postcodes/B1","GB/West Midlands/B1",48,1689164113
25,"carbon_intensity_api_regional_postcodes/RG1","GB/South England/RG1",133,1689164113
25,"carbon_intensity_api_regional_postcodes/W2","GB/London/W2",96,1689164113
25,"carbon_intensity_api_regional_postcodes/AB10","GB/North Scotland/AB10",0,1689164113
25,"carbon_intensity_api_regional_postcodes/EH1","GB/South Scotland/EH1",19,1689164113
25,"carbon_intensity_api_regional_postcodes/M1","GB/North West England/M1",19,1689164113
25,"carbon_intensity_api_regional_postcodes/LS1","GB/Yorkshire/LS1",132,1689164113
25,"carbon_intensity_api_regional_postcodes/E14","GB/South Wales/E14",334,1689164113
25,"carbon_intensity_api_regional_postcodes/B1","GB/West Midlands/B1",48,1689164113
25,"carbon_intensity_api_regional_postcodes/RG1","GB/South England/RG1",133,1689164113
25,"carbon_intensity_api_regional_postcodes/W2","GB/London/W2",96,1689164113
26,"electricity_maps_carbon_intensity_latest/CH","Zone/CH",70,"1689159021.232000"
26,"electricity_maps_carbon_intensity_latest/DE","Zone/DE",405,"1689159031.971000"
26,"electricity_maps_carbon_intensity_latest/NO-NO1","Zone/NO-NO1",25,"1689159077.764000"
26,"electricity_maps_carbon_intensity_latest/CH","Zone/CH",70,"1689159021.232000"
26,"electricity_maps_carbon_intensity_latest/DE","Zone/DE",405,"1689159031.971000"
26,"electricity_maps_carbon_intensity_latest/NO-NO1","Zone/NO-NO1",25,"1689159077.764000"
26,"carbon_intensity_api_regional_postcodes/AB10","GB/North Scotland/AB10",0,1689164113
26,"carbon_intensity_api_regional_postcodes/EH1","GB/South Scotland/EH1",20,1689164113
26,"carbon_intensity_api_regional_postcodes/M1","GB/North West England/M1",17,1689164113
26,"carbon_intensity_api_regional_postcodes/LS1","GB/Yorkshire/LS1",138,1689164113
26,"carbon_intensity_api_regional_postcodes/E14","GB/South Wales/E14",341,1689164113
26,"carbon_intensity_api_regional_postcodes/B1","GB/West Midlands/B1",49,1689164113
26,"carbon_intensity_api_regional_postcodes/RG1","GB/South England/RG1",141,1689164113
26,"carbon_intensity_api_regional_postcodes/W2","GB/London/W2",114,1689164113
26,"carbon_intensity_api_regional_postcodes/AB10","GB/North Scotland/AB10",0,1689164113
26,"carbon_intensity_api_regional_postcodes/EH1","GB/South Scotland/EH1",20,1689164113
26,"carbon_intensity_api_regional_postcodes/M1","GB/North West England/M1",17,1689164113
26,"carbon_intensity_api_regional_postcodes/LS1","GB/Yorkshire/LS1",138,1689164113
26,"carbon_intensity_api_regional_postcodes/E14","GB/South Wales/E14",341,1689164113
26,"carbon_intensity_api_regional_postcodes/B1","GB/West Midlands/B1",49,1689164113
26,"carbon_intensity_api_regional_postcodes/RG1","GB/South England/RG1",141,1689164113
26,"carbon_intensity_api_regional_postcodes/W2","GB/London/W2",114,1689164113
27,"electricity_maps_carbon_intensity_latest/CH","Zone/CH",70,"1689159021.232000"
27,"electricity_maps_carbon_intensity_latest/DE","Zone/DE",405,"1689159031.971000"
27,"electricity_maps_carbon_intensity_latest/NO-NO1","Zone/NO-NO1",25,"1689159077.764000"
27,"carbon_intensity_api_regional_postcodes/AB10","GB/North Scotland/AB10",0,1689164113
27,"carbon_intensity_api_regional_postcodes/EH1","GB/South Scotland/EH1",20,1689164113
27,"carbon_intensity_api_regional_postcodes/M1","GB/North West England/M1",19,1689164113
27,"carbon_intensity_api_regional_postcodes/LS1","GB/Yorkshire/LS1",136,1689164113
27,"carbon_intensity_api_regional_postcodes/E14","GB/South Wales/E14",355,1689164113
27,"carbon_intensity_api_regional_postcodes/B1","GB/West Midlands/B1",76,1689164113
27,"carbon_intensity_api_regional_postcodes/RG1","GB/South England/RG1",152,1689164113
27,"carbon_intensity_api_regional_postcodes/W2","GB/London/W2",121,1689164113
27,"carbon_intensity_api_regional_postcodes/AB10","GB/North Scotland/AB10",0,1689164113
27,"carbon_intensity_api_regional_postcodes/EH1","GB/South Scotland/EH1",20,1689164113
27,"carbon_intensity_api_regional_postcodes/M1","GB/North West England/M1",19,1689164113
27,"carbon_intensity_api_regional_postcodes/LS1","GB/Yorkshire/LS1",136,1689164113
27,"carbon_intensity_api_regional_postcodes/E14","GB/South Wales/E14",355,1689164113
27,"carbon_intensity_api_regional_postcodes/B1","GB/West Midlands/B1",76,1689164113
27,"carbon_intensity_api_regional_postcodes/RG1","GB/South England/RG1",152,1689164113
27,"carbon_intensity_api_regional_postcodes/W2","GB/London/W2",121,1689164113
28,"electricity_maps_carbon_intensity_latest/CH","Zone/CH",74,"1689159021.232000"
28,"electricity_maps_carbon_intensity_latest/DE","Zone/DE",430,"1689159031.971000"
28,"electricity_maps_carbon_intensity_latest/NO-NO1","Zone/NO-NO1",25,"1689159077.764000"
28,"electricity_maps_carbon_intensity_latest/CH","Zone/CH",74,"1689159021.232000"
28,"electricity_maps_carbon_intensity_latest/DE","Zone/DE",430,"1689159031.971000"
28,"electricity_maps_carbon_intensity_latest/NO-NO1","Zone/NO-NO1",25,"1689159077.764000"
28,"carbon_intensity_api_regional_postcodes/AB10","GB/North Scotland/AB10",1,1689164113
28,"carbon_intensity_api_regional_postcodes/EH1","GB/South Scotland/EH1",20,1689164113
28,"carbon_intensity_api_regional_postcodes/M1","GB/North West England/M1",18,1689164113
28,"carbon_intensity_api_regional_postcodes/LS1","GB/Yorkshire/LS1",123,1689164113
28,"carbon_intensity_api_regional_postcodes/E14","GB/South Wales/E14",356,1689164113
28,"carbon_intensity_api_regional_postcodes/B1","GB/West Midlands/B1",67,1689164113
28,"carbon_intensity_api_regional_postcodes/RG1","GB/South England/RG1",141,1689164113
28,"carbon_intensity_api_regional_postcodes/W2","GB/London/W2",123,1689164113
28,"carbon_intensity_api_regional_postcodes/AB10","GB/North Scotland/AB10",1,1689164113
28,"carbon_intensity_api_regional_postcodes/EH1","GB/South Scotland/EH1",20,1689164113
28,"carbon_intensity_api_regional_postcodes/M1","GB/North West England/M1",18,1689164113
28,"carbon_intensity_api_regional_postcodes/LS1","GB/Yorkshire/LS1",123,1689164113
28,"carbon_intensity_api_regional_postcodes/E14","GB/South Wales/E14",356,1689164113
28,"carbon_intensity_api_regional_postcodes/B1","GB/West Midlands/B1",67,1689164113
28,"carbon_intensity_api_regional_postcodes/RG1","GB/South England/RG1",141,1689164113
28,"carbon_intensity_api_regional_postcodes/W2","GB/London/W2",123,1689164113
29,"electricity_maps_carbon_intensity_latest/CH","Zone/CH",74,"1689159021.232000"
29,"electricity_maps_carbon_intensity_latest/DE","Zone/DE",430,"1689159031.971000"
29,"electricity_maps_carbon_intensity_latest/NO-NO1","Zone/NO-NO1",25,"1689159077.764000"
29,"carbon_intensity_api_regional_postcodes/AB10","GB/North Scotland/AB10",2,1689164113
29,"carbon_intensity_api_regional_postcodes/EH1","GB/South Scotland/EH1",19,1689164113
29,"carbon_intensity_api_regional_postcodes/M1","GB/North West England/M1",20,1689164113
29,"carbon_intensity_api_regional_postcodes/LS1","GB/Yorkshire/LS1",126,1689164113
29,"carbon_intensity_api_regional_postcodes/E14","GB/South Wales/E14",359,1689164113
29,"carbon_intensity_api_regional_postcodes/B1","GB/West Midlands/B1",73,1689164113
29,"carbon_intensity_api_regional_postcodes/RG1","GB/South England/RG1",145,1689164113
29,"carbon_intensity_api_regional_postcodes/W2","GB/London/W2",139,1689164113
29,"carbon_intensity_api_regional_postcodes/AB10","GB/North Scotland/AB10",2,1689164113
29,"carbon_intensity_api_regional_postcodes/EH1","GB/South Scotland/EH1",19,1689164113
29,"carbon_intensity_api_regional_postcodes/M1","GB/North West England/M1",20,1689164113
29,"carbon_intensity_api_regional_postcodes/LS1","GB/Yorkshire/LS1",126,1689164113
29,"carbon_intensity_api_regional_postcodes/E14","GB/South Wales/E14",359,1689164113
29,"carbon_intensity_api_regional_postcodes/B1","GB/West Midlands/B1",73,1689164113
29,"carbon_intensity_api_regional_postcodes/RG1","GB/South England/RG1",145,1689164113
29,"carbon_intensity_api_regional_postcodes/W2","GB/London/W2",139,1689164113
30,"electricity_maps_carbon_intensity_latest/CH","Zone/CH",71,"1689159021.232000"
30,"electricity_maps_carbon_intensity_latest/DE","Zone/DE",427,"1689159031.971000"
30,"electricity_maps_carbon_intensity_latest/NO-NO1","Zone/NO-NO1",25,"1689159077.764000"
30,"electricity_maps_carbon_intensity_latest/CH","Zone/CH",71,"1689159021.232000"
30,"electricity_maps_carbon_intensity_latest/DE","Zone/DE",427,"1689159031.971000"
30,"electricity_maps_carbon_intensity_latest/NO-NO1","Zone/NO-NO1",25,"1689159077.764000"
30,"carbon_intensity_api_regional_postcodes/AB10","GB/North Scotland/AB10",2,1689164113
30,"carbon_intensity_api_regional_postcodes/EH1","GB/South Scotland/EH1",20,1689164113
30,"carbon_intensity_api_regional_postcodes/M1","GB/North West England/M1",28,1689164113
30,"carbon_intensity_api_regional_postcodes/LS1","GB/Yorkshire/LS1",128,1689164113
30,"carbon_intensity_api_regional_postcodes/E14","GB/South Wales/E14",358,1689164113
30,"carbon_intensity_api_regional_postcodes/B1","GB/West Midlands/B1",86,1689164113
30,"carbon_intensity_api_regional_postcodes/RG1","GB/South England/RG1",151,1689164113
30,"carbon_intensity_api_regional_postcodes/W2","GB/London/W2",132,1689164113
30,"carbon_intensity_api_regional_postcodes/AB10","GB/North Scotland/AB10",2,1689164113
30,"carbon_intensity_api_regional_postcodes/EH1","GB/South Scotland/EH1",20,1689164113
30,"carbon_intensity_api_regional_postcodes/M1","GB/North West England/M1",28,1689164113
30,"carbon_intensity_api_regional_postcodes/LS1","GB/Yorkshire/LS1",128,1689164113
30,"carbon_intensity_api_regional_postcodes/E14","GB/South Wales/E14",358,1689164113
30,"carbon_intensity_api_regional_postcodes/B1","GB/West Midlands/B1",86,1689164113
30,"carbon_intensity_api_regional_postcodes/RG1","GB/South England/RG1",151,1689164113
30,"carbon_intensity_api_regional_postcodes/W2","GB/London/W2",132,1689164113
31,"electricity_maps_carbon_intensity_latest/CH","Zone/CH",71,"1689159021.232000"
31,"electricity_maps_carbon_intensity_latest/DE","Zone/DE",427,"1689159031.971000"
