"bucket_name","bucket_owner","bytes_sent","error_code",eventtype,host,"http_status",index,key,linecount,"object_size",operation,punct,referrer,"remote_ip","request_id","request_time","request_uri",requester,source,sourcetype,"splunk_server","splunk_server_group",tag,"tag::eventtype",timestamp,"tmp_epochtime","total_time","turn_around_time","user_agent","version_id","_raw","_time"
"config-bucket-ap","-","-",PermanentRedirect,,"eventgen-hod",301,main,"AWSLogs/063605715280/CloudTrail/us-east-1/2016/01/28/063605715280_CloudTrail_us-east-1_20160128T1240Z_ItV1KjNEGuskydGU.json.gz",2,3771,"REST.COPY.OBJECT","-___--___[-]___...____-___----____..____///--////-","-","54.146.9.81","ba89030c-de47-415b-b9c3-aaeec7c834b1","-","PUT /AWSLogs/063605715280/CloudTrail/us-east-1/2016/01/28/063605715280_CloudTrail_us-east-1_20160128T1240Z_ItV1KjNEGuskydGU.json.gz HTTP/1.1","-","s3://*","aws:s3:accesslogs","ip-10-202-15-14.ec2.splunkit.io",,,,none,1636013295,5941,"-","Boto/2.38.0 Python/2.7.9 Linux/3.10.0-229.7.2.el7.x86_64","-","-   config-bucket-ap   [-]   54.146.9.81    -   ba89030c-de47-415b-b9c3-aaeec7c834b1    REST.COPY.OBJECT    AWSLogs/063605715280/CloudTrail/us-east-1/2016/01/28/063605715280_CloudTrail_us-east-1_20160128T1240Z_ItV1KjNEGuskydGU.json.gz   ""PUT /AWSLogs/063605715280/CloudTrail/us-east-1/2016/01/28/063605715280_CloudTrail_us-east-1_20160128T1240Z_ItV1KjNEGuskydGU.json.gz HTTP/1.1""   301    PermanentRedirect    -    3771  5941    -   ""-""   ""Boto/2.38.0 Python/2.7.9 Linux/3.10.0-229.7.2.el7.x86_64""    -
","2021-11-04T08:08:15.000+0000"
"ta-cloudtrail-singapore","-","-",InvalidAccessKeyId,,"eventgen-hod",403,main,"AWSLogs/063605715280/CloudTrail/us-west-2/2016/01/28/063605715280_CloudTrail_us-west-2_20160128T1215Z_4mtL2i3yjRfp1g7o.json.gz",2,525,"REST.HEAD.OBJECT","-___--___[-]___...____-___----____..____///--////-","-","54.238.226.225","6102f58c-8f82-433d-bce9-4e9354e5e3e7","-","PUT /AWSLogs/063605715280/CloudTrail/us-west-2/2016/01/28/063605715280_CloudTrail_us-west-2_20160128T1215Z_4mtL2i3yjRfp1g7o.json.gz HTTP/1.1","-","s3://*","aws:s3:accesslogs","ip-10-202-15-14.ec2.splunkit.io",,,,none,1636013235,925,"-","Boto/2.38.0 Python/2.7.9 Linux/3.10.0-229.7.2.el7.x86_64","-","-   ta-cloudtrail-singapore   [-]   54.238.226.225    -   6102f58c-8f82-433d-bce9-4e9354e5e3e7    REST.HEAD.OBJECT    AWSLogs/063605715280/CloudTrail/us-west-2/2016/01/28/063605715280_CloudTrail_us-west-2_20160128T1215Z_4mtL2i3yjRfp1g7o.json.gz   ""PUT /AWSLogs/063605715280/CloudTrail/us-west-2/2016/01/28/063605715280_CloudTrail_us-west-2_20160128T1215Z_4mtL2i3yjRfp1g7o.json.gz HTTP/1.1""   403    InvalidAccessKeyId    -    525  925    -   ""-""   ""Boto/2.38.0 Python/2.7.9 Linux/3.10.0-229.7.2.el7.x86_64""    -
","2021-11-04T08:07:15.000+0000"
"ta-cloudtrail-singapore","-","-",NoSuchWebsiteConfiguration,,"eventgen-hod",404,main,"AWSLogs/063605715280/CloudTrail/us-west-2/2016/01/28/063605715280_CloudTrail_us-west-2_20160128T1250Z_GKteyRCv3cbvuvsX.json.gz",2,525,"REST.GET.ACL","-___--___[-]___...____-___----____..____///--////-","-","184.72.153.114","9123acb9-58d2-4e69-abd1-0b4d901463cc","-","PUT /AWSLogs/063605715280/CloudTrail/us-west-2/2016/01/28/063605715280_CloudTrail_us-west-2_20160128T1250Z_GKteyRCv3cbvuvsX.json.gz HTTP/1.1","-","s3://*","aws:s3:accesslogs","ip-10-202-15-14.ec2.splunkit.io",,,,none,1636013205,3195,"-","Boto/2.38.0 Python/2.7.9 Linux/2.6.32-573.8.1.el6.x86_64","-","-   ta-cloudtrail-singapore   [-]   184.72.153.114    -   9123acb9-58d2-4e69-abd1-0b4d901463cc    REST.GET.ACL    AWSLogs/063605715280/CloudTrail/us-west-2/2016/01/28/063605715280_CloudTrail_us-west-2_20160128T1250Z_GKteyRCv3cbvuvsX.json.gz   ""PUT /AWSLogs/063605715280/CloudTrail/us-west-2/2016/01/28/063605715280_CloudTrail_us-west-2_20160128T1250Z_GKteyRCv3cbvuvsX.json.gz HTTP/1.1""   404    NoSuchWebsiteConfiguration    -    525  3195    -   ""-""   ""Boto/2.38.0 Python/2.7.9 Linux/2.6.32-573.8.1.el6.x86_64""    -
","2021-11-04T08:06:45.000+0000"
"splunk-mobile","-","-",NoSuchWebsiteConfiguration,,"eventgen-hod",404,main,"AWSLogs/063605715280/CloudTrail/us-east-1/2016/01/28/063605715280_CloudTrail_us-east-1_20160128T1215Z_miiqVo4xvVTvtjyi.json.gz",2,1624,"REST.GET.ACL","-___-___[-]___...____-___----____..____///--////--","-","54.93.109.123","44fee640-8cd3-45d3-a668-0859226f6274","-","PUT /AWSLogs/063605715280/CloudTrail/us-east-1/2016/01/28/063605715280_CloudTrail_us-east-1_20160128T1215Z_miiqVo4xvVTvtjyi.json.gz HTTP/1.1","-","s3://*","aws:s3:accesslogs","ip-10-202-15-14.ec2.splunkit.io",,,,none,1636013115,2434,"-","Boto/2.38.0 Python/2.7.9 Linux/3.10.0-123.el7.x86_64","-","-   splunk-mobile   [-]   54.93.109.123    -   44fee640-8cd3-45d3-a668-0859226f6274    REST.GET.ACL    AWSLogs/063605715280/CloudTrail/us-east-1/2016/01/28/063605715280_CloudTrail_us-east-1_20160128T1215Z_miiqVo4xvVTvtjyi.json.gz   ""PUT /AWSLogs/063605715280/CloudTrail/us-east-1/2016/01/28/063605715280_CloudTrail_us-east-1_20160128T1215Z_miiqVo4xvVTvtjyi.json.gz HTTP/1.1""   404    NoSuchWebsiteConfiguration    -    1624  2434    -   ""-""   ""Boto/2.38.0 Python/2.7.9 Linux/3.10.0-123.el7.x86_64""    -
","2021-11-04T08:05:15.000+0000"
"splunk-mobile","-","-",InvalidAccessKeyId,,"eventgen-hod",403,main,"AWSLogs/063605715280/CloudTrail/us-east-1/2016/01/28/063605715280_CloudTrail_us-east-1_20160128T1235Z_xDPvNcBOLPg0sli5.json.gz",2,5374,"REST.GET.ACL","-___-___[-]___...____-___----____..____///--////--","-","54.233.103.151","fc579596-673a-4868-8f97-f33fb02e5801","-","PUT /AWSLogs/063605715280/CloudTrail/us-east-1/2016/01/28/063605715280_CloudTrail_us-east-1_20160128T1235Z_xDPvNcBOLPg0sli5.json.gz HTTP/1.1","-","s3://*","aws:s3:accesslogs","ip-10-202-15-14.ec2.splunkit.io",,,,none,1636013056,304,"-",AWSConfig,"-","-   splunk-mobile   [-]   54.233.103.151    -   fc579596-673a-4868-8f97-f33fb02e5801    REST.GET.ACL    AWSLogs/063605715280/CloudTrail/us-east-1/2016/01/28/063605715280_CloudTrail_us-east-1_20160128T1235Z_xDPvNcBOLPg0sli5.json.gz   ""PUT /AWSLogs/063605715280/CloudTrail/us-east-1/2016/01/28/063605715280_CloudTrail_us-east-1_20160128T1235Z_xDPvNcBOLPg0sli5.json.gz HTTP/1.1""   403    InvalidAccessKeyId    -    5374  304    -   ""-""   ""AWSConfig""    -
","2021-11-04T08:04:16.000+0000"
"jove-aws-billing","-","-","-",,"eventgen-hod",200,main,"AWSLogs/063605715280/CloudTrail/sa-east-1/2016/01/28/063605715280_CloudTrail_sa-east-1_20160128T1210Z_I7E1h82zIxcglpu0.json.gz",2,1878,"REST.GET.LOCATION","-___--___[-]___...____-___----____..____///--////-","-","54.205.0.78","559bf468-823b-4901-9215-3cbe413f9d7b","-","PUT /AWSLogs/063605715280/CloudTrail/sa-east-1/2016/01/28/063605715280_CloudTrail_sa-east-1_20160128T1210Z_I7E1h82zIxcglpu0.json.gz HTTP/1.1","-","s3://*","aws:s3:accesslogs","ip-10-202-15-14.ec2.splunkit.io",,,,none,1636013056,3405,"-","Boto/2.38.0 Python/2.7.9 Linux/3.10.0-123.el7.x86_64","-","-   jove-aws-billing   [-]   54.205.0.78    -   559bf468-823b-4901-9215-3cbe413f9d7b    REST.GET.LOCATION    AWSLogs/063605715280/CloudTrail/sa-east-1/2016/01/28/063605715280_CloudTrail_sa-east-1_20160128T1210Z_I7E1h82zIxcglpu0.json.gz   ""PUT /AWSLogs/063605715280/CloudTrail/sa-east-1/2016/01/28/063605715280_CloudTrail_sa-east-1_20160128T1210Z_I7E1h82zIxcglpu0.json.gz HTTP/1.1""   200    -    -    1878  3405    -   ""-""   ""Boto/2.38.0 Python/2.7.9 Linux/3.10.0-123.el7.x86_64""    -
","2021-11-04T08:04:16.000+0000"
"jove-aws-billing","-","-","-",,"eventgen-hod",200,main,"AWSLogs/063605715280/CloudTrail/sa-east-1/2016/01/28/063605715280_CloudTrail_sa-east-1_20160128T1210Z_I7E1h82zIxcglpu0.json.gz",2,1878,"REST.GET.LOCATION","-___--___[-]___...____-___----____..____///--////-","-","54.205.0.78","559bf468-823b-4901-9215-3cbe413f9d7b","-","PUT /AWSLogs/063605715280/CloudTrail/sa-east-1/2016/01/28/063605715280_CloudTrail_sa-east-1_20160128T1210Z_I7E1h82zIxcglpu0.json.gz HTTP/1.1","-","s3://*","aws:s3:accesslogs","ip-10-202-15-14.ec2.splunkit.io",,,,none,1636012876,3405,"-","Boto/2.38.0 Python/2.7.9 Linux/3.10.0-123.el7.x86_64","-","-   jove-aws-billing   [-]   54.205.0.78    -   559bf468-823b-4901-9215-3cbe413f9d7b    REST.GET.LOCATION    AWSLogs/063605715280/CloudTrail/sa-east-1/2016/01/28/063605715280_CloudTrail_sa-east-1_20160128T1210Z_I7E1h82zIxcglpu0.json.gz   ""PUT /AWSLogs/063605715280/CloudTrail/sa-east-1/2016/01/28/063605715280_CloudTrail_sa-east-1_20160128T1210Z_I7E1h82zIxcglpu0.json.gz HTTP/1.1""   200    -    -    1878  3405    -   ""-""   ""Boto/2.38.0 Python/2.7.9 Linux/3.10.0-123.el7.x86_64""    -
","2021-11-04T08:01:16.000+0000"
"jove-aws-billing","-","-",InvalidAccessKeyId,,"eventgen-hod",403,main,"AWSLogs/063605715280/CloudTrail/sa-east-1/2016/01/28/063605715280_CloudTrail_sa-east-1_20160128T1255Z_7M0GBCxceSIf58dA.json.gz",2,3568,"REST.HEAD.BUCKET","-___--___[-]___...____-___----____..____///--////-","-","54.229.80.17","bc745fae-6263-4082-81eb-e7545b8eb807","-","PUT /AWSLogs/063605715280/CloudTrail/sa-east-1/2016/01/28/063605715280_CloudTrail_sa-east-1_20160128T1255Z_7M0GBCxceSIf58dA.json.gz HTTP/1.1","-","s3://*","aws:s3:accesslogs","ip-10-202-15-14.ec2.splunkit.io",,,,none,1636012606,5805,"-","Boto/2.38.0 Python/2.7.9 Linux/3.10.0-229.7.2.el7.x86_64","-","-   jove-aws-billing   [-]   54.229.80.17    -   bc745fae-6263-4082-81eb-e7545b8eb807    REST.HEAD.BUCKET    AWSLogs/063605715280/CloudTrail/sa-east-1/2016/01/28/063605715280_CloudTrail_sa-east-1_20160128T1255Z_7M0GBCxceSIf58dA.json.gz   ""PUT /AWSLogs/063605715280/CloudTrail/sa-east-1/2016/01/28/063605715280_CloudTrail_sa-east-1_20160128T1255Z_7M0GBCxceSIf58dA.json.gz HTTP/1.1""   403    InvalidAccessKeyId    -    3568  5805    -   ""-""   ""Boto/2.38.0 Python/2.7.9 Linux/3.10.0-229.7.2.el7.x86_64""    -
","2021-11-04T07:56:46.000+0000"
"jove-aws-billing","-","-",InvalidAccessKeyId,,"eventgen-hod",403,main,"AWSLogs/063605715280/CloudTrail/us-east-1/2016/01/28/063605715280_CloudTrail_us-east-1_20160128T1220Z_ZPvGw3sBVVk8KYMV.json.gz",2,2146,"REST.GET.BUCKET","-___--___[-]___...____-___----____..____///--////-","-","52.53.217.189","e6ba2c72-e320-4420-8994-6d150471b39e","-","PUT /AWSLogs/063605715280/CloudTrail/us-east-1/2016/01/28/063605715280_CloudTrail_us-east-1_20160128T1220Z_ZPvGw3sBVVk8KYMV.json.gz HTTP/1.1","-","s3://*","aws:s3:accesslogs","ip-10-202-15-14.ec2.splunkit.io",,,,none,1636012156,2043,"-","Boto/2.38.0 Python/2.7.9 Linux/3.10.0-229.7.2.el7.x86_64","-","-   jove-aws-billing   [-]   52.53.217.189    -   e6ba2c72-e320-4420-8994-6d150471b39e    REST.GET.BUCKET    AWSLogs/063605715280/CloudTrail/us-east-1/2016/01/28/063605715280_CloudTrail_us-east-1_20160128T1220Z_ZPvGw3sBVVk8KYMV.json.gz   ""PUT /AWSLogs/063605715280/CloudTrail/us-east-1/2016/01/28/063605715280_CloudTrail_us-east-1_20160128T1220Z_ZPvGw3sBVVk8KYMV.json.gz HTTP/1.1""   403    InvalidAccessKeyId    -    2146  2043    -   ""-""   ""Boto/2.38.0 Python/2.7.9 Linux/3.10.0-229.7.2.el7.x86_64""    -
","2021-11-04T07:49:16.000+0000"
"config-bucket-ap","-","-",InvalidAccessKeyId,,"eventgen-hod",403,main,"AWSLogs/063605715280/CloudTrail/ap-southeast-2/2016/01/28/063605715280_CloudTrail_ap-southeast-2_20160128T1230Z_6lzmvcddfH8tAIRu.json.gz",2,804,"REST.GET.ACL","-___--___[-]___...____-___----____..____///--////-","-","54.235.2.134","d06ca6e6-e1ed-4cf8-8d4b-d5a4fed5712d","-","PUT /AWSLogs/063605715280/CloudTrail/ap-southeast-2/2016/01/28/063605715280_CloudTrail_ap-southeast-2_20160128T1230Z_6lzmvcddfH8tAIRu.json.gz HTTP/1.1","-","s3://*","aws:s3:accesslogs","ip-10-202-15-14.ec2.splunkit.io",,,,none,1636012006,2233,"-","Boto/2.38.0 Python/2.7.9 Linux/4.1.10-17.31.amzn1.x86_64","-","-   config-bucket-ap   [-]   54.235.2.134    -   d06ca6e6-e1ed-4cf8-8d4b-d5a4fed5712d    REST.GET.ACL    AWSLogs/063605715280/CloudTrail/ap-southeast-2/2016/01/28/063605715280_CloudTrail_ap-southeast-2_20160128T1230Z_6lzmvcddfH8tAIRu.json.gz   ""PUT /AWSLogs/063605715280/CloudTrail/ap-southeast-2/2016/01/28/063605715280_CloudTrail_ap-southeast-2_20160128T1230Z_6lzmvcddfH8tAIRu.json.gz HTTP/1.1""   403    InvalidAccessKeyId    -    804  2233    -   ""-""   ""Boto/2.38.0 Python/2.7.9 Linux/4.1.10-17.31.amzn1.x86_64""    -
","2021-11-04T07:46:46.000+0000"
"config-bucket-ap","-","-",NoSuchWebsiteConfiguration,,"eventgen-hod",404,main,"AWSLogs/063605715280/CloudTrail/eu-west-1/2016/01/28/063605715280_CloudTrail_eu-west-1_20160128T1235Z_fmqSGhYWiqKQ6eTu.json.gz",2,3822,"REST.PUT.OBJECT","-___--___[-]___...____-___----____..____///--////-","-","54.67.60.148","56653509-4fc5-46fd-b21b-73417aa57a15","-","PUT /AWSLogs/063605715280/CloudTrail/eu-west-1/2016/01/28/063605715280_CloudTrail_eu-west-1_20160128T1235Z_fmqSGhYWiqKQ6eTu.json.gz HTTP/1.1","-","s3://*","aws:s3:accesslogs","ip-10-202-15-14.ec2.splunkit.io",,,,none,1636012006,8022,"-","Boto/2.38.0 Python/2.7.9 Linux/3.10.0-229.7.2.el7.x86_64","-","-   config-bucket-ap   [-]   54.67.60.148    -   56653509-4fc5-46fd-b21b-73417aa57a15    REST.PUT.OBJECT    AWSLogs/063605715280/CloudTrail/eu-west-1/2016/01/28/063605715280_CloudTrail_eu-west-1_20160128T1235Z_fmqSGhYWiqKQ6eTu.json.gz   ""PUT /AWSLogs/063605715280/CloudTrail/eu-west-1/2016/01/28/063605715280_CloudTrail_eu-west-1_20160128T1235Z_fmqSGhYWiqKQ6eTu.json.gz HTTP/1.1""   404    NoSuchWebsiteConfiguration    -    3822  8022    -   ""-""   ""Boto/2.38.0 Python/2.7.9 Linux/3.10.0-229.7.2.el7.x86_64""    -
","2021-11-04T07:46:46.000+0000"
"splunk-mobile","-","-",NoSuchWebsiteConfiguration,,"eventgen-hod",404,main,"AWSLogs/063605715280/CloudTrail/sa-east-1/2016/01/28/063605715280_CloudTrail_sa-east-1_20160128T1255Z_7M0GBCxceSIf58dA.json.gz",2,3568,"REST.GET.BUCKET","-___-___[-]___...____-___----____..____///--////--","-","54.233.82.50","10bdc92b-587b-4c66-8de0-8346a215e1d7","-","PUT /AWSLogs/063605715280/CloudTrail/sa-east-1/2016/01/28/063605715280_CloudTrail_sa-east-1_20160128T1255Z_7M0GBCxceSIf58dA.json.gz HTTP/1.1","-","s3://*","aws:s3:accesslogs","ip-10-202-15-14.ec2.splunkit.io",,,,none,1636011826,8560,"-","aws-sdk-ruby/1.63.0 ruby/1.9.2 x86_64-linux","-","-   splunk-mobile   [-]   54.233.82.50    -   10bdc92b-587b-4c66-8de0-8346a215e1d7    REST.GET.BUCKET    AWSLogs/063605715280/CloudTrail/sa-east-1/2016/01/28/063605715280_CloudTrail_sa-east-1_20160128T1255Z_7M0GBCxceSIf58dA.json.gz   ""PUT /AWSLogs/063605715280/CloudTrail/sa-east-1/2016/01/28/063605715280_CloudTrail_sa-east-1_20160128T1255Z_7M0GBCxceSIf58dA.json.gz HTTP/1.1""   404    NoSuchWebsiteConfiguration    -    3568  8560    -   ""-""   ""aws-sdk-ruby/1.63.0 ruby/1.9.2 x86_64-linux""    -
","2021-11-04T07:43:46.000+0000"
"splunk-mobile","-","-",NoSuchWebsiteConfiguration,,"eventgen-hod",404,main,"AWSLogs/063605715280/CloudTrail/us-east-1/2016/01/28/063605715280_CloudTrail_us-east-1_20160128T1215Z_miiqVo4xvVTvtjyi.json.gz",2,1624,"REST.GET.ACL","-___-___[-]___...____-___----____..____///--////--","-","54.93.109.123","44fee640-8cd3-45d3-a668-0859226f6274","-","PUT /AWSLogs/063605715280/CloudTrail/us-east-1/2016/01/28/063605715280_CloudTrail_us-east-1_20160128T1215Z_miiqVo4xvVTvtjyi.json.gz HTTP/1.1","-","s3://*","aws:s3:accesslogs","ip-10-202-15-14.ec2.splunkit.io",,,,none,1636011796,2434,"-","Boto/2.38.0 Python/2.7.9 Linux/3.10.0-123.el7.x86_64","-","-   splunk-mobile   [-]   54.93.109.123    -   44fee640-8cd3-45d3-a668-0859226f6274    REST.GET.ACL    AWSLogs/063605715280/CloudTrail/us-east-1/2016/01/28/063605715280_CloudTrail_us-east-1_20160128T1215Z_miiqVo4xvVTvtjyi.json.gz   ""PUT /AWSLogs/063605715280/CloudTrail/us-east-1/2016/01/28/063605715280_CloudTrail_us-east-1_20160128T1215Z_miiqVo4xvVTvtjyi.json.gz HTTP/1.1""   404    NoSuchWebsiteConfiguration    -    1624  2434    -   ""-""   ""Boto/2.38.0 Python/2.7.9 Linux/3.10.0-123.el7.x86_64""    -
","2021-11-04T07:43:16.000+0000"
"ta-cloudtrail-singapore","-","-",InvalidAccessKeyId,,"eventgen-hod",403,main,"AWSLogs/063605715280/CloudTrail/us-west-2/2016/01/28/063605715280_CloudTrail_us-west-2_20160128T1210Z_sFMWm1uez9YGTJHB.json.gz",2,1387,"REST.GET.ACL","-___--___[-]___...____-___----____..____///--////-","-","52.62.97.6","ea226e3a-c99f-4b0a-aa06-11dc899babfa","-","PUT /AWSLogs/063605715280/CloudTrail/us-west-2/2016/01/28/063605715280_CloudTrail_us-west-2_20160128T1210Z_sFMWm1uez9YGTJHB.json.gz HTTP/1.1","-","s3://*","aws:s3:accesslogs","ip-10-202-15-14.ec2.splunkit.io",,,,none,1636011646,9803,"-","Boto/2.38.0 Python/2.7.9 Linux/4.1.10-17.31.amzn1.x86_64","-","-   ta-cloudtrail-singapore   [-]   52.62.97.6    -   ea226e3a-c99f-4b0a-aa06-11dc899babfa    REST.GET.ACL    AWSLogs/063605715280/CloudTrail/us-west-2/2016/01/28/063605715280_CloudTrail_us-west-2_20160128T1210Z_sFMWm1uez9YGTJHB.json.gz   ""PUT /AWSLogs/063605715280/CloudTrail/us-west-2/2016/01/28/063605715280_CloudTrail_us-west-2_20160128T1210Z_sFMWm1uez9YGTJHB.json.gz HTTP/1.1""   403    InvalidAccessKeyId    -    1387  9803    -   ""-""   ""Boto/2.38.0 Python/2.7.9 Linux/4.1.10-17.31.amzn1.x86_64""    -
","2021-11-04T07:40:46.000+0000"
"jove-aws-billing","-",243,NoSuchWebsiteConfiguration,,"eventgen-hod",404,main,"AWSLogs/063605715280/CloudTrail/eu-central-1/2016/01/28/063605715280_CloudTrail_eu-central-1_20160128T1235Z_t2lQ1hxblZpIGlEy.json.gz",2,2891,"REST.GET.WEBSITE","-___--___[-]___...____-___----____..____///--////-","-","52.77.255.194","70129325-a6a1-4a77-8d8d-8d67350d277d","-","PUT /AWSLogs/063605715280/CloudTrail/eu-central-1/2016/01/28/063605715280_CloudTrail_eu-central-1_20160128T1235Z_t2lQ1hxblZpIGlEy.json.gz HTTP/1.1","-","s3://*","aws:s3:accesslogs","ip-10-202-15-14.ec2.splunkit.io",,,,none,1636011376,5842,"-","Boto/2.38.0 Python/2.7.9 Linux/3.13.0-40-generic","-","-   jove-aws-billing   [-]   52.77.255.194    -   70129325-a6a1-4a77-8d8d-8d67350d277d    REST.GET.WEBSITE    AWSLogs/063605715280/CloudTrail/eu-central-1/2016/01/28/063605715280_CloudTrail_eu-central-1_20160128T1235Z_t2lQ1hxblZpIGlEy.json.gz   ""PUT /AWSLogs/063605715280/CloudTrail/eu-central-1/2016/01/28/063605715280_CloudTrail_eu-central-1_20160128T1235Z_t2lQ1hxblZpIGlEy.json.gz HTTP/1.1""   404    NoSuchWebsiteConfiguration    243    2891  5842    -   ""-""   ""Boto/2.38.0 Python/2.7.9 Linux/3.13.0-40-generic""    -
","2021-11-04T07:36:16.000+0000"
"config-bucket-ap","-","-",RequestTimeTooSkewed,,"eventgen-hod",403,main,"AWSLogs/063605715280/CloudTrail/eu-west-1/2016/01/28/063605715280_CloudTrail_eu-west-1_20160128T1255Z_thKBNxdBPOaQZu2R.json.gz",2,3625,"REST.HEAD.BUCKET","-___--___[-]___...____-___----____..____///--////-","-","52.77.255.194","18c260e8-3927-4e7d-82bf-f042aafa60c2","-","PUT /AWSLogs/063605715280/CloudTrail/eu-west-1/2016/01/28/063605715280_CloudTrail_eu-west-1_20160128T1255Z_thKBNxdBPOaQZu2R.json.gz HTTP/1.1","-","s3://*","aws:s3:accesslogs","ip-10-202-15-14.ec2.splunkit.io",,,,none,1636011316,866,"-","Boto/2.38.0 Python/2.7.9 Linux/3.13.0-40-generic","-","-   config-bucket-ap   [-]   52.77.255.194    -   18c260e8-3927-4e7d-82bf-f042aafa60c2    REST.HEAD.BUCKET    AWSLogs/063605715280/CloudTrail/eu-west-1/2016/01/28/063605715280_CloudTrail_eu-west-1_20160128T1255Z_thKBNxdBPOaQZu2R.json.gz   ""PUT /AWSLogs/063605715280/CloudTrail/eu-west-1/2016/01/28/063605715280_CloudTrail_eu-west-1_20160128T1255Z_thKBNxdBPOaQZu2R.json.gz HTTP/1.1""   403    RequestTimeTooSkewed    -    3625  866    -   ""-""   ""Boto/2.38.0 Python/2.7.9 Linux/3.13.0-40-generic""    -
","2021-11-04T07:35:16.000+0000"
"config-bucket-ap","-","-",NoSuchWebsiteConfiguration,,"eventgen-hod",404,main,"AWSLogs/063605715280/CloudTrail/eu-west-1/2016/01/28/063605715280_CloudTrail_eu-west-1_20160128T1235Z_fmqSGhYWiqKQ6eTu.json.gz",2,3822,"REST.PUT.OBJECT","-___--___[-]___...____-___----____..____///--////-","-","54.67.60.148","56653509-4fc5-46fd-b21b-73417aa57a15","-","PUT /AWSLogs/063605715280/CloudTrail/eu-west-1/2016/01/28/063605715280_CloudTrail_eu-west-1_20160128T1235Z_fmqSGhYWiqKQ6eTu.json.gz HTTP/1.1","-","s3://*","aws:s3:accesslogs","ip-10-202-15-14.ec2.splunkit.io",,,,none,1636011316,8022,"-","Boto/2.38.0 Python/2.7.9 Linux/3.10.0-229.7.2.el7.x86_64","-","-   config-bucket-ap   [-]   54.67.60.148    -   56653509-4fc5-46fd-b21b-73417aa57a15    REST.PUT.OBJECT    AWSLogs/063605715280/CloudTrail/eu-west-1/2016/01/28/063605715280_CloudTrail_eu-west-1_20160128T1235Z_fmqSGhYWiqKQ6eTu.json.gz   ""PUT /AWSLogs/063605715280/CloudTrail/eu-west-1/2016/01/28/063605715280_CloudTrail_eu-west-1_20160128T1235Z_fmqSGhYWiqKQ6eTu.json.gz HTTP/1.1""   404    NoSuchWebsiteConfiguration    -    3822  8022    -   ""-""   ""Boto/2.38.0 Python/2.7.9 Linux/3.10.0-229.7.2.el7.x86_64""    -
","2021-11-04T07:35:16.000+0000"
"config-bucket-ap","-","-",RequestTimeTooSkewed,,"eventgen-hod",403,main,"AWSLogs/063605715280/CloudTrail/ap-northeast-1/2016/01/28/063605715280_CloudTrail_ap-northeast-1_20160128T1235Z_wOioYmCK6QiVX76g.json.gz",2,3123,"REST.GET.VERSIONING","-___--___[-]___...____-___----____..____///--////-","-","54.194.239.255","6eb2f7da-b39f-4f03-8a98-017a01db0d42","-","PUT /AWSLogs/063605715280/CloudTrail/ap-northeast-1/2016/01/28/063605715280_CloudTrail_ap-northeast-1_20160128T1235Z_wOioYmCK6QiVX76g.json.gz HTTP/1.1","-","s3://*","aws:s3:accesslogs","ip-10-202-15-14.ec2.splunkit.io",,,,none,1636011256,1466,"-","Boto/2.38.0 Python/2.7.9 Darwin/14.5.0","-","-   config-bucket-ap   [-]   54.194.239.255    -   6eb2f7da-b39f-4f03-8a98-017a01db0d42    REST.GET.VERSIONING    AWSLogs/063605715280/CloudTrail/ap-northeast-1/2016/01/28/063605715280_CloudTrail_ap-northeast-1_20160128T1235Z_wOioYmCK6QiVX76g.json.gz   ""PUT /AWSLogs/063605715280/CloudTrail/ap-northeast-1/2016/01/28/063605715280_CloudTrail_ap-northeast-1_20160128T1235Z_wOioYmCK6QiVX76g.json.gz HTTP/1.1""   403    RequestTimeTooSkewed    -    3123  1466    -   ""-""   ""Boto/2.38.0 Python/2.7.9 Darwin/14.5.0""    -
","2021-11-04T07:34:16.000+0000"
"splunk-mobile","-","-","-",,"eventgen-hod",200,main,"AWSLogs/063605715280/CloudTrail/ap-southeast-1/2016/01/28/063605715280_CloudTrail_ap-southeast-1_20160128T1245Z_lXtHMsyDWpI8E6wm.json.gz",2,16350,"REST.HEAD.OBJECT","-___-___[-]___...____-___----____..____///--////--","-","54.93.218.213","4d9f00c1-a3db-4c68-882b-915554599f6e","-","HEAD /ta-cloudtrail-singapore/AWSLogs/063605715280/CloudTrail/ap-southeast-1/2016/01/28/063605715280_CloudTrail_ap-southeast-1_20160128T1245Z_lXtHMsyDWpI8E6wm.json.gz HTTP/1.1","-","s3://*","aws:s3:accesslogs","ip-10-202-15-14.ec2.splunkit.io",,,,none,1636011046,7148,"-","aws-internal/3","-","-   splunk-mobile   [-]   54.93.218.213    -   4d9f00c1-a3db-4c68-882b-915554599f6e    REST.HEAD.OBJECT    AWSLogs/063605715280/CloudTrail/ap-southeast-1/2016/01/28/063605715280_CloudTrail_ap-southeast-1_20160128T1245Z_lXtHMsyDWpI8E6wm.json.gz   ""HEAD /ta-cloudtrail-singapore/AWSLogs/063605715280/CloudTrail/ap-southeast-1/2016/01/28/063605715280_CloudTrail_ap-southeast-1_20160128T1245Z_lXtHMsyDWpI8E6wm.json.gz HTTP/1.1""   200    -    -    16350  7148    -   ""-""   ""aws-internal/3""    -
","2021-11-04T07:30:46.000+0000"
