ComplianceSummaryTimestamp,ComplianceType,"CompliantResourceCount.CapExceeded","CompliantResourceCount.CappedCount",ConfigRuleArn,ConfigRuleId,ConfigRuleInvokedTime,ConfigRuleName,ConfigRuleState,Description,"EvaluationResultIdentifier.EvaluationResultQualifier.ConfigRuleName","EvaluationResultIdentifier.EvaluationResultQualifier.ResourceId","EvaluationResultIdentifier.EvaluationResultQualifier.ResourceType","EvaluationResultIdentifier.OrderingTimestamp","NonCompliantResourceCount.CapExceeded","NonCompliantResourceCount.CappedCount",ResultRecordedTime,"Scope.ComplianceResourceTypes{}","Source.Owner","Source.SourceIdentifier","account_id","aws_account_id","date_hour","date_mday","date_minute","date_month","date_second","date_wday","date_year","date_zone",description,enabled,eventtype,host,index,linecount,name,punct,region,source,sourcetype,"splunk_server","splunk_server_group","src_user",status,tag,"tag::eventtype",time,timeendpos,timestamp,timestartpos,"tmp_epochtime","user_id","_raw","_time"
,COMPLIANT,,,,,"2020-09-14 06:36:32.000000+08:00",,,,"encrypted-volumes","i-1073aedd","AWS::EC2::Instance","2020-09-14 06:36:32.000000+08:00",,,"2020-09-14 06:36:32.000000+08:00",,,,063605715280,063605715280,6,14,36,september,32,monday,2020,480,,0,"aws_config_rule_compliancedetail_events","eventgen-hod",eventgen,1,,"{"""":_"""","""":""--_::.+:"","""":_{"""":_{"""":""-"",_"""":""::::"",","us-west-2","063605715280:us-west-2:configRule:complianceDetail","aws:config:rule","ip-10-202-0-194.ec2.splunkit.io",,,,"inventory
snapshot
user","inventory
snapshot
user",,88,,56,"1600036592.000000",063605715280,"{""ComplianceType"": ""COMPLIANT"",""ConfigRuleInvokedTime"":""2020-09-14 06:36:32.000000+08:00"",""EvaluationResultIdentifier"": {""EvaluationResultQualifier"": {""ResourceId"":""i-1073aedd"", ""ResourceType"":""AWS::EC2::Instance"", ""ConfigRuleName"":""encrypted-volumes""}, ""OrderingTimestamp"":""2020-09-14 06:36:32.000000+08:00""}, ""ResultRecordedTime"":""2020-09-14 06:36:32.000000+08:00""}","2020-09-13T22:36:32.000+0000"
,"NON_COMPLIANT",,,,,"2020-09-14 06:30:51.000000+08:00",,,,"encrypted-volumes","i-2073950b","AWS::EC2::Instance","2020-09-14 06:30:51.000000+08:00",,,"2020-09-14 06:30:51.000000+08:00",,,,063605715280,063605715280,6,14,30,september,51,monday,2020,480,,0,"aws_config_rule_compliancedetail_events","eventgen-hod",eventgen,1,,"{"""":_"""","""":""--_::.+:"","""":_{"""":_{"""":""-"",_"""":""::::"",","us-west-2","063605715280:us-west-2:configRule:complianceDetail","aws:config:rule","ip-10-202-0-194.ec2.splunkit.io",,,,"inventory
snapshot
user","inventory
snapshot
user",,92,,60,"1600036251.000000",063605715280,"{""ComplianceType"": ""NON_COMPLIANT"",""ConfigRuleInvokedTime"":""2020-09-14 06:30:51.000000+08:00"",""EvaluationResultIdentifier"": {""EvaluationResultQualifier"": {""ResourceId"":""i-2073950b"", ""ResourceType"":""AWS::EC2::Instance"", ""ConfigRuleName"":""encrypted-volumes""}, ""OrderingTimestamp"":""2020-09-14 06:30:51.000000+08:00""}, ""ResultRecordedTime"":""2020-09-14 06:30:51.000000+08:00""}","2020-09-13T22:30:51.000+0000"
"2020-09-14 04:43:03.000000+08:00",,false,1,,,,"encrypted-volumes",,,,,,,false,1,,,,,063605715280,063605715280,4,14,43,september,3,monday,2020,480,,0,"aws_config_rule_compliancesummary_events","eventgen-hod",eventgen,1,"encrypted-volumes","{"""":_""--_::.+:"",_"""":_{"""":_,_"""":_},_"""":_""-"",_"""":_{""","us-west-2","063605715280:us-west-2:configRule:complianceSummary","aws:config:rule","ip-10-202-0-194.ec2.splunkit.io",,,,"inventory
network
user","inventory
network
user",,64,,32,"1600029783.000000",063605715280,"{""ComplianceSummaryTimestamp"": ""2020-09-14 04:43:03.000000+08:00"", ""NonCompliantResourceCount"": {""CappedCount"": 1, ""CapExceeded"": false}, ""ConfigRuleName"": ""encrypted-volumes"", ""CompliantResourceCount"": {""CappedCount"": 1, ""CapExceeded"": false}}","2020-09-13T20:43:03.000+0000"
"2020-09-14 04:19:09.000000+08:00",,false,1,,,,"cloudtrail-enabled",,,,,,,false,1,,,,,063605715280,063605715280,4,14,19,september,9,monday,2020,480,,0,"aws_config_rule_compliancesummary_events","eventgen-hod",eventgen,1,"cloudtrail-enabled","{"""":_""--_::.+:"",_"""":_{"""":_,_"""":_},_"""":_""-"",_"""":_{""","us-west-2","063605715280:us-west-2:configRule:complianceSummary","aws:config:rule","ip-10-202-0-194.ec2.splunkit.io",,,,"inventory
network
user","inventory
network
user",,64,,32,"1600028349.000000",063605715280,"{""ComplianceSummaryTimestamp"": ""2020-09-14 04:19:09.000000+08:00"", ""NonCompliantResourceCount"": {""CappedCount"": 1, ""CapExceeded"": false}, ""ConfigRuleName"": ""cloudtrail-enabled"", ""CompliantResourceCount"": {""CappedCount"": 1, ""CapExceeded"": false}}","2020-09-13T20:19:09.000+0000"
,,,,"arn:aws:config:us-west-2:063605715280:config-rule/config-rule-legsks","config-rule-legsks",,"encrypted-volumes",ACTIVE,"Checks whether EBS volumes that are in an attached state are encrypted. Optionally; you can specify the ID of a KMS key to use to encrypt the volume.",,,,,,,,"AWS::EC2::Instance",AWS,"ENCRYPTED_VOLUMES",063605715280,063605715280,,,,,,,,,"Checks whether EBS volumes that are in an attached state are encrypted. Optionally; you can specify the ID of a KMS key to use to encrypt the volume.",1,"aws_config_rule_events","eventgen-hod",eventgen,1,"encrypted-volumes","{"""":_"":::--::-/--"",_"""":_""___________._;___________","us-west-2","063605715280:us-west-2:configRule","aws:config:rule","ip-10-202-0-194.ec2.splunkit.io",,AWS,ACTIVE,"inventory
network
snapshot
user","inventory
network
snapshot
user",,,none,,1600012430,063605715280,"{""ConfigRuleArn"": ""arn:aws:config:us-west-2:063605715280:config-rule/config-rule-legsks"", ""Description"": ""Checks whether EBS volumes that are in an attached state are encrypted. Optionally; you can specify the ID of a KMS key to use to encrypt the volume."", ""ConfigRuleName"": ""encrypted-volumes"", ""Source"": {""SourceIdentifier"": ""ENCRYPTED_VOLUMES"", ""Owner"": ""AWS""}, ""ConfigRuleId"": ""config-rule-legsks"", ""Scope"": {""ComplianceResourceTypes"": [""AWS::EC2::Instance""]}, ""ConfigRuleState"": ""ACTIVE""}","2020-09-13T15:53:50.000+0000"
,COMPLIANT,,,,,"2020-09-13 22:47:12.000000+08:00",,,,"eip-attached","i-18472f4e","AWS::EC2::Instance","2020-09-13 22:47:12.000000+08:00",,,"2020-09-13 22:47:12.000000+08:00",,,,063605715280,063605715280,22,13,47,september,12,sunday,2020,480,,0,"aws_config_rule_compliancedetail_events","eventgen-hod",eventgen,1,,"{"""":_"""","""":""--_::.+:"","""":_{"""":_{"""":""-"",_"""":""::::"",","us-west-2","063605715280:us-west-2:configRule:complianceDetail","aws:config:rule","ip-10-202-0-194.ec2.splunkit.io",,,,"inventory
snapshot
user","inventory
snapshot
user",,88,,56,"1600008432.000000",063605715280,"{""ComplianceType"": ""COMPLIANT"",""ConfigRuleInvokedTime"":""2020-09-13 22:47:12.000000+08:00"",""EvaluationResultIdentifier"": {""EvaluationResultQualifier"": {""ResourceId"":""i-18472f4e"", ""ResourceType"":""AWS::EC2::Instance"", ""ConfigRuleName"":""eip-attached""}, ""OrderingTimestamp"":""2020-09-13 22:47:12.000000+08:00""}, ""ResultRecordedTime"":""2020-09-13 22:47:12.000000+08:00""}","2020-09-13T14:47:12.000+0000"
"2020-09-13 21:48:04.000000+08:00",,false,1,,,,"eip-attached",,,,,,,false,1,,,,,063605715280,063605715280,21,13,48,september,4,sunday,2020,480,,0,"aws_config_rule_compliancesummary_events","eventgen-hod",eventgen,1,"eip-attached","{"""":_""--_::.+:"",_"""":_{"""":_,_"""":_},_"""":_""-"",_"""":_{""","us-west-2","063605715280:us-west-2:configRule:complianceSummary","aws:config:rule","ip-10-202-0-194.ec2.splunkit.io",,,,"inventory
network
user","inventory
network
user",,64,,32,"1600004884.000000",063605715280,"{""ComplianceSummaryTimestamp"": ""2020-09-13 21:48:04.000000+08:00"", ""NonCompliantResourceCount"": {""CappedCount"": 1, ""CapExceeded"": false}, ""ConfigRuleName"": ""eip-attached"", ""CompliantResourceCount"": {""CappedCount"": 1, ""CapExceeded"": false}}","2020-09-13T13:48:04.000+0000"
,"NON_COMPLIANT",,,,,"2020-09-13 21:29:57.000000+08:00",,,,"eip-attached","i-8cb9a446","AWS::EC2::Instance","2020-09-13 21:29:57.000000+08:00",,,"2020-09-13 21:29:57.000000+08:00",,,,063605715280,063605715280,21,13,29,september,57,sunday,2020,480,,0,"aws_config_rule_compliancedetail_events","eventgen-hod",eventgen,1,,"{"""":_"""","""":""--_::.+:"","""":_{"""":_{"""":""-"",_"""":""::::"",","us-west-2","063605715280:us-west-2:configRule:complianceDetail","aws:config:rule","ip-10-202-0-194.ec2.splunkit.io",,,,"inventory
snapshot
user","inventory
snapshot
user",,92,,60,"1600003797.000000",063605715280,"{""ComplianceType"": ""NON_COMPLIANT"",""ConfigRuleInvokedTime"":""2020-09-13 21:29:57.000000+08:00"",""EvaluationResultIdentifier"": {""EvaluationResultQualifier"": {""ResourceId"":""i-8cb9a446"", ""ResourceType"":""AWS::EC2::Instance"", ""ConfigRuleName"":""eip-attached""}, ""OrderingTimestamp"":""2020-09-13 21:29:57.000000+08:00""}, ""ResultRecordedTime"":""2020-09-13 21:29:57.000000+08:00""}","2020-09-13T13:29:57.000+0000"
,"NON_COMPLIANT",,,,,"2020-09-13 20:59:30.000000+08:00",,,,"encrypted-volumes","i-90b5c934","AWS::EC2::Instance","2020-09-13 20:59:30.000000+08:00",,,"2020-09-13 20:59:30.000000+08:00",,,,063605715280,063605715280,20,13,59,september,30,sunday,2020,480,,0,"aws_config_rule_compliancedetail_events","eventgen-hod",eventgen,1,,"{"""":_"""","""":""--_::.+:"","""":_{"""":_{"""":""-"",_"""":""::::"",","us-west-2","063605715280:us-west-2:configRule:complianceDetail","aws:config:rule","ip-10-202-0-194.ec2.splunkit.io",,,,"inventory
snapshot
user","inventory
snapshot
user",,92,,60,"1600001970.000000",063605715280,"{""ComplianceType"": ""NON_COMPLIANT"",""ConfigRuleInvokedTime"":""2020-09-13 20:59:30.000000+08:00"",""EvaluationResultIdentifier"": {""EvaluationResultQualifier"": {""ResourceId"":""i-90b5c934"", ""ResourceType"":""AWS::EC2::Instance"", ""ConfigRuleName"":""encrypted-volumes""}, ""OrderingTimestamp"":""2020-09-13 20:59:30.000000+08:00""}, ""ResultRecordedTime"":""2020-09-13 20:59:30.000000+08:00""}","2020-09-13T12:59:30.000+0000"
,,,,"arn:aws:config:us-west-2:063605715280:config-rule/config-rule-slrb88","config-rule-slrb88",,"cloudtrail-enabled",ACTIVE,"Checks whether AWS CloudTrail is enabled in your AWS account. Optionally; you can specify which S3 bucket; SNS topic; and Amazon CloudWatch Logs ARN to use.",,,,,,,,"AWS::EC2::Instance",AWS,"CLOUD_TRAIL_ENABLED",063605715280,063605715280,,,,,,,,,"Checks whether AWS CloudTrail is enabled in your AWS account. Optionally; you can specify which S3 bucket; SNS topic; and Amazon CloudWatch Logs ARN to use.",1,"aws_config_rule_events","eventgen-hod",eventgen,1,"cloudtrail-enabled","{"""":_"":::--::-/--"",_"""":_""_________._;______;__;___","us-west-2","063605715280:us-west-2:configRule","aws:config:rule","ip-10-202-0-194.ec2.splunkit.io",,AWS,ACTIVE,"inventory
network
snapshot
user","inventory
network
snapshot
user",,,none,,1600001619,063605715280,"{""ConfigRuleArn"": ""arn:aws:config:us-west-2:063605715280:config-rule/config-rule-slrb88"", ""Description"": ""Checks whether AWS CloudTrail is enabled in your AWS account. Optionally; you can specify which S3 bucket; SNS topic; and Amazon CloudWatch Logs ARN to use."", ""ConfigRuleName"": ""cloudtrail-enabled"", ""Source"": {""SourceIdentifier"": ""CLOUD_TRAIL_ENABLED"", ""Owner"": ""AWS""}, ""ConfigRuleId"": ""config-rule-slrb88"", ""Scope"": {""ComplianceResourceTypes"": [""AWS::EC2::Instance""]}, ""ConfigRuleState"": ""ACTIVE""}","2020-09-13T12:53:39.000+0000"
,COMPLIANT,,,,,"2020-09-13 19:28:10.000000+08:00",,,,"cloudtrail-enabled","i-8cb9a446","AWS::EC2::Instance","2020-09-13 19:28:10.000000+08:00",,,"2020-09-13 19:28:10.000000+08:00",,,,063605715280,063605715280,19,13,28,september,10,sunday,2020,480,,0,"aws_config_rule_compliancedetail_events","eventgen-hod",eventgen,1,,"{"""":_"""","""":""--_::.+:"","""":_{"""":_{"""":""-"",_"""":""::::"",","us-west-2","063605715280:us-west-2:configRule:complianceDetail","aws:config:rule","ip-10-202-0-194.ec2.splunkit.io",,,,"inventory
snapshot
user","inventory
snapshot
user",,88,,56,"1599996490.000000",063605715280,"{""ComplianceType"": ""COMPLIANT"",""ConfigRuleInvokedTime"":""2020-09-13 19:28:10.000000+08:00"",""EvaluationResultIdentifier"": {""EvaluationResultQualifier"": {""ResourceId"":""i-8cb9a446"", ""ResourceType"":""AWS::EC2::Instance"", ""ConfigRuleName"":""cloudtrail-enabled""}, ""OrderingTimestamp"":""2020-09-13 19:28:10.000000+08:00""}, ""ResultRecordedTime"":""2020-09-13 19:28:10.000000+08:00""}","2020-09-13T11:28:10.000+0000"
"2020-09-13 18:53:16.000000+08:00",,false,1,,,,"cloudtrail-enabled",,,,,,,false,1,,,,,063605715280,063605715280,18,13,53,september,16,sunday,2020,480,,0,"aws_config_rule_compliancesummary_events","eventgen-hod",eventgen,1,"cloudtrail-enabled","{"""":_""--_::.+:"",_"""":_{"""":_,_"""":_},_"""":_""-"",_"""":_{""","us-west-2","063605715280:us-west-2:configRule:complianceSummary","aws:config:rule","ip-10-202-0-194.ec2.splunkit.io",,,,"inventory
network
user","inventory
network
user",,64,,32,"1599994396.000000",063605715280,"{""ComplianceSummaryTimestamp"": ""2020-09-13 18:53:16.000000+08:00"", ""NonCompliantResourceCount"": {""CappedCount"": 1, ""CapExceeded"": false}, ""ConfigRuleName"": ""cloudtrail-enabled"", ""CompliantResourceCount"": {""CappedCount"": 1, ""CapExceeded"": false}}","2020-09-13T10:53:16.000+0000"
"2020-09-13 18:49:18.000000+08:00",,false,1,,,,"eip-attached",,,,,,,false,1,,,,,063605715280,063605715280,18,13,49,september,18,sunday,2020,480,,0,"aws_config_rule_compliancesummary_events","eventgen-hod",eventgen,1,"eip-attached","{"""":_""--_::.+:"",_"""":_{"""":_,_"""":_},_"""":_""-"",_"""":_{""","us-west-2","063605715280:us-west-2:configRule:complianceSummary","aws:config:rule","ip-10-202-0-194.ec2.splunkit.io",,,,"inventory
network
user","inventory
network
user",,64,,32,"1599994158.000000",063605715280,"{""ComplianceSummaryTimestamp"": ""2020-09-13 18:49:18.000000+08:00"", ""NonCompliantResourceCount"": {""CappedCount"": 1, ""CapExceeded"": false}, ""ConfigRuleName"": ""eip-attached"", ""CompliantResourceCount"": {""CappedCount"": 1, ""CapExceeded"": false}}","2020-09-13T10:49:18.000+0000"
,COMPLIANT,,,,,"2020-09-13 18:42:00.000000+08:00",,,,"cloudtrail-enabled","i-8e367543","AWS::EC2::Instance","2020-09-13 18:42:00.000000+08:00",,,"2020-09-13 18:42:00.000000+08:00",,,,063605715280,063605715280,18,13,42,september,0,sunday,2020,480,,0,"aws_config_rule_compliancedetail_events","eventgen-hod",eventgen,1,,"{"""":_"""","""":""--_::.+:"","""":_{"""":_{"""":""-"",_"""":""::::"",","us-west-2","063605715280:us-west-2:configRule:complianceDetail","aws:config:rule","ip-10-202-0-194.ec2.splunkit.io",,,,"inventory
snapshot
user","inventory
snapshot
user",,88,,56,"1599993720.000000",063605715280,"{""ComplianceType"": ""COMPLIANT"",""ConfigRuleInvokedTime"":""2020-09-13 18:42:00.000000+08:00"",""EvaluationResultIdentifier"": {""EvaluationResultQualifier"": {""ResourceId"":""i-8e367543"", ""ResourceType"":""AWS::EC2::Instance"", ""ConfigRuleName"":""cloudtrail-enabled""}, ""OrderingTimestamp"":""2020-09-13 18:42:00.000000+08:00""}, ""ResultRecordedTime"":""2020-09-13 18:42:00.000000+08:00""}","2020-09-13T10:42:00.000+0000"
,"NON_COMPLIANT",,,,,"2020-09-13 16:59:32.000000+08:00",,,,"cloudtrail-enabled","i-cfc82e03","AWS::EC2::Instance","2020-09-13 16:59:32.000000+08:00",,,"2020-09-13 16:59:32.000000+08:00",,,,063605715280,063605715280,16,13,59,september,32,sunday,2020,480,,0,"aws_config_rule_compliancedetail_events","eventgen-hod",eventgen,1,,"{"""":_"""","""":""--_::.+:"","""":_{"""":_{"""":""-"",_"""":""::::"",","us-west-2","063605715280:us-west-2:configRule:complianceDetail","aws:config:rule","ip-10-202-0-194.ec2.splunkit.io",,,,"inventory
snapshot
user","inventory
snapshot
user",,92,,60,"1599987572.000000",063605715280,"{""ComplianceType"": ""NON_COMPLIANT"",""ConfigRuleInvokedTime"":""2020-09-13 16:59:32.000000+08:00"",""EvaluationResultIdentifier"": {""EvaluationResultQualifier"": {""ResourceId"":""i-cfc82e03"", ""ResourceType"":""AWS::EC2::Instance"", ""ConfigRuleName"":""cloudtrail-enabled""}, ""OrderingTimestamp"":""2020-09-13 16:59:32.000000+08:00""}, ""ResultRecordedTime"":""2020-09-13 16:59:32.000000+08:00""}","2020-09-13T08:59:32.000+0000"
"2020-09-13 15:54:40.000000+08:00",,false,1,,,,"cloudtrail-enabled",,,,,,,false,1,,,,,063605715280,063605715280,15,13,54,september,40,sunday,2020,480,,0,"aws_config_rule_compliancesummary_events","eventgen-hod",eventgen,1,"cloudtrail-enabled","{"""":_""--_::.+:"",_"""":_{"""":_,_"""":_},_"""":_""-"",_"""":_{""","us-west-2","063605715280:us-west-2:configRule:complianceSummary","aws:config:rule","ip-10-202-0-194.ec2.splunkit.io",,,,"inventory
network
user","inventory
network
user",,64,,32,"1599983680.000000",063605715280,"{""ComplianceSummaryTimestamp"": ""2020-09-13 15:54:40.000000+08:00"", ""NonCompliantResourceCount"": {""CappedCount"": 1, ""CapExceeded"": false}, ""ConfigRuleName"": ""cloudtrail-enabled"", ""CompliantResourceCount"": {""CappedCount"": 1, ""CapExceeded"": false}}","2020-09-13T07:54:40.000+0000"
,"NON_COMPLIANT",,,,,"2020-09-13 15:09:17.000000+08:00",,,,"cloudtrail-enabled","i-f775b8dc","AWS::EC2::Instance","2020-09-13 15:09:17.000000+08:00",,,"2020-09-13 15:09:17.000000+08:00",,,,063605715280,063605715280,15,13,9,september,17,sunday,2020,480,,0,"aws_config_rule_compliancedetail_events","eventgen-hod",eventgen,1,,"{"""":_"""","""":""--_::.+:"","""":_{"""":_{"""":""-"",_"""":""::::"",","us-west-2","063605715280:us-west-2:configRule:complianceDetail","aws:config:rule","ip-10-202-0-194.ec2.splunkit.io",,,,"inventory
snapshot
user","inventory
snapshot
user",,92,,60,"1599980957.000000",063605715280,"{""ComplianceType"": ""NON_COMPLIANT"",""ConfigRuleInvokedTime"":""2020-09-13 15:09:17.000000+08:00"",""EvaluationResultIdentifier"": {""EvaluationResultQualifier"": {""ResourceId"":""i-f775b8dc"", ""ResourceType"":""AWS::EC2::Instance"", ""ConfigRuleName"":""cloudtrail-enabled""}, ""OrderingTimestamp"":""2020-09-13 15:09:17.000000+08:00""}, ""ResultRecordedTime"":""2020-09-13 15:09:17.000000+08:00""}","2020-09-13T07:09:17.000+0000"
,COMPLIANT,,,,,"2020-09-13 14:07:32.000000+08:00",,,,"cloudtrail-enabled","i-0df0fcc1","AWS::EC2::Instance","2020-09-13 14:07:32.000000+08:00",,,"2020-09-13 14:07:32.000000+08:00",,,,063605715280,063605715280,14,13,7,september,32,sunday,2020,480,,0,"aws_config_rule_compliancedetail_events","eventgen-hod",eventgen,1,,"{"""":_"""","""":""--_::.+:"","""":_{"""":_{"""":""-"",_"""":""::::"",","us-west-2","063605715280:us-west-2:configRule:complianceDetail","aws:config:rule","ip-10-202-0-194.ec2.splunkit.io",,,,"inventory
snapshot
user","inventory
snapshot
user",,88,,56,"1599977252.000000",063605715280,"{""ComplianceType"": ""COMPLIANT"",""ConfigRuleInvokedTime"":""2020-09-13 14:07:32.000000+08:00"",""EvaluationResultIdentifier"": {""EvaluationResultQualifier"": {""ResourceId"":""i-0df0fcc1"", ""ResourceType"":""AWS::EC2::Instance"", ""ConfigRuleName"":""cloudtrail-enabled""}, ""OrderingTimestamp"":""2020-09-13 14:07:32.000000+08:00""}, ""ResultRecordedTime"":""2020-09-13 14:07:32.000000+08:00""}","2020-09-13T06:07:32.000+0000"
,COMPLIANT,,,,,"2020-09-13 14:01:01.000000+08:00",,,,"cloudtrail-enabled","i-3181671a","AWS::EC2::Instance","2020-09-13 14:01:01.000000+08:00",,,"2020-09-13 14:01:01.000000+08:00",,,,063605715280,063605715280,14,13,1,september,1,sunday,2020,480,,0,"aws_config_rule_compliancedetail_events","eventgen-hod",eventgen,1,,"{"""":_"""","""":""--_::.+:"","""":_{"""":_{"""":""-"",_"""":""::::"",","us-west-2","063605715280:us-west-2:configRule:complianceDetail","aws:config:rule","ip-10-202-0-194.ec2.splunkit.io",,,,"inventory
snapshot
user","inventory
snapshot
user",,88,,56,"1599976861.000000",063605715280,"{""ComplianceType"": ""COMPLIANT"",""ConfigRuleInvokedTime"":""2020-09-13 14:01:01.000000+08:00"",""EvaluationResultIdentifier"": {""EvaluationResultQualifier"": {""ResourceId"":""i-3181671a"", ""ResourceType"":""AWS::EC2::Instance"", ""ConfigRuleName"":""cloudtrail-enabled""}, ""OrderingTimestamp"":""2020-09-13 14:01:01.000000+08:00""}, ""ResultRecordedTime"":""2020-09-13 14:01:01.000000+08:00""}","2020-09-13T06:01:01.000+0000"
,"NON_COMPLIANT",,,,,"2020-09-13 13:56:21.000000+08:00",,,,"eip-attached","i-82e524aa","AWS::EC2::Instance","2020-09-13 13:56:21.000000+08:00",,,"2020-09-13 13:56:21.000000+08:00",,,,063605715280,063605715280,13,13,56,september,21,sunday,2020,480,,0,"aws_config_rule_compliancedetail_events","eventgen-hod",eventgen,1,,"{"""":_"""","""":""--_::.+:"","""":_{"""":_{"""":""-"",_"""":""::::"",","us-west-2","063605715280:us-west-2:configRule:complianceDetail","aws:config:rule","ip-10-202-0-194.ec2.splunkit.io",,,,"inventory
snapshot
user","inventory
snapshot
user",,92,,60,"1599976581.000000",063605715280,"{""ComplianceType"": ""NON_COMPLIANT"",""ConfigRuleInvokedTime"":""2020-09-13 13:56:21.000000+08:00"",""EvaluationResultIdentifier"": {""EvaluationResultQualifier"": {""ResourceId"":""i-82e524aa"", ""ResourceType"":""AWS::EC2::Instance"", ""ConfigRuleName"":""eip-attached""}, ""OrderingTimestamp"":""2020-09-13 13:56:21.000000+08:00""}, ""ResultRecordedTime"":""2020-09-13 13:56:21.000000+08:00""}","2020-09-13T05:56:21.000+0000"
,"NON_COMPLIANT",,,,,"2020-09-13 13:39:14.000000+08:00",,,,"eip-attached","i-af78040b","AWS::EC2::Instance","2020-09-13 13:39:14.000000+08:00",,,"2020-09-13 13:39:14.000000+08:00",,,,063605715280,063605715280,13,13,39,september,14,sunday,2020,480,,0,"aws_config_rule_compliancedetail_events","eventgen-hod",eventgen,1,,"{"""":_"""","""":""--_::.+:"","""":_{"""":_{"""":""-"",_"""":""::::"",","us-west-2","063605715280:us-west-2:configRule:complianceDetail","aws:config:rule","ip-10-202-0-194.ec2.splunkit.io",,,,"inventory
snapshot
user","inventory
snapshot
user",,92,,60,"1599975554.000000",063605715280,"{""ComplianceType"": ""NON_COMPLIANT"",""ConfigRuleInvokedTime"":""2020-09-13 13:39:14.000000+08:00"",""EvaluationResultIdentifier"": {""EvaluationResultQualifier"": {""ResourceId"":""i-af78040b"", ""ResourceType"":""AWS::EC2::Instance"", ""ConfigRuleName"":""eip-attached""}, ""OrderingTimestamp"":""2020-09-13 13:39:14.000000+08:00""}, ""ResultRecordedTime"":""2020-09-13 13:39:14.000000+08:00""}","2020-09-13T05:39:14.000+0000"
"2020-09-13 13:39:06.000000+08:00",,false,1,,,,"encrypted-volumes",,,,,,,false,1,,,,,063605715280,063605715280,13,13,39,september,6,sunday,2020,480,,0,"aws_config_rule_compliancesummary_events","eventgen-hod",eventgen,1,"encrypted-volumes","{"""":_""--_::.+:"",_"""":_{"""":_,_"""":_},_"""":_""-"",_"""":_{""","us-west-2","063605715280:us-west-2:configRule:complianceSummary","aws:config:rule","ip-10-202-0-194.ec2.splunkit.io",,,,"inventory
network
user","inventory
network
user",,64,,32,"1599975546.000000",063605715280,"{""ComplianceSummaryTimestamp"": ""2020-09-13 13:39:06.000000+08:00"", ""NonCompliantResourceCount"": {""CappedCount"": 1, ""CapExceeded"": false}, ""ConfigRuleName"": ""encrypted-volumes"", ""CompliantResourceCount"": {""CappedCount"": 1, ""CapExceeded"": false}}","2020-09-13T05:39:06.000+0000"
"2020-09-13 13:29:36.000000+08:00",,false,1,,,,"cloudtrail-enabled",,,,,,,false,1,,,,,063605715280,063605715280,13,13,29,september,36,sunday,2020,480,,0,"aws_config_rule_compliancesummary_events","eventgen-hod",eventgen,1,"cloudtrail-enabled","{"""":_""--_::.+:"",_"""":_{"""":_,_"""":_},_"""":_""-"",_"""":_{""","us-west-2","063605715280:us-west-2:configRule:complianceSummary","aws:config:rule","ip-10-202-0-194.ec2.splunkit.io",,,,"inventory
network
user","inventory
network
user",,64,,32,"1599974976.000000",063605715280,"{""ComplianceSummaryTimestamp"": ""2020-09-13 13:29:36.000000+08:00"", ""NonCompliantResourceCount"": {""CappedCount"": 1, ""CapExceeded"": false}, ""ConfigRuleName"": ""cloudtrail-enabled"", ""CompliantResourceCount"": {""CappedCount"": 1, ""CapExceeded"": false}}","2020-09-13T05:29:36.000+0000"
"2020-09-13 11:17:01.000000+08:00",,false,1,,,,"eip-attached",,,,,,,false,1,,,,,063605715280,063605715280,11,13,17,september,1,sunday,2020,480,,0,"aws_config_rule_compliancesummary_events","eventgen-hod",eventgen,1,"eip-attached","{"""":_""--_::.+:"",_"""":_{"""":_,_"""":_},_"""":_""-"",_"""":_{""","us-west-2","063605715280:us-west-2:configRule:complianceSummary","aws:config:rule","ip-10-202-0-194.ec2.splunkit.io",,,,"inventory
network
user","inventory
network
user",,64,,32,"1599967021.000000",063605715280,"{""ComplianceSummaryTimestamp"": ""2020-09-13 11:17:01.000000+08:00"", ""NonCompliantResourceCount"": {""CappedCount"": 1, ""CapExceeded"": false}, ""ConfigRuleName"": ""eip-attached"", ""CompliantResourceCount"": {""CappedCount"": 1, ""CapExceeded"": false}}","2020-09-13T03:17:01.000+0000"
,COMPLIANT,,,,,"2020-09-13 11:04:39.000000+08:00",,,,"encrypted-volumes","i-51970bdf","AWS::EC2::Instance","2020-09-13 11:04:39.000000+08:00",,,"2020-09-13 11:04:39.000000+08:00",,,,063605715280,063605715280,11,13,4,september,39,sunday,2020,480,,0,"aws_config_rule_compliancedetail_events","eventgen-hod",eventgen,1,,"{"""":_"""","""":""--_::.+:"","""":_{"""":_{"""":""-"",_"""":""::::"",","us-west-2","063605715280:us-west-2:configRule:complianceDetail","aws:config:rule","ip-10-202-0-194.ec2.splunkit.io",,,,"inventory
snapshot
user","inventory
snapshot
user",,88,,56,"1599966279.000000",063605715280,"{""ComplianceType"": ""COMPLIANT"",""ConfigRuleInvokedTime"":""2020-09-13 11:04:39.000000+08:00"",""EvaluationResultIdentifier"": {""EvaluationResultQualifier"": {""ResourceId"":""i-51970bdf"", ""ResourceType"":""AWS::EC2::Instance"", ""ConfigRuleName"":""encrypted-volumes""}, ""OrderingTimestamp"":""2020-09-13 11:04:39.000000+08:00""}, ""ResultRecordedTime"":""2020-09-13 11:04:39.000000+08:00""}","2020-09-13T03:04:39.000+0000"
