_time,memFreeMB,memUsedMB,tmp_epochtime,index,host
,,,1625162250,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625162280,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625162310,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625162340,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625162370,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625162400,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625162430,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625162460,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625162490,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625162520,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625162550,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625162580,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625162610,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625162640,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625162670,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625162700,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625162730,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625162760,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625162790,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625162820,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625162850,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625162880,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625162910,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625162940,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625162970,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625163000,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625163030,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625163060,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625163090,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625163120,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625163150,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625163180,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625163210,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625163240,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625163270,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625163300,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625163330,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625163360,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625163390,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625163420,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625163450,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625163480,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625163510,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625163540,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625163570,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625163600,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625163630,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625163660,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625163690,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625163720,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625163750,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625163780,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625163810,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625163840,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625163870,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625163900,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625163930,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625163960,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625163990,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625164020,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625164050,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625164080,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625164110,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625164140,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625164170,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625164200,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625164230,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625164260,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625164290,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625164320,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625164350,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625164380,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625164410,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625164440,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625164470,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625164500,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625164530,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625164560,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625164590,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625164620,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625164650,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625164680,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625164710,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625164740,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625164770,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625164800,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625164830,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625164860,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625164890,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625164920,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625164950,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625164980,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625165010,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625165040,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625165070,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625165100,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625165130,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625165160,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625165190,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625165220,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625165250,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625165280,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625165310,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625165340,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625165370,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625165400,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625165430,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625165460,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625165490,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625165520,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625165550,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625165580,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625165610,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625165640,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625165670,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625165700,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625165730,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625165760,itsi_im_metrics,EC2AMAZ-3G1B1SF
,,,1625165790,itsi_im_metrics,EC2AMAZ-3G1B1SF
