"use_case","L6_sourcetype_category",domain,"lantern_url","lantern_vertical","lantern_vertical_category","percent_of_use_case"
"Expected Windows process not running","Updates data",Observability,"https://lantern.splunk.com/@go/page/1752","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",50
"Expected host not reporting events","Linux and Unix data",Security,"https://lantern.splunk.com/@go/page/550","Industry Neutral",Compliance,50
"Expected host not reporting events","Microsoft:Windows data",Security,"https://lantern.splunk.com/@go/page/550","Industry Neutral",Compliance,50
"FQDN associated with an IP address","Network Resolution data",Security,"https://lantern.splunk.com/@go/page/798","Industry Neutral","Incident Management",50
"FQDN associated with an IP address","Web Server data",Security,"https://lantern.splunk.com/@go/page/798","Industry Neutral","Incident Management",50
"Failed Windows updates","Microsoft:Windows data",Observability,"https://lantern.splunk.com/@go/page/709","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",50
"Failed Windows updates","Updates data",Observability,"https://lantern.splunk.com/@go/page/709","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",50
"Failed call metrics by geographic location","Call Detail Record data",Platform,"https://lantern.splunk.com/@go/page/2377","Technology, Communications, and Media","Technology, Communications, and Media Analysis",100
"Failed calls by destination and gateway","Call Detail Record data",Platform,"https://lantern.splunk.com/@go/page/2354","Technology, Communications, and Media","Technology, Communications, and Media Analysis",100
"Failed calls with enriched error information","Call Detail Record data",Platform,"https://lantern.splunk.com/@go/page/2352","Technology, Communications, and Media","Technology, Communications, and Media Analysis",100
"File added to the system through external media","Microsoft:Windows data",Security,"https://lantern.splunk.com/@go/page/795","Industry Neutral","Incident Management",100
"File downloaded to a machine from a website","Deep Packet Inspection data",Security,"https://lantern.splunk.com/@go/page/796","Industry Neutral","Incident Management",100
"File hashes associated with the Supernova trojanized DLL","Endpoint data",Security,"https://lantern.splunk.com/@go/page/1773","Industry Neutral","Threat Hunting",50
"File hashes associated with the Supernova trojanized DLL","Microsoft:Windows data",Security,"https://lantern.splunk.com/@go/page/1773","Industry Neutral","Threat Hunting",50
"File write spikes","Endpoint data",Security,"https://lantern.splunk.com/@go/page/2878","Industry Neutral","Threat Hunting",100
"Files a user uploaded to a network file share","Microsoft:Windows data",Security,"https://lantern.splunk.com/@go/page/793","Industry Neutral","Incident Management",100
"Files that belong to a network user","Microsoft:Windows data",Security,"https://lantern.splunk.com/@go/page/794","Industry Neutral","Incident Management",100
"Filesystem mounts after *nix patching event","Linux and Unix data",Observability,"https://lantern.splunk.com/@go/page/678","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",100
"Finding Windows audit log tampering","Microsoft:Windows data",Security,"https://lantern.splunk.com/@go/page/365","Industry Neutral","Threat Hunting",100
"Finding interactive logins from service accounts","Authentication data",Security,"https://lantern.splunk.com/@go/page/351","Industry Neutral","Threat Hunting",50
"Finding interactive logins from service accounts","Identity and Access Management data",Security,"https://lantern.splunk.com/@go/page/351","Industry Neutral","Threat Hunting",50
"Finding large web uploads","Data Loss Prevention data",Security,"https://lantern.splunk.com/@go/page/366","Industry Neutral","Threat Hunting",50
"Finding large web uploads","Web Proxy data",Security,"https://lantern.splunk.com/@go/page/366","Industry Neutral","Threat Hunting",50
"First time seen JA3/JA3s hashes","Deep Packet Inspection data",Security,"https://lantern.splunk.com/@go/page/2569","Industry Neutral","Threat Hunting",100
"First time seen stack trace","Application data",Observability,"https://lantern.splunk.com/@go/page/1258","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",100
"General call disposition","Call Detail Record data",Platform,"https://lantern.splunk.com/@go/page/2353","Technology, Communications, and Media","Technology, Communications, and Media Analysis",100
"Geographic access to AWS S3 Buckets","AWS:Access logs data",Observability,"https://lantern.splunk.com/@go/page/2845","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",100
"Geographically improbable access detected","AWS:CloudTrail data",Security,"https://lantern.splunk.com/@go/page/551","Industry Neutral",Compliance,50
"Geographically improbable access detected","Authentication data",Security,"https://lantern.splunk.com/@go/page/551","Industry Neutral",Compliance,50
"HIPAA access controls","Endpoint data",Platform,"https://lantern.splunk.com/@go/page/2891",Healthcare,"Healthcare Analysis",100
"HIPAA audit controls","Endpoint data",Platform,"https://lantern.splunk.com/@go/page/2893",Healthcare,"Healthcare Analysis",100
"HIPAA authentication controls","Endpoint data",Platform,"https://lantern.splunk.com/@go/page/2895",Healthcare,"Healthcare Analysis",100
"HIPAA integrity controls","Endpoint data",Platform,"https://lantern.splunk.com/@go/page/2894",Healthcare,"Healthcare Analysis",100
"HIPAA transmission security","Endpoint data",Security,"https://lantern.splunk.com/@go/page/2897",Healthcare,"Healthcare Analysis",100
"Health of AWS elastic load balancers","AWS:Description data",Observability,"https://lantern.splunk.com/@go/page/656","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",100
"Health of critical AWS infrastructure from CloudWatch metrics","AWS:CloudWatch data",Observability,"https://lantern.splunk.com/@go/page/2844","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",100
"High CPU utilization alert","Linux and Unix data",Observability,"https://lantern.splunk.com/@go/page/1512","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",50
"High CPU utilization alert","Microsoft:Windows data",Observability,"https://lantern.splunk.com/@go/page/1512","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",50
"High file deletion frequency","Endpoint data",Security,"https://lantern.splunk.com/@go/page/2860","Industry Neutral","Threat Hunting",50
"High file deletion frequency","Microsoft:Windows data",Security,"https://lantern.splunk.com/@go/page/2860","Industry Neutral","Threat Hunting",50
"High process termination frequency","Endpoint data",Security,"https://lantern.splunk.com/@go/page/2862","Industry Neutral","Threat Hunting",50
"High process termination frequency","Microsoft:Windows data",Security,"https://lantern.splunk.com/@go/page/2862","Industry Neutral","Threat Hunting",50
"High-level metrics and a broad fraud overview","Application data",Security,"https://lantern.splunk.com/Security/UCE/Guided_Insights/Anomaly_detection/Detecting_consumer_bank_account_takeovers/High-level_metrics_and_a_broad_fraud_overview","Industry Neutral","Anomaly detection",50
"High-level metrics and a broad fraud overview","Financial data",Security,"https://lantern.splunk.com/Security/UCE/Guided_Insights/Anomaly_detection/Detecting_consumer_bank_account_takeovers/High-level_metrics_and_a_broad_fraud_overview","Industry Neutral","Anomaly detection",50
"Hosts logging data in a certain timeframe","Endpoint data",Security,"https://lantern.splunk.com/@go/page/775","Industry Neutral","Incident Management",100
"Hosts logging more or less data than expected","Endpoint data",Security,"https://lantern.splunk.com/@go/page/773","Industry Neutral","Incident Management",100
"IP address attempting a brute force password attack","Web Server data",Security,"https://lantern.splunk.com/@go/page/782","Industry Neutral","Threat Hunting",100
"IP address identification based on host name","Microsoft:Windows data",Security,"https://lantern.splunk.com/@go/page/797","Industry Neutral","Incident Management",100
"IP address sending repeated requests to a web server","Web Server data",Security,"https://lantern.splunk.com/@go/page/783","Industry Neutral","Threat Hunting",100
"Identifying and quantifying your organization's carbon emissions","Application data",Platform,"https://lantern.splunk.com/@go/page/6598",Manufacturing,"Manufacturing Analysis",100
"Identifying and removing malicious emails with Splunk SOAR from within Microsoft 365 mailboxes","Malware data",Security,"https://lantern.splunk.com/@go/page/7847","Industry Neutral","Proactive Response",50
"Identifying and removing malicious emails with Splunk SOAR from within Microsoft 365 mailboxes","SOAR data",Security,"https://lantern.splunk.com/@go/page/7847","Industry Neutral","Proactive Response",50
"Identifying and visualizing supply chain issues","GPS data",Platform,"https://lantern.splunk.com/@go/page/6602",Manufacturing,"Manufacturing Analysis",50
"Identifying and visualizing supply chain issues","Inventory data",Platform,"https://lantern.splunk.com/@go/page/6602",Manufacturing,"Manufacturing Analysis",50
"Identifying high-value assets and data sources","Asset and Risk Intelligence data",Security,"https://lantern.splunk.com/@go/page/4470","Industry Neutral","Data optimization",50
"Identifying high-value assets and data sources","Inventory data",Security,"https://lantern.splunk.com/@go/page/4470","Industry Neutral","Data optimization",50
"Identifying indicators of fraud using geometric principles","Application data",Security,"https://lantern.splunk.com/@go/page/7976","Financial Services and Insurance","Financial Services and Insurance Analysis",50
"Identifying indicators of fraud using geometric principles","Financial data",Security,"https://lantern.splunk.com/@go/page/7976","Financial Services and Insurance","Financial Services and Insurance Analysis",50
"Identifying new Windows local admin accounts","Microsoft:Windows data",Security,"https://lantern.splunk.com/@go/page/350","Industry Neutral",Compliance,100
"Identifying non-defensible networks with Splunk","Identity and Access Management data",Security,"https://lantern.splunk.com/@go/page/7546","Industry Neutral","Unified Workflows",50
"Identifying non-defensible networks with Splunk","Inventory data",Security,"https://lantern.splunk.com/@go/page/7546","Industry Neutral","Unified Workflows",50
"Identifying slowly loading web pages","Web Server data",Platform,"https://lantern.splunk.com/@go/page/349",Retail,"Troubleshoot Mission-Critical Apps with Logs",100
"Identifying web users by country","Web Server data",Platform,"https://lantern.splunk.com/@go/page/354",Retail,"Troubleshoot Mission-Critical Apps with Logs",100
"Incorrectly provisioned virtual machines","Microsoft:Azure data",Observability,"https://lantern.splunk.com/Observability/UCE/Foundational_visibility/IT_Ops/Managing_Azure_cloud_infrastructure/Incorrectly_provisioned_virtual_machines","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",100
"Increases in DNS packet size and volume","Network Resolution data",Security,"https://lantern.splunk.com/@go/page/730","Industry Neutral","Threat Hunting",100
"Instrumenting LLM Applications with OpenLLMetry and Splunk","APM data",Observability,"https://lantern.splunk.com/@go/page/8092","Industry Neutral","Enable Self-Service Observability",100
"Inventory of Azure virtual networks","Microsoft:Cloud Services Network data",Observability,"https://lantern.splunk.com/@go/page/670","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",100
"Inventory of devices reporting network data","Linux and Unix data",Observability,"https://lantern.splunk.com/@go/page/1515","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs","33.333333333333336"
"Inventory of devices reporting network data","Microsoft:Windows data",Observability,"https://lantern.splunk.com/@go/page/1515","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs","33.333333333333336"
"Inventory of devices reporting network data","SNMP data",Observability,"https://lantern.splunk.com/@go/page/1515","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs","33.333333333333336"
"Investigating Gsuite phishing attacks","Google:Workspace data",Security,"https://lantern.splunk.com/Security/UCE/Guided_Insights/Threat_hunting/Investigating_Gsuite_phishing_attacks","Industry Neutral","Threat Hunting",100
"Investigating a ransomware attack","Deep Packet Inspection data",Security,"https://lantern.splunk.com/@go/page/725","Industry Neutral","Incident Management","33.333333333333336"
"Investigating a ransomware attack","Malware data",Security,"https://lantern.splunk.com/@go/page/725","Industry Neutral","Incident Management","33.333333333333336"
"Investigating a ransomware attack","Splunk Stream data",Security,"https://lantern.splunk.com/@go/page/725","Industry Neutral","Incident Management","33.333333333333336"
"Investigating interesting behavior patterns with risk-based alerting","Asset and Risk Intelligence data",Security,"https://lantern.splunk.com/@go/page/4633","Industry Neutral","Risk-based alerting (RBA)",100
"Investigating unusual file system queries","Web Server data",Security,"https://lantern.splunk.com/@go/page/1697","Industry Neutral","Incident Management",100
"Investigating user login issues and account lockouts","Microsoft:Windows data",Observability,"https://lantern.splunk.com/@go/page/4155","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",100
"JA3/JA3s hash overview","Deep Packet Inspection data",Security,"https://lantern.splunk.com/@go/page/2570","Industry Neutral","Threat Hunting",100
"Knowing your financial services customer","Financial data",Security,"https://lantern.splunk.com/@go/page/5779","Financial Services and Insurance",Compliance,100
"Large wire transfer immediately after account activation","Application data",Platform,"https://lantern.splunk.com/@go/page/1598","Financial Services and Insurance","Financial Services and Insurance Analysis",50
"Large wire transfer immediately after account activation","Financial data",Platform,"https://lantern.splunk.com/@go/page/1598","Financial Services and Insurance","Financial Services and Insurance Analysis",50
"Law enforcement accident reconstruction","Mobile Device data",Platform,"https://lantern.splunk.com/@go/page/4502","Public Sector","Public Sector Data Analysis",100
"Law enforcement active investigations","Application data",Platform,"https://lantern.splunk.com/@go/page/4479","Public Sector","Public Sector Data Analysis",50
"Law enforcement active investigations","Email data",Platform,"https://lantern.splunk.com/@go/page/4479","Public Sector","Public Sector Data Analysis",50
"Law enforcement field operations","Application data",Platform,"https://lantern.splunk.com/@go/page/4476","Public Sector","Public Sector Data Analysis",100
"Law enforcement proactive policing","Application data",Platform,"https://lantern.splunk.com/@go/page/4480","Public Sector","Public Sector Data Analysis",100
"Leveraging critical vulnerability insights for effective incident response","Vulnerability Detection data",Security,"https://lantern.splunk.com/@go/page/5876","Industry Neutral","Threat intelligence enrichment",100
"List of Azure resource network interface cards","Microsoft:Cloud Services Network data",Observability,"https://lantern.splunk.com/@go/page/672","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",100
"Location of remote workers","Authentication data",Security,"https://lantern.splunk.com/@go/page/2495","Industry Neutral","Security Monitoring",100
"Logging output from AWS Cloudwatch","AWS:CloudWatch data",Observability,"https://lantern.splunk.com/@go/page/2828","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",100
"Logging output from AWS Lambda functions","AWS:CloudWatch data",Observability,"https://lantern.splunk.com/@go/page/2851","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",100
"Long-term trends in web server user load","Web Server data",Platform,"https://lantern.splunk.com/@go/page/701","Technology, Communications, and Media","Troubleshoot Mission-Critical Apps with Logs",100
"Long-term website performance trends","Web Server data",Platform,"https://lantern.splunk.com/@go/page/702","Technology, Communications, and Media","Troubleshoot Mission-Critical Apps with Logs",100
"Longest and shortest call duration by destination","Call Detail Record data",Platform,"https://lantern.splunk.com/@go/page/2355","Technology, Communications, and Media","Technology, Communications, and Media Analysis",100
"Lookup table creation for scalable anomaly detection with JA3/JA3s hashes","Deep Packet Inspection data",Security,"https://lantern.splunk.com/@go/page/2578","Industry Neutral","Threat Hunting",100
"MD5 hash of an uploaded file","Microsoft:Windows data",Security,"https://lantern.splunk.com/@go/page/787","Industry Neutral","Threat Hunting",100
"Machine leasing an IP address at a particular time","Network Sessions data",Security,"https://lantern.splunk.com/@go/page/575","Industry Neutral",Compliance,100
"Maintaining *nix systems with Infrastructure Monitoring","Linux and Unix data",Observability,"https://lantern.splunk.com/@go/page/5804","Industry Neutral","Debug Problems in Microservices",100
"Maintaining *nix systems with the Splunk platform","Linux and Unix data",Observability,"https://lantern.splunk.com/@go/page/630","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",100
"Maintaining Microsoft Windows systems with the Splunk platform","Microsoft:Windows data",Observability,"https://lantern.splunk.com/@go/page/636","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",50
"Maintaining Microsoft Windows systems with the Splunk platform","Updates data",Observability,"https://lantern.splunk.com/@go/page/636","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",50
"Managing *nix system user account behavior","Linux and Unix data",Observability,"https://lantern.splunk.com/@go/page/631","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",100
"Managing Azure cloud infrastructure","Microsoft:Azure data",Observability,"https://lantern.splunk.com/@go/page/627","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",100
"Managing Cisco IOS devices","Network Switch data",Observability,"https://lantern.splunk.com/@go/page/626","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",100
"Managing Dell Isilion network attached storage","Storage data",Observability,"https://lantern.splunk.com/Observability/UCE/Foundational_visibility/IT_Ops/Managing_Dell_Isilon_network_attached_storage","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",100
"Managing Dell Isilon network attached storage","Storage data",Observability,"https://lantern.splunk.com/@go/page/632","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",100
"Managing O365 workloads","Microsoft:365 data",Observability,"https://lantern.splunk.com/@go/page/1173","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",100
"Managing an Amazon Web Services environment","AWS:CloudTrail data",Observability,"https://lantern.splunk.com/@go/page/625","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",20
"Managing an Amazon Web Services environment","AWS:CloudWatch data",Observability,"https://lantern.splunk.com/@go/page/625","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",20
"Managing an Amazon Web Services environment","AWS:Description data",Observability,"https://lantern.splunk.com/@go/page/625","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",20
"Managing an Amazon Web Services environment","AWS:EC2 data",Observability,"https://lantern.splunk.com/@go/page/625","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",20
"Managing an Amazon Web Services environment","AWS:VPC Flow Logs data",Observability,"https://lantern.splunk.com/@go/page/625","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",20
"Managing firewall rules","Network Firewall data",Security,"https://lantern.splunk.com/@go/page/736","Industry Neutral","Security Monitoring",100
"Managing prepaid mobile services","Mobile Device data",Platform,"https://lantern.splunk.com/@go/page/6343","Technology, Communications, and Media","Technology, Communications, and Media Analysis",100
"Managing printers in a Windows environment","Microsoft:Windows data",Observability,"https://lantern.splunk.com/@go/page/635","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",100
"Managing telecommunications content delivery","Call Detail Record data",Platform,"https://lantern.splunk.com/@go/page/6342","Technology, Communications, and Media","Technology, Communications, and Media Analysis",100
"Managing web server performance","Load Balancer data",Platform,"https://lantern.splunk.com/@go/page/634","Technology, Communications, and Media","Troubleshoot Mission-Critical Apps with Logs",50
"Managing web server performance","Web Server data",Platform,"https://lantern.splunk.com/@go/page/634","Technology, Communications, and Media","Troubleshoot Mission-Critical Apps with Logs",50
"Masking IP addresses from a specific range","Change data",Security,"https://lantern.splunk.com/@go/page/6697","Industry Neutral","Security Monitoring",50
"Masking IP addresses from a specific range","Web Server data",Security,"https://lantern.splunk.com/@go/page/6697","Industry Neutral","Security Monitoring",50
"Measuring memory utilization by host","Microsoft:Windows data",Observability,"https://lantern.splunk.com/@go/page/371","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",100
"Measuring storage I/O latency","Microsoft:Windows data",Observability,"https://lantern.splunk.com/@go/page/373","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",50
"Measuring storage I/O latency","Storage data",Observability,"https://lantern.splunk.com/@go/page/373","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",50
"Measuring storage speed I/O utilization by host","Microsoft:Windows data",Observability,"https://lantern.splunk.com/@go/page/372","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",50
"Measuring storage speed I/O utilization by host","Storage data",Observability,"https://lantern.splunk.com/@go/page/372","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",50
"Microsoft recommended application log events","Microsoft:Windows data",Observability,"https://lantern.splunk.com/@go/page/710","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",50
"Microsoft recommended application log events","Updates data",Observability,"https://lantern.splunk.com/@go/page/710","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",50
"Missing AWS resource tags","AWS:Description data",Observability,"https://lantern.splunk.com/@go/page/2831","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",100
"Monitoring ATM usage","Application data",Platform,"https://lantern.splunk.com/@go/page/2684","Financial Services and Insurance","Financial Services and Insurance Analysis",50
"Monitoring ATM usage","Financial data",Platform,"https://lantern.splunk.com/@go/page/2684","Financial Services and Insurance","Financial Services and Insurance Analysis",50
"Monitoring AWS Lambda functions","AWS:Lambda data",Observability,"https://lantern.splunk.com/Observability/UCE/Foundational_visibility/Optimize_Cloud/Monitoring_AWS_Lambda_functions","Industry Neutral","Optimize Cloud Monitoring",100
"Monitoring AWS Relational Database Services","AWS:RDS data",Observability,"https://lantern.splunk.com/@go/page/3055","Industry Neutral","Optimize Cloud Monitoring",100
"Monitoring AWS S3 for suspicious activities","AWS:CloudTrail data",Security,"https://lantern.splunk.com/@go/page/2683","Industry Neutral","Threat Hunting",50
"Monitoring AWS S3 for suspicious activities","AWS:CloudWatch data",Security,"https://lantern.splunk.com/@go/page/2683","Industry Neutral","Threat Hunting",50
"Monitoring Cisco switches, routers, WLAN controllers and access points","Network Infrastructure data",Security,"https://lantern.splunk.com/@go/page/8231","Industry Neutral","Security Monitoring",25
"Monitoring Cisco switches, routers, WLAN controllers and access points","Network Management data",Security,"https://lantern.splunk.com/@go/page/8231","Industry Neutral","Security Monitoring",25
"Monitoring Cisco switches, routers, WLAN controllers and access points","Network Router data",Security,"https://lantern.splunk.com/@go/page/8231","Industry Neutral","Security Monitoring",25
"Monitoring Cisco switches, routers, WLAN controllers and access points","Network Switch data",Security,"https://lantern.splunk.com/@go/page/8231","Industry Neutral","Security Monitoring",25
"Monitoring DNS queries","Microsoft:Windows data",Security,"https://lantern.splunk.com/@go/page/2429","Industry Neutral","Threat Hunting",100
"Monitoring Kubernetes pods","Kubernetes data",Observability,"https://lantern.splunk.com/@go/page/2152","Industry Neutral","Optimize Cloud Monitoring",100
"Monitoring LangChain LLM applications with Splunk Observability Cloud","APM data",Observability,"https://lantern.splunk.com/@go/page/8225","Industry Neutral","Enable Self-Service Observability",100
"Monitoring NIST SP 800-53 rev5 control families","Authentication data",Security,"https://lantern.splunk.com/@go/page/2918","Industry Neutral",Compliance,10
"Monitoring NIST SP 800-53 rev5 control families","Change data",Security,"https://lantern.splunk.com/@go/page/2918","Industry Neutral",Compliance,10
"Monitoring NIST SP 800-53 rev5 control families","Intrusion Detection data",Security,"https://lantern.splunk.com/@go/page/2918","Industry Neutral",Compliance,10
"Monitoring NIST SP 800-53 rev5 control families","Inventory data",Security,"https://lantern.splunk.com/@go/page/2918","Industry Neutral",Compliance,10
"Monitoring NIST SP 800-53 rev5 control families","Malware data",Security,"https://lantern.splunk.com/@go/page/2918","Industry Neutral",Compliance,10
"Monitoring NIST SP 800-53 rev5 control families","Network Traffic data",Security,"https://lantern.splunk.com/@go/page/2918","Industry Neutral",Compliance,10
"Monitoring NIST SP 800-53 rev5 control families","Performance data",Security,"https://lantern.splunk.com/@go/page/2918","Industry Neutral",Compliance,10
"Monitoring NIST SP 800-53 rev5 control families","Vulnerability Detection data",Security,"https://lantern.splunk.com/@go/page/2918","Industry Neutral",Compliance,10
"Monitoring NIST SP 800-53 rev5 control families","Vulnerability Scanning data",Security,"https://lantern.splunk.com/@go/page/2918","Industry Neutral",Compliance,10
"Monitoring NIST SP 800-53 rev5 control families","Web Server data",Security,"https://lantern.splunk.com/@go/page/2918","Industry Neutral",Compliance,10
"Monitoring RDS database performance","AWS:RDS data",Observability,"https://lantern.splunk.com/Observability/UCE/Foundational_visibility/Optimize_Cloud/Monitoring_AWS_Relational_Database_Services/Monitoring_RDS_database_performance","Industry Neutral","Optimize Cloud Monitoring",100
"Monitoring RDS database services instances","AWS:RDS data",Observability,"https://lantern.splunk.com/Observability/UCE/Foundational_visibility/Optimize_Cloud/Monitoring_AWS_Relational_Database_Services/Monitoring_RDS_database_services_instances","Industry Neutral","Optimize Cloud Monitoring",100
"Monitoring RDS system metrics","APM data",Observability,"https://lantern.splunk.com/Observability/UCE/Foundational_visibility/Optimize_Cloud/Monitoring_AWS_Relational_Database_Services/Monitoring_RDS_system_metrics","Industry Neutral","Optimize Cloud Monitoring",50
"Monitoring RDS system metrics","AWS:RDS data",Observability,"https://lantern.splunk.com/Observability/UCE/Foundational_visibility/Optimize_Cloud/Monitoring_AWS_Relational_Database_Services/Monitoring_RDS_system_metrics","Industry Neutral","Optimize Cloud Monitoring",50
"Monitoring Robotic Process Automation (RPA) systems","IoT and Industrial data",Observability,"https://lantern.splunk.com/@go/page/4629","Operational Technology (OT)","Threat Hunting",100
"Monitoring Snowflake database usage","Database data",Platform,"https://lantern.splunk.com/@go/page/4528","Industry Neutral","Optimize Cloud Monitoring",100
"Monitoring VMware components with Infrastructure Monitoring","OpenTelemetry data",Observability,"https://lantern.splunk.com/@go/page/7587","Industry Neutral","Optimize Cloud Monitoring",50
"Monitoring VMware components with Infrastructure Monitoring","VMware data",Observability,"https://lantern.splunk.com/@go/page/7587","Industry Neutral","Optimize Cloud Monitoring",50
"Monitoring VMware virtualization infrastructure","VMware data",Observability,"https://lantern.splunk.com/@go/page/628","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",100
"Monitoring Windows account access","Microsoft:Windows data",Security,"https://lantern.splunk.com/@go/page/637","Industry Neutral","Threat Hunting",100
"Monitoring a network for DNS exfiltration","Network Resolution data",Security,"http://lantern.splunk.com/@go/cid/AdoptionBoardDNS","Industry Neutral","Threat Hunting",100
"Monitoring and troubleshooting device temperature","IoT and Industrial data",Platform,"https://lantern.splunk.com/@go/page/6491",Manufacturing,"Manufacturing Analysis",100
"Monitoring applications using OpenAI API and GPT models with OpenTelemetry and Splunk APM","APM data",Observability,"https://lantern.splunk.com/@go/page/7965","Industry Neutral","Optimize Cloud Monitoring",100
"Monitoring availability and performance in non-public applications","AWS:EC2 data",Observability,"https://lantern.splunk.com/@go/page/6682","Industry Neutral","Optimize End-User Experiences",100
"Monitoring badges for facilities access","Call Detail Record data",Security,"https://lantern.splunk.com/@go/page/2448","Industry Neutral","Security Monitoring",50
"Monitoring badges for facilities access","Physical Card Reader data",Security,"https://lantern.splunk.com/@go/page/2448","Industry Neutral","Security Monitoring",50
"Monitoring command line interface actions","Endpoint data",Security,"https://lantern.splunk.com/@go/page/518","Industry Neutral","Threat Hunting",50
"Monitoring command line interface actions","Microsoft:Windows data",Security,"https://lantern.splunk.com/@go/page/518","Industry Neutral","Threat Hunting",50
"Monitoring common Operational Technology protocol ports","Network Router data",Platform,"https://lantern.splunk.com/@go/page/7986",Manufacturing,"Manufacturing Analysis","33.333333333333336"
"Monitoring common Operational Technology protocol ports","Network Switch data",Platform,"https://lantern.splunk.com/@go/page/7986",Manufacturing,"Manufacturing Analysis","33.333333333333336"
"Monitoring common Operational Technology protocol ports","Network Traffic data",Platform,"https://lantern.splunk.com/@go/page/7986",Manufacturing,"Manufacturing Analysis","33.333333333333336"
"Monitoring consumer bank accounts to maintain compliance","Application data",Security,"https://lantern.splunk.com/@go/page/2282","Financial Services and Insurance",Compliance,50
"Monitoring consumer bank accounts to maintain compliance","Compliance and Governance data",Security,"https://lantern.splunk.com/@go/page/2282","Financial Services and Insurance",Compliance,50
"Monitoring consumer credit card transactions","Application data",Platform,"https://lantern.splunk.com/@go/page/2722","Financial Services and Insurance","Financial Services and Insurance Analysis",50
"Monitoring consumer credit card transactions","Financial data",Platform,"https://lantern.splunk.com/@go/page/2722","Financial Services and Insurance","Financial Services and Insurance Analysis",50
"Monitoring equipment issues in real-time with predictive maintenance","IoT and Industrial data",Platform,"https://lantern.splunk.com/@go/page/6604",Manufacturing,"Manufacturing Analysis",100
"Monitoring for account takeover with the Splunk App for Fraud Analytics","Financial data",Platform,"https://lantern.splunk.com/@go/page/8264","Financial Services and Insurance","Financial Services and Insurance Analysis",100
"Monitoring for credit card fraud with the Splunk App for Fraud Analytics","Financial data",Platform,"https://lantern.splunk.com/@go/page/8266","Financial Services and Insurance","Financial Services and Insurance Analysis",100
"Monitoring for indicators of ransomware attacks","Malware data",Security,"https://lantern.splunk.com/@go/page/2382","Industry Neutral","Threat intelligence enrichment","33.333333333333336"
"Monitoring for indicators of ransomware attacks","Microsoft:Windows data",Security,"https://lantern.splunk.com/@go/page/2382","Industry Neutral","Threat intelligence enrichment","33.333333333333336"
"Monitoring for indicators of ransomware attacks","Web Proxy data",Security,"https://lantern.splunk.com/@go/page/2382","Industry Neutral","Threat intelligence enrichment","33.333333333333336"
"Monitoring for network traffic volume outliers","Network Firewall data",Security,"https://lantern.splunk.com/@go/page/532","Industry Neutral","Security Monitoring",100
"Monitoring for new account fraud with the Splunk App for Fraud Analytics","Financial data",Platform,"https://lantern.splunk.com/@go/page/8263","Financial Services and Insurance","Financial Services and Insurance Analysis",100
