epoch,_time,customer,amount,os,location,vendor,operation,responseTime,action,appVersion
1555091263,2019/04/12 13:47:43 EDT,Grant,465,IOS 12.2,rose,MoonPay,receive,6,authorized,4.1
1555104785,2019/04/12 17:33:05 EDT,Tad,293,Android 8.0,barnsville,SplunkPay,payment,7,authorized,4.3
1555109218,2019/04/12 18:46:58 EDT,Cathleen,245,IOS 10.4,rabbit hole,MoonPay,transmit,5,authorized,4.1
1555111633,2019/04/12 19:27:13 EDT,Grace,367,IOS 11,oaktree,SplunkPay,receive,8,authorized,4.2
1555094961,2019/04/12 14:49:21 EDT,Deirdre,255,Android 8.0,rabbit hole,ButterCupPay,payment,2,authorized,4.3
1555083279,2019/04/12 11:34:39 EDT,Dale,88,IOS 11,oaktree,SplunkPay,receive,3,authorized,4.1
1555101481,2019/04/12 16:38:01 EDT,Conan,52,Android 7.1,rose,MoonPay,transmit,2,denial,4.2
1555106031,2019/04/12 17:53:51 EDT,Joy,296,IOS 11,barnsville,SplunkPay,receive,7,authorized,4.1
1555121256,2019/04/12 22:07:36 EDT,Kitra,47,IOS 12.2,rabbit hole,ButterCupPay,payment,7,authorized,4.2
1555108318,2019/04/12 18:31:58 EDT,Aurelia,374,IOS 11,rose,MoonPay,transmit,5,authorized,4.3
1555104370,2019/04/12 17:26:10 EDT,Moana,323,Android 7.1,rabbit hole,SplunkPay,transmit,2,authorized,4.2
1555101600,2019/04/12 16:40:00 EDT,Charity,144,IOS 10.4,oaktree,MoonPay,payment,7,authorized,4.2
1555108130,2019/04/12 18:28:50 EDT,Ivor,185,Android 7.1,barnsville,ButterCupPay,receive,7,authorized,4.2
1555121700,2019/04/12 22:15:00 EDT,Moses,112,Windows 10,garden,SplunkPay,transmit,5,authorized,4.1
1555099983,2019/04/12 16:13:03 EDT,Indira,505,IOS 11,oaktree,SplunkPay,payment,10,authorized,4.3
1555103022,2019/04/12 17:03:42 EDT,Robert,76,IOS 10.4,rose,SplunkPay,transmit,8,authorized,4.1
1555116772,2019/04/12 20:52:52 EDT,Nell,438,Android 8.0,rabbit hole,SplunkPay,receive,6,authorized,4.3
1555095609,2019/04/12 15:00:09 EDT,Prescott,184,IOS 11,rabbit hole,ButterCupPay,payment,8,crash,4.2
1555109900,2019/04/12 18:58:20 EDT,Kane,81,IOS 12.2,rabbit hole,ButterCupPay,payment,6,authorized,4.1
1555097470,2019/04/12 15:31:10 EDT,Deanna,506,Android 7.1,rabbit hole,MoonPay,transmit,8,authorized,4.2
1555100927,2019/04/12 16:28:47 EDT,Ori,106,Android 7.1,garden,MoonPay,transmit,5,authorized,4.2
1555114551,2019/04/12 20:15:51 EDT,Uma,384,Android 7.1,garden,ButterCupPay,receive,9,authorized,4.3
1555101490,2019/04/12 16:38:10 EDT,Summer,113,IOS 10.4,rabbit hole,MoonPay,receive,10,authorized,4.1
1555078701,2019/04/12 10:18:21 EDT,Lev,174,Android 8.0,barnsville,MoonPay,receive,8,authorized,4.1
1555078404,2019/04/12 10:13:24 EDT,Chaney,53,IOS 12.2,garden,ButterCupPay,payment,2,authorized,4.3
1555098554,2019/04/12 15:49:14 EDT,McKenzie,584,Android 7.1,garden,SplunkPay,receive,5,authorized,4.2
1555096237,2019/04/12 15:10:37 EDT,Gage,367,Android 8.0,oaktree,ButterCupPay,payment,10,authorized,4.2
1555086709,2019/04/12 12:31:49 EDT,Guinevere,195,Android 7.1,rabbit hole,SplunkPay,receive,8,authorized,4.2
1555081466,2019/04/12 11:04:26 EDT,Tad,97,IOS 10.4,garden,ButterCupPay,receive,9,crash,4.1
1555113274,2019/04/12 19:54:34 EDT,Peter,84,Windows 10,barnsville,SplunkPay,transmit,2,authorized,4.1
1555111748,2019/04/12 19:29:08 EDT,Mara,216,IOS 11,oaktree,ButterCupPay,receive,8,authorized,4.3
1555115522,2019/04/12 20:32:02 EDT,Nicholas,62,Android 7.1,oaktree,SplunkPay,transmit,9,authorized,4.1
1555103100,2019/04/12 17:05:00 EDT,Preston,284,IOS 10.4,rose,ButterCupPay,transmit,2,authorized,4.3
1555112985,2019/04/12 19:49:45 EDT,Forrest,534,Android 7.1,garden,MoonPay,receive,5,authorized,4.3
1555097741,2019/04/12 15:35:41 EDT,Kameko,316,Windows 10,rabbit hole,ButterCupPay,receive,3,authorized,4.2
1555094625,2019/04/12 14:43:45 EDT,Amery,255,IOS 11,garden,SplunkPay,receive,7,authorized,4.2
1555120552,2019/04/12 21:55:52 EDT,Calvin,361,IOS 12.2,barnsville,ButterCupPay,payment,3,authorized,4.3
1555117428,2019/04/12 21:03:48 EDT,Isaac,141,IOS 12.2,barnsville,MoonPay,payment,10,authorized,4.3
1555121917,2019/04/12 22:18:37 EDT,Veda,68,IOS 10.4,rose,SplunkPay,transmit,10,authorized,4.1
1555101734,2019/04/12 16:42:14 EDT,Jennifer,570,Android 8.0,rabbit hole,SplunkPay,transmit,9,authorized,4.1
1555105780,2019/04/12 17:49:40 EDT,Louis,573,Windows 10,rabbit hole,ButterCupPay,receive,2,authorized,4.1
1555098735,2019/04/12 15:52:15 EDT,Karleigh,520,Windows 10,rose,SplunkPay,transmit,7,authorized,4.1
1555076841,2019/04/12 09:47:21 EDT,Melvin,318,IOS 12.2,rabbit hole,MoonPay,transmit,6,authorized,4.2
1555074043,2019/04/12 09:00:43 EDT,Anika,561,Android 8.0,barnsville,SplunkPay,receive,3,authorized,4.2
1555091848,2019/04/12 13:57:28 EDT,Mollie,570,Windows 10,barnsville,SplunkPay,receive,2,authorized,4.1
1555098790,2019/04/12 15:53:10 EDT,Halla,565,IOS 10.4,rose,MoonPay,receive,10,authorized,4.2
1555104886,2019/04/12 17:34:46 EDT,Rudyard,545,Android 8.0,oaktree,ButterCupPay,payment,9,authorized,4.3
1555104330,2019/04/12 17:25:30 EDT,Sonia,434,Android 8.0,rabbit hole,SplunkPay,receive,3,authorized,4.3
1555115728,2019/04/12 20:35:28 EDT,Hedy,86,Android 7.1,barnsville,SplunkPay,payment,5,authorized,4.2
1555099818,2019/04/12 16:10:18 EDT,Anjolie,494,Windows 10,rose,SplunkPay,payment,7,authorized,4.3
1555101801,2019/04/12 16:43:21 EDT,Angela,487,IOS 12.2,garden,SplunkPay,receive,9,authorized,4.3
1555108127,2019/04/12 18:28:47 EDT,Beatrice,578,Android 8.0,barnsville,MoonPay,payment,4,authorized,4.2
1555075550,2019/04/12 09:25:50 EDT,Cleo,300,Android 7.1,barnsville,ButterCupPay,transmit,6,authorized,4.3
1555078606,2019/04/12 10:16:46 EDT,Vaughan,315,Windows 10,oaktree,ButterCupPay,payment,10,authorized,4.3
1555083969,2019/04/12 11:46:09 EDT,Leilani,48,Windows 10,rose,MoonPay,receive,10,authorized,4.3
1555117364,2019/04/12 21:02:44 EDT,Samuel,424,Windows 10,rose,SplunkPay,payment,8,authorized,4.3
1555082712,2019/04/12 11:25:12 EDT,Ginger,387,Windows 10,rabbit hole,ButterCupPay,payment,6,authorized,4.1
1555108791,2019/04/12 18:39:51 EDT,Boris,140,Android 7.1,garden,MoonPay,transmit,10,authorized,4.3
1555084464,2019/04/12 11:54:24 EDT,Britanney,309,Android 8.0,rose,MoonPay,receive,5,authorized,4.2
1555112482,2019/04/12 19:41:22 EDT,Amal,480,IOS 11,oaktree,SplunkPay,transmit,2,authorized,4.2
1555107259,2019/04/12 18:14:19 EDT,Michael,330,IOS 12.2,rabbit hole,SplunkPay,transmit,6,authorized,4.2
1555097083,2019/04/12 15:24:43 EDT,Barry,306,IOS 12.2,oaktree,ButterCupPay,receive,5,authorized,4.2
1555079066,2019/04/12 10:24:26 EDT,Hop,295,Android 8.0,garden,MoonPay,transmit,7,authorized,4.2
1555078220,2019/04/12 10:10:20 EDT,Gregory,57,IOS 11,rose,SplunkPay,receive,7,authorized,4.3
1555092120,2019/04/12 14:02:00 EDT,Wendy,384,Windows 10,rose,ButterCupPay,transmit,3,authorized,4.1
1555076155,2019/04/12 09:35:55 EDT,Haviva,312,Android 7.1,garden,ButterCupPay,transmit,5,authorized,4.3
1555116069,2019/04/12 20:41:09 EDT,Iliana,297,Android 8.0,rose,ButterCupPay,receive,4,authorized,4.2
1555074942,2019/04/12 09:15:42 EDT,Jennifer,464,Android 7.1,barnsville,MoonPay,receive,4,authorized,4.1
1555103862,2019/04/12 17:17:42 EDT,Alexandra,119,IOS 11,barnsville,SplunkPay,receive,6,denial,4.1
1555107700,2019/04/12 18:21:40 EDT,Freya,166,IOS 12.2,garden,ButterCupPay,receive,6,authorized,4.1
1555075992,2019/04/12 09:33:12 EDT,Kevin,526,Android 8.0,oaktree,SplunkPay,transmit,4,authorized,4.2
1555100274,2019/04/12 16:17:54 EDT,Winter,571,Android 7.1,oaktree,ButterCupPay,transmit,9,authorized,4.1
1555123918,2019/04/12 22:51:58 EDT,Dante,214,IOS 10.4,rabbit hole,MoonPay,receive,9,authorized,4.2
1555116072,2019/04/12 20:41:12 EDT,Sade,328,Android 7.1,rose,ButterCupPay,payment,6,authorized,4.2
1555085347,2019/04/12 12:09:07 EDT,Garth,540,Android 8.0,rabbit hole,SplunkPay,transmit,6,crash,4.1
1555117684,2019/04/12 21:08:04 EDT,Colt,293,IOS 10.4,rabbit hole,ButterCupPay,transmit,8,authorized,4.1
1555116027,2019/04/12 20:40:27 EDT,Clare,170,IOS 10.4,rabbit hole,ButterCupPay,receive,8,authorized,4.2
1555079193,2019/04/12 10:26:33 EDT,Ralph,393,Android 8.0,rose,ButterCupPay,transmit,9,authorized,4.3
1555109846,2019/04/12 18:57:26 EDT,Stephen,273,IOS 10.4,barnsville,SplunkPay,receive,3,authorized,4.2
1555081833,2019/04/12 11:10:33 EDT,Kiona,121,IOS 10.4,rabbit hole,MoonPay,payment,8,authorized,4.3
1555075535,2019/04/12 09:25:35 EDT,Paki,542,Windows 10,oaktree,ButterCupPay,payment,5,authorized,4.3
1555075786,2019/04/12 09:29:46 EDT,Keane,459,Android 7.1,oaktree,ButterCupPay,receive,3,authorized,4.3
1555082640,2019/04/12 11:24:00 EDT,Quentin,426,IOS 12.2,barnsville,ButterCupPay,transmit,2,denial,4.1
1555092598,2019/04/12 14:09:58 EDT,Reuben,291,IOS 10.4,barnsville,ButterCupPay,transmit,9,authorized,4.2
1555099977,2019/04/12 16:12:57 EDT,Avram,481,IOS 10.4,rabbit hole,MoonPay,transmit,8,authorized,4.1
1555085534,2019/04/12 12:12:14 EDT,Barclay,330,IOS 10.4,garden,ButterCupPay,receive,6,authorized,4.2
1555099472,2019/04/12 16:04:32 EDT,Cade,431,IOS 11,oaktree,SplunkPay,receive,7,authorized,4.1
1555080630,2019/04/12 10:50:30 EDT,Zelenia,520,Android 8.0,barnsville,ButterCupPay,transmit,3,authorized,4.3
1555102229,2019/04/12 16:50:29 EDT,Xantha,175,IOS 11,garden,ButterCupPay,receive,4,authorized,4.2
1555120512,2019/04/12 21:55:12 EDT,Curran,351,IOS 11,rose,ButterCupPay,receive,9,authorized,4.3
1555086369,2019/04/12 12:26:09 EDT,Todd,321,IOS 12.2,rabbit hole,ButterCupPay,receive,10,error,4.2
1555075648,2019/04/12 09:27:28 EDT,Xaviera,379,IOS 10.4,rose,ButterCupPay,receive,2,authorized,4.1
1555081224,2019/04/12 11:00:24 EDT,Keith,445,IOS 11,barnsville,SplunkPay,payment,4,authorized,4.1
1555083106,2019/04/12 11:31:46 EDT,Brendan,434,IOS 11,garden,SplunkPay,receive,5,authorized,4.3
1555079540,2019/04/12 10:32:20 EDT,Beau,82,IOS 10.4,barnsville,SplunkPay,receive,3,denial,4.1
1555091771,2019/04/12 13:56:11 EDT,Stephen,167,IOS 10.4,rabbit hole,ButterCupPay,receive,10,authorized,4.2
1555102286,2019/04/12 16:51:26 EDT,Patrick,371,Android 8.0,oaktree,ButterCupPay,transmit,3,authorized,4.1
1555113621,2019/04/12 20:00:21 EDT,Idola,316,Windows 10,oaktree,SplunkPay,receive,10,authorized,4.3
1555110315,2019/04/12 19:05:15 EDT,Jasper,324,Android 8.0,rose,SplunkPay,receive,9,authorized,4.2
1555078399,2019/04/12 10:13:19 EDT,Jamal,504,IOS 12.2,rose,MoonPay,payment,7,authorized,4.2
1555089049,2019/04/12 13:10:49 EDT,Lester,508,IOS 11,rabbit hole,MoonPay,transmit,9,authorized,4.2
1555109189,2019/04/12 18:46:29 EDT,Hiroko,583,Android 8.0,rabbit hole,SplunkPay,payment,7,authorized,4.2
1555114158,2019/04/12 20:09:18 EDT,Doris,586,Android 7.1,oaktree,SplunkPay,receive,8,authorized,4.2
1555114659,2019/04/12 20:17:39 EDT,Yoshi,239,Android 8.0,rabbit hole,SplunkPay,receive,2,authorized,4.2
1555078170,2019/04/12 10:09:30 EDT,Uma,261,Windows 10,oaktree,MoonPay,payment,5,authorized,4.1
1555110624,2019/04/12 19:10:24 EDT,Laith,498,IOS 11,rose,SplunkPay,transmit,4,authorized,4.1
1555099568,2019/04/12 16:06:08 EDT,Ella,456,Windows 10,rose,SplunkPay,transmit,6,authorized,4.3
1555099046,2019/04/12 15:57:26 EDT,Ryder,390,Android 7.1,barnsville,SplunkPay,receive,5,authorized,4.2
1555098580,2019/04/12 15:49:40 EDT,Brielle,497,IOS 12.2,oaktree,MoonPay,transmit,5,authorized,4.1
1555104257,2019/04/12 17:24:17 EDT,Tobias,370,Windows 10,oaktree,MoonPay,payment,5,authorized,4.1
1555080766,2019/04/12 10:52:46 EDT,Wallace,381,Android 8.0,rose,ButterCupPay,transmit,5,authorized,4.1
1555089826,2019/04/12 13:23:46 EDT,Timothy,320,IOS 12.2,oaktree,MoonPay,transmit,3,authorized,4.2
1555094710,2019/04/12 14:45:10 EDT,Cedric,302,IOS 11,rose,ButterCupPay,transmit,2,authorized,4.2
1555110669,2019/04/12 19:11:09 EDT,Troy,295,IOS 10.4,oaktree,ButterCupPay,transmit,7,authorized,4.2
1555115629,2019/04/12 20:33:49 EDT,Uta,429,IOS 11,oaktree,SplunkPay,transmit,6,authorized,4.2
1555088489,2019/04/12 13:01:29 EDT,Kirby,208,IOS 12.2,barnsville,SplunkPay,receive,6,authorized,4.2
1555100743,2019/04/12 16:25:43 EDT,Sydnee,261,Android 8.0,barnsville,MoonPay,receive,7,authorized,4.2
1555085463,2019/04/12 12:11:03 EDT,Rudyard,287,IOS 11,rabbit hole,MoonPay,receive,9,authorized,4.3
1555108246,2019/04/12 18:30:46 EDT,Brent,59,Android 7.1,rabbit hole,MoonPay,payment,2,authorized,4.1
1555120903,2019/04/12 22:01:43 EDT,Shelby,344,Android 7.1,rose,MoonPay,payment,4,authorized,4.3
1555078835,2019/04/12 10:20:35 EDT,Harlan,453,IOS 11,rose,SplunkPay,transmit,2,authorized,4.1
1555109277,2019/04/12 18:47:57 EDT,Gray,194,Android 8.0,barnsville,SplunkPay,payment,9,authorized,4.3
1555097491,2019/04/12 15:31:31 EDT,Chastity,172,IOS 12.2,rose,MoonPay,receive,6,authorized,4.1
1555109761,2019/04/12 18:56:01 EDT,Tasha,191,IOS 10.4,garden,SplunkPay,receive,9,authorized,4.3
1555086698,2019/04/12 12:31:38 EDT,Sawyer,451,IOS 12.2,garden,SplunkPay,receive,9,authorized,4.1
1555121474,2019/04/12 22:11:14 EDT,Dillon,499,Android 8.0,rabbit hole,ButterCupPay,payment,7,authorized,4.3
1555110943,2019/04/12 19:15:43 EDT,Stone,579,IOS 12.2,rose,ButterCupPay,payment,10,authorized,4.2
1555079608,2019/04/12 10:33:28 EDT,Diana,420,IOS 10.4,oaktree,SplunkPay,receive,8,authorized,4.1
1555085158,2019/04/12 12:05:58 EDT,Katelyn,421,Android 8.0,garden,ButterCupPay,transmit,9,authorized,4.1
1555117524,2019/04/12 21:05:24 EDT,Calista,407,IOS 10.4,rabbit hole,ButterCupPay,payment,9,authorized,4.3
1555077305,2019/04/12 09:55:05 EDT,Dane,300,IOS 10.4,rose,ButterCupPay,transmit,8,authorized,4.3
1555119475,2019/04/12 21:37:55 EDT,Kiona,377,IOS 11,rabbit hole,SplunkPay,receive,9,authorized,4.2
1555075938,2019/04/12 09:32:18 EDT,Serina,333,IOS 11,garden,MoonPay,payment,2,authorized,4.3
1555074791,2019/04/12 09:13:11 EDT,Tanisha,151,IOS 10.4,rose,ButterCupPay,receive,9,authorized,4.1
1555098888,2019/04/12 15:54:48 EDT,Keegan,271,Windows 10,barnsville,SplunkPay,receive,5,authorized,4.1
1555083217,2019/04/12 11:33:37 EDT,Sage,101,Android 7.1,rabbit hole,SplunkPay,transmit,4,authorized,4.3
1555085977,2019/04/12 12:19:37 EDT,Dominic,145,Android 8.0,rabbit hole,SplunkPay,payment,4,authorized,4.3
1555097857,2019/04/12 15:37:37 EDT,Jonas,176,IOS 12.2,oaktree,SplunkPay,receive,5,authorized,4.1
1555088333,2019/04/12 12:58:53 EDT,Ariel,309,Android 8.0,barnsville,ButterCupPay,transmit,7,authorized,4.1
1555074782,2019/04/12 09:13:02 EDT,Kathleen,208,Android 7.1,garden,ButterCupPay,transmit,2,authorized,4.3
1555097889,2019/04/12 15:38:09 EDT,Ralph,505,Windows 10,rabbit hole,ButterCupPay,payment,9,authorized,4.3
1555123272,2019/04/12 22:41:12 EDT,Thaddeus,359,Windows 10,rose,SplunkPay,receive,6,authorized,4.3
1555097140,2019/04/12 15:25:40 EDT,Sylvia,157,IOS 12.2,rabbit hole,SplunkPay,payment,3,authorized,4.3
1555091264,2019/04/12 13:47:44 EDT,Indira,413,Android 8.0,rose,SplunkPay,payment,8,authorized,4.2
1555075792,2019/04/12 09:29:52 EDT,Noble,160,IOS 10.4,rabbit hole,SplunkPay,receive,8,authorized,4.3
1555106007,2019/04/12 17:53:27 EDT,Clinton,301,IOS 12.2,rabbit hole,ButterCupPay,transmit,10,authorized,4.2
1555091283,2019/04/12 13:48:03 EDT,Fulton,502,Windows 10,oaktree,MoonPay,payment,9,authorized,4.2
1555086601,2019/04/12 12:30:01 EDT,Troy,413,Android 7.1,oaktree,ButterCupPay,receive,10,authorized,4.1
1555079485,2019/04/12 10:31:25 EDT,Diana,547,Windows 10,rabbit hole,ButterCupPay,transmit,9,authorized,4.3
1555105887,2019/04/12 17:51:27 EDT,Devin,184,Android 8.0,rose,SplunkPay,receive,8,authorized,4.1
1555113749,2019/04/12 20:02:29 EDT,Griffin,354,Windows 10,garden,ButterCupPay,transmit,7,authorized,4.3
1555079671,2019/04/12 10:34:31 EDT,Aristotle,406,IOS 12.2,rose,SplunkPay,receive,3,authorized,4.3
1555088458,2019/04/12 13:00:58 EDT,Erica,158,Android 7.1,oaktree,ButterCupPay,transmit,8,authorized,4.2
1555094826,2019/04/12 14:47:06 EDT,Glenna,171,IOS 10.4,rose,ButterCupPay,receive,5,authorized,4.2
1555100334,2019/04/12 16:18:54 EDT,Reece,502,Android 7.1,rabbit hole,SplunkPay,transmit,6,authorized,4.2
1555111337,2019/04/12 19:22:17 EDT,Indigo,438,Windows 10,rose,ButterCupPay,transmit,3,authorized,4.1
1555103747,2019/04/12 17:15:47 EDT,Orlando,95,IOS 12.2,barnsville,MoonPay,payment,7,authorized,4.3
1555109031,2019/04/12 18:43:51 EDT,Oscar,461,IOS 12.2,garden,MoonPay,receive,5,authorized,4.2
1555083510,2019/04/12 11:38:30 EDT,Darius,163,IOS 12.2,oaktree,ButterCupPay,transmit,5,authorized,4.1
1555115061,2019/04/12 20:24:21 EDT,Gregory,450,Android 8.0,rabbit hole,MoonPay,payment,6,authorized,4.2
1555108514,2019/04/12 18:35:14 EDT,Miranda,51,IOS 11,rabbit hole,ButterCupPay,payment,5,authorized,4.2
1555104456,2019/04/12 17:27:36 EDT,Eric,524,IOS 12.2,oaktree,SplunkPay,payment,5,authorized,4.3
1555092333,2019/04/12 14:05:33 EDT,Brody,548,Windows 10,rose,SplunkPay,payment,7,authorized,4.2
1555091367,2019/04/12 13:49:27 EDT,Halee,108,IOS 12.2,garden,ButterCupPay,transmit,2,authorized,4.2
1555122051,2019/04/12 22:20:51 EDT,Nadine,489,Android 8.0,barnsville,MoonPay,payment,7,authorized,4.1
1555091069,2019/04/12 13:44:29 EDT,Zeus,183,Android 7.1,barnsville,SplunkPay,payment,3,authorized,4.2
1555076147,2019/04/12 09:35:47 EDT,Marah,162,Android 8.0,rabbit hole,MoonPay,transmit,9,authorized,4.2
1555089716,2019/04/12 13:21:56 EDT,Kamal,382,IOS 10.4,garden,SplunkPay,transmit,7,authorized,4.3
1555080343,2019/04/12 10:45:43 EDT,Ariana,217,IOS 11,rose,ButterCupPay,transmit,7,authorized,4.2
1555075237,2019/04/12 09:20:37 EDT,Ivan,364,IOS 12.2,oaktree,ButterCupPay,transmit,8,authorized,4.3
1555115009,2019/04/12 20:23:29 EDT,Jennifer,245,Android 8.0,rose,MoonPay,receive,6,authorized,4.3
1555082098,2019/04/12 11:14:58 EDT,Isaac,245,Android 8.0,garden,MoonPay,payment,10,authorized,4.1
1555085076,2019/04/12 12:04:36 EDT,Brenda,456,IOS 10.4,garden,MoonPay,transmit,3,authorized,4.1
1555098539,2019/04/12 15:48:59 EDT,Craig,105,IOS 11,rabbit hole,MoonPay,transmit,4,authorized,4.1
1555108587,2019/04/12 18:36:27 EDT,Garth,309,Android 8.0,garden,ButterCupPay,payment,6,authorized,4.1
1555096351,2019/04/12 15:12:31 EDT,Harlan,470,IOS 10.4,oaktree,ButterCupPay,transmit,4,authorized,4.3
1555086929,2019/04/12 12:35:29 EDT,Blake,398,IOS 10.4,rabbit hole,ButterCupPay,receive,6,authorized,4.2
1555088699,2019/04/12 13:04:59 EDT,Zena,467,Windows 10,oaktree,SplunkPay,receive,7,authorized,4.2
1555115611,2019/04/12 20:33:31 EDT,Elliott,240,IOS 10.4,barnsville,ButterCupPay,transmit,9,authorized,4.3
1555085988,2019/04/12 12:19:48 EDT,Rama,110,IOS 12.2,rabbit hole,ButterCupPay,payment,6,authorized,4.2
1555113532,2019/04/12 19:58:52 EDT,Kane,377,IOS 11,rabbit hole,MoonPay,receive,6,authorized,4.3
1555105392,2019/04/12 17:43:12 EDT,Aimee,355,Android 7.1,barnsville,SplunkPay,payment,3,authorized,4.3
1555116799,2019/04/12 20:53:19 EDT,Fritz,572,Windows 10,oaktree,ButterCupPay,receive,6,authorized,4.2
1555074201,2019/04/12 09:03:21 EDT,MacKensie,573,Android 7.1,rose,MoonPay,payment,10,authorized,4.2
1555106513,2019/04/12 18:01:53 EDT,Fredericka,164,IOS 11,oaktree,MoonPay,payment,8,authorized,4.3
1555116969,2019/04/12 20:56:09 EDT,Warren,352,IOS 11,oaktree,MoonPay,transmit,5,authorized,4.1
1555098692,2019/04/12 15:51:32 EDT,John,467,IOS 12.2,oaktree,MoonPay,transmit,8,authorized,4.1
1555096839,2019/04/12 15:20:39 EDT,Clio,462,Android 7.1,rose,MoonPay,payment,10,authorized,4.3
1555106218,2019/04/12 17:56:58 EDT,Anjolie,475,Windows 10,rabbit hole,SplunkPay,receive,5,authorized,4.2
1555106860,2019/04/12 18:07:40 EDT,Warren,285,IOS 10.4,rabbit hole,MoonPay,payment,9,authorized,4.3
1555107478,2019/04/12 18:17:58 EDT,Kirsten,421,IOS 10.4,barnsville,ButterCupPay,payment,10,authorized,4.2
1555096269,2019/04/12 15:11:09 EDT,Jordan,220,Windows 10,rose,SplunkPay,receive,7,authorized,4.1
1555116775,2019/04/12 20:52:55 EDT,Rashad,136,Android 8.0,rabbit hole,ButterCupPay,receive,2,authorized,4.2
1555075755,2019/04/12 09:29:15 EDT,Uriel,523,IOS 10.4,barnsville,ButterCupPay,payment,9,authorized,4.2
1555091282,2019/04/12 13:48:02 EDT,Maya,301,IOS 12.2,barnsville,MoonPay,transmit,9,authorized,4.3
1555104008,2019/04/12 17:20:08 EDT,Carlos,103,Android 8.0,oaktree,MoonPay,transmit,2,authorized,4.2
1555118783,2019/04/12 21:26:23 EDT,Judith,454,IOS 12.2,rose,ButterCupPay,receive,3,authorized,4.2
1555081406,2019/04/12 11:03:26 EDT,Courtney,194,Windows 10,oaktree,MoonPay,payment,7,authorized,4.1
1555092480,2019/04/12 14:08:00 EDT,Jameson,238,IOS 12.2,garden,ButterCupPay,payment,6,authorized,4.1
1555081336,2019/04/12 11:02:16 EDT,Sylvia,386,IOS 10.4,oaktree,MoonPay,payment,6,authorized,4.3
1555078273,2019/04/12 10:11:13 EDT,Brynne,225,Android 8.0,rabbit hole,MoonPay,transmit,3,authorized,4.1
1555117321,2019/04/12 21:02:01 EDT,Blaine,349,Android 8.0,garden,SplunkPay,transmit,3,authorized,4.1
1555116673,2019/04/12 20:51:13 EDT,Ralph,330,IOS 12.2,rose,ButterCupPay,payment,7,authorized,4.3
1555087314,2019/04/12 12:41:54 EDT,Iola,188,IOS 10.4,oaktree,ButterCupPay,transmit,8,authorized,4.1
1555120757,2019/04/12 21:59:17 EDT,Macon,311,Android 8.0,garden,SplunkPay,transmit,7,authorized,4.3
1555107584,2019/04/12 18:19:44 EDT,Christopher,433,Android 8.0,rose,ButterCupPay,transmit,9,authorized,4.2
1555086979,2019/04/12 12:36:19 EDT,Blossom,459,IOS 11,oaktree,ButterCupPay,receive,7,authorized,4.1
1555096746,2019/04/12 15:19:06 EDT,Oleg,523,IOS 12.2,rabbit hole,MoonPay,transmit,8,authorized,4.3
1555118737,2019/04/12 21:25:37 EDT,Lester,544,Windows 10,garden,ButterCupPay,receive,10,authorized,4.2
1555109850,2019/04/12 18:57:30 EDT,Karina,231,Android 7.1,oaktree,ButterCupPay,payment,2,authorized,4.2
1555095047,2019/04/12 14:50:47 EDT,Eleanor,50,Windows 10,barnsville,ButterCupPay,receive,3,authorized,4.3
1555119587,2019/04/12 21:39:47 EDT,Prescott,280,IOS 11,rose,ButterCupPay,receive,5,authorized,4.1
1555103088,2019/04/12 17:04:48 EDT,Ursula,337,Android 7.1,barnsville,MoonPay,receive,7,authorized,4.1
1555094618,2019/04/12 14:43:38 EDT,Cameron,575,IOS 11,garden,SplunkPay,receive,2,authorized,4.2
1555110546,2019/04/12 19:09:06 EDT,MacKensie,492,Windows 10,oaktree,ButterCupPay,transmit,10,authorized,4.1
1555089399,2019/04/12 13:16:39 EDT,Brenden,330,IOS 12.2,rabbit hole,MoonPay,receive,7,authorized,4.2
1555093547,2019/04/12 14:25:47 EDT,Eliana,364,Android 7.1,oaktree,ButterCupPay,receive,5,authorized,4.3
1555096036,2019/04/12 15:07:16 EDT,Rogan,473,IOS 12.2,oaktree,ButterCupPay,payment,7,authorized,4.1
1555076467,2019/04/12 09:41:07 EDT,Clinton,391,IOS 10.4,oaktree,MoonPay,payment,8,authorized,4.3
1555085478,2019/04/12 12:11:18 EDT,Clinton,149,Windows 10,garden,ButterCupPay,receive,4,authorized,4.1
1555075982,2019/04/12 09:33:02 EDT,Stewart,538,Android 7.1,rabbit hole,ButterCupPay,receive,7,authorized,4.1
1555085126,2019/04/12 12:05:26 EDT,Kaitlin,139,Windows 10,oaktree,ButterCupPay,transmit,9,authorized,4.1
1555075344,2019/04/12 09:22:24 EDT,Alyssa,332,IOS 10.4,rose,ButterCupPay,payment,4,authorized,4.3
1555110476,2019/04/12 19:07:56 EDT,Levi,252,Android 7.1,barnsville,MoonPay,transmit,3,authorized,4.3
1555100577,2019/04/12 16:22:57 EDT,Allen,194,IOS 12.2,barnsville,ButterCupPay,transmit,7,authorized,4.3
1555112790,2019/04/12 19:46:30 EDT,Kaden,359,Android 8.0,rabbit hole,SplunkPay,receive,5,authorized,4.1
1555123775,2019/04/12 22:49:35 EDT,Kyla,292,Android 7.1,oaktree,SplunkPay,payment,8,authorized,4.1
1555107624,2019/04/12 18:20:24 EDT,Davis,542,IOS 12.2,rabbit hole,SplunkPay,receive,5,authorized,4.1
